[일시]사조대림,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2003/01/22,18397,19311,17921,17958,▼987,－5.21%,18923,19688,23841,24507,73720,79
2003/01/21,20006,20116,18799,18945,▼805,－4.07%,19260,20125,24057,24637,124980,79
2003/01/20,19238,21286,19238,19750,▲878,＋4.65%,19355,20600,24259,24761,291765,79
2003/01/17,19018,19457,18726,18872,▼219,－1.15%,19267,21012,24440,24889,60125,79
2003/01/16,19238,19750,18872,19091,▼549,－2.79%,19252,21396,24667,25027,61115,79
2003/01/15,19421,19750,18872,19640,▲219,＋1.13%,19486,21765,24882,25173,109885,79
2003/01/14,19750,20042,19384,19421,▲110,＋0.57%,19918,22133,25082,25287,97271,79
2003/01/13,18689,19640,18653,19311,▲512,＋2.72%,19830,22564,25297,25423,108050,79
2003/01/10,20920,21652,17921,18799,▼1463,－7.22%,19947,22890,25562,25564,340156,79
2003/01/09,22456,22749,19494,20262,▼1536,－7.05%,20123,23186,25857,25707,475786,79
2003/01/08,19457,21798,19457,21798,▲2816,＋14.84%,19728,23427,26048,25833,383500,79
2003/01/07,20335,20372,18726,18982,▼914,－4.60%,18704,23643,26307,25947,93980,79
2003/01/06,19823,20042,19055,19896,▲219,＋1.12%,18755,23921,26660,26085,111550,79
2003/01/03,19018,19750,18835,19677,▲1390,＋7.60%,18872,24126,26910,26218,168951,79
2003/01/02,16897,18287,16897,18287,▲1609,＋9.65%,19428,24323,27089,26352,164990,79
2002/12/30,17263,19238,16385,16678,▼2560,－13.31%,20613,24594,27225,26498,213205,79
2002/12/27,19165,21432,19165,19238,▼1244,－6.07%,22617,24952,27330,26658,137450,79
2002/12/26,21286,22310,20481,20481,▼1975,－8.79%,24461,25315,27343,26792,169060,79
2002/12/24,22054,24139,21213,22456,▼1756,－7.25%,25960,25443,27292,26923,192500,79
2002/12/23,26553,27357,23773,24212,▼2487,－9.32%,26779,25468,27170,27016,218170,79
2002/12/20,29113,29515,26626,26699,▼1756,－6.17%,27233,25443,27028,27102,295900,79
2002/12/18,28089,30832,27211,28454,▲475,＋1.70%,27291,25293,26846,27162,976607,79
2002/12/17,26406,30503,26260,27979,▲1426,＋5.37%,27211,25044,26642,27193,2275140,79
2002/12/16,26699,28966,25602,26553,▲73,＋0.28%,26779,24828,26464,27258,554100,79
2002/12/13,27430,27577,25236,26479,▼512,－1.90%,26414,24766,26322,27332,350548,79
2002/12/12,29405,32258,26553,26991,▼1061,－3.78%,26136,24770,26186,27418,852887,79
2002/12/11,26553,28052,25748,28052,▲2231,＋8.64%,25960,24576,26056,27498,375341,79
2002/12/10,24797,27174,24797,25821,▲1097,＋4.44%,25258,24384,25894,27566,411746,79
2002/12/09,25016,25821,24358,24724,▼366,－1.46%,24892,24369,25764,27662,157125,79
2002/12/06,26772,26991,24943,25090,▼1024,－3.92%,24673,24439,25654,27772,190893,79
2002/12/05,25236,26553,25163,26114,▲1573,＋6.41%,24395,24495,25533,27878,352195,79
2002/12/04,24358,27577,24358,24541,▲549,＋2.29%,23941,24484,25388,27973,949896,79
2002/12/03,23480,24139,23480,23992,▲366,＋1.55%,24329,24603,25268,28082,149715,79
2002/12/02,23700,24578,23407,23627,▼73,－0.31%,24139,24760,25183,28204,171685,79
2002/11/29,24504,24504,23261,23700,▼146,－0.61%,24007,24971,25131,28346,172831,79
2002/11/28,26479,26699,22676,23846,▼2633,－9.94%,24007,25187,25053,28485,507980,79
2002/11/27,22529,26479,22529,26479,▲3438,＋14.92%,23978,25377,24987,28611,1006446,79
2002/11/26,22968,23553,22822,23041,▲73,＋0.32%,23378,25444,24887,28723,105740,79
2002/11/25,23407,24175,22676,22968,▼731,－3.09%,23502,25750,24851,28872,142510,79
2002/11/22,23700,24578,23663,23700,0.0,0.00%,23970,26066,24816,29036,245010,79
2002/11/21,23627,24139,23188,23700,▲219,＋0.93%,24541,26392,24774,29194,245458,79
2002/11/20,24212,24212,23188,23480,▼183,－0.77%,24424,26754,24748,29381,206765,79
2002/11/19,25711,26187,23444,23663,▼1646,－6.50%,24570,27134,24734,29542,344380,79
2002/11/18,28381,28381,25016,25309,▼1244,－4.68%,24943,27480,24718,29730,544370,79
2002/11/15,23115,26553,23115,26553,▲3438,＋14.87%,25104,27840,24657,29854,1146244,79
2002/11/14,23700,23919,22017,23115,▼1097,－4.53%,25038,28111,24578,29980,191913,79
2002/11/13,25748,25894,24212,24212,▼1317,－5.16%,25594,28538,24568,30119,169267,79
2002/11/12,25931,27065,24212,25528,▼585,－2.24%,26136,28944,24556,30253,183815,79
2002/11/11,26626,28893,26114,26114,▼110,－0.42%,26457,29427,24522,30369,630050,79
2002/11/08,26333,26845,25821,26223,▲329,＋1.27%,26801,29947,24477,30484,181400,79
2002/11/07,26918,27321,25821,25894,▼1024,－3.80%,27160,30223,24431,30594,211996,79
2002/11/06,27284,27650,26699,26918,▼219,－0.81%,27511,30793,24459,30700,211950,79
2002/11/05,28089,28491,26991,27138,▼695,－2.50%,27694,31455,24551,30820,148244,79
2002/11/04,28235,29040,27577,27833,▼183,－0.65%,28096,31845,24636,30914,205130,79
2002/11/01,27796,31015,27796,28015,▲366,＋1.32%,28389,31973,24720,31000,502355,79
2002/10/31,28162,28930,26918,27650,▼183,－0.66%,28827,31894,24801,31079,202360,79
2002/10/30,29771,29844,27430,27833,▼1317,－4.52%,29486,31662,24882,31160,224610,57
2002/10/29,29296,32477,28966,29149,▼146,－0.50%,30137,31271,24976,31251,877740,57
2002/10/28,30795,31015,28966,29296,▼914,－3.03%,30422,30684,25043,31345,355931,57
2002/10/25,29990,32916,29771,30210,▼731,－2.36%,31066,29976,25108,31434,471560,57
2002/10/24,31819,35111,30941,30941,▼146,－0.47%,31417,29250,25172,31504,963484,57
2002/10/23,30576,31234,29149,31088,▲512,＋1.67%,31563,28493,25218,31564,374100,57
2002/10/22,34087,34672,29990,30576,▼1938,－5.96%,31812,27747,25263,31635,581833,57
2002/10/21,31234,36171,31234,32514,▲549,＋1.72%,32734,27085,25338,31718,1016368,57
2002/10/18,32331,34087,31527,31965,▲293,＋0.92%,33531,26361,25388,31814,597373,57
2002/10/17,31600,33940,29881,31673,▼658,－2.04%,33487,25677,25464,31907,595775,57
2002/10/16,36208,36281,32185,32331,▼2853,－8.11%,34613,25053,25492,32033,716850,57
2002/10/15,38256,41914,33904,35184,▼1317,－3.61%,36179,24354,25548,32168,2042203,57
2002/10/14,30356,36501,29625,36501,▲4755,＋14.98%,36128,23495,25566,32300,1841669,57
2002/10/11,38768,39500,31746,31746,▼5559,－14.90%,34906,22577,25557,32368,1503450,57
2002/10/10,43888,45790,37305,37305,▼2853,－7.10%,33845,21880,25617,32473,1473192,57
2002/10/09,35842,40158,35769,40158,▲5230,＋14.97%,30985,20885,25588,32520,431462,57
2002/10/08,32916,34928,29917,34928,▲4535,＋14.92%,26955,19744,25511,32545,2474920,57
2002/10/07,30393,30393,29771,30393,▲3950,＋14.94%,23451,18945,25525,32622,214949,57
2002/10/04,26443,26443,25967,26443,▲3438,＋14.94%,20401,18450,25614,32717,103247,57
2002/10/02,22895,23005,21944,23005,▲2999,＋14.99%,18250,18078,25771,32862,187712,57
2002/10/01,19750,20006,18067,20006,▲2597,＋14.92%,16809,17923,25985,33036,203714,57
2002/09/30,15288,17409,15068,17409,▲2268,＋14.98%,16041,17947,26240,33230,200564,57
2002/09/27,15873,15873,14959,15142,▼549,－3.50%,16027,18119,26554,33442,18271,57
2002/09/26,16092,16166,15690,15690,▼110,－0.69%,16604,18406,26863,33677,34195,57
2002/09/25,15434,16092,15434,15800,▼366,－2.26%,17124,18682,27176,33901,14372,57
2002/09/24,16897,17117,16166,16166,▼1170,－6.75%,17804,18996,27478,34141,15186,57
2002/09/23,17555,17592,17336,17336,▼695,－3.85%,18243,19322,27745,34378,14750,57
2002/09/19,18360,18360,17702,18031,▼256,－1.40%,18375,19589,28053,34623,17410,57
2002/09/18,18762,19384,18031,18287,▼914,－4.76%,18397,19772,28343,34857,28110,57
2002/09/17,18360,19311,18360,19201,▲841,＋4.58%,18302,19947,28651,35109,48540,57
2002/09/16,18287,19384,18214,18360,▲366,＋2.03%,17943,20114,28941,35359,50970,57
2002/09/13,17702,18287,17629,17994,▼146,－0.81%,17738,20370,29238,35615,25420,57
2002/09/12,17555,18360,17555,18141,▲329,＋1.85%,17928,20644,29560,35865,33860,57
2002/09/11,17519,17885,17519,17811,▲402,＋2.31%,18397,20907,29889,36121,47880,57
2002/09/10,17336,17994,17336,17409,▲73,＋0.42%,18638,21189,30224,36369,50190,57
2002/09/09,19055,19311,17336,17336,▼1609,－8.49%,19135,21697,30559,36602,81850,57
2002/09/06,19969,20335,18726,18945,▼1536,－7.50%,19764,22453,30896,36824,79010,57
2002/09/05,19018,21469,19018,20481,▲1463,＋7.69%,20145,23118,31224,37033,157222,57
2002/09/04,19750,19896,18945,19018,▼878,－4.41%,20225,23738,31561,37232,64190,57
2002/09/03,20628,20884,19896,19896,▼585,－2.86%,20664,24429,31917,37444,61984,57
2002/09/02,20847,21213,20481,20481,▼366,－1.75%,21103,25062,32235,37635,81283,57
2002/08/30,20884,21469,20847,20847,▼37,－0.18%,21542,25710,32559,37821,59181,57
2002/08/29,21322,21652,20810,20884,▼329,－1.55%,21908,26326,32894,38006,83340,57
2002/08/28,21688,22237,21066,21213,▼878,－3.97%,22069,26942,33257,38193,119100,57
2002/08/27,22749,23261,21835,22091,▼585,－2.58%,22186,27586,33614,38379,110120,57
2002/08/26,22749,23773,22310,22676,0.0,0.00%,22273,28164,34014,38558,126602,57
2002/08/23,21725,24504,21579,22676,▲987,＋4.55%,22434,28720,34349,38736,381393,57
2002/08/22,21359,22529,21286,21688,▼110,－0.50%,22595,29341,34741,38910,139870,57
2002/08/21,21835,22310,21652,21798,▼731,－3.25%,22939,30031,35050,39097,191340,57
2002/08/20,23553,23992,22164,22529,▼951,－4.05%,23268,30769,35382,39265,289840,57
2002/08/19,24870,25602,23480,23480,0.0,0.00%,24278,31309,35670,39421,299034,57
2002/08/16,24504,24724,23480,23480,▲73,＋0.31%,26070,31920,35949,39567,412948,57
2002/08/14,21944,25163,21542,23407,▼37,－0.16%,27825,32560,36216,39720,935916,57
2002/08/13,23444,23444,23444,23444,▼4133,－14.99%,29720,33185,36490,39875,91931,57
2002/08/12,27577,29332,27577,27577,▼4864,－14.99%,31600,33783,36758,40028,256720,57
2002/08/09,32258,32770,32258,32441,▲183,＋0.57%,32595,34180,36941,40137,1896,57
2002/08/08,32551,32770,32148,32258,▼622,－1.89%,32792,34335,37089,40187,1649,57
2002/08/07,32295,32990,32039,32880,▲37,＋0.11%,32975,34511,37191,40238,2200,57
2002/08/06,32551,34379,32039,32843,▲293,＋0.90%,33041,34655,37280,40284,1710,57
2002/08/05,32587,32660,31819,32551,▼878,－2.63%,33289,34805,37356,40337,4940,57
2002/08/02,32916,33428,32368,33428,▲256,＋0.77%,33509,34970,37437,40403,4060,57
2002/08/01,33209,33428,32734,33172,▼37,－0.11%,33582,35065,37527,40474,5510,57
2002/07/31,32990,34050,32990,33209,▼878,－2.58%,33970,35217,37647,40559,1606,57
2002/07/30,34087,35477,33648,34087,▲439,＋1.30%,34423,35241,37761,40607,10350,57
2002/07/29,32953,33794,32953,33648,▼146,－0.43%,34921,35259,37836,40654,824,57
2002/07/26,34379,34745,33428,33794,▼1317,－3.75%,34855,35275,37911,40712,1684,57
2002/07/25,35477,36427,34050,35111,▼366,－1.03%,35235,35195,38008,40747,2803,57
2002/07/24,35111,35659,32916,35477,▼1097,－3.00%,35469,35228,38097,40766,6540,57
2002/07/23,33209,36574,30905,36574,▲3255,＋9.77%,35557,35226,38241,40776,6920,57
2002/07/22,32990,34379,32697,33319,▼2377,－6.66%,35323,35237,38349,40774,6605,57
2002/07/19,35184,35879,32624,35696,▼585,－1.61%,35762,35400,38574,40796,5910,0
2002/07/18,35915,36647,35477,36281,▲366,＋1.02%,35733,35425,38788,40810,5020,0
2002/07/16,35403,35915,34672,35915,▲512,＋1.45%,35630,35477,39034,40820,5530,0
2002/07/15,36281,36281,35184,35403,▼110,－0.31%,35601,35575,39180,40838,4310,0
2002/07/12,35550,36391,35257,35513,▼37,－0.10%,35689,35700,39328,40849,10010,0
2002/07/11,35111,35842,35111,35550,▼219,－0.61%,35754,35800,39451,40859,2650,0
2002/07/10,35915,35915,35111,35769,0.0,0.00%,35711,35899,39578,40869,6800,0
2002/07/09,35769,35769,34599,35769,▼73,－0.20%,35798,36042,39720,40873,2650,0
2002/07/08,35915,36062,34526,35842,0.0,0.00%,35381,36290,39820,40881,12380,0
2002/07/05,35842,35842,35367,35842,▲512,＋1.45%,35103,36517,39953,40892,6740,0
2002/07/04,35842,35842,35330,35330,▼878,－2.42%,34730,36674,40087,40916,950,0
2002/07/03,34416,36574,33684,36208,▲2524,＋7.49%,34101,36901,40220,40931,11620,0
2002/07/02,33794,35696,33172,33684,▼768,－2.23%,34014,37139,40330,40929,1740,0
2002/06/28,33648,35842,33648,34452,▲475,＋1.40%,34365,37587,40491,40940,5070,0
2002/06/27,31856,34306,31856,33977,▲1792,＋5.57%,34833,37996,40626,40941,9160,1150
2002/06/26,34014,34379,31892,32185,▼3584,－10.02%,35352,38602,40803,40947,9950,1150
2002/06/25,34745,35769,34379,35769,▲329,＋0.93%,36157,39132,41011,40964,6570,1150
2002/06/24,35111,35477,34526,35440,▼1353,－3.68%,36464,39655,41192,40951,2630,1150
2002/06/21,36866,36866,34891,36793,▲219,＋0.60%,36954,39895,41371,40940,7670,1150
2002/06/20,36135,36574,36135,36574,▲366,＋1.01%,37174,40140,41567,40919,4680,1150
2002/06/19,37086,37305,35477,36208,▼1097,－2.94%,37364,40301,41776,40898,11060,1150
2002/06/18,37817,38037,37305,37305,▼585,－1.54%,37627,40502,41992,40887,15490,1151
2002/06/17,37890,38329,37452,37890,0.0,0.00%,37890,40611,42170,40868,4880,1151
2002/06/14,37964,37964,37378,37890,▲366,＋0.97%,38461,40710,42353,40846,20220,1151
2002/06/12,37525,37964,37086,37525,0.0,0.00%,38958,40791,42514,40818,12010,1151
2002/06/11,39134,39134,37452,37525,▼1097,－2.84%,39251,40842,42645,40793,31020,1151
2002/06/10,41036,42060,38402,38622,▼2121,－5.21%,39719,41032,42753,40771,36270,1151
2002/06/07,39719,42060,39719,40743,▲366,＋0.91%,40187,41021,42843,40738,33830,1151
2002/06/05,38549,40889,38549,40377,▲1390,＋3.56%,40568,40893,42903,40694,15530,1151
2002/06/04,39792,39792,38183,38988,▼878,－2.20%,41021,40747,42970,40654,22210,1151
2002/06/03,41621,42060,39500,39865,▼1097,－2.68%,42440,40666,43034,40632,21070,1151
2002/05/31,43669,43669,40963,40963,▼1682,－3.95%,43025,40615,43084,40612,14740,1151
2002/05/30,43669,43669,40597,42645,0.0,0.00%,44079,40586,43118,40575,30671,1151
2002/05/29,42499,46010,40670,42645,▼3438,－7.46%,43596,40454,43129,40520,59819,1151
2002/05/28,43230,48936,41694,46083,▲3292,＋7.69%,43406,40253,43145,40459,93300,1151
2002/05/27,46229,46229,40963,42791,▼3438,－7.44%,42148,39854,43103,40375,97980,1151
2002/05/24,40963,46229,40670,46229,▲5998,＋14.91%,41636,39697,43124,40329,146555,1151
2002/05/23,40889,41548,40231,40231,▼1463,－3.51%,40290,39408,43078,40254,8290,1151
2002/05/22,38914,43157,38841,41694,▲1902,＋4.78%,40216,39602,43143,40230,31530,1151
2002/05/21,39865,40816,39134,39792,▼439,－1.09%,39778,39672,43149,40197,9090,1151
2002/05/20,40231,40963,39646,40231,▲731,＋1.85%,39529,40023,43173,40185,6168,1151
2002/05/17,39939,40231,39280,39500,▼366,－0.92%,39748,40436,43184,40162,6185,1151
2002/05/16,38841,39865,38402,39865,▲366,＋0.93%,39529,41014,43223,40155,10210,1151
2002/05/15,38549,39500,38037,39500,▲951,＋2.47%,39192,41255,43259,40127,10165,1151
2002/05/14,40231,40231,38402,38549,▼2780,－6.73%,38783,41493,43299,40091,18110,1151
2002/05/13,40963,42791,39865,41328,▲2926,＋7.62%,38549,41712,43333,40059,45489,1151
2002/05/10,39353,43011,36720,38402,▲219,＋0.57%,38051,41804,43285,40001,11581,1151
2002/05/09,37452,38256,37452,38183,▲731,＋1.95%,38446,42096,43285,39967,9120,1151
2002/05/08,38110,38256,37452,37452,▲73,＋0.20%,38812,42276,43289,39933,12790,1151
2002/05/07,38402,38476,36793,37378,▼1463,－3.77%,39046,42594,43317,39906,17500,1151
2002/05/06,41621,41621,38768,38841,▼1536,－3.80%,39192,42919,43369,39881,35429,1151
2002/05/03,40085,43815,39353,40377,▲366,＋0.91%,39353,43142,43421,39840,99000,1151
2002/05/02,39500,40670,38622,40012,▲1390,＋3.60%,39368,43267,43471,39785,15280,1151
2002/04/30,38110,38988,37525,38622,▲512,＋1.34%,40187,43431,43454,39733,9740,1151
2002/04/29,38110,39426,37378,38110,▼1536,－3.87%,41080,43629,43473,39697,19120,1151
2002/04/26,39573,41987,39353,39646,▼805,－1.99%,42821,43954,43513,39661,19370,1151
2002/04/25,43888,43888,40304,40451,▼3657,－8.29%,44591,44203,43485,39614,11818,1151
2002/04/24,43888,44766,42206,44108,▲1024,＋2.38%,46712,44514,43434,39570,23431,1151
2002/04/23,39865,45937,39792,43084,▼3731,－7.97%,46829,44618,43311,39497,58550,1151
2002/04/22,47765,48497,44986,46814,▼1682,－3.47%,47063,44891,43198,39435,19470,1151
2002/04/19,51057,51057,47546,48497,▼2560,－5.01%,46288,45006,43017,39343,67860,1151
2002/04/18,45059,51350,43303,51057,▲6364,＋14.24%,45220,45037,42832,39241,138050,1151
2002/04/17,43888,45059,43888,44693,▲439,＋0.99%,43859,44884,42606,39114,9769,1151
2002/04/16,43011,44620,43011,44254,▲1317,＋3.07%,43274,45094,42496,39039,12100,1151
2002/04/15,43157,43888,42499,42938,▼219,－0.51%,43186,45257,42370,38977,6791,1151
2002/04/12,42938,43888,42499,43157,▼1097,－2.48%,43376,45381,42266,38910,9390,1151
2002/04/11,41840,44620,41840,44254,▲2487,＋5.95%,43406,45424,42160,38839,10890,1151
2002/04/10,42499,44108,41767,41767,▼2048,－4.67%,43128,45412,42026,38758,14300,1151
2002/04/09,43888,44474,43523,43815,▼73,－0.17%,43435,45541,41942,38710,12860,1151
2002/04/08,44620,44620,42426,43888,▲585,＋1.35%,43186,45569,41831,38624,20870,1151
2002/04/04,42938,43376,41767,43303,▲439,＋1.02%,43333,45516,41745,38532,11290,1151
2002/04/03,41401,43669,41401,42864,▼439,－1.01%,43596,45495,41643,38449,12040,1151
2002/04/02,42206,43888,42060,43303,▲731,＋1.72%,44357,45500,41528,38365,9726,1151
2002/04/01,44254,45498,42572,42572,▼2048,－4.59%,44932,45501,41389,38290,15780,1151
2002/03/29,46083,46083,43157,44620,0.0,0.00%,46129,45552,41256,38221,15700,1151
2002/03/28,47546,47546,44620,44620,▼2049,－4.39%,47027,45501,41091,38122,30303,1151
2002/03/27,46808,47088,46110,46669,▲489,＋1.06%,47926,45470,40918,38028,35040,1151
2002/03/26,47577,48485,46110,46180,▼2375,－4.89%,48192,45313,40709,37913,20210,1151
2002/03/25,49114,49673,48555,48555,▼559,－1.14%,48737,45208,40508,37804,27763,1151
2002/03/22,49533,49673,48485,49114,0.0,0.00%,48527,44884,40270,37699,22230,1151
2002/03/21,47926,51000,47926,49114,▲1118,＋2.33%,47786,44489,40021,37550,49435,1151
2002/03/20,49254,49673,47856,47996,▼908,－1.86%,46766,44080,39783,37406,30090,1151
2002/03/19,47507,49673,47228,48904,▲1397,＋2.94%,45970,43773,39566,37279,38070,1151
2002/03/18,47507,47786,46599,47507,▲2096,＋4.62%,45062,43427,39338,37140,52330,1151
2002/03/15,44154,46040,44014,45411,▲1397,＋3.17%,44433,43147,39122,37016,64430,1151
2002/03/14,43664,44573,43525,44014,0.0,0.00%,43916,42906,38941,36957,18510,1151
2002/03/13,43664,44992,43664,44014,▼349,－0.79%,43692,42627,38789,36966,18050,1151
2002/03/12,44433,44922,43664,44363,0.0,0.00%,43483,42348,38633,36938,18270,1151
2002/03/11,43874,44712,43245,44363,▲1537,＋3.59%,43273,42051,38485,36967,16150,1151
2002/03/08,42896,43944,42756,42826,▼70,－0.16%,43120,41789,38339,36943,14280,1151
2002/03/07,42966,44014,42896,42896,▼70,－0.16%,43273,41673,38231,36928,23780,1151
2002/03/06,42686,43315,42617,42966,▼349,－0.81%,43497,41624,38139,36891,17090,1151
2002/03/05,44014,44154,42966,43315,▼279,－0.64%,43609,41645,38033,36848,17297,1151
2002/03/04,43664,43804,42756,43595,0.0,0.00%,43762,41429,37912,36805,41620,1151
2002/02/28,44223,44363,43245,43595,▼419,－0.95%,43455,41237,37773,36762,24440,1151
2002/02/27,43944,44922,43106,44014,▲489,＋1.12%,42980,41083,37646,36703,37190,1151
2002/02/26,44712,44712,43385,43525,▼559,－1.27%,42365,40783,37535,36662,25010,1151
2002/02/25,41918,45691,41918,44084,▲2026,＋4.82%,42030,40475,37430,36628,85140,1151
2002/02/22,41359,42337,40660,42058,▲838,＋2.03%,41611,40108,37318,36599,24610,1151
2002/02/21,41289,42896,41219,41219,▲279,＋0.68%,41583,39819,37246,36606,27790,1151
2002/02/20,40870,41638,40591,40940,▼908,－2.17%,41457,39557,37198,36600,17920,1151
2002/02/19,43315,43315,41569,41848,▼140,－0.33%,40954,39378,37140,36609,35200,1151
2002/02/18,43245,43595,41708,41988,▲70,＋0.17%,40269,39162,37087,36610,59874,1151
2002/02/15,42337,43106,40870,41918,▲1327,＋3.27%,39557,38966,36994,36591,80430,1151
2002/02/14,39473,42058,38984,40591,▲2166,＋5.64%,38998,38704,36884,36529,123200,1151
2002/02/08,38425,38425,37656,38425,0.0,0.00%,38984,38512,36785,36465,19630,1151
2002/02/07,38634,39682,37866,38425,0.0,0.00%,39682,38428,36717,36413,23200,1151
2002/02/06,39193,39473,38425,38425,▼699,－1.79%,40674,38320,36648,36368,16210,1151
2002/02/05,39822,40171,38704,39123,▼1397,－3.45%,40786,38233,36577,36320,33320,1151
2002/02/04,41289,42547,39822,40521,▼1397,－3.33%,40912,38135,36495,36257,20140,1151
2002/02/01,41988,42617,40940,41918,▼1467,－3.38%,40912,38047,36393,36182,32340,1151
2002/01/31,39892,44363,39403,43385,▲4401,＋11.29%,40129,37810,36260,36102,77490,1151
2002/01/30,39123,39682,38634,38984,▼768,－1.93%,38928,37440,36099,36013,6700,1151
2002/01/29,40870,40870,37447,39752,▼768,－1.90%,38481,37237,36012,35952,19562,1151
2002/01/28,43664,43664,39892,40521,▲2515,＋6.62%,37782,36979,35921,35882,48930,1151
2002/01/25,38355,38774,37377,38006,▲629,＋1.68%,36874,36689,35809,35808,24130,1151
2002/01/24,37027,37726,36049,37377,▲629,＋1.71%,36748,36500,35743,35762,16470,1151
2002/01/23,36259,37027,35700,36748,▲489,＋1.35%,36776,36338,35705,35709,9440,1151
2002/01/22,36049,36888,36049,36259,▲279,＋0.78%,37041,36208,35682,35665,8313,1151
2002/01/21,37027,37027,35700,35980,▼1397,－3.74%,37125,36107,35672,35627,24610,1151
2002/01/18,38425,38425,37377,37377,▼140,－0.37%,37279,36016,35668,35581,8930,1151
2002/01/17,38425,38704,37447,37517,▼559,－1.47%,37153,35890,35651,35514,22298,1151
2002/01/16,36748,38355,35980,38075,▲1397,＋3.81%,36902,35765,35621,35447,35260,1151
2002/01/15,36748,37307,36049,36678,▼70,－0.19%,36622,35621,35583,35383,6880,1151
2002/01/14,35700,37377,35700,36748,0.0,0.00%,36720,35513,35585,35340,14070,1151
2002/01/11,35630,37726,35630,36748,▲489,＋1.35%,37125,35403,35553,35302,7020,1151
2002/01/10,36538,37237,35700,36259,▼419,－1.14%,37209,35312,35518,35275,19040,1151
2002/01/09,37447,37447,36329,36678,▼489,－1.32%,37153,35230,35490,35249,17790,1151
2002/01/08,38774,38774,37097,37167,▼1607,－4.14%,36804,35171,35478,35224,20220,1151
2002/01/07,37097,39263,37027,38774,▲1607,＋4.32%,36287,35094,35418,35196,33050,1151
2002/01/04,36259,38355,35980,37167,▲1188,＋3.30%,35477,34972,35319,35153,36600,1151
2002/01/03,34862,36259,34582,35980,▲1048,＋3.00%,34890,34982,35255,35128,20447,1151
2002/01/02,35490,35490,34582,34932,▲349,＋1.01%,34519,35014,35202,35110,16228,1151
2001/12/28,35421,35560,34547,34582,▼140,－0.40%,34366,35070,35192,35124,8690,1151
2001/12/27,34582,34932,33919,34722,▲489,＋1.43%,34296,35104,35186,35152,9850,1151
2001/12/26,34932,34932,33604,34233,▲105,＋0.31%,34184,35167,35153,35183,6190,1151
2001/12/24,34128,34582,33674,34128,▼35,－0.10%,34310,35321,35138,35215,2650,1151
2001/12/21,34163,34233,32382,34163,▼70,－0.20%,34484,35477,35117,35247,2490,1151
2001/12/20,32207,34582,32207,34233,▲70,＋0.20%,34694,35637,35100,35283,3340,1151
2001/12/19,34303,34792,33464,34163,▼699,－2.00%,34750,35812,35128,35314,9730,1151
2001/12/18,35490,35490,34722,34862,▼140,－0.40%,34827,36021,35079,35345,10480,1151
2001/12/17,35630,35770,34932,35001,▼210,－0.60%,34841,36151,35028,35375,11760,1151
2001/12/14,34512,35211,34512,35211,▲699,＋2.02%,34764,36336,34992,35415,9980,1151
2001/12/13,34303,34897,34303,34512,▼35,－0.10%,34820,36395,34942,35457,7130,1151
2001/12/12,34932,34932,34268,34547,▼384,－1.10%,35043,36434,34911,35506,5190,1151
2001/12/11,34582,35421,34582,34932,▲314,＋0.91%,35400,36441,34974,35562,10040,1151
2001/12/10,35421,35421,34582,34617,▼873,－2.46%,35889,36409,35143,35620,10950,1151
2001/12/07,35630,35980,34932,35490,▼140,－0.39%,36287,36395,35244,35684,18800,1151
2001/12/06,35630,36329,35351,35630,▼699,－1.92%,36399,36327,35449,35747,12720,1151
2001/12/05,37726,37726,36329,36329,▼1048,－2.80%,36329,36257,35548,35806,15000,1151
2001/12/04,37377,37936,35980,37377,▲768,＋2.10%,36259,36159,35624,35858,20990,1151
2001/12/03,37097,37097,35840,36608,▲559,＋1.55%,36245,35988,35643,35911,11290,1151
2001/11/30,35630,36538,35421,36049,▲768,＋2.18%,36371,35845,35663,35973,17260,1151
2001/11/29,35071,35630,34582,35281,▼699,－1.94%,36636,35728,35699,36027,19920,1151
2001/11/28,37307,37796,35980,35980,▼1327,－3.56%,37125,35679,35751,36093,18860,1151
2001/11/27,37237,37726,37237,37307,▲70,＋0.19%,37600,35571,35761,36141,17790,1151
2001/11/26,38006,38006,36818,37237,▼140,－0.37%,37628,35407,35789,36185,31560,1151
2001/11/23,38355,38355,37167,37377,▼349,－0.93%,37922,35302,35827,36221,20300,1151
2001/11/22,40381,40381,37726,37726,▼629,－1.64%,37726,35201,35879,36248,20240,1151
2001/11/21,38006,38774,36958,38355,▲908,＋2.43%,37237,35096,35967,36278,23770,1151
2001/11/20,39123,39193,37447,37447,▼1258,－3.25%,36504,34967,36003,36306,44410,1151
2001/11/19,38425,40241,38075,38704,▲2305,＋6.33%,35875,34911,36079,36340,101250,1151
2001/11/16,38355,38355,35490,36399,▲1118,＋3.17%,35001,34764,36132,36367,63320,1151
2001/11/15,35630,36469,34722,35281,▲594,＋1.71%,34547,34732,36187,36411,30790,1151
2001/11/14,34443,34897,34373,34687,▲384,＋1.12%,34338,34809,36174,36461,20840,1151
2001/11/13,34443,34932,33779,34303,▼35,－0.10%,34275,34815,36145,36519,15980,1151
2001/11/12,34163,34652,33534,34338,▲210,＋0.61%,34205,34832,36109,36570,15840,1151
2001/11/09,34093,34233,33744,34128,▼105,－0.31%,34086,34844,36087,36618,18910,1151
