[일시]사조대림,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2001/11/08,34373,34443,33884,34233,▼140,－0.41%,34002,34937,36063,36671,9460,1151
2001/11/07,33954,34582,33954,34373,▲419,＋1.23%,34016,34902,36019,36720,19050,1151
2001/11/06,33604,34163,33604,33954,▲210,＋0.62%,33905,34825,35970,36768,15970,1151
2001/11/05,33674,34093,33534,33744,▲35,＋0.10%,33919,34794,35943,36824,13770,1151
2001/11/02,34093,34512,33534,33709,▼594,－1.73%,34198,34748,35926,36876,53640,1151
2001/11/01,33604,34373,33604,34303,▲489,＋1.45%,34526,34778,35893,36927,5460,1151
2001/10/31,34233,34582,33814,33814,▼210,－0.62%,34792,34774,35843,36973,5440,1151
2001/10/30,33814,34862,33744,34023,▼1118,－3.18%,35183,34722,35807,37025,10780,1151
2001/10/29,34932,35560,34932,35141,▼210,－0.59%,35644,34687,35782,37074,18010,1151
2001/10/26,35071,35910,35071,35351,▼279,－0.78%,35770,34572,35713,37114,10430,1151
2001/10/25,35980,36329,35490,35630,▼140,－0.39%,35854,34464,35648,37152,15080,1151
2001/10/24,37027,37097,35770,35770,▼559,－1.54%,36091,34477,35582,37196,24520,1151
2001/10/23,36259,36538,35840,36329,▲559,＋1.56%,35896,34250,35494,37233,41940,1151
2001/10/22,36329,36608,35490,35770,0.0,0.00%,35560,34023,35378,37266,26930,1151
2001/10/19,36329,36329,35281,35770,▼1048,－2.85%,35323,33877,35272,37303,44620,1151
2001/10/18,35001,36818,34408,36818,▲2026,＋5.82%,35365,33698,35183,37342,66750,1151
2001/10/17,34652,35980,34652,34792,▲140,＋0.40%,34708,33489,35095,37409,26940,1151
2001/10/16,34862,35211,34058,34652,▲70,＋0.20%,34317,33667,35052,37443,25160,1151
2001/10/15,34652,35071,33884,34582,▼1397,－3.88%,34051,34188,35032,37478,42080,1151
2001/10/12,33884,38075,33395,35980,▲2445,＋7.29%,33702,34491,35009,37519,134860,1151
2001/10/11,33185,33639,33045,33534,▲699,＋2.13%,33367,35082,34969,37549,27240,1151
2001/10/10,32836,33534,32347,32836,▼489,－1.47%,33506,35484,34975,37594,22890,1151
2001/10/09,33744,33814,32975,33325,▲489,＋1.49%,33492,35889,34987,37650,22830,1201
2001/10/08,32836,33849,32696,32836,▼1467,－4.28%,33492,36147,35002,37700,22630,1201
2001/10/05,33709,35980,33569,34303,▲70,＋0.20%,33492,36395,35018,37750,59060,1201
2001/10/04,34303,34547,33430,34233,▲1467,＋4.48%,33269,36591,35056,37792,33990,1201
2001/09/28,32906,33604,32486,32766,▼559,－1.68%,33604,36800,35118,37834,47910,1201
2001/09/27,32836,35910,32836,33325,▲489,＋1.49%,33297,36989,35212,37889,81710,1201
2001/09/26,35281,35281,32347,32836,▼349,－1.05%,32989,37272,35291,37938,36510,1201
2001/09/25,35910,37307,32347,33185,▼2725,－7.59%,32989,37607,35377,37990,155600,1201
2001/09/24,35910,35910,35630,35910,▲4681,＋14.99%,32794,37974,35465,38068,111640,1201
2001/09/21,30810,33534,30740,31229,▼559,－1.76%,32137,38327,35500,38161,88150,1201
2001/09/20,31508,34233,30914,31788,▼1048,－3.19%,33562,38792,35611,38242,73620,1201
2001/09/19,32137,35630,31438,32836,▲629,＋1.95%,36217,39302,35722,38320,114760,1201
2001/09/18,32696,34233,31788,32207,▼419,－1.28%,37782,39756,35838,38402,81430,1201
2001/09/17,35071,37796,32626,32626,▼5729,－14.94%,40898,40129,35972,38512,84570,1201
2001/09/14,43874,44223,38355,38355,▼6707,－14.88%,42686,40224,36101,38618,116760,1201
2001/09/13,41219,46040,39752,45062,▲4401,＋10.82%,43203,39955,36150,38695,395380,1201
2001/09/12,40660,43315,40660,40660,▼7126,－14.91%,41890,39309,36098,38769,144290,1201
2001/09/11,45760,47786,45760,47786,▲6218,＋14.96%,41317,38924,36124,38822,171300,1201
2001/09/10,41219,43525,40730,41569,▲629,＋1.54%,39403,38171,36045,38764,34520,1201
2001/09/07,38774,43315,38495,40940,▲2445,＋6.35%,38774,37672,36064,38742,38920,1201
2001/09/06,37377,39123,37377,38495,▲699,＋1.85%,37894,37197,36092,38729,19060,1201
2001/09/05,39263,39263,37726,37796,▼419,－1.10%,37992,36889,36179,38752,7160,1201
2001/09/04,37377,41848,37377,38215,▼210,－0.55%,38341,36634,36283,38771,22170,1201
2001/09/03,36329,40171,36329,38425,▲1886,＋5.16%,38802,36310,36355,38773,21720,1201
2001/08/31,37586,37656,36189,36538,▼2445,－6.27%,39710,35955,36434,38795,15140,1201
2001/08/30,39193,39193,35980,38984,▼559,－1.41%,40507,35711,36520,38846,13510,1201
2001/08/29,40730,41149,38634,39543,▼978,－2.41%,41107,35386,36581,38870,22960,1201
2001/08/28,42896,43595,40521,40521,▼2445,－5.69%,41583,34960,36615,38886,32810,1651
2001/08/27,40870,42966,39892,42966,▲2445,＋6.03%,41415,34505,36617,38897,27610,1651
2001/08/24,41988,42617,40521,40521,▼1467,－3.49%,39724,33943,36590,38889,56350,1151
2001/08/23,43315,45621,39892,41988,▲70,＋0.17%,38215,33440,36609,38901,120070,1151
2001/08/22,45621,45621,41499,41918,▲2236,＋5.63%,36245,32808,36602,38920,194250,1151
2001/08/21,35001,39682,35001,39682,▲5170,＋14.98%,34457,32182,36602,38934,79420,1151
2001/08/20,32207,35211,32137,34512,▲1537,＋4.66%,33066,31721,36636,38959,22360,1151
2001/08/17,31927,33045,31858,32975,▲838,＋2.61%,32479,31573,36749,39016,4560,1151
2001/08/16,32486,32486,31438,32137,▼838,－2.54%,32172,31534,36892,39080,5900,1151
2001/08/14,34233,34233,32836,32975,▲245,＋0.75%,32214,31601,37032,39167,7730,1151
2001/08/13,32137,32836,32137,32731,▲1153,＋3.65%,32158,31611,37150,39243,9070,1151
2001/08/10,31124,32137,31124,31578,▲140,＋0.44%,31955,31655,37278,39322,4290,1151
2001/08/09,31089,32766,31089,31438,▼908,－2.81%,31907,31770,37421,39398,2000,1151
2001/08/08,32137,32661,32067,32347,▼349,－1.07%,31948,31875,37565,39482,4940,1151
2001/08/07,31334,33115,31334,32696,▲978,＋3.08%,31976,31969,37705,39556,10640,1151
2001/08/06,31438,31788,31334,31718,▲384,＋1.23%,31641,32025,37826,39630,2750,1151
2001/08/03,31788,31788,31089,31334,▼314,－0.99%,31585,32266,37961,39718,5900,1151
2001/08/02,33185,33185,31438,31648,▼838,－2.58%,31662,32600,38103,39815,7570,1151
2001/08/01,31159,32486,30880,32486,▲1467,＋4.73%,31424,32935,38243,39908,6380,1151
2001/07/31,30740,31299,30460,31019,▼419,－1.33%,30796,33215,38367,40027,4950,1151
2001/07/30,31438,31438,30775,31438,▼279,－0.88%,30474,33564,38515,40107,2450,1151
2001/07/27,30600,31718,30460,31718,▲1258,＋4.13%,30279,33917,38656,40189,5750,1151
2001/07/26,28714,30670,28714,30460,▲1118,＋3.81%,30244,34231,38810,40271,7080,1151
2001/07/25,29412,29412,28225,29343,▼70,－0.24%,30593,34601,38973,40364,4510,1151
2001/07/24,29482,29482,28574,29412,▼1048,－3.44%,31417,35056,39155,40483,5950,1151
2001/07/23,31159,31578,29343,30460,▼1083,－3.43%,32172,35576,39334,40569,10910,1151
2001/07/20,32766,32766,31508,31543,▼664,－2.06%,32801,36065,39501,40647,7540,1151
2001/07/19,32975,32975,31927,32207,▼1258,－3.76%,33269,36507,39722,40706,6440,1151
2001/07/18,32906,33814,32906,33464,▲279,＋0.84%,33534,36961,39835,40756,8270,1151
2001/07/16,33534,33884,33080,33185,▼419,－1.25%,33688,37384,39924,40794,5100,1151
2001/07/13,34233,34233,33604,33604,▼279,－0.82%,33814,37838,40029,40840,8950,1151
2001/07/12,34093,34512,33534,33884,▲349,＋1.04%,34401,38309,40128,40882,14060,1151
2001/07/11,33534,34093,32836,33534,▼699,－2.04%,35225,38750,40213,40925,15240,1151
2001/07/10,33919,34443,33534,34233,▲419,＋1.24%,36189,39204,40312,40974,8340,1151
2001/07/09,36259,36259,33814,33814,▼2725,－7.46%,36958,39679,40397,41021,22440,1151
2001/07/06,38215,38215,36399,36538,▼1467,－3.86%,37796,40189,40481,41056,14770,1151
2001/07/05,37866,38564,37866,38006,▼349,－0.91%,38187,40489,40528,41066,6180,1151
2001/07/04,38425,38774,37726,38355,▲279,＋0.73%,38187,40748,40549,41085,14190,1151
2001/07/03,38355,38564,38006,38075,▲70,＋0.18%,38089,40915,40567,41085,8650,1151
2001/07/02,38495,38914,38006,38006,▼489,－1.27%,38159,41142,40585,41068,6740,1151
2001/06/29,38075,38914,38075,38495,▲489,＋1.29%,38523,41321,40603,41061,11460,1151
2001/06/28,37726,38355,36678,38006,▲140,＋0.37%,38872,41429,40671,41042,9170,1151
2001/06/27,37866,38704,37307,37866,▼559,－1.45%,39347,41597,40821,41024,9860,1151
2001/06/26,39822,39822,38425,38425,▼1397,－3.51%,40032,41785,40872,40986,17950,1151
2001/06/25,40451,40521,39822,39822,▼419,－1.04%,40730,41942,40919,40951,9880,1151
2001/06/22,40521,41010,40101,40241,▼140,－0.35%,41219,42047,40965,40937,14160,1151
2001/06/21,41219,41778,40171,40381,▼908,－2.20%,41778,42121,41053,40945,15850,1151
2001/06/20,41988,42966,41219,41289,▼629,－1.50%,42239,42166,41134,40975,49430,1151
2001/06/19,41918,42477,41499,41918,▼349,－0.83%,42505,42180,41240,40978,19080,1151
2001/06/18,42267,43106,41848,42267,▼768,－1.79%,42868,42110,41441,40981,31570,1151
2001/06/15,42337,43455,42337,43036,▲349,＋0.82%,43217,42002,41519,40981,18190,1151
2001/06/14,42337,42826,42127,42686,▲70,＋0.16%,43120,41869,41482,40981,12640,1151
2001/06/13,43315,43455,42127,42617,▼1118,－2.56%,43217,41743,41421,40974,33600,1151
2001/06/12,44014,45411,43734,43734,▼279,－0.63%,43036,41617,41366,40971,50790,1151
2001/06/11,43245,44363,42826,44014,▲1467,＋3.45%,42812,41467,41324,40959,51090,1151
2001/06/08,43455,43455,42267,42547,▼629,－1.46%,42323,41265,41260,40960,28400,1151
2001/06/07,42337,44363,41918,43175,▲1467,＋3.52%,41946,41128,41191,40975,79090,1151
2001/06/05,42966,43245,41289,41708,▼908,－2.13%,41583,40961,41156,41011,30550,1151
2001/06/04,42058,43175,41569,42617,▲1048,＋2.52%,41569,40877,41172,41124,53310,1151
2001/06/01,40660,42058,40660,41569,▲908,＋2.23%,41359,40744,41160,41176,19370,1151
2001/05/31,41359,41569,40591,40660,▼699,－1.69%,41429,40660,41156,41196,14140,1151
2001/05/30,41638,41848,41149,41359,▼279,－0.67%,41638,40622,41177,41210,16590,1151
2001/05/29,41569,41988,41010,41638,▲70,＋0.17%,41624,40601,41188,41223,12700,1151
2001/05/28,42267,42617,41569,41569,▼349,－0.83%,41611,40531,41192,41243,20680,1151
2001/05/25,42547,43106,41778,41918,▲210,＋0.50%,41401,40468,41239,41264,36190,1151
2001/05/24,41638,42617,41359,41708,▲419,＋1.02%,41038,40377,41266,41264,48450,1151
2001/05/23,41988,41988,40800,41289,▼279,－0.67%,40772,40318,41283,41269,24930,1151
2001/05/22,40521,43175,40311,41569,▲1048,＋2.59%,40549,40493,41283,41275,73050,1151
2001/05/21,40101,40660,39892,40521,▲419,＋1.05%,40255,40363,41268,41276,31950,1151
2001/05/18,40171,40800,39543,40101,▼279,－0.69%,40297,40280,41303,41291,14570,1151
2001/05/17,40171,41080,40171,40381,▲210,＋0.52%,40269,40248,41336,41307,14040,1151
2001/05/16,40381,40800,39962,40171,▲70,＋0.17%,40157,40206,41367,41321,12770,1151
2001/05/15,40521,40870,39892,40101,▼629,－1.54%,40087,40147,41374,41338,25170,1151
2001/05/14,40870,42337,40381,40730,▲768,＋1.92%,40074,40115,41399,41355,70480,1151
2001/05/11,39822,40311,39822,39962,▲140,＋0.35%,39920,40046,41407,41365,9540,1151
2001/05/10,40311,40311,39682,39822,0.0,0.00%,39906,39990,41434,41383,13500,1151
2001/05/09,40032,40311,39682,39822,▼210,－0.52%,39920,39965,41474,41404,24740,1151
2001/05/08,40521,40521,39892,40032,▲70,＋0.17%,40143,39937,41528,41426,21260,1151
2001/05/07,40591,40870,39752,39962,▲70,＋0.18%,40185,39909,41573,41453,22970,1151
2001/05/04,39892,40311,39543,39892,0.0,0.00%,40255,39867,41686,41459,17370,1151
2001/05/03,40591,40870,39892,39892,▼1048,－2.56%,40297,39829,41699,41472,23550,1151
2001/05/02,42197,42197,40451,40940,▲699,＋1.74%,40423,39962,41722,41495,68500,1151
2001/04/30,39892,40451,39612,40241,▼70,－0.17%,41191,40266,41733,41497,39770,1151
2001/04/27,40730,42617,40171,40311,▲210,＋0.52%,40940,40301,41755,41511,101820,1151
2001/04/26,41359,41359,39892,40101,▼419,－1.03%,40646,40346,41810,41551,49120,1151
2001/04/25,45691,45691,39892,40521,▼4262,－9.52%,40521,40472,41805,41598,170590,1151
2001/04/24,39682,44782,39682,44782,▲5799,＋14.87%,40325,40720,41793,41647,367920,1151
2001/04/23,38914,39473,38425,38984,▲140,＋0.36%,39165,40744,41691,41675,34270,1151
2001/04/20,39473,39682,38774,38844,▼629,－1.59%,39263,41177,41677,41769,17130,1151
2001/04/19,40521,40521,39263,39473,▼70,－0.18%,39361,41932,41663,41856,27540,1151
2001/04/18,39123,39892,38914,39543,▲559,＋1.43%,39235,42306,41651,41924,35450,1151
2001/04/17,39752,39962,38564,38984,▼489,－1.24%,39193,42372,41635,41992,17150,1151
2001/04/16,40171,40171,39054,39473,▲140,＋0.36%,39249,42372,41637,42078,20770,1151
2001/04/13,38844,40451,38844,39333,▲489,＋1.26%,39249,42365,41636,42165,40310,1151
2001/04/12,39333,39892,38704,38844,▼489,－1.24%,39207,42459,41645,42232,30050,1151
2001/04/11,40171,40171,38914,39333,▲70,＋0.18%,39263,42526,41630,42328,29830,1151
2001/04/10,39123,43874,38495,39263,▼210,－0.53%,39906,42480,41604,42407,125530,1151
2001/04/09,39333,41010,39333,39473,▲349,＋0.89%,41457,42571,41622,42511,49240,1151
2001/04/06,40591,40870,39123,39123,0.0,0.00%,41750,42728,41604,42631,24290,1151
2001/04/04,39962,40870,39123,39123,▼3423,－8.05%,42169,42868,41551,42765,44310,1151
2001/04/03,46110,46249,41569,42547,▼4471,－9.51%,42868,42980,41519,42928,103390,1151
2001/04/02,41988,47018,41988,47018,▲6078,＋14.85%,43455,42948,41414,43071,145360,1151
2001/03/30,41638,42896,40171,40940,▼279,－0.68%,43106,42697,41227,43136,36030,1151
2001/03/29,43595,43664,40730,41219,▼1397,－3.28%,44447,42746,41101,43260,33490,1151
2001/03/28,45551,46738,42617,42617,▼2864,－6.30%,46990,42903,40983,43389,78710,1151
2001/03/27,45970,51699,45062,45481,▲210,＋0.46%,47856,42948,40908,43502,176070,1151
2001/03/26,48555,48904,43664,45271,▼2375,－4.99%,46934,42812,40837,43615,130170,1151
2001/03/23,60571,60711,47158,47647,▼6288,－11.66%,45677,42613,40815,43762,537840,1151
2001/03/22,52747,53934,52397,53934,▲6986,＋14.88%,44014,42264,40716,43842,71430,1151
2001/03/21,40521,46948,40521,46948,▲6078,＋14.87%,41471,41698,40521,43887,134190,1151
2001/03/20,38634,43245,38634,40870,▲1886,＋4.84%,40115,41453,40443,43977,68440,1151
2001/03/19,39473,40032,38774,38984,▼349,－0.89%,39626,41523,40479,44073,20940,1151
2001/03/16,42267,43664,39193,39333,▼1886,－4.58%,40046,41604,40528,44149,42420,1151
2001/03/15,38844,44643,38844,41219,▲1048,＋2.61%,40702,41715,40575,44236,105200,1331
2001/03/14,39123,40800,38704,40171,▲1747,＋4.55%,40842,41715,40594,44300,23020,2751
2001/03/13,40171,40171,38425,38425,▼2655,－6.46%,41080,41785,40660,44396,16800,1151
2001/03/12,42337,42826,40171,41080,▼1537,－3.61%,41778,41977,40759,44553,17990,1151
2001/03/09,42617,43315,42127,42617,▲699,＋1.67%,41960,42075,40866,44672,16230,1151
2001/03/08,41359,44154,41219,41918,▲559,＋1.35%,41820,42082,41076,44776,59210,1151
2001/03/07,41918,42617,41359,41359,▼559,－1.33%,42309,42323,41191,44919,18760,1151
2001/03/06,41918,43036,41010,41918,▼70,－0.17%,42742,42288,41236,45001,26570,1151
2001/03/05,41918,43944,40870,41988,▲70,＋0.17%,42910,42257,41243,45042,43520,1151
2001/03/02,45411,45411,41219,41918,▼2445,－5.51%,42770,42236,41259,45091,40750,1151
2001/02/28,44014,45271,43664,44363,▲838,＋1.93%,42519,42218,41294,45161,39500,1151
2001/02/27,43385,44293,42686,43525,▲768,＋1.80%,42169,42180,41288,45199,40220,1151
2001/02/26,42267,43595,41848,42756,▲1467,＋3.55%,41876,41995,41261,45226,24800,1151
2001/02/23,40940,41918,40870,41289,▲629,＋1.55%,41778,41848,41255,45253,22310,1151
2001/02/22,44712,44712,40591,40660,▼1956,－4.59%,41638,41715,41266,45292,31690,1151
2001/02/21,42617,46110,42127,42617,▲559,＋1.33%,41820,41590,41283,45331,84930,1151
2001/02/20,42267,43245,41359,42058,▼210,－0.50%,41541,41359,41280,45357,20630,1151
2001/02/19,40730,43106,39962,42267,▲1677,＋4.13%,41443,41195,41277,45406,33460,1151
2001/02/16,40591,41080,39822,40591,▼978,－2.35%,41443,41010,41274,45456,41500,1151
2001/02/15,42197,43664,41569,41569,▲349,＋0.85%,41932,40936,41302,45529,31670,1151
2001/02/14,41918,42267,40870,41219,▼349,－0.84%,42169,40828,41311,45594,27990,1151
2001/02/13,42267,42896,41219,41569,▼699,－1.65%,43273,40762,41324,45640,21610,1151
2001/02/12,43315,44643,42197,42267,▼768,－1.79%,43092,40580,41333,45678,18430,1151
2001/02/09,43525,45201,42617,43036,▲279,＋0.65%,42896,40353,41335,45702,48150,1151
2001/02/08,47228,47228,42617,42756,▼3982,－8.52%,42603,40220,41324,45704,96170,1151
2001/02/07,41219,46738,39892,46738,▲6078,＋14.95%,42365,40000,41333,45719,153070,1151
2001/02/06,41988,42127,40381,40660,▼629,－1.52%,41736,39462,41231,45721,17760,1151
2001/02/05,44014,44014,41289,41289,▼279,－0.67%,41569,39288,41245,45773,9320,1151
2001/02/02,40870,43525,40870,41569,0.0,0.00%,41275,39036,41267,45815,24300,1151
2001/02/01,40660,43245,40660,41569,▼2026,－4.65%,40688,38750,41261,45863,18910,1151
2001/01/31,39822,43595,39473,43595,▲3773,＋9.47%,40004,38337,41267,45887,24150,1151
2001/01/30,39822,40101,38774,39822,0.0,0.00%,38886,37866,41291,45893,11890,1151
2001/01/29,37726,39822,37726,39822,▲1188,＋3.07%,38676,37782,41390,45944,12170,1151
2001/01/26,38425,40171,38425,38634,▲489,＋1.28%,38425,37852,41500,45996,12770,1151
2001/01/22,38425,38984,38075,38145,▲140,＋0.37%,38523,38117,41659,46052,11330,1151
2001/01/19,38425,39054,38006,38006,▼768,－1.98%,38774,38295,41862,46113,11500,1151
2001/01/18,35770,39123,35770,38774,▲210,＋0.54%,39151,38505,42049,46195,4610,1151
2001/01/17,38774,39682,38495,38564,▼559,－1.43%,38984,38680,42196,46267,9420,1151
2001/01/16,38634,40521,38634,39123,▼279,－0.71%,38816,38903,42350,46359,18620,1151
2001/01/15,39263,40940,39263,39403,▼489,－1.23%,39067,39043,42519,46467,19140,1151
2001/01/12,38425,40800,38425,39892,▲1956,＋5.16%,38858,39183,42695,46578,32550,1151
2001/01/11,39682,39682,37447,37936,▲210,＋0.56%,38075,39305,42819,46697,17860,1151
2001/01/10,41848,41848,37726,37726,▼2655,－6.57%,37922,39616,43025,46835,30150,1151
2001/01/09,38425,41848,38425,40381,▲2026,＋5.28%,37628,39948,43210,46986,45350,1151
2001/01/08,35490,38425,35490,38355,▲2375,＋6.60%,36720,40304,43399,47126,24060,1151
2001/01/05,37027,37027,35351,35980,▼1188,－3.20%,35714,41146,43657,47278,13950,1151
2001/01/04,37097,38145,36608,37167,▲908,＋2.50%,35351,41789,43979,47443,18590,1151
2001/01/03,34932,36259,34582,36259,▲419,＋1.17%,35546,42131,44337,47605,8790,1151
2001/01/02,32906,36259,32906,35840,▲2515,＋7.55%,36538,42435,44728,47789,13030,1151
2000/12/26,32836,34373,32207,33325,▼838,－2.45%,38159,42791,45044,47974,15980,1151
2000/12/22,38495,38914,34023,34163,▼3982,－10.44%,39836,43326,45420,48179,25750,1151
2000/12/21,41010,41010,38145,38145,▼3074,－7.46%,41443,43818,45794,48366,17770,1151
2000/12/20,43664,44712,40521,41219,▼2725,－6.20%,42267,44007,46096,48552,29350,1151
2000/12/19,42407,45970,41638,43944,▲2236,＋5.36%,42631,44066,46393,48673,63980,1151
2000/12/18,40870,42407,40870,41708,▼489,－1.16%,42225,43965,46708,48784,15780,1151
2000/12/15,43175,43175,41638,42197,▼70,－0.17%,42323,43965,46968,48868,14800,1151
2000/12/14,43315,44014,42058,42267,▼768,－1.79%,42351,43975,47254,48968,19190,1151
2000/12/13,41918,44433,41918,43036,▲1118,＋2.67%,42728,43958,47510,49067,23660,1151
2000/12/12,41988,43175,41918,41918,▼279,－0.66%,42994,43909,47666,49102,22190,1151
2000/12/11,41918,43315,41918,42197,▼140,－0.33%,44112,43926,47771,49137,21060,1151
2000/12/08,44363,44712,42127,42337,▼1816,－4.11%,46711,43923,47896,49175,33610,1151
2000/12/07,45411,45621,44014,44154,▼210,－0.47%,48010,43906,48005,49229,17090,1151
2000/12/06,47856,48904,44014,44363,▼3144,－6.62%,47982,43804,48132,49280,58170,1151
2000/12/05,46948,51699,46948,47507,▼7685,－13.92%,47577,43703,48346,49329,243720,1151
