[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1992/04/21,14104,14104,13733,13807,▼148,－1.06%,13748,14320,12823,11434,7900,N/A
1992/04/20,13511,14104,13511,13956,▲445,＋3.30%,13837,14320,12797,11402,16120,N/A
1992/04/18,13511,13659,13511,13511,0.0,0.00%,13867,14323,12771,11368,7200,N/A
1992/04/17,13956,14104,13511,13511,▼445,－3.19%,13911,14320,12745,11335,14500,N/A
1992/04/16,14253,14401,13882,13956,▼297,－2.08%,13956,14286,12727,11305,15710,N/A
1992/04/15,13882,14253,13882,14253,▲148,＋1.05%,13867,14201,12710,11272,23380,N/A
1992/04/14,13733,14327,13733,14104,▲371,＋2.70%,13837,14071,12685,11238,66450,N/A
1992/04/13,13214,13882,13214,13733,0.0,0.00%,13718,13945,12653,11207,15230,N/A
1992/04/11,13288,13733,12991,13733,▲223,＋1.65%,13793,13837,12637,11180,29630,N/A
1992/04/10,14104,14253,13511,13511,▼594,－4.21%,14015,13744,12616,11148,42280,N/A
1992/04/09,13214,14104,13214,14104,▲594,＋4.40%,14431,13659,12589,11119,48400,N/A
1992/04/08,13807,13956,13511,13511,▼594,－4.21%,14639,13529,12548,11082,20440,N/A
1992/04/07,14104,14921,14104,14104,▼742,－5.00%,15114,13444,12523,11048,44820,N/A
1992/04/06,15589,15589,14847,14847,▼742,－4.76%,15441,13321,12479,11011,32430,N/A
1992/04/04,14847,15738,14847,15589,▲445,＋2.94%,15470,13158,12414,10967,79750,N/A
1992/04/03,15589,15738,15144,15144,▼742,－4.67%,15233,12972,12330,10914,71530,N/A
1992/04/02,16480,16480,15441,15886,▲148,＋0.94%,14965,12809,12253,10863,116540,N/A
1992/04/01,15515,15738,15292,15738,▲742,＋4.95%,14594,12616,12157,10807,109580,N/A
1992/03/31,14995,14995,14550,14995,▲594,＋4.12%,14134,12430,12056,10752,127180,N/A
1992/03/30,14104,14401,14104,14401,▲594,＋4.30%,13704,12293,11963,10703,103930,N/A
1992/03/28,14327,14327,13511,13807,▼223,－1.59%,13273,12167,11884,10659,81820,N/A
1992/03/27,14030,14030,14030,14030,▲594,＋4.42%,12842,12074,11808,10617,137390,N/A
1992/03/26,13436,13436,13436,13436,▲594,＋4.62%,12352,11989,11731,10575,20870,N/A
1992/03/25,12471,12842,12471,12842,▲594,＋4.85%,11981,11918,11660,10539,22450,N/A
1992/03/23,11655,12249,11655,12249,▲594,＋5.10%,11788,11881,11605,10506,35860,N/A
1992/03/21,11655,11729,11580,11655,▲74,＋0.64%,11699,11855,11561,10478,10470,N/A
1992/03/20,11803,11803,11506,11580,0.0,0.00%,11670,11855,11533,10459,9680,N/A
1992/03/19,11877,11877,11506,11580,▼297,－2.50%,11714,11874,11504,10439,8710,N/A
1992/03/18,11803,11952,11803,11877,▲74,＋0.63%,11729,11889,11467,10419,5910,N/A
1992/03/17,11506,12100,11506,11803,▲297,＋2.58%,11670,11907,11417,10393,6170,N/A
1992/03/16,11729,11729,11506,11506,▼297,－2.52%,11684,11922,11369,10368,6740,N/A
1992/03/14,11803,11877,11655,11803,▲148,＋1.27%,11759,11926,11329,10348,7690,N/A
1992/03/13,11506,11877,11506,11655,▲74,＋0.64%,11803,11926,11280,10324,13330,N/A
1992/03/12,11877,11952,11506,11580,▼297,－2.50%,11877,11929,11239,10301,2920,N/A
1992/03/11,12026,12100,11729,11877,0.0,0.00%,12011,11948,11199,10280,3100,N/A
1992/03/09,12100,12100,11877,11877,▼148,－1.23%,12011,11948,11152,10258,5720,N/A
1992/03/07,12249,12249,11877,12026,0.0,0.00%,12026,11963,11103,10234,3520,N/A
1992/03/06,12174,12397,12026,12026,▼223,－1.82%,12085,11966,11053,10211,9600,N/A
1992/03/05,11877,12397,11877,12249,▲371,＋3.12%,12085,11963,11000,10187,22470,N/A
1992/03/04,12174,12174,11729,11877,▼74,－0.62%,12056,11963,10946,10163,12970,N/A
1992/03/03,12397,12620,11952,11952,▼371,－3.01%,12026,11981,10901,10143,39720,N/A
1992/03/02,12026,12620,12026,12323,▲297,＋2.47%,11966,11996,10859,10119,51420,N/A
1992/02/29,12249,12249,11877,12026,▼74,－0.61%,11892,12000,10803,10091,7420,N/A
1992/02/28,11803,12323,11803,12100,▲371,＋3.16%,11863,11996,10751,10064,39260,N/A
1992/02/27,11729,11952,11729,11729,▲74,＋0.64%,11892,12015,10693,10037,6990,N/A
1992/02/26,11803,11877,11655,11655,▼297,－2.48%,11966,12074,10645,10014,6830,N/A
1992/02/25,11729,11952,11729,11952,▲74,＋0.62%,11952,12130,10602,9993,5200,N/A
1992/02/24,12249,12249,11803,11877,▼371,－3.03%,11922,12141,10550,9968,4040,N/A
1992/02/22,11506,12249,11506,12249,▲148,＋1.23%,11892,12185,10503,9944,12620,N/A
1992/02/21,11729,12100,11580,12100,▲520,＋4.49%,11833,12197,10452,9920,9780,N/A
1992/02/20,11358,11803,11358,11580,▼223,－1.89%,11788,12185,10411,9895,8380,N/A
1992/02/19,11877,11877,11729,11803,▲74,＋0.63%,11907,12189,10379,9872,4750,N/A
1992/02/18,11580,11729,11580,11729,▼223,－1.86%,11966,12200,10343,9848,5480,N/A
1992/02/17,11432,12100,11432,11952,▲74,＋0.62%,12011,12185,10311,9824,13500,N/A
1992/02/15,11952,11952,11803,11877,▼297,－2.44%,12070,12137,10271,9801,7400,N/A
1992/02/14,12026,12249,11952,12174,▲74,＋0.61%,12145,12070,10236,9779,6050,N/A
1992/02/13,11952,12471,11952,12100,▲148,＋1.24%,12159,11989,10195,9755,15420,N/A
1992/02/12,12323,12323,11877,11952,▼297,－2.42%,12219,11889,10155,9731,7040,N/A
1992/02/11,12100,12545,12100,12249,0.0,0.00%,12219,11773,10123,9709,25280,N/A
1992/02/10,12174,12471,12100,12249,0.0,0.00%,12263,11632,10082,9686,17650,N/A
1992/02/08,12397,12620,12249,12249,▼148,－1.20%,12397,11502,10045,9663,23400,N/A
1992/02/07,11729,12545,11729,12397,▲445,＋3.73%,12501,11354,10008,9638,21700,N/A
1992/02/06,12471,12620,11952,11952,▼520,－4.17%,12456,11206,9965,9610,33170,N/A
1992/02/01,12991,12991,12471,12471,▼445,－3.45%,12620,11065,9926,9586,24270,N/A
