[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2010/03/19,10850,11100,10800,11050,▲200,＋1.84%,10960,10953,11543,11991,1670,31304
2010/03/18,10950,11000,10850,10850,▼100,－0.91%,10930,10953,11569,12005,860,32164
2010/03/17,11100,11100,10850,10950,▼150,－1.35%,10940,10963,11601,12023,1210,32334
2010/03/16,10950,11150,10850,11100,▲250,＋2.30%,10910,10965,11631,12042,850,32334
2010/03/15,10900,10900,10800,10850,▼50,－0.46%,10860,10960,11654,12058,1340,32334
2010/03/12,10700,10900,10700,10900,0.0,0.00%,10920,10958,11673,12075,1780,32334
2010/03/11,10800,10950,10700,10900,▲100,＋0.93%,10950,10950,11688,12091,960,32334
2010/03/10,10800,10900,10750,10800,▼50,－0.46%,10960,10970,11705,12108,9660,32334
2010/03/09,10850,11000,10800,10850,▼300,－2.69%,11020,11023,11723,12129,6880,32334
2010/03/08,11050,11150,11050,11150,▲100,＋0.90%,11090,11063,11741,12148,90,32334
2010/03/05,10950,11050,10950,11050,▲100,＋0.91%,11020,11083,11751,12166,30,32334
2010/03/04,11350,11350,10800,10950,▼150,－1.35%,10980,11090,11764,12183,5249,32334
2010/03/03,11300,11300,10800,11100,▼100,－0.89%,10970,11090,11777,12201,1080,32334
2010/03/02,10800,11200,10800,11200,▲400,＋3.70%,10900,11088,11793,12219,410,32334
2010/02/26,10800,10800,10800,10800,▼50,－0.46%,10870,11113,11809,12235,30,32334
2010/02/25,10850,10850,10850,10850,▼50,－0.46%,10910,11163,11825,12254,0,32334
2010/02/24,10850,10900,10700,10900,▲150,＋1.40%,10950,11215,11839,12272,980,32334
2010/02/23,10650,11050,10650,10750,▼300,－2.71%,10980,11260,11858,12289,1492,32334
2010/02/22,10800,11050,10800,11050,▲50,＋0.45%,11030,11323,11880,12310,20,32334
2010/02/19,10800,11050,10800,11000,▼50,－0.45%,11020,11370,11903,12329,440,32334
2010/02/18,11050,11050,11050,11050,0.0,0.00%,10980,11425,11926,12348,0,32334
2010/02/17,11100,11100,11050,11050,▲50,＋0.45%,10920,11460,11948,12367,90,32334
2010/02/16,11000,11000,11000,11000,0.0,0.00%,10970,11498,11967,12385,0,32334
2010/02/12,10900,11000,10800,11000,▲200,＋1.85%,11140,11558,11988,12406,6270,32334
2010/02/11,10950,10950,10700,10800,▲50,＋0.47%,11270,11620,12008,12426,4279,32334
2010/02/10,11000,11250,10750,10750,▼550,－4.87%,11420,11678,12040,12447,1829,32334
2010/02/09,10800,11400,10800,11300,▼550,－4.64%,11510,11730,12074,12470,560,32334
2010/02/08,11650,11850,11500,11850,▲200,＋1.72%,11440,11760,12094,12489,1540,32334
2010/02/05,11550,11650,11550,11650,▲100,＋0.87%,11280,11775,12103,12503,50,32334
2010/02/04,11200,11550,11050,11550,▲350,＋3.13%,11290,11805,12118,12520,230,32334
2010/02/03,10850,11200,10850,11200,▲250,＋2.28%,11340,11830,12136,12540,550,32334
2010/02/02,10800,11300,10800,10950,▼100,－0.90%,11480,11873,12155,12558,525,32334
2010/02/01,9960,11400,9960,11050,▼650,－5.56%,11650,11945,12178,12578,977,32334
2010/01/29,11600,11700,11400,11700,▼100,－0.85%,11840,12003,12198,12595,1500,32334
2010/01/28,11650,11800,11450,11800,▼100,－0.84%,11900,12043,12208,12608,560,32334
2010/01/27,11650,11900,11650,11900,▲100,＋0.85%,11960,12073,12223,12621,190,32334
2010/01/26,11800,11800,11700,11800,▼200,－1.67%,11930,12110,12235,12632,160,32334
2010/01/25,11950,12000,11950,12000,0.0,0.00%,11930,12158,12242,12643,250,32334
2010/01/22,12050,12050,11700,12000,▼100,－0.83%,11970,12195,12253,12652,100,32334
2010/01/21,11650,12100,11650,12100,▲350,＋2.98%,12020,12233,12256,12663,180,32334
2010/01/20,12000,12000,11750,11750,▼50,－0.42%,11990,12253,12262,12673,1530,32334
2010/01/19,11900,12000,11700,11800,▼400,－3.28%,12000,12295,12273,12683,2457,32334
2010/01/18,12300,12300,11800,12200,▼50,－0.41%,12020,12343,12289,12697,950,32334
2010/01/15,11750,12300,11750,12250,▲300,＋2.51%,12010,12370,12299,12707,150,32334
2010/01/14,11750,11950,11700,11950,▲150,＋1.27%,12010,12383,12307,12717,50,32334
2010/01/13,11750,11900,11700,11800,▼100,－0.84%,12030,12385,12318,12729,433,32334
2010/01/12,11900,11950,11800,11900,▼250,－2.06%,12080,12385,12331,12741,1458,32334
2010/01/11,12050,12150,11750,12150,▼100,－0.82%,12180,12385,12343,12750,2500,32334
2010/01/08,12000,12250,12000,12250,▲200,＋1.66%,12190,12373,12355,12757,150,32334
2010/01/07,12050,12050,12050,12050,0.0,0.00%,12240,12355,12363,12765,0,32334
2010/01/06,12000,12500,12000,12050,▼350,－2.82%,12310,12340,12378,12775,630,32334
2010/01/05,12200,12400,12200,12400,▲200,＋1.64%,12430,12330,12390,12784,279,32334
2010/01/04,12300,12450,12200,12200,▼300,－2.40%,12500,12295,12399,12789,150,32334
2009/12/30,11850,12500,11850,12500,▲100,＋0.81%,12610,12290,12411,12795,870,32334
2009/12/29,12200,12400,12200,12400,▼250,－1.98%,12660,12273,12418,12796,1020,32334
2009/12/28,12650,12800,12500,12650,▼100,－0.78%,12680,12240,12423,12800,5660,32334
2009/12/24,12750,12750,12500,12750,0.0,0.00%,12670,12193,12423,12803,730,32334
2009/12/23,12550,12750,12550,12750,0.0,0.00%,12670,12158,12423,12803,210,32334
2009/12/22,12600,12750,12550,12750,▲250,＋2.00%,12670,12123,12424,12803,2390,32334
2009/12/21,12550,12700,12500,12500,▼100,－0.79%,12620,12105,12428,12805,710,32334
2009/12/18,12750,12750,12600,12600,▼150,－1.18%,12520,12100,12438,12809,210,32334
2009/12/17,12750,12750,12650,12750,0.0,0.00%,12360,12088,12442,12809,530,32334
2009/12/16,12650,12750,12100,12750,▲250,＋2.00%,12190,12060,12445,12809,1760,32334
2009/12/15,12200,12500,12200,12500,▲500,＋4.17%,12020,12035,12453,12808,1331,32334
2009/12/14,12200,12200,12000,12000,▲200,＋1.69%,11900,12020,12461,12808,30,32334
2009/12/11,12000,12000,11750,11800,▼100,－0.84%,11850,12058,12476,12815,309,32334
2009/12/10,11900,11900,11900,11900,0.0,0.00%,11860,12108,12494,12823,0,32334
2009/12/09,11900,11900,11900,11900,0.0,0.00%,11820,12138,12512,12829,10,32334
2009/12/08,11650,11900,11650,11900,▲150,＋1.28%,11860,12160,12534,12833,70,32334
2009/12/07,12400,12400,11750,11750,▼100,－0.84%,11910,12195,12555,12841,198,32334
2009/12/04,12100,12100,11750,11850,▲150,＋1.28%,11910,12238,12582,12851,760,32334
2009/12/03,12100,12300,11700,11700,▼400,－3.31%,11880,12263,12601,12858,1130,32334
2009/12/02,12300,12300,12000,12100,▼50,－0.41%,11950,12293,12626,12870,30,32334
2009/12/01,11850,12250,11850,12150,▲400,＋3.40%,11940,12303,12644,12879,110,32334
2009/11/30,11700,12300,11700,11750,▲50,＋0.43%,11990,12310,12662,12887,1160,32334
2009/11/27,11750,11750,11700,11700,▼350,－2.90%,12120,12355,12683,12899,2721,32334
2009/11/26,12050,12050,11650,12050,0.0,0.00%,12250,12403,12704,12909,1331,32334
2009/11/25,12350,12350,12050,12050,▼350,－2.82%,12280,12410,12720,12913,318,32334
2009/11/24,12100,12400,12100,12400,0.0,0.00%,12320,12440,12741,12916,90,32334
2009/11/23,12050,12400,12000,12400,▲50,＋0.40%,12280,12430,12756,12918,4870,32334
2009/11/20,12150,12350,12000,12350,▲150,＋1.23%,12350,12433,12771,12918,1640,32334
2009/11/19,12250,12250,12200,12200,▼50,－0.41%,12440,12435,12786,12919,920,32334
2009/11/18,12200,12300,12200,12250,▲50,＋0.41%,12500,12465,12804,12925,470,32334
2009/11/17,12500,12500,12200,12200,▼550,－4.31%,12520,12493,12824,12928,5434,32334
2009/11/16,12750,12750,12550,12750,▼50,－0.39%,12600,12518,12844,12929,830,32334
2009/11/13,12400,12800,12400,12800,▲300,＋2.40%,12570,12510,12853,12925,140,32334
2009/11/12,12250,12500,12250,12500,▲150,＋1.21%,12480,12500,12867,12917,310,32334
2009/11/11,12450,12450,12350,12350,▼250,－1.98%,12440,12508,12883,12915,1380,32334
2009/11/10,12600,12600,12400,12600,0.0,0.00%,12430,12533,12903,12917,350,32334
2009/11/09,12700,12700,12600,12600,▲250,＋2.02%,12370,12538,12921,12922,200,32334
2009/11/06,12450,12450,12350,12350,▲50,＋0.41%,12380,12558,12943,12924,640,32334
2009/11/05,12200,12300,12200,12300,0.0,0.00%,12440,12578,12960,12929,130,32334
2009/11/04,12300,12450,12300,12300,0.0,0.00%,12420,12610,12978,12933,133,32334
2009/11/03,12500,12500,12250,12300,▼350,－2.77%,12490,12640,12993,12936,2663,32334
2009/11/02,12500,12650,12200,12650,0.0,0.00%,12470,12673,13008,12939,860,32334
2009/10/30,12350,12650,12250,12650,▲450,＋3.69%,12430,12673,13019,12939,2840,32334
2009/10/29,12650,12650,12200,12200,▼450,－3.56%,12380,12673,13028,12935,3890,32334
2009/10/28,12150,12650,12150,12650,▲450,＋3.69%,12500,12703,13045,12926,1060,32334
2009/10/27,12400,12400,12200,12200,▼250,－2.01%,12530,12710,13052,12913,1334,32334
2009/10/26,12350,12450,12350,12450,▲50,＋0.40%,12630,12750,13070,12902,1210,32334
2009/10/23,12800,12800,12300,12400,▼400,－3.13%,12660,12783,13083,12887,4320,32334
2009/10/22,12800,12800,12500,12800,0.0,0.00%,12700,12803,13093,12876,4351,32334
2009/10/21,12700,12800,12700,12800,▲100,＋0.79%,12670,12810,13105,12856,30,32334
2009/10/20,12600,12700,12500,12700,▲100,＋0.79%,12680,12830,13114,12834,1330,32334
2009/10/19,12600,12600,12500,12600,0.0,0.00%,12680,12845,13127,12811,930,32334
2009/10/16,13000,13000,12600,12600,▼50,－0.40%,12760,12860,13141,12787,1250,32334
2009/10/15,12700,12700,12600,12650,▼200,－1.56%,12790,12875,13151,12763,1114,32334
2009/10/14,12700,12900,12600,12850,▲150,＋1.18%,12850,12890,13157,12740,4200,32334
2009/10/13,12800,12850,12650,12700,▼300,－2.31%,12860,12910,13159,12715,441,32334
2009/10/12,12600,13000,12600,13000,▲250,＋1.96%,12910,12933,13168,12690,4210,32334
2009/10/09,12800,12800,12750,12750,▼200,－1.54%,12840,12950,13171,12662,2670,32334
2009/10/08,12950,12950,12950,12950,▲50,＋0.39%,12820,12963,13178,12635,10,32334
2009/10/07,12850,12950,12800,12900,▼50,－0.39%,12790,12975,13179,12605,1940,32334
2009/10/06,13100,13100,12950,12950,▲300,＋2.37%,12770,12990,13179,12575,210,32334
2009/10/05,12250,12700,12250,12650,0.0,0.00%,12780,13003,13173,12545,1270,32334
2009/10/01,13100,13100,12650,12650,▼150,－1.17%,12870,13020,13178,12518,2863,32334
2009/09/30,12800,12800,12800,12800,0.0,0.00%,12900,13038,13183,12490,560,32334
2009/09/29,12900,12900,12800,12800,▼200,－1.54%,12930,13048,13183,12461,720,32334
2009/09/28,13000,13000,12800,13000,▼100,－0.76%,13010,13073,13183,12429,680,32334
2009/09/25,12750,13100,12700,13100,▲300,＋2.34%,13010,13088,13182,12395,513,32334
2009/09/24,12800,13000,12750,12800,▼150,－1.16%,12970,13098,13179,12357,5030,32334
2009/09/23,13050,13050,12850,12950,▼250,－1.89%,12990,13120,13176,12321,4400,32334
2009/09/22,13000,13200,13000,13200,▲200,＋1.54%,12990,13138,13173,12282,3990,32334
2009/09/21,12900,13000,12800,13000,▲100,＋0.78%,13000,13150,13163,12241,3290,32334
2009/09/18,12900,12900,12700,12900,0.0,0.00%,13030,13170,13156,12203,2500,31844
2009/09/17,13150,13250,12800,12900,▼50,－0.39%,13120,13190,13155,12163,9180,31484
2009/09/16,13250,13300,12950,12950,▼300,－2.26%,13140,13225,13152,12121,6010,31484
2009/09/15,13300,13300,13050,13250,▲100,＋0.76%,13190,13253,13146,12080,620,31484
2009/09/14,13400,13400,13100,13150,▼200,－1.50%,13180,13268,13133,12037,8200,31484
2009/09/11,13000,13350,13000,13350,▲350,＋2.69%,13190,13293,13128,11995,8238,31484
2009/09/10,12850,13000,12800,13000,▼200,－1.52%,13120,13323,13120,11949,10690,31484
2009/09/09,13200,13200,13200,13200,0.0,0.00%,13120,13340,13116,11910,0,31484
2009/09/08,13250,13250,12850,13200,0.0,0.00%,13080,13348,13113,11867,7770,31484
2009/09/07,13000,13200,12800,13200,▲200,＋1.54%,13100,13348,13114,11823,4870,31484
2009/09/04,12750,13000,12750,13000,0.0,0.00%,13120,13350,13113,11778,980,31484
2009/09/03,12950,13100,12700,13000,0.0,0.00%,13180,13365,13116,11734,15870,31484
2009/09/02,13300,13300,13000,13000,▼300,－2.26%,13230,13375,13114,11690,10880,31484
2009/09/01,13100,13300,12950,13300,0.0,0.00%,13290,13385,13106,11646,4760,31484
2009/08/31,13200,13300,13100,13300,0.0,0.00%,13320,13373,13091,11600,1530,31484
2009/08/28,13450,13450,13100,13300,▲50,＋0.38%,13340,13373,13080,11554,5596,31484
2009/08/27,13250,13600,13200,13250,▼50,－0.38%,13340,13370,13066,11508,5960,31484
2009/08/26,13450,13450,13150,13300,▼150,－1.12%,13410,13358,13052,11459,5300,31484
2009/08/25,13300,13500,13000,13450,▲50,＋0.37%,13450,13368,13046,11409,18440,31484
2009/08/24,13500,13500,13100,13400,▲100,＋0.75%,13470,13363,13031,11357,5190,31484
2009/08/21,13350,13500,13300,13300,▼300,－2.21%,13520,13365,13013,11307,8630,31484
2009/08/20,13600,13600,13250,13600,▲100,＋0.74%,13650,13373,12996,11256,2410,31484
2009/08/19,13600,13700,13350,13500,▼50,－0.37%,13600,13353,12968,11202,4360,31484
2009/08/18,13700,13850,13500,13550,▼100,－0.73%,13570,13328,12946,11149,764,31484
2009/08/17,13950,14500,13650,13650,▼300,－2.15%,13500,13300,12931,11098,24114,31484
2009/08/14,13400,14300,13400,13950,▲600,＋4.49%,13420,13278,12923,11045,10920,31484
2009/08/13,13350,13600,13350,13350,0.0,0.00%,13290,13240,12905,10989,3890,31484
2009/08/12,13200,13350,13200,13350,▲150,＋1.14%,13260,13233,12898,10938,1860,31484
2009/08/11,13300,13300,12900,13200,▼50,－0.38%,13230,13215,12888,10886,1850,31484
2009/08/10,13150,13450,13150,13250,▼50,－0.38%,13200,13200,12879,10839,2210,31484
2009/08/07,13250,13300,13250,13300,▲100,＋0.76%,13210,13168,12870,10795,30,31484
2009/08/06,12850,13200,12850,13200,0.0,0.00%,13200,13150,12858,10751,1250,31484
2009/08/05,13200,13200,13000,13200,▲150,＋1.15%,13160,13135,12841,10704,4120,31484
2009/08/04,13350,13350,13000,13050,▼250,－1.88%,13220,13115,12808,10661,2550,31484
2009/08/03,13300,13300,13300,13300,▲50,＋0.38%,13280,13103,12773,10617,10,31484
2009/07/31,12900,13250,12850,13250,▲250,＋1.92%,13310,13085,12734,10571,4400,31484
2009/07/30,13300,13300,12100,13000,▼500,－3.70%,13350,13070,12690,10524,17360,31484
2009/07/29,13300,13600,13100,13500,▲150,＋1.12%,13390,13050,12658,10477,25476,31484
2009/07/28,13450,13600,13300,13350,▼100,－0.74%,13290,13013,12608,10424,3835,31484
2009/07/27,13500,13600,13150,13450,0.0,0.00%,13220,12978,12554,10371,7550,31484
2009/07/24,13200,13450,13050,13450,▲250,＋1.89%,13170,12933,12495,10317,2758,31484
2009/07/23,13000,13300,13000,13200,▲200,＋1.54%,13120,12903,12434,10265,2860,31484
2009/07/22,12800,13100,12800,13000,0.0,0.00%,13120,12878,12376,10214,1160,31484
2009/07/21,13200,13200,12700,13000,▼200,－1.52%,13120,12858,12324,10164,1840,31484
2009/07/20,13450,13450,12800,13200,0.0,0.00%,13100,12830,12270,10115,9180,31484
2009/07/17,13400,13500,13000,13200,0.0,0.00%,12980,12813,12212,10063,4130,33504
2009/07/16,13100,13700,13000,13200,▲200,＋1.54%,12930,12798,12154,10012,25130,33504
2009/07/15,12900,13000,12800,13000,▲100,＋0.78%,12870,12775,12091,9961,25200,33504
2009/07/14,12950,13000,12600,12900,▲300,＋2.38%,12830,12778,12031,9912,530,33504
2009/07/13,12800,12900,12550,12600,▼350,－2.70%,12810,12795,11971,9862,2690,33504
2009/07/10,12900,13000,12550,12950,▲50,＋0.39%,12880,12820,11916,9814,3420,33504
2009/07/09,12800,12900,12800,12900,▲100,＋0.78%,12880,12833,11858,9763,94,33504
2009/07/08,12500,12800,12500,12800,0.0,0.00%,12820,12833,11797,9714,1100,33504
2009/07/07,12900,13000,12800,12800,▼150,－1.16%,12810,12818,11739,9666,10210,33504
2009/07/06,12950,13050,12800,12950,0.0,0.00%,12780,12798,11675,9619,940,33604
2009/07/03,12450,13050,12450,12950,▲350,＋2.78%,12700,12783,11608,9570,14360,33644
2009/07/02,12450,12600,12300,12600,▼150,－1.18%,12680,12758,11535,9521,1150,33644
2009/07/01,12750,12750,12750,12750,▲100,＋0.79%,12700,12748,11467,9474,320,33644
2009/06/30,12100,12650,12100,12650,▲100,＋0.80%,12670,12758,11392,9427,840,33644
2009/06/29,12550,12600,12500,12550,▼300,－2.33%,12630,12753,11319,9380,1470,33644
2009/06/26,12500,12850,12500,12850,▲150,＋1.18%,12690,12743,11250,9334,40,33644
2009/06/25,12500,12700,12300,12700,▲100,＋0.79%,12700,12713,11171,9284,8370,33644
2009/06/24,12500,12650,12400,12600,▲150,＋1.20%,12710,12673,11091,9241,500,33644
2009/06/23,12800,12800,12400,12450,▼400,－3.11%,12800,12653,11014,9196,2640,33654
2009/06/22,12650,13100,12650,12850,▼50,－0.39%,12960,12663,10941,9150,1380,33654
2009/06/19,12750,12900,12650,12900,▲150,＋1.18%,13010,12678,10862,9102,3890,33654
2009/06/18,12900,13100,12750,12750,▼300,－2.30%,13070,12678,10779,9054,510,35054
2009/06/17,12900,13050,12850,13050,▼200,－1.51%,13100,12685,10705,9007,500,35054
2009/06/16,12650,13250,12650,13250,▲150,＋1.15%,12990,12673,10621,8957,2890,35054
2009/06/15,13200,13300,13100,13100,▼100,－0.76%,12820,12643,10533,8905,2870,37304
2009/06/12,12900,13350,12850,13200,▲300,＋2.33%,12730,12623,10444,8854,8445,37304
2009/06/11,12600,12900,12400,12900,▲400,＋3.20%,12580,12593,10353,8803,8682,37484
2009/06/10,12700,12700,12350,12500,▲100,＋0.81%,12480,12555,10265,8754,2230,37494
2009/06/09,12650,12650,12350,12400,▼250,－1.98%,12570,12490,10186,8706,3310,37494
2009/06/08,12350,12850,12350,12650,▲200,＋1.61%,12600,12420,10109,8656,5431,37304
2009/06/05,12500,12700,12400,12450,▲50,＋0.40%,12540,12335,10028,8605,1970,37304
2009/06/04,12950,13000,12400,12400,▼550,－4.25%,12500,12243,9950,8555,10750,37304
2009/06/03,12500,12950,12500,12950,▲400,＋3.19%,12400,12178,9866,8504,650,37504
2009/06/02,12500,13500,12400,12550,▲200,＋1.62%,12250,12053,9771,8449,32729,37504
2009/06/01,12250,12500,12250,12350,▲100,＋0.82%,12270,11933,9684,8395,7990,41744
2009/05/29,12000,12250,11900,12250,▲350,＋2.94%,12430,11810,9601,8346,4140,42974
2009/05/28,12000,12100,11800,11900,▼300,－2.46%,12560,11686,9517,8296,4330,42974
2009/05/27,12650,12700,12200,12200,▼450,－3.56%,12760,11577,9437,8248,11431,42974
2009/05/26,13350,13600,12650,12650,▼500,－3.80%,12880,11461,9352,8197,14960,42974
2009/05/25,12900,13200,12700,13150,▲250,＋1.94%,12880,11318,9266,8145,49630,42974
2009/05/22,12900,13500,12500,12900,0.0,0.00%,12790,11146,9168,8088,16780,42974
2009/05/21,12800,12900,12700,12900,▲100,＋0.78%,12730,10986,9072,8031,12860,42974
2009/05/20,12650,12850,12400,12800,▲150,＋1.19%,12580,10814,8979,7972,28657,42974
2009/05/19,12700,12850,12550,12650,▼50,－0.39%,12260,10643,8885,7916,6681,42974
2009/05/18,12700,12700,12100,12700,▲100,＋0.79%,11930,10475,8799,7860,9300,42974
2009/05/15,12250,12650,12250,12600,▲450,＋3.70%,11580,10306,8721,7804,42590,42974
2009/05/14,10900,12300,10900,12150,▲950,＋8.48%,11180,10148,8644,7752,36259,42974
2009/05/13,11100,11200,10900,11200,▲200,＋1.82%,10970,10005,8568,7706,1460,42974
2009/05/12,10650,11000,10650,11000,▲50,＋0.46%,10820,9909,8514,7671,6280,42974
2009/05/11,10650,11000,10600,10950,▲350,＋3.30%,10650,9807,8461,7638,3690,42974
2009/05/08,10950,11200,10550,10600,▼500,－4.50%,10438,9706,8408,7601,7882,44064
2009/05/07,10700,11200,10500,11100,▲650,＋6.22%,10274,9605,8357,7568,17220,46324
2009/05/06,10150,10500,10150,10450,▲300,＋2.96%,9998,9475,8295,7534,17053,46324
2009/05/04,10000,10150,9880,10150,▲260,＋2.63%,9882,9367,8240,7504,3830,46324
2009/04/30,9900,9900,9720,9890,▲110,＋1.12%,9812,9272,8188,7477,700,46324
2009/04/29,9650,9780,9650,9780,▲60,＋0.62%,9774,9197,8140,7449,1740,46324
2009/04/28,9570,9870,9570,9720,▼150,－1.52%,9758,9115,8095,7426,4720,46324
2009/04/27,9800,9900,9700,9870,▲70,＋0.71%,9706,9024,8052,7400,4160,46324
2009/04/24,9700,9900,9610,9800,▲100,＋1.03%,9608,8928,8004,7372,4640,46324
2009/04/23,9690,9700,9500,9700,0.0,0.00%,9508,8841,7959,7344,3000,46324
2009/04/22,9500,9700,9460,9700,▲240,＋2.54%,9432,8762,7915,7315,1251,46324
2009/04/21,9380,9700,9140,9460,▲80,＋0.85%,9380,8674,7871,7283,4641,46324
2009/04/20,9100,9390,9100,9380,▲80,＋0.86%,9344,8616,7831,7254,25580,46324
2009/04/17,9320,9480,9150,9300,▼20,－0.21%,9326,8547,7792,7219,2460,46324
2009/04/16,9660,9660,9180,9320,▼120,－1.27%,9256,8480,7753,7193,9120,46324
2009/04/15,9590,9720,9100,9440,▲160,＋1.72%,9178,8402,7711,7173,7890,46324
2009/04/14,9000,9400,9000,9280,▼10,－0.11%,9008,8318,7668,7162,4490,46324
2009/04/13,8720,9290,8720,9290,▲340,＋3.80%,8850,8236,7631,7153,3040,46324
2009/04/10,8990,8990,8720,8950,▲20,＋0.22%,8650,8160,7594,7153,1270,46324
2009/04/09,8590,8950,8590,8930,▲340,＋3.96%,8510,8101,7563,7155,14613,46324
2009/04/08,8420,8590,8400,8590,▲100,＋1.18%,8402,8043,7533,7157,390,46324
2009/04/07,8400,8490,8400,8490,▲200,＋2.41%,8314,8002,7506,7163,1850,46324
2009/04/06,8390,8400,8290,8290,▲40,＋0.48%,8196,7945,7481,7167,3117,46324
2009/04/03,8390,8390,8220,8250,▼140,－1.67%,8128,7895,7461,7170,1771,46324
2009/04/02,8200,8390,8150,8390,▲240,＋2.94%,8090,7847,7441,7172,3954,46324
2009/04/01,8150,8190,8150,8150,▲250,＋3.16%,8034,7797,7418,7181,1220,46324
2009/03/31,7690,8010,7690,7900,▼50,－0.63%,7992,7749,7397,7192,3190,46324
2009/03/30,7940,8360,7890,7950,▼110,－1.36%,8072,7711,7390,7209,760,46324
2009/03/27,8430,8430,8060,8060,▼50,－0.62%,8082,7668,7378,7225,780,46324
2009/03/26,7940,8140,7940,8110,▲170,＋2.14%,8064,7639,7360,7245,5500,46324
2009/03/25,8300,8300,7910,7940,▼360,－4.34%,7994,7596,7343,7264,4281,46324
2009/03/24,8190,8300,7900,8300,▲300,＋3.75%,7958,7558,7329,7283,8951,46324
2009/03/23,8070,8070,7500,8000,▲30,＋0.38%,7824,7509,7309,7298,3540,46324
2009/03/20,7800,7970,7800,7970,▲210,＋2.71%,7778,7465,7293,7315,422,46324
2009/03/19,7540,7790,7540,7760,0.0,0.00%,7738,7443,7278,7334,390,46324
2009/03/18,7680,7770,7500,7760,▲130,＋1.70%,7742,7455,7265,7354,10441,46324
2009/03/17,7800,7800,7460,7630,▼140,－1.80%,7744,7467,7253,7376,7930,46324
2009/03/16,7770,7770,7770,7770,0.0,0.00%,7686,7463,7242,7399,0,46324
2009/03/13,7440,7770,7440,7770,▼10,－0.13%,7590,7474,7225,7418,710,46324
2009/03/12,7500,7780,7500,7780,▲10,＋0.13%,7494,7476,7204,7437,5070,46324
2009/03/11,7400,7770,7350,7770,▲430,＋5.86%,7416,7477,7183,7456,5743,46324
2009/03/10,7200,7340,7200,7340,▲50,＋0.69%,7300,7465,7160,7476,1200,46324
2009/03/09,7390,7390,7140,7290,0.0,0.00%,7262,7467,7142,7503,393,46324
2009/03/06,7200,7290,7200,7290,▼100,－1.35%,7222,7458,7126,7529,150,46324
2009/03/05,7390,7390,7390,7390,▲200,＋2.78%,7260,7446,7106,7556,10,46324
2009/03/04,7190,7190,7190,7190,▲40,＋0.56%,7232,7426,7090,7583,10,46324
2009/03/03,7000,7150,7000,7150,▲60,＋0.85%,7228,7423,7075,7611,700,46324
2009/03/02,7480,7480,7090,7090,▼390,－5.21%,7264,7421,7058,7640,110,46324
2009/02/27,7310,7480,7300,7480,▲230,＋3.17%,7268,7417,7042,7671,100,46324
2009/02/26,7240,7430,7200,7250,▲80,＋1.12%,7280,7398,7023,7696,1530,46324
2009/02/25,7690,7690,7170,7170,▼160,－2.18%,7428,7386,7008,7720,20,46324
2009/02/24,7210,7410,7150,7330,▲220,＋3.09%,7594,7381,6989,7748,1101,46324
2009/02/23,7400,7600,7110,7110,▼430,－5.70%,7638,7368,6965,7779,1100,46324
2009/02/20,7890,7890,7540,7540,▼450,－5.63%,7816,7366,6948,7804,260,46324
2009/02/19,8000,8000,7800,7990,▼10,－0.13%,7868,7337,6922,7829,400,46324
2009/02/18,7770,8200,7770,8000,▲450,＋5.96%,7830,7276,6888,7847,490,46324
2009/02/17,8000,8000,7400,7550,▼450,－5.63%,7736,7221,6859,7866,750,46324
2009/02/16,7800,8000,7750,8000,▲200,＋2.56%,7702,7196,6845,7889,490,46324
2009/02/13,7700,7800,7690,7800,0.0,0.00%,7524,7148,6827,7909,260,46324
2009/02/12,7600,7800,7600,7800,▲270,＋3.59%,7374,7114,6815,7933,520,46324
2009/02/11,7300,7750,7300,7530,▲150,＋2.03%,7214,7079,6795,7959,530,46324
2009/02/10,7300,7380,7170,7380,▲270,＋3.80%,7132,7052,6779,7988,180,46324
2009/02/09,7100,7230,7100,7110,▲60,＋0.85%,7078,7033,6773,8019,3310,46324
2009/02/06,7190,7190,7030,7050,▲50,＋0.71%,7058,7032,6769,8055,1920,46324
2009/02/05,7000,7000,7000,7000,▼120,－1.69%,7068,7030,6767,8088,2080,46324
2009/02/04,6890,7120,6890,7120,▲10,＋0.14%,7072,7030,6758,8125,190,46324
2009/02/03,7000,7110,6950,7110,▲100,＋1.43%,7060,7020,6756,8157,280,46324
2009/02/02,7300,7340,6790,7010,▼90,－1.27%,7052,7039,6748,8189,170,46324
2009/01/30,6760,7100,6760,7100,▲80,＋1.14%,7066,7051,6739,8223,1130,46324
2009/01/29,7110,7110,7020,7020,▼40,－0.57%,7036,7044,6729,8255,120,46324
2009/01/28,6930,7060,6920,7060,▼10,－0.14%,6988,7048,6716,8286,310,46324
2009/01/23,7070,7070,7070,7070,▼10,－0.14%,6954,7049,6695,8318,0,46324
2009/01/22,7120,7120,6990,7080,▲130,＋1.87%,6950,7049,6677,8354,320,46324
2009/01/21,6950,6950,6950,6950,▲170,＋2.51%,6942,7049,6647,8387,20,46324
2009/01/20,7000,7000,6700,6780,▼110,－1.60%,6978,7055,6634,8418,1322,46324
2009/01/19,7100,7120,6810,6890,▼160,－2.27%,7040,7064,6635,8450,1370,46324
2009/01/16,7120,7120,7050,7050,▲10,＋0.14%,7062,7072,6655,8482,370,46324
2009/01/15,7050,7050,6800,7040,▼90,－1.26%,7052,7068,6675,8513,130,46324
