[일시]KCC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/07/10,29294,29294,29106,29106,0.0,0.00%,29275,29191,28827,28315,2860,N/A
1993/07/09,29387,29387,29106,29106,▼374,－1.27%,29294,29177,28816,28305,3380,N/A
1993/07/08,29481,29481,29013,29481,▲94,＋0.32%,29387,29163,28801,28295,6310,N/A
1993/07/07,29294,29481,29294,29387,▲94,＋0.32%,29425,29125,28777,28285,16670,N/A
1993/07/06,29200,29294,29013,29294,▲94,＋0.32%,29443,29106,28765,28277,7630,N/A
1993/07/05,29200,29481,29013,29200,▼374,－1.27%,29425,29116,28763,28272,8950,N/A
1993/07/03,29855,29855,29481,29574,▼94,－0.32%,29369,29106,28762,28267,7160,N/A
1993/07/02,29668,30417,29481,29668,▲187,＋0.63%,29069,29102,28741,28256,76930,N/A
1993/07/01,29294,29855,29294,29481,▲281,＋0.96%,28901,29078,28712,28245,47730,N/A
1993/06/30,29200,29387,29013,29200,▲281,＋0.97%,28863,29055,28681,28235,6780,N/A
1993/06/29,28077,28919,28077,28919,▲842,＋3.00%,28844,29060,28660,28224,32280,N/A
1993/06/28,28826,28826,28077,28077,▼749,－2.60%,28863,29074,28646,28210,1990,N/A
1993/06/26,29481,29481,28826,28826,▼468,－1.60%,29144,29121,28645,28197,530,N/A
1993/06/25,28264,29294,28264,29294,▲187,＋0.64%,29275,29135,28637,28177,17480,N/A
1993/06/24,28077,29106,28077,29106,▲94,＋0.32%,29238,29121,28609,28159,890,N/A
1993/06/23,29481,29481,28826,29013,▼468,－1.59%,29219,29111,28590,28151,6420,N/A
1993/06/22,29574,29668,29294,29481,0.0,0.00%,29181,29106,28570,28143,10300,N/A
1993/06/21,29013,29668,29013,29481,▲374,＋1.29%,29050,29036,28539,28134,14230,N/A
1993/06/19,29013,29294,29013,29106,▲94,＋0.32%,28901,28990,28503,28125,4330,N/A
1993/06/18,28826,29013,28826,29013,▲187,＋0.65%,28882,28961,28472,28118,3660,N/A
1993/06/17,28639,28826,28639,28826,0.0,0.00%,28975,28938,28448,28110,7680,N/A
1993/06/16,28732,29106,28732,28826,▲94,＋0.33%,29013,28924,28423,28098,10540,N/A
1993/06/15,29106,29106,28545,28732,▼281,－0.97%,29144,28901,28398,28086,3210,N/A
1993/06/14,29855,29855,29013,29013,▼468,－1.59%,29238,28882,28381,28074,17260,N/A
1993/06/12,28732,30136,28732,29481,▲468,＋1.61%,29238,28844,28358,28060,35030,N/A
1993/06/11,29481,29481,28639,29013,▼468,－1.59%,29200,28784,28327,28047,6920,N/A
1993/06/10,29200,29481,29013,29481,▲281,＋0.96%,29238,28737,28305,28042,8100,N/A
1993/06/09,29013,29855,29013,29200,▲187,＋0.65%,29144,28657,28274,28033,40740,N/A
1993/06/08,29294,29294,28358,29013,▼281,－0.96%,29125,28578,28247,28018,8210,N/A
1993/06/07,29294,29294,29013,29294,▲94,＋0.32%,29125,28531,28225,28003,620,N/A
1993/06/05,28077,29200,28077,29200,▲187,＋0.65%,29050,28470,28199,27984,2320,N/A
1993/06/04,29200,29200,28826,29013,▼94,－0.32%,28994,28423,28178,27967,7630,N/A
1993/06/03,29106,29294,29106,29106,▲94,＋0.32%,28807,28386,28163,27946,21480,N/A
1993/06/02,28919,29106,28919,29013,▲94,＋0.32%,28695,28358,28144,27926,11190,N/A
1993/06/01,27703,29106,27703,28919,0.0,0.00%,28601,28320,28127,27907,8670,N/A
1993/05/31,28077,28919,28077,28919,▲842,＋3.00%,28526,28302,28111,27888,6110,N/A
1993/05/29,28639,28639,28077,28077,▼468,－1.64%,28451,28283,28096,27873,1230,N/A
1993/05/27,28545,28732,28545,28545,0.0,0.00%,28508,28316,28093,27865,8260,N/A
1993/05/26,28826,29481,28545,28545,0.0,0.00%,28470,28320,28069,27856,13930,N/A
1993/05/25,28732,28732,27703,28545,0.0,0.00%,28414,28344,28046,27839,8930,N/A
1993/05/24,28545,28639,28358,28545,▲187,＋0.66%,28358,28353,28018,27819,33230,N/A
1993/05/22,28358,28358,28077,28358,0.0,0.00%,28264,28348,27990,27795,3690,N/A
1993/05/21,28732,28732,28358,28358,▲94,＋0.33%,28171,28339,27965,27774,1900,N/A
1993/05/20,28545,28545,28077,28264,0.0,0.00%,28021,28325,27937,27752,4180,N/A
1993/05/19,28077,28264,28077,28264,▲187,＋0.67%,27983,28344,27902,27729,9050,N/A
1993/05/18,28077,28077,28077,28077,▲187,＋0.67%,27946,28391,27868,27709,5100,N/A
1993/05/17,27703,27890,27703,27890,▲281,＋1.02%,27983,28442,27843,27690,3050,N/A
1993/05/15,28077,28171,27609,27609,▼468,－1.67%,28058,28465,27826,27675,2770,N/A
1993/05/14,28077,28077,28077,28077,0.0,0.00%,28245,28479,27818,27661,20340,N/A
1993/05/13,28264,28264,28077,28077,▼187,－0.66%,28283,28456,27809,27643,15700,N/A
1993/05/12,27422,28264,27328,28264,0.0,0.00%,28376,28451,27804,27620,4610,N/A
1993/05/11,28264,28358,28264,28264,▼281,－0.98%,28433,28442,27798,27592,2060,N/A
1993/05/10,27048,28545,27048,28545,▲281,＋0.99%,28526,28428,27796,27564,460,N/A
1993/05/08,28919,28919,28264,28264,▼281,－0.98%,28545,28419,27810,27541,1900,N/A
1993/05/07,28358,28545,28358,28545,0.0,0.00%,28695,28386,27835,27526,4590,N/A
1993/05/06,28826,28826,28451,28545,▼187,－0.65%,28732,28358,27846,27509,5160,N/A
1993/05/04,28639,28826,28639,28732,▲94,＋0.33%,28713,28320,27857,27491,13470,N/A
1993/05/03,28732,28732,28451,28639,▼374,－1.29%,28601,28264,27851,27470,3850,N/A
1993/05/01,29013,29013,28545,29013,▲281,＋0.98%,28489,28199,27831,27450,1870,N/A
1993/04/30,28451,29013,28451,28732,▲281,＋0.99%,28414,28110,27812,27427,15310,N/A
1993/04/29,27890,29013,27890,28451,▲281,＋1.00%,28508,28054,27802,27405,20080,N/A
1993/04/28,28077,28545,27796,28171,▲94,＋0.33%,28639,27997,27793,27381,1300,N/A
1993/04/27,28919,28919,28077,28077,▼562,－1.96%,28676,27955,27790,27362,2010,N/A
1993/04/26,28358,29387,28358,28639,▼562,－1.92%,28639,27937,27793,27343,6920,N/A
1993/04/24,29481,29668,29106,29200,▲94,＋0.32%,28433,27885,27788,27320,6580,N/A
1993/04/23,28545,29574,28358,29106,▲749,＋2.64%,28189,27806,27781,27294,62650,N/A
1993/04/22,27890,28358,27890,28358,▲468,＋1.68%,27983,27735,27771,27271,32140,N/A
1993/04/21,27890,28358,27796,27890,▲281,＋1.02%,27909,27698,27771,27255,162800,N/A
1993/04/20,27983,27983,27609,27609,▼374,－1.34%,28002,27684,27778,27236,20680,N/A
1993/04/19,28077,28077,27983,27983,▼94,－0.33%,28002,27689,27788,27221,17520,N/A
1993/04/17,28077,28077,27703,28077,▲94,＋0.33%,28002,27675,27788,27203,7370,N/A
1993/04/16,28451,28451,27890,27983,▼374,－1.32%,27946,27670,27773,27187,20680,N/A
1993/04/15,27796,28358,27328,28358,▲749,＋2.71%,27871,27675,27749,27171,3260,N/A
1993/04/14,28077,28545,27609,27609,▼374,－1.34%,27665,27656,27717,27153,31870,N/A
1993/04/13,28077,28077,27703,27983,▲187,＋0.67%,27590,27675,27709,27140,10620,N/A
1993/04/12,27609,27983,27609,27796,▲187,＋0.68%,27515,27675,27712,27129,14620,N/A
1993/04/10,27328,27609,27328,27609,▲281,＋1.03%,27422,27684,27717,27125,8730,N/A
1993/04/09,27235,27609,27235,27328,▲94,＋0.34%,27366,27698,27729,27114,25210,N/A
1993/04/08,27141,27609,27141,27235,▼374,－1.36%,27441,27689,27746,27104,2690,N/A
1993/04/07,27328,27609,27141,27609,▲281,＋1.03%,27515,27684,27763,27096,26210,N/A
1993/04/06,27422,27422,27235,27328,0.0,0.00%,27515,27646,27771,27083,11430,N/A
1993/04/03,27703,27890,27328,27328,▼374,－1.35%,27590,27623,27773,27074,16430,N/A
1993/04/02,27515,28077,27515,27703,▲94,＋0.34%,27646,27600,27773,27065,27820,N/A
1993/04/01,26954,27609,26954,27609,0.0,0.00%,27628,27548,27767,27060,22030,N/A
1993/03/31,27422,27609,27141,27609,▼94,－0.34%,27646,27478,27762,27056,6580,N/A
1993/03/30,26673,27703,26673,27703,▲94,＋0.34%,27665,27408,27768,27052,11970,N/A
1993/03/29,26673,27609,26673,27609,0.0,0.00%,27721,27352,27779,27044,13090,N/A
1993/03/27,27609,27796,27141,27609,▼94,－0.34%,27815,27314,27792,27042,44510,N/A
1993/03/26,27515,27703,27141,27703,0.0,0.00%,27890,27291,27788,27048,6980,N/A
1993/03/25,27235,27703,27235,27703,▼281,－1.00%,27946,27281,27781,27044,8170,N/A
1993/03/24,27983,27983,27983,27983,▼94,－0.33%,28002,27286,27770,27040,43910,N/A
1993/03/23,27422,28077,27422,28077,▲94,＋0.33%,28002,27281,27756,27036,28290,N/A
1993/03/22,27609,28264,27609,27983,0.0,0.00%,27965,27286,27729,27029,5090,N/A
1993/03/20,27983,28077,27609,27983,0.0,0.00%,27796,27356,27709,27023,4210,N/A
1993/03/19,28077,28077,27609,27983,0.0,0.00%,27628,27445,27687,27013,13480,N/A
1993/03/18,27515,28077,27235,27983,▲94,＋0.34%,27403,27506,27665,27004,17910,N/A
1993/03/17,26299,27890,26299,27890,▲749,＋2.76%,27179,27567,27650,26997,9970,N/A
1993/03/16,27141,27515,27141,27141,0.0,0.00%,26973,27590,27637,26990,16270,N/A
1993/03/15,27141,27609,27141,27141,▲281,＋1.05%,26879,27604,27642,26992,10160,N/A
1993/03/13,26299,26860,26299,26860,0.0,0.00%,26692,27642,27632,26987,5120,N/A
1993/03/12,26954,27141,26673,26860,0.0,0.00%,26561,27707,27620,26984,15890,N/A
1993/03/11,26673,27048,26486,26860,▲187,＋0.70%,26505,27759,27601,26983,11400,N/A
1993/03/09,26486,27141,26205,26673,▲468,＋1.79%,26505,27815,27583,26984,13430,N/A
1993/03/08,26205,26486,26205,26205,0.0,0.00%,26598,27894,27567,26987,530,N/A
1993/03/06,26580,26580,26112,26205,▼374,－1.41%,26860,28002,27556,26994,17100,N/A
1993/03/05,26580,27141,26392,26580,▼281,－1.05%,27179,28128,27550,26998,24540,N/A
1993/03/04,26580,27609,26580,26860,▼281,－1.03%,27441,28227,27537,27000,15090,N/A
1993/03/03,26954,27422,26767,27141,▼374,－1.36%,27703,28302,27523,27001,15260,N/A
1993/03/02,27796,28077,27235,27515,▼281,－1.01%,28152,28358,27505,26999,15130,N/A
1993/02/27,28077,28358,27609,27796,▼94,－0.34%,28601,28395,27478,26995,20420,N/A
1993/02/26,28077,28919,27609,27890,▼281,－1.00%,28882,28405,27436,26989,37520,N/A
1993/02/25,29200,29387,28171,28171,▼1217,－4.14%,29144,28367,27386,26982,43050,N/A
1993/02/24,29387,29855,29294,29387,▼374,－1.26%,29181,28288,27331,26973,89640,N/A
1993/02/23,29200,30417,29200,29762,▲562,＋1.92%,28788,28138,27272,26954,222050,N/A
1993/02/22,29106,29481,28264,29200,0.0,0.00%,28414,28007,27216,26929,44590,N/A
1993/02/20,29013,29574,28826,29200,▲842,＋2.97%,28208,27955,27172,26905,136250,N/A
1993/02/19,27141,28358,27141,28358,▲936,＋3.41%,27946,27899,27126,26879,50940,N/A
1993/02/18,27890,28077,27422,27422,▼468,－1.68%,27871,27899,27090,26863,8200,N/A
1993/02/17,27890,28358,27890,27890,▼281,－1.00%,28040,27946,27069,26861,10360,N/A
1993/02/16,27890,28171,27890,28171,▲281,＋1.01%,28133,27965,27041,26847,880,N/A
1993/02/15,27983,27983,27890,27890,▼94,－0.33%,28245,27960,27007,26835,70,N/A
1993/02/13,27141,28077,27141,27983,▼281,－0.99%,28376,27937,26970,26826,2430,N/A
1993/02/12,28077,28264,27890,28264,▼94,－0.33%,28451,27904,26934,26827,12380,N/A
1993/02/11,28732,29013,27983,28358,▼374,－1.30%,28451,27857,26893,26825,43490,N/A
1993/02/10,28545,29013,28358,28732,▲187,＋0.66%,28433,27806,26851,26819,96740,N/A
1993/02/09,28358,29013,28077,28545,▲187,＋0.66%,28283,27768,26807,26810,29650,N/A
1993/02/08,28358,28358,28077,28358,▲94,＋0.33%,28002,27759,26771,26814,13210,N/A
1993/02/06,28264,28264,28077,28264,0.0,0.00%,27646,27759,26739,26810,5160,N/A
1993/02/05,27703,28545,27703,28264,▲281,＋1.00%,27272,27717,26695,26810,36910,N/A
1993/02/04,27235,28077,27141,27983,▲842,＋3.10%,27048,27665,26654,26821,8440,N/A
1993/02/03,26767,27515,26767,27141,▲562,＋2.11%,27085,27618,26619,26827,4800,N/A
1993/02/02,26392,26767,26392,26580,▲187,＋0.71%,27272,27618,26601,26840,3090,N/A
1993/02/01,27609,27609,26392,26392,▼749,－2.76%,27628,27614,26592,26868,2780,N/A
1993/01/30,28358,28451,27141,27141,▼1029,－3.65%,28021,27632,26589,26889,19160,N/A
1993/01/29,28077,28358,27703,28171,▲94,＋0.33%,28245,27609,26570,26896,64310,N/A
1993/01/28,28358,28358,27890,28077,▼281,－0.99%,28227,27534,26547,26887,31550,N/A
1993/01/27,28545,28545,28264,28358,0.0,0.00%,28096,27483,26533,26870,12810,N/A
1993/01/26,28639,28639,28077,28358,▲94,＋0.33%,27890,27422,26498,26844,48730,N/A
1993/01/25,28077,28264,28077,28264,▲187,＋0.67%,27684,27375,26463,26810,10100,N/A
1993/01/21,27515,28077,27515,28077,▲655,＋2.39%,27497,27291,26428,26768,16750,N/A
1993/01/20,27422,27890,27328,27422,▲94,＋0.34%,27478,27193,26395,26725,12340,N/A
1993/01/19,27609,27609,27141,27328,0.0,0.00%,27665,27108,26375,26681,54050,N/A
1993/01/18,27422,27609,27235,27328,0.0,0.00%,27871,27029,26357,26630,33770,N/A
1993/01/16,28264,28264,27328,27328,▼655,－2.34%,27890,26949,26353,26572,3730,N/A
1993/01/15,27609,28358,27609,27983,▼374,－1.32%,27871,26860,26350,26518,18660,N/A
1993/01/14,28451,29294,28358,28358,0.0,0.00%,27684,26753,26336,26466,21490,N/A
1993/01/13,27422,28358,27422,28358,▲936,＋3.41%,27441,26626,26310,26413,167170,N/A
1993/01/12,27235,27796,27235,27422,▲187,＋0.69%,27066,26509,26293,26365,16770,N/A
1993/01/11,27422,27515,27235,27235,▲187,＋0.69%,26935,26439,26307,26325,11420,N/A
1993/01/09,27515,27515,26954,27048,▼94,－0.34%,26823,26374,26308,26293,7540,N/A
1993/01/08,25550,27141,25550,27141,▲655,＋2.47%,26748,26285,26310,26263,13270,N/A
1993/01/07,26767,26767,26486,26486,▼281,－1.05%,26729,26172,26316,26232,8550,N/A
1993/01/06,26673,26767,26673,26767,▲94,＋0.35%,26860,26093,26328,26206,2980,N/A
1993/01/05,26673,27141,26673,26673,0.0,0.00%,26991,26046,26336,26180,8320,N/A
1993/01/04,26205,26860,26205,26673,▼374,－1.38%,26973,26032,26339,26158,910,N/A
1992/12/28,27609,27609,27048,27048,▼94,－0.34%,26860,26027,26342,26139,14570,N/A
1992/12/26,27890,27890,27141,27141,▼281,－1.02%,26598,25995,26344,26111,10250,N/A
1992/12/24,26205,27515,26205,27422,▲842,＋3.17%,26318,25948,26342,26082,14310,N/A
1992/12/23,26299,27048,26299,26580,▲468,＋1.79%,25981,25887,26342,26056,39500,N/A
1992/12/22,25831,26205,25737,26112,▲374,＋1.45%,25775,25868,26341,26045,17220,N/A
1992/12/21,25737,26392,25456,25737,0.0,0.00%,25719,25868,26349,26046,46100,N/A
1992/12/19,25550,25831,25269,25737,0.0,0.00%,25737,25864,26364,26050,1520,N/A
1992/12/17,25550,25737,25550,25737,▲187,＋0.73%,25793,25868,26385,26055,40150,N/A
1992/12/16,25831,25831,25550,25550,▼281,－1.09%,25850,25873,26406,26059,17700,N/A
1992/12/15,25831,25831,25831,25831,0.0,0.00%,25924,25887,26433,26067,1330,N/A
1992/12/14,26018,26018,25831,25831,▼187,－0.72%,25812,25901,26445,26072,6180,N/A
1992/12/12,26018,26018,26018,26018,0.0,0.00%,25625,25929,26463,26069,10,N/A
1992/12/11,24989,26018,24989,26018,▲94,＋0.36%,25400,25948,26478,26061,1190,N/A
1992/12/10,25644,25924,25644,25924,▲655,＋2.59%,25363,25929,26494,26054,3080,N/A
1992/12/09,24801,25644,24708,25269,▲374,＋1.50%,25456,25924,26512,26050,6370,N/A
1992/12/08,24895,24895,24895,24895,0.0,0.00%,25719,25953,26542,26056,400,N/A
1992/12/07,24895,24895,24895,24895,▼936,－3.62%,26018,26013,26578,26065,3380,N/A
1992/12/05,25831,26205,25831,25831,▼562,－2.13%,26280,26069,26615,26075,1490,N/A
1992/12/04,26486,26486,26205,26392,▼187,－0.70%,26355,26088,26636,26075,21010,N/A
1992/12/03,26580,26673,26205,26580,▲187,＋0.71%,26318,26069,26642,26077,13470,N/A
1992/12/02,26392,26673,26392,26392,▲187,＋0.71%,26224,26079,26637,26079,18400,N/A
1992/12/01,26205,26205,25737,26205,0.0,0.00%,26074,26121,26633,26085,860,N/A
1992/11/30,26392,26392,26205,26205,0.0,0.00%,25999,26126,26637,26089,510,N/A
1992/11/28,26205,26392,26205,26205,▲94,＋0.36%,25924,26126,26653,26095,5640,N/A
1992/11/27,25644,26112,25644,26112,▲468,＋1.82%,25850,26126,26653,26095,27070,N/A
1992/11/26,25831,26018,25644,25644,▼187,－0.72%,25850,26126,26662,26096,2210,N/A
1992/11/25,25831,26205,25644,25831,0.0,0.00%,25999,26154,26683,26101,4640,N/A
1992/11/24,25550,25831,25550,25831,0.0,0.00%,26112,26172,26720,26112,5520,N/A
1992/11/23,26205,26205,25831,25831,▼281,－1.08%,26074,26238,26757,26125,8240,N/A
1992/11/21,26580,26580,25924,26112,▼281,－1.06%,26074,26303,26787,26137,15200,N/A
1992/11/20,26486,26580,25737,26392,0.0,0.00%,26018,26355,26814,26146,24790,N/A
1992/11/19,25644,26392,25644,26392,▲749,＋2.92%,25962,26374,26856,26153,16760,N/A
1992/11/18,25456,26112,25456,25644,▼187,－0.72%,25887,26420,26882,26161,62650,N/A
1992/11/17,26205,26205,25737,25831,0.0,0.00%,25999,26551,26926,26173,5780,N/A
1992/11/16,26205,26205,25831,25831,▼281,－1.08%,26037,26626,26987,26183,2060,N/A
1992/11/14,26205,26205,26112,26112,▲94,＋0.36%,26224,26692,27035,26190,1930,N/A
1992/11/13,26205,26205,26018,26018,▼187,－0.71%,26449,26762,27079,26197,1450,N/A
1992/11/12,26205,26486,26018,26205,▲187,＋0.72%,26505,26823,27144,26205,12210,N/A
1992/11/11,26767,27141,26018,26018,▼749,－2.80%,26505,26874,27189,26211,32920,N/A
1992/11/10,27609,27609,26767,26767,▼468,－1.72%,26542,26916,27222,26223,5320,N/A
1992/11/09,26486,27235,26486,27235,▲936,＋3.56%,26411,26921,27227,26232,24750,N/A
1992/11/07,26205,26673,26205,26299,▲94,＋0.36%,26205,26916,27208,26238,6110,N/A
1992/11/06,26580,26580,25831,26205,0.0,0.00%,26186,26954,27189,26253,38860,N/A
1992/11/05,25644,26205,25644,26205,▲94,＋0.36%,26374,27015,27157,26268,43820,N/A
1992/11/04,26205,26205,25737,26112,▼94,－0.36%,26561,27029,27108,26284,24430,N/A
1992/11/03,26299,26580,25269,26205,0.0,0.00%,26767,27052,27054,26297,4160,N/A
1992/11/02,26205,27141,26205,26205,▼936,－3.45%,26879,27076,26987,26310,1370,N/A
1992/10/31,27141,27141,27141,27141,0.0,0.00%,27104,27113,26904,26334,630,N/A
1992/10/30,27515,27890,27141,27141,0.0,0.00%,27328,27108,26790,26349,9060,N/A
1992/10/29,27141,27609,27141,27141,▲374,＋1.40%,27366,27108,26686,26365,3010,N/A
1992/10/28,26860,27515,26767,26767,▼562,－2.05%,27366,27080,26597,26381,8440,N/A
1992/10/27,27609,27609,27328,27328,▼936,－3.31%,27515,27085,26517,26405,4540,N/A
1992/10/26,27422,28264,27422,28264,▲936,＋3.42%,27497,27066,26438,26434,19390,N/A
1992/10/24,27328,27328,27328,27328,▲187,＋0.69%,27291,27001,26342,26456,1160,N/A
1992/10/23,27515,27515,27141,27141,▼374,－1.36%,27197,26987,26279,26481,8860,N/A
1992/10/22,27328,27609,27235,27515,▲281,＋1.03%,27141,26982,26216,26509,21340,N/A
1992/10/21,27422,27609,27235,27235,0.0,0.00%,27066,26959,26147,26536,9260,N/A
1992/10/20,26860,27235,26673,27235,▲374,＋1.39%,27029,26954,26084,26559,4510,N/A
1992/10/19,26860,27141,26486,26860,0.0,0.00%,27066,26945,26024,26589,11440,N/A
1992/10/17,27141,27141,26392,26860,▼281,－1.03%,26991,26940,25976,26619,1660,N/A
1992/10/16,27141,27328,27048,27141,▲94,＋0.35%,26935,26912,25935,26644,4320,N/A
1992/10/15,27890,28077,26954,27048,▼374,－1.37%,26842,26860,25878,26667,29420,N/A
1992/10/14,26392,27422,26392,27422,▲936,＋3.53%,26823,26832,25821,26696,15740,N/A
1992/10/13,26205,26486,26205,26486,▼94,－0.35%,26748,26818,25770,26730,1370,N/A
1992/10/12,26673,26673,26205,26580,▼94,－0.35%,26879,26804,25750,26775,4870,N/A
1992/10/10,26580,26860,26580,26673,▼281,－1.04%,26879,26809,25743,26818,5500,N/A
1992/10/09,26860,26954,26580,26954,▼94,－0.35%,26916,26818,25736,26860,6390,N/A
1992/10/08,26392,27515,26392,27048,▼94,－0.34%,26916,26874,25725,26902,21480,N/A
1992/10/07,26580,27328,26018,27141,▲562,＋2.11%,26898,26926,25712,26951,12180,N/A
1992/10/06,26580,26580,26580,26580,▼281,－1.05%,26879,26949,25701,26993,4000,N/A
1992/10/05,26860,26860,26860,26860,▼94,－0.35%,26973,27005,25698,27040,210,N/A
1992/10/02,26954,26954,26954,26954,0.0,0.00%,27010,27108,25675,27080,320,N/A
1992/10/01,26954,26954,26954,26954,▼94,－0.35%,27048,27160,25644,27113,0,N/A
1992/09/30,27048,27048,27048,27048,0.0,0.00%,27066,27225,25614,27143,2000,N/A
1992/09/29,27048,27048,27048,27048,0.0,0.00%,27010,27347,25588,27178,0,N/A
1992/09/28,27048,27048,27048,27048,▼94,－0.34%,26860,27431,25570,27202,1880,N/A
1992/09/26,27141,27141,27141,27141,▲94,＋0.35%,26673,27515,25552,27226,30,N/A
1992/09/25,26205,27048,26205,27048,▲281,＋1.05%,26542,27656,25534,27251,1920,N/A
1992/09/24,26299,27141,26299,26767,▲468,＋1.78%,26561,27749,25514,27273,12960,N/A
1992/09/23,26112,26860,26112,26299,▲187,＋0.72%,26449,27810,25511,27298,1360,N/A
1992/09/22,25550,26205,25550,26112,▼374,－1.41%,26523,27848,25520,27327,4070,N/A
1992/09/21,27141,27141,26486,26486,▼655,－2.41%,26673,27848,25538,27349,2230,N/A
1992/09/19,27141,27141,26580,27141,▲936,＋3.57%,26991,27782,25541,27375,5500,N/A
1992/09/18,26205,26954,26205,26205,▼468,－1.75%,27179,27637,25538,27402,10160,N/A
1992/09/17,26392,27328,26205,26673,▼187,－0.70%,27459,27492,25538,27440,5490,N/A
1992/09/16,26860,27796,26860,26860,▼1217,－4.33%,27665,27300,25530,27468,10220,N/A
1992/09/15,28077,28358,28077,28077,0.0,0.00%,28077,27066,25519,27498,13720,N/A
1992/09/14,27609,28077,27609,28077,▲468,＋1.69%,28058,26725,25503,27515,10490,N/A
1992/09/09,27141,27890,27141,27609,▼94,－0.34%,28096,26336,25492,27528,15150,N/A
1992/09/08,28077,28264,27703,27703,▼1217,－4.21%,28470,25999,25486,27544,9360,N/A
1992/09/07,27141,28919,27141,28919,▲936,＋3.34%,28676,25704,25478,27562,24510,N/A
1992/09/05,28077,28171,27703,27983,▼281,－0.99%,28639,25358,25450,27571,12410,N/A
1992/09/04,29481,29481,28264,28264,▼1217,－4.13%,29032,25087,25439,27587,16440,N/A
1992/09/03,28826,29481,28077,29481,▲749,＋2.61%,29163,24801,25421,27600,34680,N/A
1992/09/02,27890,29013,27890,28732,0.0,0.00%,28863,24502,25378,27601,47350,N/A
1992/09/01,28732,29855,28732,28732,▼1217,－4.06%,28526,24235,25346,27610,41790,N/A
1992/08/31,30136,30136,29294,29949,▲1029,＋3.56%,28002,23968,25316,27626,82370,N/A
1992/08/29,28919,28919,28826,28919,▲936,＋3.34%,27048,23641,25266,27622,57010,N/A
1992/08/28,27983,27983,27609,27983,▲936,＋3.46%,26112,23379,25233,27637,63240,N/A
1992/08/27,27048,27048,27048,27048,▲936,＋3.58%,25176,23178,25224,27668,21210,N/A
1992/08/26,26112,26112,26112,26112,▲936,＋3.72%,24333,23047,25237,27715,2770,N/A
1992/08/25,24708,25176,24708,25176,▲936,＋3.86%,23547,22925,25268,27769,8410,N/A
1992/08/24,23398,24240,22930,24240,▲936,＋4.02%,22761,22850,25316,27841,10270,N/A
1992/08/22,22836,23304,22555,23304,▲468,＋2.05%,21975,22855,25380,27930,8730,N/A
1992/08/21,23117,23117,22462,22836,▲655,＋2.95%,21488,22953,25460,28018,26600,N/A
1992/08/20,22181,22181,22181,22181,▲936,＋4.41%,21282,23121,25541,28099,24340,N/A
1992/08/19,20309,21245,20309,21245,▲936,＋4.61%,21245,23323,25634,28175,35540,N/A
1992/08/18,21058,21526,20309,20309,▼562,－2.69%,21507,23575,25764,28270,13730,N/A
1992/08/17,21806,21806,20871,20871,▼936,－4.29%,21956,23875,25909,28379,4130,N/A
1992/08/14,21526,21994,21526,21806,▼187,－0.85%,22480,24156,26045,28473,4940,N/A
1992/08/13,21619,22462,21619,21994,▼562,－2.49%,22799,24385,26166,28550,1700,N/A
1992/08/12,22555,22930,21994,22555,0.0,0.00%,23079,24558,26293,28620,1270,N/A
1992/08/11,23491,23491,22555,22555,▼936,－3.98%,23248,24684,26430,28681,2810,N/A
1992/08/10,22649,23678,22649,23491,▲94,＋0.40%,23472,24815,26569,28743,3140,N/A
1992/08/08,23398,23398,23398,23398,0.0,0.00%,23566,24914,26683,28787,3160,N/A
1992/08/07,23398,23398,23398,23398,0.0,0.00%,23772,25045,26801,28829,100,N/A
1992/08/06,23678,23678,23398,23398,▼281,－1.19%,23828,25171,26924,28873,40,N/A
1992/08/05,23023,23678,23023,23678,▼281,－1.17%,23884,25307,27033,28915,640,N/A
1992/08/04,23491,23959,23491,23959,▼468,－1.92%,24015,25414,27154,28954,690,N/A
1992/08/03,23678,24614,23023,24427,▲749,＋3.16%,24277,25545,27261,28990,460,N/A
1992/08/01,23678,23678,23210,23678,0.0,0.00%,24633,25667,27352,29021,650,N/A
1992/07/31,23865,24053,23678,23678,▼655,－2.69%,25138,25840,27456,29059,1390,N/A
1992/07/30,24333,24333,24333,24333,▼936,－3.70%,25662,25990,27570,29096,560,N/A
1992/07/29,25269,25363,25269,25269,▼936,－3.57%,26055,26121,27690,29130,590,N/A
1992/07/28,26112,26767,26112,26205,0.0,0.00%,26299,26168,27799,29160,2290,N/A
1992/07/27,25363,26205,25363,26205,▼94,－0.36%,26336,26168,27893,29181,4870,N/A
1992/07/25,26299,26299,26299,26299,0.0,0.00%,26186,26168,27985,29201,20,N/A
1992/07/24,26954,26954,26299,26299,▼187,－0.71%,25943,26210,28080,29220,600,N/A
1992/07/23,26486,27141,26018,26486,▲94,＋0.35%,25719,26266,28189,29232,13870,N/A
1992/07/22,25269,26392,25269,26392,▲936,＋3.68%,25513,26303,28284,29241,3010,N/A
1992/07/21,24801,25456,24146,25456,▲374,＋1.49%,25438,26346,28381,29250,15860,N/A
1992/07/20,24895,25176,24708,25082,▼94,－0.37%,25531,26434,28486,29264,630,N/A
1992/07/18,24521,25176,24521,25176,▼281,－1.10%,25737,26547,28582,29282,110,N/A
1992/07/16,25456,25456,25456,25456,▼562,－2.16%,25868,26645,28673,29297,10,N/A
