[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2014/01/20,715357,720250,700678,700678,▼14679,－2.05%,714769,720935,681905,647026,3996,78288
2014/01/17,727100,727100,715357,715357,▼11743,－1.62%,718292,720886,680470,646015,1878,77703
2014/01/16,713399,730036,712421,727100,▲8807,＋1.23%,719662,719858,678594,644922,5208,77963
2014/01/15,709485,719271,704592,718292,▲5872,＋0.82%,717118,718977,676180,643642,3296,77615
2014/01/14,715357,716335,697742,712421,▼5872,－0.82%,719662,718977,673994,642508,7240,76725
2014/01/13,727100,727100,710464,718292,▼3914,－0.54%,722207,719320,671662,641538,4463,78251
2014/01/10,715357,725143,695785,722207,▲7829,＋1.10%,723185,719369,669428,640608,8054,79083
2014/01/09,731014,731014,714378,714378,▼16636,－2.28%,724751,720201,667144,639637,3145,81039
2014/01/08,720250,733950,714378,731014,▲5872,＋0.81%,727296,720739,665187,638871,2883,81764
2014/01/07,715357,725143,713399,725143,▲1957,＋0.27%,727100,719907,662953,638039,2756,82513
2014/01/06,725143,733950,715357,723185,▼6850,－0.94%,726513,719369,661012,637281,4137,82149
2014/01/03,726121,735907,713399,730036,▲2936,＋0.40%,726904,717412,659267,636555,4285,81886
2014/01/02,730036,746672,726121,727100,▼2936,－0.40%,726513,714672,657538,635747,4326,82948
2013/12/30,725143,731014,716335,730036,▲7829,＋1.08%,724360,711932,655890,634850,4410,83082
2013/12/27,720250,728078,714378,722207,▼2936,－0.40%,721228,709338,654357,633937,3612,83393
2013/12/26,730036,736886,716335,725143,▼2936,－0.40%,720250,707430,653052,633097,4593,83080
2013/12/24,712421,728078,712421,728078,▲11743,＋1.64%,715161,705620,651943,632233,3017,83637
2013/12/23,719271,719271,703613,716335,▲1957,＋0.27%,708506,703369,650753,631344,1913,84111
2013/12/20,712421,720250,708506,714378,▼2936,－0.41%,707136,702194,649709,630161,1338,84170
2013/12/19,704592,718292,702635,717314,▲17615,＋2.52%,707919,701118,648616,629158,4504,84770
2013/12/18,693827,710464,691870,699699,▲4893,＋0.70%,708311,699014,647523,627992,6652,85453
2013/12/17,716335,722207,686977,694806,▼14679,－2.07%,712225,697253,646789,626940,9027,86396
2013/12/16,716335,723185,708506,709485,▼8807,－1.23%,721032,696323,645631,626222,3187,87330
2013/12/13,721228,729057,708506,718292,▼979,－0.14%,724164,694366,644392,625668,3742,88396
2013/12/12,719271,736886,710464,719271,0.0,0.00%,723381,690500,642989,625064,5884,90348
2013/12/11,731993,744715,715357,719271,▼19572,－2.65%,722403,684677,641586,624388,7224,92262
2013/12/10,731014,747650,721228,738843,▲13700,＋1.89%,715357,679246,640102,623858,4491,95136
2013/12/09,724164,725143,706549,725143,▲10765,＋1.51%,702635,672102,638129,623181,3760,94818
2013/12/06,715357,727100,709485,714378,0.0,0.00%,692066,665497,636514,622691,6201,94965
2013/12/05,693827,724164,687956,714378,▲30337,＋4.43%,684824,659968,635128,622300,11075,95403
2013/12/04,672298,684041,669362,684041,▲8807,＋1.30%,678757,654732,633643,621884,2278,96455
2013/12/03,674255,684041,672298,675234,▲2936,＋0.44%,679736,651454,632437,621705,2959,96915
2013/12/02,679148,681106,667405,672298,▼5872,－0.87%,681301,648616,631507,621444,3413,97541
2013/11/29,681106,688934,675234,678170,▼5872,－0.86%,685411,645827,630545,621117,3489,97106
2013/11/28,692849,693827,678170,684041,▼4893,－0.71%,688347,642989,629191,620816,4761,96715
2013/11/27,681106,689913,673277,688934,▲5872,＋0.86%,686586,640836,627788,620799,3116,96434
2013/11/26,684041,694806,677191,683063,▼9786,－1.41%,681693,637949,626010,620971,3246,96594
2013/11/25,694806,700678,677191,692849,0.0,0.00%,680323,634867,624347,621297,6284,96664
2013/11/22,675234,703613,672298,692849,▲17615,＋2.61%,675821,631540,622553,621558,9272,96610
2013/11/21,666427,680127,660555,675234,▲10765,＋1.62%,665448,628359,620742,621819,7249,96911
2013/11/20,676213,679148,663491,664469,▼11743,－1.74%,650965,625766,619225,622088,4303,96637
2013/11/19,673277,682084,664469,676213,▲5872,＋0.88%,640200,623270,618231,622300,6839,96157
2013/11/18,642940,670341,642940,670341,▲29358,＋4.58%,624151,619601,617089,622357,12296,94611
2013/11/15,604775,647833,604775,640983,▲38165,＋6.33%,608689,615197,616388,622536,9752,94792
2013/11/14,606732,612604,602818,602818,▼7829,－1.28%,601252,612506,615963,623066,2024,95165
2013/11/13,591074,612604,591074,610646,▲14679,＋2.46%,602622,610989,616012,624176,4549,95870
2013/11/12,588139,596946,588139,595967,▲2936,＋0.50%,604188,609668,615784,624901,1185,96570
2013/11/11,603796,605753,592053,593032,▼10765,－1.78%,608689,609130,616045,626288,1818,96813
2013/11/08,606732,609668,600860,603796,▼5872,－0.96%,613386,609325,616339,627788,2952,97115
2013/11/07,616518,624347,609668,609668,▼8807,－1.42%,616909,608983,616648,629085,2178,96439
2013/11/06,609668,629240,608689,618475,0.0,0.00%,623172,608934,616828,630373,2286,96808
2013/11/05,607711,618475,606732,618475,▲1957,＋0.32%,625717,608934,616926,631743,2687,96289
2013/11/04,621411,624347,609668,616518,▼4893,－0.79%,626304,609325,617268,633317,3252,95492
2013/11/01,636090,637069,619454,621411,▼19572,－3.05%,628261,609912,617170,634802,5188,94587
2013/10/31,627283,650769,623368,640983,▲9786,＋1.55%,629827,610744,616648,636351,5526,95035
2013/10/30,621411,631197,621411,631197,▲9786,＋1.57%,626304,610891,615719,637811,4170,94775
2013/10/29,620432,630218,618475,621411,▼4893,－0.78%,622977,612261,614952,639368,2543,91951
2013/10/28,625325,633154,597925,626304,▼2936,－0.47%,619258,614023,614332,641007,7573,90507
2013/10/25,622390,634133,616518,629240,▲5872,＋0.94%,610451,615393,613778,642965,7644,88917
2013/10/24,616518,623368,610646,623368,▲8807,＋1.43%,602035,616371,612865,644881,7089,89376
2013/10/23,602818,617497,598903,614561,▲11743,＋1.95%,591857,617790,612147,646781,7243,87233
2013/10/22,580310,602818,580310,602818,▲20551,＋3.53%,585790,619845,611560,648649,6155,87338
2013/10/21,584224,587160,582267,582267,▼4893,－0.83%,582267,620971,611250,650418,3937,86665
2013/10/18,568567,587160,568567,587160,▲14679,＋2.56%,585203,623613,611103,652261,6425,86774
2013/10/17,585203,587160,568567,572481,▼11743,－2.01%,587160,625961,611022,654243,7426,86279
2013/10/16,581288,591074,578353,584224,▼979,－0.17%,594402,629093,611413,656323,8032,87627
2013/10/15,600860,606732,582267,585203,▼11743,－1.97%,601252,631393,611788,658467,11431,87944
2013/10/14,595967,604775,594989,596946,0.0,0.00%,609472,633154,612131,660588,4032,91215
2013/10/11,609668,613582,594989,596946,▼11743,－1.93%,615735,634720,612555,662439,9314,91739
2013/10/10,619454,620432,608689,608689,▼9786,－1.58%,623955,636433,613126,664274,3220,93010
2013/10/08,619454,624347,617497,618475,▼7829,－1.25%,631001,637264,613550,665799,2755,93972
2013/10/07,625325,629240,618475,626304,▼1957,－0.31%,639026,636922,613843,667177,5020,94433
2013/10/04,638047,644897,627283,628261,▼9786,－1.53%,645093,636579,613957,668400,3908,95585
2013/10/02,643919,651748,638047,638047,▼5872,－0.91%,650182,635894,613811,669566,3315,95332
2013/10/01,651748,657619,640004,643919,▼14679,－2.23%,652335,633839,613517,670520,5090,95204
2013/09/30,649790,659576,643919,658598,▲1957,＋0.30%,653901,631637,613142,671768,4532,96076
2013/09/27,649790,659576,647833,656641,▲2936,＋0.45%,653313,627821,612522,672942,7458,96910
2013/09/26,648812,658598,647833,653705,▲4893,＋0.75%,647050,624151,611935,674149,5720,99821
2013/09/25,651748,664469,648812,648812,▼2936,－0.45%,643332,620726,610614,675511,8961,100553
2013/09/24,658598,665448,644897,651748,▼3914,－0.60%,640396,617497,609700,676816,6238,98322
2013/09/23,630218,663491,625325,655662,▲30337,＋4.85%,637069,614120,608461,678366,8397,99381
2013/09/17,628261,635111,616518,625325,▼9786,－1.54%,631980,611576,607091,679548,2939,99308
2013/09/16,637069,639026,627283,635111,▲979,＋0.15%,631001,610695,606814,681073,2439,99911
2013/09/13,629240,637069,627283,634133,▼979,－0.15%,629631,610353,606944,682500,3205,99746
2013/09/12,628261,639026,624347,635111,▲4893,＋0.78%,629044,609423,607140,683715,7606,100321
2013/09/11,615539,631197,615539,630218,▲9786,＋1.58%,627087,607955,607189,684987,4699,100783
2013/09/10,623368,630218,616518,620432,▼7829,－1.25%,623368,606292,607613,686325,6078,100705
2013/09/09,634133,635111,624347,628261,▼2936,－0.47%,623172,605851,608233,687752,4159,101275
2013/09/06,627283,634133,623368,631197,▲5872,＋0.94%,620432,604971,608869,689138,3763,101786
2013/09/05,613582,626304,606732,625325,▲13700,＋2.24%,613582,604530,609472,690500,3893,101746
2013/09/04,613582,626304,611625,611625,▼7829,－1.26%,608493,604286,610124,691944,2764,101227
2013/09/03,614561,626304,609668,619454,▲4893,＋0.80%,602622,604922,610973,693322,6103,101133
2013/09/02,589117,618475,589117,614561,▲17615,＋2.95%,595380,605900,611380,694716,6281,100968
2013/08/30,601839,601839,591074,596946,▼2936,－0.49%,589509,605704,611690,696127,3454,100833
2013/08/29,582267,608689,576395,599882,▲17615,＋3.03%,586964,605362,612441,697603,5343,101113
2013/08/28,576395,586181,572481,582267,▼979,－0.17%,583833,604628,613811,698729,4065,100213
2013/08/27,581288,597925,581288,583246,▼1957,－0.33%,588334,604775,615931,699870,3464,100701
2013/08/26,580310,595967,579331,585203,▲979,＋0.17%,593227,604824,618247,700996,4018,101682
2013/08/23,584224,591074,572481,584224,0.0,0.00%,601839,605215,620563,702064,6821,101853
2013/08/22,590096,596946,584224,584224,▼20551,－3.40%,608102,604726,622895,703214,5596,103243
2013/08/21,605753,608689,584224,604775,▼2936,－0.48%,612408,604530,624950,704396,6690,104481
2013/08/20,622390,630218,598903,607711,▼20551,－3.27%,610842,603258,626369,705350,4943,105727
2013/08/19,612604,629240,611625,628261,▲12722,＋2.07%,611625,602084,627625,706084,3136,106835
2013/08/16,603796,621411,601839,615539,▲9786,＋1.62%,608102,599344,628685,706533,4468,107346
2013/08/14,598903,621411,589117,605753,▲8807,＋1.48%,609472,597680,630169,706941,6803,108770
2013/08/13,611625,622390,596946,596946,▼14679,－2.40%,612408,597191,632339,707316,4292,107792
2013/08/12,604775,615539,601839,611625,▲979,＋0.16%,617888,597680,634019,707887,2370,109063
2013/08/09,616518,620432,594989,610646,▼11743,－1.89%,623368,597386,636530,708335,5688,109807
2013/08/08,619454,633154,613582,622390,▲1957,＋0.32%,623368,597974,639238,708678,3310,110889
2013/08/07,624347,628261,612604,620432,▼3914,－0.63%,616909,598414,641521,708922,5211,110840
2013/08/06,640004,640983,621411,624347,▼14679,－2.30%,609864,599099,643919,709183,5508,111346
2013/08/05,613582,639026,613582,639026,▲28379,＋4.65%,602035,599686,646561,709477,17490,114299
2013/08/02,593032,615539,590096,610646,▲20551,＋3.48%,591074,599393,649366,709656,7957,115087
2013/08/01,584224,594010,583246,590096,▲4893,＋0.84%,587551,599833,652433,710154,3834,115520
2013/07/31,587160,591074,580310,585203,0.0,0.00%,584420,601350,656053,710659,3769,114950
2013/07/30,578353,589117,578353,585203,▲979,＋0.17%,583441,603160,659903,711246,6201,114971
2013/07/29,591074,596946,583246,584224,▼8807,－1.49%,582267,604971,663784,711809,4049,114525
2013/07/26,573460,594989,573460,593032,▲18593,＋3.24%,582267,606830,667682,712323,8216,114931
2013/07/25,582267,582267,571502,574438,▼5872,－1.01%,578353,605900,672151,712747,5934,115296
2013/07/24,580310,584224,572481,580310,▲979,＋0.17%,579918,606879,676898,713530,3848,115422
2013/07/23,583246,590096,578353,579331,▼4893,－0.84%,583050,606732,681415,714239,4607,115452
2013/07/22,571502,592053,570524,584224,▲10765,＋1.88%,588530,606438,685738,715039,8529,115733
2013/07/19,578353,587160,562695,573460,▼8807,－1.51%,592836,607662,689587,715862,11370,115553
2013/07/18,597925,597925,576395,582267,▼13700,－2.30%,602622,611136,693420,716873,12379,115716
2013/07/17,603796,604775,582267,595967,▼10765,－1.77%,612408,614316,697465,717787,13153,115994
2013/07/16,603796,609668,599882,606732,▲979,＋0.16%,620041,616420,701232,718521,4434,115456
2013/07/15,619454,619454,593032,605753,▼16636,－2.67%,625913,618867,705147,719336,6864,115086
2013/07/12,629240,631197,621411,622390,▼8807,－1.40%,631393,621460,709045,720135,2523,115963
2013/07/11,634133,634133,623368,631197,▼2936,－0.46%,630806,623662,712323,720747,3039,116015
2013/07/10,630218,638047,625325,634133,▼1957,－0.31%,628653,625472,715422,721277,2940,116596
2013/07/09,636090,640983,621411,636090,▲2936,＋0.46%,626108,626989,718048,721938,3741,117828
2013/07/08,618475,635111,610646,633154,▲13700,＋2.21%,623172,628310,720511,722386,3716,118814
2013/07/05,621411,628261,616518,619454,▼979,－0.16%,620824,628848,722843,722884,1630,119175
2013/07/04,615539,620432,608689,620432,▼979,－0.16%,611821,629533,725322,723455,2873,119134
2013/07/03,621411,623368,605753,621411,0.0,0.00%,606536,630610,727524,723903,4047,118814
2013/07/02,624347,631197,612604,621411,0.0,0.00%,597729,633643,730394,724262,5936,118287
2013/07/01,579331,630218,577374,621411,▲46973,＋8.18%,588139,638047,733363,724596,11966,119397
2013/06/28,592053,604775,574438,574438,▼19572,－3.29%,585594,643087,736364,724931,11521,117004
2013/06/27,586181,594989,580310,594010,▲16636,＋2.88%,599295,650573,740409,725689,7993,120485
2013/06/26,578353,583246,569545,577374,▲3914,＋0.68%,609668,657081,743932,726252,8505,122822
2013/06/25,604775,606732,573460,573460,▼35230,－5.79%,621802,663589,748270,726896,10061,122999
2013/06/24,631197,637069,605753,608689,▼34251,－5.33%,638243,669411,752005,727483,11663,124504
2013/06/21,618475,643919,603796,642940,▼2936,－0.45%,648029,673130,755332,727899,9748,127959
2013/06/20,636090,649790,635111,645876,▲7829,＋1.23%,652726,675577,758056,727842,4459,129941
2013/06/19,661534,661534,632176,638047,▼17615,－2.69%,657032,678512,760291,727720,5590,129571
2013/06/18,662512,662512,642940,655662,▼1957,－0.30%,662316,683405,762786,727540,6327,130563
2013/06/17,666427,670341,649790,657619,▼8807,－1.32%,663687,685509,765037,727165,3788,132494
2013/06/14,658598,666427,652726,666427,▼979,－0.15%,660946,690745,767271,726912,5189,134090
2013/06/13,664469,667405,642940,667405,▲2936,＋0.44%,654292,696078,769408,726627,8088,136468
2013/06/12,657619,671320,653705,664469,▲1957,＋0.30%,649203,700678,771528,726121,5855,140344
2013/06/11,642940,663491,639026,662512,▲18593,＋2.89%,652726,705668,773763,725640,6526,143445
2013/06/10,636090,643919,626304,643919,▲10765,＋1.70%,662121,711687,775671,725200,6994,144276
2013/06/07,633154,659576,620432,633154,▼8807,－1.37%,677778,719858,778052,724922,10945,146065
2013/06/05,679148,679148,640004,641962,▼40123,－5.88%,695980,727932,780564,725110,10604,145304
2013/06/04,711442,711442,674255,682084,▼27401,－3.86%,712421,736201,782766,725363,10271,144835
2013/06/03,711442,721228,702635,709485,▼12722,－1.76%,717510,742904,783647,725143,3375,147432
2013/05/31,720250,722207,699699,722207,▼1957,－0.27%,713595,748335,783810,724637,6122,148112
2013/05/30,726121,732971,709485,724164,0.0,0.00%,705766,753131,783744,724025,6452,150606
2013/05/29,711442,733950,704592,724164,▲16636,＋2.35%,699308,759981,783565,723536,12201,152801
2013/05/28,686977,708506,686977,707528,▲17615,＋2.55%,695393,766733,783532,722900,5467,156706
2013/05/27,672298,694806,670341,689913,▲6850,＋1.00%,701069,773926,783842,722207,7923,158180
2013/05/24,691870,695785,672298,683063,▼8807,－1.27%,702635,781363,784332,721554,7067,160356
2013/05/23,706549,711442,684041,691870,▼12722,－1.81%,718488,787969,784544,721138,8235,160907
2013/05/22,736886,746672,704592,704592,▼31315,－4.26%,734733,793547,784381,720698,8623,161408
2013/05/21,697742,740800,697742,735907,▲38165,＋5.47%,745693,799565,783712,720388,9452,162654
2013/05/20,754501,762329,697742,697742,▼64588,－8.47%,751369,803871,782293,719915,15071,159128
2013/05/16,772115,786794,762329,762329,▼10765,－1.39%,768397,811064,781755,719874,4146,160459
2013/05/15,763308,774073,749608,773094,▲13700,＋1.80%,777400,814929,780140,719385,3102,160912
2013/05/14,765265,771137,745693,759394,▼4893,－0.64%,781706,817229,778117,718798,4240,160671
2013/05/13,777008,782880,763308,764287,▼18593,－2.38%,791296,820116,776323,718195,3816,161888
2013/05/10,800495,801473,778966,782880,▼24465,－3.03%,801669,821486,774448,717550,4369,162089
2013/05/09,795602,810281,794623,807345,▲12722,＋1.60%,808715,821535,772393,717061,3063,162704
2013/05/08,808324,809302,794623,794623,▼12722,－1.58%,810868,819822,769946,716515,3782,162429
2013/05/07,807345,812238,799516,807345,▼8807,－1.08%,824177,818501,767875,715968,4922,162606
2013/05/06,816152,820067,794623,816152,▼1957,－0.24%,834550,815761,765265,714908,5532,162484
2013/05/03,820067,822024,802452,818110,0.0,0.00%,841596,814636,762590,713864,4147,162336
2013/05/02,852361,860189,811259,818110,▼43058,－5.00%,845706,813706,759834,712902,8100,162181
2013/04/30,856275,866061,849425,861168,▲1957,＋0.23%,845119,812874,756963,712029,4539,164748
2013/04/29,851382,863125,846489,859211,▲7829,＋0.92%,833571,810672,753343,710806,4505,165052
2013/04/26,833767,863125,833767,851382,▲12722,＋1.52%,826721,807981,750162,709615,6467,165277
2013/04/25,814195,845510,812238,838660,▲23486,＋2.88%,820850,807296,747063,708506,6560,165527
2013/04/24,803431,821045,798538,815174,▲11743,＋1.46%,821437,805241,744339,707479,6380,165364
2013/04/23,813217,816152,786794,803431,▼21529,－2.61%,826330,804899,742138,706517,7272,165148
2013/04/22,811259,824960,810281,824960,▲2936,＋0.36%,829461,805045,740327,705734,4580,164560
2013/04/19,833767,841596,813217,822024,▼19572,－2.33%,827896,802795,738109,704731,3936,163557
2013/04/18,827896,848446,826917,841596,▲1957,＋0.23%,821828,801082,735809,703834,5917,163601
2013/04/17,813217,847468,813217,839639,▲20551,＋2.51%,810281,798538,733526,702879,6878,164568
2013/04/16,811259,819088,799516,819088,▲1957,＋0.24%,796972,796140,731226,701860,6386,164282
2013/04/15,788752,817131,783859,817131,▲25444,＋3.21%,786794,794917,729171,700784,4651,166758
2013/04/12,783859,809302,780923,791687,▲7829,＋1.00%,773877,793791,727132,699503,8500,166765
2013/04/11,767222,784837,767222,783859,▲10765,＋1.39%,774268,794134,725828,698492,3232,167491
2013/04/10,770158,778966,755479,773094,▲4893,＋0.64%,777400,793791,724262,697546,4090,166993
2013/04/09,748629,779944,743736,768201,▲15658,＋2.08%,783076,794476,722924,696486,6598,166439
2013/04/08,795602,795602,748629,752543,▼41101,－5.18%,792862,795259,721587,695385,7419,165406
2013/04/05,795602,802452,782880,793645,▼5872,－0.73%,803431,796336,720282,694317,3872,166131
2013/04/04,801473,810281,794623,799516,▼1957,－0.24%,812238,793400,718129,692588,4803,165946
2013/04/03,817131,818110,798538,801473,▼15658,－1.92%,811847,789388,715830,690859,6078,165566
2013/04/02,805388,822024,800495,817131,▲11743,＋1.46%,813217,785229,713497,689163,8507,166301
2013/04/01,834746,834746,805388,805388,▼32294,－3.86%,811064,780042,710969,687418,4550,165489
2013/03/29,798538,837682,795602,837682,▲40123,＋5.03%,805975,775883,708572,685493,11589,166049
2013/03/28,808324,808324,793645,797559,▼10765,－1.33%,795993,770305,705522,683299,3198,158144
2013/03/27,808324,809302,792666,808324,▲1957,＋0.24%,794623,766391,702961,681293,4168,158334
2013/03/26,779944,808324,773094,806366,▲26422,＋3.39%,791296,760764,700466,679214,5283,158412
2013/03/25,787773,791687,775051,779944,▼7829,－0.99%,788947,754550,697628,677028,3406,156750
2013/03/22,777987,790709,777987,787773,▼2936,－0.37%,791883,748776,695149,674989,1973,156427
2013/03/21,792666,792666,776030,790709,▼979,－0.12%,794036,741926,692294,672951,3445,156242
2013/03/20,794623,794623,781901,791687,▼2936,－0.37%,791296,735663,689293,670887,1312,156690
2013/03/19,793645,795602,785816,794623,0.0,0.00%,790317,729351,686553,668767,2347,156653
2013/03/18,783859,798538,778966,794623,▼3914,－0.49%,788164,722207,683846,666549,3071,156033
2013/03/15,770158,798538,768201,798538,▲21529,＋2.77%,784054,715063,680714,664331,4069,155767
2013/03/14,781901,781901,764287,777008,▼9786,－1.24%,771333,707724,677517,662121,4534,155889
2013/03/13,782880,787773,766244,786794,▲2936,＋0.37%,759785,701852,674728,660082,3470,155293
2013/03/12,776030,788752,763308,783859,▲9786,＋1.26%,746085,695540,671793,657970,5300,154742
2013/03/11,732971,777987,725143,774073,▲39144,＋5.33%,731993,689864,669656,655980,7664,153612
2013/03/08,721228,736886,720250,734929,▲15658,＋2.18%,721620,683699,667960,654055,3862,153524
2013/03/07,717314,721228,712421,719271,▲979,＋0.14%,719858,679736,666639,652343,1856,152509
2013/03/06,713399,721228,702635,718292,▲4893,＋0.69%,719858,676408,665464,650712,2957,152060
2013/03/05,722207,722207,702635,713399,▼8807,－1.22%,715357,672788,664306,649073,5172,151713
2013/03/04,727100,733950,708506,722207,▼3914,－0.54%,709094,669313,663507,647425,4590,151021
2013/02/28,719271,729057,715357,726121,▲6850,＋0.95%,697546,666622,662268,645680,5361,150366
2013/02/27,691870,724164,691870,719271,▲23486,＋3.38%,682476,663589,660571,643894,7171,150046
2013/02/26,677191,695785,677191,695785,▲13700,＋2.01%,671711,661387,658777,642051,5464,150124
2013/02/25,666427,685020,662512,682084,▲17615,＋2.65%,665644,660751,657733,640331,6777,150149
2013/02/22,646855,667405,645876,664469,▲13700,＋2.11%,659576,661387,657016,638724,5142,150130
2013/02/21,660555,665448,649790,650769,▼14679,－2.21%,657032,662757,657065,637297,4295,149620
2013/02/20,662512,671320,655662,665448,0.0,0.00%,657228,664420,657538,635947,4732,149605
2013/02/19,652726,665448,646855,665448,▲13700,＋2.10%,656053,666378,657994,634479,5019,148735
2013/02/18,649790,652726,645876,651748,0.0,0.00%,655075,668188,658630,633011,3346,148221
2013/02/15,650769,655662,650769,651748,0.0,0.00%,658794,670390,659479,631527,2984,148647
2013/02/14,653705,659576,643919,651748,▼7829,－1.19%,658598,672543,660066,630051,5638,148566
2013/02/13,652726,661534,646855,659576,▼979,－0.15%,659381,675625,660653,628587,5805,148233
2013/02/12,660555,663491,649790,660555,▼9786,－1.46%,658011,677142,661729,627058,4785,147722
2013/02/08,644897,670341,639026,670341,▲19572,＋3.01%,655075,678757,663083,625582,7179,148128
2013/02/07,648812,664469,648812,650769,▼4893,－0.75%,649790,679638,664062,624131,5149,148897
2013/02/06,653705,655662,647833,655662,▲2936,＋0.45%,653313,680812,664551,622932,3090,148780
2013/02/05,643919,652726,640983,652726,▲6850,＋1.06%,655271,681252,665138,621562,4309,148759
2013/02/04,642940,645876,638047,645876,▲1957,＋0.30%,659772,681693,665970,620233,3541,147303
2013/02/01,668384,668384,640983,643919,▼24465,－3.66%,667209,682476,667095,618993,6394,146819
2013/01/31,655662,668384,655662,668384,▲2936,＋0.44%,677387,683552,668270,617692,3593,146908
2013/01/30,667405,669362,650769,665448,▼9786,－1.45%,682084,683210,669069,616159,6676,146953
2013/01/29,677191,683063,663491,675234,▼7829,－1.15%,685803,682671,669950,614691,3493,145347
2013/01/28,686977,693827,681106,683063,▼11743,－1.69%,691674,681106,670618,613297,1508,145535
2013/01/25,685020,695785,683063,694806,▲2936,＋0.42%,695393,679882,670896,611764,2146,145631
2013/01/24,675234,691870,666427,691870,▲7829,＋1.14%,695589,676947,671140,610133,5199,145739
2013/01/23,698720,698720,673277,684041,▼20551,－2.92%,696176,673913,671352,608502,9084,144359
2013/01/22,701656,707528,694806,704592,▲2936,＋0.42%,702048,670537,671858,606871,3490,145048
2013/01/21,696763,704592,688934,701656,▲5872,＋0.84%,699112,665839,672233,605077,2095,145411
2013/01/18,694806,698720,685999,695785,▲979,＋0.14%,697350,662121,672494,603274,2069,144334
2013/01/17,710464,715357,686977,694806,▼18593,－2.61%,695785,658940,672396,601549,3840,143800
2013/01/16,683063,718292,677191,713399,▲23486,＋3.40%,691674,654537,671874,599878,6454,143933
2013/01/15,690892,694806,683063,689913,▼2936,－0.42%,681888,649203,671156,598035,2648,144164
2013/01/14,683063,692849,676213,692849,▲4893,＋0.71%,676213,645191,670830,596387,3861,144327
2013/01/11,673277,687956,672298,687956,▲13700,＋2.03%,669950,641081,670047,594773,5707,144445
2013/01/10,664469,675234,658598,674255,▲9786,＋1.47%,665448,639466,669183,593134,3868,145584
2013/01/09,656641,665448,655662,664469,▲2936,＋0.44%,662904,639368,668351,591588,2024,146010
2013/01/08,661534,663491,653705,661534,0.0,0.00%,660946,638928,667046,590161,1883,146089
2013/01/07,667405,667405,651748,661534,▼3914,－0.59%,657423,638292,665888,588726,2576,145788
2013/01/04,656641,668384,656641,665448,▲3914,＋0.59%,656836,637656,664828,587189,2376,145936
2013/01/03,654683,666427,651748,661534,▲6850,＋1.05%,650965,637656,663866,585802,3277,146068
2013/01/02,648812,664469,648812,654683,▲10765,＋1.67%,644897,636971,662414,584530,4345,146340
2012/12/28,657619,670341,643919,643919,▼14679,－2.23%,637264,635454,661077,583478,8560,144079
2012/12/27,628261,660555,628261,658598,▲22508,＋3.54%,630610,633839,659625,582434,5443,148694
2012/12/26,633154,639026,627283,636090,▲4893,＋0.78%,624347,632567,657962,581211,4120,149783
2012/12/24,618475,636090,608689,631197,▲14679,＋2.38%,623564,632714,656429,580069,3425,149964
2012/12/21,615539,621411,603796,616518,▲5872,＋0.96%,618671,634524,654830,579001,3280,150215
2012/12/20,623368,627283,610646,610646,▼16636,－2.65%,616714,637656,653607,578104,3634,149040
2012/12/18,632176,641962,622390,627283,▼4893,－0.77%,616518,641766,652482,577337,4316,149070
2012/12/17,603796,634133,601839,632176,▲25444,＋4.19%,613191,645582,650981,576440,5608,149709
2012/12/14,601839,612604,596946,606732,0.0,0.00%,617888,649105,649252,575486,7241,149233
2012/12/13,607711,612604,596946,606732,▼2936,－0.48%,631001,653118,647947,574915,7293,150000
2012/12/12,611625,624347,599882,609668,▼979,－0.16%,640787,657130,646724,574426,5639,148872
2012/12/11,648812,655662,610646,610646,▼45016,－6.87%,648616,662855,645436,573904,7128,147649
2012/12/10,662512,665448,640983,655662,▼16636,－2.47%,656249,669411,644147,573464,8798,148145
2012/12/07,656641,672298,647833,672298,▲16636,＋2.54%,658206,673081,642304,572632,6098,150815
2012/12/06,645876,660555,630218,655662,▲6850,＋1.06%,653313,673473,640151,571637,6244,149782
2012/12/05,647833,657619,640983,648812,0.0,0.00%,647050,675234,638047,570764,3442,149444
2012/12/04,665448,665448,646855,648812,▼16636,－2.50%,639613,677925,635960,569875,3457,149665
2012/12/03,645876,667405,637069,665448,▲17615,＋2.72%,636481,681155,633839,568954,8977,149273
2012/11/30,625325,649790,618475,647833,▲23486,＋3.76%,631197,683601,631344,567804,5684,146043
2012/11/29,612604,628261,607711,624347,▲12722,＋2.08%,635111,687026,629093,566809,8173,146850
2012/11/28,634133,634133,605753,611625,▼21529,－3.40%,646072,691723,627217,565961,8821,146256
2012/11/27,639026,650769,626304,633154,▼5872,－0.92%,662316,696910,625325,565317,9580,145974
2012/11/26,660555,665448,637069,639026,▼28379,－4.25%,676408,700237,622928,564477,9252,142914
2012/11/23,678170,678170,648812,667405,▼11743,－1.73%,689130,703760,620432,563612,7076,140599
2012/11/22,693827,694806,671320,679148,▼13700,－1.98%,693045,705620,617529,562479,2993,140099
2012/11/21,698720,699699,685020,692849,▼10765,－1.53%,694610,707381,614357,561280,3510,141002
2012/11/20,695785,707528,694806,703613,▲979,＋0.14%,700873,709094,610964,559869,3208,141994
2012/11/19,686977,703613,674255,702635,▲15658,＋2.28%,708506,709779,607393,558279,5390,143330
