[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/24,568000,571000,566000,566000,▼1000,－0.18%,572000,581000,589804,601473,955,104601
2017/11/23,569000,574000,566000,567000,▼2000,－0.35%,572400,582449,590238,602285,1752,104687
2017/11/22,576000,584000,568000,569000,▼12000,－2.07%,573200,583849,590574,602992,2991,104316
2017/11/21,577000,586000,572000,581000,▲4000,＋0.69%,575600,585148,590877,603673,2095,104098
2017/11/20,567000,583000,566000,577000,▲9000,＋1.58%,575400,585848,590898,604254,2766,103759
2017/11/17,570000,574000,564000,568000,▼3000,－0.53%,575600,586747,591133,604747,1689,103025
2017/11/16,582000,582000,570000,571000,▼10000,－1.72%,577400,588097,591452,605306,1951,103263
2017/11/15,575000,583000,575000,581000,▲1000,＋0.17%,578800,589296,591509,605889,1495,103141
2017/11/14,573000,580000,566000,580000,▲2000,＋0.35%,577400,589996,591449,606381,3141,102874
2017/11/13,573000,585000,569000,578000,▲1000,＋0.17%,576600,590745,591454,606865,2921,102969
2017/11/10,572000,579000,572000,577000,▼1000,－0.17%,578800,591594,591541,607430,1197,102722
2017/11/09,580000,580000,572000,578000,▲4000,＋0.70%,581200,592494,591564,607996,1804,102848
2017/11/08,573000,582000,572000,574000,▼2000,－0.35%,581600,593343,591586,608627,2126,102760
2017/11/07,582000,590000,573000,576000,▼13000,－2.21%,585800,594393,591610,609356,2843,102505
2017/11/06,585000,593000,576000,589000,0.0,0.00%,590400,595342,591600,610110,2241,102201
2017/11/03,590000,593000,580000,589000,▲9000,＋1.55%,597600,595642,591406,610535,1540,102147
2017/11/02,591000,595000,580000,580000,▼15000,－2.52%,598798,595941,591506,610985,3479,102325
2017/11/01,599000,604000,588000,595000,▼4000,－0.67%,601796,596690,591984,611452,4626,102340
2017/10/31,610000,620000,597000,599000,▼26000,－4.16%,601793,595809,592245,611713,11986,102150
2017/10/30,595000,625000,561000,625000,▲30011,＋5.04%,600991,593309,592488,611957,23555,101425
2017/10/27,594989,594989,594989,594989,0.0,0.00%,594989,590585,592396,612074,0,62988
2017/10/26,594989,594989,594989,594989,0.0,0.00%,594989,589802,592754,612449,0,62988
2017/10/25,594989,594989,594989,594989,0.0,0.00%,594989,589704,592917,612913,0,62988
2017/10/24,594989,594989,594989,594989,0.0,0.00%,594989,589900,592966,613386,0,62988
2017/10/23,594989,594989,594989,594989,0.0,0.00%,594989,590292,593162,613737,0,62988
2017/10/20,594989,594989,594989,594989,0.0,0.00%,594989,590879,593293,613957,0,62988
2017/10/19,594989,594989,594989,594989,0.0,0.00%,594989,590928,593488,614137,0,62988
2017/10/18,594989,594989,594989,594989,0.0,0.00%,594989,590830,593554,614186,0,62988
2017/10/17,594989,594989,594989,594989,0.0,0.00%,594989,590928,593749,614284,0,62988
2017/10/16,594989,594989,594989,594989,0.0,0.00%,594989,590977,593863,614284,0,95289
2017/10/13,594989,594989,594989,594989,0.0,0.00%,594989,590928,593912,614349,0,95289
2017/10/12,594989,594989,594989,594989,0.0,0.00%,594989,591123,593945,614267,0,95289
2017/10/11,594989,594989,594989,594989,0.0,0.00%,594989,590977,593880,614251,0,95289
2017/10/10,594989,594989,594989,594989,0.0,0.00%,591466,591221,593896,614267,0,95289
2017/09/29,594989,594989,594989,594989,0.0,0.00%,582267,591710,593961,614324,0,95289
2017/09/28,594989,594989,594989,594989,0.0,0.00%,577374,592053,594027,614332,0,95289
2017/09/27,578353,614561,578353,594989,▲17615,＋3.05%,574242,592542,594304,614430,17609,94397
2017/09/26,540187,586181,530401,577374,▲28379,＋5.17%,573851,593178,594597,614610,7029,95013
2017/09/25,568567,572481,529423,548995,▼21529,－3.77%,578157,594451,595315,614871,7404,95614
2017/09/22,579331,580310,568567,570524,▼8807,－1.52%,588921,597289,596538,615384,4593,96818
2017/09/21,588139,592053,579331,579331,▼13700,－2.31%,596163,597827,597321,615743,3172,97977
2017/09/20,604775,605753,592053,593032,▼5872,－0.98%,599490,598463,598022,615931,1569,98932
2017/09/19,611625,611625,596946,598903,▼3914,－0.65%,599490,598169,598430,616167,1781,99285
2017/09/18,601839,608689,599882,602818,▼3914,－0.65%,599099,597582,598854,616379,1662,100338
2017/09/15,595967,610646,589117,606732,▲10765,＋1.81%,597729,596555,599311,616396,4363,99864
2017/09/14,591074,595967,584224,595967,▲2936,＋0.50%,595185,595772,599670,616110,4487,99552
2017/09/13,595967,598903,593032,593032,▼3914,－0.66%,595772,595331,600175,615898,1297,99669
2017/09/12,594989,602818,590096,596946,▲979,＋0.16%,595576,594402,600795,615751,1648,100002
2017/09/11,591074,602818,591074,595967,▲1957,＋0.33%,596163,593423,601399,615613,1208,99610
2017/09/08,592053,600860,589117,594010,▼4893,－0.82%,597925,592640,601986,615572,1719,99458
2017/09/07,595967,604775,594010,598903,▲6850,＋1.16%,599490,592102,602801,615523,1225,99574
2017/09/06,605753,605753,590096,592053,▼7829,－1.31%,600665,591074,603682,615352,2366,99399
2017/09/05,604775,605753,595967,599882,▼4893,－0.81%,603796,590438,604693,615311,2414,99403
2017/09/04,594010,605753,594010,604775,▲2936,＋0.49%,604383,589215,605492,615295,1915,100125
2017/09/01,600860,608689,599882,601839,▼2936,－0.49%,604579,587747,606357,615164,1150,100194
2017/08/31,607711,608689,602818,604775,▼2936,－0.48%,600469,586524,607450,615075,1046,100421
2017/08/30,604775,610646,604775,607711,▲4893,＋0.81%,597925,586035,608542,614895,2421,100286
2017/08/29,605753,606732,592053,602818,▼2936,－0.48%,593814,586084,609472,614618,2906,100223
2017/08/28,587160,606732,584224,605753,▲24465,＋4.21%,590683,586475,610630,614324,3629,100213
2017/08/25,595967,595967,579331,581288,▼10765,－1.82%,585986,586866,611690,614129,3296,99542
2017/08/24,584224,594010,584224,592053,▲4893,＋0.83%,587943,588775,613142,614243,2361,100463
2017/08/23,594010,594010,583246,587160,0.0,0.00%,586964,589998,614332,614504,1171,100620
2017/08/22,589117,589117,582267,587160,▲4893,＋0.84%,584420,590879,615409,614854,1749,100806
2017/08/21,592053,593032,582267,582267,▼8807,－1.49%,582463,591417,616469,615197,1269,100864
2017/08/18,583246,594010,583246,591074,▲3914,＋0.67%,582071,592640,617611,615515,2851,101341
2017/08/17,569545,589117,567588,587160,▲12722,＋2.21%,580506,593227,618361,615662,2739,100960
2017/08/16,572481,577374,566609,574438,▼2936,－0.51%,578744,594206,619160,615857,2554,100558
2017/08/14,586181,586181,565631,577374,▼2936,－0.51%,579723,595429,620269,616151,5209,99992
2017/08/11,583246,583246,575417,580310,▼2936,－0.50%,579331,596897,621313,616436,2066,100315
2017/08/10,578353,585203,578353,583246,▲4893,＋0.85%,578353,597974,622275,616763,1763,100541
2017/08/09,575417,586181,575417,578353,▼979,－0.17%,577178,598707,623319,617146,1618,100476
2017/08/08,576395,583246,575417,579331,▲3914,＋0.68%,580506,599637,624428,617562,1934,100162
2017/08/07,573460,582267,573460,575417,0.0,0.00%,586377,600224,625668,617921,2848,100156
2017/08/04,575417,583246,572481,575417,▼1957,－0.34%,593423,601252,627103,618320,3643,100058
2017/08/03,594989,595967,576395,577374,▼17615,－2.96%,601056,602426,628620,618663,6616,100332
2017/08/02,605753,606732,594989,594989,▼13700,－2.25%,609472,603503,629664,619022,3763,100984
2017/08/01,607711,613582,604775,608689,▼1957,－0.32%,613778,604334,630463,619258,1593,101494
2017/07/31,613582,618475,606732,610646,▼2936,－0.48%,612995,604530,630920,619397,1417,101544
2017/07/28,618475,622390,610646,613582,▼5872,－0.95%,610451,605019,631181,619405,1859,101800
2017/07/27,615539,619454,609668,619454,▲2936,＋0.48%,609081,605460,631425,619397,2061,101599
2017/07/26,604775,620432,604775,616518,▲11743,＋1.94%,605753,605362,631752,619389,3799,101726
2017/07/25,603796,605753,597925,604775,▲6850,＋1.15%,603796,605607,632143,619380,2308,101402
2017/07/24,610646,610646,597925,597925,▼8807,－1.45%,602622,606243,632910,619340,1235,100786
2017/07/21,602818,610646,601839,606732,▲3914,＋0.65%,604383,607564,633807,619421,2178,100210
2017/07/20,603796,608689,601839,602818,▼3914,－0.65%,603405,608738,634312,619527,976,100351
2017/07/19,601839,607711,598903,606732,▲7829,＋1.31%,602426,610010,634622,619682,1720,100620
2017/07/18,604775,610646,597925,598903,▼7829,－1.29%,600469,610989,634785,619870,3146,100825
2017/07/17,602818,608689,598903,606732,▲4893,＋0.81%,598903,612555,634818,620000,1456,100979
2017/07/14,597925,601839,591074,601839,▲3914,＋0.65%,596750,613876,634818,620106,1595,101223
2017/07/13,600860,603796,594989,597925,▲979,＋0.16%,596163,615344,634704,620237,1774,101121
2017/07/12,598903,606732,588139,596946,▲5872,＋0.99%,596359,617594,634785,620400,3561,101320
2017/07/11,592053,600860,590096,591074,▼4893,－0.82%,599295,620335,634589,620538,1951,101758
2017/07/10,598903,605753,587160,595967,▼2936,－0.49%,603600,623417,634622,620661,2629,101793
2017/07/07,599882,606732,597925,598903,0.0,0.00%,608493,626010,634638,620750,1419,101987
2017/07/06,611625,613582,597925,598903,▼12722,－2.08%,613191,628897,634687,620799,4423,102006
2017/07/05,610646,616518,610646,611625,▼979,－0.16%,616909,632322,634638,620824,1634,101985
2017/07/04,622390,622390,612604,612604,▼7829,－1.26%,618867,635258,634557,620808,2856,102130
2017/07/03,624347,625325,614561,620432,▼1957,－0.31%,619845,637803,634622,620856,2679,102283
2017/06/30,617497,626304,616518,622390,▲4893,＋0.79%,620628,640396,634426,620742,3183,102161
2017/06/29,625325,625325,614561,617497,▼3914,－0.63%,622194,642744,634231,620636,2803,101483
2017/06/28,622390,622390,615539,621411,▲3914,＋0.63%,624347,645289,634165,620661,2185,101313
2017/06/27,623368,636090,617497,617497,▼6850,－1.10%,625325,647393,633839,620775,3046,100630
2017/06/26,631197,631197,622390,624347,▼5872,－0.93%,627870,649105,633904,620930,1879,100608
2017/06/23,634133,635111,628261,630218,▲1957,＋0.31%,629631,650426,633904,621068,1138,100720
2017/06/22,626304,630218,621411,628261,▲1957,＋0.31%,629827,651454,633480,621150,2068,100944
2017/06/21,630218,633154,625325,626304,▼3914,－0.62%,632763,651845,632551,621346,1624,101283
2017/06/20,633154,634133,622390,630218,▼2936,－0.46%,637851,652286,631621,621599,4134,101198
2017/06/19,633154,636090,625325,633154,▲1957,＋0.31%,642353,652824,630708,621811,2152,101449
2017/06/16,645876,645876,628261,631197,▼11743,－1.83%,645289,653167,629827,622072,4767,101243
2017/06/15,650769,651748,640983,642940,▼8807,－1.35%,650378,653509,629158,622398,2434,102139
2017/06/14,648812,656641,646855,651748,▼979,－0.15%,655271,653656,628245,622675,2157,102299
2017/06/13,645876,656641,645876,652726,▲4893,＋0.76%,658989,653313,627022,622806,2503,102183
2017/06/12,658598,658598,643919,647833,▼8807,－1.34%,661142,653362,625929,622920,3435,102432
2017/06/09,672298,672298,653705,656641,▼10765,－1.61%,666035,654047,625097,623050,3638,102326
2017/06/08,670341,671320,656641,667405,▼2936,－0.44%,668580,654537,623972,623042,5898,102690
2017/06/07,658598,674255,657619,670341,▲6850,＋1.03%,668775,653167,622699,622936,4347,103171
2017/06/05,666427,671320,662512,663491,▼8807,－1.31%,667405,651797,621248,622936,3067,102871
2017/06/02,665448,673277,660555,672298,▲2936,＋0.44%,665057,650426,619764,622797,3648,103032
2017/06/01,665448,671320,659576,669362,▲979,＋0.15%,660751,648127,618019,622545,2675,103352
2017/05/31,662512,668384,651748,668384,▲4893,＋0.74%,657032,646072,616567,622292,3724,103845
2017/05/30,647833,667405,647833,663491,▲11743,＋1.80%,650573,644604,615344,622096,4400,103285
2017/05/29,653705,654683,648812,651748,▲979,＋0.15%,644897,643430,614675,621990,2093,101798
2017/05/26,650769,656641,644897,650769,0.0,0.00%,642744,643381,614300,621900,3041,101549
2017/05/25,633154,652726,633154,650769,▲14679,＋2.31%,640592,643430,613925,621900,5725,101651
2017/05/24,640004,640004,631197,636090,▲979,＋0.15%,638047,642744,613419,621794,2124,101885
2017/05/23,638047,639026,630218,635111,▼5872,－0.92%,640004,642011,612962,621786,3378,102181
2017/05/22,643919,643919,637069,640983,▲979,＋0.15%,641962,641081,612555,621908,2408,102375
2017/05/19,640004,644897,636090,640004,▲1957,＋0.31%,644506,639075,612033,622063,3060,102487
2017/05/18,648812,650769,635111,638047,▼7829,－1.21%,648812,637411,611560,622333,2822,102171
2017/05/17,646855,650769,642940,645876,▲979,＋0.15%,654488,635258,611250,622618,2801,102670
2017/05/16,651748,656641,640983,644897,▼8807,－1.35%,653313,633105,610973,622960,4393,103161
2017/05/15,663491,665448,646855,653705,▼7829,－1.18%,652922,630121,610695,623344,2453,103163
2017/05/12,667405,667405,653705,661534,▼4893,－0.73%,649399,627087,610173,623662,4015,103167
2017/05/11,643919,666427,640983,666427,▲26422,＋4.13%,642353,623858,609537,623898,5498,104554
2017/05/10,644897,668384,639026,640004,▼2936,－0.46%,634720,620628,608706,624004,5388,103700
2017/05/08,636090,643919,631197,642940,▲6850,＋1.08%,634524,618426,608379,624469,2119,102516
2017/05/04,626304,636090,623368,636090,▲9786,＋1.56%,633937,616616,608053,624869,3005,102872
2017/05/02,628261,635111,617497,626304,▼1957,－0.31%,636873,615637,607874,625293,2838,102514
2017/04/28,634133,647833,621411,628261,▼10765,－1.68%,641962,614757,607629,625872,5201,103608
2017/04/27,652726,654683,625325,639026,▼979,－0.15%,643723,613876,607368,626451,11009,102919
2017/04/26,650769,652726,640004,640004,▼10765,－1.65%,640200,612604,607026,626916,2363,100682
2017/04/25,651748,657619,646855,650769,▼979,－0.15%,635503,610695,606618,627266,4194,100729
2017/04/24,636090,654683,636090,651748,▲14679,＋2.30%,625521,609227,605770,627283,5755,101971
2017/04/21,630218,640983,626304,637069,▲15658,＋2.52%,616518,607857,605036,627397,8813,101760
2017/04/20,616518,625325,611625,621411,▲4893,＋0.79%,608102,606243,604742,627723,4242,101487
2017/04/19,597925,617497,597925,616518,▲15658,＋2.61%,604383,603796,604742,628229,4108,100651
2017/04/18,606732,606732,596946,600860,▼5872,－0.97%,598120,601496,604954,628832,1294,100124
2017/04/17,598903,609668,594989,606732,▲11743,＋1.97%,596555,600224,605183,629444,1768,100066
2017/04/14,601839,604775,590096,594989,▼7829,－1.30%,594597,598903,605395,630023,1433,99840
2017/04/13,585203,602818,585203,602818,▲17615,＋3.01%,595967,598707,605770,630700,2432,99861
2017/04/12,592053,593032,583246,585203,▼7829,－1.32%,594597,597974,606014,631360,2705,98949
2017/04/11,594010,598903,589117,593032,▼3914,－0.66%,598903,597631,606487,632086,999,99755
2017/04/10,597925,603796,595967,596946,▼4893,－0.81%,603600,597337,606699,632706,1059,99829
2017/04/07,595967,603796,594989,601839,▲5872,＋0.99%,605949,597386,606862,633399,1727,100151
2017/04/06,603796,606732,593032,595967,▼10765,－1.77%,607711,596750,606911,633994,2548,100174
2017/04/05,626304,626304,602818,606732,▼9786,－1.59%,611234,596506,607009,634704,2415,100601
2017/04/04,605753,621411,604775,616518,▲7829,＋1.29%,610255,595331,607058,635340,2309,100500
2017/04/03,610646,620432,606732,608689,▼1957,－0.32%,611234,593227,607091,635960,1863,100746
2017/03/31,613582,618475,603796,610646,▼2936,－0.48%,614365,591172,607058,636596,1603,100536
2017/03/30,595967,616518,594010,613582,▲11743,＋1.95%,613191,589753,607042,637215,3142,100551
2017/03/29,614561,614561,596946,601839,▼19572,－3.15%,604971,588824,607156,637688,6780,100724
2017/03/28,624347,628261,611625,621411,▼2936,－0.47%,598707,589900,607711,638349,5510,100816
2017/03/27,604775,626304,601839,624347,▲19572,＋3.24%,589509,590292,607955,638749,5864,100497
2017/03/24,578353,606732,577374,604775,▲32294,＋5.64%,580701,590487,608233,639148,6386,101512
2017/03/23,569545,576395,566609,572481,▲1957,＋0.34%,577961,591270,608820,639711,2149,100277
2017/03/22,577374,580310,567588,570524,▼4893,－0.85%,581093,593081,610141,640763,3926,99061
2017/03/21,580310,581288,572481,575417,▼4893,－0.84%,582658,595087,611576,641758,3356,98174
2017/03/20,591074,591074,576395,580310,▼10765,－1.82%,585007,596799,612913,642671,2743,98216
2017/03/17,588139,591074,579331,591074,▲2936,＋0.50%,588530,598365,614316,643544,3274,98310
2017/03/16,580310,589117,576395,588139,▲9786,＋1.69%,588139,599784,615637,644327,2305,97827
2017/03/15,588139,593032,575417,578353,▼8807,－1.50%,588726,601839,617105,645036,3416,97982
2017/03/14,594989,601839,587160,587160,▼10765,－1.80%,589704,604334,618589,645843,2642,97168
2017/03/13,590096,601839,590096,597925,▲8807,＋1.50%,587160,606096,619910,646512,2613,97243
2017/03/10,586181,598903,583246,589117,▼1957,－0.33%,581093,607368,621003,646863,3145,97132
2017/03/09,580310,594989,580310,591074,▲7829,＋1.34%,579723,608738,622112,647262,2236,97122
2017/03/08,570524,593032,565631,583246,▲8807,＋1.53%,580506,610206,623172,647629,3583,97084
2017/03/07,567588,579331,567588,574438,▲6850,＋1.21%,588530,612212,624624,648143,4010,97125
