[일시]대한항공,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2004/09/15,18396,18503,17913,17913,▼697,－3.75%,18450,17911,16300,16508,570430,20806442
2004/09/14,18450,18611,18289,18611,▲161,＋0.87%,18632,17857,16233,16518,609453,20996052
2004/09/13,18664,18718,18182,18450,▼54,－0.29%,18664,17758,16164,16529,764816,20910612
2004/09/10,18771,18771,18182,18503,▼268,－1.43%,18771,17664,16088,16538,413401,21068582
2004/09/09,18986,18986,18289,18771,▼54,－0.28%,18675,17543,16010,16545,647490,21165782
2004/09/08,18825,19308,18503,18825,▲54,＋0.29%,18482,17401,15939,16555,878586,21331302
2004/09/07,18879,18879,18503,18771,▼215,－1.13%,18278,17248,15870,16562,359540,21172570
2004/09/06,18128,18986,18074,18986,▲965,＋5.36%,18021,17114,15800,16566,783210,21270170
2004/09/03,17806,18396,17699,18021,▲215,＋1.20%,17688,16969,15724,16568,922900,21316710
2004/09/02,17592,17913,17431,17806,0.0,0.00%,17667,16862,15664,16580,628107,21281940
2004/09/01,17377,17806,17270,17806,▲322,＋1.84%,17677,16760,15621,16595,681905,21312790
2004/08/31,17377,17592,17323,17484,▲161,＋0.93%,17592,16605,15580,16617,504100,21399310
2004/08/30,17699,17699,17323,17323,▼590,－3.29%,17559,16500,15543,16646,356509,21488620
2004/08/27,17967,18021,17484,17913,▲54,＋0.30%,17431,16396,15513,16677,940885,21556210
2004/08/26,17645,17913,17645,17860,▲483,＋2.78%,17173,16264,15460,16703,633930,21773870
2004/08/25,17431,17484,17162,17377,▲54,＋0.31%,17034,16117,15410,16730,331025,21588410
2004/08/24,17109,17484,17002,17323,▲644,＋3.86%,16926,16023,15381,16754,1417234,21603900
2004/08/23,16841,17162,16626,16680,▲54,＋0.32%,16787,15934,15353,16772,481549,21340130
2004/08/20,16841,17055,16412,16626,▼536,－3.13%,16766,15851,15338,16793,581002,21434650
2004/08/19,16948,17323,16894,17162,▲322,＋1.91%,16658,15784,15325,16808,678311,21552680
2004/08/18,16626,16841,16412,16841,▲215,＋1.29%,16412,15712,15287,16813,309490,21497950
2004/08/17,16948,17055,16412,16626,▲54,＋0.32%,16197,15658,15250,16823,328788,21478330
2004/08/16,16036,16680,15929,16573,▲483,＋3.00%,16090,15564,15229,16838,825072,21467380
2004/08/13,15714,16090,15500,16090,▲161,＋1.01%,15993,15486,15202,16855,448222,21510480
2004/08/12,15929,16143,15714,15929,▲161,＋1.02%,15950,15425,15166,16871,442742,21605870
2004/08/11,16143,16358,15714,15768,▼322,－2.00%,15918,15350,15133,16888,971903,21707190
2004/08/10,16090,16090,15607,16090,0.0,0.00%,15704,15304,15087,16907,494510,21620866
2004/08/09,15661,16143,15553,16090,▲215,＋1.35%,15564,15242,15015,16920,503908,21746716
2004/08/06,15232,15929,15124,15875,▲107,＋0.68%,15393,15162,14972,16931,626080,21699806
2004/08/05,15124,15822,14856,15768,▲1073,＋7.30%,15275,15122,14945,16950,906060,21679316
2004/08/04,15124,15124,14534,14695,▼697,－4.53%,15103,15095,14931,16973,732980,21888796
2004/08/03,15178,15393,15017,15393,▲161,＋1.06%,15264,15141,14931,17007,171952,22396566
2004/08/02,15232,15500,14856,15232,▼54,－0.35%,15296,15167,14939,17037,450777,22387456
2004/07/30,14910,15393,14910,15285,▲375,＋2.52%,15253,15183,14963,17069,265880,22308296
2004/07/29,15446,15446,14856,14910,▼590,－3.81%,15253,15197,14995,17100,287280,22367526
2004/07/28,15714,15714,15339,15500,▼54,－0.34%,15414,15256,15041,17131,298807,22460186
2004/07/27,15017,15553,14803,15553,▲536,＋3.57%,15468,15285,15072,17150,239825,22388726
2004/07/26,15071,15393,15017,15017,▼268,－1.75%,15307,15291,15099,17171,202160,22441386
2004/07/23,15822,15822,15285,15285,▼429,－2.73%,15307,15320,15140,17196,247855,22532086
2004/07/22,15285,15983,15232,15714,▼54,－0.34%,15221,15318,15191,17221,377078,22608266
2004/07/21,15017,15768,14910,15768,▲1019,＋6.91%,14964,15277,15235,17246,1219730,22592576
2004/07/20,14588,14749,14481,14749,▼268,－1.79%,14781,15183,15276,17275,343531,22903416
2004/07/19,14427,15017,14427,15017,▲161,＋1.08%,14803,15170,15351,17306,332534,23060646
2004/07/16,14266,14964,14159,14856,▲429,＋2.97%,14695,15114,15426,17339,441811,23220006
2004/07/15,14534,14695,14320,14427,▼429,－2.89%,14738,15063,15498,17380,290586,23362756
2004/07/14,14803,15017,14642,14856,0.0,0.00%,14899,15065,15587,17427,430030,23431296
2004/07/13,14481,14856,14213,14856,▲375,＋2.59%,15049,15057,15672,17472,528275,23360466
2004/07/12,15017,15124,14374,14481,▼590,－3.91%,15264,15044,15750,17512,709380,23609236
2004/07/09,15232,15232,14910,15071,▼161,－1.06%,15478,15041,15835,17558,546679,23916976
2004/07/08,15661,16143,15232,15232,▼375,－2.41%,15575,15009,15910,17600,575870,24327046
2004/07/07,15553,15607,15232,15607,▼322,－2.02%,15747,15009,15992,17641,275966,24418356
2004/07/06,15553,16090,15446,15929,▲375,＋2.41%,15843,14996,16063,17685,307594,24479726
2004/07/05,15285,15607,15178,15553,0.0,0.00%,15789,14961,16136,17727,177611,24388136
2004/07/02,15661,15714,15285,15553,▼536,－3.33%,15800,14961,16225,17769,898351,24400906
2004/07/01,16090,16304,15822,16090,0.0,0.00%,15736,14918,16313,17805,375450,24992726
2004/06/30,15929,16251,15875,16090,▲429,＋2.74%,15500,14856,16391,17843,565024,24840056
2004/06/29,15768,16197,15661,15661,▲54,＋0.34%,15060,14835,16448,17878,561518,24780334
2004/06/28,15232,15875,15124,15607,▲375,＋2.46%,14824,14835,16503,17912,615585,24856314
2004/06/25,14910,15446,14749,15232,▲322,＋2.16%,14481,14843,16565,17942,498970,24667864
2004/06/24,14213,14910,14052,14910,▲1019,＋7.34%,14202,14872,16642,17975,539243,24506814
2004/06/23,14159,14481,13891,13891,▼590,－4.07%,14116,14872,16716,18013,319770,24309424
2004/06/22,13998,14588,13837,14481,▲590,＋4.25%,14277,14907,16802,18059,314863,24359654
2004/06/21,13730,14105,13730,13891,▲54,＋0.39%,14298,14953,16893,18096,375023,24354764
2004/06/18,14159,14213,13676,13837,▼644,－4.44%,14406,15006,16988,18139,442840,24458554
2004/06/17,14427,14588,14159,14481,▼215,－1.46%,14524,15012,17079,18184,246720,24595654
2004/06/16,14695,15017,14427,14695,▲107,＋0.74%,14674,14985,17171,18224,293444,24630734
2004/06/15,14588,14642,13891,14588,▲161,＋1.12%,14803,14899,17255,18272,391805,24656734
2004/06/14,14159,14642,14052,14427,0.0,0.00%,14931,14760,17332,18323,364614,24746284
2004/06/11,15285,15339,14427,14427,▼804,－5.28%,15157,14714,17412,18368,469850,24720934
2004/06/10,15232,15661,14964,15232,▼107,－0.70%,15210,14703,17495,18405,545570,24814834
2004/06/09,15822,15875,15232,15339,▲107,＋0.70%,15135,14690,17569,18439,499926,24893464
2004/06/08,15446,15553,15071,15232,▼322,－2.07%,15200,14658,17653,18472,623782,24936924
2004/06/07,15071,15553,14964,15553,▲858,＋5.84%,15285,14687,17749,18498,833686,25109804
2004/06/04,14856,15071,14374,14695,▼161,－1.08%,15328,14744,17841,18517,667973,25224034
2004/06/03,16197,16251,14695,14856,▼804,－5.14%,15553,14870,17947,18545,1343402,25451124
2004/06/02,15232,15768,14910,15661,0.0,0.00%,15564,15012,18051,18575,599839,25682014
2004/06/01,15446,15714,15393,15661,▼107,－0.68%,15350,15095,18128,18598,428279,25647344
2004/05/31,15553,15768,15339,15768,▼54,－0.34%,15296,15170,18190,18625,481930,25565804
2004/05/28,15553,15822,15285,15822,▲912,＋6.12%,15135,15256,18249,18653,770860,25424494
2004/05/27,15232,15393,14695,14910,▲322,＋2.21%,14760,15385,18291,18674,594680,25256084
2004/05/25,14588,14749,14374,14588,▼804,－5.23%,14567,15556,18338,18699,700137,25213524
2004/05/24,15607,15661,15017,15393,▲429,＋2.87%,14245,15739,18397,18725,919099,25323524
2004/05/21,14642,15124,14427,14964,▲1019,＋7.31%,13526,15929,18447,18737,1188196,25194574
2004/05/20,13301,14213,12872,13945,0.0,0.00%,13237,16157,18507,18755,1044247,25004184
2004/05/19,13408,14159,13355,13945,▲965,＋7.44%,13290,16420,18576,18784,1271705,24884964
2004/05/18,11370,13033,11370,12979,▲1180,＋10.00%,13494,16709,18642,18813,1491066,24864834
2004/05/17,13355,13515,11531,11799,▼1716,－12.70%,13837,17061,18728,18862,1834243,24782144
2004/05/14,14374,14642,13355,13515,▼697,－4.91%,14642,17447,18825,18924,1143221,24939495
2004/05/13,15017,15071,14052,14213,▼751,－5.02%,15275,17750,18890,18972,672669,24915915
2004/05/12,14964,15339,14588,14964,▲268,＋1.82%,15875,18018,18956,19019,910121,24913755
2004/05/11,15339,15661,14695,14695,▼1126,－7.12%,16422,18278,19015,19056,912180,24890055
2004/05/10,16787,16787,15500,15822,▼858,－5.14%,16948,18535,19083,19092,416954,25156625
2004/05/07,16948,17109,16626,16680,▼536,－3.12%,17216,18761,19136,19120,558549,25038255
2004/05/06,17431,17592,17002,17216,▼483,－2.73%,17377,18970,19175,19142,427575,24957577
2004/05/04,17431,17913,17431,17699,▲375,＋2.17%,17613,19152,19205,19156,292670,25000667
2004/05/03,16894,17431,16894,17323,▲161,＋0.94%,17742,19305,19221,19170,233101,24964867
2004/04/30,17216,17431,16787,17162,▼322,－1.84%,17924,19415,19228,19183,589302,24963697
2004/04/29,18074,18396,17377,17484,▼912,－4.96%,18332,19504,19244,19186,548292,25148257
2004/04/28,18342,18718,18342,18396,▲54,＋0.29%,18739,19597,19251,19181,575724,25301437
2004/04/27,18396,18450,18235,18342,▲107,＋0.59%,18900,19670,19250,19165,428512,25275203
2004/04/26,18986,19040,18235,18235,▼965,－5.03%,19179,19718,19257,19148,949883,25390303
2004/04/23,19683,19683,19147,19201,▼322,－1.65%,19533,19761,19273,19130,579337,25964434
2004/04/22,19522,19576,19361,19522,▲322,＋1.68%,19597,19799,19260,19100,390820,25711153
2004/04/21,19469,19737,19201,19201,▼536,－2.72%,19608,19801,19251,19065,647419,25675333
2004/04/20,20220,20273,19630,19737,▼268,－1.34%,19683,19807,19262,19034,459210,25390303
2004/04/19,19522,20005,19415,20005,▲483,＋2.47%,19769,19817,19268,19003,277673,25964434
2004/04/16,19522,19790,19415,19522,▼54,－0.27%,19737,19804,19272,18973,239761,25898384
2004/04/14,19415,19951,19308,19576,0.0,0.00%,19898,19790,19274,18949,277121,25849273
2004/04/13,20166,20327,19522,19576,▼590,－2.93%,20155,19772,19282,18920,260737,25895773
2004/04/12,19630,20488,19630,20166,▲322,＋1.62%,20413,19764,19290,18895,416992,25860803
2004/04/09,20059,20166,19576,19844,▼483,－2.37%,20531,19740,19290,18861,393044,25940353
2004/04/08,20863,20863,20273,20327,▼536,－2.57%,20466,19766,19307,18835,378352,25894013
2004/04/07,20863,20917,20380,20863,0.0,0.00%,20187,19799,19319,18806,617261,25897983
2004/04/06,21024,21024,20488,20863,▲107,＋0.52%,19887,19809,19314,18766,539160,25819925
2004/04/02,19844,20863,19790,20756,▲1234,＋6.32%,19683,19820,19297,18723,906785,25802165
2004/04/01,19040,19576,18986,19522,▲590,＋3.12%,19394,19836,19294,18678,392037,25392715
2004/03/31,19630,19683,18825,18932,▼429,－2.22%,19308,19874,19307,18641,461058,25315935
2004/03/30,20005,20005,19361,19361,▼483,－2.43%,19512,19898,19322,18606,277262,25433763
2004/03/29,19361,19844,19361,19844,▲536,＋2.78%,19555,19892,19319,18572,362153,25437283
2004/03/26,19630,19790,19093,19308,▲215,＋1.12%,19447,19817,19308,18531,407411,25426653
2004/03/25,19951,19951,18825,19093,▼858,－4.30%,19576,19740,19311,18492,630374,25433203
2004/03/24,19361,20059,19361,19951,▲375,＋1.92%,19705,19691,19317,18450,670110,25480593
2004/03/23,19093,19683,18986,19576,▲268,＋1.39%,19565,19613,19298,18406,637347,25227933
2004/03/22,19630,19844,19308,19308,▼644,－3.23%,19490,19563,19290,18368,581213,25101433
2004/03/19,19737,19951,19201,19951,▲215,＋1.09%,19512,19501,19288,18340,926648,24858533
2004/03/18,19576,19951,19415,19737,▲483,＋2.51%,19458,19399,19278,18308,819290,24721443
2004/03/17,19093,19415,18718,19254,▲54,＋0.28%,19587,19319,19289,18268,1008301,24540093
2004/03/16,18986,19201,18557,19201,▼215,－1.10%,19930,19238,19314,18238,495483,24926023
2004/03/15,19683,19844,19201,19415,▼268,－1.36%,20305,19150,19325,18213,415905,25071033
2004/03/12,19951,20273,18182,19683,▼697,－3.42%,20638,19085,19316,18186,913843,25086353
2004/03/11,20434,20756,20112,20380,▼590,－2.81%,20917,19026,19309,18159,817517,25027733
2004/03/10,20810,21239,20756,20970,▼107,－0.51%,20895,18948,19290,18121,534221,25034083
2004/03/09,20970,21292,20649,21078,0.0,0.00%,20584,18849,19247,18076,644731,24721333
2004/03/08,21292,21882,21024,21078,0.0,0.00%,20220,18745,19193,18035,2016316,24586753
2004/03/05,20220,21507,20220,21078,▲804,＋3.97%,19672,18643,19142,17995,2040776,23560653
2004/03/04,19415,20327,19308,20273,▲858,＋4.42%,19007,18522,19099,17958,1901815,22253903
2004/03/03,19361,19522,19147,19415,▲161,＋0.84%,18578,18396,19068,17931,863580,21515553
2004/03/02,18450,19308,18450,19254,▲912,＋4.97%,18375,18332,19059,17914,1321601,21107953
2004/02/27,17752,18342,17752,18342,▲590,＋3.32%,18235,18265,19057,17895,422780,20525723
2004/02/26,18128,18235,17699,17752,▼375,－2.07%,18182,18262,19057,17875,315592,20497353
2004/02/25,18235,18396,17699,18128,▼268,－1.46%,18214,18313,19059,17856,387246,20496283
2004/02/24,18342,18664,18289,18396,▼161,－0.87%,18214,18367,19053,17840,450630,20560563
2004/02/23,18182,18611,18074,18557,▲483,＋2.67%,18064,18369,19027,17823,584344,20524163
2004/02/20,17913,18235,17752,18074,▲161,＋0.90%,17838,18391,19004,17805,491270,20392903
2004/02/19,17913,18182,17752,17913,▼215,－1.18%,17849,18479,18993,17789,522628,20231823
2004/02/18,17860,18235,17806,18128,▲483,＋2.74%,17967,18586,18983,17769,1074161,20235973
2004/02/17,17806,17913,17538,17645,▲215,＋1.23%,18106,18694,18996,17746,678193,20068013
2004/02/16,18021,18074,17323,17431,▼697,－3.85%,18375,18793,19023,17724,1532452,19987063
2004/02/13,18611,18718,18021,18128,▼375,－2.03%,18686,18924,19054,17701,727871,20545633
2004/02/12,18986,19093,18182,18503,▼322,－1.71%,18868,19021,19082,17670,668728,20735593
2004/02/11,18879,19361,18825,18825,▼161,－0.85%,18900,19104,19098,17637,539001,20944173
2004/02/10,18986,19254,18664,18986,0.0,0.00%,18686,19206,19101,17598,378847,20771073
2004/02/09,19308,19469,18932,18986,▼54,－0.28%,18514,19308,19103,17554,704429,20783303
2004/02/06,18342,19093,18342,19040,▲375,＋2.01%,18299,19388,19109,17511,648270,20555273
2004/02/05,17699,18664,17699,18664,▲912,＋5.14%,18149,19428,19107,17470,600870,20296513
2004/02/04,18128,18342,17699,17752,▼375,－2.07%,18171,19525,19119,17430,395673,20274073
2004/02/03,17967,18235,17645,18128,▲215,＋1.20%,18460,19651,19138,17396,546590,20396773
2004/02/02,18235,18396,17699,17913,▼375,－2.05%,18525,19737,19127,17361,642006,20499616
2004/01/30,18771,18986,18235,18289,▼483,－2.57%,18739,19799,19111,17333,583675,20605433
2004/01/29,18879,19040,18557,18771,▼429,－2.23%,19050,19844,19080,17299,504967,20821433
2004/01/28,18611,19308,18557,19201,▲751,＋4.07%,19308,19882,19039,17263,1218548,20924233
2004/01/27,18879,18932,18182,18450,▼536,－2.82%,19522,19892,18987,17226,998189,20560683
2004/01/26,19522,19630,18825,18986,▼858,－4.32%,19758,19911,18939,17196,1123589,20685843
2004/01/20,19844,20059,19630,19844,▼215,－1.07%,19973,19917,18879,17157,578965,20606203
2004/01/19,20488,20488,19844,20059,▼215,－1.06%,20016,19884,18805,17112,710994,20663183
2004/01/16,19683,20273,19683,20273,▲644,＋3.28%,20037,19849,18737,17063,376988,20676043
2004/01/15,20059,20273,19469,19630,▼429,－2.14%,20155,19855,18675,17012,688740,20630913
2004/01/14,20220,20434,19951,20059,0.0,0.00%,20434,19911,18625,16962,422521,20742352
2004/01/13,20220,20488,19951,20059,▼107,－0.53%,20541,19900,18558,16912,571537,20722376
2004/01/12,20917,20917,20166,20166,▼697,－3.34%,20498,19841,18500,16863,539925,20706236
2004/01/09,21399,21507,20810,20863,▼161,－0.77%,20584,19796,18433,16818,719095,20748256
2004/01/08,20488,21399,20327,21024,▲429,＋2.08%,20466,19715,18363,16771,1379467,20690926
2004/01/07,20005,20810,19898,20595,▲751,＋3.78%,20230,19584,18293,16720,494310,19913806
2004/01/06,20595,20595,19790,19844,▼751,－3.65%,19941,19447,18218,16674,638960,19956756
2004/01/05,20166,20702,20059,20595,▲322,＋1.59%,19812,19356,18149,16633,635274,19930406
2004/01/02,19951,20380,19844,20273,▲429,＋2.16%,19597,19249,18062,16590,896850,19942486
2003/12/30,19469,20059,19147,19844,▲697,＋3.64%,19426,19158,17974,16550,737782,20016106
2003/12/29,18932,19576,18932,19147,▼54,－0.28%,19222,19109,17890,16509,651688,19991246
2003/12/26,19361,19522,19201,19201,▼322,－1.65%,19211,19107,17825,16472,403193,19973426
2003/12/24,19576,19790,19201,19522,▲107,＋0.55%,19211,19064,17755,16438,385685,19973426
2003/12/23,18932,19683,18932,19415,▲590,＋3.13%,19179,18983,17672,16401,915300,19971226
2003/12/22,18879,19361,18825,18825,▼268,－1.40%,19372,18900,17583,16362,528677,20132856
2003/12/19,19630,19630,19040,19093,▼107,－0.56%,19758,18801,17514,16329,641549,20171826
2003/12/18,19254,19522,18932,19201,▼161,－0.83%,19908,18704,17447,16291,633211,20162866
2003/12/17,20488,21185,18932,19361,▼1019,－5.00%,19844,18616,17392,16255,1602244,20263066
2003/12/16,20112,20595,20112,20380,▼375,－1.81%,19823,18514,17338,16216,678458,20397876
2003/12/15,20702,20917,20273,20756,▲912,＋4.59%,19597,18439,17247,16169,930989,20493816
2003/12/12,19308,20112,19201,19844,▲965,＋5.11%,19125,18364,17162,16126,1159788,20532446
2003/12/11,19308,19308,18879,18879,▼375,－1.95%,18729,18337,17101,16093,586087,20685716
2003/12/10,18932,19308,18771,19254,0.0,0.00%,18557,18383,17057,16065,750157,20706106
2003/12/09,18771,19522,18611,19254,▲858,＋4.66%,18396,18393,17009,16028,1521297,20837466
2003/12/08,17752,18450,17752,18396,▲536,＋3.00%,18235,18383,16952,15988,480010,20620326
2003/12/05,18128,18289,17860,17860,▼161,－0.89%,18332,18417,16904,15958,436131,20460536
2003/12/04,18611,18718,18021,18021,▼429,－2.33%,18578,18493,16877,15932,663159,20477926
2003/12/03,18718,19254,18182,18450,0.0,0.00%,18643,18535,16848,15902,1221751,20727026
2003/12/02,19093,19201,18342,18450,▼429,－2.27%,18535,18584,16817,15871,693313,21363076
2003/12/01,18986,19201,18664,18879,▼215,－1.12%,18396,18605,16793,15840,653446,21483816
2003/11/28,18450,19093,18342,19093,▲751,＋4.09%,17988,18535,16769,15802,681730,21752966
2003/11/27,17913,18557,17538,18342,▲429,＋2.40%,17602,18428,16733,15760,537224,21594016
2003/11/26,17592,18074,17592,17913,▲161,＋0.91%,17420,18332,16693,15725,604807,21578296
2003/11/25,17538,17752,17109,17752,▲912,＋5.41%,17302,18251,16652,15692,779768,21568656
2003/11/24,17002,17216,16680,16841,▼322,－1.87%,17527,18168,16628,15656,536513,21566396
2003/11/21,17055,17752,16948,17162,▼268,－1.54%,18010,18104,16618,15630,1373550,21607476
2003/11/20,17484,17699,17002,17431,▲107,＋0.62%,18439,18015,16606,15601,760701,21992486
2003/11/19,18289,18557,17323,17323,▼1555,－8.24%,18911,17916,16584,15568,1252273,22070356
2003/11/18,19254,19254,18289,18879,▼375,－1.95%,19340,17849,16555,15538,1156180,22430386
2003/11/17,19415,19415,18986,19254,▼54,－0.28%,19372,17731,16496,15481,438740,22870826
2003/11/14,19522,19790,19093,19308,▼483,－2.44%,19340,17600,16426,15419,404063,22747556
2003/11/13,19951,20005,19576,19790,▲322,＋1.65%,19351,17436,16347,15359,803070,22738366
2003/11/12,18986,19522,18771,19469,▲429,＋2.25%,19168,17275,16259,15298,464241,22724856
2003/11/11,18664,19040,18235,19040,▼54,－0.28%,19158,17109,16177,15234,651488,22688046
2003/11/10,19093,19683,18932,19093,▼268,－1.39%,19125,16991,16095,15175,556967,22755766
2003/11/07,19093,19469,18342,19361,▲483,＋2.56%,18804,16878,16005,15119,833840,22720696
2003/11/06,19361,20059,18879,18879,▼536,－2.76%,18321,16715,15913,15059,1553642,22626586
2003/11/05,19201,19790,18986,19415,▲536,＋2.84%,17828,16556,15833,15006,1721763,22156106
2003/11/04,17645,19522,17592,18879,▲1394,＋7.98%,17205,16353,15740,14952,3377057,21612636
2003/11/03,17216,17484,16626,17484,▲536,＋3.16%,16648,16160,15654,14897,1085705,21029956
2003/10/31,16733,17216,16680,16948,▲536,＋3.27%,16261,16025,15596,14857,1314725,20969196
2003/10/30,16465,16626,16304,16412,▲107,＋0.66%,15950,15940,15555,14820,419396,20654226
2003/10/29,16465,16680,16197,16304,▲215,＋1.33%,15757,15870,15519,14784,1247536,20555296
2003/10/28,15393,16197,15393,16090,▲536,＋3.45%,15693,15781,15488,14752,1129410,20168166
2003/10/27,15393,15553,15178,15553,▲161,＋1.05%,15779,15680,15466,14718,731000,19776306
2003/10/24,15232,15553,15178,15393,▼54,－0.35%,15993,15637,15454,14682,313738,20200136
2003/10/23,15768,15768,15339,15446,▼536,－3.36%,16122,15621,15436,14642,639202,20269596
2003/10/22,16412,16465,15822,15983,▼536,－3.25%,16347,15645,15418,14608,739777,20368916
2003/10/21,16787,16894,16251,16519,▼107,－0.65%,16379,15650,15389,14572,535697,20665496
2003/10/20,15822,16626,15822,16626,▲590,＋3.68%,16412,15572,15350,14532,398950,20608380
2003/10/17,16573,16787,15983,16036,▼536,－3.24%,16455,15521,15300,14496,450514,20578580
2003/10/16,16090,16733,15714,16573,▲429,＋2.66%,16465,15529,15266,14466,1118529,20581380
2003/10/15,16841,16841,16036,16143,▼536,－3.22%,16294,15513,15227,14433,732427,20822610
2003/10/14,16841,17216,16519,16680,▼161,－0.96%,16133,15524,15203,14406,856383,21073120
2003/10/13,16090,16841,15875,16841,▲751,＋4.67%,15800,15481,15179,14375,1553605,20972010
2003/10/10,15714,16143,15714,16090,▲375,＋2.39%,15393,15417,15148,14338,1071429,20679330
2003/10/09,15232,15822,15232,15714,▲375,＋2.45%,15221,15425,15129,14306,803459,20787580
2003/10/08,15124,15339,14910,15339,▲322,＋2.14%,15082,15452,15117,14273,952380,20788000
2003/10/07,14910,15124,14695,15017,▲215,＋1.45%,14921,15516,15119,14246,494417,21158650
2003/10/06,15393,15446,14803,14803,▼429,－2.82%,14728,15615,15126,14224,674194,21207160
2003/10/02,15178,15232,14910,15232,▲215,＋1.43%,14706,15747,15128,14204,601970,21236720
2003/10/01,13998,15017,13998,15017,▲483,＋3.32%,14674,15832,15120,14171,483380,21236430
2003/09/30,14481,14964,14374,14534,▲483,＋3.44%,14856,15878,15120,14133,815808,21242562
2003/09/29,14481,14695,13998,14052,▼644,－4.38%,15167,15924,15131,14099,528120,21068192
2003/09/26,14749,15071,14374,14695,▼375,－2.49%,15350,16036,15141,14069,730401,21219552
2003/09/25,15285,15339,14749,15071,▼858,－5.39%,15532,16114,15144,14031,1128307,21301492
2003/09/24,16412,16573,15714,15929,▼161,－1.00%,15757,16181,15134,13998,880679,21491722
2003/09/23,15446,16090,15285,16090,▲1126,＋7.53%,15822,16192,15118,13957,1270037,21483762
2003/09/22,15285,15983,14695,14964,▼644,－4.12%,15875,16165,15094,13918,1281699,21377722
2003/09/19,16304,16412,15607,15607,▼590,－3.64%,16047,16184,15091,13887,654161,21740212
2003/09/18,16519,16733,16090,16197,▼54,－0.33%,16036,16157,15090,13861,729373,21726062
2003/09/17,16680,16733,16036,16251,▼107,－0.66%,16047,16076,15085,13831,1143080,21641232
2003/09/16,15929,16358,15714,16358,▲536,＋3.39%,16047,15988,15073,13800,839327,21326872
2003/09/15,15768,15983,15446,15822,▲268,＋1.72%,16101,15897,15047,13765,1001084,21221112
2003/09/09,15929,15983,15285,15553,▼697,－4.29%,16337,15814,15025,13728,2021897,20963102
2003/09/08,16197,16412,15983,16251,0.0,0.00%,16712,15720,15011,13681,380343,20863402
2003/09/05,16519,16733,15714,16251,▼375,－2.26%,16851,15599,14986,13633,726639,20820532
2003/09/04,17055,17109,16465,16626,▼375,－2.21%,16787,15492,14956,13574,1037639,20843602
2003/09/03,17645,17699,16733,17002,▼429,－2.46%,16551,15352,14924,13516,1624725,20768592
2003/09/02,17270,17484,16841,17431,▲483,＋2.85%,16412,15186,14888,13465,2091277,20505492
2003/09/01,16090,17055,15929,16948,▲1019,＋6.40%,16176,15014,14836,13420,1672582,19322812
2003/08/29,15446,16036,15446,15929,▲483,＋3.13%,16068,14894,14787,13383,983828,19019252
2003/08/28,16090,16412,15232,15446,▼858,－5.26%,16111,14808,14756,13357,2131893,18790912
2003/08/27,16358,16465,16036,16304,▲54,＋0.33%,16133,14760,14731,13341,894319,19033332
2003/08/26,16412,16894,16197,16251,▼161,－0.98%,15940,14682,14685,13323,1081920,18843682
2003/08/25,16251,16626,16197,16412,▲268,＋1.66%,15704,14612,14642,13311,1605966,18563562
2003/08/22,15661,16358,15446,16143,▲590,＋3.79%,15339,14505,14597,13295,2369580,18268182
2003/08/21,15661,15661,15178,15553,▲215,＋1.40%,15006,14416,14551,13279,1431170,17710972
2003/08/20,15285,15714,15124,15339,▲268,＋1.78%,14803,14352,14522,13266,2712829,17821886
2003/08/19,15071,15339,14749,15071,▲483,＋3.31%,14567,14293,14467,13254,2000357,16939686
2003/08/18,14534,14910,14320,14588,▲107,＋0.74%,14288,14221,14412,13252,1120659,16468306
2003/08/14,14481,14481,14320,14481,▼54,－0.37%,14138,14191,14371,13255,674127,16387134
2003/08/13,14266,14588,14105,14534,▲375,＋2.65%,14063,14181,14337,13262,982872,16374094
2003/08/12,13730,14320,13569,14159,▲483,＋3.53%,13923,14189,14292,13265,887065,15964244
2003/08/11,13837,13945,13569,13676,▼161,－1.16%,13827,14242,14256,13269,342110,15592624
2003/08/08,13837,14105,13837,13837,▼268,－1.90%,13891,14307,14233,13280,400148,15670324
2003/08/07,13784,14105,13784,14105,▲268,＋1.94%,14030,14363,14206,13279,437240,15664924
2003/08/06,13515,13891,13408,13837,▲161,＋1.18%,14052,14408,14178,13278,557359,15510394
2003/08/05,13998,14105,13462,13676,▼322,－2.30%,14181,14489,14164,13277,1517323,15212734
2003/08/04,14213,14320,13945,13998,▼536,－3.69%,14395,14577,14141,13276,508096,15678544
2003/08/01,14105,14642,14105,14534,▲322,＋2.26%,14567,14623,14118,13269,1254530,15681054
2003/07/31,14534,14588,14052,14213,▼268,－1.85%,14513,14634,14085,13262,450412,15618744
2003/07/30,14588,14803,14320,14481,▼268,－1.82%,14545,14674,14050,13259,624186,15720434
2003/07/29,14749,14964,14534,14749,▼107,－0.72%,14502,14709,14015,13254,502830,15698134
2003/07/28,14481,14856,14374,14856,▲590,＋4.14%,14384,14706,13970,13247,1001625,15643784
2003/07/25,14213,14320,14052,14266,▼107,－0.75%,14138,14706,13909,13235,423360,15469424
2003/07/24,14052,14427,13945,14374,▲107,＋0.75%,14084,14717,13849,13220,602930,15464424
2003/07/23,14213,14374,13891,14266,▲107,＋0.76%,14063,14746,13799,13204,441180,15436924
2003/07/22,13462,14213,13462,14159,▲536,＋3.94%,14148,14765,13754,13190,960588,15336104
