[일시]대한항공,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2012/03/29,53773,55072,53665,54639,▲1298,＋2.43%,54747,57495,55728,52885,686176,12687244
2012/03/28,55288,55288,53178,53341,▼1839,－3.33%,55028,57620,55602,52835,912490,12654288
2012/03/27,55505,55829,54314,55180,▲325,＋0.59%,55981,57744,55497,52768,608231,12876846
2012/03/26,55288,56154,54206,54855,▼866,－1.55%,56651,57690,55342,52656,599362,12870808
2012/03/23,56262,56262,54639,55721,▼325,－0.58%,57495,57804,55200,52564,721158,12932783
2012/03/22,58101,58101,55180,56046,▼2056,－3.54%,58318,57852,55056,52498,977114,13111368
2012/03/21,59183,59291,57452,58101,▼433,－0.74%,59097,57906,54910,52425,322563,13050518
2012/03/20,58534,59291,57993,58534,▼541,－0.92%,59638,57869,54730,52329,348610,13023373
2012/03/19,59400,60157,58318,59075,▼757,－1.27%,59789,58004,54543,52240,443081,13030621
2012/03/16,60590,61023,58967,59832,▼108,－0.18%,59811,58193,54329,52119,437357,13009556
2012/03/15,60806,61455,59508,59941,▼866,－1.42%,59876,58274,54093,52011,426222,12967315
2012/03/14,60373,61780,59832,60806,▲1515,＋2.55%,59767,58404,53916,51960,787834,12976331
2012/03/13,59508,60049,58534,59291,▲108,＋0.18%,58772,58410,53733,51936,288661,12892126
2012/03/12,59616,60698,58750,59183,▼974,－1.62%,58080,58485,53589,51926,250048,12888595
2012/03/09,60049,60806,58750,60157,▲757,＋1.28%,57712,58604,53460,51923,759161,12910229
2012/03/08,56370,59400,56262,59400,▲3570,＋6.40%,57041,58707,53337,51926,975756,12939698
2012/03/07,55180,57236,55180,55829,0.0,0.00%,56587,58826,53217,51930,603491,12763783
2012/03/06,57236,57560,55180,55829,▼1515,－2.64%,56587,58983,53159,51971,504454,12842170
2012/03/05,57127,57993,56695,57344,▲541,＋0.95%,56240,59216,53085,52035,413349,12833944
2012/03/02,56478,58209,55937,56803,▼325,－0.57%,56197,59356,52957,52091,474978,12794694
2012/02/29,56587,58318,56478,57127,▲1298,＋2.33%,56175,59567,52858,52149,838615,12802968
2012/02/28,54639,56370,54531,55829,▲1731,＋3.20%,56175,59638,52748,52168,636656,12573464
2012/02/27,56803,57127,53990,54098,▼3029,－5.30%,56478,59600,52669,52182,908901,12496016
2012/02/24,56154,57127,56154,57127,▲433,＋0.76%,57906,59632,52595,52231,351656,12640006
2012/02/23,56911,57668,56262,56695,▼433,－0.76%,59053,59497,52463,52267,483843,12543567
2012/02/22,56695,57452,55937,57127,▼216,－0.38%,60006,59291,52333,52319,923196,12469118
2012/02/21,61239,61347,56695,57344,▼3895,－6.36%,61087,58994,52171,52363,2180002,12423748
2012/02/20,62213,63727,60698,61239,▼1623,－2.58%,61802,58699,52012,52407,583546,12455128
2012/02/17,61780,63295,61780,62862,▲1407,＋2.29%,61715,58185,51757,52403,664159,12423103
2012/02/16,62213,62754,61131,61455,▼1082,－1.73%,61455,57555,51469,52379,412221,12373563
2012/02/15,61131,63078,61023,62537,▲1623,＋2.66%,61607,57025,51215,52375,541059,12332603
2012/02/14,60049,62213,60049,60914,▲108,＋0.18%,61455,56335,50943,52374,529933,12231255
2012/02/13,61564,61780,60265,60806,▼757,－1.23%,61066,55697,50717,52368,394079,12132250
2012/02/10,61347,62429,60914,61564,▼649,－1.04%,61001,54974,50495,52359,381608,12177092
2012/02/09,62429,63619,60914,62213,▲433,＋0.70%,60720,54193,50271,52378,632746,12126786
2012/02/08,59400,62213,58534,61780,▲2813,＋4.77%,60482,53403,50051,52417,901918,12242833
2012/02/07,59832,60698,58318,58967,▼1515,－2.50%,59832,52618,49831,52462,488712,12112705
2012/02/06,61023,61023,58642,60482,▲325,＋0.54%,59053,52004,49626,52523,492394,12089240
2012/02/03,61023,61131,58859,60157,▼866,－1.42%,57906,51361,49461,52590,661394,11952150
2012/02/02,60373,61996,59832,61023,▲2489,＋4.25%,56760,50755,49308,52668,1468378,11864413
2012/02/01,55180,59291,55072,58534,▲3462,＋6.29%,55072,50122,49177,52739,1340598,11655687
2012/01/31,54747,56478,53773,55072,▲325,＋0.59%,53600,49548,49089,52839,702601,11170598
2012/01/30,54855,55288,53882,54747,▲325,＋0.60%,52875,49148,49033,52974,671205,10980946
2012/01/27,52908,55072,52637,54423,▲1839,＋3.50%,52118,48704,48997,53124,1307124,10794997
2012/01/26,50906,53016,50906,52583,▲1407,＋2.75%,51285,48299,48980,53265,868283,10432247
2012/01/25,51285,51934,50473,51177,▼270,－0.53%,50939,48025,49006,53421,420198,10414641
2012/01/20,51177,51934,50960,51447,▲487,＋0.96%,50452,47831,49092,53603,476126,10371205
2012/01/19,50690,51609,50365,50960,▲703,＋1.40%,49792,47622,49172,53781,591213,10195955
2012/01/18,50419,50906,49878,50257,▼595,－1.17%,48872,47439,49228,53974,672894,10093375
2012/01/17,49013,51014,48905,50852,▲2110,＋4.33%,48007,47238,49296,54171,1287833,10114075
2012/01/16,47552,49175,47119,48742,▲595,＋1.24%,47119,46979,49370,54372,904034,10142365
2012/01/13,46524,48147,46524,48147,▲1785,＋3.85%,46589,47008,49405,54604,1170929,10296428
2012/01/12,46200,46362,45767,46362,▲433,＋0.94%,46297,47092,49446,54847,371693,10456098
2012/01/11,46632,46632,45551,45929,▼487,－1.05%,46546,47309,49571,55105,588567,10484136
2012/01/10,46362,47119,46200,46416,▲325,＋0.70%,46968,47582,49680,55366,469177,10575616
2012/01/09,46254,46308,45767,46091,▼595,－1.27%,47357,47901,49813,55611,327611,10639658
2012/01/06,47119,47714,46200,46687,▼920,－1.93%,47552,48207,49922,55849,382897,10728892
2012/01/05,48039,48255,46849,47606,▼433,－0.90%,47628,48491,50027,56091,478889,10821082
2012/01/04,48688,48688,47660,48039,▼325,－0.67%,47282,48677,50033,56325,376736,10917652
2012/01/03,47498,48580,47498,48364,▲1298,＋2.76%,46935,48761,50045,56573,572606,11003276
2012/01/02,47336,48039,46795,47065,0.0,0.00%,46687,48886,50042,56809,332926,10979276
2011/12/29,45551,47282,45551,47065,▲1190,＋2.59%,46730,49059,50069,57060,337795,11036306
2011/12/28,46091,46849,45767,45875,▼433,－0.93%,46773,49259,50039,57306,365719,11016297
2011/12/27,46632,47390,46308,46308,▼811,－1.72%,47054,49448,49969,57565,284981,11055727
2011/12/26,47498,47823,46957,47119,▼162,－0.34%,47044,49594,49928,57829,231643,11071017
2011/12/23,47606,47769,47173,47282,0.0,0.00%,46751,49681,49940,58082,371261,11061094
2011/12/22,47282,47390,46795,47282,0.0,0.00%,47163,49689,49941,58340,162370,11006434
2011/12/21,47173,47444,46687,47282,▲1028,＋2.22%,47671,49713,49928,58578,429367,10992054
2011/12/20,46037,46578,45334,46254,▲595,＋1.30%,48353,49648,49938,58813,545184,10950911
2011/12/19,49175,49175,44901,45659,▼3679,－7.46%,49381,49613,49910,59059,1024745,10956082
2011/12/16,50419,50473,48742,49337,▼487,－0.98%,50809,49640,49929,59311,479406,11050429
2011/12/15,50203,50257,49500,49824,▼866,－1.71%,51382,49486,50004,59533,386816,11147089
2011/12/14,51393,51393,49770,50690,▼703,－1.37%,51891,49362,50140,59750,287379,11178099
2011/12/13,52150,52150,50852,51393,▼1407,－2.66%,52021,49202,50262,59935,255634,11157899
2011/12/12,53124,53178,52313,52800,▲595,＋1.14%,51685,49040,50386,60109,408340,11181729
2011/12/09,51718,52908,51231,52205,▼162,－0.31%,51296,48850,50514,60290,452660,11201886
2011/12/08,51069,52908,50906,52367,▲1028,＋2.00%,50960,48667,50643,60473,730323,11227631
2011/12/07,49987,51339,49716,51339,▲1623,＋3.26%,50701,48383,50784,60642,435956,11165270
2011/12/06,50852,51123,49229,49716,▼1136,－2.23%,50365,48345,50985,60818,395096,11148014
2011/12/05,50852,50906,50041,50852,▲325,＋0.64%,50268,48407,51224,61009,289853,11123914
2011/12/02,50960,51069,49716,50528,▼541,－1.06%,49868,48523,51440,61171,442733,11070374
2011/12/01,51069,51339,50473,51069,▲1407,＋2.83%,49251,48658,51588,61331,794734,11073664
2011/11/30,49229,50365,49121,49662,▲433,＋0.88%,48591,48691,51694,61483,565058,10982581
2011/11/29,49229,49229,48147,49229,▲379,＋0.78%,47855,48837,51867,61653,547162,10929168
2011/11/28,48147,48850,48039,48850,▲1407,＋2.96%,47119,49048,52071,61818,445082,10997037
2011/11/25,47606,48310,47119,47444,▼325,－0.68%,46589,49310,52305,61977,386557,11024899
2011/11/24,46091,48255,45442,47769,▲1785,＋3.88%,46351,49757,52554,62143,954970,11038261
2011/11/23,45875,46578,45496,45983,▲433,＋0.95%,46265,50181,52802,62313,660534,11252641
2011/11/22,45280,45929,45226,45551,▼649,－1.41%,46568,50598,53049,62498,430018,11415201
2011/11/21,45983,46903,45605,46200,▼54,－0.12%,47087,51036,53289,62688,341617,11556426
2011/11/18,46416,46795,45983,46254,▼1082,－2.29%,47650,51490,53536,62868,493702,11643400
2011/11/17,47065,47336,46362,47336,▼162,－0.34%,48104,51720,53804,63049,456998,11779108
2011/11/16,48472,48959,47444,47498,▼649,－1.35%,47974,51883,54020,63227,340190,11783208
2011/11/15,48850,49175,47823,48147,▼866,－1.77%,48591,52202,54223,63402,325300,11743608
2011/11/14,49337,49932,48796,49013,▲487,＋1.00%,49153,52418,54485,63594,529759,11726498
2011/11/11,47823,48850,47444,48526,▲1839,＋3.94%,49987,52689,54782,63777,459851,11757036
2011/11/10,48742,48796,46687,46687,▼3895,－7.70%,50928,52892,55093,63984,822565,11669995
2011/11/09,51393,51934,50095,50582,▼379,－0.74%,51934,53208,55421,64212,597555,11699225
2011/11/08,53287,53395,50852,50960,▼2218,－4.17%,52334,53076,55719,64411,852970,11668544
2011/11/07,53341,53449,52637,53178,▼54,－0.10%,52832,52967,56027,64592,234134,11670634
2011/11/04,52962,53232,52583,53232,▲1515,＋2.93%,53016,52716,56301,64749,475600,11664661
2011/11/03,52583,52908,51069,51718,▼866,－1.65%,53644,52489,56589,64910,354531,11607419
2011/11/02,51880,52637,51069,52583,▼866,－1.62%,54552,52167,56916,65091,445233,11573914
2011/11/01,53016,53828,52800,53449,▼649,－1.20%,54899,51623,57251,65276,517458,11566884
2011/10/31,56587,56587,54098,54098,▼2272,－4.03%,55072,51142,57550,65455,478036,11544321
2011/10/28,57885,58426,55829,56370,▲108,＋0.19%,55310,50828,57837,65638,992812,11500474
2011/10/27,54964,56370,53719,56262,▲1948,＋3.59%,54206,50376,58115,65794,864445,11353548
2011/10/26,53287,54314,52962,54314,0.0,0.00%,53070,49889,58389,65950,406571,11299432
2011/10/25,55072,55613,54098,54314,▼974,－1.76%,52984,49567,58719,66126,466902,11251721
2011/10/24,51988,55505,51934,55288,▲4436,＋8.72%,52616,49080,59047,66264,1118262,11167294
2011/10/21,51501,51880,48850,50852,▲270,＋0.53%,52443,48656,59373,66389,632415,11027316
2011/10/20,54044,54098,50095,50582,▼3300,－6.12%,52789,48805,59803,66546,779536,11073025
2011/10/19,53070,54531,51934,53882,▲1407,＋2.68%,53276,49175,60249,66695,646955,10952060
2011/10/18,52475,53557,51934,52475,▼1948,－3.58%,52086,49381,60638,66817,861665,10867832
2011/10/17,53232,55180,53232,54423,▲1839,＋3.50%,51350,49700,61051,66938,969523,10877062
2011/10/14,52854,53557,51555,52583,▼433,－0.82%,50095,50003,61408,67049,700766,10728746
2011/10/13,49121,54964,49013,53016,▲5085,＋10.61%,49316,50371,61776,67185,2034810,10799694
2011/10/12,48472,48472,47444,47931,▼866,－1.77%,47769,50760,62155,67316,632781,10637842
2011/10/11,49608,49987,48472,48796,▲649,＋1.35%,46524,51534,62617,67495,823409,10634086
2011/10/10,48255,49229,47444,48147,▼541,－1.11%,45529,52297,63102,67680,490558,10291275
2011/10/07,46524,49175,46524,48688,▲3408,＋7.53%,45464,53081,63576,67864,966649,10335440
2011/10/06,43224,45713,42900,45280,▲3570,＋8.56%,45193,53617,64052,68042,790257,10289178
2011/10/05,44144,44360,41169,41710,▼2110,－4.81%,45442,54225,64572,68231,1017371,10087625
2011/10/04,44036,44577,43116,43819,▼4003,－8.37%,46676,55142,65161,68452,1004909,10079855
2011/09/30,47498,48364,47173,47823,▲487,＋1.03%,46827,56024,65729,68671,639670,9997701
2011/09/29,46200,47336,44739,47336,▲811,＋1.74%,46622,56776,66225,68847,1197186,10049438
2011/09/28,47606,47985,46416,46524,▼1352,－2.82%,47920,57531,66740,69035,752947,10257759
2011/09/27,46200,47877,45767,47877,▲3300,＋7.40%,50214,58337,67228,69238,1098338,10288984
2011/09/26,48039,48905,42629,44577,▼2218,－4.74%,52237,58983,67687,69435,1730896,10235177
2011/09/23,50906,51339,45767,46795,▼7033,－13.07%,55093,59751,68209,69666,2038645,10050091
2011/09/22,56478,57127,53449,53828,▼4166,－7.18%,57831,60463,68693,69869,1339349,9637846
2011/09/21,57993,58534,57452,57993,0.0,0.00%,59053,60887,69062,69982,404773,9650694
2011/09/20,57885,59075,57019,57993,▼866,－1.47%,59616,61001,69361,70060,627564,9702823
2011/09/19,60265,61672,58318,58859,▼1623,－2.68%,60698,61087,69608,70135,492895,9654608
2011/09/16,60482,61455,60265,60482,▲541,＋0.90%,61737,61336,69832,70191,404782,9723876
2011/09/15,61780,62321,57885,59941,▼866,－1.42%,62407,61655,70066,70231,648732,9719669
2011/09/14,61023,62213,59724,60806,▼2597,－4.10%,62299,62018,70304,70270,658710,9833624
2011/09/09,63944,64160,63078,63403,▼649,－1.01%,61628,62294,70501,70305,240334,10012723
2011/09/08,63944,65242,62970,64052,▲216,＋0.34%,60958,62548,70652,70321,665342,10007164
2011/09/07,60698,65026,60373,63836,▲4436,＋7.47%,60438,62819,70794,70308,1094030,9903592
2011/09/06,56154,60373,55829,59400,▲1948,＋3.39%,60244,63105,70903,70304,842899,9767757
2011/09/05,59075,59508,57019,57452,▼2597,－4.32%,60849,63663,71074,70338,616424,9780557
2011/09/02,61023,61672,59941,60049,▼1407,－2.29%,61888,64355,71272,70369,497827,9879772
2011/09/01,63727,64268,60914,61455,▼1407,－2.24%,62040,64988,71438,70381,859515,9885856
2011/08/31,62754,63511,61888,62862,▲433,＋0.69%,61737,65486,71564,70423,364374,9820310
2011/08/30,63403,64160,62213,62429,▼216,－0.35%,61369,65908,71649,70460,372194,9829059
2011/08/29,61888,63727,60914,62645,▲1839,＋3.02%,61347,66438,71732,70505,830935,9841281
2011/08/26,59400,61023,59400,60806,▲866,＋1.44%,60871,66941,71824,70543,310657,10206678
2011/08/25,61347,62105,59508,59941,▼1082,－1.77%,60655,67606,71947,70592,525639,10210970
2011/08/24,62862,63403,59941,61023,▼1298,－2.08%,61434,68310,72087,70666,552752,10230392
2011/08/23,61564,63078,59941,62321,▲2056,＋3.41%,62602,69002,72199,70725,822103,10185817
2011/08/22,58750,61023,57668,60265,▲541,＋0.91%,63576,69716,72293,70756,497416,10206124
2011/08/19,61239,61672,59183,59724,▼4111,－6.44%,64788,70571,72434,70808,754047,10218880
2011/08/18,66649,67082,62970,63836,▼3029,－4.53%,66541,71447,72581,70887,884218,10225582
2011/08/17,66865,67839,66216,66865,▼325,－0.48%,67666,72118,72704,70906,517119,10226588
2011/08/16,67082,68055,66432,67190,▲866,＋1.31%,68207,72567,72771,70899,692659,10205354
2011/08/12,68488,68704,66000,66324,▼2164,－3.16%,68878,72940,72875,70899,793945,10181967
2011/08/11,67082,69462,66000,68488,▼974,－1.40%,69873,73411,73003,70969,606099,10188070
2011/08/10,70868,72491,68272,69462,▼108,－0.16%,70717,73768,73103,71034,956708,10201856
2011/08/09,69462,69786,64268,69570,▼974,－1.38%,71106,74190,73157,71087,899544,10367643
2011/08/08,70436,72383,68163,70544,▼757,－1.06%,71453,74542,73196,71150,922029,10418962
2011/08/05,69462,71409,69245,71301,▼1407,－1.93%,71950,74877,73231,71205,885638,10424244
2011/08/04,72383,73898,71626,72708,▲1298,＋1.82%,72232,75137,73267,71254,913784,10361171
2011/08/03,70544,72383,69462,71409,▲108,＋0.15%,72513,75353,73301,71298,589127,10363921
2011/08/02,72600,72924,70219,71301,▼1731,－2.37%,73032,75678,73359,71361,1121667,10347158
2011/08/01,73032,73898,72924,73032,▲325,＋0.45%,73746,75991,73440,71437,423476,10148217
2011/07/29,73573,74114,72600,72708,▼1407,－1.90%,74460,76251,73472,71491,502128,10213745
2011/07/28,72924,74114,72491,74114,▲108,＋0.15%,75391,76408,73510,71539,701716,10314486
2011/07/27,74655,74980,73465,74006,▼866,－1.16%,76019,76473,73534,71570,748692,10352850
2011/07/26,76495,76603,74547,74872,▼1731,－2.26%,76668,76565,73481,71609,692562,10428393
2011/07/25,76603,77036,75737,76603,▼757,－0.98%,76862,76614,73404,71670,408195,10446784
2011/07/22,77901,78009,76603,77360,▲108,＋0.14%,76473,76581,73290,71735,428569,10479693
2011/07/21,77577,78226,76927,77252,0.0,0.00%,76148,76511,73140,71785,438427,10511521
2011/07/20,76386,77901,76386,77252,▲1407,＋1.85%,75824,76289,72996,71840,766242,10519529
2011/07/19,74331,76170,74331,75845,▲1190,＋1.59%,75954,76040,72825,71901,522459,10524644
2011/07/18,76278,76278,73790,74655,▼1082,－1.43%,76105,75975,72690,71945,592806,10447156
2011/07/15,75954,76495,75088,75737,▲108,＋0.14%,76624,75954,72594,72005,392962,10518630
2011/07/14,77144,77144,74763,75629,▼2272,－2.92%,76776,75797,72477,72033,912237,10514260
2011/07/13,76278,78226,75413,77901,▲1298,＋1.69%,77057,75640,72374,72044,609917,10600465
2011/07/12,76386,77360,76170,76603,▼649,－0.84%,77057,75375,72259,72037,384493,10612476
