[일시]일신방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2004/09/20,37650,38500,36750,37550,▲250,＋0.67%,37400,37290,37118,37075,690,48620
2004/09/17,37000,38450,36800,37300,▼650,－1.71%,37380,37263,37123,37088,650,48620
2004/09/16,36750,39000,36750,37950,▲800,＋2.15%,37410,37280,37135,37105,980,48620
2004/09/15,37200,37200,36750,37150,▲100,＋0.27%,37320,37265,37123,37116,80,48450
2004/09/14,37450,37450,36850,37050,▼400,－1.07%,37590,37290,37112,37135,130,48450
2004/09/13,37450,37450,36700,37450,0.0,0.00%,37780,37288,37106,37156,421,48450
2004/09/10,36600,37450,36600,37450,▼50,－0.13%,37890,37265,37098,37175,170,48450
2004/09/09,37450,38900,36900,37500,▼1000,－2.60%,37740,37218,37094,37195,2890,48450
2004/09/08,38000,38500,38000,38500,▲500,＋1.32%,37700,37190,37103,37215,100,48520
2004/09/07,38000,38000,37450,38000,0.0,0.00%,37390,37083,37101,37226,100,48520
2004/09/06,36700,38800,36700,38000,▲1300,＋3.54%,37080,37033,37101,37247,490,48520
2004/09/03,37650,37650,36350,36700,▼600,－1.61%,36790,37008,37090,37259,270,48520
2004/09/02,36250,37300,36250,37300,▲350,＋0.95%,36850,36998,37102,37285,280,48520
2004/09/01,36750,36950,36650,36950,▲500,＋1.37%,36710,36930,37113,37308,230,48520
2004/08/31,36200,36500,36150,36450,▼100,－0.27%,36690,36883,37117,37327,210,48520
2004/08/30,37300,37300,36400,36550,▼450,－1.22%,36900,36900,37133,37351,150,48520
2004/08/27,36900,37000,36300,37000,▲400,＋1.09%,36990,36918,37143,37380,351,48520
2004/08/26,37150,37150,36450,36600,▼250,－0.68%,37120,36940,37160,37402,210,48520
2004/08/25,36550,37350,36550,36850,▼650,－1.73%,37330,36960,37147,37428,180,48520
2004/08/24,37000,37500,36400,37500,▲500,＋1.35%,37490,36955,37129,37450,170,48520
2004/08/23,36950,37000,36200,37000,▼650,－1.73%,37390,36900,37095,37470,320,48450
2004/08/20,37650,37650,37600,37650,0.0,0.00%,37390,36913,37090,37502,110,48450
2004/08/19,37150,37750,37150,37650,0.0,0.00%,37160,36855,37088,37530,340,48450
2004/08/18,37400,37700,37400,37650,▲650,＋1.76%,37020,36828,37073,37558,60,48450
2004/08/17,36450,37000,36450,37000,0.0,0.00%,36760,36785,37059,37582,120,48450
2004/08/16,35850,37000,35850,37000,▲500,＋1.37%,36760,36785,37059,37605,80,48450
2004/08/13,36250,36500,36000,36500,▼450,－1.22%,36860,36803,37059,37624,800,48450
2004/08/12,37500,37500,36950,36950,▲600,＋1.65%,36860,36853,37059,37641,1150,48920
2004/08/11,36000,36350,36000,36350,▼650,－1.76%,36660,36855,37048,37654,410,48450
2004/08/10,36700,37000,36100,37000,▼500,－1.33%,36590,36858,37050,37677,760,48450
2004/08/09,35500,37500,35500,37500,▲1000,＋2.74%,36550,36870,37035,37700,590,48450
2004/08/06,36500,36500,36400,36500,▲550,＋1.53%,36430,36845,37027,37717,70,48450
2004/08/05,36000,36000,35950,35950,▼50,－0.14%,36620,36870,37035,37730,240,48450
2004/08/04,35550,36000,35400,36000,▼800,－2.17%,36830,36973,37061,37747,660,48450
2004/08/03,36850,36850,36800,36800,▼100,－0.27%,36980,37063,37088,37763,70,48870
2004/08/02,36600,37450,35500,36900,▼550,－1.47%,36900,37098,37072,37773,3870,48870
2004/07/30,37000,37850,36950,37450,▲450,＋1.22%,36970,37093,37042,37784,170,49580
2004/07/29,36800,37000,36800,37000,▲250,＋0.68%,36780,37020,37001,37786,130,49580
2004/07/28,36400,36850,36400,36750,▲350,＋0.96%,36800,37020,36981,37795,130,49580
2004/07/27,36550,37800,36400,36400,▼850,－2.28%,36810,37058,36965,37809,370,49580
2004/07/26,36050,37250,36050,37250,▲750,＋2.05%,36930,37163,36962,37830,230,49580
2004/07/23,37000,37000,36500,36500,▼600,－1.62%,36950,37195,36949,37838,150,49600
2004/07/22,35700,37150,35700,37100,▲300,＋0.82%,37150,37270,36941,37855,130,49600
2004/07/21,37300,37300,36500,36800,▼200,－0.54%,37130,37275,36930,37867,110,49600
2004/07/20,35950,37000,35950,37000,▼350,－0.94%,37050,37260,36918,37882,150,49600
2004/07/19,36850,37350,36850,37350,▼150,－0.40%,37100,37245,36908,37901,160,49600
2004/07/16,37500,37500,37500,37500,▲500,＋1.35%,37030,37228,36890,37919,110,49600
2004/07/15,35800,37000,35800,37000,▲600,＋1.65%,36930,37213,36865,37933,170,49600
2004/07/14,36600,36600,35550,36400,▼850,－2.28%,37130,37263,36858,37951,510,49600
2004/07/13,36950,37250,36950,37250,▲250,＋0.68%,37410,37363,36867,37975,140,49600
2004/07/12,37000,37000,36200,37000,0.0,0.00%,37460,37400,36875,37997,340,49600
2004/07/09,38000,38000,36900,37000,▼1000,－2.63%,37420,37418,36885,38020,790,49600
2004/07/08,37800,38000,35950,38000,▲200,＋0.53%,37220,37438,36897,38043,980,49600
2004/07/07,36500,37800,36500,37800,▲300,＋0.80%,37020,37438,36897,38063,290,49830
2004/07/06,37500,37500,37450,37500,▲700,＋1.90%,36960,37405,36900,38085,130,49830
2004/07/05,35650,36950,35650,36800,▲800,＋2.22%,37160,37400,36913,38106,230,49830
2004/07/02,35750,37000,35750,36000,▼1000,－2.70%,37380,37420,36938,38130,200,49830
2004/07/01,37850,37850,36350,37000,▼500,－1.33%,37780,37520,36971,38165,420,49830
2004/06/30,37450,37650,37450,37500,▼1000,－2.60%,37820,37460,36994,38193,10040,49830
2004/06/29,38600,39800,37050,38500,▲600,＋1.58%,37620,37375,37018,38214,340,49830
2004/06/28,38000,38000,37900,37900,▼100,－0.26%,37260,37223,37032,38230,200,49830
2004/06/25,38000,38000,38000,38000,▲800,＋2.15%,37080,37163,37053,38252,180,49830
2004/06/24,37200,37200,37200,37200,▲700,＋1.92%,36920,37138,37074,38269,220,49830
2004/06/23,35500,36500,35500,36500,▼200,－0.54%,37080,37118,37109,38290,160,49830
2004/06/22,35900,36700,35300,36700,▼300,－0.81%,37460,37133,37159,38318,320,49830
2004/06/21,37000,37000,37000,37000,▼200,－0.54%,37720,37148,37206,38345,150,49830
2004/06/18,35250,37200,35000,37200,▼800,－2.11%,37790,37148,37252,38362,1070,49830
2004/06/17,38000,38000,38000,38000,▼400,－1.04%,37830,37113,37295,38383,100,49830
2004/06/16,38550,38550,38400,38400,▲400,＋1.05%,37830,37028,37327,38395,150,49830
2004/06/15,38000,38000,38000,38000,▲650,＋1.74%,37580,36930,37352,38405,100,49830
2004/06/14,36700,37350,36700,37350,▼50,－0.13%,37460,36835,37393,38420,100,49830
2004/06/11,37100,37850,35800,37400,▼600,－1.58%,37430,36818,37428,38438,310,49830
2004/06/10,37500,38000,37000,38000,▲850,＋2.29%,37550,36798,37469,38449,4050,49830
2004/06/09,37500,37500,37100,37150,▼250,－0.67%,37110,36773,37503,38446,2510,47630
2004/06/08,37300,37400,37000,37400,▲200,＋0.54%,36840,36798,37537,38428,1400,46630
2004/06/07,37050,37250,37050,37200,▼800,－2.11%,36450,36718,37570,38420,300,46430
2004/06/04,35800,38000,35800,38000,▲2200,＋6.15%,36350,36613,37616,38410,540,46340
2004/06/03,34950,35800,34900,35800,0.0,0.00%,36250,36463,37644,38385,940,46040
2004/06/02,34950,36000,34950,35800,▲350,＋0.99%,36450,36463,37708,38382,9280,46040
2004/06/01,38500,38500,35000,35450,▼1250,－3.41%,36650,36463,37770,38380,14300,45440
2004/05/31,36700,36700,36500,36700,▼800,－2.13%,36960,36500,37846,38376,200,45440
2004/05/28,38500,38500,37500,37500,▲700,＋1.90%,37020,36490,37914,38365,110,45440
2004/05/27,35500,36800,35500,36800,0.0,0.00%,36820,36415,37973,38344,160,45440
2004/05/25,36800,36800,36800,36800,▼200,－0.54%,36720,36398,38043,38320,250,45440
2004/05/24,37000,37000,37000,37000,0.0,0.00%,36650,36363,38104,38293,100,45440
2004/05/21,36500,37000,36500,37000,▲500,＋1.37%,36470,36333,38151,38264,470,45440
2004/05/20,36500,36500,36500,36500,▲200,＋0.55%,36470,36295,38189,38235,110,45440
2004/05/19,36300,36300,36300,36300,▼150,－0.41%,36570,36270,38223,38212,150,45440
2004/05/18,35400,36450,35400,36450,▲350,＋0.97%,36810,36285,38259,38193,130,45440
2004/05/17,35900,36150,35900,36100,▼900,－2.43%,37050,36308,38304,38175,580,45440
2004/05/14,36500,37000,36500,37000,0.0,0.00%,36990,36390,38366,38158,400,45440
2004/05/13,37000,37000,37000,37000,▼500,－1.33%,36610,36420,38408,38137,250,45440
2004/05/12,37500,37500,37500,37500,▼150,－0.40%,36210,36455,38424,38115,150,45440
2004/05/11,37650,37650,37650,37650,▲1850,＋5.17%,35870,36480,38433,38089,30,45440
2004/05/10,35050,36000,34200,35800,▲700,＋1.99%,35500,36498,38437,38062,140,45440
2004/05/07,34950,35100,34500,35100,▲100,＋0.29%,35580,36620,38473,38049,6640,45440
2004/05/06,35750,35750,35000,35000,▼800,－2.23%,35860,36780,38527,38045,2110,45440
2004/05/04,35800,35800,35800,35800,0.0,0.00%,36060,36930,38572,38033,130,45440
2004/05/03,35800,35800,35800,35800,▼400,－1.10%,36190,37060,38610,38013,150,45440
2004/04/30,36200,36200,36200,36200,▼300,－0.82%,36250,37218,38653,37993,390,45440
2004/04/29,35950,36500,35950,36500,▲500,＋1.39%,36290,37373,38699,37971,90,45440
2004/04/28,36000,36000,35500,36000,▼450,－1.23%,36240,37505,38728,37946,3220,45440
2004/04/27,37500,37500,35850,36450,▲350,＋0.97%,36240,37670,38768,37927,320,45440
2004/04/26,37950,37950,35850,36100,▼300,－0.82%,36270,37813,38804,37903,13090,45440
2004/04/23,38300,38300,35800,36400,▲150,＋0.41%,36430,37983,38846,37881,16320,45440
2004/04/22,36000,36500,35850,36250,▲250,＋0.69%,36700,38138,38894,37859,1280,45440
2004/04/21,36000,36450,36000,36000,▼600,－1.64%,36970,38313,38948,37840,1600,45440
2004/04/20,36250,36700,36250,36600,▼300,－0.81%,37310,38503,39000,37823,190,45440
2004/04/19,36600,37100,36550,36900,▼850,－2.25%,37590,38668,39044,37802,230,45440
2004/04/16,37750,37750,37750,37750,▲150,＋0.40%,37810,38818,39084,37776,100,45440
2004/04/14,36650,37650,36650,37600,▼100,－0.27%,37910,38955,39118,37741,730,45440
2004/04/13,38450,38450,37450,37700,▼300,－0.79%,38050,39048,39155,37710,180,45440
2004/04/12,37250,38000,37250,38000,0.0,0.00%,38110,39155,39190,37679,320,45440
2004/04/09,38000,38000,38000,38000,▼250,－0.65%,38190,39255,39228,37660,200,45440
2004/04/08,37600,38250,37600,38250,▼50,－0.13%,38380,39315,39270,37643,310,45440
2004/04/07,38000,38300,38000,38300,▲300,＋0.79%,38590,39373,39299,37625,210,45440
2004/04/06,38000,38000,37850,38000,▼400,－1.04%,38760,39455,39323,37609,520,45440
2004/04/02,38500,38700,38300,38400,▼550,－1.41%,39020,39540,39359,37588,700,45440
2004/04/01,39000,39000,38950,38950,▼350,－0.89%,39200,39603,39393,37560,230,45440
2004/03/31,39150,39300,39150,39300,▲150,＋0.38%,39310,39630,39409,37527,320,45440
2004/03/30,38700,39150,38700,39150,▼150,－0.38%,39350,39665,39429,37491,720,45440
2004/03/29,38700,39300,38700,39300,0.0,0.00%,39470,39748,39452,37456,380,45440
2004/03/26,39000,39300,38850,39300,▼200,－0.51%,39570,39833,39463,37419,250,45440
2004/03/25,40100,40100,39050,39500,0.0,0.00%,39690,39918,39471,37378,250,45440
2004/03/24,38900,39500,38900,39500,▼250,－0.63%,39770,39968,39476,37337,280,45440
2004/03/23,39200,39800,39150,39750,▼50,－0.13%,39970,39983,39484,37298,190,45440
2004/03/22,39800,39800,39800,39800,▼100,－0.25%,39910,39960,39472,37258,250,45440
2004/03/19,38750,39900,38750,39900,0.0,0.00%,39920,39895,39472,37216,290,45440
2004/03/18,39900,39900,39700,39900,▼600,－1.48%,39940,39825,39464,37172,310,45440
2004/03/17,40000,40500,40000,40500,▲1050,＋2.66%,39800,39788,39459,37128,210,45440
2004/03/16,38850,39450,38300,39450,▼400,－1.00%,39580,39753,39448,37081,760,45440
2004/03/15,39850,39850,39850,39850,▼150,－0.38%,39680,39755,39448,37043,220,45440
2004/03/12,41300,41300,38000,40000,▲800,＋2.04%,39650,39663,39429,37003,120,45440
2004/03/11,39300,39300,39200,39200,▼200,－0.51%,39580,39563,39390,36961,260,45440
2004/03/10,39050,39550,38650,39400,▼550,－1.38%,39640,39498,39320,36926,250,45440
2004/03/09,39650,39950,39050,39950,▲250,＋0.63%,39760,39428,39271,36898,320,45440
2004/03/08,38900,39800,38900,39700,▲50,＋0.13%,39930,39345,39205,36862,240,45440
2004/03/05,39050,39900,38350,39650,▲150,＋0.38%,40190,39245,39127,36823,2730,45440
2004/03/04,39650,39650,39300,39500,▼500,－1.25%,40460,39168,39056,36784,1470,45440
2004/03/03,40500,40500,39550,40000,▼800,－1.96%,40660,39110,38989,36746,1630,45440
2004/03/02,40500,40800,39300,40800,▼200,－0.49%,40620,39060,38906,36705,360,45440
2004/02/27,39500,41000,35100,41000,0.0,0.00%,40320,38930,38816,36656,3100,45440
2004/02/26,41000,41000,40900,41000,▲500,＋1.23%,39820,38803,38716,36610,1220,45440
2004/02/25,39800,40500,39800,40500,▲700,＋1.76%,39320,38683,38598,36565,500,45440
2004/02/24,39300,39800,39250,39800,▲500,＋1.27%,39050,38588,38482,36521,400,45440
2004/02/23,38500,39400,38500,39300,▲800,＋2.08%,39050,38563,38377,36484,420,45440
2004/02/20,38000,38500,37700,38500,0.0,0.00%,39090,38573,38280,36451,5220,45440
2004/02/19,38700,39150,38500,38500,▼650,－1.66%,38990,38603,38201,36421,2010,48460
2004/02/18,39800,39800,38950,39150,▼650,－1.63%,38890,38640,38128,36392,850,49010
2004/02/17,40500,40500,39100,39800,▲300,＋0.76%,38640,38648,38045,36360,1130,49030
2004/02/16,42000,42000,39500,39500,▲1500,＋3.95%,38280,38648,37951,36321,1630,49450
2004/02/13,38000,38000,37950,38000,0.0,0.00%,38040,38663,37867,36284,1150,50100
2004/02/12,38000,38000,37900,38000,▲100,＋0.26%,37980,38753,37807,36255,3140,50550
2004/02/11,37500,37900,37300,37900,▼100,－0.26%,38000,38868,37746,36221,2500,51160
2004/02/10,38000,38000,37700,38000,▼300,－0.78%,38090,38998,37687,36188,2340,51690
2004/02/09,37700,38450,37700,38300,▲600,＋1.59%,38290,39098,37624,36152,2720,52290
2004/02/06,37450,38000,37450,37700,▼400,－1.05%,38270,39168,37564,36112,1890,52900
2004/02/05,38200,38200,37400,38100,▼250,－0.65%,38420,39293,37493,36069,4300,53630
2004/02/04,38300,38700,38300,38350,▼650,－1.67%,38520,39408,37416,36023,1820,54010
2004/02/03,38200,40000,38200,39000,▲800,＋2.09%,38570,39488,37334,35975,5380,54800
2004/02/02,38400,38400,38100,38200,▼250,－0.65%,38630,39563,37243,35922,4150,55310
2004/01/30,38500,38500,37750,38450,▼150,－0.39%,38890,39678,37164,35875,6090,55960
2004/01/29,37550,38600,36600,38600,0.0,0.00%,39020,39755,37085,35827,13200,57040
2004/01/28,38000,38850,37950,38600,▼700,－1.78%,39150,39813,37002,35777,4370,60410
2004/01/27,39300,39300,39250,39300,▼200,－0.51%,39290,39873,36916,35728,1140,62150
2004/01/26,39500,39500,39500,39500,▲400,＋1.02%,39390,39908,36824,35673,250,62150
2004/01/20,39100,39100,39100,39100,▼150,－0.38%,39450,39883,36731,35618,500,62150
2004/01/19,39400,39400,39250,39250,▼50,－0.13%,39590,39918,36645,35565,1100,62240
2004/01/16,39400,39700,39300,39300,▼500,－1.26%,39800,39928,36560,35513,1460,62240
2004/01/15,39800,39800,39750,39800,0.0,0.00%,40040,39943,36468,35458,2100,62240
2004/01/14,40500,40500,39800,39800,0.0,0.00%,40080,39943,36363,35400,2400,62540
2004/01/13,39000,39800,38850,39800,▼500,－1.24%,40060,39928,36265,35341,5970,62940
2004/01/12,38000,40400,38000,40300,▼200,－0.49%,40140,39873,36168,35283,3680,62940
2004/01/09,40000,40500,40000,40500,▲500,＋1.25%,40160,39740,36093,35218,1300,62940
2004/01/08,41850,41850,39250,40000,▲300,＋0.76%,40050,39465,36017,35153,3320,62940
2004/01/07,39350,39900,39200,39700,▼500,－1.24%,40150,39288,35950,35092,890,62940
2004/01/06,39300,40200,39300,40200,▼200,－0.50%,40310,39103,35895,35030,600,62940
2004/01/05,40400,40400,39950,40400,▲450,＋1.13%,40270,38843,35817,34966,1200,62940
2004/01/02,40500,40500,39700,39950,▼550,－1.36%,40140,38593,35727,34904,1980,62940
2003/12/30,40300,40500,39250,40500,0.0,0.00%,40110,38370,35644,34844,2970,62940
2003/12/29,41000,41000,40000,40500,▲500,＋1.25%,40010,38095,35553,34775,4200,62940
2003/12/26,39750,40000,38250,40000,▲250,＋0.63%,39710,37840,35461,34710,7012,62940
2003/12/24,39750,39750,38950,39750,▼50,－0.13%,39670,37590,35374,34651,7610,62940
2003/12/23,40500,40500,39800,39800,▼200,－0.50%,39610,37300,35285,34595,3430,62940
2003/12/22,39150,40800,39150,40000,▲1000,＋2.56%,39570,36985,35198,34537,3100,62940
2003/12/19,40000,40500,38500,39000,▼800,－2.01%,39530,36660,35112,34478,5900,62944
2003/12/18,38750,39800,38550,39800,▲350,＋0.89%,39630,36385,35043,34427,2970,62944
2003/12/17,38000,39450,38000,39450,▼150,－0.38%,39410,36083,34961,34368,1200,62938
2003/12/16,38950,39700,38500,39600,▼200,－0.50%,39050,35815,34880,34310,1140,62938
2003/12/15,40400,40400,38300,39800,▲300,＋0.76%,38130,35545,34796,34250,1260,62939
2003/12/12,37400,39800,37400,39500,▲800,＋2.07%,37460,35263,34714,34193,2870,63230
2003/12/11,38200,39000,36500,38700,▲1050,＋2.79%,36760,35010,34638,34144,2990,63381
2003/12/10,35500,37900,35500,37650,▲2650,＋7.57%,36020,34795,34576,34101,2500,63531
2003/12/09,36900,36900,35000,35000,▼1450,－3.98%,35570,34630,34532,34066,3076,63682
2003/12/08,36300,36450,35500,36450,▲450,＋1.25%,35670,34598,34532,34051,3180,63823
2003/12/05,36200,36500,34800,36000,▲1000,＋2.86%,35380,34488,34524,34027,4634,63923
2003/12/04,35000,35000,35000,35000,▼400,－1.13%,35260,34423,34519,34002,1570,63909
2003/12/03,35450,35450,35400,35400,▼100,－0.28%,35260,34345,34518,33986,400,64249
2003/12/02,35950,35950,35100,35500,▲500,＋1.43%,34970,34248,34512,33968,2560,64419
2003/12/01,35400,35400,34700,35000,▼400,－1.13%,34570,34145,34503,33952,1980,64419
2003/11/28,35000,35500,34450,35400,▲400,＋1.14%,34270,34070,34503,33940,3100,64419
2003/11/27,33950,35000,33350,35000,▲1050,＋3.09%,33890,33975,34497,33928,10270,64419
2003/11/26,33950,33950,33950,33950,▲450,＋1.34%,33640,33910,34505,33923,200,72519
2003/11/25,33500,33500,33500,33500,0.0,0.00%,33670,33893,34531,33928,1560,72519
2003/11/24,33100,33500,33100,33500,0.0,0.00%,33810,33890,34561,33937,430,73479
2003/11/21,33750,33750,33250,33500,▼250,－0.74%,33940,33905,34591,33945,970,73479
2003/11/20,33550,33800,33300,33750,▼350,－1.03%,34130,33925,34623,33949,1300,73619
2003/11/19,34100,34100,34100,34100,▼100,－0.29%,34260,33935,34642,33951,200,74169
2003/11/18,34200,34200,34200,34200,▲50,＋0.15%,34310,33938,34656,33951,350,74169
2003/11/17,33750,34150,33650,34150,▼300,－0.87%,34340,33918,34674,33948,300,74169
2003/11/14,34400,34450,33850,34450,▲50,＋0.15%,34360,33885,34692,33946,1320,74169
2003/11/13,33700,34400,33600,34400,▲50,＋0.15%,34410,33858,34701,33939,740,74769
2003/11/12,34350,34350,34350,34350,0.0,0.00%,34220,33838,34703,33933,300,74769
2003/11/11,34350,34350,34350,34350,▲100,＋0.29%,34040,33908,34696,33928,200,74809
2003/11/10,34300,34300,34250,34250,▼450,－1.30%,33860,33988,34690,33930,600,74809
2003/11/07,34700,34700,34700,34700,▲1250,＋3.74%,33710,34075,34679,33932,800,74809
2003/11/06,33000,33450,32800,33450,0.0,0.00%,33470,34160,34659,33933,3880,75309
2003/11/05,33200,33450,33100,33450,0.0,0.00%,33520,34263,34645,33945,3200,78589
2003/11/04,33100,33450,33100,33450,▼50,－0.15%,33550,34340,34631,33958,400,80319
2003/11/03,33600,33600,33100,33500,0.0,0.00%,33550,34418,34617,33970,480,80319
2003/10/31,33500,33500,33500,33500,▼200,－0.59%,33610,34493,34602,33982,300,80319
2003/10/30,33150,33700,33150,33700,▲100,＋0.30%,33690,34568,34587,33994,310,80319
2003/10/29,33450,33600,33450,33600,▲150,＋0.45%,33740,34623,34568,34004,3400,80319
2003/10/28,33000,33850,33000,33450,▼350,－1.04%,33850,34663,34553,34015,2950,80809
2003/10/27,33800,33800,33800,33800,▼100,－0.29%,33920,34720,34540,34028,1000,81809
2003/10/24,33850,33900,33850,33900,▼50,－0.15%,33860,34770,34522,34038,1010,82809
2003/10/23,33500,33950,33050,33950,▼200,－0.59%,33860,34820,34505,34041,970,82809
2003/10/22,33850,34500,33850,34150,▲350,＋1.04%,33870,34865,34485,34050,3500,82809
2003/10/21,33250,33800,33100,33800,▲300,＋0.90%,34190,34888,34466,34056,7430,82809
2003/10/20,33400,33750,33200,33500,▼400,－1.18%,34620,34925,34448,34062,3800,89579
2003/10/17,34000,34600,33300,33900,▼100,－0.29%,35120,34995,34438,34076,13600,91509
2003/10/16,34650,34700,32900,34000,▼1750,－4.90%,35620,35045,34417,34087,68780,100809
2003/10/15,35450,35850,35400,35750,▼200,－0.56%,35920,35095,34397,34095,950,100809
2003/10/14,35900,35950,35200,35950,▼50,－0.14%,35770,35058,34343,34089,460,100809
2003/10/13,36400,36400,35100,36000,▼400,－1.10%,35580,35010,34289,34081,1910,100809
2003/10/10,36000,36400,36000,36400,▲900,＋2.54%,35380,35010,34234,34073,250,100809
2003/10/09,34500,35500,34500,35500,▲500,＋1.43%,35100,34975,34165,34066,1010,100809
2003/10/08,35000,35000,35000,35000,0.0,0.00%,34960,34948,34115,34070,200,101119
2003/10/07,35000,35000,35000,35000,0.0,0.00%,34840,34948,34082,34080,400,101236
2003/10/06,34500,35400,34500,35000,0.0,0.00%,34760,34948,34043,34087,350,101336
2003/10/02,34800,35000,34800,35000,▲200,＋0.57%,34720,34948,33998,34101,480,101336
2003/10/01,34300,34800,34300,34800,▲400,＋1.16%,34700,34948,33958,34116,890,101316
2003/09/30,34500,34500,34400,34400,▼200,－0.58%,34710,34983,33928,34136,210,101126
2003/09/29,34450,34600,34450,34600,▼200,－0.57%,34750,35038,33905,34158,580,101126
2003/09/26,34300,34800,34300,34800,▼100,－0.29%,34740,35073,33875,34173,160,100986
2003/09/25,33900,34900,33500,34900,▲50,＋0.14%,34760,35098,33845,34183,430,100986
2003/09/24,34850,34850,34850,34850,▲250,＋0.72%,34760,35123,33810,34197,150,100986
2003/09/23,33850,34600,33750,34600,▲50,＋0.14%,34790,35125,33776,34211,310,100986
2003/09/22,34350,34600,33700,34550,▼350,－1.00%,34870,35143,33739,34228,1090,100934
2003/09/19,35000,35000,34900,34900,0.0,0.00%,34960,35180,33705,34246,1670,100934
2003/09/18,34600,35000,34600,34900,▼100,－0.29%,35180,35195,33673,34260,1430,101710
2003/09/17,34750,35000,34750,35000,0.0,0.00%,35340,35200,33651,34276,1670,101940
2003/09/16,35000,35000,34600,35000,0.0,0.00%,35330,35175,33626,34293,1910,102170
2003/09/15,35000,35000,34950,35000,▼1000,－2.78%,35330,35123,33601,34314,2270,102530
2003/09/09,35500,36000,35500,36000,▲300,＋0.84%,35330,35073,33571,34335,1170,104330
2003/09/08,34600,35800,34500,35700,▲750,＋2.15%,35130,34953,33529,34345,1560,104330
2003/09/05,35000,35000,34650,34950,▼50,－0.14%,34990,34843,33484,34362,950,104720
2003/09/04,35000,35000,34550,35000,0.0,0.00%,35100,34725,33453,34392,560,105100
2003/09/03,34550,35000,34550,35000,0.0,0.00%,35200,34605,33424,34418,1200,105350
2003/09/02,34450,35000,34450,35000,0.0,0.00%,35260,34485,33401,34445,510,105670
2003/09/01,35000,35000,34050,35000,▼500,－1.41%,35320,34365,33377,34473,640,105750
2003/08/29,34850,35500,34850,35500,0.0,0.00%,35400,34245,33360,34495,780,106330
2003/08/28,35100,35500,35000,35500,▲200,＋0.57%,35280,34100,33341,34511,1260,106330
2003/08/27,35300,35500,34750,35300,0.0,0.00%,35170,33958,33325,34528,3510,106330
2003/08/26,34600,35350,33650,35300,▼100,－0.28%,35170,33828,33313,34550,2740,106330
2003/08/25,34200,35400,33900,35400,▲500,＋1.43%,35150,33698,33298,34569,2550,106330
2003/08/22,34900,35000,34100,34900,▼50,－0.14%,35070,33573,33276,34582,750,106330
2003/08/21,35250,35250,32050,34950,▼350,－0.99%,34990,33465,33261,34612,940,106330
2003/08/20,34800,35300,34800,35300,▲100,＋0.28%,34790,33368,33246,34642,380,106330
2003/08/19,34900,35200,34800,35200,▲200,＋0.57%,34530,33240,33221,34670,1250,106330
2003/08/18,33850,35000,33850,35000,▲500,＋1.45%,34210,33123,33201,34700,4560,106330
2003/08/14,33350,34500,32600,34500,▲550,＋1.62%,33910,33005,33178,34733,650,108810
2003/08/13,34100,34100,33150,33950,▼50,－0.15%,33530,32920,33163,34761,770,108810
2003/08/12,34000,34000,34000,34000,▲400,＋1.19%,33260,32848,33160,34795,500,108810
2003/08/11,33000,33600,32050,33600,▲100,＋0.30%,32980,32785,33170,34835,1910,108810
2003/08/08,32600,33500,32600,33500,▲900,＋2.76%,32780,32740,33184,34880,5240,108810
2003/08/07,32600,32600,32600,32600,0.0,0.00%,32600,32678,33208,34929,1800,113540
2003/08/06,32250,32600,32250,32600,0.0,0.00%,32600,32673,33246,34979,2030,115320
2003/08/05,32500,32600,32200,32600,0.0,0.00%,32610,32693,33286,35027,1820,117310
2003/08/04,32600,32600,32350,32600,0.0,0.00%,32630,32698,33323,35080,1420,118330
2003/08/01,32600,32600,32500,32600,0.0,0.00%,32650,32683,33362,35125,650,119310
2003/07/31,32600,32600,32400,32600,▼50,－0.15%,32710,32683,33401,35169,3290,122860
2003/07/30,32500,32700,32300,32650,▼50,－0.15%,32740,32703,33439,35209,2380,123060
2003/07/29,32550,32800,32500,32700,0.0,0.00%,32810,32720,33477,35253,2130,124710
2003/07/28,32800,33000,32500,32700,▼200,－0.61%,32820,32725,33515,35298,3200,126810
2003/07/25,32750,32900,32750,32900,▲150,＋0.46%,32850,32740,33553,35351,1010,128810
2003/07/24,33000,33000,32050,32750,▼250,－0.76%,32800,32735,33578,35408,1130,128810
2003/07/23,32750,33000,32300,33000,▲250,＋0.76%,32810,32738,33616,35443,260,128810
2003/07/22,32850,32850,32250,32750,▼100,－0.30%,32710,32708,33647,35480,170,128810
2003/07/21,32300,33000,32050,32850,▲200,＋0.61%,32710,32695,33675,35524,270,128810
2003/07/18,32800,32800,32650,32650,▼150,－0.46%,32680,32700,33714,35570,200,128810
2003/07/16,32500,32800,32300,32800,▲300,＋0.92%,32600,32748,33758,35623,1260,128810
2003/07/15,32750,33100,32250,32500,▼250,－0.76%,32540,32783,33793,35676,130,128810
2003/07/14,32350,32750,32350,32750,▲50,＋0.15%,32640,32833,33835,35733,210,128810
2003/07/11,32000,32700,32000,32700,▲450,＋1.40%,32630,32855,33873,35790,450,128810
2003/07/10,32200,32400,32200,32250,▼250,－0.77%,32550,32895,33911,35842,290,128810
2003/07/09,32600,32600,32500,32500,▼500,－1.52%,32620,32933,33967,35898,240,128810
2003/07/08,32750,33300,32700,33000,▲300,＋0.92%,32720,32963,34025,35953,350,128810
