[일시]삼양식품,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1994/10/24,35541,36208,34303,34303,▼1239,－3.49%,35484,33145,31279,30175,13670,N/A
1994/10/22,37256,37256,35541,35541,▼1239,－3.37%,35503,33131,31187,30090,19220,N/A
1994/10/21,37256,37256,36208,36780,▲762,＋2.12%,35027,33016,31071,30003,50410,N/A
1994/10/20,35446,36018,35446,36018,▲1239,＋3.56%,34055,32845,30939,29908,31650,N/A
1994/10/19,35637,35637,34779,34779,▲381,＋1.11%,33331,32702,30822,29811,63480,N/A
1994/10/18,34398,34398,34398,34398,▲1239,＋3.74%,32759,32592,30726,29716,5100,N/A
1994/10/17,33159,33159,32873,33159,▲1239,＋3.88%,32264,32440,30645,29629,23980,N/A
1994/10/15,32587,33540,31921,31921,▼476,－1.47%,31921,32287,30574,29547,29750,N/A
1994/10/14,31921,33159,31921,32397,▲476,＋1.49%,31577,32168,30534,29472,45780,N/A
1994/10/13,32111,32397,31635,31921,0.0,0.00%,31330,31992,30486,29393,5050,N/A
1994/10/12,32397,32683,31921,31921,▲476,＋1.52%,31425,31849,30456,29318,16610,N/A
1994/10/11,30682,31444,30682,31444,▲1239,＋4.10%,31330,31754,30434,29250,3960,N/A
1994/10/10,31158,32206,30110,30205,▼953,－3.06%,31444,31682,30440,29184,5960,N/A
1994/10/08,32492,32492,31158,31158,▼1239,－3.82%,32054,31735,30475,29123,1980,N/A
1994/10/07,31539,32683,31539,32397,▲953,＋3.03%,32607,31678,30496,29052,6640,N/A
1994/10/06,33159,33159,30777,31444,▼572,－1.79%,32911,31554,30517,28974,2880,N/A
1994/10/05,32016,33731,32016,32016,▼1239,－3.72%,33426,31473,30574,28902,5750,N/A
1994/10/04,33921,34779,33254,33254,▼667,－1.97%,33674,31363,30617,28830,7870,N/A
1994/10/01,33921,34017,33159,33921,0.0,0.00%,33693,31177,30634,28749,17030,N/A
1994/09/30,34017,34303,33159,33921,▼95,－0.28%,33540,30949,30620,28656,23240,N/A
1994/09/29,32397,34493,32397,34017,▲762,＋2.29%,33274,30744,30599,28566,25160,N/A
1994/09/28,33159,33826,32969,33254,▼95,－0.29%,32740,30515,30572,28474,12410,N/A
1994/09/27,32873,34398,32873,33350,▲191,＋0.57%,32111,30363,30558,28395,57060,N/A
1994/09/26,33159,33636,32492,33159,▲572,＋1.75%,31349,30248,30561,28323,46390,N/A
1994/09/24,32302,32587,31921,32587,▲1239,＋3.95%,30491,30182,30588,28246,20140,N/A
1994/09/23,30968,31349,30110,31349,▲1239,＋4.11%,29786,30091,30645,28177,15600,N/A
1994/09/22,30015,30587,29538,30110,▲572,＋1.94%,29519,30001,30702,28122,6660,N/A
1994/09/17,29157,29538,29157,29538,▲667,＋2.31%,29500,29972,30760,28069,6990,N/A
1994/09/16,29157,29253,28586,28871,▼191,－0.66%,29843,29958,30806,28023,2700,N/A
1994/09/15,30015,30110,29062,29062,▼953,－3.17%,30072,30010,30842,27983,3670,N/A
1994/09/14,30301,30301,30015,30015,0.0,0.00%,30243,30072,30868,27942,7030,N/A
1994/09/13,32302,32302,30015,30015,▼1239,－3.96%,30205,30058,30856,27888,4300,N/A
1994/09/12,30015,31254,30015,31254,▲1239,＋4.13%,30167,30067,30829,27838,7780,N/A
1994/09/10,30205,30491,29920,30015,▲95,＋0.32%,29824,29967,30769,27780,2910,N/A
1994/09/09,29729,31063,29729,29920,▲95,＋0.32%,29691,29929,30721,27734,5660,N/A
1994/09/08,30015,30301,29824,29824,0.0,0.00%,29672,29924,30668,27695,4740,N/A
1994/09/07,29634,30205,29634,29824,▲286,＋0.97%,29596,29958,30628,27659,4690,N/A
1994/09/06,29538,29729,29538,29538,▲191,＋0.65%,29672,29929,30572,27629,3490,N/A
1994/09/05,29920,30491,29253,29348,▼476,－1.60%,29977,29948,30537,27597,5040,N/A
1994/09/03,29443,29824,29443,29824,▲381,＋1.29%,30472,29991,30521,27563,1270,N/A
1994/09/02,30301,30301,29443,29443,▼762,－2.52%,30663,29948,30498,27517,4540,N/A
1994/09/01,31444,31444,30110,30205,▼858,－2.76%,30682,29915,30464,27482,2610,N/A
1994/08/31,31921,32111,30587,31063,▼762,－2.40%,30548,29834,30417,27437,8620,N/A
1994/08/30,31921,31921,30968,31825,▲1048,＋3.41%,30186,29724,30353,27383,19380,N/A
1994/08/29,30491,30777,30015,30777,▲1239,＋4.19%,29805,29581,30293,27324,7400,N/A
1994/08/27,29634,30015,29538,29538,0.0,0.00%,29710,29495,30234,27276,3190,N/A
1994/08/26,29348,29920,29348,29538,▲286,＋0.98%,29748,29495,30180,27231,5060,N/A
1994/08/25,29920,29920,29253,29253,▼667,－2.23%,29881,29462,30110,27178,5660,N/A
1994/08/24,29157,30015,29157,29920,▼381,－1.26%,29881,29476,30045,27128,3320,N/A
1994/08/23,29729,30587,29729,30301,▲572,＋1.92%,29748,29457,29962,27070,5180,N/A
1994/08/22,29538,30396,29538,29729,▼476,－1.58%,29653,29448,29889,27013,4680,N/A
1994/08/20,29538,30205,29538,30205,▲953,＋3.26%,29805,29491,29823,26965,2010,N/A
1994/08/19,29253,29538,29253,29253,0.0,0.00%,29615,29572,29754,26912,7050,N/A
1994/08/18,30396,30396,29253,29253,▼572,－1.92%,29748,29724,29702,26858,2980,N/A
1994/08/17,29824,29824,29443,29824,▼667,－2.19%,29939,29881,29634,26800,5730,N/A
1994/08/16,29253,30491,29253,30491,▲1239,＋4.23%,29767,30072,29540,26740,4670,N/A
1994/08/13,30015,30015,29253,29253,▼667,－2.23%,29424,30291,29442,26677,1380,N/A
1994/08/12,31444,31444,29538,29920,▼286,－0.95%,29291,30558,29351,26627,6150,N/A
1994/08/11,29538,30205,29538,30205,▲1239,＋4.28%,29081,30777,29256,26575,7940,N/A
1994/08/10,29062,29062,28967,28967,▲191,＋0.66%,28833,30920,29152,26526,1670,N/A
1994/08/09,28490,28967,28490,28776,▲191,＋0.67%,28852,31106,29071,26488,2830,N/A
1994/08/08,28967,28967,28109,28586,▼286,－0.99%,29005,31287,28994,26443,2510,N/A
1994/08/06,27728,29538,27728,28871,▼95,－0.33%,29062,31477,28935,26392,780,N/A
1994/08/05,29253,29253,28300,28967,▼95,－0.33%,29195,31711,28876,26347,3760,N/A
1994/08/04,29538,29634,29062,29062,▼476,－1.61%,29310,32001,28800,26307,10440,N/A
1994/08/03,28967,29538,28967,29538,▲667,＋2.31%,29519,32349,28706,26259,1950,N/A
1994/08/02,29157,30491,28871,28871,▼667,－2.26%,29729,32611,28613,26199,2610,N/A
1994/08/01,28395,29729,28395,29538,0.0,0.00%,30320,32845,28520,26136,4850,N/A
1994/07/30,30110,30110,29538,29538,▼572,－1.90%,30872,32983,28411,26060,5040,N/A
1994/07/29,29348,30396,29348,30110,▼476,－1.56%,31444,33059,28300,25976,2620,N/A
1994/07/28,30587,32302,30587,30587,▼1239,－3.89%,32149,33083,28181,25892,2170,N/A
1994/07/27,31444,32492,31444,31825,▼476,－1.47%,33007,33021,28066,25812,7200,N/A
1994/07/26,32302,32397,31158,32302,▼95,－0.29%,33559,32850,27928,25722,18430,N/A
1994/07/25,32873,33350,32397,32397,▼1239,－3.68%,33960,32616,27771,25635,4360,N/A
1994/07/23,35255,35255,33636,33636,▼1239,－3.55%,34093,32354,27607,25548,3650,N/A
1994/07/22,34588,35065,33540,34874,▲286,＋0.83%,33902,32006,27431,25448,14180,N/A
1994/07/21,33350,34779,33350,34588,▲286,＋0.83%,33407,31635,27231,25338,15180,N/A
1994/07/20,33350,34303,33064,34303,▲1239,＋3.75%,32969,31230,27043,25226,30130,N/A
1994/07/19,32683,33254,32016,33064,▲381,＋1.17%,32816,30887,26864,25121,21740,N/A
1994/07/18,32492,33350,31730,32683,▲286,＋0.88%,33159,30653,26693,25029,12430,N/A
1994/07/16,32397,32873,32397,32397,0.0,0.00%,33826,30439,26534,24947,27440,N/A
1994/07/15,33159,33826,32302,32397,▼1143,－3.41%,34303,30191,26375,24868,38780,N/A
1994/07/14,33540,34588,33540,33540,▼1239,－3.56%,34531,29939,26232,24792,49430,N/A
1994/07/13,37066,37066,34779,34779,▼1239,－3.44%,34284,29624,26086,24703,23010,N/A
1994/07/12,36018,36018,36018,36018,▲1239,＋3.56%,33540,29295,25905,24607,6160,N/A
1994/07/11,33350,34779,33064,34779,▲1239,＋3.69%,32454,28857,25710,24509,54570,N/A
1994/07/09,33540,33540,33540,33540,▲1239,＋3.83%,31368,28433,25541,24426,24520,N/A
1994/07/08,31444,32302,31444,32302,▲1239,＋3.99%,30339,28023,25378,24349,27380,N/A
1994/07/07,31825,31825,30682,31063,▲476,＋1.56%,29405,27676,25239,24275,127450,N/A
1994/07/06,30587,30587,30587,30587,▲1239,＋4.22%,28624,27371,25123,24204,12110,N/A
1994/07/05,29062,29348,28967,29348,▲953,＋3.36%,27842,27137,25016,24144,22860,N/A
1994/07/04,27919,28586,27919,28395,▲762,＋2.76%,27461,26956,24920,24103,31030,N/A
1994/07/02,27252,27823,27252,27633,▲476,＋1.75%,27080,26842,24847,24078,16480,N/A
1994/07/01,26870,27252,26680,27156,▲476,＋1.79%,27042,26766,24792,24067,14280,N/A
1994/06/30,27823,27823,26680,26680,▼762,－2.78%,27290,26666,24747,24067,12860,N/A
1994/06/29,26489,27442,26489,27442,▲953,＋3.60%,27633,26542,24723,24064,17820,N/A
1994/06/28,26680,27442,26489,26489,▼953,－3.47%,27633,26399,24690,24047,11440,N/A
1994/06/27,28586,28776,27442,27442,▼953,－3.36%,27804,26265,24685,24029,18550,N/A
1994/06/25,29062,29062,27728,28395,0.0,0.00%,27766,26103,24657,23996,22940,N/A
1994/06/24,27728,28395,27728,28395,▲953,＋3.47%,27728,25884,24604,23947,33720,N/A
1994/06/23,27633,28014,27347,27442,▲95,＋0.35%,27499,25670,24536,23890,43460,N/A
1994/06/22,27252,27633,26299,27347,▲95,＋0.35%,27271,25503,24499,23832,26040,N/A
1994/06/21,28586,28586,27252,27252,▼953,－3.38%,26870,25389,24457,23768,27630,N/A
1994/06/20,28204,28204,28204,28204,▲953,＋3.50%,26489,25293,24412,23698,16960,N/A
1994/06/18,26775,27252,26489,27252,▲953,＋3.62%,25841,25103,24355,23614,25740,N/A
1994/06/17,25632,26299,25441,26299,▲953,＋3.76%,25575,24912,24318,23531,44480,N/A
1994/06/16,25536,25918,24679,25346,0.0,0.00%,25460,24793,24282,23463,19700,N/A
1994/06/15,24584,25918,24584,25346,▲381,＋1.53%,25613,24693,24245,23409,25640,N/A
1994/06/14,25441,25727,24965,24965,▼953,－3.68%,25765,24574,24210,23363,14360,N/A
1994/06/13,25536,26108,25346,25918,▲191,＋0.74%,25803,24469,24177,23327,14480,N/A
1994/06/11,26108,26299,25536,25727,▼381,－1.46%,25460,24322,24136,23290,23690,N/A
1994/06/10,26966,27061,25155,26108,0.0,0.00%,25231,24221,24107,23263,47180,N/A
1994/06/09,26108,26108,25822,26108,▲953,＋3.79%,24774,24093,24069,23241,33750,N/A
1994/06/08,24584,25155,24584,25155,▲953,＋3.94%,24393,23931,24015,23215,22830,N/A
1994/06/07,24298,24488,23821,24202,▼381,－1.55%,24164,23802,23966,23200,8770,N/A
1994/06/04,23821,24774,23821,24584,▲762,＋3.20%,24145,23745,23940,23194,9350,N/A
1994/06/03,24202,24202,23440,23821,▼381,－1.57%,24050,23659,23912,23186,7880,N/A
1994/06/02,23345,24774,23345,24202,▲191,＋0.79%,24298,23635,23902,23189,2440,N/A
1994/06/01,24202,24298,24012,24012,▼95,－0.40%,24526,23602,23894,23181,5620,N/A
1994/05/31,23917,24488,23821,24107,0.0,0.00%,24603,23540,23899,23180,4970,N/A
1994/05/30,24774,25060,24107,24107,▼953,－3.80%,24469,23493,23904,23185,8970,N/A
1994/05/28,25727,26203,25060,25060,▼286,－1.13%,24431,23431,23893,23203,30430,N/A
1994/05/27,24869,25346,24869,25346,▲953,＋3.91%,24088,23369,23850,23206,25670,N/A
1994/05/26,23631,24393,23631,24393,▲953,＋4.07%,23612,23340,23818,23215,14600,N/A
1994/05/25,24202,24488,23440,23440,▼476,－1.99%,23307,23316,23815,23230,14190,N/A
1994/05/24,22868,24012,22868,23917,▲572,＋2.45%,23211,23359,23812,23245,16080,N/A
1994/05/23,22964,23345,22964,23345,▲381,＋1.66%,23173,23397,23785,23248,4750,N/A
1994/05/21,22678,22964,22678,22964,▲95,＋0.42%,23211,23416,23751,23252,2660,N/A
1994/05/20,23059,23250,22868,22868,▼95,－0.41%,23192,23469,23709,23267,3130,N/A
1994/05/19,23345,23345,22964,22964,▼762,－3.21%,23135,23531,23651,23290,1430,N/A
1994/05/17,23535,23726,23154,23726,▲191,＋0.81%,23154,23588,23604,23305,2970,N/A
1994/05/16,22773,23821,22773,23535,▲667,＋2.92%,22983,23583,23558,23322,10860,N/A
1994/05/14,22868,23154,22678,22868,▲286,＋1.27%,22945,23607,23516,23346,1400,N/A
1994/05/13,23345,23345,22583,22583,▼476,－2.07%,23078,23678,23499,23369,4730,N/A
1994/05/12,22868,23345,22868,23059,▲191,＋0.83%,23116,23774,23489,23393,4110,N/A
1994/05/11,23059,23059,22868,22868,▼476,－2.04%,23135,23883,23466,23422,2020,N/A
1994/05/10,23440,23440,23250,23345,▼191,－0.81%,23135,24012,23445,23460,3070,N/A
1994/05/09,22868,23535,22868,23535,▲762,＋3.35%,23231,24155,23408,23488,6010,N/A
1994/05/07,22773,23154,22773,22773,▼381,－1.65%,23478,24264,23378,23522,3390,N/A
1994/05/06,22106,23250,22106,23154,▲286,＋1.25%,23707,24388,23365,23573,3850,N/A
1994/05/04,23345,23345,22868,22868,▼953,－4.00%,23936,24445,23361,23631,12710,N/A
1994/05/03,24298,24298,23821,23821,▼953,－3.85%,24298,24564,23361,23684,6290,N/A
1994/05/02,24107,24774,23726,24774,▲858,＋3.59%,24279,24612,23353,23726,11600,N/A
1994/04/30,24584,24584,23917,23917,▼381,－1.57%,24126,24603,23321,23768,1310,N/A
1994/04/29,25251,25536,24298,24298,▼381,－1.54%,24164,24645,23310,23828,22730,N/A
1994/04/28,24012,24679,24012,24679,▲953,＋4.02%,24126,24684,23308,23894,10540,N/A
1994/04/27,24012,24012,23726,23726,▼286,－1.19%,23917,24655,23310,23968,3430,N/A
1994/04/26,24012,24012,23917,24012,▼95,－0.40%,23974,24626,23321,24040,2720,N/A
1994/04/25,24202,24393,24107,24107,0.0,0.00%,24031,24588,23311,24098,2280,N/A
1994/04/23,23821,24393,23821,24107,▲476,＋2.02%,24107,24531,23284,24146,1330,N/A
1994/04/22,24107,24107,23631,23631,▼381,－1.59%,24336,24498,23273,24183,6810,N/A
1994/04/21,23917,24584,23917,24012,▼286,－1.18%,24698,24517,23286,24235,7240,N/A
1994/04/20,24488,25060,24298,24298,▼191,－0.78%,25136,24507,23308,24283,3790,N/A
1994/04/19,25251,25727,24298,24488,▼762,－3.02%,25422,24436,23342,24319,6190,N/A
1994/04/18,25441,25727,24965,25251,▼191,－0.75%,25575,24322,23388,24345,9770,N/A
1994/04/16,26203,26203,25441,25441,▼762,－2.91%,25384,24193,23405,24357,9260,N/A
1994/04/15,26013,26394,26013,26203,▲476,＋1.85%,25346,24064,23404,24360,25880,N/A
1994/04/14,25727,26203,25727,25727,▲476,＋1.89%,25060,23917,23373,24356,63680,N/A
1994/04/13,24584,25251,24584,25251,▲953,＋3.92%,24831,23817,23335,24357,22670,N/A
1994/04/12,25727,25918,24298,24298,▼953,－3.77%,24736,23769,23289,24366,11050,N/A
1994/04/11,24774,25727,24774,25251,▲476,＋1.92%,24888,23774,23243,24391,17380,N/A
1994/04/09,24679,25060,24298,24774,▲191,＋0.78%,24660,23683,23165,24410,6720,N/A
1994/04/08,25060,25060,24488,24584,▼191,－0.77%,24336,23569,23080,24429,10190,N/A
1994/04/07,25441,25918,24488,24774,▼286,－1.14%,24069,23512,22984,24441,31440,N/A
1994/04/06,24584,25060,24393,25060,▲953,＋3.95%,23707,23483,22873,24445,42220,N/A
1994/04/04,22868,24107,22868,24107,▲953,＋4.12%,23383,23392,22745,24442,15550,N/A
1994/04/02,23440,23821,23154,23154,▼95,－0.41%,23364,23302,22644,24448,9090,N/A
1994/04/01,22678,23440,22678,23250,▲286,＋1.24%,23497,23211,22573,24461,15060,N/A
1994/03/31,23440,23440,22868,22964,▼476,－2.03%,23421,23069,22516,24474,8190,N/A
1994/03/30,24202,24202,23250,23440,▼572,－2.38%,23269,22892,22476,24481,2380,N/A
1994/03/29,24679,24679,24012,24012,▲191,＋0.80%,23116,22725,22444,24476,40330,N/A
1994/03/28,23154,23821,22773,23821,▲953,＋4.17%,22887,22573,22419,24472,5500,N/A
1994/03/26,22392,22868,22392,22868,▲667,＋3.00%,22773,22435,22413,24460,1660,N/A
1994/03/25,22201,22678,21916,22201,▼476,－2.10%,22945,22382,22414,24458,890,N/A
1994/03/24,23059,23059,22106,22678,▼191,－0.83%,23364,22373,22433,24463,3240,N/A
1994/03/23,23250,23440,22868,22868,▼381,－1.64%,23707,22321,22448,24461,4580,N/A
1994/03/22,22773,23535,22773,23250,▼476,－2.01%,23821,22259,22460,24453,3740,N/A
1994/03/21,24298,24298,23631,23726,▼572,－2.35%,23669,22154,22476,24441,5030,N/A
1994/03/19,24584,24774,23535,24298,▼95,－0.39%,23612,22054,22468,24433,7970,N/A
1994/03/18,24012,24393,23440,24393,▲953,＋4.07%,23593,21939,22460,24421,24560,N/A
1994/03/17,22868,23440,21725,23440,▲953,＋4.24%,23364,21863,22467,24408,24390,N/A
1994/03/16,23821,23821,22487,22487,▼953,－4.07%,23135,21835,22513,24403,4590,N/A
1994/03/15,25155,25155,23250,23440,▼762,－3.15%,22907,21877,22562,24399,28300,N/A
1994/03/14,24202,24202,24202,24202,▲953,＋4.10%,22297,21849,22611,24378,2730,N/A
1994/03/12,23250,23250,23250,23250,▲953,＋4.27%,21344,21801,22644,24352,9890,N/A
1994/03/11,22297,22297,22297,22297,▲953,＋4.46%,20715,21849,22678,24330,1370,N/A
1994/03/10,21344,21344,21344,21344,▲953,＋4.67%,20448,21973,22711,24308,850,N/A
1994/03/09,19438,20391,19438,20391,▲953,＋4.90%,20391,22125,22752,24294,7190,N/A
1994/03/08,20010,20010,19248,19438,▼667,－3.32%,20677,22278,22826,24287,2360,N/A
1994/03/07,20010,20772,20010,20105,▼858,－4.09%,21191,22430,22929,24292,1150,N/A
1994/03/05,21249,21249,20200,20963,▼95,－0.45%,21496,22597,23007,24289,970,N/A
1994/03/04,20867,21058,20867,21058,▼762,－3.49%,21630,22768,23086,24272,1460,N/A
1994/03/03,21058,21820,21058,21820,▼191,－0.87%,21649,22983,23177,24255,1050,N/A
1994/03/02,22011,22011,22011,22011,▲381,＋1.76%,21630,23207,23238,24232,10,N/A
1994/02/28,21916,22106,21630,21630,0.0,0.00%,21630,23469,23297,24207,1000,N/A
1994/02/26,21249,21820,21249,21630,▲476,＋2.25%,21877,23702,23378,24190,740,N/A
1994/02/25,20963,21439,20963,21153,▼572,－2.63%,22125,23888,23475,24167,1350,N/A
1994/02/24,21630,22868,21630,21725,▼286,－1.30%,22564,24050,23567,24144,2690,N/A
1994/02/23,22583,22678,22011,22011,▼858,－3.75%,22792,24136,23666,24117,1510,N/A
1994/02/22,22583,23345,22583,22868,0.0,0.00%,23040,24160,23780,24085,2330,N/A
1994/02/21,22868,24298,22868,22868,▼476,－2.04%,23307,24093,23901,24044,2720,N/A
1994/02/19,22868,23345,22678,23345,▲476,＋2.08%,23688,23978,24007,24004,3680,N/A
1994/02/18,22297,23154,22297,22868,▼381,－1.64%,23897,23793,24099,23960,2260,N/A
1994/02/17,24202,24202,23250,23250,▼953,－3.94%,24012,23593,24215,23921,4420,N/A
1994/02/16,24774,24774,23917,24202,▼572,－2.31%,23859,23335,24345,23882,4890,N/A
1994/02/15,25346,25346,24107,24774,▲381,＋1.56%,23707,22992,24480,23834,6700,N/A
1994/02/14,24393,24393,24393,24393,▲953,＋4.07%,23631,22659,24626,23781,2740,N/A
1994/02/12,21630,23440,21630,23440,▲953,＋4.24%,23821,22382,24758,23731,2080,N/A
1994/02/08,22487,22487,22487,22487,▼953,－4.07%,24393,22201,24885,23689,2010,N/A
1994/02/07,23440,23440,23440,23440,▼953,－3.91%,25346,22106,25008,23655,1560,N/A
1994/02/05,24393,24393,24393,24393,▼953,－3.76%,25918,22011,25093,23608,870,N/A
1994/02/04,25346,25346,25346,25346,▼953,－3.62%,26108,21916,25184,23555,1060,N/A
1994/02/03,26299,26299,26299,26299,▼953,－3.50%,25918,21820,25258,23493,3070,N/A
1994/02/02,27252,27252,27252,27252,▲953,＋3.62%,25346,21654,25297,23423,9140,N/A
1994/02/01,26299,26299,25346,26299,▲953,＋3.76%,24393,21458,25303,23340,47150,N/A
1994/01/31,25346,25346,25346,25346,▲953,＋3.91%,23440,21320,25309,23265,6600,N/A
1994/01/29,24393,24393,24393,24393,▲953,＋4.07%,22487,21234,25316,23204,430,N/A
1994/01/28,23440,23440,23440,23440,▲953,＋4.24%,21534,21225,25338,23151,550,N/A
1994/01/27,22487,22487,22487,22487,▲953,＋4.42%,20620,21215,25379,23100,4120,N/A
1994/01/26,21534,21534,21534,21534,▲953,＋4.63%,19743,21282,25443,23064,1450,N/A
1994/01/25,20582,20582,20582,20582,▲953,＋4.85%,18905,21444,25538,23043,2360,N/A
1994/01/24,19629,19629,19629,19629,▲762,＋4.04%,18409,21725,25654,23030,1660,N/A
1994/01/22,18866,18866,18866,18866,▲762,＋4.21%,18257,22016,25778,23026,3190,N/A
1994/01/21,16961,18104,16675,18104,▲762,＋4.40%,18447,22392,25898,23027,7680,N/A
1994/01/20,17532,17532,17342,17342,▼762,－4.21%,18943,22797,26016,23037,4460,N/A
1994/01/19,18962,19057,18104,18104,▼762,－4.04%,19781,23192,26140,23052,4780,N/A
1994/01/18,19819,19819,18866,18866,▼953,－4.81%,20658,23502,26251,23061,6210,N/A
1994/01/17,19629,20010,19629,19819,▼762,－3.70%,21573,23750,26349,23064,4810,N/A
1994/01/15,21916,21916,20582,20582,▼953,－4.42%,22201,23998,26432,23056,2310,N/A
1994/01/14,22487,22487,21534,21534,▼953,－4.24%,22754,24250,26486,23047,2430,N/A
1994/01/13,23821,23821,22487,22487,▼953,－4.07%,23154,24412,26508,23036,7690,N/A
1994/01/12,23059,23440,23059,23440,▲476,＋2.07%,23383,24574,26524,23009,5380,N/A
1994/01/11,23345,23821,22964,22964,▼381,－1.63%,23535,24726,26508,22976,2210,N/A
1994/01/10,23821,23821,23345,23345,▼191,－0.81%,23593,24855,26502,22941,2490,N/A
1994/01/08,23821,23821,22868,23535,▼95,－0.40%,23688,24965,26492,22911,2230,N/A
1994/01/07,24774,25155,23631,23631,▼572,－2.36%,23936,25112,26475,22887,15140,N/A
1994/01/06,23250,24202,23250,24202,▲953,＋4.10%,24450,25303,26445,22868,5740,N/A
1994/01/05,22868,23440,22868,23250,▼572,－2.40%,24698,25427,26407,22845,19190,N/A
1994/01/04,23821,23821,23821,23821,▼953,－3.85%,25327,25646,26397,22832,4270,N/A
1994/01/03,24774,24774,24774,24774,▼1429,－5.45%,25803,25898,26381,22816,1490,N/A
1993/12/28,24488,26203,24488,26203,▲762,＋3.00%,25898,26165,26349,22791,3830,N/A
1993/12/27,25441,25441,25441,25441,▼953,－3.61%,25517,26318,26294,22756,1050,N/A
1993/12/24,27156,27156,25822,26394,▲191,＋0.73%,25193,26489,26235,22722,8530,N/A
1993/12/23,26203,26203,26203,26203,▲953,＋3.77%,24869,26661,26145,22683,3630,N/A
1993/12/22,24679,25251,24584,25251,▲953,＋3.92%,24755,26904,26060,22644,5580,N/A
1993/12/21,23917,24679,23917,24298,▲476,＋2.00%,24660,27256,25983,22621,1800,N/A
1993/12/20,24774,25155,23821,23821,▼953,－3.85%,24946,27718,25905,22605,3060,N/A
1993/12/18,25632,25727,24774,24774,▼858,－3.35%,25479,28142,25835,22593,1330,N/A
1993/12/17,24774,25727,24298,25632,▲858,＋3.46%,25632,28457,25749,22574,8300,N/A
1993/12/16,25632,25727,24774,24774,▼953,－3.70%,25613,28667,25656,22548,2900,N/A
1993/12/15,25536,26489,25536,25727,▼762,－2.88%,25956,28857,25571,22530,10630,N/A
1993/12/14,25536,26489,25536,26489,▲953,＋3.73%,26299,29062,25459,22504,4600,N/A
1993/12/13,24679,26203,24679,25536,0.0,0.00%,26337,29229,25333,22466,9110,N/A
1993/12/11,25536,25536,25536,25536,▼953,－3.60%,26756,29381,25225,22441,3850,N/A
1993/12/10,26680,27347,26489,26489,▼953,－3.47%,27423,29486,25117,22419,1600,N/A
1993/12/09,27442,27442,26680,27442,▲762,＋2.86%,28147,29495,25001,22389,17900,N/A
1993/12/08,26680,27061,26680,26680,▼953,－3.45%,28509,29410,24858,22349,28990,N/A
1993/12/07,27633,27633,27633,27633,▼1239,－4.29%,28948,29362,24722,22320,500,N/A
1993/12/06,28871,30015,28871,28871,▼1239,－4.11%,29386,29276,24569,22285,21870,N/A
1993/12/04,29348,30491,29348,30110,▲858,＋2.93%,29824,29148,24390,22240,16310,N/A
1993/12/03,28014,29443,28014,29253,▲381,＋1.32%,30263,29005,24188,22186,25210,N/A
1993/12/02,28776,29253,28586,28871,▼953,－3.19%,31120,28919,24001,22137,28830,N/A
1993/12/01,30015,30491,29824,29824,▼1239,－3.99%,31806,28828,23821,22090,25840,N/A
1993/11/30,31349,32206,31063,31063,▼1239,－3.83%,32054,28643,23628,22039,8360,N/A
1993/11/29,33540,33826,32302,32302,▼1239,－3.69%,31806,28347,23418,21973,40860,N/A
1993/11/27,32302,33540,31063,33540,▲1239,＋3.83%,31063,27971,23188,21897,92430,N/A
1993/11/26,32302,32302,29824,32302,▲1239,＋3.99%,30320,27533,22935,21812,39910,N/A
1993/11/25,30777,31063,30777,31063,▲1239,＋4.15%,29824,27156,22703,21736,39010,N/A
1993/11/24,28586,29824,28109,29824,▲1239,＋4.33%,29329,26842,22494,21673,58350,N/A
1993/11/23,29348,29634,28586,28586,▼1239,－4.15%,28890,26542,22301,21622,25250,N/A
1993/11/22,31063,31063,28871,29824,0.0,0.00%,28509,26256,22122,21584,96250,N/A
1993/11/20,29824,29824,29824,29824,▲1239,＋4.33%,27690,25937,21927,21529,9100,N/A
1993/11/19,28586,28586,28586,28586,▲953,＋3.45%,26870,25570,21727,21473,16090,N/A
1993/11/18,27633,27633,27633,27633,▲953,＋3.57%,26337,25270,21549,21428,11910,N/A
1993/11/17,25822,26680,25822,26680,▲953,＋3.70%,26070,25027,21377,21395,41410,N/A
1993/11/16,26108,26108,25536,25727,0.0,0.00%,26184,24817,21222,21370,13820,N/A
1993/11/15,26203,26870,25632,25727,▼191,－0.74%,26546,24622,21093,21354,38320,N/A
1993/11/13,25918,26108,25536,25918,▼381,－1.45%,26813,24431,20964,21330,24590,N/A
1993/11/12,27252,27347,26299,26299,▼953,－3.50%,26851,24269,20821,21297,16470,N/A
1993/11/11,27442,27537,26585,27252,▼286,－1.04%,26623,24098,20685,21253,53900,N/A
1993/11/10,28014,28014,26203,27537,▲476,＋1.76%,26127,23878,20548,21202,126420,N/A
1993/11/09,27061,27061,27061,27061,▲953,＋3.65%,25575,23645,20407,21145,22510,N/A
1993/11/08,25441,26108,25441,26108,▲953,＋3.79%,25117,23388,20273,21095,111500,N/A
1993/11/06,24965,25155,24584,25155,▲381,＋1.54%,24850,23130,20156,21055,21540,N/A
1993/11/05,24774,24965,24012,24774,0.0,0.00%,24584,22930,20058,21020,53990,N/A
1993/11/04,24774,24869,23821,24774,0.0,0.00%,24202,22721,19964,20992,20890,N/A
1993/11/03,25727,25727,24298,24774,0.0,0.00%,23936,22463,19870,20966,70040,N/A
