[일시]LS,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1991/05/08,13067,13220,13067,13220,0.0,0.00%,13311,13319,13521,13040,8300,N/A
1991/05/07,13220,13372,13220,13220,▼76,－0.57%,13372,13323,13528,13035,9320,N/A
1991/05/06,13296,13372,13296,13296,▼76,－0.57%,13418,13327,13529,13032,9310,N/A
1991/05/04,13372,13449,13372,13372,▼76,－0.57%,13464,13327,13526,13028,15330,N/A
1991/05/03,13143,13525,13143,13449,▼76,－0.56%,13479,13323,13523,13021,43180,N/A
1991/05/02,13372,13678,13372,13525,▲76,＋0.57%,13418,13319,13518,13015,38160,N/A
1991/05/01,13372,13525,13372,13449,▼76,－0.56%,13357,13311,13514,13007,11140,N/A
1991/04/30,13449,13525,13220,13525,▲76,＋0.57%,13281,13315,13502,13000,31400,N/A
1991/04/29,13143,13525,13143,13449,▲306,＋2.33%,13220,13319,13490,12992,16810,N/A
1991/04/27,13143,13220,12914,13143,▼76,－0.58%,13189,13330,13470,12982,4060,N/A
1991/04/26,12990,13220,12990,13220,▲153,＋1.17%,13204,13357,13459,12974,20160,N/A
1991/04/25,12990,13143,12990,13067,▼153,－1.16%,13220,13372,13444,12966,6890,N/A
1991/04/24,13372,13372,13143,13220,▼76,－0.57%,13296,13403,13432,12957,10470,N/A
1991/04/23,12990,13372,12990,13296,▲76,＋0.58%,13327,13433,13418,12947,21190,N/A
1991/04/22,13220,13220,12914,13220,▼76,－0.57%,13327,13453,13404,12937,16880,N/A
1991/04/20,13372,13372,13296,13296,▼153,－1.14%,13342,13472,13389,12929,7180,N/A
1991/04/19,13449,13449,13296,13449,▲76,＋0.57%,13342,13487,13372,12923,14840,N/A
1991/04/18,13296,13372,13220,13372,▲76,＋0.57%,13311,13498,13353,12918,42350,N/A
1991/04/17,13372,13372,13220,13296,0.0,0.00%,13296,13514,13337,12913,8570,N/A
1991/04/16,13220,13372,13220,13296,0.0,0.00%,13296,13529,13320,12909,5750,N/A
1991/04/15,13296,13296,13220,13296,0.0,0.00%,13311,13548,13305,12904,3610,N/A
1991/04/13,13296,13372,13220,13296,0.0,0.00%,13327,13567,13290,12899,6500,N/A
1991/04/12,13143,13296,13143,13296,0.0,0.00%,13372,13586,13270,12893,9150,N/A
1991/04/11,13372,13372,13220,13296,▼76,－0.57%,13433,13605,13250,12888,10120,N/A
1991/04/10,13525,13525,13296,13372,0.0,0.00%,13510,13632,13231,12883,63050,N/A
1991/04/09,12914,13602,12914,13372,▼153,－1.13%,13571,13659,13202,12876,52790,N/A
1991/04/08,13602,13602,13525,13525,▼76,－0.56%,13602,13674,13179,12870,13630,N/A
1991/04/06,13602,13602,13525,13602,▼76,－0.56%,13632,13682,13153,12864,15720,N/A
1991/04/04,13525,13678,13525,13678,0.0,0.00%,13678,13689,13137,12857,21360,N/A
1991/04/03,13602,13678,13525,13678,▲153,＋1.13%,13678,13689,13120,12851,24170,N/A
1991/04/02,13678,13678,13449,13525,▼153,－1.12%,13663,13693,13093,12840,37480,N/A
1991/04/01,13831,13831,13678,13678,▼153,－1.10%,13678,13716,13059,12834,135440,N/A
1991/03/30,13602,13831,13602,13831,▲153,＋1.12%,13678,13728,13025,12826,71670,N/A
1991/03/29,13678,13754,13602,13678,▲76,＋0.56%,13647,13735,12994,12817,56870,N/A
1991/03/28,13602,13602,13449,13602,0.0,0.00%,13632,13739,12965,12812,155650,N/A
1991/03/27,13525,13678,13525,13602,▼76,－0.56%,13647,13747,12934,12813,70300,N/A
1991/03/25,13602,13754,13602,13678,0.0,0.00%,13663,13766,12904,12818,52160,N/A
1991/03/23,13602,13678,13602,13678,▲76,＋0.56%,13663,13754,12877,12821,22250,N/A
1991/03/22,13678,13754,13602,13602,▼76,－0.56%,13663,13731,12851,12818,35950,N/A
1991/03/21,13678,13754,13602,13678,0.0,0.00%,13709,13712,12831,12816,78190,N/A
1991/03/20,13525,13678,13525,13678,0.0,0.00%,13754,13697,12816,12814,26160,N/A
1991/03/19,13602,13754,13602,13678,0.0,0.00%,13754,13693,12801,12808,26820,N/A
1991/03/18,13831,13831,13602,13678,▼153,－1.10%,13754,13674,12783,12802,84400,N/A
1991/03/16,14060,14060,13754,13831,▼76,－0.55%,13770,13647,12771,12795,50860,N/A
1991/03/15,13754,14060,13678,13907,▲229,＋1.68%,13739,13613,12758,12788,96670,N/A
1991/03/14,13678,13754,13602,13678,0.0,0.00%,13709,13575,12744,12779,61060,N/A
1991/03/13,13678,13754,13678,13678,▼76,－0.56%,13770,13556,12734,12773,55610,N/A
1991/03/12,13831,13831,13678,13754,▲76,＋0.56%,13816,13510,12720,12764,96730,N/A
1991/03/11,13754,13754,13602,13678,▼76,－0.56%,13861,13460,12705,12753,72410,N/A
1991/03/09,13984,14060,13754,13754,▼229,－1.64%,13877,13391,12694,12743,58070,N/A
1991/03/08,13754,13984,13754,13984,▲76,＋0.55%,13877,13327,12681,12731,111210,N/A
1991/03/07,14136,14136,13754,13907,▼76,－0.55%,13877,13242,12663,12718,121300,N/A
1991/03/06,13754,14136,13754,13984,▲229,＋1.67%,13785,13166,12646,12700,136640,N/A
1991/03/05,13754,13831,13525,13754,0.0,0.00%,13632,13086,12630,12681,47140,N/A
1991/03/04,13831,13984,13678,13754,▼229,－1.64%,13525,13021,12620,12662,106640,N/A
1991/03/02,13602,13984,13602,13984,▲535,＋3.98%,13449,12948,12604,12644,121420,N/A
1991/02/28,13372,13525,13296,13449,▲229,＋1.73%,13372,12864,12588,12623,75390,N/A
1991/02/27,13220,13372,13067,13220,0.0,0.00%,13342,12807,12580,12604,32950,N/A
1991/02/26,13602,13602,13220,13220,▼153,－1.14%,13327,12765,12576,12586,53880,N/A
1991/02/25,13831,13907,13372,13372,▼229,－1.69%,13311,12719,12567,12567,67750,N/A
1991/02/23,13449,13602,13372,13602,▲306,＋2.30%,13265,12669,12559,12548,23940,N/A
1991/02/22,13754,13754,13296,13296,▲153,＋1.16%,13204,12608,12543,12525,52210,N/A
1991/02/21,12532,13296,12532,13143,0.0,0.00%,13097,12551,12536,12506,29430,N/A
1991/02/20,13296,13525,12990,13143,0.0,0.00%,13021,12497,12529,12485,34110,N/A
1991/02/19,13296,13525,12990,13143,▼153,－1.15%,12853,12448,12520,12467,71650,N/A
1991/02/18,13372,13372,13067,13296,▲535,＋4.19%,12715,12371,12513,12452,46280,N/A
1991/02/13,12761,12837,12685,12761,0.0,0.00%,12517,12306,12501,12438,20800,N/A
1991/02/12,12455,12761,12455,12761,▲458,＋3.73%,12440,12268,12499,12429,27230,N/A
1991/02/11,12455,12532,12303,12303,▼153,－1.23%,12364,12261,12494,12422,21020,N/A
1991/02/09,12303,12455,12303,12455,▲153,＋1.24%,12394,12280,12494,12418,13960,N/A
1991/02/08,12303,12303,12226,12303,▼76,－0.62%,12364,12261,12490,12413,14260,N/A
1991/02/07,12455,12455,12303,12379,0.0,0.00%,12364,12219,12489,12410,6330,N/A
1991/02/06,12608,12608,12379,12379,▼76,－0.61%,12348,12180,12481,12406,8880,N/A
1991/02/05,12226,12837,12226,12455,▲153,＋1.24%,12348,12161,12476,12405,28220,N/A
1991/02/04,12303,12379,12303,12303,0.0,0.00%,12318,12134,12469,12405,15580,N/A
1991/02/02,12226,12379,12226,12303,0.0,0.00%,12333,12108,12469,12408,12560,N/A
1991/02/01,12379,12532,12226,12303,▼76,－0.62%,12348,12081,12474,12405,15540,N/A
1991/01/31,12226,12379,12226,12379,▲76,＋0.62%,12318,12070,12482,12402,24730,N/A
1991/01/30,12379,12379,12150,12303,▼76,－0.62%,12257,12058,12489,12401,31640,N/A
1991/01/29,12379,12455,12073,12379,0.0,0.00%,12226,12062,12497,12406,32020,N/A
1991/01/28,12073,12455,12073,12379,▲229,＋1.89%,12073,12081,12504,12413,24100,N/A
1991/01/26,12073,12150,11920,12150,▲76,＋0.63%,11997,12100,12508,12415,23810,N/A
1991/01/25,12455,12455,12073,12073,▼76,－0.63%,11966,12123,12515,12414,17130,N/A
1991/01/24,11462,12150,11462,12150,▲535,＋4.61%,12073,12169,12525,12413,6380,N/A
1991/01/23,11844,11844,11615,11615,▼382,－3.18%,12180,12215,12536,12417,2070,N/A
1991/01/22,11538,11997,11538,11997,0.0,0.00%,12272,12287,12550,12420,4430,N/A
1991/01/21,12226,12455,11997,11997,▼611,－4.85%,12165,12341,12561,12420,2660,N/A
1991/01/19,12303,12685,12303,12608,▼76,－0.60%,12089,12383,12574,12422,15860,N/A
1991/01/18,12532,12685,12150,12685,▲611,＋5.06%,11966,12394,12576,12420,23430,N/A
1991/01/17,11386,12073,11156,12073,▲611,＋5.33%,11814,12410,12581,12417,6270,N/A
1991/01/16,11309,11462,11309,11462,▼153,－1.32%,11752,12455,12587,12419,3530,N/A
1991/01/15,11768,11768,11462,11615,▼382,－3.18%,11814,12528,12608,12425,16080,N/A
1991/01/14,11768,11997,11691,11997,▲76,＋0.64%,11905,12593,12627,12433,3170,N/A
1991/01/12,11615,11920,11615,11920,▲153,＋1.30%,11936,12643,12640,12438,8460,N/A
1991/01/11,11615,11768,11538,11768,0.0,0.00%,12027,12704,12659,12445,12580,N/A
1991/01/10,11768,11844,11615,11768,▼306,－2.53%,12226,12757,12691,12451,13910,N/A
1991/01/09,11920,12150,11920,12073,▼76,－0.63%,12425,12818,12733,12456,3390,N/A
1991/01/08,12379,12532,12150,12150,▼229,－1.85%,12532,12864,12765,12459,8570,N/A
1991/01/07,12608,12608,12379,12379,▼382,－2.99%,12700,12906,12785,12461,6830,N/A
1991/01/05,12761,12837,12685,12761,0.0,0.00%,12837,12922,12801,12462,16110,N/A
1991/01/04,12685,12761,12303,12761,▲153,＋1.21%,12899,12925,12812,12461,15480,N/A
1991/01/03,12608,12608,12608,12608,▼382,－2.94%,12960,12922,12816,12462,32550,N/A
1990/12/26,13067,13067,12608,12990,▼76,－0.58%,13006,12933,12822,12466,91230,N/A
1990/12/24,12990,13067,12761,13067,0.0,0.00%,12975,12922,12818,12462,54290,N/A
1990/12/22,12990,13143,12990,13067,0.0,0.00%,12960,12899,12817,12457,28060,N/A
1990/12/21,12608,13067,12608,13067,▲229,＋1.79%,12944,12879,12813,12453,42780,N/A
1990/12/20,12608,12837,12608,12837,0.0,0.00%,12914,12857,12811,12449,17000,N/A
1990/12/19,12837,12914,12685,12837,▼153,－1.18%,12929,12845,12807,12447,14200,N/A
1990/12/18,12990,12990,12837,12990,0.0,0.00%,12960,12826,12802,12446,16270,N/A
1990/12/17,12761,12990,12761,12990,▲76,＋0.59%,12990,12792,12792,12443,11920,N/A
1990/12/15,12990,12990,12914,12914,0.0,0.00%,12960,12753,12781,12440,13160,N/A
1990/12/14,12914,13067,12914,12914,▼76,－0.59%,12975,12719,12773,12439,19250,N/A
1990/12/13,13143,13143,12990,12990,▼153,－1.16%,12990,12669,12753,12439,23260,N/A
1990/12/12,12837,13220,12837,13143,▲306,＋2.38%,12990,12623,12732,12438,77660,N/A
1990/12/11,12990,12990,12837,12837,▼153,－1.18%,12899,12570,12705,12434,12320,N/A
1990/12/10,12990,13143,12837,12990,0.0,0.00%,12899,12543,12683,12432,42730,N/A
1990/12/08,13143,13143,12914,12990,0.0,0.00%,12837,12524,12658,12431,13510,N/A
1990/12/07,12990,13067,12685,12990,▲306,＋2.41%,12807,12513,12627,12428,52940,N/A
1990/12/06,12837,12990,12685,12685,▼153,－1.19%,12761,12501,12595,12425,24980,N/A
1990/12/05,12532,12837,12532,12837,▲153,＋1.20%,12746,12509,12567,12427,32230,N/A
1990/12/04,12837,12837,12685,12685,▼153,－1.19%,12715,12505,12537,12427,21540,N/A
1990/12/03,12837,12914,12837,12837,▲76,＋0.60%,12700,12501,12508,12428,30520,N/A
1990/12/01,12761,12990,12608,12761,▲153,＋1.21%,12654,12490,12477,12429,23800,N/A
1990/11/30,12532,12685,12455,12608,▼76,－0.60%,12593,12486,12440,12430,15530,N/A
1990/11/29,12685,12837,12608,12685,▲76,＋0.61%,12532,12494,12413,12434,26240,N/A
1990/11/28,12608,12761,12608,12608,0.0,0.00%,12440,12482,12390,12437,8540,N/A
1990/11/27,12379,12761,12379,12608,▲153,＋1.23%,12364,12486,12374,12444,31530,N/A
1990/11/26,12226,12455,12226,12455,▲153,＋1.24%,12226,12494,12360,12446,19120,N/A
1990/11/24,12150,12303,12150,12303,▲76,＋0.62%,12150,12509,12350,12447,9140,N/A
1990/11/23,12226,12303,12226,12226,0.0,0.00%,12104,12543,12342,12451,22440,N/A
1990/11/22,11920,12532,11920,12226,▲306,＋2.56%,12119,12551,12336,12458,30060,N/A
1990/11/21,11920,12073,11920,11920,▼153,－1.27%,12196,12578,12331,12466,11610,N/A
1990/11/20,11920,12073,11844,12073,0.0,0.00%,12364,12620,12332,12477,18350,N/A
1990/11/19,12303,12303,11997,12073,▼229,－1.86%,12501,12654,12334,12487,20520,N/A
1990/11/17,12455,12608,12303,12303,▼306,－2.42%,12654,12704,12341,12498,8150,N/A
1990/11/16,12455,12685,12455,12608,▼153,－1.20%,12746,12773,12346,12507,15110,N/A
1990/11/15,12608,12761,12532,12761,0.0,0.00%,12746,12857,12336,12513,13080,N/A
1990/11/14,12837,12837,12685,12761,▼76,－0.60%,12715,12918,12322,12518,19310,N/A
1990/11/13,12837,12990,12685,12837,▲76,＋0.60%,12700,12948,12314,12522,33690,N/A
1990/11/12,12608,12990,12608,12761,▲153,＋1.21%,12685,12971,12315,12528,29220,N/A
1990/11/10,12608,12608,12455,12608,0.0,0.00%,12623,13006,12323,12538,10130,N/A
1990/11/09,12532,12761,12532,12608,▼76,－0.60%,12639,13025,12323,12548,17640,N/A
1990/11/08,12914,12914,12532,12685,▼76,－0.60%,12669,13044,12313,12557,25340,N/A
1990/11/07,12685,12761,12379,12761,▲306,＋2.45%,12685,13048,12301,12567,40640,N/A
1990/11/06,12455,12761,12455,12455,▼229,－1.81%,12730,13059,12297,12578,27760,N/A
1990/11/05,12608,12685,12455,12685,▼76,－0.60%,12715,13078,12290,12592,22480,N/A
1990/11/03,12608,12990,12608,12761,0.0,0.00%,12730,13090,12278,12602,25030,N/A
1990/11/02,12914,13220,12379,12761,▼229,－1.76%,12730,13082,12269,12610,45380,N/A
1990/11/01,12532,12990,12455,12990,▲611,＋4.94%,12730,13071,12263,12619,44120,N/A
1990/10/31,12455,12685,12379,12379,▼382,－2.99%,12746,13040,12253,12625,51560,N/A
1990/10/30,12761,13220,12532,12761,0.0,0.00%,13006,13040,12252,12638,34150,N/A
1990/10/29,13067,13372,12608,12761,0.0,0.00%,13311,13021,12243,12647,64420,N/A
1990/10/27,12455,12914,12455,12761,▼306,－2.34%,13556,12971,12239,12657,67260,N/A
1990/10/26,13067,13067,13067,13067,▼611,－4.47%,13678,12918,12235,12663,19050,N/A
1990/10/25,13831,13907,13678,13678,▼611,－4.28%,13724,12841,12230,12665,29410,N/A
1990/10/24,14519,14595,14213,14289,▲306,＋2.19%,13678,12734,12211,12662,442740,N/A
1990/10/23,13602,13984,13525,13984,▲611,＋4.57%,13418,12593,12179,12653,129020,N/A
1990/10/22,13067,13678,12990,13372,▲76,＋0.57%,13220,12452,12152,12650,96540,N/A
1990/10/20,13220,13602,13220,13296,▼153,－1.14%,13097,12337,12137,12653,68290,N/A
1990/10/19,12990,13602,12990,13449,▲458,＋3.53%,13036,12222,12124,12655,142540,N/A
1990/10/18,12990,13143,12837,12990,0.0,0.00%,12914,12100,12110,12655,20320,N/A
1990/10/17,12455,12990,12455,12990,▲229,＋1.80%,12899,11997,12109,12660,22090,N/A
1990/10/16,12990,13143,12761,12761,▼229,－1.76%,12822,11898,12109,12665,28130,N/A
1990/10/15,12837,13372,12837,12990,▲153,＋1.19%,12776,11787,12106,12671,42960,N/A
1990/10/13,12990,12990,12685,12837,▼76,－0.59%,12654,11687,12098,12675,20220,N/A
1990/10/12,12608,12990,12608,12914,▲306,＋2.42%,12562,11611,12092,12679,33670,N/A
1990/10/11,12532,12761,12532,12608,▲76,＋0.61%,12455,11546,12087,12678,16460,N/A
1990/10/10,12226,12608,11997,12532,▲153,＋1.23%,12287,11504,12087,12674,30820,N/A
1990/10/08,12226,12379,12226,12379,0.0,0.00%,12119,11470,12090,12673,40890,N/A
1990/10/06,12303,12532,12226,12379,0.0,0.00%,11951,11443,12094,12675,35440,N/A
1990/10/05,11844,12379,11844,12379,▲611,＋5.19%,11783,11416,12099,12679,26190,N/A
1990/09/29,11691,11920,11691,11768,▲76,＋0.65%,11600,11393,12105,12684,18260,N/A
1990/09/28,11462,11691,11462,11691,▲153,＋1.32%,11477,11405,12124,12696,14740,N/A
1990/09/27,11309,11538,11309,11538,0.0,0.00%,11355,11431,12143,12709,16760,N/A
1990/09/26,11309,11615,11309,11538,▲76,＋0.67%,11248,11477,12162,12724,37790,N/A
1990/09/25,11004,11615,11004,11462,▲306,＋2.74%,11141,11531,12180,12741,18430,N/A
1990/09/24,11080,11156,11080,11156,▲76,＋0.69%,11034,11558,12203,12754,12380,N/A
1990/09/22,11004,11080,11004,11080,▲76,＋0.69%,11004,11596,12229,12764,13900,N/A
1990/09/21,10774,11004,10774,11004,0.0,0.00%,10897,11657,12255,12770,18210,N/A
1990/09/20,11004,11080,10621,11004,▲76,＋0.70%,10897,11752,12286,12781,40640,N/A
1990/09/19,11080,11233,10698,10927,▼76,－0.69%,10958,11863,12317,12798,37160,N/A
1990/09/18,10239,11004,10239,11004,▲458,＋4.35%,11095,11947,12348,12813,48910,N/A
1990/09/17,10545,10621,10545,10545,▼458,－4.17%,11248,11997,12380,12830,13450,N/A
1990/09/15,11233,11233,11004,11004,▼306,－2.70%,11508,12070,12420,12853,18520,N/A
1990/09/14,11004,11615,11004,11309,▼306,－2.63%,11676,12146,12454,12873,18520,N/A
1990/09/13,11768,11768,11615,11615,▼153,－1.30%,11783,12180,12483,12892,13270,N/A
1990/09/12,11844,11844,11691,11768,▼76,－0.65%,11844,12199,12514,12904,19950,N/A
1990/09/11,11768,11920,11768,11844,0.0,0.00%,11890,12222,12532,12916,6610,N/A
1990/09/10,11844,11997,11844,11844,0.0,0.00%,11966,12249,12545,12932,7730,N/A
1990/09/08,11844,11920,11844,11844,▼76,－0.64%,12089,12276,12560,12950,13100,N/A
1990/09/07,11920,12073,11768,11920,▼76,－0.64%,12241,12299,12580,12967,19980,N/A
1990/09/06,12073,12226,11997,11997,▼229,－1.88%,12257,12314,12602,12986,22910,N/A
1990/09/05,12226,12455,12150,12226,▼229,－1.84%,12241,12341,12622,13004,36370,N/A
1990/09/04,12685,12761,12303,12455,▼153,－1.21%,12257,12356,12639,13022,35720,N/A
1990/09/03,11997,12608,11997,12608,▲611,＋5.10%,12348,12371,12655,13038,29010,N/A
1990/09/01,11844,12073,11768,11997,▲76,＋0.64%,12471,12368,12668,13051,18560,N/A
1990/08/31,11997,12226,11691,11920,▼382,－3.11%,12593,12387,12691,13072,42710,N/A
1990/08/30,12685,12837,12303,12303,▼611,－4.73%,12608,12410,12714,13093,52070,N/A
1990/08/29,13220,13525,12608,12914,▼306,－2.31%,12547,12417,12730,13113,47790,N/A
1990/08/28,12837,13220,12837,13220,▲611,＋4.85%,12471,12398,12741,13127,176220,N/A
1990/08/27,12226,12608,12226,12608,▲611,＋5.10%,12226,12368,12752,13137,28560,N/A
1990/08/25,11997,12073,11844,11997,0.0,0.00%,12104,12383,12773,13150,20430,N/A
1990/08/24,11997,12379,11920,11997,▼535,－4.27%,12150,12432,12802,13169,64180,N/A
1990/08/23,11997,12532,11615,12532,▲535,＋4.46%,12226,12463,12834,13188,67970,N/A
1990/08/22,11997,12073,11691,11997,0.0,0.00%,12196,12459,12858,13199,42520,N/A
1990/08/21,12226,12226,11997,11997,▼229,－1.88%,12257,12486,12893,13212,39360,N/A
1990/08/20,12303,12379,12150,12226,▼153,－1.23%,12303,12517,12925,13227,6700,N/A
1990/08/18,12379,12532,12226,12379,0.0,0.00%,12364,12536,12951,13239,9270,N/A
1990/08/17,12150,12455,12073,12379,▲76,＋0.62%,12394,12551,12975,13251,44030,N/A
1990/08/16,12379,12455,12226,12303,▲76,＋0.62%,12471,12562,12998,13263,22780,N/A
1990/08/14,12532,12532,12226,12226,▼306,－2.44%,12517,12581,13025,13277,19730,N/A
1990/08/13,12608,12685,12303,12532,0.0,0.00%,12547,12608,13051,13290,17130,N/A
1990/08/11,12914,12914,12532,12532,▼229,－1.80%,12517,12627,13074,13298,9550,N/A
1990/08/10,12532,12990,12532,12761,▲229,＋1.83%,12501,12643,13091,13305,41520,N/A
1990/08/09,12379,12532,12150,12532,▲153,＋1.23%,12455,12639,13100,13308,33480,N/A
1990/08/08,12379,12379,12226,12379,0.0,0.00%,12471,12643,13113,13314,13270,N/A
1990/08/07,12379,12379,12226,12379,▼76,－0.61%,12578,12666,13128,13319,17290,N/A
1990/08/06,12303,12455,12303,12455,▼76,－0.61%,12700,12681,13148,13323,8200,N/A
1990/08/04,12379,12608,12379,12532,▼76,－0.61%,12730,12692,13169,13327,9440,N/A
1990/08/03,12761,12837,12608,12608,▼306,－2.37%,12715,12708,13185,13330,17930,N/A
1990/08/02,13067,13067,12761,12914,▼76,－0.59%,12700,12719,13200,13334,30030,N/A
1990/08/01,12608,13143,12608,12990,▲382,＋3.03%,12639,12715,13212,13335,30240,N/A
1990/07/31,12455,12608,12455,12608,▲153,＋1.23%,12562,12711,13221,13336,19700,N/A
1990/07/30,12455,12532,12379,12455,▼76,－0.61%,12578,12727,13235,13341,5740,N/A
1990/07/28,12608,12837,12455,12532,▼76,－0.61%,12608,12757,13253,13346,8560,N/A
1990/07/27,12608,12608,12303,12608,0.0,0.00%,12639,12784,13265,13352,24160,N/A
1990/07/26,12685,12685,12532,12608,▼76,－0.60%,12669,12826,13268,13358,2540,N/A
1990/07/25,12837,12837,12608,12685,▲76,＋0.61%,12730,12837,13260,13362,9380,N/A
1990/07/24,12532,12761,12455,12608,▼76,－0.60%,12761,12834,13256,13368,12330,N/A
1990/07/23,12608,12761,12532,12685,▼76,－0.60%,12776,12841,13256,13372,9690,N/A
1990/07/21,12761,12837,12761,12761,▼153,－1.18%,12761,12860,13259,13378,4620,N/A
1990/07/20,12837,12914,12608,12914,▲76,＋0.60%,12776,12883,13263,13384,13380,N/A
1990/07/19,12532,12990,12532,12837,▲153,＋1.20%,12730,12899,13268,13389,28380,N/A
1990/07/18,12914,12990,12685,12685,▲76,＋0.61%,12700,12918,13274,13395,16200,N/A
1990/07/16,12761,12761,12455,12608,▼229,－1.79%,12730,12956,13286,13402,15370,N/A
1990/07/14,12685,12914,12685,12837,▲153,＋1.20%,12776,12994,13302,13410,20070,N/A
1990/07/13,12455,12685,12455,12685,0.0,0.00%,12776,13021,13305,13415,22010,N/A
1990/07/12,12837,12837,12608,12685,▼153,－1.19%,12822,13051,13300,13422,24540,N/A
1990/07/11,12837,12990,12685,12837,0.0,0.00%,12868,13082,13284,13429,32680,N/A
1990/07/10,12837,12914,12685,12837,0.0,0.00%,12914,13116,13277,13436,30890,N/A
1990/07/09,12914,12914,12761,12837,▼76,－0.59%,12960,13170,13279,13440,9660,N/A
1990/07/07,12914,12990,12837,12914,0.0,0.00%,13082,13220,13277,13444,5710,N/A
1990/07/06,13067,13296,12914,12914,▼153,－1.17%,13067,13262,13281,13448,23050,N/A
1990/07/05,12990,13220,12990,13067,0.0,0.00%,13006,13311,13287,13453,40860,N/A
1990/07/04,13602,13602,12990,13067,▼382,－2.84%,12944,13357,13292,13456,53690,N/A
1990/07/03,12990,13449,12990,13449,▲611,＋4.76%,12944,13411,13300,13459,26600,N/A
1990/07/02,12761,12837,12685,12837,▲229,＋1.82%,12899,13433,13295,13460,28390,N/A
1990/06/30,12685,12914,12608,12608,▼153,－1.20%,12975,13479,13301,13464,30570,N/A
1990/06/29,12990,12990,12761,12761,▼306,－2.34%,13097,13540,13319,13470,15460,N/A
1990/06/28,13220,13296,13067,13067,▼153,－1.16%,13235,13590,13341,13476,57700,N/A
1990/06/27,13220,13296,13220,13220,0.0,0.00%,13296,13632,13355,13479,36560,N/A
1990/06/26,13143,13220,12990,13220,0.0,0.00%,13327,13663,13370,13484,43910,N/A
1990/06/25,13449,13449,13220,13220,▼229,－1.70%,13342,13697,13386,13486,26090,N/A
1990/06/23,13449,13449,13372,13449,▲76,＋0.57%,13357,13712,13405,13489,44630,N/A
1990/06/22,13372,13449,13296,13372,0.0,0.00%,13372,13705,13421,13490,37310,N/A
1990/06/21,13220,13449,13220,13372,▲76,＋0.57%,13479,13701,13435,13490,37160,N/A
1990/06/20,13220,13449,13067,13296,0.0,0.00%,13571,13697,13453,13488,43970,N/A
1990/06/19,13296,13831,13220,13296,▼229,－1.69%,13663,13712,13473,13488,141540,N/A
1990/06/18,13831,13831,13525,13525,▼382,－2.75%,13785,13731,13495,13486,34500,N/A
1990/06/16,13831,13907,13754,13907,▲76,＋0.55%,13877,13731,13512,13479,53810,N/A
1990/06/15,13754,13907,13678,13831,▲76,＋0.56%,13923,13712,13521,13470,95320,N/A
1990/06/14,13907,13907,13678,13754,▼153,－1.10%,13938,13701,13528,13461,49310,N/A
1990/06/13,13984,14060,13754,13907,▼76,－0.55%,13938,13689,13535,13454,85180,N/A
1990/06/12,14060,14289,13907,13984,▼153,－1.08%,13923,13667,13542,13445,244670,N/A
1990/06/11,13754,14213,13678,14136,▲229,＋1.65%,13877,13644,13539,13437,204270,N/A
1990/06/09,13678,13907,13602,13907,▲153,＋1.11%,13831,13602,13530,13428,115230,N/A
1990/06/08,13602,13907,13602,13754,▼76,－0.55%,13816,13544,13528,13422,78500,N/A
1990/06/07,13678,13831,13602,13831,▲76,＋0.56%,13846,13464,13528,13419,43220,N/A
1990/06/05,13907,13907,13602,13754,▼153,－1.10%,13785,13395,13526,13419,42630,N/A
1990/06/04,13831,14060,13754,13907,▲76,＋0.55%,13693,13338,13529,13415,97500,N/A
1990/06/02,13984,13984,13678,13831,▼76,－0.55%,13571,13284,13529,13405,34070,N/A
1990/06/01,13754,13984,13678,13907,▲382,＋2.82%,13464,13242,13528,13395,156300,N/A
1990/05/31,13449,13754,13372,13525,▲229,＋1.72%,13403,13208,13523,13388,52360,N/A
1990/05/30,13449,13754,13296,13296,0.0,0.00%,13433,13193,13520,13380,45720,N/A
1990/05/29,13143,13449,13143,13296,0.0,0.00%,13479,13197,13516,13372,19530,N/A
1990/05/28,13602,13602,13296,13296,▼306,－2.25%,13525,13212,13515,13368,19750,N/A
1990/05/26,13678,13678,13525,13602,▼76,－0.56%,13586,13197,13510,13365,22910,N/A
1990/05/25,13525,13678,13525,13678,▲153,＋1.13%,13571,13135,13498,13359,64190,N/A
1990/05/24,13525,13602,13372,13525,0.0,0.00%,13525,13040,13484,13354,16750,N/A
1990/05/23,13602,13678,13372,13525,▼76,－0.56%,13525,12983,13474,13349,22590,N/A
1990/05/22,13525,13754,13525,13602,▲76,＋0.56%,13479,12956,13467,13345,39650,N/A
1990/05/21,13525,13678,13372,13525,▲76,＋0.57%,13311,12910,13458,13340,27150,N/A
1990/05/19,13602,13754,13449,13449,▼76,－0.56%,13036,12891,13451,13335,40700,N/A
1990/05/18,13296,13754,13067,13525,▲229,＋1.72%,12837,12883,13446,13333,149770,N/A
1990/05/17,13143,13372,12990,13296,▲535,＋4.19%,12654,12876,13439,13332,104880,N/A
1990/05/16,12073,12761,12073,12761,▲611,＋5.03%,12562,12887,13439,13328,85310,N/A
1990/05/15,12303,12303,11844,12150,▼306,－2.45%,12608,12906,13447,13324,43130,N/A
1990/05/14,12379,12608,12226,12455,▼153,－1.21%,12822,12960,13464,13325,44780,N/A
1990/05/12,12761,12761,12455,12608,▼229,－1.79%,12975,13021,13479,13325,15980,N/A
