[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2001/05/09,34900,34900,34500,34600,0.0,0.00%,34570,33885,34037,35050,4850,28807
2001/05/08,34700,34700,34500,34600,▼100,－0.29%,34550,33798,34038,35085,850,28807
2001/05/07,34700,34700,34100,34700,▼50,－0.14%,34530,33713,34043,35122,3570,28807
2001/05/04,34200,34750,34200,34750,▲550,＋1.61%,34460,33643,34048,35158,2180,28807
2001/05/03,34100,34500,34100,34200,▼300,－0.87%,34310,33530,34050,35202,690,28807
2001/05/02,34500,34700,34100,34500,0.0,0.00%,34190,33473,34068,35255,2850,28807
2001/04/30,35000,35000,34100,34500,▲150,＋0.44%,33940,33408,34090,35300,1340,28807
2001/04/27,34200,35500,33800,34350,▲350,＋1.03%,33670,33423,34111,35337,6920,28807
2001/04/26,33600,34000,33200,34000,▲400,＋1.19%,33550,33393,34127,35384,9150,28807
2001/04/25,33250,33750,33050,33600,▲350,＋1.05%,33540,33358,34145,35431,8830,28807
2001/04/24,33050,33300,32700,33250,▲100,＋0.30%,33570,33328,34171,35491,1550,28807
2001/04/23,33550,33550,33000,33150,▼600,－1.78%,33570,33335,34204,35578,1720,28807
2001/04/20,34500,34500,33450,33750,▼200,－0.59%,33610,33323,34236,35664,1770,28807
2001/04/19,34000,34200,33600,33950,▲200,＋0.59%,33550,33293,34257,35732,3350,28807
2001/04/18,33300,33750,33250,33750,▲500,＋1.50%,33380,33275,34278,35799,1490,28807
2001/04/17,33550,33550,33000,33250,▼100,－0.30%,33210,33288,34293,35851,800,28807
2001/04/16,33800,33800,33000,33350,▼100,－0.30%,33130,33365,34328,35909,800,28807
2001/04/13,33100,33450,32650,33450,▲350,＋1.06%,33040,33433,34378,35961,1340,28807
2001/04/12,32600,33100,32500,33100,▲200,＋0.61%,33010,33500,34435,35981,1440,28807
2001/04/11,32900,32950,32850,32900,▲50,＋0.15%,32890,33595,34517,36009,870,28807
2001/04/10,33300,33300,32300,32850,▼50,－0.15%,32920,33695,34552,36042,920,28807
2001/04/09,33200,33200,32450,32900,▼400,－1.20%,32990,33818,34596,36086,1020,28807
2001/04/06,33400,33400,32650,33300,▲800,＋2.46%,33370,33908,34623,36124,480,28807
2001/04/04,32800,32800,32250,32500,▼550,－1.66%,33460,33970,34644,36157,1930,28807
2001/04/03,33200,33400,32700,33050,▼150,－0.45%,33620,34075,34679,36195,590,28807
2001/04/02,34700,34700,33200,33200,▼1600,－4.60%,33610,34148,34704,36234,3600,28807
2001/03/30,34000,34800,33100,34800,▲1050,＋3.11%,33650,34188,34725,36264,4300,28807
2001/03/29,33000,33850,33000,33750,▲450,＋1.35%,33270,34135,34707,36273,2510,28807
2001/03/28,32800,33500,32800,33300,▲300,＋0.91%,33150,34168,34719,36290,2580,28807
2001/03/27,32700,33400,32700,33000,▼400,－1.20%,33210,34253,34748,36307,1310,28807
2001/03/26,33000,33650,33000,33400,▲500,＋1.52%,33410,34413,34773,36326,3350,28807
2001/03/23,33150,33450,32850,32900,▼250,－0.75%,33690,34453,34809,36336,6710,28807
2001/03/22,33900,33900,33150,33150,▼450,－1.34%,34050,34518,34841,36350,1930,28807
2001/03/21,33700,33900,33350,33600,▼400,－1.18%,34380,34570,34867,36370,4220,28807
2001/03/20,34800,34800,33700,34000,▼800,－2.30%,34660,34580,34883,36385,7890,28807
2001/03/19,34700,34900,34500,34800,▲100,＋0.29%,34840,34575,34900,36401,990,28807
2001/03/16,35250,35250,34600,34700,▼100,－0.29%,34940,34565,34914,36411,1670,28807
2001/03/15,34200,34800,34100,34800,▼200,－0.57%,34940,34560,34928,36430,1660,28807
2001/03/14,34200,35200,34200,35000,▲100,＋0.29%,34890,34563,34933,36441,2680,28807
2001/03/13,34900,34900,33800,34900,▼400,－1.13%,34810,34545,34936,36458,6610,28807
2001/03/12,34500,35300,34100,35300,▲600,＋1.73%,34730,34530,34947,36468,2180,28807
2001/03/09,34550,35300,34550,34700,▲150,＋0.43%,34470,34500,34958,36478,2900,28807
2001/03/08,34950,34950,34500,34550,▼50,－0.14%,34280,34510,34964,36492,1640,28807
2001/03/07,35000,35450,34600,34600,▲100,＋0.29%,34250,34530,34983,36514,7040,28807
2001/03/06,34000,36900,33900,34500,▲500,＋1.47%,34330,34545,34999,36542,18250,28807
2001/03/05,34050,34250,33700,34000,▲250,＋0.74%,34670,34585,35033,36572,2330,28807
2001/03/02,34300,34800,33750,33750,▼650,－1.89%,34710,34675,35101,36608,2670,28807
2001/02/28,35000,35600,34400,34400,▼600,－1.71%,34800,34775,35175,36639,2940,28807
2001/02/27,36500,36800,35000,35000,▼1200,－3.31%,34760,34820,35224,36653,3740,28807
2001/02/26,33600,36200,33600,36200,▲2000,＋5.85%,34520,34825,35283,36663,11690,28807
2001/02/23,34200,34600,33600,34200,0.0,0.00%,34060,34773,35298,36662,2470,28807
2001/02/22,34000,34200,33500,34200,0.0,0.00%,34140,34825,35335,36677,4340,28807
2001/02/21,33700,34300,33600,34200,▲400,＋1.18%,34220,34868,35387,36696,5420,28807
2001/02/20,33300,34000,33300,33800,▼100,－0.29%,34350,34908,35455,36722,3980,28807
2001/02/19,34600,34600,33300,33900,▼700,－2.02%,34520,34978,35530,36753,9150,28807
2001/02/16,34600,34700,34250,34600,0.0,0.00%,34660,35018,35616,36774,3420,28807
2001/02/15,34500,35000,34500,34600,▼250,－0.72%,34680,35055,35716,36782,4220,28807
2001/02/14,35300,35300,34600,34850,▲200,＋0.58%,34740,35140,35804,36782,3070,28807
2001/02/13,34600,35450,34500,34650,▲50,＋0.14%,34760,35243,35888,36778,4620,28807
2001/02/12,34500,34900,34300,34600,▼100,－0.29%,34810,35410,35974,36785,2390,28807
2001/02/09,34950,35000,34300,34700,▼200,－0.57%,34950,35430,36064,36782,3000,28807
2001/02/08,34500,34950,34300,34900,▼50,－0.14%,35170,35470,36132,36776,3490,28807
2001/02/07,34900,35000,34300,34950,▲50,＋0.14%,35340,35453,36200,36764,3640,28807
2001/02/06,35300,35300,34800,34900,▼400,－1.13%,35410,35433,36269,36769,1770,28807
2001/02/05,35200,36000,35100,35300,▼500,－1.40%,35450,35418,36354,36785,2660,28807
2001/02/02,35500,36000,35200,35800,▲50,＋0.14%,35420,35380,36441,36778,1470,28807
2001/02/01,36000,36400,35200,35750,▲450,＋1.27%,35310,35313,36511,36755,2920,28807
2001/01/31,35050,36300,35000,35300,▲200,＋0.57%,35170,35210,36563,36730,7680,28807
2001/01/30,35000,36000,34800,35100,▼50,－0.14%,35110,35170,36642,36708,4150,28807
2001/01/29,35500,35500,35000,35150,▼100,－0.28%,35130,35165,36717,36691,890,28807
2001/01/26,35150,35600,35050,35250,▲200,＋0.57%,35040,35133,36811,36673,3750,28807
2001/01/22,34500,35450,34500,35050,▲50,＋0.14%,35060,35150,36952,36654,4160,28807
2001/01/19,35000,35600,34600,35000,▼200,－0.57%,35310,35138,37093,36637,4220,28807
2001/01/18,35000,35400,34700,35200,▲500,＋1.44%,35690,35123,37207,36641,2720,28807
2001/01/17,35350,35900,34700,34700,▼650,－1.84%,36250,35093,37320,36623,4200,28807
2001/01/16,36500,36600,35300,35350,▼950,－2.62%,36310,35108,37408,36613,4540,28807
2001/01/15,36100,36500,35400,36300,▼600,－1.63%,36340,35123,37489,36608,5650,28807
2001/01/12,38000,39000,36650,36900,▼1100,－2.89%,35990,35083,37544,36604,4340,28807
2001/01/11,37500,40000,35200,38000,▲3000,＋8.57%,35520,34993,37527,36600,18030,28807
2001/01/10,36100,36200,34800,35000,▼500,－1.41%,34840,34853,37502,36585,3920,28807
2001/01/09,33900,36000,33900,35500,▲950,＋2.75%,34750,34880,37532,36600,4530,28807
2001/01/08,33800,34550,33800,34550,0.0,0.00%,34540,34903,37577,36619,1620,28807
2001/01/05,34400,34750,32200,34550,▼50,－0.14%,34370,34930,37625,36649,4110,28807
2001/01/04,35000,35800,34350,34600,▲50,＋0.14%,34360,34988,37669,36679,3580,28807
2001/01/03,34950,35500,34550,34550,▲100,＋0.29%,34440,35035,37712,36721,1090,28807
2001/01/02,33700,36000,33550,34450,▲750,＋2.23%,34430,35135,37764,36760,1810,28807
2000/12/26,33250,34500,33250,33700,▼800,－2.32%,34660,35315,37803,36813,1910,28807
2000/12/22,34200,34500,33800,34500,▼500,－1.43%,34880,35540,37840,36867,1090,28807
2000/12/21,33900,35000,33400,35000,▲500,＋1.45%,34920,35683,37862,36918,1170,28807
2000/12/20,34250,34800,34050,34500,▼1100,－3.09%,34840,35858,37867,36980,1620,28807
2000/12/19,34800,35700,34600,35600,▲800,＋2.30%,34940,35988,37880,37046,3360,28807
2000/12/18,34050,35100,34050,34800,▲100,＋0.29%,34950,36030,37863,37105,1000,28807
2000/12/15,34000,35000,34000,34700,▲100,＋0.29%,35090,36155,37860,37153,890,28807
2000/12/14,35000,35000,34000,34600,▼400,－1.14%,35170,36335,37873,37176,4070,28807
2000/12/13,35100,36350,34800,35000,▼650,－1.82%,35290,36520,37888,37175,3220,28807
2000/12/12,35300,36500,35000,35650,▲150,＋0.42%,35400,36723,37903,37168,16150,28807
2000/12/11,35100,35500,34800,35500,▲400,＋1.14%,35460,36970,37908,37163,1530,28807
2000/12/08,35000,35400,34900,35100,▼100,－0.28%,35380,37190,37932,37158,450,28807
2000/12/07,35100,35200,34900,35200,▼350,－0.98%,35500,37430,37950,37137,1530,28807
2000/12/06,36000,36500,35500,35550,▼400,－1.11%,35570,37660,37980,37162,2180,28807
2000/12/05,35500,35950,35000,35950,▲850,＋2.42%,35770,37883,37990,37198,1630,28807
2000/12/04,35600,35700,35000,35100,▼600,－1.68%,36190,38023,37999,37229,4150,28807
2000/12/01,35550,35850,34200,35700,▲150,＋0.42%,36810,38218,38019,37224,2210,28807
2000/11/30,36000,36800,35200,35550,▼1000,－2.74%,37140,38388,38044,37200,3090,28807
2000/11/29,38100,38500,36400,36550,▼1500,－3.94%,37730,38610,38085,37184,6030,28807
2000/11/28,38900,38900,37900,38050,▼150,－0.39%,37840,38808,38111,37157,3010,28807
2000/11/27,37350,39000,37000,38200,▲850,＋2.28%,37520,38905,38115,37108,5950,28807
2000/11/24,38050,39400,37300,37350,▼1150,－2.99%,37340,38940,38103,37045,4690,28807
2000/11/23,37100,41500,37100,38500,▲1400,＋3.77%,37530,39073,38082,36991,13490,28807
2000/11/22,36500,38400,36450,37100,▲650,＋1.78%,37490,39128,38043,36934,3550,28807
2000/11/21,37300,37900,36100,36450,▼850,－2.28%,37880,39313,38026,36857,5090,28807
2000/11/20,37500,38300,37100,37300,▼1000,－2.61%,38710,39675,38018,36777,4440,28807
2000/11/17,38450,39400,37750,38300,0.0,0.00%,39230,39985,38005,36686,1830,28807
2000/11/16,39300,39800,38150,38300,▼750,－1.92%,39550,40163,37988,36576,3160,28807
2000/11/15,41000,41300,39000,39050,▼1550,－3.82%,39850,40348,37975,36471,4420,28807
2000/11/14,39700,41900,39700,40600,▲700,＋1.75%,40040,40395,37933,36361,15800,28807
2000/11/13,40000,40000,38500,39900,0.0,0.00%,39670,40375,37848,36239,3250,28807
2000/11/10,38550,40000,38550,39900,▲100,＋0.25%,39490,40360,37760,36120,1480,28807
2000/11/09,40000,40000,39050,39800,▼200,－0.50%,39330,40158,37668,36013,190,28807
2000/11/08,37100,40000,37100,40000,▲1250,＋3.23%,39370,39993,37595,35913,2180,28807
2000/11/07,39000,39800,38750,38750,▼250,－0.64%,39470,39833,37500,35805,760,28807
2000/11/06,38500,39500,38000,39000,▼100,－0.26%,39720,39805,37420,35719,3870,28807
2000/11/03,40000,40000,39000,39100,▼900,－2.25%,39700,39728,37328,35635,2340,28807
2000/11/02,40900,40900,38500,40000,▼500,－1.23%,39880,39633,37268,35531,2170,28807
2000/11/01,39500,41000,39500,40500,▲500,＋1.25%,39800,39490,37216,35420,1940,28807
2000/10/31,36600,40000,36600,40000,▲1100,＋2.83%,39860,39350,37116,35303,4540,28807
2000/10/30,40600,40600,37550,38900,▼1100,－2.75%,40600,39190,36999,35193,8490,28807
2000/10/27,39100,40400,39000,40000,▲400,＋1.01%,41520,39040,36897,35096,6530,28807
2000/10/26,40000,40800,39550,39600,▼1200,－2.94%,41890,38830,36775,34984,4540,28807
2000/10/25,43650,43650,40500,40800,▼2900,－6.64%,42370,38615,36665,34874,4330,28807
2000/10/24,44000,44800,42200,43700,▲200,＋0.46%,42210,38340,36534,34753,10300,28807
2000/10/23,41850,44000,41500,43500,▲1650,＋3.94%,41510,37885,36356,34618,15820,28807
2000/10/20,42100,43000,41200,41850,▼150,－0.36%,40730,37440,36181,34488,7460,28807
2000/10/19,41000,42800,40500,42000,▲2000,＋5.00%,39530,37120,36075,34376,15740,28807
2000/10/18,40100,41500,39200,40000,▼200,－0.50%,38430,36795,35925,34262,12420,28807
2000/10/17,39600,43000,38700,40200,▲600,＋1.52%,37790,36590,35818,34161,38640,28807
2000/10/16,36500,41200,36500,39600,▲3750,＋10.46%,37390,36380,35727,34052,13030,28807
2000/10/13,36400,36750,35300,35850,▼650,－1.78%,36960,36245,35663,33946,7530,28807
2000/10/12,36700,37500,35200,36500,▼300,－0.82%,37230,36263,35673,33896,4170,28807
2000/10/11,37300,38000,36300,36800,▼1400,－3.66%,37360,36288,35668,33844,2300,28807
2000/10/10,37500,38300,37500,38200,▲750,＋2.00%,37540,36255,35668,33787,3900,28807
2000/10/09,37200,37950,36050,37450,▲250,＋0.67%,37260,36170,35661,33714,3180,28807
2000/10/06,37500,37500,36500,37200,▲50,＋0.13%,36950,36113,35673,33645,2130,28807
2000/10/05,38500,38500,37100,37150,▼550,－1.46%,36670,36113,35688,33577,2650,28807
2000/10/04,36800,39000,36400,37700,▲900,＋2.45%,36300,36155,35730,33517,7150,28807
2000/10/02,36800,37000,35200,36800,▲900,＋2.51%,35820,36175,35757,33466,2670,28807
2000/09/29,36700,36900,35800,35900,▲100,＋0.28%,35380,36250,35823,33446,2650,28807
2000/09/28,36200,36650,35750,35800,▲500,＋1.42%,35120,36330,35894,33412,1120,28807
2000/09/27,35500,36000,34700,35300,0.0,0.00%,35050,36343,35974,33381,1660,28807
2000/09/26,34600,36900,34400,35300,▲700,＋2.02%,35090,36385,36092,33339,3050,28807
2000/09/25,34600,34900,34000,34600,0.0,0.00%,35210,36425,36212,33306,1280,28807
2000/09/22,35100,35200,33600,34600,▼850,－2.40%,35490,36495,36346,33276,3290,28807
2000/09/21,35000,35500,35000,35450,▼50,－0.14%,35950,36590,36445,33244,660,28807
2000/09/20,35300,35900,35300,35500,▼400,－1.11%,36100,36683,36479,33217,2720,28807
2000/09/19,34750,36500,34750,35900,▼100,－0.28%,36400,36783,36462,33189,3290,28807
2000/09/18,37050,37050,34600,36000,▼900,－2.44%,36450,36813,36433,33164,3690,28807
2000/09/15,36900,37300,36100,36900,▲700,＋1.93%,36550,36788,36418,33146,1750,28807
2000/09/14,36000,36900,35900,36200,▼800,－2.16%,36430,36675,36384,33121,3210,28807
2000/09/08,36250,37000,36250,37000,▲850,＋2.35%,36630,36585,36324,33088,1040,28807
2000/09/07,36550,36550,36100,36150,▼350,－0.96%,36830,36505,36345,33062,2410,28807
2000/09/06,36500,36900,36500,36500,▲200,＋0.55%,37220,36413,36405,33065,880,28807
2000/09/05,37200,37900,36000,36300,▼900,－2.42%,37580,36285,36458,33064,2360,28807
2000/09/04,38050,39000,37200,37200,▼800,－2.11%,37820,36145,36428,33062,4930,28807
2000/09/01,38100,38800,37900,38000,▼100,－0.26%,37590,36060,36357,33014,4700,28807
2000/08/31,37500,39200,37400,38100,▼200,－0.52%,37220,36003,36283,32971,8000,28807
2000/08/30,38300,38500,36600,38300,▲800,＋2.13%,36820,35823,36204,32908,5180,28807
2000/08/29,36300,37500,35600,37500,▲1450,＋4.02%,36360,35558,36101,32830,6070,28807
2000/08/28,37000,37000,36000,36050,▼100,－0.28%,36160,35320,35988,32769,4750,28807
2000/08/25,36900,36900,35700,36150,▲50,＋0.14%,36410,35153,35899,32720,2090,28807
2000/08/24,35500,36450,35100,36100,▲100,＋0.28%,36680,34995,35826,32670,3860,28807
2000/08/23,36000,36500,36000,36000,▼500,－1.37%,36760,34838,35688,32620,3970,28807
2000/08/22,37300,37300,35700,36500,▼800,－2.14%,36660,34688,35536,32571,5330,28807
2000/08/21,38500,38500,36500,37300,▼200,－0.53%,36290,34513,35366,32515,7030,28807
2000/08/18,35100,37500,35100,37500,▲1000,＋2.74%,35710,34423,35164,32444,5690,28807
2000/08/17,34600,36900,34600,36500,▲1000,＋2.82%,35290,34198,34967,32365,4750,28807
2000/08/16,35500,35800,34850,35500,▲850,＋2.45%,34850,34053,34789,32316,1840,28807
2000/08/14,34400,35900,34400,34650,▲250,＋0.73%,34540,34013,34631,32284,4630,28807
2000/08/11,34500,34900,34200,34400,▼1000,－2.82%,34310,34070,34480,32258,2450,28807
2000/08/10,34100,35400,33600,35400,▲1100,＋3.21%,34530,34170,34357,32236,1610,28807
2000/08/09,34000,34900,34000,34300,▲350,＋1.03%,34820,34210,34231,32208,2280,28807
2000/08/08,34700,35100,33600,33950,▲450,＋1.34%,34860,34335,34109,32190,2290,28807
2000/08/07,36000,36000,33200,33500,▼2000,－5.63%,34670,34528,34017,32194,3290,28807
2000/08/04,36850,37000,35100,35500,▼1350,－3.66%,34520,34763,33942,32211,2170,28807
2000/08/03,34800,38000,34800,36850,▲2350,＋6.81%,33960,34893,33793,32218,4720,28807
2000/08/02,32800,34700,32800,34500,▲1500,＋4.55%,33190,35033,33624,32219,4340,28807
2000/08/01,32500,33400,32500,33000,▲250,＋0.76%,32880,35273,33491,32241,2770,28807
2000/07/31,32700,33000,32000,32750,▲50,＋0.15%,32880,35660,33388,32274,1930,28807
2000/07/28,32500,33000,32400,32700,▼300,－0.91%,32930,36033,33296,32308,2940,28807
2000/07/27,32100,34000,32100,33000,▲50,＋0.15%,33490,36428,33193,32344,2150,28807
2000/07/26,33800,33900,32100,32950,▼50,－0.15%,33490,36897,33083,32384,3070,28807
2000/07/25,33900,35000,32650,33000,0.0,0.00%,33620,37374,32971,32429,4900,28807
2000/07/24,33300,34000,33000,33000,▼2500,－7.04%,33960,37855,32880,32437,5460,28807
2000/07/21,33050,37900,32100,35500,▲2500,＋7.58%,34520,38233,32795,32446,7390,28786
2000/07/20,33000,34000,32500,33000,▼600,－1.79%,34700,38333,32677,32441,2300,23618
2000/07/19,34700,34700,33600,33600,▼1100,－3.17%,35340,38405,32598,32462,5830,23618
2000/07/18,35800,35800,34500,34700,▼1100,－3.07%,35980,38435,32504,32495,3330,23618
2000/07/14,36100,36150,35800,35800,▼600,－1.65%,36600,38455,32378,32523,6160,23618
2000/07/13,36500,36600,36000,36400,▲200,＋0.55%,37080,38406,32229,32549,5510,23618
2000/07/12,36800,37400,36150,36200,▼600,－1.63%,37420,38216,32120,32552,4120,23618
2000/07/11,37950,37950,36800,36800,▼1000,－2.65%,38110,38319,32020,32546,6460,23618
2000/07/10,38800,38800,37700,37800,▼400,－1.05%,38610,38469,31906,32538,4790,23618
2000/07/07,38100,39100,37800,38200,▲100,＋0.26%,39200,38561,31768,32510,6000,23618
2000/07/06,36000,39650,36000,38100,▼1550,－3.91%,39600,38377,31616,32478,7070,23618
2000/07/05,39000,40000,38100,39650,▲350,＋0.89%,40100,38117,31466,32448,3410,23618
2000/07/04,40750,40750,39300,39300,▼1450,－3.56%,40650,37813,31305,32399,8160,23618
2000/07/03,42400,42500,40200,40750,▲550,＋1.37%,41284,37516,31175,32358,8010,23618
2000/06/30,40600,40600,38500,40200,▼400,－0.99%,41660,37086,31070,32305,5960,23618
2000/06/29,42000,42000,40500,40600,▼1798,－4.24%,41732,36610,30930,32254,40850,23618
2000/06/28,42092,42474,39489,42398,▼77,－0.18%,41112,36118,30789,32203,23630,23618
2000/06/27,42551,42627,41326,42474,▼153,－0.36%,39520,35585,30586,32143,29990,23618
2000/06/26,43469,43469,40178,42627,▲2066,＋5.09%,37867,34854,30399,32070,16840,23618
2000/06/23,37576,41097,37576,40561,▲3061,＋8.16%,36359,34065,30206,31995,16440,23668
2000/06/22,35969,37882,35204,37500,▲3061,＋8.89%,35211,33354,30042,31948,9800,23668
2000/06/21,35204,37500,34439,34439,▲230,＋0.67%,34232,32738,29954,31941,5290,23878
2000/06/20,33979,35969,33979,34209,▼880,－2.51%,34997,32298,29916,31978,7930,23878
2000/06/19,32984,35893,32984,35089,▲268,＋0.77%,36115,31880,29895,32024,2690,23878
2000/06/16,30689,36658,30689,34821,▲2219,＋6.81%,37025,31427,29873,32063,9860,23878
2000/06/15,36734,36734,32602,32602,▼5663,－14.80%,36964,30964,29858,32105,16520,23878
2000/06/14,42092,43546,34515,38265,▼1531,－3.85%,37025,30685,29853,32196,15850,23878
2000/06/13,39719,43928,37500,39796,▲153,＋0.39%,36084,30164,29779,32222,31830,23878
2000/06/12,35586,39643,35204,39643,▲5128,＋14.86%,34798,29523,29725,32221,25700,23928
2000/06/09,32602,35204,31760,34515,▲1607,＋4.88%,33298,28963,29670,32213,15500,23928
2000/06/08,33673,34285,31224,32908,▼651,－1.94%,32533,28687,29696,32254,8390,23928
2000/06/07,34439,34668,33520,33558,▲191,＋0.57%,32104,28370,29671,32306,5190,23928
2000/06/05,32908,35586,32908,33367,▲1224,＋3.81%,31737,28027,29659,32357,6140,23928
2000/06/02,31301,32143,30727,32143,▲1454,＋4.74%,30635,27685,29613,32409,7240,23928
2000/06/01,30765,31760,30612,30689,▼77,－0.25%,29579,27417,29559,32472,4940,23928
2000/05/31,31722,32066,30612,30765,▼957,－3.02%,28706,27245,29551,32538,6610,23928
2000/05/30,27857,32028,27857,31722,▲3865,＋13.87%,27589,27034,29540,32620,24780,23928
2000/05/29,26786,27933,26786,27857,▲995,＋3.70%,26372,26766,29514,32675,11070,23978
2000/05/26,26020,27168,26020,26862,▲536,＋2.03%,25974,26686,29552,32794,5720,23978
2000/05/25,24949,27015,24949,26326,▲1148,＋4.56%,25806,26720,29607,32937,6430,23978
2000/05/24,25638,25638,25102,25178,▼459,－1.79%,25653,26797,29664,33097,4020,23978
2000/05/23,25867,26403,25638,25638,▼230,－0.89%,26020,26962,29724,33279,4470,23978
2000/05/22,24872,26173,24872,25867,▼153,－0.59%,26464,27092,29763,33458,4840,23978
2000/05/19,25446,26020,24107,26020,▲459,＋1.80%,26686,27195,29842,33636,2590,23978
2000/05/18,26326,26403,24490,25561,▼1454,－5.38%,27168,27252,29936,33820,6440,23978
2000/05/17,27168,28087,26977,27015,▼842,－3.02%,27857,27317,30035,34015,4280,23978
2000/05/16,26977,28010,26977,27857,▲880,＋3.26%,27765,27459,30115,34195,5450,23978
2000/05/15,28316,28316,26786,26977,▼1454,－5.11%,27535,27578,30185,34378,4160,23978
2000/05/12,29770,29847,27933,28431,▼574,－1.98%,27444,27725,30271,34580,6070,23978
2000/05/10,26786,29464,26632,29005,▲2449,＋9.22%,27115,27780,30371,34774,9850,23978
2000/05/09,26709,27092,26479,26556,▼153,－0.57%,26763,27784,30481,34934,4320,23978
2000/05/08,26786,27168,26479,26709,▲191,＋0.72%,26763,27910,30643,35110,6400,23978
2000/05/04,26786,26786,26326,26518,▼268,－1.00%,26694,28075,30815,35281,6200,23978
2000/05/03,27245,27245,26479,26786,▼459,－1.69%,26640,28326,30990,35459,5690,23978
2000/05/02,26250,27245,26250,27245,▲689,＋2.59%,26793,28708,31161,35640,4620,23978
2000/04/28,26747,26786,26097,26556,▲191,＋0.73%,26916,28934,31319,35813,4500,23978
2000/04/27,25867,26709,25752,26365,▲115,＋0.44%,27298,29213,31494,35998,3060,23978
2000/04/26,27704,27933,26212,26250,▼1301,－4.72%,27673,29409,31686,36173,7800,23978
2000/04/25,27551,28010,27245,27551,▼306,－1.10%,28010,29657,31886,36348,2330,23978
2000/04/24,28928,28928,27857,27857,▼612,－2.15%,27933,29833,31995,36512,3180,23978
2000/04/21,28699,28967,28163,28469,▲230,＋0.81%,27734,29975,32098,36665,4650,23978
2000/04/20,27933,29694,27933,28240,▲306,＋1.10%,28010,30162,32204,36810,8830,23978
2000/04/19,28163,28699,27168,27933,▲765,＋2.82%,28408,30359,32326,36963,12120,23978
2000/04/18,28087,28201,26786,27168,▲306,＋1.14%,28806,30608,32486,37122,19130,23978
2000/04/17,26173,29081,26173,26862,▼2985,－10.00%,29280,30941,32668,37292,5320,23978
2000/04/14,29464,30459,29464,29847,▼383,－1.27%,29724,31293,32870,37470,2690,23978
2000/04/12,30918,30918,29770,30229,▲306,＋1.02%,29571,31416,32984,37623,2480,23978
2000/04/11,31339,31339,29464,29923,▲383,＋1.30%,29525,31595,33071,37762,3490,23978
2000/04/10,28699,30918,28393,29541,▲459,＋1.58%,29847,31926,33171,37947,8670,23978
2000/04/07,29081,30459,28699,29081,0.0,0.00%,30826,32267,33252,38129,7300,23978
2000/04/06,30000,30229,28316,29081,▼918,－3.06%,31362,32617,33340,38279,11530,23978
2000/04/04,32908,32908,29464,30000,▼1531,－4.85%,31974,32732,33430,38432,15360,23978
2000/04/03,33635,33635,31377,31530,▼2908,－8.44%,32028,32873,33492,38568,5250,23978
2000/03/31,31990,34439,30612,34439,▲2679,＋8.43%,31967,32828,33541,38694,7480,23978
2000/03/30,32449,32831,31186,31760,▼383,－1.19%,31293,32552,33541,38796,4680,23978
2000/03/29,31301,32143,30765,32143,▲1875,＋6.19%,31079,32476,33579,38921,14120,23978
2000/03/28,31530,32143,30268,30268,▼957,－3.06%,31094,32372,33617,39024,14120,23978
2000/03/27,31377,32143,31071,31224,▲153,＋0.49%,31477,32366,33699,39186,10390,23978
2000/03/24,31377,31683,30612,31071,▲383,＋1.25%,31814,32313,33740,39340,18470,23978
2000/03/23,31760,32143,30612,30689,▼1531,－4.75%,32365,32267,33784,39515,6760,23978
2000/03/22,32525,32525,31377,32219,▲38,＋0.12%,33007,32221,33854,39706,6690,23978
2000/03/21,32908,32908,32181,32181,▼727,－2.21%,33023,32049,33929,39884,5690,23978
2000/03/20,34439,34439,32908,32908,▼918,－2.71%,33352,31836,34039,40053,3850,23978
2000/03/17,33673,35969,33673,33826,▼77,－0.23%,34079,31722,34154,40238,12830,23978
2000/03/16,31760,37117,31760,33903,▲1607,＋4.98%,34584,31615,34252,40431,24100,23978
2000/03/15,34285,34439,32143,32296,▼1531,－4.52%,35020,31496,34352,40639,11170,23978
2000/03/14,37500,37500,33673,33826,▼2717,－7.43%,34836,31469,34539,40847,13180,23978
2000/03/13,37882,38648,36352,36543,▲191,＋0.53%,34637,31381,34664,41044,14200,23978
2000/03/10,36122,39413,34439,36352,▲268,＋0.74%,33451,31161,34717,41217,24240,23978
2000/03/09,32143,36084,31377,36084,▲4707,＋15.00%,31967,31065,34757,41393,48220,23978
2000/03/08,32143,32219,30612,31377,▼1454,－4.43%,30796,31041,34812,41570,9870,23978
2000/03/07,31377,33597,30995,32831,▲2219,＋7.25%,30535,31285,34941,41793,15610,23978
2000/03/06,29081,31990,27551,30612,▲1684,＋5.82%,30000,31496,35056,42001,24160,23978
2000/03/03,29349,30153,28699,28928,▼1301,－4.30%,29908,31817,35206,42250,6480,23978
2000/03/02,28775,30995,28775,30229,▲153,＋0.51%,30153,32223,35385,42480,8590,23978
2000/02/29,30727,32143,29923,30076,▼77,－0.25%,30061,32548,35525,42702,2000,23978
2000/02/28,30153,32143,30076,30153,0.0,0.00%,29801,32896,35700,42927,6170,23978
2000/02/25,29081,30153,29081,30153,0.0,0.00%,29357,33283,35836,43154,2760,23978
2000/02/24,29770,30459,28699,30153,▲383,＋1.29%,29449,33689,36035,43389,2410,23978
2000/02/23,29081,32143,28775,29770,▲995,＋3.46%,29755,33884,36268,43635,3600,23178
