[일시]대한제분,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/02/22,27551,29081,27168,28775,▲842,＋3.01%,30107,34098,36529,43885,6230,23178
2000/02/21,29961,30229,27551,27933,▼2679,－8.75%,30704,34400,36834,44162,5410,23178
2000/02/18,32066,32066,30612,30612,▼1071,－3.38%,31530,34783,37154,44459,6610,23158
2000/02/17,31607,31760,31148,31683,▲153,＋0.49%,31836,35127,37430,44731,1390,23158
2000/02/16,32525,32525,31377,31530,▼230,－0.72%,32387,35449,37704,44997,1820,23158
2000/02/15,32143,32487,31377,31760,▼306,－0.95%,33199,35820,37995,45238,5540,23158
2000/02/14,32257,33291,31913,32066,▼77,－0.24%,34102,36069,38275,45465,12930,23158
2000/02/11,34821,34898,32143,32143,▼2296,－6.67%,35097,36237,38571,45695,4240,23158
2000/02/10,36352,36352,34439,34439,▼1148,－3.23%,36076,36424,38890,45917,4320,23158
2000/02/09,36007,36505,35586,35586,▼689,－1.90%,36597,36424,39177,46127,4260,23158
2000/02/08,37959,37959,36275,36275,▼765,－2.07%,36826,36363,39387,46341,1750,23158
2000/02/07,36734,37041,36428,37041,0.0,0.00%,36979,36271,39577,46546,5182,23158
2000/02/03,36734,37041,36390,37041,0.0,0.00%,37148,36107,39747,46752,1990,23158
2000/02/02,37500,37500,36046,37041,▲306,＋0.83%,37393,35977,39927,46953,3280,23158
2000/02/01,37117,37882,36007,36734,▼306,－0.83%,36796,35847,40118,47162,3350,23158
2000/01/31,37882,37882,36734,37041,▼842,－2.22%,36260,35713,40306,47373,210,23158
2000/01/28,35586,37882,35586,37882,▼383,－1.00%,35816,35583,40502,47587,2330,23158
2000/01/27,34132,38265,34132,38265,▲4209,＋12.36%,35357,35449,40659,47801,4930,23158
2000/01/26,34132,34439,34056,34056,0.0,0.00%,35204,35219,40810,48024,2370,23158
2000/01/25,34439,35051,34056,34056,▼765,－2.20%,36015,35200,41030,48300,4400,23158
2000/01/24,34439,36046,34439,34821,▼765,－2.15%,36995,35242,41232,48571,1870,23158
2000/01/21,36352,36734,35204,35586,▼1913,－5.10%,37377,35338,41417,48855,1920,23158
2000/01/20,38112,38112,35051,37500,▼612,－1.61%,37347,35498,41599,49139,1300,23158
2000/01/19,37653,38265,36122,38112,▼842,－2.16%,37025,35613,41759,49400,5060,23158
2000/01/18,38265,38954,36352,38954,▲2219,＋6.04%,36291,35694,41915,49628,4710,23158
2000/01/17,35433,37500,35433,36734,▲1301,＋3.67%,35372,35740,42070,49807,18480,23158
2000/01/14,34515,36658,34515,35433,▼459,－1.28%,34913,36080,42262,50065,1770,23158
2000/01/13,35051,36734,33367,35893,▲1454,＋4.22%,34576,36375,42454,50354,4565,23158
2000/01/12,35127,35893,33367,34439,▲77,＋0.22%,34285,36566,42723,50660,10015,23158
2000/01/11,34439,35127,33673,34362,▼77,－0.22%,34285,36780,43005,51005,1890,23158
2000/01/10,35204,35204,34439,34439,▲689,＋2.04%,34224,37033,43218,51331,3100,23158
2000/01/07,34439,34439,33673,33750,▼689,－2.00%,34224,37266,43435,51668,2100,23158
2000/01/06,34821,34821,33061,34439,0.0,0.00%,34515,37565,43644,51957,2910,23158
2000/01/05,35204,35204,32908,34439,▲383,＋1.12%,34362,37825,43847,52232,7670,23158
2000/01/04,34553,35127,33673,34056,▼383,－1.11%,34209,38085,44052,52582,1640,23158
1999/12/28,34821,35204,33061,34439,▼765,－2.17%,34377,38315,44262,52936,9450,23158
1999/12/27,34439,38724,34439,35204,▲1531,＋4.55%,34836,38621,44431,53348,9160,23158
1999/12/24,33673,36352,31683,33673,0.0,0.00%,35556,38778,44672,53734,4690,23158
1999/12/23,34974,35893,33367,33673,▼1224,－3.51%,36780,39199,44940,54046,7160,23128
1999/12/22,36773,36887,34439,34898,▼1837,－5.00%,37989,39719,45247,54314,10680,23078
1999/12/21,38495,39030,36734,36734,▼2066,－5.33%,38984,40247,45558,54547,5420,23128
1999/12/20,39030,40178,38801,38801,▼995,－2.50%,40347,40764,45839,54762,2900,23128
1999/12/17,38724,40331,38418,39796,▲77,＋0.19%,40852,41181,46067,54968,4850,23128
1999/12/16,40025,40867,39183,39719,▼153,－0.38%,40836,41548,46322,55128,3020,23128
1999/12/15,43699,43699,39796,39872,▼3673,－8.44%,40637,41969,46611,55281,5430,23128
1999/12/14,42092,44234,41326,43546,▲2219,＋5.37%,40546,42424,46927,55434,9170,23128
1999/12/13,40178,42092,40178,41326,▲1607,＋4.05%,39658,42677,47155,55535,6180,23128
1999/12/10,39030,40408,39030,39719,▲995,＋2.57%,39336,43102,47423,55665,3150,23128
1999/12/09,38648,40944,38418,38724,▼689,－1.75%,39321,43679,47718,55780,5810,23128
1999/12/08,38265,39413,37117,39413,▲306,＋0.78%,39505,44326,48029,55894,6960,23128
1999/12/07,40331,40408,37959,39107,▼612,－1.54%,39352,44766,48329,56008,3240,23128
1999/12/06,40408,40408,38495,39719,▲77,＋0.19%,39643,45195,48645,56111,2640,23128
1999/12/03,40025,40025,38265,39643,0.0,0.00%,39367,45570,48946,56206,4230,23128
1999/12/02,37500,41173,37500,39643,▲995,＋2.57%,39857,45979,49293,56300,5110,23128
1999/12/01,38418,42015,38418,38648,▼1913,－4.72%,40745,46423,49575,56394,1620,23128
1999/11/30,41709,42474,39796,40561,▲2219,＋5.79%,42107,46890,49880,56512,5610,23128
1999/11/29,39796,41938,36543,38342,▼3750,－8.91%,43408,47303,50154,56620,5590,23128
1999/11/26,42321,44387,40561,42092,▼1990,－4.51%,45168,47751,50472,56739,13320,25038
1999/11/25,45153,45459,43775,44081,▼1378,－3.03%,46178,48011,50743,56825,8160,25038
1999/11/24,47449,47449,45153,45459,▼1607,－3.41%,46989,48172,51003,56913,3590,25038
1999/11/23,48061,48061,46301,47066,▼77,－0.16%,47693,48206,51241,56993,3940,25038
1999/11/22,46683,48214,46683,47142,0.0,0.00%,48000,48149,51489,57047,5120,25038
1999/11/19,46683,48214,46683,47142,▼995,－2.07%,48535,48118,51765,57096,4140,25008
1999/11/18,49745,49745,47066,48137,▼842,－1.72%,49362,48114,52031,57150,4610,25008
1999/11/17,47831,51275,47678,48979,▲383,＋0.79%,50066,48084,52290,57208,50100,25008
1999/11/16,49821,49898,47525,48597,▼1224,－2.46%,49913,48046,52482,57259,3920,24978
1999/11/15,50127,50204,48597,49821,▼1454,－2.84%,49729,48030,52654,57316,7730,24978
1999/11/12,51658,52423,48979,51275,▼383,－0.74%,49209,47885,52818,57348,9170,24978
1999/11/11,48214,53188,47449,51658,▲3444,＋7.14%,48520,47923,52945,57361,20770,24978
1999/11/10,48290,48979,47755,48214,▲536,＋1.12%,47892,47908,53077,57364,10840,24978
1999/11/09,47525,48520,46836,47678,▲459,＋0.97%,47847,47854,53294,57396,10790,24978
1999/11/08,48214,48597,46683,47219,▼612,－1.28%,48076,47843,53514,57440,6580,24978
1999/11/05,49362,49362,47602,47831,▼689,－1.42%,48091,47797,53756,57487,5390,24978
1999/11/04,48214,48979,48214,48520,▲536,＋1.12%,47984,47736,53979,57528,5430,24978
1999/11/03,47449,49591,47449,47984,▼842,－1.72%,47739,47648,54205,57551,3670,24978
1999/11/02,47525,48826,47525,48826,▲1531,＋3.24%,47372,47583,54440,57582,5570,24978
1999/11/01,47449,48520,46301,47296,0.0,0.00%,46790,47368,54672,57672,6570,24978
1999/10/29,47449,48520,47296,47296,0.0,0.00%,46637,47487,54942,57833,2550,24978
1999/10/28,45688,47449,45688,47296,▲1148,＋2.49%,46591,47609,55238,57952,2490,24978
1999/10/27,45995,46607,45688,46148,▲230,＋0.50%,46637,47850,55570,58068,4800,24978
1999/10/26,45535,46683,45153,45918,▼612,－1.32%,47051,48222,55910,58213,3650,24978
1999/10/25,46071,47525,45995,46530,▼536,－1.14%,47525,48604,56293,58341,2360,24978
1999/10/22,46683,48061,46683,47066,▼459,－0.97%,47602,48903,56678,58456,2450,24978
1999/10/21,48290,48903,47525,47525,▼689,－1.43%,48597,49304,57042,58568,3610,24978
1999/10/20,48214,49056,47678,48214,▼77,－0.16%,49362,49779,57340,58650,7760,24978
1999/10/19,48979,48979,47066,48290,▲1378,＋2.94%,49148,50311,57544,58727,4260,24978
1999/10/18,51275,51275,46836,46913,▼5128,－9.85%,48979,50759,57868,58802,6440,24978
1999/10/15,53494,53724,51505,52040,▲689,＋1.34%,48857,51283,58253,58912,16350,24968
1999/10/14,48979,52653,47678,51352,▲4209,＋8.93%,47770,51551,58598,58928,21510,25468
1999/10/13,47449,48214,45918,47142,▼306,－0.65%,46852,51853,59005,58940,29310,24968
1999/10/12,46377,47831,46377,47449,▲1148,＋2.48%,46760,52366,59443,58984,1200,48998
1999/10/11,47066,48214,46224,46301,▼306,－0.66%,46178,52898,59901,59035,1910,48998
1999/10/08,46836,47831,46530,46607,▼153,－0.33%,46852,53472,60270,59109,1930,48998
1999/10/07,45918,47755,45918,46760,▲77,＋0.16%,47479,54164,60617,59147,5550,48998
1999/10/06,44540,47831,44540,46683,▲2143,＋4.81%,48551,54654,61113,59130,16260,51398
1999/10/05,49668,50510,44540,44540,▼5128,－10.32%,49928,55167,61610,59098,21440,51398
1999/10/04,49745,49821,48520,49668,▼77,－0.15%,51734,55790,62265,59092,940,51498
1999/10/01,50663,51275,48673,49745,▼2372,－4.55%,52301,56177,62795,59043,3510,51498
1999/09/30,53571,53571,52117,52117,▼1454,－2.71%,53372,56609,63153,58999,1970,51498
1999/09/29,52806,53571,52117,53571,0.0,0.00%,54352,56988,63381,58934,1060,51498
1999/09/28,52040,58163,52040,53571,▲1071,＋2.04%,55408,57294,63535,58842,8410,51498
1999/09/27,53801,54336,52423,52500,▼2602,－4.72%,56142,57715,63684,58750,6460,51498
1999/09/22,57704,57704,54872,55102,▼1913,－3.36%,57122,58274,63868,58669,4890,51498
1999/09/21,59081,59081,57015,57015,▼1837,－3.12%,57581,58676,63933,58565,6600,51498
1999/09/20,62372,62755,57551,58852,▲1607,＋2.81%,57658,59008,63952,58438,6460,51498
1999/09/17,57474,57474,55867,57244,▼153,－0.27%,57367,59089,63941,58294,3110,51498
1999/09/16,56403,58928,55867,57398,0.0,0.00%,57535,59173,63914,58165,4510,51498
1999/09/15,57015,57780,56326,57398,0.0,0.00%,57612,59288,63908,58036,2990,51498
1999/09/14,57398,58928,56250,57398,0.0,0.00%,58224,59360,63841,57899,8460,51498
1999/09/13,58775,58775,56709,57398,▼689,－1.19%,58056,59471,63758,57774,2360,51498
1999/09/10,59311,59311,57857,58086,▲306,＋0.53%,57964,59663,63687,57653,4450,51498
1999/09/09,55943,58928,55943,57780,▼2679,－4.43%,57750,59801,63576,57520,3260,51498
1999/09/08,57015,61224,55102,60459,▲3903,＋6.90%,57673,60000,63466,57398,8090,51498
1999/09/07,54566,57398,54566,56556,▼383,－0.67%,57260,60038,63307,57259,5860,51498
1999/09/06,57398,57780,56020,56938,▼77,－0.13%,57887,60313,63213,57158,4690,52998
1999/09/03,57474,58163,56250,57015,▼383,－0.67%,58438,60570,63144,57059,2580,54488
1999/09/02,57015,58928,57015,57398,▼995,－1.70%,59433,60857,63086,56966,4160,54488
1999/09/01,59693,61224,58392,58392,▼1301,－2.18%,60688,61163,63007,56864,2620,54488
1999/08/31,57474,59693,57474,59693,0.0,0.00%,61637,61496,62908,56750,15980,54488
1999/08/30,61989,61989,59693,59693,▼2296,－3.70%,62433,61871,62823,56626,5110,54488
1999/08/27,64285,64285,61301,61989,▼1684,－2.64%,62586,62215,62746,56501,9050,54488
1999/08/26,64285,64285,62525,63673,▲536,＋0.85%,61974,62559,62605,56358,5780,59988
1999/08/25,58545,64668,58545,63137,▼536,－0.84%,61178,62858,62428,56204,5230,59988
1999/08/24,60459,63673,60459,63673,▲3214,＋5.32%,60321,63145,62269,56063,5630,59988
1999/08/23,59005,60841,58928,60459,▲1531,＋2.60%,59510,63233,62126,55912,3080,59988
1999/08/20,60841,60841,58699,58928,▼765,－1.28%,59663,63233,62036,55768,2560,59988
1999/08/19,57474,60306,57398,59693,▲842,＋1.43%,60045,63673,61978,55632,9290,59988
1999/08/18,59617,61071,55943,58852,▼765,－1.28%,60459,64190,61877,55486,6340,59988
1999/08/17,61301,61683,57704,59617,▼1607,－2.63%,60933,64882,61776,55350,2890,59988
1999/08/16,62755,62755,60459,61224,▲383,＋0.63%,61423,65690,61650,55196,3030,59988
1999/08/13,62755,62755,60459,60841,▼918,－1.49%,61591,66302,61498,55031,5790,59988
1999/08/12,61301,62755,60076,61760,▲536,＋0.87%,61974,67006,61367,54862,5740,59988
1999/08/11,61224,61989,60841,61224,▼842,－1.36%,62326,67339,61218,54686,4100,59988
1999/08/10,62372,65051,61607,62066,0.0,0.00%,63091,67649,61077,54523,5350,59988
1999/08/09,62755,64285,62066,62066,▼689,－1.10%,64117,68372,60897,54341,5390,59988
1999/08/06,63520,64285,61607,62755,▼765,－1.20%,65020,69095,60724,54158,9380,59988
1999/08/05,65816,65816,61224,63520,▼1531,－2.35%,66244,70147,60673,53963,7237,53378
1999/08/04,68112,69642,65051,65051,▼2143,－3.19%,67469,71047,60724,53760,11510,53378
1999/08/03,66658,68877,65051,67193,▲612,＋0.92%,68234,71353,60667,53545,6640,61258
1999/08/02,60076,74234,60076,66581,▼2296,－3.33%,67882,71284,60567,53317,9000,62258
1999/07/30,68877,68877,65051,68877,▼765,－1.10%,66658,71096,60516,53100,10470,63208
1999/07/29,71173,71173,67729,69642,▲765,＋1.11%,66428,70779,60389,52863,5020,68928
1999/07/28,67346,74234,58699,68877,▲3444,＋5.26%,66505,70473,60234,52618,19260,68928
1999/07/27,60459,65433,59311,65433,▲4974,＋8.23%,67270,69979,60094,52376,19220,71798
1999/07/26,62908,66581,59923,60459,▼7270,－10.73%,69336,69616,59960,52162,11510,71798
1999/07/23,71020,71020,67729,67729,▼2296,－3.28%,71938,69501,59909,51996,10040,71798
1999/07/22,73469,74617,68877,70025,▼2679,－3.68%,73377,68896,59737,51782,7930,71778
1999/07/21,78061,78826,70790,72704,▼3061,－4.04%,73056,68246,59571,51518,11950,71778
1999/07/20,72704,78061,70790,75765,▲2296,＋3.12%,71999,67281,59258,51231,14770,71778
1999/07/19,79591,79591,72704,73469,▼1454,－1.94%,72152,66114,58876,50919,11440,71778
1999/07/16,69795,76300,69642,74923,▲6505,＋9.51%,72765,65096,58525,50632,13470,71778
1999/07/15,68954,70331,65816,68418,▲995,＋1.48%,74540,63922,58169,50345,18630,71778
1999/07/14,76530,78826,67423,67423,▼9107,－11.90%,77158,63061,57947,50127,19200,73848
1999/07/13,76530,78826,74693,76530,0.0,0.00%,77908,62234,57678,49908,20890,75798
1999/07/12,85714,89540,75765,76530,▼7270,－8.68%,75765,60952,57146,49624,24930,80888
1999/07/09,86479,91836,81122,83800,▲2296,＋2.82%,73025,59766,56586,49353,38780,85778
1999/07/08,72627,81504,72627,81504,▲10332,＋14.52%,68770,58255,55919,49019,51500,85778
1999/07/07,66581,73469,65816,71173,▲5357,＋8.14%,65173,56812,55290,48735,40970,85778
1999/07/06,63137,66581,62525,65816,▲2985,＋4.75%,62739,55875,54845,48518,24850,85778
1999/07/05,62831,63520,62372,62831,▲306,＋0.49%,61209,55316,54488,48355,19760,86778
1999/07/02,62908,64974,61454,62525,▼995,－1.57%,60275,54926,54149,48195,9800,85778
1999/07/01,58928,64209,58163,63520,▲4515,＋7.65%,58897,54478,53815,48019,19270,85778
1999/06/30,57398,60459,57398,59005,▲842,＋1.45%,57596,53954,53470,47841,11520,85778
1999/06/29,58622,59617,57398,58163,0.0,0.00%,56479,53682,53196,47673,8810,85778
1999/06/28,55867,61071,55102,58163,▲2525,＋4.54%,55331,53529,52923,47495,25800,85778
1999/06/25,55943,57015,55102,55637,▼1378,－2.42%,54321,53376,52648,47316,4804,85778
1999/06/24,54336,57398,53571,57015,▲3597,＋6.73%,53479,53364,52415,47164,11360,85748
1999/06/23,52423,53494,52423,53418,▲995,＋1.90%,52316,53196,52164,46986,13250,85748
1999/06/22,54336,54336,52117,52423,▼689,－1.30%,51811,53165,51956,46821,7710,85698
1999/06/21,51275,53418,50739,53112,▲1684,＋3.27%,51505,53146,51790,46671,16470,85698
1999/06/18,51352,51505,50127,51428,▲230,＋0.45%,51443,53097,51619,46507,8680,85698
1999/06/17,49821,51275,49821,51199,▲306,＋0.60%,51872,53173,51464,46359,8910,85698
1999/06/16,50969,52040,50739,50892,0.0,0.00%,52163,53253,51330,46219,4750,85698
1999/06/15,52117,52423,50510,50892,▼1913,－3.62%,52469,53349,51211,46088,4830,85698
1999/06/14,53648,53648,52040,52806,▼765,－1.43%,53219,53368,51103,45961,3340,85698
1999/06/11,52806,54183,52729,53571,▲918,＋1.74%,53663,53311,50975,45827,11550,85698
1999/06/10,52040,53571,52040,52653,▲230,＋0.44%,53663,53617,50845,45668,3690,85698
1999/06/09,55484,55484,52423,52423,▼2219,－4.06%,53739,54313,50720,45510,7116,85898
1999/06/08,53954,55790,53648,54642,▼383,－0.70%,53969,54773,50593,45358,4654,85898
1999/06/07,57321,57321,54336,55025,▲1454,＋2.71%,54061,55102,50428,45190,14560,85898
1999/06/04,52806,54413,52040,53571,▲536,＋1.01%,54076,55526,50257,45019,12700,85898
1999/06/03,54336,54642,52806,53035,▼536,－1.00%,54443,55909,50111,44861,8110,85698
1999/06/02,53571,55025,53265,53571,▼1531,－2.78%,54566,56276,49979,44709,8620,85698
1999/06/01,53571,55102,53571,55102,0.0,0.00%,54413,56621,49857,44559,10700,85698
1999/05/31,55408,55408,53494,55102,▼306,－0.55%,53801,56736,49697,44393,6690,85698
1999/05/28,54413,56173,52882,55408,▲1760,＋3.28%,53204,56850,49500,44228,14640,85698
1999/05/27,52806,56250,52806,53648,▲842,＋1.59%,52714,56950,49287,44070,24930,93378
1999/05/26,51658,52806,51658,52806,▲765,＋1.47%,52545,57271,49095,43931,8070,95698
1999/05/25,51352,53112,51352,52040,▼77,－0.15%,52545,57329,48924,43803,4210,95698
1999/05/24,52959,53954,50739,52117,▼842,－1.59%,52392,57367,48742,43669,2220,95698
1999/05/21,56556,56556,52806,52959,▲153,＋0.29%,52301,57382,48563,43528,4330,95698
1999/05/20,52806,52806,50127,52806,0.0,0.00%,53648,57413,48358,43380,6760,95698
1999/05/19,55102,55102,51658,52806,▲1531,＋2.99%,56403,57528,48154,43237,6310,95028
1999/05/18,46760,53571,46760,51275,▼383,－0.74%,58163,57451,47969,43095,15540,94398
1999/05/17,53801,57398,51658,51658,▼8036,－13.46%,60153,57118,47784,42967,13640,86598
1999/05/14,66581,66581,57015,59693,▼6888,－10.34%,62525,56682,47593,42828,18060,79598
1999/05/13,62755,70255,61989,66581,▲4974,＋8.07%,62831,55886,47252,42624,46350,79598
1999/05/12,63137,63137,57398,61607,▲383,＋0.63%,61591,54746,46796,42356,8940,84248
1999/05/11,65051,65816,61224,61224,▼2296,－3.61%,61362,53889,46424,42126,11450,84248
1999/05/10,61224,64209,59846,63520,▲2296,＋3.75%,60596,53047,46067,41900,17130,84248
1999/05/07,60841,61224,59234,61224,▲842,＋1.39%,59372,51994,45683,41661,6430,84248
1999/05/06,61224,63520,59693,60382,▼77,－0.13%,58607,51057,45338,41436,6980,84248
1999/05/04,55943,60459,55943,60459,▲3061,＋5.33%,58545,50181,45001,41220,9100,84248
1999/05/03,55178,58928,55178,57398,0.0,0.00%,57244,49285,44658,41003,2810,84248
1999/04/30,57398,57398,56326,57398,0.0,0.00%,56326,48505,44364,40815,7740,84248
1999/04/29,59311,59693,55178,57398,▼2679,－4.46%,55331,47716,44083,40640,10020,84248
1999/04/28,53954,61989,53188,60076,▲6122,＋11.35%,54566,46932,43827,40452,26250,84248
1999/04/27,52806,55102,52806,53954,▲1148,＋2.17%,53571,46025,43465,40239,11870,82188
1999/04/26,52500,54642,52500,52806,▲383,＋0.73%,53035,45375,43204,40084,15210,79248
1999/04/23,52040,54336,51658,52423,▼1148,－2.14%,51398,44858,42961,39940,7610,79248
1999/04/22,55102,55790,52040,53571,▼1531,－2.78%,49500,44380,42738,39803,23290,79248
1999/04/21,53494,56632,52040,55102,▲3827,＋7.46%,47540,43806,42521,39639,41510,79248
1999/04/20,46301,51275,46301,51275,▲6658,＋14.92%,45275,43209,42306,39467,38440,84248
1999/04/19,43699,45765,43699,44617,▲1684,＋3.92%,43913,42834,42137,39333,15930,84248
1999/04/16,43852,43852,42857,42933,▼842,－1.92%,43867,42822,42102,39248,6430,84248
1999/04/15,44387,44387,43239,43775,0.0,0.00%,43775,42933,42120,39194,9350,84248
1999/04/14,44770,44770,43775,43775,▼689,－1.55%,43515,43033,42118,39138,4230,84248
1999/04/13,45153,45153,44464,44464,▲77,＋0.17%,43331,43102,42180,39079,7100,84248
1999/04/12,42474,44387,42474,44387,▲1913,＋4.50%,42949,43117,42191,39021,9270,84248
1999/04/09,43622,43622,42398,42474,0.0,0.00%,42428,43136,42223,38963,5570,84248
1999/04/08,43622,43622,42398,42474,▼383,－0.89%,42260,43251,42242,38925,3310,84248
1999/04/07,42857,43316,42092,42857,▲306,＋0.72%,42107,43366,42223,38896,7600,84248
1999/04/06,43163,43163,42092,42551,▲765,＋1.83%,41923,43481,42211,38908,5500,84248
1999/04/02,42092,42627,41709,41785,▲153,＋0.37%,41602,43664,42150,38898,7040,84248
1999/04/01,42092,42704,41632,41632,▼77,－0.18%,41739,43852,42066,38879,5030,84248
1999/03/31,41326,42092,41326,41709,▼230,－0.55%,41984,43932,41984,38826,5170,84248
