[일시]삼성전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1997/05/21,16853,17582,16707,17071,▲365,＋2.18%,16532,14394,13168,13538,227520,N/A
1997/05/20,16926,16926,16196,16707,0.0,0.00%,16327,14161,13100,13506,167960,N/A
1997/05/19,16780,16998,16123,16707,▲219,＋1.33%,16094,13949,13038,13480,213610,N/A
1997/05/17,15904,16926,15904,16488,▲803,＋5.12%,15642,13737,12979,13461,186270,N/A
1997/05/16,16050,16196,15466,15685,▼365,－2.27%,15072,13555,12922,13447,181170,N/A
1997/05/15,15685,16634,15685,16050,▲511,＋3.29%,14708,13405,12884,13433,359110,N/A
1997/05/13,14591,15539,14445,15539,▲1094,＋7.58%,14328,13223,12842,13426,420560,N/A
1997/05/12,13643,14664,13643,14445,▲803,＋5.88%,13847,13066,12806,13426,220340,N/A
1997/05/10,14080,14226,13570,13643,▼219,－1.58%,13657,12982,12789,13429,69020,N/A
1997/05/09,14591,14591,13861,13861,▼292,－2.06%,13643,12949,12785,13442,202340,N/A
1997/05/08,13497,14153,13497,14153,▲1021,＋7.78%,13555,12906,12774,13454,256920,N/A
1997/05/07,13497,13497,13132,13132,▼365,－2.70%,13351,12840,12762,13463,115650,N/A
1997/05/06,13643,13643,13351,13497,▼73,－0.54%,13292,12825,12771,13485,84370,N/A
1997/05/03,13424,13861,13424,13570,▲146,＋1.09%,13132,12796,12782,13505,150730,N/A
1997/05/02,13132,13788,13059,13424,▲292,＋2.22%,12957,12782,12797,13526,201340,N/A
1997/04/30,12840,13351,12840,13132,▲292,＋2.27%,12782,12778,12811,13551,132610,N/A
1997/04/29,12767,12986,12694,12840,▲146,＋1.15%,12636,12774,12833,13580,59940,N/A
1997/04/28,12694,12840,12621,12694,0.0,0.00%,12563,12789,12873,13607,44540,N/A
1997/04/26,12621,12767,12475,12694,▲146,＋1.16%,12519,12811,12917,13633,31780,N/A
1997/04/25,12402,12621,12402,12548,▲146,＋1.18%,12548,12840,12949,13658,43640,N/A
1997/04/24,12548,12694,12402,12402,▼73,－0.58%,12577,12862,12979,13681,59640,N/A
1997/04/23,12402,12694,12402,12475,0.0,0.00%,12577,12935,13010,13711,26360,N/A
1997/04/22,12986,12986,12402,12475,▼365,－2.84%,12563,12968,13046,13743,31130,N/A
1997/04/21,12913,13132,12767,12840,▲146,＋1.15%,12621,12953,13077,13775,91690,N/A
1997/04/19,12548,12913,12402,12694,▲292,＋2.35%,12650,12920,13109,13809,107900,N/A
1997/04/18,12402,12621,12110,12402,0.0,0.00%,12709,12913,13142,13847,93050,N/A
1997/04/17,12694,12767,12402,12402,▼365,－2.86%,12796,12898,13168,13886,48590,N/A
1997/04/16,12986,13059,12767,12767,▼219,－1.69%,12884,12840,13187,13925,29270,N/A
1997/04/15,13205,13205,12986,12986,0.0,0.00%,12913,12778,13205,13964,37590,N/A
1997/04/14,13132,13132,12840,12986,▲146,＋1.14%,12971,12705,13219,14002,39170,N/A
1997/04/12,12694,12986,12694,12840,0.0,0.00%,13044,12647,13233,14036,26670,N/A
1997/04/11,12767,12913,12548,12840,▼73,－0.56%,13088,12607,13243,14065,48850,N/A
1997/04/10,13278,13351,12913,12913,▼365,－2.75%,13146,12574,13251,14092,36180,N/A
1997/04/09,13424,13497,13132,13278,▼73,－0.55%,13190,12537,13264,14119,48190,N/A
1997/04/08,13059,13424,13059,13351,▲292,＋2.23%,13190,12483,13272,14140,89540,N/A
1997/04/07,13278,13497,13059,13059,▼73,－0.56%,13117,12424,13279,14162,35380,N/A
1997/04/04,13132,13424,12913,13132,0.0,0.00%,13278,12391,13295,14179,39670,N/A
1997/04/03,13424,13497,12913,13132,▼146,－1.10%,13278,12351,13306,14196,63930,N/A
1997/04/02,12986,13424,12767,13278,▲292,＋2.25%,13088,12300,13330,14217,108660,N/A
1997/04/01,13643,13715,12986,12986,▼875,－6.32%,12869,12256,13341,14238,57910,N/A
1997/03/31,12986,13861,12840,13861,▲730,＋5.56%,12782,12249,13362,14258,79210,N/A
1997/03/29,12183,13132,12110,13132,▲948,＋7.78%,12431,12205,13375,14271,25590,N/A
1997/03/28,12402,12475,11965,12183,0.0,0.00%,12052,12198,13399,14289,26850,N/A
1997/03/27,12548,12548,12183,12183,▼365,－2.91%,11921,12245,13442,14318,23810,N/A
1997/03/26,12329,12621,12183,12548,▲438,＋3.61%,11789,12289,13467,14348,43840,N/A
1997/03/25,11235,12110,11235,12110,▲875,＋7.79%,11644,12333,13480,14378,25800,N/A
1997/03/24,11600,11965,11235,11235,▼292,－2.53%,11629,12406,13498,14414,25670,N/A
1997/03/22,11527,11673,11235,11527,0.0,0.00%,11819,12512,13536,14458,5890,N/A
1997/03/21,11673,11673,11454,11527,▼292,－2.47%,11950,12607,13562,14502,14760,N/A
1997/03/20,11892,12038,11673,11819,▼219,－1.82%,12081,12701,13574,14549,13100,N/A
1997/03/19,12183,12183,11819,12038,▼146,－1.20%,12154,12771,13587,14594,9960,N/A
1997/03/18,12256,12402,12038,12183,0.0,0.00%,12227,12840,13600,14640,16080,N/A
1997/03/17,12183,12402,11892,12183,0.0,0.00%,12256,12913,13627,14683,34280,N/A
1997/03/15,11308,12183,11235,12183,0.0,0.00%,12242,13011,13653,14723,17540,N/A
1997/03/14,12402,12402,12110,12183,▼219,－1.76%,12286,13128,13680,14762,16700,N/A
1997/03/13,12402,12548,12329,12402,▲73,＋0.59%,12417,13230,13714,14804,35080,N/A
1997/03/12,12183,12475,12183,12329,▲219,＋1.81%,12534,13332,13753,14848,27200,N/A
1997/03/11,12402,12402,12110,12110,▼292,－2.35%,12665,13478,13801,14893,26700,N/A
1997/03/10,12767,12840,12402,12402,▼438,－3.41%,12869,13639,13860,14938,31400,N/A
1997/03/08,13059,13132,12840,12840,▼146,－1.12%,13001,13752,13896,14977,14150,N/A
1997/03/07,12986,13059,12840,12986,0.0,0.00%,13117,13825,13908,15006,31120,N/A
1997/03/06,13132,13132,12840,12986,▼146,－1.11%,13234,13891,13911,15028,20820,N/A
1997/03/05,13205,13424,13059,13132,▲73,＋0.56%,13307,13971,13922,15044,19840,N/A
1997/03/04,13424,13424,13059,13059,▼365,－2.72%,13365,14033,13944,15057,30880,N/A
1997/03/03,13351,13643,13351,13424,▼146,－1.08%,13438,14117,13972,15078,10200,N/A
1997/02/28,13351,13643,13132,13570,▲219,＋1.64%,13394,14179,13983,15093,31980,N/A
1997/02/27,13497,13497,13278,13351,▼73,－0.54%,13365,14201,14010,15111,45760,N/A
1997/02/26,13570,13861,13351,13424,0.0,0.00%,13424,14208,14045,15132,35190,N/A
1997/02/25,13424,13570,13132,13424,▲219,＋1.66%,13570,14230,14069,15148,70230,N/A
1997/02/24,13424,13715,13132,13205,▼219,－1.63%,13788,14252,14098,15160,51700,N/A
1997/02/22,13643,13643,13132,13424,▼219,－1.60%,13993,14281,14133,15176,24070,N/A
1997/02/21,14153,14299,13497,13643,▼511,－3.61%,14197,14281,14164,15190,52330,N/A
1997/02/20,14445,14445,14080,14153,▼365,－2.51%,14518,14266,14200,15205,34160,N/A
1997/02/19,14080,14518,14007,14518,▲292,＋2.05%,14751,14244,14229,15218,49180,N/A
1997/02/18,14445,14591,14226,14226,▼219,－1.52%,14781,14204,14255,15229,33730,N/A
1997/02/17,15102,15102,14372,14445,▼803,－5.26%,14795,14182,14292,15244,27060,N/A
1997/02/15,15393,15685,15248,15248,▼73,－0.48%,14766,14161,14326,15257,77220,N/A
1997/02/14,14883,15685,14591,15321,▲657,＋4.48%,14635,14088,14341,15263,151560,N/A
1997/02/13,14299,15029,14299,14664,▲365,＋2.55%,14445,14051,14349,15273,100040,N/A
1997/02/12,14372,14664,14080,14299,0.0,0.00%,14460,14015,14366,15289,40050,N/A
1997/02/11,14591,14591,14226,14299,▼292,－2.00%,14533,14011,14384,15312,15370,N/A
1997/02/10,14372,14737,14372,14591,▲219,＋1.52%,14474,14029,14411,15331,26910,N/A
1997/02/06,14591,14591,14299,14372,▼365,－2.48%,14255,14029,14441,15347,24950,N/A
1997/02/05,14810,15029,14080,14737,▲73,＋0.50%,14153,14047,14473,15361,45330,N/A
1997/02/04,14153,14737,14080,14664,▲657,＋4.69%,13978,13996,14510,15380,79010,N/A
1997/02/03,13497,14226,13497,14007,▲511,＋3.78%,13803,13927,14552,15404,46670,N/A
1997/02/01,13861,13861,13497,13497,▼365,－2.63%,13686,13887,14603,15432,14190,N/A
1997/01/31,13934,14080,13715,13861,0.0,0.00%,13657,13887,14664,15464,24560,N/A
1997/01/30,14007,14226,13715,13861,▲73,＋0.53%,13628,13850,14723,15496,43520,N/A
1997/01/29,13424,13861,13205,13788,▲365,＋2.72%,13599,13770,14784,15532,42610,N/A
1997/01/28,12913,13788,12913,13424,▲73,＋0.55%,13599,13708,14840,15566,21340,N/A
1997/01/27,13278,13570,13278,13351,▼365,－2.66%,13715,13679,14887,15601,14500,N/A
1997/01/25,13132,14007,13132,13715,0.0,0.00%,13803,13701,14933,15634,8810,N/A
1997/01/24,13715,13788,13497,13715,▼73,－0.53%,13978,13705,14974,15662,29430,N/A
1997/01/23,13570,14080,13497,13788,▼219,－1.56%,14022,13708,15009,15696,32330,N/A
1997/01/22,13643,14007,13424,14007,▲219,＋1.59%,14109,13730,15045,15734,39110,N/A
1997/01/21,14664,14737,13715,13788,▼803,－5.50%,14241,13766,15064,15771,23580,N/A
1997/01/20,14080,14737,14080,14591,▲657,＋4.71%,14401,13837,15086,15817,46810,N/A
1997/01/18,14226,14226,13861,13934,▼292,－2.05%,14430,13891,15105,15857,20100,N/A
1997/01/17,14591,14737,14226,14226,▼438,－2.99%,14387,13923,15136,15903,70720,N/A
1997/01/16,14591,14664,14299,14664,▲73,＋0.50%,14197,13887,15155,15951,82080,N/A
1997/01/15,14591,15029,14445,14591,▼146,－0.99%,13905,13814,15167,15996,73080,N/A
1997/01/14,13861,14810,13715,14737,▲1021,＋7.45%,13686,13767,15178,16041,87640,N/A
1997/01/13,13278,14007,13132,13715,▲438,＋3.30%,13365,13752,15194,16087,40030,N/A
1997/01/11,13132,13497,13132,13278,▲73,＋0.55%,13073,13802,15228,16144,15310,N/A
1997/01/10,13643,13715,13205,13205,▼292,－2.16%,12928,13842,15276,16207,13010,N/A
1997/01/09,12256,13497,12256,13497,▲365,＋2.78%,12855,13943,15329,16271,26430,N/A
1997/01/08,12402,13132,11819,13132,▲875,＋7.14%,12913,14040,15381,16332,20610,N/A
1997/01/07,12621,12767,12256,12256,▼292,－2.33%,13044,14127,15442,16395,15420,N/A
1997/01/06,12913,12913,12402,12548,▼292,－2.27%,13351,14272,15523,16465,33210,N/A
1997/01/04,13643,13643,12840,12840,▼948,－6.88%,13685,14409,15601,16531,12520,N/A
1997/01/03,13788,14007,13788,13788,▼0,－0.00%,14062,14532,15680,16593,6160,N/A
1996/12/27,13789,14004,13430,13789,0.0,0.00%,14349,14633,15740,16651,25440,N/A
1996/12/26,14220,14220,13286,13789,▼431,－3.03%,14722,14737,15792,16712,18960,N/A
1996/12/24,14579,14722,14220,14220,▼503,－3.41%,14880,14852,15844,16767,16480,N/A
1996/12/23,14579,15441,14579,14722,▼503,－3.30%,14737,14963,15893,16820,12100,N/A
1996/12/21,15441,15728,14938,15225,▼431,－2.75%,14435,15053,15943,16866,27390,N/A
1996/12/20,15297,15656,14866,15656,▲1077,＋7.39%,14119,15099,15985,16907,66520,N/A
1996/12/19,13861,14579,13717,14579,▲1077,＋7.98%,13875,15107,16015,16945,50590,N/A
1996/12/18,13214,13861,13214,13502,▲287,＋2.17%,13904,15161,16058,16994,52490,N/A
1996/12/17,13932,14004,13142,13214,▼431,－3.16%,14019,15254,16104,17053,45730,N/A
1996/12/16,14435,14435,13286,13645,▼790,－5.47%,14421,15390,16146,17117,23670,N/A
1996/12/14,14722,14722,14363,14435,▼287,－1.95%,14780,15527,16166,17180,5750,N/A
1996/12/13,14363,14722,14076,14722,▲646,＋4.59%,14866,15620,16170,17239,28330,N/A
1996/12/12,15082,15082,14076,14076,▼1149,－7.55%,14952,15731,16184,17298,26480,N/A
1996/12/11,15082,15441,15082,15225,▼215,－1.40%,15196,15886,16204,17352,7830,N/A
1996/12/10,15728,15728,14938,15441,▲575,＋3.86%,15211,15979,16211,17395,14680,N/A
1996/12/09,15441,15512,14866,14866,▼287,－1.90%,15283,16065,16220,17431,15270,N/A
1996/12/07,15441,15441,15082,15153,▼144,－0.94%,15484,16191,16227,17480,7120,N/A
1996/12/06,15369,15656,15297,15297,0.0,0.00%,15670,16310,16222,17530,20960,N/A
1996/12/05,15082,15728,15082,15297,▼503,－3.18%,15900,16403,16219,17577,18710,N/A
1996/12/04,15656,15871,15441,15800,▼72,－0.45%,16144,16450,16215,17627,22100,N/A
1996/12/03,16087,16087,15800,15871,▼215,－1.34%,16216,16464,16210,17677,16020,N/A
1996/12/02,16446,16446,16015,16087,▼359,－2.18%,16202,16482,16208,17726,12530,N/A
1996/11/30,16302,16446,15871,16446,▼72,－0.43%,16116,16468,16203,17779,4450,N/A
1996/11/29,16518,16518,15871,16518,▲359,＋2.22%,15900,16442,16197,17826,26180,N/A
1996/11/28,15871,16518,15369,16159,▲359,＋2.27%,15785,16374,16189,17873,18790,N/A
1996/11/27,15656,16159,15656,15800,▲144,＋0.92%,15828,16320,16185,17922,7390,N/A
1996/11/26,15369,15800,15369,15656,▲287,＋1.87%,15929,16317,16197,17975,18600,N/A
1996/11/25,15943,15943,15297,15369,▼575,－3.60%,16187,16324,16213,18030,10480,N/A
1996/11/22,16302,16374,15800,15943,▼431,－2.63%,16547,16324,16240,18078,10310,N/A
1996/11/21,16159,16518,16087,16374,▲72,＋0.44%,16776,16295,16251,18119,18640,N/A
1996/11/20,16949,16949,16231,16302,▼646,－3.81%,16934,16241,16252,18147,14430,N/A
1996/11/19,17092,17164,16590,16949,▼215,－1.26%,17150,16209,16250,18171,43020,N/A
1996/11/18,16374,17451,16374,17164,▲72,＋0.42%,17265,16152,16251,18192,21210,N/A
1996/11/16,17092,17308,16877,17092,▼72,－0.42%,17265,16101,16257,18210,29790,N/A
1996/11/15,17380,17667,17092,17164,▼215,－1.24%,17092,16065,16262,18234,55380,N/A
1996/11/14,17523,17523,17164,17380,▼144,－0.82%,16877,16037,16264,18259,52220,N/A
1996/11/13,17164,17954,16733,17523,▲359,＋2.09%,16647,16008,16270,18285,145640,N/A
1996/11/12,16302,17164,16302,17164,▲934,＋5.75%,16302,15986,16280,18312,57510,N/A
1996/11/11,16087,16446,15943,16231,▲144,＋0.89%,16058,15990,16293,18341,32180,N/A
1996/11/09,16231,16805,16087,16087,▼144,－0.88%,15843,16058,16316,18378,21890,N/A
1996/11/08,15800,16733,15800,16231,▲431,＋2.73%,15642,16123,16336,18417,41850,N/A
1996/11/07,15943,16087,15800,15800,▼144,－0.90%,15541,16159,16350,18457,23970,N/A
1996/11/06,15369,15943,15153,15943,▲790,＋5.21%,15541,16213,16384,18508,47790,N/A
1996/11/05,15082,15441,14579,15153,▲72,＋0.48%,15426,16274,16422,18548,28140,N/A
1996/11/04,14794,15584,14794,15082,▼646,－4.11%,15469,16403,16478,18598,15140,N/A
1996/11/02,16015,16087,15728,15728,▼72,－0.45%,15512,16536,16548,18645,10800,N/A
1996/11/01,15512,15800,15512,15800,▲431,＋2.80%,15498,16622,16609,18694,21460,N/A
1996/10/31,15584,15656,15082,15369,0.0,0.00%,15498,16690,16671,18745,25810,N/A
1996/10/30,15082,15584,15082,15369,▲72,＋0.47%,15656,16733,16748,18805,11130,N/A
1996/10/29,15225,15656,15225,15297,▼359,－2.29%,15857,16751,16825,18864,9920,N/A
1996/10/28,15800,16446,15656,15656,▼144,－0.91%,16116,16730,16903,18920,16050,N/A
1996/10/26,15441,16159,15441,15800,▼359,－2.22%,16345,16679,16980,18979,8170,N/A
1996/10/25,16374,16518,16159,16159,▼215,－1.32%,16604,16669,17059,19038,24040,N/A
1996/10/24,16518,16590,16231,16374,▼215,－1.30%,16819,16626,17137,19089,14270,N/A
1996/10/23,16733,16805,16446,16590,▼215,－1.28%,17064,16590,17213,19136,18240,N/A
1996/10/22,17092,17092,16733,16805,▼287,－1.68%,17222,16557,17283,19182,20720,N/A
1996/10/21,17380,17595,17092,17092,▼144,－0.83%,17250,16482,17347,19233,27220,N/A
1996/10/19,17811,17954,17164,17236,▼359,－2.04%,17207,16371,17407,19272,12220,N/A
1996/10/18,17523,18313,16949,17595,▲215,＋1.24%,17193,16263,17461,19314,60110,N/A
1996/10/17,17021,17595,16949,17380,▲431,＋2.54%,17222,16137,17507,19358,25610,N/A
1996/10/16,16877,17021,16733,16949,▲72,＋0.43%,17293,16044,17563,19408,54890,N/A
1996/10/15,17164,17451,16518,16877,▼287,－1.67%,17394,15983,17632,19470,28240,N/A
1996/10/14,17595,17595,16949,17164,▼575,－3.24%,17451,15929,17691,19525,43590,N/A
1996/10/12,17739,17882,17308,17739,0.0,0.00%,17265,15875,17747,19580,21800,N/A
1996/10/11,17451,17811,17021,17739,▲287,＋1.65%,16863,15789,17789,19630,51140,N/A
1996/10/10,17164,17667,17164,17451,▲287,＋1.67%,16288,15699,17830,19684,73950,N/A
1996/10/09,16446,17164,16159,17164,▲934,＋5.75%,15728,15652,17875,19746,69120,N/A
1996/10/08,16159,16446,15871,16231,▲503,＋3.20%,15412,15624,17930,19814,76930,N/A
1996/10/07,15010,15728,15010,15728,▲862,＋5.80%,15225,15663,18002,19894,31730,N/A
1996/10/05,14435,15082,14435,14866,▲215,＋1.47%,15211,15706,18088,19978,33940,N/A
1996/10/04,15082,15441,14651,14651,▼934,－5.99%,15426,15785,18194,20057,32020,N/A
1996/10/02,15297,15656,15082,15584,▲287,＋1.88%,15555,15861,18308,20146,30500,N/A
1996/10/01,15656,15656,15082,15297,▼359,－2.29%,15412,15933,18411,20234,57890,N/A
1996/09/30,16087,16231,15584,15656,▼287,－1.80%,15369,16044,18499,20319,23210,N/A
1996/09/25,15297,16159,15297,15943,▲646,＋4.23%,15254,16130,18578,20401,34240,N/A
1996/09/24,14866,15369,14866,15297,▲431,＋2.90%,15168,16198,18641,20478,25580,N/A
1996/09/23,15153,15441,14866,14866,▼215,－1.43%,15254,16320,18733,20564,35060,N/A
1996/09/21,15225,15297,14866,15082,0.0,0.00%,15441,16482,18839,20658,5080,N/A
1996/09/20,15369,15512,14794,15082,▼431,－2.78%,15642,16626,18934,20755,52590,N/A
1996/09/19,15800,15943,15512,15512,▼215,－1.37%,15828,16751,19040,20852,9410,N/A
1996/09/18,15800,16087,15584,15728,▼72,－0.45%,15915,16841,19144,20946,76130,N/A
1996/09/17,15943,16159,15728,15800,▼287,－1.79%,16073,16909,19244,21042,12590,N/A
1996/09/16,15871,16374,15871,16087,▲72,＋0.45%,16231,17010,19355,21137,11620,N/A
1996/09/14,16231,16374,15800,16015,▲72,＋0.45%,16417,17118,19455,21217,12830,N/A
1996/09/13,16159,16374,15800,15943,▼575,－3.48%,16532,17243,19557,21300,30280,N/A
1996/09/12,16590,16877,16518,16518,▼72,－0.43%,16633,17408,19660,21383,12210,N/A
1996/09/11,17092,17236,16590,16590,▼431,－2.53%,16561,17552,19752,21465,10240,N/A
1996/09/10,16590,17092,16590,17021,▲431,＋2.60%,16647,17699,19847,21536,19220,N/A
1996/09/09,16590,17021,16374,16590,▲144,＋0.87%,16748,17846,19916,21592,15910,N/A
1996/09/07,16159,16446,16087,16446,▲287,＋1.78%,16906,18019,19988,21650,9980,N/A
1996/09/06,16805,16877,16159,16159,▼862,－5.06%,17078,18195,20043,21709,16810,N/A
1996/09/05,17667,17667,16805,17021,▼503,－2.87%,17394,18399,20093,21763,6060,N/A
1996/09/04,17595,17954,17236,17523,▲144,＋0.83%,17609,18575,20133,21814,24580,N/A
1996/09/03,16661,17380,16661,17380,▲72,＋0.41%,17696,18741,20164,21851,9380,N/A
1996/09/02,17380,17595,17021,17308,▼431,－2.43%,17739,18920,20207,21887,6330,N/A
1996/08/31,17954,18098,17451,17739,▼359,－1.98%,17739,19092,20254,21925,4120,N/A
1996/08/30,17954,18170,17811,18098,▲144,＋0.80%,17609,19240,20299,21958,14510,N/A
1996/08/29,17523,17954,17451,17954,▲359,＋2.04%,17552,19369,20344,21990,12580,N/A
1996/08/28,17092,17595,17092,17595,▲287,＋1.66%,17609,19495,20389,22027,14600,N/A
1996/08/27,17236,17595,17236,17308,▲215,＋1.26%,17796,19631,20440,22064,26830,N/A
1996/08/26,16805,17236,16805,17092,▼718,－4.03%,18184,19803,20499,22097,21920,N/A
1996/08/24,18241,18601,17811,17811,▼431,－2.36%,18644,20005,20564,22129,12940,N/A
1996/08/23,18529,18888,18241,18241,▼287,－1.55%,18988,20134,20632,22152,16820,N/A
1996/08/22,19534,19534,18529,18529,▼718,－3.73%,19333,20249,20675,22169,12100,N/A
1996/08/21,19391,19391,19175,19247,▼144,－0.74%,19635,20335,20717,22188,8660,N/A
1996/08/20,19391,19750,19391,19391,▼144,－0.74%,19778,20382,20743,22216,14270,N/A
1996/08/19,20037,20037,19391,19534,▼431,－2.16%,19951,20421,20779,22249,9160,N/A
1996/08/17,20109,20109,19965,19965,▼72,－0.36%,20152,20468,20820,22280,14310,N/A
1996/08/16,19965,20180,19750,20037,▲72,＋0.36%,20324,20496,20863,22309,54770,N/A
1996/08/14,20109,20324,19893,19965,▼287,－1.42%,20511,20540,20902,22338,25290,N/A
1996/08/13,20324,20540,20252,20252,▼287,－1.40%,20669,20601,20936,22369,16450,N/A
1996/08/12,20468,20611,20468,20540,▼287,－1.38%,20755,20665,20978,22396,18870,N/A
1996/08/10,20970,20970,20540,20827,▼144,－0.68%,20784,20726,21017,22425,13650,N/A
1996/08/09,20755,20970,20683,20970,▲215,＋1.04%,20712,20712,21041,22452,9200,N/A
1996/08/08,20755,21186,20683,20755,▲72,＋0.35%,20583,20683,21059,22474,29490,N/A
1996/08/07,20540,20755,20540,20683,0.0,0.00%,20583,20633,21082,22495,7270,N/A
1996/08/06,20683,20683,20468,20683,▲215,＋1.05%,20669,20640,21118,22512,14380,N/A
1996/08/05,20396,20683,20396,20468,▲144,＋0.71%,20611,20665,21137,22534,8800,N/A
1996/08/03,20468,20683,20324,20324,▼431,－2.08%,20626,20683,21167,22560,2060,N/A
1996/08/02,21186,21186,20683,20755,▼359,－1.70%,20611,20737,21210,22591,5760,N/A
1996/08/01,20611,21186,20540,21114,▲718,＋3.52%,20496,20787,21253,22616,31180,N/A
1996/07/31,20540,20611,20396,20396,▼144,－0.70%,20310,20820,21308,22634,8520,N/A
1996/07/30,20180,20540,19965,20540,▲287,＋1.42%,20324,20920,21359,22662,10720,N/A
1996/07/29,20180,20468,20109,20252,▲72,＋0.36%,20324,20999,21412,22694,13450,N/A
1996/07/27,20180,20396,19965,20180,0.0,0.00%,20453,21093,21472,22722,7810,N/A
1996/07/26,20180,20396,20109,20180,▼287,－1.40%,20654,21190,21539,22763,19870,N/A
1996/07/25,20180,20468,19965,20468,▼72,－0.35%,20927,21283,21617,22799,19160,N/A
1996/07/24,20899,20899,20468,20540,▼359,－1.72%,21186,21373,21697,22829,11420,N/A
1996/07/23,21186,21401,20827,20899,▼287,－1.36%,21186,21405,21786,22870,15310,N/A
1996/07/22,21186,21545,21042,21186,▼359,－1.67%,21085,21405,21867,22911,17460,N/A
1996/07/20,21689,22191,21473,21545,▼215,－0.99%,20798,21333,21920,22957,48600,N/A
1996/07/19,20611,21760,20180,21760,▲1221,＋5.94%,20654,21215,21984,22999,31090,N/A
1996/07/18,20468,21114,20468,20540,▲144,＋0.70%,20540,21096,22056,23043,32790,N/A
1996/07/16,19750,20827,19391,20396,▲646,＋3.27%,20597,21039,22140,23098,60280,N/A
1996/07/15,19821,20827,19750,19750,▼1077,－5.17%,20798,21017,22224,23157,13270,N/A
1996/07/13,21186,21186,20827,20827,▼359,－1.69%,21200,21035,22315,23219,3850,N/A
1996/07/12,20827,21186,20252,21186,▲359,＋1.72%,21387,21017,22394,23273,23990,N/A
1996/07/11,21330,21545,20827,20827,▼575,－2.68%,21631,20999,22477,23329,19650,N/A
1996/07/10,21760,22263,21330,21401,▼359,－1.65%,21890,20988,22576,23380,27540,N/A
1996/07/09,21760,21760,21330,21760,0.0,0.00%,22033,20953,22664,23428,16780,N/A
1996/07/08,22622,22622,21760,21760,▼646,－2.88%,22105,20906,22748,23473,23410,N/A
1996/07/06,21976,22838,21976,22407,▲287,＋1.30%,22163,20866,22840,23522,40950,N/A
1996/07/05,22263,22263,21904,22120,0.0,0.00%,22134,20841,22919,23568,40580,N/A
1996/07/04,22335,22550,21904,22120,0.0,0.00%,21947,20777,22979,23616,58940,N/A
1996/07/03,22120,22263,21832,22120,▲72,＋0.33%,21703,20723,23042,23665,51580,N/A
1996/07/02,22263,22694,21976,22048,▼215,－0.97%,21229,20658,23106,23719,68550,N/A
1996/07/01,20827,22407,20827,22263,▲1077,＋5.08%,20654,20633,23179,23770,137430,N/A
1996/06/29,20899,21186,20468,21186,▲287,＋1.37%,20080,20619,23226,23816,53610,N/A
1996/06/28,19821,20899,19821,20899,▲1149,＋5.82%,19721,20687,23267,23874,152790,N/A
1996/06/27,19175,19821,18888,19750,▲575,＋3.00%,19534,20762,23313,23934,28530,N/A
1996/06/26,19391,19534,18960,19175,▼215,－1.11%,19606,20874,23375,24003,18680,N/A
1996/06/25,19391,20037,19319,19391,0.0,0.00%,19864,21053,23433,24075,20960,N/A
1996/06/24,19462,19965,19391,19391,▼575,－2.88%,20152,21229,23495,24142,11450,N/A
1996/06/22,20468,20468,19965,19965,▼144,－0.71%,20396,21373,23539,24212,7010,N/A
1996/06/21,20611,20755,20109,20109,▼359,－1.75%,20540,21477,23568,24278,16830,N/A
1996/06/20,19750,20755,19750,20468,▼359,－1.72%,20683,21577,23597,24343,15860,N/A
1996/06/19,20683,21617,20468,20827,▲215,＋1.05%,20784,21696,23617,24400,37960,N/A
1996/06/18,20827,20899,20468,20611,▼72,－0.35%,20999,21746,23635,24452,23350,N/A
1996/06/17,20468,20827,20396,20683,▼144,－0.69%,21042,21829,23666,24505,8510,N/A
1996/06/15,21186,21330,20755,20827,▼144,－0.68%,21114,21940,23688,24559,5770,N/A
1996/06/14,21760,21760,20827,20970,▼934,－4.26%,21114,22066,23696,24610,15570,N/A
1996/06/13,20540,21904,20540,21904,▲1077,＋5.17%,21229,22238,23695,24662,28240,N/A
1996/06/12,21042,21186,20540,20827,▼215,－1.02%,21243,22317,23672,24710,16280,N/A
1996/06/11,20827,21258,20827,21042,▲215,＋1.03%,21588,22461,23662,24767,11920,N/A
1996/06/10,21545,21904,20827,20827,▼718,－3.33%,21861,22601,23659,24825,23500,N/A
1996/06/08,21832,22191,21545,21545,▼431,－1.96%,22091,22769,23689,24884,15080,N/A
1996/06/07,22479,22479,21976,21976,▼575,－2.55%,22335,22935,23719,24940,84440,N/A
1996/06/05,22622,22622,21976,22550,▲144,＋0.64%,22522,23100,23740,24987,25250,N/A
1996/06/04,21976,22622,21976,22407,▲431,＋1.96%,22464,23265,23755,25026,14020,N/A
1996/06/03,22407,22622,21976,21976,▼790,－3.47%,22392,23434,23774,25061,14290,N/A
1996/06/01,22981,23340,22335,22766,▼144,－0.63%,22421,23552,23801,25098,9990,N/A
1996/05/31,22263,22981,21832,22910,▲646,＋2.90%,22436,23685,23814,25129,25270,N/A
1996/05/30,21689,22694,21689,22263,▲215,＋0.98%,22220,23843,23832,25163,14980,N/A
1996/05/29,22120,22263,21689,22048,▼72,－0.32%,22220,24008,23863,25211,13850,N/A
1996/05/28,22981,22981,22120,22120,▼718,－3.14%,22392,24177,23889,25260,26440,N/A
1996/05/27,21401,22838,21401,22838,▲1005,＋4.61%,22637,24331,23908,25301,39520,N/A
