[일시]대신증권,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1999/11/15,23300,24550,22700,24550,▲3200,＋14.99%,20560,18493,16884,16866,6161360,1587976
1999/11/12,19300,21700,19100,21350,▲2450,＋12.96%,19330,18173,16724,16799,6876750,1405689
1999/11/11,19500,19700,18700,18900,▼100,－0.53%,18740,18040,16617,16762,1628080,995792
1999/11/10,19200,20200,18600,19000,0.0,0.00%,18590,18055,16547,16738,2704110,975852
1999/11/09,18400,19000,18350,19000,▲600,＋3.26%,18450,17940,16494,16707,1359750,1002712
1999/11/08,18100,19300,18000,18400,0.0,0.00%,18370,17795,16447,16674,1795740,993922
1999/11/05,18200,18750,17850,18400,▲250,＋1.38%,18390,17675,16435,16645,1748940,993892
1999/11/04,18400,18900,17650,18150,▼150,－0.82%,18010,17533,16426,16630,1410380,995652
1999/11/03,18700,19150,18300,18300,▼300,－1.61%,17580,17400,16424,16618,2103550,985842
1999/11/02,18500,19400,18050,18600,▲100,＋0.54%,17120,17235,16381,16604,3057380,995842
1999/11/01,18000,18600,17200,18500,▲2000,＋12.12%,16620,16980,16315,16589,2884980,986872
1999/10/29,16300,17200,16200,16500,▲500,＋3.13%,16330,16825,16246,16578,2232150,973072
1999/10/28,15600,16250,14650,16000,0.0,0.00%,16930,16780,16221,16597,2005890,978212
1999/10/27,16250,16950,15900,16000,▼100,－0.62%,17530,16790,16195,16628,2460580,973142
1999/10/26,17150,17150,15350,16100,▼950,－5.57%,18240,16840,16165,16668,2908270,973492
1999/10/25,19350,19850,16600,17050,▼2450,－12.56%,18420,16870,16133,16713,9039840,972492
1999/10/22,19400,20250,19000,19500,▲500,＋2.63%,18640,16863,16101,16751,3093470,974992
1999/10/21,20000,20350,18500,19000,▼550,－2.81%,18480,16720,16017,16765,4045710,974102
1999/10/20,17800,19550,17400,19550,▲2550,＋15.00%,18520,16585,15938,16776,3057160,976142
1999/10/19,18600,18900,16850,17000,▼1150,－6.34%,17950,16418,15829,16785,2139670,990592
1999/10/18,18050,19300,17800,18150,▼550,－2.94%,17770,16383,15796,16807,1810060,990592
1999/10/15,19350,20200,18500,18700,▼500,－2.60%,17340,16280,15775,16837,4758130,991722
1999/10/14,16700,19200,16700,19200,▲2500,＋14.97%,16710,16155,15728,16867,3854180,987832
1999/10/13,16400,17250,16100,16700,▲600,＋3.73%,15970,16037,15688,16881,1619190,981352
1999/10/12,16300,16400,15550,16100,▲100,＋0.63%,15630,16045,15695,16894,583730,981352
1999/10/11,15700,16300,15600,16000,▲450,＋2.89%,15110,16068,15721,16905,567860,977652
1999/10/08,15400,16300,15050,15550,▲50,＋0.32%,14990,16027,15744,16914,666060,976102
1999/10/07,15300,15900,14800,15500,▲500,＋3.33%,15000,15996,15772,16923,427950,979502
1999/10/06,13900,15000,13700,15000,▲1500,＋11.11%,15140,15973,15797,16932,339580,981712
1999/10/05,15400,15900,13500,13500,▼1900,－12.34%,15540,15978,15845,16945,279710,979032
1999/10/04,15100,16300,15100,15400,▼200,－1.28%,16180,16051,15927,16969,269910,972342
1999/10/01,16200,16400,15050,15600,▼600,－3.70%,16480,16017,15955,16961,321420,970252
1999/09/30,17000,17400,16200,16200,▼800,－4.71%,16690,16001,15983,16952,392780,965002
1999/09/29,16900,18300,16550,17000,▲300,＋1.80%,16710,15969,15995,16939,1095300,952672
1999/09/28,16900,17200,16500,16700,▼200,－1.18%,16550,15899,16005,16918,391610,950682
1999/09/27,16650,17300,16350,16900,▲250,＋1.50%,16470,15837,15982,16893,523760,944362
1999/09/22,16000,16950,15900,16650,▲350,＋2.15%,16310,15795,15948,16863,686970,944082
1999/09/21,16000,16600,16000,16300,▲100,＋0.62%,16220,15833,15917,16838,339240,943292
1999/09/20,16000,16500,16000,16200,▼100,－0.61%,16329,15823,15906,16810,279140,943042
1999/09/17,15900,16400,15600,16300,▲200,＋1.24%,16458,15828,15897,16783,304530,942252
1999/09/16,16200,16800,16050,16100,▼101,－0.62%,16512,15777,15895,16750,389160,939532
1999/09/15,16937,17029,16109,16201,▼644,－3.83%,16330,15720,15899,16719,800600,933742
1999/09/14,16845,17582,16569,16845,0.0,0.00%,16072,15655,15909,16688,962450,932462
1999/09/13,16845,17305,16569,16845,▲276,＋1.67%,15713,15550,15896,16656,1031050,929122
1999/09/10,15280,16891,15280,16569,▲1381,＋9.09%,15363,15497,15895,16621,932140,925962
1999/09/09,14820,15833,14820,15188,▲276,＋1.85%,15041,15478,15917,16588,446660,922762
1999/09/08,14958,15050,14544,14912,▼138,－0.92%,14949,15602,15980,16569,240240,922002
1999/09/07,15280,15464,15004,15050,▼46,－0.30%,15023,15750,16046,16552,205120,926202
1999/09/06,15096,15326,14958,15096,▲138,＋0.92%,15124,15899,16103,16537,243160,926202
1999/09/03,14774,15556,14452,14958,▲230,＋1.56%,15225,15929,16180,16516,545180,925502
1999/09/02,15280,15649,14544,14728,▼552,－3.61%,15326,15915,16284,16506,496800,926512
1999/09/01,15649,16385,15188,15280,▼276,－1.78%,15593,15897,16411,16497,1027690,926512
1999/08/31,15050,15833,15004,15556,▼46,－0.29%,16017,15881,16517,16481,366600,916682
1999/08/30,15649,16017,15464,15602,▲138,＋0.89%,16127,15826,16615,16463,431730,922502
1999/08/27,16339,16385,15004,15464,▼598,－3.72%,16265,15757,16708,16442,738890,922292
1999/08/26,17858,18226,15971,16063,▼1335,－7.67%,16228,15692,16769,16417,1700970,919592
1999/08/25,16109,18226,15925,17397,▲1289,＋8.00%,16007,15644,16810,16386,1696570,915822
1999/08/24,16431,16569,15695,16109,▼184,－1.13%,15510,15499,16834,16343,561890,916422
1999/08/23,15464,17259,15188,16293,▲1013,＋6.63%,15234,15407,16838,16298,1087210,915722
1999/08/20,14958,15418,14452,15280,▲322,＋2.15%,15133,15241,16832,16250,408240,915722
1999/08/19,15188,15280,14544,14958,▲46,＋0.31%,15317,15227,16849,16212,464200,915722
1999/08/18,14268,15372,13623,14912,▲184,＋1.25%,15860,15324,16874,16179,664850,915718
1999/08/17,15879,16201,14314,14728,▼1059,－6.71%,16449,15372,16907,16143,633970,932688
1999/08/16,15188,16753,15188,15787,▼414,－2.56%,17112,15476,16928,16105,611370,931158
1999/08/13,17305,17582,16201,16201,▼1473,－8.33%,17094,15543,16921,16062,926690,931158
1999/08/12,17582,18226,16937,17674,▼184,－1.03%,16790,15616,16901,16019,1452370,931158
1999/08/11,18042,19331,17397,17858,▼184,－1.02%,16127,15602,16855,15965,3218520,934628
1999/08/10,16109,18042,15556,18042,▲2347,＋14.96%,15547,15570,16834,15915,1745970,935308
1999/08/09,14728,16477,14452,15695,▲1013,＋6.90%,14829,15520,16812,15869,1098870,935308
1999/08/06,14728,14912,14360,14682,▲322,＋2.24%,14535,15628,16827,15846,300650,935308
1999/08/05,15004,15050,14268,14360,▼598,－4.00%,14433,15814,16863,15826,415240,935238
1999/08/04,14544,15787,14544,14958,▲506,＋3.50%,14581,15950,16909,15806,958320,940938
1999/08/03,13992,15004,13992,14452,▲230,＋1.62%,14489,16067,16974,15779,421630,939038
1999/08/02,14084,14774,13900,14222,▲46,＋0.32%,14452,16192,17061,15758,617650,942188
1999/07/30,15004,15004,13992,14176,▼921,－6.10%,14203,16360,17171,15737,521290,943592
1999/07/29,14728,15464,14544,15096,▲598,＋4.13%,14369,16417,17292,15715,624560,945632
1999/07/28,14268,15556,13623,14498,▲230,＋1.61%,14728,16403,17401,15684,733230,947732
1999/07/27,13071,14452,12979,14268,▲1289,＋9.93%,15004,16419,17513,15662,784780,951182
1999/07/26,14682,14682,12795,12979,▼2025,－13.50%,15510,16488,17614,15646,754870,952932
1999/07/23,16845,16845,15004,15004,▼1887,－11.17%,16339,16622,17741,15637,478270,954332
1999/07/22,16109,16891,15925,16891,▲1013,＋6.38%,16873,16682,17818,15608,617030,959512
1999/07/21,16477,16477,15695,15879,▼921,－5.48%,16974,16652,17900,15568,552840,958082
1999/07/20,17121,17582,16799,16799,▼322,－1.88%,17241,16700,18006,15527,504960,957712
1999/07/19,17674,18272,16891,17121,▼552,－3.12%,17287,16661,18075,15485,691020,957712
1999/07/16,16707,17766,16707,17674,▲276,＋1.59%,17434,16645,18093,15443,586530,956272
1999/07/15,17029,17490,16661,17397,▲184,＋1.07%,17582,16656,18089,15395,463850,955772
1999/07/14,17305,17858,16937,17213,▲184,＋1.08%,17517,16735,18084,15360,728330,963562
1999/07/13,17950,18364,16937,17029,▼828,－4.64%,17536,16818,18073,15334,621180,965662
1999/07/12,18870,20067,17490,17858,▼552,－3.00%,17517,16891,18067,15306,1490130,964912
1999/07/09,18318,18870,17766,18410,▲1335,＋7.82%,17462,16983,18044,15271,1964920,959912
1999/07/08,17397,17766,16937,17075,▼230,－1.33%,16845,17121,18012,15227,787040,960254
1999/07/07,16937,17628,16201,17305,▲368,＋2.17%,16394,17386,17967,15207,1206440,962124
1999/07/06,17858,18364,16661,16937,▼644,－3.66%,15897,17602,17921,15189,1292950,969254
1999/07/05,15925,17582,15925,17582,▲2255,＋14.71%,15639,17828,17883,15181,1612320,968714
1999/07/02,15188,16247,15096,15326,▲506,＋3.42%,15253,18007,17830,15162,977500,966154
1999/07/01,14912,15280,14544,14820,0.0,0.00%,15428,18198,17803,15157,849240,1014024
1999/06/30,15649,15879,14728,14820,▼828,－5.29%,15722,18382,17779,15155,471580,1013864
1999/06/29,15280,16293,15280,15649,0.0,0.00%,16127,18583,17759,15154,586450,1013574
1999/06/28,16201,16569,15510,15649,▼552,－3.41%,16201,18619,17714,15148,490610,1013574
1999/06/25,16293,16569,15833,16201,▼92,－0.56%,16431,18633,17670,15127,505930,1013574
1999/06/24,16937,17490,16201,16293,▼552,－3.28%,16772,18638,17605,15101,721050,1013674
1999/06/23,16569,17397,16569,16845,▲828,＋5.17%,17305,18647,17540,15075,1051300,1013674
1999/06/22,15372,16799,15004,16017,▼782,－4.66%,17710,18647,17467,15049,1895810,1025914
1999/06/21,17490,17904,16155,16799,▼1105,－6.17%,18207,18647,17417,15049,1421800,1025814
1999/06/18,18502,19238,17582,17904,▼1059,－5.58%,18787,18576,17348,15026,692600,1054274
1999/06/17,18778,19791,18226,18962,▲92,＋0.49%,19441,18431,17259,14998,1108140,1042824
1999/06/16,18962,19238,18594,18870,▲368,＋1.99%,20122,18228,17159,14982,669890,1041464
1999/06/15,18870,19331,17996,18502,▼1197,－6.07%,20674,18113,17058,14991,1251190,1062624
1999/06/14,19791,20711,19377,19699,▼1473,－6.96%,21264,18026,16970,14983,792110,1061124
1999/06/11,22092,22736,20987,21172,▼1197,－5.35%,21558,17869,16852,14945,980910,1061884
1999/06/10,22092,22368,20987,22368,▲736,＋3.40%,21153,17653,16728,14879,1278570,1045284
1999/06/09,21264,23933,20803,21632,▲184,＋0.86%,20380,17391,16584,14788,2861020,1027224
1999/06/08,21172,21586,20251,21448,▲276,＋1.30%,19818,17252,16445,14699,1525460,1027524
1999/06/07,20159,21632,19699,21172,▲2025,＋10.58%,18806,17165,16310,14604,2081740,1014024
1999/06/04,18686,19192,18410,19146,▲644,＋3.48%,17756,17147,16177,14501,1164980,1014024
1999/06/03,19238,19607,17950,18502,▼322,－1.71%,17186,17262,16064,14407,2395720,1015024
1999/06/02,16569,18824,16201,18824,▲2439,＋14.89%,16781,17418,15962,14311,2338550,1022234
1999/06/01,15925,16661,15464,16385,▲460,＋2.89%,16385,17536,15853,14209,751750,1012174
1999/05/31,16385,16615,15925,15925,▼368,－2.26%,16311,17733,15757,14125,324170,993514
1999/05/28,16615,16845,16017,16293,▼184,－1.12%,16201,17968,15668,14046,349790,1000814
1999/05/27,16983,17167,16247,16477,▼368,－2.19%,15943,18134,15576,13960,830350,1003414
1999/05/26,16017,16937,15741,16845,▲828,＋5.17%,15630,18401,15483,13867,665020,1002654
1999/05/25,15464,16293,15372,16017,▲644,＋4.19%,15575,18670,15379,13769,702000,1003134
1999/05/24,15649,15833,15188,15372,▲368,＋2.45%,15722,18916,15283,13679,613900,1003134
1999/05/21,15004,15418,14360,15004,▲92,＋0.62%,15961,19059,15203,13596,667920,1003134
1999/05/20,16477,16477,14774,14912,▼1657,－10.00%,16330,19179,15137,13515,683510,1003134
1999/05/19,16937,17213,16569,16569,▼184,－1.10%,16772,19289,15075,13436,712230,993134
1999/05/18,16615,16937,15833,16753,▲184,＋1.11%,17232,19289,14996,13340,543770,951884
1999/05/17,16845,17213,16569,16569,▼276,－1.64%,17821,19284,14926,13241,663290,951884
1999/05/14,17397,17766,16431,16845,▼276,－1.61%,18668,19280,14865,13142,794670,952984
1999/05/13,18456,18870,16661,17121,▼1749,－9.27%,19588,19261,14789,13040,936840,950884
1999/05/12,19331,19975,18594,18870,▼828,－4.21%,20490,19123,14703,12935,724610,954064
1999/05/11,20527,21125,19653,19699,▼1105,－5.31%,20951,18907,14585,12814,1164180,964454
1999/05/10,20711,21356,20573,20803,▼644,－3.00%,21079,18656,14455,12682,843680,967344
1999/05/07,22092,22460,21172,21448,▼184,－0.85%,21043,18336,14304,12542,1265420,987894
1999/05/06,22000,22276,21033,21632,▲460,＋2.17%,20674,17950,14138,12397,1123940,997694
1999/05/04,20343,22368,20159,21172,▲828,＋4.07%,20711,17536,13966,12249,1767840,997934
1999/05/03,21172,21540,20159,20343,▼276,－1.34%,20923,17158,13811,12108,1086570,1018634
1999/04/30,19975,21033,18870,20619,▲1013,＋5.16%,21043,16790,13678,11975,1656020,998674
1999/04/29,21264,21816,19331,19607,▼2209,－10.13%,20564,16408,13532,11839,1620300,986504
1999/04/28,21586,23013,20711,21816,▼414,－1.86%,20122,16042,13398,11710,1872000,985814
1999/04/27,22552,23473,20435,22230,▲1289,＋6.15%,19183,15573,13235,11560,4032530,968464
1999/04/26,18778,20941,18732,20941,▲2715,＋14.90%,18051,15085,13049,11407,3252060,935704
1999/04/23,17950,18778,17305,18226,▲828,＋4.76%,17195,14689,12895,11264,3192500,956464
1999/04/22,17674,17766,16339,17397,▲276,＋1.61%,16845,14408,12792,11145,1755420,954514
1999/04/21,17029,18410,16661,17121,▲552,＋3.33%,16661,14166,12701,11031,3081720,950314
1999/04/20,16661,17029,16109,16569,▼92,－0.55%,16109,13959,12637,10919,1344560,950334
1999/04/19,16845,17029,16109,16661,▲184,＋1.12%,15704,13771,12594,10810,1474230,944734
1999/04/16,17121,17766,15879,16477,0.0,0.00%,15308,13600,12545,10702,2551690,944534
1999/04/15,14728,16477,14728,16477,▲2117,＋14.74%,14894,13407,12499,10592,2718660,886234
1999/04/14,14728,14958,14268,14360,▼184,－1.27%,14341,13269,12442,10485,858760,874694
1999/04/13,14682,15188,14360,14544,▼138,－0.94%,14139,13237,12447,10394,1166920,873294
1999/04/12,15096,15096,14268,14682,▲276,＋1.92%,13955,13177,12457,10304,1443650,874294
1999/04/09,13992,14682,13623,14406,▲690,＋5.03%,13614,13110,12479,10214,2177820,874294
1999/04/08,13163,13761,13025,13715,▲368,＋2.76%,13329,13048,12493,10126,642470,871594
1999/04/07,13808,13992,13347,13347,▼276,－2.03%,13043,12981,12510,10043,1209490,870894
1999/04/06,13163,13992,13163,13623,▲644,＋4.96%,12859,12933,12532,9964,1035880,857104
1999/04/02,13163,13301,12703,12979,0.0,0.00%,12629,12864,12550,9881,714820,856834
1999/04/01,12427,13761,12059,12979,▲690,＋5.62%,12638,12749,12581,9804,984430,838834
1999/03/31,12243,12749,12243,12289,▼138,－1.11%,12565,12629,12584,9725,324030,837874
1999/03/30,12611,12795,11967,12427,▼46,－0.37%,12620,12551,12598,9652,380890,837574
1999/03/29,12519,12841,12335,12473,▼552,－4.24%,12731,12475,12609,9577,393020,858114
1999/03/26,12657,13071,12611,13025,▲414,＋3.28%,12795,12383,12630,9498,360890,858114
1999/03/25,12427,13071,12427,12611,▲46,＋0.37%,12841,12243,12681,9415,418490,857674
1999/03/24,12979,13025,12427,12565,▼414,－3.19%,12841,12141,12705,9333,347180,856034
1999/03/23,12795,13071,12473,12979,▲184,＋1.44%,13071,12065,12737,9252,379410,856034
1999/03/22,13255,13347,12703,12795,▼460,－3.47%,13218,11978,12805,9169,515660,856034
1999/03/19,12703,13301,12657,13255,▲644,＋5.11%,13329,11927,12925,9087,601930,854514
1999/03/18,13531,13900,12519,12611,▼1105,－8.05%,13347,11893,12995,8999,759830,845284
1999/03/17,14084,14406,13531,13715,0.0,0.00%,13458,11907,13038,8918,1245800,844004
1999/03/16,13347,13715,13071,13715,▲368,＋2.76%,13191,11835,13030,8825,548920,848444
1999/03/15,13992,13992,13347,13347,0.0,0.00%,12924,11748,12993,8732,1054770,848444
1999/03/12,13347,13577,12933,13347,▲184,＋1.40%,12703,11670,12953,8642,1117300,848444
1999/03/11,12381,13669,12335,13163,▲782,＋6.32%,12169,11598,12899,8553,1576620,844374
1999/03/10,11967,12381,11967,12381,0.0,0.00%,11654,11527,12825,8464,705160,802994
1999/03/09,12335,12841,11967,12381,▲138,＋1.13%,11322,11483,12750,8381,1361390,802994
1999/03/08,10862,12243,10862,12243,▲1565,＋14.66%,11028,11430,12660,8298,1151460,802744
1999/03/05,10494,10678,10310,10678,▲92,＋0.87%,10705,11412,12565,8217,379270,801594
1999/03/04,10724,10908,10540,10586,▼138,－1.29%,10613,11495,12492,8149,442400,796594
1999/03/03,10908,11230,10678,10724,▼184,－1.69%,10613,11559,12423,8082,527220,795594
1999/03/02,10678,11368,10678,10908,▲276,＋2.60%,10678,11601,12344,8014,528500,789004
1999/02/26,10218,10770,10126,10632,▲414,＋4.05%,10742,11658,12251,7945,351040,754884
1999/02/25,10218,10586,10033,10218,▼368,－3.48%,10972,11679,12159,7878,451320,754884
1999/02/24,11046,11276,10586,10586,▼460,－4.17%,11442,11752,12076,7816,320070,754884
1999/02/23,11230,11506,10816,11046,▼184,－1.64%,11902,11826,11989,7751,381160,754884
1999/02/22,11598,11690,10862,11230,▼552,－4.69%,12151,11872,11894,7681,355040,754884
1999/02/19,12289,12289,11598,11782,▼782,－6.23%,12298,11973,11796,7611,605630,773854
1999/02/18,13071,13301,12473,12565,▼322,－2.50%,12298,12084,11684,7534,875160,918544
1999/02/12,12427,13347,12427,12887,▲598,＋4.87%,12169,12141,11557,7451,1123290,918544
1999/02/11,11967,12473,11967,12289,▲322,＋2.69%,11939,12183,11419,7364,545000,930704
1999/02/10,11920,12105,11690,11967,▲184,＋1.56%,11782,12222,11291,7282,445960,930864
1999/02/09,11920,12059,11414,11782,▼138,－1.16%,11654,12358,11168,7202,505990,936044
1999/02/08,11967,12519,11782,11920,▲184,＋1.57%,11672,12523,11044,7124,673130,940244
1999/02/05,11690,12381,11414,11736,▲230,＋2.00%,11755,12728,10909,7044,791600,939814
1999/02/04,11322,11690,11138,11506,▲184,＋1.63%,11782,12905,10779,6965,331290,939534
1999/02/03,11506,11782,11276,11322,▼552,－4.65%,11792,13066,10655,6888,282570,939534
1999/02/02,12243,12335,11598,11874,▼460,－3.73%,11939,13232,10531,6813,403340,921614
1999/02/01,11874,12565,11644,12335,▲460,＋3.88%,11773,13375,10405,6734,793130,901614
1999/01/29,11552,12151,11414,11874,▲322,＋2.79%,11644,13499,10273,6652,471130,901614
1999/01/28,11690,12335,11506,11552,▼506,－4.20%,11681,13564,10146,6572,574630,916524
1999/01/27,11046,12565,10678,12059,▲1013,＋9.17%,11764,13642,10021,6495,1114870,916524
1999/01/26,12105,12243,10770,11046,▼644,－5.51%,12003,13695,9886,6414,672650,911224
1999/01/25,12795,12795,11506,11690,▼368,－3.05%,12592,13828,9765,6341,612500,913304
1999/01/22,11552,12657,11184,12059,▲92,＋0.77%,12997,14049,9634,6263,979320,911304
1999/01/21,12611,12979,11874,11967,▼1289,－9.72%,13329,14148,9499,6182,683880,910604
1999/01/20,13900,14176,13255,13255,▼736,－5.26%,13550,14275,9361,6100,410550,910604
1999/01/19,13669,14452,13071,13992,▲276,＋2.01%,13835,14463,9200,6009,724150,842634
1999/01/18,14636,14636,13669,13715,0.0,0.00%,14056,14765,9027,5912,587770,842614
1999/01/15,13347,13900,13163,13715,▲644,＋4.93%,14516,14951,8858,5817,665090,844614
1999/01/14,13900,14222,12519,13071,▼1611,－10.97%,14829,15025,8686,5722,761690,845614
1999/01/13,14268,15188,14268,14682,▼414,－2.74%,15161,15032,8527,5633,725670,845924
1999/01/12,16109,16293,14774,15096,▼921,－5.75%,15151,14873,8341,5531,783400,848424
1999/01/11,15925,16109,15326,16017,▲736,＋4.82%,15078,14666,8152,5425,997810,847024
1999/01/08,14728,16017,14544,15280,▲552,＋3.75%,14838,14369,7949,5313,1460960,697024
1999/01/07,14820,15096,14360,14728,▲92,＋0.63%,14415,14044,7759,5208,961380,694784
1999/01/06,15188,15326,14360,14636,▼92,－0.63%,14093,13699,7576,5109,912730,684554
1999/01/05,14820,15096,13992,14728,▼92,－0.62%,13789,13317,7395,5011,1011940,684554
1999/01/04,14544,15096,13854,14820,▲1657,＋12.59%,13587,12907,7212,4911,1448350,684554
1998/12/28,13117,13900,12243,13163,▲46,＋0.35%,13844,12482,7028,4812,1906530,N/A
1998/12/24,13347,14544,12335,13117,0.0,0.00%,14019,12146,6867,4727,2187130,N/A
1998/12/23,14268,14452,11782,13117,▼598,－4.36%,14295,11788,6706,4641,1831470,N/A
1998/12/22,14268,16293,13715,13715,▼2393,－14.86%,15078,11399,6544,4553,1619820,N/A
1998/12/21,14958,16109,14544,16109,▲2071,＋14.75%,16339,10970,6366,4457,2506950,N/A
1998/12/18,14544,14820,12519,14038,▼460,－3.17%,16606,10427,6148,4341,2736130,N/A
1998/12/17,14498,15188,14498,14498,▼2531,－14.86%,16836,9992,5960,4243,1543480,N/A
1998/12/16,20435,21172,17029,17029,▼2992,－14.94%,16578,9535,5767,4143,2019840,N/A
1998/12/15,19975,20021,18410,20021,▲2577,＋14.78%,15474,8952,5533,4020,1894230,N/A
1998/12/14,16109,17443,16109,17443,▲2255,＋14.85%,13660,8202,5249,3875,1777710,N/A
1998/12/11,13531,15188,13209,15188,▲1979,＋14.98%,12187,7578,5004,3751,2610660,N/A
1998/12/10,12427,13209,11967,13209,▲1703,＋14.80%,10904,7049,4797,3643,1437840,N/A
1998/12/09,11046,11690,10448,11506,▲552,＋5.04%,9829,6621,4620,3550,1790780,N/A
1998/12/08,11552,11552,10586,10954,▲874,＋8.68%,8927,6273,4472,3469,1764140,N/A
1998/12/07,9665,10079,9389,10079,▲1307,＋14.90%,8043,5941,4331,3392,685500,N/A
1998/12/05,8772,8772,8662,8772,▲939,＋11.99%,7289,5631,4208,3321,731320,N/A
1998/12/04,7088,7833,6950,7833,▲838,＋11.97%,6823,5389,4102,3261,1432510,N/A
1998/12/03,6618,7134,6490,6996,▲460,＋7.04%,6451,5200,4012,3209,1334850,N/A
1998/12/02,6444,6674,6167,6536,▲230,＋3.65%,6119,5044,3937,3165,1087870,N/A
1998/12/01,6444,6683,6149,6305,▼138,－2.14%,5838,4932,3870,3124,1206110,N/A
1998/11/30,6158,6683,5983,6444,▲469,＋7.86%,5626,4837,3807,3085,1928780,N/A
1998/11/28,5348,5974,5348,5974,▲635,＋11.90%,5403,4728,3742,3045,1810970,N/A
1998/11/27,5136,5468,5063,5339,▲212,＋4.13%,5282,4634,3685,3008,741850,N/A
1998/11/26,5247,5477,5109,5127,▼120,－2.28%,5289,4563,3640,2976,1312470,N/A
1998/11/25,5422,5431,5155,5247,▼83,－1.55%,5267,4498,3598,2947,942650,N/A
1998/11/24,5459,5495,5247,5330,▼37,－0.69%,5212,4426,3555,2916,565540,N/A
1998/11/23,5284,5477,5063,5367,▼9,－0.17%,5066,4357,3513,2885,976220,N/A
1998/11/21,5109,5385,4971,5376,▲359,＋7.16%,4921,4272,3468,2853,730010,N/A
1998/11/20,5109,5514,4842,5017,▲46,＋0.93%,4755,4185,3425,2821,1737990,N/A
1998/11/19,4612,4971,4612,4971,▲368,＋8.00%,4617,4114,3385,2793,1199660,N/A
1998/11/18,4741,4796,4510,4603,▼37,－0.79%,4396,4045,3346,2765,821950,N/A
1998/11/17,4612,4768,4547,4639,▲92,＋2.02%,4264,3984,3309,2741,1534900,N/A
1998/11/16,4603,4685,4280,4547,▲221,＋5.11%,4146,3929,3272,2716,1556840,N/A
1998/11/14,4050,4326,3967,4326,▲460,＋11.90%,4013,3878,3236,2691,841820,N/A
1998/11/13,3940,3958,3765,3866,▼74,－1.87%,4004,3849,3204,2670,497960,N/A
1998/11/12,3866,4142,3866,3940,▼110,－2.73%,4115,3847,3178,2653,253740,N/A
1998/11/11,3885,4142,3737,4050,▲166,＋4.27%,4179,3843,3151,2636,660660,N/A
1998/11/10,4142,4234,3829,3885,▼396,－9.25%,4188,3830,3121,2619,505760,N/A
1998/11/09,4418,4575,4280,4280,▼138,－3.12%,4194,3825,3094,2601,745240,N/A
1998/11/07,4188,4464,4078,4418,▲156,＋3.67%,4102,3797,3063,2579,572060,N/A
1998/11/06,4142,4584,4115,4262,▲166,＋4.04%,3982,3765,3031,2555,2511910,N/A
1998/11/05,3875,4271,3875,4096,▲184,＋4.71%,3918,3727,2998,2536,1460390,N/A
1998/11/04,3820,3954,3774,3912,▲92,＋2.41%,3833,3695,2968,2518,448410,N/A
1998/11/03,3838,4000,3774,3820,0.0,0.00%,3778,3669,2942,2500,828420,N/A
1998/11/02,4041,4041,3820,3820,▼120,－3.04%,3732,3630,2916,2484,766650,N/A
1998/10/31,3682,4050,3673,3940,▲267,＋7.27%,3686,3591,2893,2467,891840,N/A
1998/10/30,3664,3783,3636,3673,▲37,＋1.01%,3576,3532,2865,2451,613800,N/A
1998/10/29,3590,3673,3433,3636,▲46,＋1.28%,3549,3495,2840,2436,416580,N/A
1998/10/28,3645,3645,3498,3590,0.0,0.00%,3526,3462,2817,2420,482170,N/A
1998/10/27,3392,3590,3383,3590,▲198,＋5.83%,3560,3430,2797,2404,523180,N/A
1998/10/26,3406,3498,3387,3392,▼143,－4.04%,3606,3388,2776,2390,216460,N/A
1998/10/24,3526,3608,3516,3535,▲9,＋0.26%,3700,3359,2758,2377,224550,N/A
1998/10/23,3779,3820,3470,3526,▼230,－6.13%,3750,3312,2739,2364,538190,N/A
1998/10/22,3820,3912,3733,3756,▼64,－1.69%,3802,3264,2720,2349,497230,N/A
1998/10/21,3912,4234,3820,3820,▼46,－1.19%,3796,3204,2698,2331,1128010,N/A
1998/10/20,3774,3866,3664,3866,▲83,＋2.19%,3787,3146,2677,2312,506050,N/A
1998/10/19,3783,3903,3691,3783,0.0,0.00%,3713,3074,2658,2294,641680,N/A
1998/10/17,3682,3820,3645,3783,▲55,＋1.48%,3647,3008,2641,2277,517240,N/A
1998/10/16,3958,4096,3682,3728,▼46,－1.22%,3571,2942,2627,2261,1093580,N/A
1998/10/15,3590,3802,3562,3774,▲276,＋7.89%,3433,2881,2611,2246,862870,N/A
1998/10/14,3539,3544,3360,3498,▲46,＋1.33%,3285,2817,2596,2230,632840,N/A
1998/10/13,3406,3654,3364,3452,▲51,＋1.49%,3140,2770,2587,2214,1093830,N/A
1998/10/12,3139,3401,3038,3401,▲364,＋11.97%,3033,2727,2576,2198,898180,N/A
1998/10/10,3084,3125,3028,3038,0.0,0.00%,2947,2687,2562,2182,475210,N/A
1998/10/09,2890,3102,2844,3038,▲267,＋9.63%,2931,2666,2548,2169,1020980,N/A
1998/10/08,2955,3010,2771,2771,▼147,－5.05%,2876,2649,2535,2156,430880,N/A
1998/10/07,2992,3084,2900,2918,▼55,－1.86%,2883,2649,2527,2145,562590,N/A
1998/10/02,2955,3024,2863,2973,▲18,＋0.62%,2817,2639,2518,2132,745000,N/A
1998/10/01,2771,3093,2762,2955,▲193,＋7.00%,2738,2628,2507,2120,1387140,N/A
1998/09/30,2798,2881,2715,2762,▼46,－1.64%,2655,2611,2502,2109,635420,N/A
