[일시]두산,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1999/02/11,25412,26232,25248,25248,▼984,－3.75%,26330,26058,19175,16321,6300,119804
1999/02/10,26355,26355,23281,26232,0.0,0.00%,26765,26128,18969,16237,20610,119804
1999/02/09,26642,26642,24839,26232,▼574,－2.14%,26994,26189,18740,16144,35090,121504
1999/02/08,26478,27380,26478,26806,▼328,－1.21%,27404,26232,18505,16057,9980,122944
1999/02/05,27421,27544,26314,27134,▼287,－1.05%,27536,26070,18260,15961,14850,122944
1999/02/04,27052,27831,25412,27421,▲41,＋0.15%,27601,25738,18006,15868,30060,122824
1999/02/03,28281,28281,26888,27380,▼902,－3.19%,27429,25369,17746,15773,22630,120224
1999/02/02,27831,28609,27298,28281,▲820,＋2.99%,26855,25025,17485,15681,45530,120784
1999/02/01,27544,28609,26847,27462,0.0,0.00%,26019,24513,17209,15581,27570,114534
1999/01/29,27052,29429,26642,27462,▲902,＋3.40%,25117,23939,16946,15474,72490,114534
1999/01/28,24593,27790,24183,26560,▲2049,＋8.36%,24314,23345,16687,15370,212740,118324
1999/01/27,24019,24593,23445,24511,▲410,＋1.70%,23970,22793,16451,15266,42060,118224
1999/01/26,22953,24101,22953,24101,▲1148,＋5.00%,24314,22310,16241,15183,34750,118224
1999/01/25,23445,23445,21723,22953,▼492,－2.10%,24560,21830,16037,15106,29020,106424
1999/01/22,24019,25330,23445,23445,▼1394,－5.61%,25216,21424,15855,15041,29300,105794
1999/01/21,27708,27708,24429,24839,▼1394,－5.31%,25986,20965,15664,14969,26840,105674
1999/01/20,24593,28691,24593,26232,▲902,＋3.56%,26347,20436,15450,14882,110550,105174
1999/01/19,26068,26970,24921,25330,▼902,－3.44%,26593,19863,15204,14785,32190,89644
1999/01/18,27052,27380,26232,26232,▼1066,－3.90%,26945,19412,14973,14695,42760,89644
1999/01/15,25002,29921,25002,27298,▲656,＋2.46%,26412,18822,14720,14599,62390,89644
1999/01/14,26232,26642,24593,26642,▼820,－2.99%,25052,18170,14465,14492,56220,89544
1999/01/13,27093,29429,26888,27462,▲369,＋1.36%,23732,17571,14228,14393,81970,87384
1999/01/12,24511,27093,24183,27093,▲3525,＋14.96%,22338,16909,13980,14281,129760,87974
1999/01/11,23568,23568,21723,23568,▲3074,＋15.00%,20527,16260,13744,14176,113720,78104
1999/01/08,20617,22133,20207,20494,▲451,＋2.25%,19010,15768,13574,14100,67350,78094
1999/01/07,20535,21068,19264,20043,▼451,－2.20%,18026,15407,13447,14054,75200,77534
1999/01/06,18281,20740,18281,20494,▲2459,＋13.64%,17125,15057,13336,14013,138750,83334
1999/01/05,16067,18362,16067,18035,▲2049,＋12.82%,15993,14678,13225,13974,144210,83334
1999/01/04,15575,16395,15165,15985,▲410,＋2.63%,15288,14424,13154,13955,30680,83334
1998/12/28,15575,15985,15411,15575,▲41,＋0.26%,15059,14268,13119,13956,40890,N/A
1998/12/24,15165,15657,14920,15534,▲697,＋4.70%,14797,14133,13094,13957,29100,N/A
1998/12/23,14756,15001,14510,14838,▲328,＋2.26%,14542,14014,13066,13962,32090,N/A
1998/12/22,15124,15165,14510,14510,▼328,－2.21%,14526,13938,13051,13975,18330,N/A
1998/12/21,14510,15124,14510,14838,▲574,＋4.02%,14887,13891,13036,13987,32490,N/A
1998/12/18,14264,14961,14264,14264,0.0,0.00%,14805,13796,13019,14001,27780,N/A
1998/12/17,14592,15124,14264,14264,▼492,－3.33%,14805,13733,13005,14018,47780,N/A
1998/12/16,15821,16313,14018,14756,▼1558,－9.55%,14887,13676,12999,14040,28980,N/A
1998/12/15,14510,16477,14182,16313,▲1885,＋13.07%,14780,13602,12987,14053,79590,N/A
1998/12/14,15083,15083,14100,14428,▲164,＋1.15%,14337,13442,12947,14064,44990,N/A
1998/12/11,14346,14756,13977,14264,▼410,－2.79%,14198,13364,12939,14096,31840,N/A
1998/12/10,14756,15124,13936,14674,▲451,＋3.17%,14001,13298,12947,14135,77280,N/A
1998/12/09,14100,14346,13936,14223,▲123,＋0.87%,13673,13208,12928,14170,39090,N/A
1998/12/08,13772,14633,13362,14100,▲369,＋2.69%,13411,13120,12917,14218,66260,N/A
1998/12/07,13690,13936,13280,13731,▲451,＋3.40%,13182,13022,12907,14257,38840,N/A
1998/12/05,13034,13362,12993,13280,▲246,＋1.89%,13009,12942,12919,14293,17240,N/A
1998/12/04,12911,13034,12624,13034,▲123,＋0.95%,12928,12872,12943,14326,22100,N/A
1998/12/03,13116,13362,12788,12911,▼41,－0.32%,12952,12813,12966,14360,17640,N/A
1998/12/02,12788,13608,12706,12952,▲82,＋0.64%,13034,12753,13017,14389,25580,N/A
1998/12/01,12706,12870,12624,12870,0.0,0.00%,13157,12690,13053,14418,12650,N/A
1998/11/30,13198,13280,12870,12870,▼287,－2.18%,13173,12630,13081,14446,20700,N/A
1998/11/28,13526,13526,13157,13157,▼164,－1.23%,13198,12585,13111,14472,7600,N/A
1998/11/27,13772,13772,13116,13321,▼246,－1.81%,13190,12546,13135,14498,19140,N/A
1998/11/26,12952,14018,12952,13567,▲615,＋4.75%,13182,12475,13162,14514,63460,N/A
1998/11/25,12952,13198,12952,12952,▼41,－0.32%,13091,12391,13182,14531,24200,N/A
1998/11/24,12952,13280,12952,12993,▼123,－0.94%,13075,12345,13224,14553,19490,N/A
1998/11/23,12952,13444,12952,13116,▼164,－1.23%,13067,12294,13266,14578,22620,N/A
1998/11/21,13116,13444,13116,13280,▲164,＋1.25%,13018,12237,13330,14598,13740,N/A
1998/11/20,12952,13690,12952,13116,▲246,＋1.91%,12854,12147,13361,14617,71720,N/A
1998/11/19,12952,13116,12788,12870,▼82,－0.63%,12657,12065,13393,14641,27300,N/A
1998/11/18,13116,13362,12706,12952,▲82,＋0.64%,12509,11975,13431,14677,44960,N/A
1998/11/17,12460,13116,12296,12870,▲410,＋3.29%,12296,11925,13466,14703,50860,N/A
1998/11/16,12337,12706,12132,12460,▲328,＋2.70%,12091,11905,13505,14727,30640,N/A
1998/11/14,12296,12378,12050,12132,0.0,0.00%,11944,11909,13548,14765,5250,N/A
1998/11/13,11927,12542,11886,12132,▲246,＋2.07%,11854,11950,13610,14807,24130,N/A
1998/11/12,12050,12214,11763,11886,▲41,＋0.35%,11763,12011,13662,14849,57000,N/A
1998/11/11,11722,11968,11477,11845,▲123,＋1.05%,11780,12061,13730,14891,63760,N/A
1998/11/10,11886,12214,11640,11722,▲41,＋0.35%,11886,12138,13799,14934,26640,N/A
1998/11/09,11886,11886,11600,11681,0.0,0.00%,11919,12245,13877,14976,14510,N/A
1998/11/07,11968,12132,11640,11681,▼287,－2.40%,11960,12350,13954,15005,6880,N/A
1998/11/06,12378,12583,11968,11968,▼410,－3.31%,12034,12458,14003,15040,32540,N/A
1998/11/05,11886,12952,11722,12378,▲492,＋4.14%,12034,12565,14052,15080,38540,N/A
1998/11/04,11886,11886,11559,11886,0.0,0.00%,11952,12639,14081,15114,18990,N/A
1998/11/03,12091,12214,11804,11886,▼164,－1.36%,11870,12741,14124,15156,18830,N/A
1998/11/02,11968,12296,11804,12050,▲82,＋0.68%,11788,12827,14175,15198,16030,N/A
1998/10/31,11968,12378,11804,11968,0.0,0.00%,11591,12915,14227,15241,17060,N/A
1998/10/30,11886,12542,11804,11968,▲492,＋4.29%,11591,12989,14273,15286,37010,N/A
1998/10/29,11477,11722,11108,11477,0.0,0.00%,11690,13083,14314,15329,20090,N/A
1998/10/28,11231,11722,11067,11477,▲410,＋3.70%,11903,13212,14365,15372,39950,N/A
1998/10/27,11886,11968,10821,11067,▼902,－7.53%,12198,13335,14417,15417,45360,N/A
1998/10/26,12296,12296,11886,11968,▼492,－3.95%,12657,13479,14478,15470,17070,N/A
1998/10/24,12542,12788,12378,12460,▼82,－0.65%,12837,13618,14520,15515,12220,N/A
1998/10/23,12952,12952,12337,12542,▼410,－3.16%,13026,13671,14557,15551,60220,N/A
1998/10/22,13526,13526,12952,12952,▼410,－3.07%,13288,13721,14582,15586,35360,N/A
1998/10/21,12870,13690,12788,13362,▲492,＋3.82%,13452,13749,14608,15617,102580,N/A
1998/10/20,13403,13690,11804,12870,▼533,－3.98%,13551,13803,14627,15642,143690,N/A
1998/10/19,13936,13936,13362,13403,▼451,－3.25%,13796,13897,14661,15672,7550,N/A
1998/10/17,13772,13854,13526,13854,▲82,＋0.60%,13887,13946,14690,15699,9000,N/A
1998/10/16,13936,14182,13690,13772,▼82,－0.59%,13903,14053,14723,15717,39670,N/A
1998/10/15,14100,14592,13772,13854,▼246,－1.74%,13870,14118,14756,15738,19650,N/A
1998/10/14,14100,14346,13854,14100,▲246,＋1.78%,13862,14155,14792,15762,12700,N/A
1998/10/13,13936,14100,13772,13854,▼82,－0.59%,13731,14184,14820,15779,9780,N/A
1998/10/12,13280,14305,13280,13936,▲328,＋2.41%,13731,14221,14857,15795,16180,N/A
1998/10/10,13813,13936,13526,13608,▼205,－1.48%,13755,14270,14898,15809,5600,N/A
1998/10/09,13444,14264,13198,13813,▲369,＋2.74%,13821,14329,14938,15828,21460,N/A
1998/10/08,13936,13936,13444,13444,▼410,－2.96%,13846,14411,14984,15847,38100,N/A
1998/10/07,13526,13854,13526,13854,▼205,－1.46%,14108,14514,15030,15866,6540,N/A
1998/10/02,13526,14264,13526,14059,▲123,＋0.88%,14042,14669,15081,15881,6370,N/A
1998/10/01,14346,14346,13772,13936,0.0,0.00%,13936,14725,15120,15902,4960,N/A
1998/09/30,14756,14756,13936,13936,▼820,－5.56%,13854,14778,15180,15919,6420,N/A
1998/09/29,13567,15124,13526,14756,▲1230,＋9.09%,13952,14840,15254,15942,28960,N/A
1998/09/28,13526,13936,13116,13526,0.0,0.00%,13952,14854,15323,15962,7010,N/A
1998/09/26,13772,14182,13198,13526,0.0,0.00%,14124,14940,15412,15986,6260,N/A
1998/09/25,15575,15575,12706,13526,▼902,－6.25%,14616,15014,15519,16023,13280,N/A
1998/09/24,14100,14756,14100,14428,▼328,－2.22%,14928,15131,15607,16061,860,N/A
1998/09/23,14264,14756,13772,14756,▲369,＋2.56%,14961,15172,15668,16077,3980,N/A
1998/09/22,14592,15165,14387,14387,▼1599,－10.00%,14944,15233,15709,16080,840,N/A
1998/09/21,15083,15985,14838,15985,▲902,＋5.98%,14985,15313,15754,16074,3520,N/A
1998/09/19,14018,15165,14018,15083,▲492,＋3.37%,14772,15333,15761,16051,1350,N/A
1998/09/18,14346,15001,14100,14592,▼82,－0.56%,14715,15395,15783,16040,2190,N/A
1998/09/17,15165,15493,14592,14674,▲82,＋0.56%,14887,15395,15810,16034,47150,N/A
1998/09/16,14920,14920,14428,14592,▼328,－2.20%,15051,15407,15832,16029,2530,N/A
1998/09/15,14961,15493,14920,14920,▲123,＋0.83%,15526,15383,15861,16033,12580,N/A
1998/09/14,15329,15329,14756,14797,▼656,－4.24%,15575,15362,15866,16034,710,N/A
1998/09/12,15452,15452,15452,15452,▼41,－0.26%,15616,15368,15879,16033,3220,N/A
1998/09/11,15575,15575,15165,15493,▼1476,－8.70%,15559,15354,15883,16029,14720,N/A
1998/09/10,15083,16969,15083,16969,▲1803,＋11.89%,15469,15317,15890,16027,8980,N/A
1998/09/09,14756,15165,14756,15165,▲164,＋1.09%,15124,15188,15866,16014,3900,N/A
1998/09/08,15165,15165,14756,15001,▼164,－1.08%,15092,15159,15872,16019,12260,N/A
1998/09/07,15165,15206,15165,15165,▲123,＋0.82%,15264,15139,15890,16028,650,N/A
1998/09/05,15042,15042,15042,15042,▼205,－1.34%,15280,15114,15924,16044,10,N/A
1998/09/04,15821,15821,15083,15247,▲246,＋1.64%,15469,15088,15939,16056,4410,N/A
1998/09/03,15862,15862,14920,15001,▼861,－5.43%,15616,15061,15949,16063,690,N/A
1998/09/02,15985,16395,15329,15862,▲615,＋4.03%,15895,15012,15983,16069,11100,N/A
1998/09/01,15001,15575,14756,15247,▼738,－4.62%,15985,14944,16004,16069,5150,N/A
1998/08/31,15985,16067,14920,15985,0.0,0.00%,15854,14907,16037,16076,5610,N/A
1998/08/29,15165,15985,15165,15985,▼410,－2.50%,15641,14852,16052,16069,1560,N/A
1998/08/28,16805,17543,15985,16395,▲82,＋0.50%,15264,14811,16069,16062,15200,N/A
1998/08/27,14920,16313,14756,16313,▲1721,＋11.80%,14887,14782,16074,16046,12330,N/A
1998/08/26,14018,14756,14018,14592,▼328,－2.20%,14608,14754,16055,16047,3150,N/A
1998/08/25,14428,14920,14387,14920,▲820,＋5.81%,14723,14827,16078,16080,15650,N/A
1998/08/24,14100,14100,14100,14100,▼410,－2.82%,14690,14870,16109,16132,420,N/A
1998/08/22,14264,14920,14264,14510,▼410,－2.75%,14747,14969,16147,16203,1230,N/A
1998/08/21,15124,15124,14674,14920,▼246,－1.62%,14764,15063,16188,16270,1510,N/A
1998/08/20,14756,15165,14756,15165,▲410,＋2.78%,14698,15116,16221,16333,2280,N/A
1998/08/19,14387,14756,14387,14756,▲369,＋2.56%,14600,15186,16255,16400,2550,N/A
1998/08/18,14182,14387,14018,14387,▼205,－1.40%,14551,15260,16299,16468,2270,N/A
1998/08/17,14510,14592,14346,14592,0.0,0.00%,14616,15385,16345,16526,1180,N/A
1998/08/14,14510,14592,13977,14592,▼82,－0.56%,14501,15475,16379,16582,2040,N/A
1998/08/13,14756,14756,14674,14674,▲164,＋1.13%,14485,15622,16417,16659,1140,N/A
1998/08/12,13936,14510,13936,14510,▼205,－1.39%,14452,15807,16463,16734,1280,N/A
1998/08/11,14715,14838,14100,14715,▲697,＋4.97%,14526,16028,16509,16797,34140,N/A
1998/08/10,14510,14510,13936,14018,▼492,－3.39%,14616,16235,16545,16863,5190,N/A
1998/08/08,14510,14510,13936,14510,0.0,0.00%,14977,16530,16590,16933,4560,N/A
1998/08/07,14756,14838,14510,14510,▼369,－2.48%,15223,16748,16626,17005,3550,N/A
1998/08/06,14756,15165,14756,14879,▼287,－1.89%,15534,16924,16657,17082,2170,N/A
1998/08/05,15821,15821,14920,15165,▼656,－4.15%,15715,17041,16684,17140,1370,N/A
1998/08/04,14182,15985,14182,15821,▲82,＋0.52%,15895,17139,16707,17204,2570,N/A
1998/08/03,15739,15821,15739,15739,▼328,－2.04%,16010,17168,16712,17256,1570,N/A
1998/08/01,15903,16067,15575,16067,▲287,＋1.82%,16059,17200,16720,17298,2520,N/A
1998/07/31,16231,16313,15780,15780,▼287,－1.79%,16157,17209,16731,17335,4980,N/A
1998/07/30,16231,16231,15903,16067,▼328,－2.00%,16248,17219,16737,17365,3500,N/A
1998/07/29,16395,16887,16395,16395,▲410,＋2.56%,16411,17231,16733,17393,3360,N/A
1998/07/28,16231,16723,15985,15985,▼574,－3.47%,16411,17174,16720,17413,2510,N/A
1998/07/27,16231,17215,16231,16559,▲328,＋2.02%,16723,17153,16718,17442,2090,N/A
1998/07/25,16887,16887,16231,16231,▼656,－3.88%,17084,17108,16709,17468,5070,N/A
1998/07/24,16477,16969,16395,16887,▲492,＋3.00%,17625,17092,16701,17500,5640,N/A
1998/07/23,17297,18035,16395,16395,▼1148,－6.54%,18018,17026,16682,17513,31290,N/A
1998/07/22,18035,18035,17461,17543,▼820,－4.46%,18723,16981,16683,17527,5080,N/A
1998/07/21,19018,19018,18117,18362,▼574,－3.03%,18985,16907,16659,17535,3440,N/A
1998/07/20,18526,18936,17707,18936,▲82,＋0.43%,18920,16850,16630,17545,6540,N/A
1998/07/18,19100,19592,18854,18854,▼1066,－5.35%,18576,16702,16601,17564,6620,N/A
1998/07/16,18690,19920,18199,19920,▲1066,＋5.65%,18231,16551,16560,17574,176900,N/A
1998/07/15,17625,18854,17625,18854,▲820,＋4.55%,17526,16407,16528,17576,38430,N/A
1998/07/14,16846,18035,16846,18035,▲820,＋4.76%,17034,16321,16514,17583,15090,N/A
1998/07/13,17215,17215,16600,17215,▲82,＋0.48%,16674,16280,16487,17586,6530,N/A
1998/07/11,16805,17133,16477,17133,▲738,＋4.50%,16428,16264,16452,17585,3430,N/A
1998/07/10,17297,17297,16395,16395,0.0,0.00%,16264,16256,16394,17574,9820,N/A
1998/07/09,16395,16395,16067,16395,▲164,＋1.01%,16034,16272,16340,17563,3000,N/A
1998/07/08,16067,16395,15985,16231,▲246,＋1.54%,15870,16211,16297,17550,5520,N/A
1998/07/07,15985,15985,15985,15985,▼328,－2.01%,15756,16198,16257,17541,540,N/A
1998/07/06,15575,16313,15411,16313,▲1066,＋6.99%,15739,16237,16226,17531,2980,N/A
1998/07/04,15944,15944,15247,15247,▼328,－2.11%,15592,16241,16205,17523,2440,N/A
1998/07/03,15985,15985,15575,15575,▼82,－0.52%,15641,16327,16202,17526,2260,N/A
1998/07/02,15575,15985,15575,15657,▼246,－1.55%,15739,16393,16186,17532,2940,N/A
1998/07/01,15903,16313,15575,15903,▲328,＋2.11%,16051,16471,16174,17535,7880,N/A
1998/06/30,15001,15575,15001,15575,▲82,＋0.53%,16067,16545,16164,17531,5960,N/A
1998/06/29,16067,16313,15493,15493,▼574,－3.57%,16116,16623,16161,17531,8680,N/A
1998/06/27,17625,17830,16067,16067,▼1148,－6.67%,16428,16680,16167,17537,11660,N/A
1998/06/26,15985,17707,15985,17215,▲1230,＋7.69%,16641,16721,16167,17533,19430,N/A
1998/06/25,15903,16313,15739,15985,▲164,＋1.04%,16641,16733,16164,17513,3020,N/A
1998/06/24,15083,16969,15083,15821,▼1230,－7.21%,16821,16797,16172,17511,18380,N/A
1998/06/23,16477,17051,16395,17051,▼82,－0.48%,17051,16850,16176,17519,1200,N/A
1998/06/22,17133,17133,16559,17133,▼82,－0.48%,16985,16832,16155,17507,2550,N/A
1998/06/20,16887,17215,16805,17215,▲328,＋1.94%,16592,16809,16134,17492,1790,N/A
1998/06/19,16395,17051,16395,16887,▼82,－0.48%,16346,16768,16115,17475,3400,N/A
1998/06/18,16723,17461,16067,16969,▲246,＋1.47%,16321,16748,16085,17464,10660,N/A
1998/06/17,15165,16723,15165,16723,▲1558,＋10.27%,16207,16727,16055,17456,5220,N/A
1998/06/16,14838,15985,14838,15165,▼820,－5.13%,16256,16696,16017,17462,15420,N/A
1998/06/15,15985,16395,15985,15985,▼779,－4.65%,16600,16750,16038,17493,2530,N/A
1998/06/13,15329,16805,15329,16764,▲369,＋2.25%,16846,16787,16083,17530,1490,N/A
1998/06/12,16559,16887,16395,16395,▼574,－3.38%,16969,16756,16156,17554,3640,N/A
1998/06/11,16928,17215,16887,16969,▲82,＋0.49%,17116,16727,16258,17578,8220,N/A
1998/06/10,17379,18854,16887,16887,▼328,－1.90%,17051,16657,16351,17597,82310,N/A
1998/06/09,17379,17379,16805,17215,▼164,－0.94%,17051,16608,16444,17620,6300,N/A
1998/06/08,16805,17625,16805,17379,▲246,＋1.44%,17100,16549,16544,17640,3300,N/A
1998/06/05,16641,17133,16641,17133,▲492,＋2.96%,17075,16467,16637,17656,8040,N/A
1998/06/03,16969,17215,16641,16641,▼246,－1.46%,17026,16397,16708,17663,4690,N/A
1998/06/02,16641,17871,16641,16887,▼574,－3.29%,17034,16389,16786,17671,5170,N/A
1998/06/01,17256,17871,17256,17461,▲205,＋1.19%,16993,16348,16901,17670,28020,N/A
1998/05/30,17215,17707,16887,17256,▲369,＋2.18%,16780,16307,17004,17653,11030,N/A
1998/05/29,16805,17461,16559,16887,▲205,＋1.23%,16625,16305,17086,17629,26420,N/A
1998/05/28,16887,16969,16559,16682,0.0,0.00%,16559,16280,17181,17607,14450,N/A
1998/05/27,16395,16805,16395,16682,▲287,＋1.75%,16444,16344,17276,17596,8190,N/A
1998/05/26,16477,16477,15985,16395,▼82,－0.50%,16354,16411,17384,17594,11310,N/A
1998/05/25,16395,16887,16395,16477,▼82,－0.50%,16420,16411,17507,17591,11160,N/A
1998/05/23,16395,16641,16395,16559,▲451,＋2.80%,16354,16346,17597,17587,5570,N/A
1998/05/22,15985,16641,15985,16108,▼123,－0.76%,16207,16198,17701,17590,7800,N/A
1998/05/21,16395,16723,15985,16231,▼492,－2.94%,16100,16053,17801,17592,8440,N/A
1998/05/20,16395,16805,16231,16723,▲574,＋3.55%,16034,15930,17876,17593,13710,N/A
1998/05/19,15862,16395,15657,16149,▲328,＋2.07%,15895,15786,17939,17597,6110,N/A
1998/05/18,15575,15903,15575,15821,▲246,＋1.58%,15813,15684,17992,17597,7440,N/A
1998/05/16,15411,16067,15247,15575,▼328,－2.06%,15797,15647,18052,17591,5100,N/A
1998/05/15,16805,16805,15575,15903,▼123,－0.77%,15977,15622,18107,17578,7390,N/A
1998/05/14,15739,16477,15739,16026,▲287,＋1.82%,16010,15557,18166,17555,8910,N/A
1998/05/13,15575,16067,15575,15739,0.0,0.00%,16133,15504,18227,17540,3510,N/A
1998/05/12,15985,16477,15739,15739,▼738,－4.48%,16428,15481,18299,17526,10880,N/A
1998/05/11,16067,16477,15903,16477,▲410,＋2.55%,16559,15465,18344,17522,11710,N/A
1998/05/09,16436,16682,16067,16067,▼574,－3.45%,16854,15432,18371,17523,10000,N/A
1998/05/08,16436,17133,16436,16641,▼574,－3.33%,17248,15432,18411,17538,16150,N/A
1998/05/07,16641,17625,16641,17215,▲820,＋5.00%,17198,15452,18460,17562,30100,N/A
1998/05/06,17625,17789,16395,16395,▼1558,－8.68%,16789,15415,18527,17574,21390,N/A
1998/05/04,17625,17953,16477,17953,▼82,－0.45%,16231,15399,18589,17590,114060,N/A
1998/05/02,16395,18035,16149,18035,▲1640,＋10.00%,15280,15288,18624,17597,64990,N/A
1998/04/30,15657,16395,15247,16395,▲1230,＋8.11%,14428,15182,18653,17601,62840,N/A
1998/04/29,14018,15206,13772,15165,▲1558,＋11.45%,13919,15165,18686,17620,47500,N/A
1998/04/28,13198,13608,12870,13608,▲410,＋3.11%,13706,15161,18717,17644,9010,N/A
1998/04/27,13198,13854,13198,13198,▼574,－4.17%,14001,15239,18754,17688,6400,N/A
1998/04/25,14305,14305,13772,13772,▼82,－0.59%,14378,15303,18785,17731,7180,N/A
1998/04/24,13936,14592,13608,13854,▼246,－1.74%,14542,15436,18803,17765,12320,N/A
1998/04/23,14838,14838,14100,14100,▼984,－6.52%,14764,15676,18825,17792,11100,N/A
1998/04/22,15083,15821,15083,15083,0.0,0.00%,15001,16028,18836,17829,11410,N/A
1998/04/21,14838,15083,14346,15083,▲492,＋3.37%,15067,16401,18840,17861,22490,N/A
1998/04/20,14961,15083,14510,14592,▼369,－2.47%,15215,16774,18850,17888,7850,N/A
1998/04/18,15370,15493,14961,14961,▼328,－2.14%,15510,17168,18878,17925,6860,N/A
1998/04/17,14920,15575,14920,15288,▼123,－0.80%,15928,17580,18895,17961,9200,N/A
1998/04/16,15411,15575,15165,15411,▼410,－2.59%,16166,17963,18897,18000,12200,N/A
1998/04/15,16067,16395,15575,15821,▼246,－1.53%,16297,18262,18901,18053,14480,N/A
1998/04/14,16477,16805,16067,16067,▼984,－5.77%,16280,18537,18907,18105,20550,N/A
1998/04/13,16887,17625,16805,17051,▲574,＋3.48%,16248,18922,18899,18159,27860,N/A
1998/04/11,16149,16723,16149,16477,▲410,＋2.55%,16051,19254,18862,18219,15290,N/A
1998/04/10,15821,16395,15821,16067,▲328,＋2.08%,15772,19537,18850,18286,18980,N/A
1998/04/09,15575,16559,15575,15739,▼164,－1.03%,15592,19865,18862,18340,22120,N/A
1998/04/08,16067,16641,15739,15903,▼164,－1.02%,15338,20195,18859,18384,34490,N/A
1998/04/07,15083,16477,15083,16067,▲984,＋6.52%,15444,20559,18850,18419,34060,N/A
1998/04/06,15165,15739,15001,15083,▼82,－0.54%,15961,20945,18835,18454,35300,N/A
1998/04/04,14182,15739,14182,15165,▲697,＋4.82%,17174,21283,18843,18485,34460,N/A
1998/04/03,16436,16641,14469,14469,▼1967,－11.97%,18649,21664,18858,18504,55700,N/A
1998/04/02,17215,17297,16436,16436,▼2213,－11.87%,20264,22047,18906,18519,87580,N/A
1998/04/01,21150,21150,18649,18649,▼2500,－11.82%,21469,22262,18947,18508,57270,N/A
1998/03/31,22133,22133,20658,21150,▼1394,－6.18%,22379,22355,18977,18470,61870,N/A
1998/03/30,22953,22953,21969,22543,0.0,0.00%,22740,22265,18953,18410,36450,N/A
1998/03/28,22133,22953,21723,22543,▲82,＋0.36%,22510,22109,18898,18349,47290,N/A
1998/03/27,23773,23773,22461,22461,▼738,－3.18%,22265,21924,18843,18283,23090,N/A
1998/03/26,22953,23609,22215,23199,▲246,＋1.07%,22527,21773,18796,18229,45060,N/A
1998/03/25,21887,23609,21887,22953,▲1558,＋7.28%,22625,21596,18737,18179,96270,N/A
1998/03/24,22133,22133,21314,21396,▲82,＋0.38%,22461,21453,18675,18143,73310,N/A
1998/03/23,24183,24183,21314,21314,▼2459,－10.34%,22707,21305,18618,18133,40000,N/A
1998/03/21,24019,24511,23363,23773,▲82,＋0.35%,22912,21146,18556,18123,34810,N/A
1998/03/20,22953,24183,22133,23691,▲1558,＋7.04%,22797,20879,18439,18108,66030,N/A
1998/03/19,22379,23199,22133,22133,▼492,－2.17%,22814,20674,18302,18101,42920,N/A
1998/03/18,21969,22625,21314,22625,▲287,＋1.28%,22756,20629,18173,18115,22790,N/A
1998/03/17,22953,23199,22133,22338,▼861,－3.71%,22789,20502,18032,18129,30570,N/A
1998/03/16,24183,24921,23199,23199,▼574,－2.41%,22748,20389,17916,18151,63580,N/A
1998/03/14,22133,23773,21805,23773,▲1926,＋8.82%,22256,20217,17803,18154,197610,N/A
1998/03/13,23199,23363,21314,21846,▼943,－4.14%,21601,19947,17675,18167,172190,N/A
1998/03/12,22953,24019,22543,22789,▲656,＋2.96%,21100,19707,17578,18200,65850,N/A
1998/03/11,20740,23199,20494,22133,▲1394,＋6.72%,20428,19358,17479,18226,69800,N/A
1998/03/10,20494,21314,19920,20740,▲246,＋1.20%,19772,19006,17383,18252,28100,N/A
1998/03/09,20494,21232,19264,20494,▲1148,＋5.93%,19510,18711,17310,18289,38700,N/A
1998/03/07,19592,20494,19264,19346,▼82,－0.42%,19346,18444,17254,18333,17070,N/A
1998/03/06,18854,19592,18117,19428,▲574,＋3.04%,19494,18215,17203,18390,24580,N/A
1998/03/05,18854,19920,18854,18854,▼574,－2.95%,19297,18010,17130,18447,16130,N/A
1998/03/04,19674,20084,18854,19428,▼246,－1.25%,19149,17850,17050,18510,21000,N/A
1998/03/03,19674,20494,17707,19674,▼410,－2.04%,18953,17694,16944,18567,31780,N/A
1998/03/02,18444,20658,18444,20084,▲1640,＋8.89%,18936,17510,16853,18618,79100,N/A
1998/02/28,18444,19264,18035,18444,▲328,＋1.81%,19166,17276,16753,18672,15120,N/A
1998/02/27,18444,19018,17625,18117,▼328,－1.78%,19494,17137,16700,18737,17370,N/A
1998/02/26,19674,20248,18444,18444,▼1148,－5.86%,19887,17039,16674,18804,20380,N/A
1998/02/25,21150,21723,19592,19592,▼1640,－7.72%,20150,16895,16666,18869,35780,N/A
1998/02/24,19674,21641,19674,21232,▲1148,＋5.71%,19904,16657,16664,18928,129740,N/A
1998/02/23,20494,21478,19674,20084,0.0,0.00%,19067,16383,16622,18970,43830,N/A
1998/02/21,19510,20412,18854,20084,▲328,＋1.66%,18215,16219,16592,19024,48410,N/A
1998/02/20,19756,19756,19018,19756,▲1394,＋7.59%,17215,15993,16570,19081,74110,N/A
1998/02/19,17543,18362,17543,18362,▲1312,＋7.69%,16231,15772,16549,19135,29140,N/A
1998/02/18,16067,17051,15985,17051,▲1230,＋7.77%,15592,15612,16554,19197,36130,N/A
1998/02/17,15411,15821,14592,15821,▲738,＋4.89%,15133,15538,16571,19270,26310,N/A
1998/02/16,14838,15165,14756,15083,▲246,＋1.66%,15034,15551,16622,19354,13560,N/A
