[일시]롯데정밀화학,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1988/08/19,17445,17445,17445,17445,0.0,0.00%,17445,17392,17437,17408,0,N/A
1988/08/18,17445,17445,17445,17445,0.0,0.00%,17327,17386,17435,17407,10,N/A
1988/08/17,17445,17445,17445,17445,0.0,0.00%,17327,17380,17433,17406,200,N/A
1988/08/16,17445,17445,17445,17445,0.0,0.00%,17327,17389,17431,17405,0,N/A
1988/08/13,17445,17445,17445,17445,▲587,＋3.48%,17327,17398,17429,17404,0,N/A
1988/08/12,16858,16858,16858,16858,▼587,－3.37%,17327,17407,17427,17403,0,N/A
1988/08/11,17445,17445,17445,17445,0.0,0.00%,17445,17445,17435,17407,0,N/A
1988/08/10,17445,17445,17445,17445,0.0,0.00%,17445,17454,17433,17406,0,N/A
1988/08/09,17445,17445,17445,17445,0.0,0.00%,17445,17462,17431,17405,10,N/A
1988/08/08,17445,17445,17445,17445,0.0,0.00%,17445,17471,17429,17404,0,N/A
1988/08/06,17445,17445,17445,17445,0.0,0.00%,17445,17480,17427,17403,0,N/A
1988/08/05,17445,17445,17445,17445,0.0,0.00%,17445,17489,17425,17402,0,N/A
1988/08/04,17445,17445,17445,17445,0.0,0.00%,17421,17498,17423,17401,0,N/A
1988/08/03,17445,17445,17445,17445,0.0,0.00%,17398,17507,17421,17400,0,N/A
1988/08/02,17445,17445,17445,17445,0.0,0.00%,17374,17515,17419,17399,30,N/A
1988/08/01,17445,17445,17445,17445,▲117,＋0.68%,17351,17524,17417,17398,30,N/A
1988/07/30,17327,17327,17327,17327,0.0,0.00%,17327,17533,17416,17397,0,N/A
1988/07/29,17327,17327,17327,17327,0.0,0.00%,17327,17548,17416,17397,0,N/A
1988/07/28,17327,17327,17327,17327,0.0,0.00%,17386,17562,17416,17400,0,N/A
1988/07/27,17327,17327,17327,17327,0.0,0.00%,17445,17577,17416,17402,0,N/A
1988/07/26,17327,17327,17327,17327,0.0,0.00%,17504,17592,17411,17405,0,N/A
1988/07/25,17327,17327,17327,17327,▼294,－1.67%,17562,17592,17411,17407,70,N/A
1988/07/23,17621,17621,17621,17621,0.0,0.00%,17621,17592,17411,17410,0,N/A
1988/07/22,17621,17621,17621,17621,0.0,0.00%,17621,17577,17406,17410,20,N/A
1988/07/21,17621,17621,17621,17621,0.0,0.00%,17621,17562,17401,17410,0,N/A
1988/07/20,17621,17621,17621,17621,0.0,0.00%,17621,17548,17396,17407,0,N/A
1988/07/19,17621,17621,17621,17621,0.0,0.00%,17621,17533,17391,17405,110,N/A
1988/07/18,17621,17621,17621,17621,0.0,0.00%,17621,17518,17386,17402,0,N/A
1988/07/16,17621,17621,17621,17621,0.0,0.00%,17621,17504,17381,17398,0,N/A
1988/07/15,17621,17621,17621,17621,0.0,0.00%,17621,17489,17376,17393,0,N/A
1988/07/14,17621,17621,17621,17621,0.0,0.00%,17621,17474,17371,17389,0,N/A
1988/07/13,17621,17621,17621,17621,0.0,0.00%,17621,17460,17369,17384,0,N/A
1988/07/12,17621,17621,17621,17621,0.0,0.00%,17621,17445,17366,17380,0,N/A
1988/07/11,17621,17621,17621,17621,0.0,0.00%,17621,17430,17363,17375,0,N/A
1988/07/09,17621,17621,17621,17621,0.0,0.00%,17621,17416,17360,17371,0,N/A
1988/07/08,17621,17621,17621,17621,0.0,0.00%,17621,17401,17357,17367,0,N/A
1988/07/07,17621,17621,17621,17621,0.0,0.00%,17562,17386,17354,17362,0,N/A
1988/07/06,17621,17621,17621,17621,0.0,0.00%,17504,17371,17351,17358,10,N/A
1988/07/05,17621,17621,17621,17621,0.0,0.00%,17445,17357,17348,17353,10,N/A
1988/07/04,17621,17621,17621,17621,▲294,＋1.69%,17386,17342,17345,17349,10,N/A
1988/07/02,17327,17327,17327,17327,0.0,0.00%,17327,17327,17342,17345,0,N/A
1988/07/01,17327,17327,17327,17327,0.0,0.00%,17327,17327,17344,17343,0,N/A
1988/06/30,17327,17327,17327,17327,0.0,0.00%,17327,17327,17346,17341,0,N/A
1988/06/29,17327,17327,17327,17327,0.0,0.00%,17327,17327,17348,17339,0,N/A
1988/06/28,17327,17327,17327,17327,0.0,0.00%,17327,17327,17350,17337,0,N/A
1988/06/27,17327,17327,17327,17327,0.0,0.00%,17327,17327,17352,17335,0,N/A
1988/06/25,17327,17327,17327,17327,0.0,0.00%,17327,17327,17354,17333,10,N/A
1988/06/24,17327,17327,17327,17327,0.0,0.00%,17327,17327,17356,17331,10,N/A
1988/06/23,17327,17327,17327,17327,0.0,0.00%,17327,17327,17358,17329,0,N/A
1988/06/22,17327,17327,17327,17327,0.0,0.00%,17327,17327,17360,17327,0,N/A
1988/06/21,17327,17327,17327,17327,0.0,0.00%,17327,17327,17362,17325,0,N/A
1988/06/20,17327,17327,17327,17327,0.0,0.00%,17327,17327,17364,17323,0,N/A
1988/06/18,17327,17327,17327,17327,0.0,0.00%,17327,17327,17366,17321,0,N/A
1988/06/17,17327,17327,17327,17327,0.0,0.00%,17327,17327,17368,17319,10,N/A
1988/06/16,17327,17327,17327,17327,0.0,0.00%,17327,17327,17369,17317,20,N/A
1988/06/15,17327,17327,17327,17327,0.0,0.00%,17327,17327,17371,17315,0,N/A
1988/06/14,17327,17327,17327,17327,0.0,0.00%,17327,17327,17373,17313,10,N/A
1988/06/13,17327,17327,17327,17327,0.0,0.00%,17327,17327,17375,17311,0,N/A
1988/06/11,17327,17327,17327,17327,0.0,0.00%,17327,17327,17377,17309,0,N/A
1988/06/10,17327,17327,17327,17327,0.0,0.00%,17327,17327,17379,17307,0,N/A
1988/06/09,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17304,40,N/A
1988/06/08,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17302,50,N/A
1988/06/07,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17300,10,N/A
1988/06/04,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17297,0,N/A
1988/06/03,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17295,10,N/A
1988/06/02,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17292,10,N/A
1988/06/01,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17290,20,N/A
1988/05/31,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17289,0,N/A
1988/05/30,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17292,0,N/A
1988/05/28,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17289,10,N/A
1988/05/27,17327,17327,17327,17327,0.0,0.00%,17327,17313,17379,17282,20,N/A
1988/05/26,17327,17327,17327,17327,0.0,0.00%,17327,17319,17379,17272,0,N/A
1988/05/25,17327,17327,17327,17327,0.0,0.00%,17327,17324,17379,17257,490,N/A
1988/05/24,17327,17327,17327,17327,0.0,0.00%,17327,17330,17379,17243,0,N/A
1988/05/21,17327,17327,17327,17327,0.0,0.00%,17327,17336,17379,17228,20,N/A
1988/05/20,17327,17327,17327,17327,0.0,0.00%,17269,17342,17379,17213,40,N/A
1988/05/19,17327,17327,17327,17327,0.0,0.00%,17269,17348,17379,17194,380,N/A
1988/05/18,17327,17327,17327,17327,0.0,0.00%,17269,17354,17379,17177,0,N/A
1988/05/17,17327,17327,17327,17327,▲294,＋1.72%,17269,17360,17384,17160,40,N/A
1988/05/16,17034,17034,17034,17034,▼294,－1.69%,17269,17366,17389,17142,10,N/A
1988/05/14,17327,17327,17327,17327,0.0,0.00%,17327,17386,17399,17128,0,N/A
1988/05/13,17327,17327,17327,17327,0.0,0.00%,17327,17392,17404,17111,0,N/A
1988/05/12,17327,17327,17327,17327,0.0,0.00%,17327,17398,17409,17093,10,N/A
1988/05/11,17327,17327,17327,17327,0.0,0.00%,17327,17404,17414,17076,0,N/A
1988/05/10,17327,17327,17327,17327,0.0,0.00%,17327,17410,17418,17059,0,N/A
1988/05/09,17327,17327,17327,17327,0.0,0.00%,17327,17416,17418,17042,10,N/A
1988/05/07,17327,17327,17327,17327,0.0,0.00%,17351,17421,17418,17025,0,N/A
1988/05/06,17327,17327,17327,17327,0.0,0.00%,17374,17427,17418,17008,230,N/A
1988/05/04,17327,17327,17327,17327,0.0,0.00%,17398,17433,17415,16991,10,N/A
1988/05/03,17445,17445,17327,17327,▼117,－0.67%,17421,17439,17411,16974,200,N/A
1988/05/02,17445,17445,17445,17445,0.0,0.00%,17445,17445,17406,16961,10,N/A
1988/04/30,17445,17445,17445,17445,0.0,0.00%,17445,17445,17400,16948,60,N/A
1988/04/29,17445,17445,17445,17445,0.0,0.00%,17445,17445,17394,16935,0,N/A
1988/04/28,17445,17445,17445,17445,0.0,0.00%,17445,17445,17388,16922,0,N/A
1988/04/27,17445,17445,17445,17445,0.0,0.00%,17445,17445,17382,16908,0,N/A
1988/04/25,17445,17445,17445,17445,0.0,0.00%,17445,17445,17376,16895,0,N/A
1988/04/23,17445,17445,17445,17445,0.0,0.00%,17445,17445,17370,16882,0,N/A
1988/04/22,17445,17445,17445,17445,0.0,0.00%,17445,17445,17365,16869,10,N/A
1988/04/21,17445,17445,17445,17445,0.0,0.00%,17445,17445,17359,16856,10,N/A
1988/04/20,17445,17445,17445,17445,0.0,0.00%,17445,17445,17353,16842,30,N/A
1988/04/19,17445,17445,17445,17445,0.0,0.00%,17445,17439,17347,16829,40,N/A
1988/04/18,17445,17445,17445,17445,0.0,0.00%,17445,17433,17341,16816,100,N/A
1988/04/16,17445,17445,17445,17445,0.0,0.00%,17445,17427,17335,16803,0,N/A
1988/04/15,17445,17445,17445,17445,0.0,0.00%,17445,17421,17329,16789,0,N/A
1988/04/14,17445,17445,17445,17445,0.0,0.00%,17445,17416,17323,16776,10,N/A
1988/04/13,17445,17445,17445,17445,0.0,0.00%,17445,17410,17318,16763,0,N/A
1988/04/12,17445,17445,17445,17445,0.0,0.00%,17445,17404,17312,16750,10,N/A
1988/04/11,17445,17445,17445,17445,0.0,0.00%,17445,17398,17306,16737,10,N/A
1988/04/09,17445,17445,17445,17445,0.0,0.00%,17445,17392,17300,16723,20,N/A
1988/04/08,17445,17445,17445,17445,0.0,0.00%,17445,17386,17294,16710,0,N/A
1988/04/07,17445,17445,17445,17445,0.0,0.00%,17445,17380,17288,16697,10,N/A
1988/04/06,17445,17445,17445,17445,0.0,0.00%,17445,17374,17282,16684,30,N/A
1988/04/04,17445,17445,17445,17445,0.0,0.00%,17445,17369,17276,16671,10,N/A
1988/04/02,17445,17445,17445,17445,0.0,0.00%,17445,17363,17271,16657,10,N/A
1988/04/01,17445,17445,17445,17445,0.0,0.00%,17445,17357,17265,16644,0,N/A
1988/03/31,17445,17445,17445,17445,0.0,0.00%,17421,17351,17259,16631,10,N/A
1988/03/30,17445,17445,17445,17445,0.0,0.00%,17398,17345,17253,16620,20,N/A
1988/03/29,17445,17445,17445,17445,0.0,0.00%,17374,17339,17247,16608,60,N/A
1988/03/28,17445,17445,17445,17445,▲117,＋0.68%,17351,17348,17241,16596,120,N/A
1988/03/26,17327,17327,17327,17327,0.0,0.00%,17327,17357,17234,16584,0,N/A
1988/03/25,17327,17327,17327,17327,0.0,0.00%,17327,17371,17230,16573,0,N/A
1988/03/24,17327,17327,17327,17327,0.0,0.00%,17327,17386,17225,16561,10,N/A
1988/03/23,17327,17327,17327,17327,0.0,0.00%,17327,17401,17220,16550,0,N/A
1988/03/22,17327,17327,17327,17327,0.0,0.00%,17327,17416,17215,16539,0,N/A
1988/03/21,17327,17327,17327,17327,0.0,0.00%,17327,17430,17210,16528,0,N/A
1988/03/19,17327,17327,17327,17327,0.0,0.00%,17327,17430,17205,16516,0,N/A
1988/03/18,17327,17327,17327,17327,0.0,0.00%,17327,17430,17200,16505,20,N/A
1988/03/17,17327,17327,17327,17327,0.0,0.00%,17327,17430,17199,16494,0,N/A
1988/03/16,17327,17327,17327,17327,0.0,0.00%,17327,17418,17204,16482,0,N/A
1988/03/15,17327,17327,17327,17327,0.0,0.00%,17327,17407,17199,16469,20,N/A
1988/03/14,17327,17327,17327,17327,0.0,0.00%,17327,17392,17184,16457,20,N/A
1988/03/12,17327,17327,17327,17327,0.0,0.00%,17327,17380,17165,16445,0,N/A
1988/03/11,17327,17327,17327,17327,0.0,0.00%,17327,17369,17136,16433,0,N/A
1988/03/09,17327,17327,17327,17327,0.0,0.00%,17386,17357,17106,16420,0,N/A
1988/03/08,17327,17327,17327,17327,0.0,0.00%,17445,17345,17077,16408,30,N/A
1988/03/07,17327,17327,17327,17327,0.0,0.00%,17504,17333,17047,16396,0,N/A
1988/03/05,17327,17327,17327,17327,▼294,－1.67%,17562,17322,17008,16384,10,N/A
1988/03/04,17621,17621,17621,17621,0.0,0.00%,17621,17310,16974,16371,0,N/A
1988/03/03,17621,17621,17621,17621,0.0,0.00%,17621,17283,16935,16355,0,N/A
1988/03/02,17621,17621,17621,17621,0.0,0.00%,17621,17257,16896,16339,0,N/A
1988/02/29,17621,17621,17621,17621,0.0,0.00%,17562,17230,16857,16323,0,N/A
1988/02/27,17621,17621,17621,17621,0.0,0.00%,17504,17204,16817,16307,0,N/A
1988/02/26,17621,17621,17621,17621,0.0,0.00%,17445,17178,16778,16291,0,N/A
1988/02/24,17621,17621,17621,17621,▲294,＋1.69%,17339,17151,16739,16275,0,N/A
1988/02/23,17327,17327,17327,17327,0.0,0.00%,17233,17125,16700,16258,20,N/A
1988/02/22,17327,17327,17327,17327,0.0,0.00%,17175,17113,16666,16245,0,N/A
1988/02/20,17092,17327,17092,17327,▲235,＋1.37%,17128,17101,16631,16231,80,N/A
1988/02/19,17092,17092,17092,17092,0.0,0.00%,17081,17090,16597,16217,0,N/A
1988/02/17,17034,17092,17034,17092,▲59,＋0.34%,17081,17090,16567,16206,120,N/A
1988/02/16,17092,17092,17034,17034,▼59,－0.34%,17081,17090,16536,16194,60,N/A
1988/02/15,17092,17092,17092,17092,0.0,0.00%,17092,17092,16517,16183,10,N/A
1988/02/13,17092,17092,17092,17092,0.0,0.00%,17092,17092,16496,16171,10,N/A
1988/02/12,17092,17092,17092,17092,0.0,0.00%,17092,17092,16476,16159,30,N/A
1988/02/11,17092,17092,17092,17092,0.0,0.00%,17092,17092,16455,16147,30,N/A
1988/02/10,17092,17092,17092,17092,0.0,0.00%,17092,17092,16435,16136,20,N/A
1988/02/09,17092,17092,17092,17092,0.0,0.00%,17092,17092,16414,16124,0,N/A
1988/02/08,17092,17092,17092,17092,0.0,0.00%,17092,17092,16393,16112,0,N/A
1988/02/06,17092,17092,17092,17092,0.0,0.00%,17092,17092,16373,16100,10,N/A
1988/02/05,17092,17092,17092,17092,0.0,0.00%,17092,17092,16352,16089,0,N/A
1988/02/04,17092,17092,17092,17092,0.0,0.00%,17092,17090,16332,16077,100,N/A
1988/02/03,17092,17092,17092,17092,0.0,0.00%,17092,17087,16311,16065,90,N/A
1988/02/02,17092,17092,17092,17092,0.0,0.00%,17092,17084,16291,16053,60,N/A
1988/02/01,17092,17092,17092,17092,0.0,0.00%,17092,17081,16270,16042,260,N/A
1988/01/30,17092,17092,17092,17092,0.0,0.00%,17092,17078,16250,16030,0,N/A
1988/01/29,17092,17092,17092,17092,0.0,0.00%,17092,17075,16229,16018,0,N/A
1988/01/28,17092,17092,17092,17092,0.0,0.00%,17092,17072,16208,16006,0,N/A
1988/01/27,17092,17092,17092,17092,0.0,0.00%,17092,17069,16188,15995,0,N/A
1988/01/26,17092,17092,17092,17092,0.0,0.00%,17092,17078,16167,15983,20,N/A
1988/01/25,17092,17092,17092,17092,0.0,0.00%,17092,17104,16147,15971,20,N/A
1988/01/23,17092,17092,17092,17092,0.0,0.00%,17092,17101,16126,15959,0,N/A
1988/01/22,17092,17092,17092,17092,0.0,0.00%,17092,17069,16106,15948,20,N/A
1988/01/21,17092,17092,17092,17092,0.0,0.00%,17092,17022,16085,15936,40,N/A
1988/01/20,17092,17092,17092,17092,0.0,0.00%,17092,16946,16065,15924,10,N/A
1988/01/19,17092,17092,17092,17092,0.0,0.00%,17092,16869,16044,15910,80,N/A
1988/01/18,17092,17092,17092,17092,0.0,0.00%,17081,16793,16023,15896,20,N/A
1988/01/16,17092,17092,17092,17092,0.0,0.00%,17069,16717,16003,15882,0,N/A
1988/01/15,17092,17092,17092,17092,0.0,0.00%,17057,16611,15986,15868,30,N/A
1988/01/14,17092,17092,17092,17092,▲59,＋0.34%,17045,16520,15970,15852,120,N/A
1988/01/13,17034,17034,17034,17034,0.0,0.00%,17034,16429,15951,15835,0,N/A
1988/01/12,17034,17034,17034,17034,0.0,0.00%,17034,16341,15933,15819,0,N/A
1988/01/11,17034,17034,17034,17034,0.0,0.00%,17034,16253,15916,15802,10,N/A
1988/01/09,17034,17034,17034,17034,0.0,0.00%,17034,16164,15898,15785,0,N/A
1988/01/08,17034,17034,17034,17034,0.0,0.00%,17081,16076,15881,15766,30,N/A
1988/01/07,17034,17034,17034,17034,0.0,0.00%,17198,15988,15863,15748,30,N/A
1988/01/06,17034,17034,17034,17034,0.0,0.00%,17198,15900,15845,15729,100,N/A
1988/01/05,17034,17034,17034,17034,▼235,－1.36%,17081,15812,15828,15710,30,N/A
1988/01/04,17269,17269,17269,17269,▼352,－2.00%,16904,15724,15810,15692,0,N/A
1987/12/26,17621,17621,17621,17621,▲587,＋3.45%,16564,15624,15788,15671,0,N/A
1987/12/24,17034,17034,17034,17034,▲587,＋3.57%,16153,15507,15759,15648,50100,N/A
1987/12/23,16446,16446,16446,16446,▲294,＋1.82%,15859,15418,15740,15629,0,N/A
1987/12/22,16153,16153,16153,16153,▲587,＋3.77%,15683,15389,15730,15615,50,N/A
1987/12/21,15565,15565,15565,15565,0.0,0.00%,15448,15374,15725,15604,0,N/A
1987/12/19,15565,15565,15565,15565,0.0,0.00%,15389,15389,15730,15598,0,N/A
1987/12/18,15565,15565,15565,15565,0.0,0.00%,15330,15404,15735,15591,0,N/A
1987/12/17,15565,15565,15565,15565,▲587,＋3.92%,15272,15418,15740,15584,10,N/A
1987/12/15,14978,14978,14978,14978,▼294,－1.92%,15213,15433,15744,15577,20,N/A
1987/12/14,15272,15272,15272,15272,0.0,0.00%,15272,15477,15759,15575,0,N/A
1987/12/12,15272,15272,15272,15272,0.0,0.00%,15272,15507,15769,15571,0,N/A
1987/12/11,15272,15272,15272,15272,0.0,0.00%,15272,15536,15776,15567,0,N/A
1987/12/10,15272,15272,15272,15272,0.0,0.00%,15272,15565,15783,15562,0,N/A
1987/12/09,15272,15272,15272,15272,0.0,0.00%,15272,15595,15789,15558,0,N/A
1987/12/08,15272,15272,15272,15272,0.0,0.00%,15272,15624,15796,15553,0,N/A
1987/12/07,15272,15272,15272,15272,0.0,0.00%,15272,15653,15803,15547,0,N/A
1987/12/05,15272,15272,15272,15272,0.0,0.00%,15272,15683,15810,15542,0,N/A
1987/12/04,15272,15272,15272,15272,0.0,0.00%,15272,15712,15817,15537,0,N/A
1987/12/03,15272,15272,15272,15272,0.0,0.00%,15389,15742,15824,15531,0,N/A
1987/12/02,15272,15272,15272,15272,0.0,0.00%,15507,15771,15831,15526,0,N/A
1987/12/01,15272,15272,15272,15272,0.0,0.00%,15624,15800,15837,15519,0,N/A
1987/11/30,15272,15272,15272,15272,▼587,－3.70%,15742,15830,15844,15507,10,N/A
1987/11/28,15859,15859,15859,15859,0.0,0.00%,15859,15859,15851,15496,0,N/A
1987/11/27,15859,15859,15859,15859,0.0,0.00%,15859,15859,15848,15479,0,N/A
1987/11/26,15859,15859,15859,15859,0.0,0.00%,15859,15859,15845,15462,0,N/A
1987/11/25,15859,15859,15859,15859,0.0,0.00%,15859,15859,15842,15446,0,N/A
1987/11/24,15859,15859,15859,15859,0.0,0.00%,15859,15859,15839,15429,0,N/A
1987/11/23,15859,15859,15859,15859,0.0,0.00%,15859,15859,15836,15412,90,N/A
1987/11/21,15859,15859,15859,15859,0.0,0.00%,15859,15859,15834,15396,0,N/A
1987/11/20,15859,15859,15859,15859,0.0,0.00%,15859,15871,15831,15374,0,N/A
1987/11/19,15859,15859,15859,15859,0.0,0.00%,15859,15882,15828,15353,0,N/A
1987/11/18,15859,15859,15859,15859,0.0,0.00%,15859,15888,15825,15331,0,N/A
1987/11/17,15859,15859,15859,15859,0.0,0.00%,15859,15894,15822,15310,0,N/A
1987/11/16,15859,15859,15859,15859,0.0,0.00%,15859,15900,15819,15288,30,N/A
1987/11/14,15859,15859,15859,15859,0.0,0.00%,15859,15906,15816,15266,0,N/A
1987/11/13,15859,15859,15859,15859,0.0,0.00%,15859,15912,15813,15245,0,N/A
1987/11/12,15859,15859,15859,15859,0.0,0.00%,15859,15918,15810,15223,0,N/A
1987/11/11,15859,15859,15859,15859,0.0,0.00%,15859,15924,15807,15202,0,N/A
1987/11/10,15859,15859,15859,15859,0.0,0.00%,15859,15929,15804,15180,10,N/A
1987/11/09,15859,15859,15859,15859,0.0,0.00%,15859,15935,15801,15159,0,N/A
1987/11/07,15859,15859,15859,15859,0.0,0.00%,15859,15941,15798,15137,0,N/A
1987/11/06,15859,15859,15859,15859,0.0,0.00%,15859,15941,15795,15116,0,N/A
1987/11/05,15859,15859,15859,15859,0.0,0.00%,15859,15941,15792,15092,0,N/A
1987/11/04,15859,15859,15859,15859,0.0,0.00%,15859,15941,15789,15069,60,N/A
1987/11/03,15859,15859,15859,15859,0.0,0.00%,15906,15941,15787,15045,10,N/A
1987/11/02,15859,15859,15859,15859,0.0,0.00%,15953,15941,15784,15022,0,N/A
1987/10/31,15859,15859,15859,15859,0.0,0.00%,15976,15941,15777,14997,0,N/A
1987/10/30,15859,15859,15859,15859,▼235,－1.46%,16000,15941,15769,14975,10,N/A
1987/10/29,16094,16094,16094,16094,0.0,0.00%,16023,15941,15761,14953,0,N/A
1987/10/28,16094,16094,16094,16094,▲117,＋0.74%,16000,15929,15749,14932,30,N/A
1987/10/26,15976,15976,15976,15976,0.0,0.00%,15976,15918,15735,14913,0,N/A
1987/10/24,15976,15976,15976,15976,0.0,0.00%,15976,15903,15719,14894,0,N/A
1987/10/23,15976,15976,15976,15976,0.0,0.00%,15976,15888,15704,14879,10,N/A
1987/10/22,15976,15976,15976,15976,0.0,0.00%,15976,15874,15688,14866,90,N/A
1987/10/21,15976,15976,15976,15976,0.0,0.00%,15976,15859,15672,14855,200,N/A
1987/10/20,15976,15976,15976,15976,0.0,0.00%,15976,15844,15652,14844,0,N/A
1987/10/19,15976,15976,15976,15976,0.0,0.00%,15953,15830,15632,14833,10,N/A
1987/10/17,15976,15976,15976,15976,0.0,0.00%,15929,15815,15613,14823,0,N/A
1987/10/16,15976,15976,15976,15976,0.0,0.00%,15906,15800,15593,14812,0,N/A
1987/10/15,15976,15976,15976,15976,▲117,＋0.74%,15882,15786,15574,14801,0,N/A
1987/10/14,15859,15859,15859,15859,0.0,0.00%,15859,15771,15554,14791,10,N/A
1987/10/13,15859,15859,15859,15859,0.0,0.00%,15859,15762,15536,14784,0,N/A
1987/10/12,15565,15859,15565,15859,0.0,0.00%,15859,15753,15519,14779,20,N/A
1987/10/10,15859,15859,15859,15859,0.0,0.00%,15859,15744,15501,14774,0,N/A
1987/10/06,15859,15859,15859,15859,0.0,0.00%,15859,15736,15484,14769,0,N/A
1987/10/05,15859,15859,15859,15859,0.0,0.00%,15859,15727,15466,14767,0,N/A
1987/10/02,15859,15859,15859,15859,0.0,0.00%,15824,15718,15447,14767,0,N/A
1987/09/30,15859,15859,15859,15859,0.0,0.00%,15788,15709,15429,14767,0,N/A
1987/09/29,15859,15859,15859,15859,0.0,0.00%,15753,15700,15410,14767,0,N/A
1987/09/28,15859,15859,15859,15859,▲176,＋1.12%,15718,15692,15392,14767,0,N/A
1987/09/26,15683,15683,15683,15683,0.0,0.00%,15683,15683,15373,14768,0,N/A
1987/09/25,15683,15683,15683,15683,0.0,0.00%,15683,15683,15357,14771,10,N/A
1987/09/24,15683,15683,15683,15683,0.0,0.00%,15683,15683,15342,14774,0,N/A
1987/09/23,15683,15683,15683,15683,0.0,0.00%,15683,15683,15326,14777,0,N/A
1987/09/22,15683,15683,15683,15683,0.0,0.00%,15683,15683,15309,14780,0,N/A
1987/09/21,15683,15683,15683,15683,0.0,0.00%,15683,15683,15292,14783,0,N/A
1987/09/19,15683,15683,15683,15683,0.0,0.00%,15683,15683,15274,14786,0,N/A
1987/09/18,15683,15683,15683,15683,0.0,0.00%,15683,15683,15256,14789,100,N/A
1987/09/17,15683,15683,15683,15683,0.0,0.00%,15683,15683,15239,14792,10,N/A
1987/09/16,15683,15683,15683,15683,0.0,0.00%,15683,15683,15221,14795,0,N/A
1987/09/15,15683,15683,15683,15683,0.0,0.00%,15683,15683,15201,14800,0,N/A
1987/09/14,15683,15683,15683,15683,0.0,0.00%,15683,15683,15170,14805,20,N/A
1987/09/12,15683,15683,15683,15683,0.0,0.00%,15683,15683,15140,14808,0,N/A
1987/09/11,15683,15683,15683,15683,0.0,0.00%,15683,15683,15110,14809,10,N/A
1987/09/10,15683,15683,15683,15683,0.0,0.00%,15683,15683,15079,14808,0,N/A
1987/09/09,15683,15683,15683,15683,0.0,0.00%,15683,15683,15049,14806,0,N/A
1987/09/08,15683,15683,15683,15683,0.0,0.00%,15683,15671,15019,14802,20,N/A
1987/09/07,15683,15683,15683,15683,0.0,0.00%,15683,15656,14988,14797,250,N/A
1987/09/05,15683,15683,15683,15683,0.0,0.00%,15683,15642,14958,14788,0,N/A
1987/09/04,15683,15683,15683,15683,0.0,0.00%,15683,15625,14918,14780,10,N/A
1987/09/03,15683,15683,15683,15683,0.0,0.00%,15683,15605,14878,14772,10,N/A
1987/09/02,15683,15683,15683,15683,0.0,0.00%,15683,15573,14837,14766,0,N/A
1987/09/01,15683,15683,15683,15683,0.0,0.00%,15683,15540,14797,14762,20,N/A
1987/08/31,15683,15683,15683,15683,0.0,0.00%,15683,15508,14757,14761,20,N/A
1987/08/29,15677,15683,15677,15683,0.0,0.00%,15683,15473,14717,14763,30,N/A
1987/08/28,15683,15683,15683,15683,0.0,0.00%,15683,15429,14677,14767,30,N/A
1987/08/27,15683,15683,15683,15683,0.0,0.00%,15683,15385,14637,14768,30,N/A
1987/08/26,15683,15683,15683,15683,0.0,0.00%,15683,15341,14597,14770,10,N/A
1987/08/25,15683,15683,15683,15683,0.0,0.00%,15683,15297,14556,14774,10,N/A
1987/08/24,15683,15683,15683,15683,0.0,0.00%,15683,15253,14516,14778,40,N/A
1987/08/22,15683,15683,15683,15683,0.0,0.00%,15683,15208,14476,14781,0,N/A
1987/08/21,15683,15683,15683,15683,0.0,0.00%,15636,15164,14436,14785,40,N/A
1987/08/20,15683,15683,15683,15683,0.0,0.00%,15577,15120,14392,14789,10,N/A
1987/08/19,15683,15683,15683,15683,0.0,0.00%,15518,15076,14348,14793,70,N/A
1987/08/18,15683,15683,15683,15683,▲235,＋1.52%,15454,15032,14304,14798,20,N/A
1987/08/17,15448,15448,15448,15448,▲59,＋0.38%,15371,14988,14260,14804,10,N/A
1987/08/14,15389,15389,15389,15389,0.0,0.00%,15289,14953,14218,14814,10,N/A
1987/08/13,15389,15389,15389,15389,▲29,＋0.19%,15219,14921,14182,14824,0,N/A
1987/08/12,15360,15360,15360,15360,▲88,＋0.58%,15148,14888,14145,14830,0,N/A
1987/08/11,15037,15272,15037,15272,▲235,＋1.56%,15072,14858,14114,14830,70,N/A
1987/08/10,15037,15037,15037,15037,0.0,0.00%,14978,14831,14090,14827,0,N/A
1987/08/08,15037,15037,15037,15037,0.0,0.00%,14931,14816,14069,14821,0,N/A
1987/08/07,15037,15037,15037,15037,▲59,＋0.39%,14884,14802,14054,14809,0,N/A
1987/08/06,14802,14978,14802,14978,▲176,＋1.19%,14837,14787,14043,14793,40,N/A
