[일시]동일방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2009/01/06,45057,45507,44696,45507,▲1352,＋3.06%,45291,43949,43307,51234,570,59041
2009/01/05,46859,46859,44156,44156,▼1712,－3.73%,45021,43882,43343,51382,5,59041
2009/01/02,45868,45868,45868,45868,0.0,0.00%,45021,43879,43431,51544,0,59041
2008/12/30,46408,46408,45868,45868,▲811,＋1.80%,44378,43706,43491,51692,301,59041
2008/12/29,45057,45057,45057,45057,▲901,＋2.04%,43682,43620,43605,51837,20,59041
2008/12/26,44156,44950,44156,44156,0.0,0.00%,43237,43575,43757,52012,60,59041
2008/12/24,42831,44156,42831,44156,▲1501,＋3.52%,43007,43575,43927,52220,261,59045
2008/12/23,42389,43317,42389,42654,▲265,＋0.63%,43007,43575,44117,52430,970,59045
2008/12/22,42831,44244,42389,42389,▼442,－1.03%,43219,43690,44338,52652,1046,59495
2008/12/19,42919,42919,42831,42831,▼177,－0.41%,43308,43880,44563,52858,2020,59961
2008/12/18,44156,44156,42963,43007,▼1148,－2.60%,43237,44030,44784,53071,1111,59961
2008/12/17,42831,44156,42478,44156,▲442,＋1.01%,43396,44041,45012,53296,970,60961
2008/12/16,42433,43714,42433,43714,▲883,＋2.06%,43325,44041,45223,53514,150,61381
2008/12/15,44156,44420,42522,42831,▲353,＋0.83%,43449,44063,45452,53736,1190,61388
2008/12/12,42919,44156,42345,42478,▼1325,－3.02%,43696,44094,45710,53967,1410,62128
2008/12/11,45922,45922,43802,43802,0.0,0.00%,44032,44142,45931,54201,720,63358
2008/12/10,42036,44950,42036,43802,▼530,－1.20%,44103,44087,46144,54425,582,63360
2008/12/09,44420,44420,44332,44332,▲265,＋0.60%,44164,43972,46352,54648,620,63683
2008/12/08,43272,46805,43272,44067,▼88,－0.20%,43776,43844,46569,54869,351,64083
2008/12/05,44067,44156,44067,44156,0.0,0.00%,43793,43760,46786,55090,122,64203
2008/12/04,41285,45392,41285,44156,▲44,＋0.10%,43793,43628,47004,55306,391,64203
2008/12/03,44111,44111,44111,44111,▲1722,＋4.06%,43793,43650,47230,55520,20,64203
2008/12/02,43052,43052,42036,42389,▼1766,－4.00%,43802,43621,47446,55747,160,64203
2008/12/01,43405,44156,42919,44156,0.0,0.00%,44314,43467,47698,55990,515,64338
2008/11/28,43272,45215,42875,44156,0.0,0.00%,44721,43131,47923,56228,64,64808
2008/11/27,44156,44156,44156,44156,0.0,0.00%,45056,42760,48151,56477,14,64838
2008/11/26,44111,44156,44067,44156,▼795,－1.77%,44871,42509,48386,56725,145,64838
2008/11/25,42919,46187,41065,44950,▼1236,－2.68%,44871,42080,48632,56935,104,64838
2008/11/24,42610,48130,42610,46187,▲353,＋0.77%,44712,41674,48879,57160,10,64838
2008/11/21,43670,45833,43670,45833,▲2605,＋6.03%,44164,41215,49105,57365,150,64838
2008/11/20,41595,43272,40888,43228,▼927,－2.10%,43687,40762,49339,57575,1019,64838
2008/11/19,40226,44156,39917,44156,0.0,0.00%,43582,40764,49626,57797,503,65632
2008/11/18,44332,44509,44156,44156,▲706,＋1.63%,43052,40641,49918,58017,1180,65683
2008/11/17,41550,44111,41550,43449,0.0,0.00%,42575,40751,50190,58229,170,66433
2008/11/14,43935,43979,42787,43449,▲751,＋1.76%,42363,40932,50482,58438,190,66433
2008/11/13,41506,43714,41506,42698,▲1192,＋2.87%,41974,41113,50786,58621,330,66473
2008/11/12,41771,41771,40270,41506,▼265,－0.63%,42354,41195,51131,58839,141,66513
2008/11/11,41948,42301,41506,41771,▼618,－1.46%,42760,41495,51474,59052,81,66513
2008/11/10,40446,42389,39961,42389,▲883,＋2.13%,42266,41769,51816,59250,401,66513
2008/11/07,44509,44509,39961,41506,▼3091,－6.93%,41277,41950,52168,59440,1699,66864
2008/11/06,43537,44597,43537,44597,▲1060,＋2.43%,40323,42343,52536,59632,97,68495
2008/11/05,39784,44156,39784,43537,▲4239,＋10.79%,39228,42497,52837,59798,91,68495
2008/11/04,39298,41065,39298,39298,▲1855,＋4.95%,37638,42793,53163,59969,140,68516
2008/11/03,38548,38592,36693,37444,▲706,＋1.92%,37144,43301,53553,60178,1270,68536
2008/10/31,41065,42433,34795,36737,▼2384,－6.09%,37055,44065,53951,60404,2216,69106
2008/10/30,37356,39122,36428,39122,▲3532,＋9.93%,37064,44935,54362,60630,1410,70046
2008/10/29,36826,36826,33735,35589,▼1236,－3.36%,37894,45699,54730,60857,1000,70346
2008/10/28,36958,36958,34044,36826,▼177,－0.48%,39113,46697,55172,61123,950,70616
2008/10/27,33779,37002,31350,37002,▲221,＋0.60%,41020,47650,55593,61380,420,70616
2008/10/24,37532,44067,36782,36782,▼6491,－15.00%,43034,48595,56016,61642,900,70616
2008/10/23,43272,43272,40623,43272,▲1590,＋3.81%,45092,49560,56447,61905,40,71466
2008/10/22,41506,46363,41506,41683,▼4680,－10.10%,45304,50231,56765,62115,1472,71486
2008/10/21,45657,47158,43846,46363,▼706,－1.50%,46469,50986,57108,62327,78,71496
2008/10/20,45657,47600,45657,47070,0.0,0.00%,46646,51543,57379,62496,26,71496
2008/10/17,47246,47246,42433,47070,▲2738,＋6.18%,46434,52104,57632,62677,50,71496
2008/10/16,44597,44862,44332,44332,▼3179,－6.69%,46893,52536,57882,62858,623,71496
2008/10/15,47335,47600,47335,47511,▲265,＋0.56%,47564,53150,58187,63047,5,71496
2008/10/14,46540,47688,46540,47246,▲1236,＋2.69%,47953,53587,58428,63212,679,71496
2008/10/13,49189,49278,45922,46010,▼3356,－6.80%,48394,54095,58674,63368,258,71496
2008/10/10,47688,49454,45833,49366,▲1678,＋3.52%,49737,54647,58939,63534,554,71596
2008/10/09,50161,50161,47600,47688,▼1766,－3.57%,50691,55040,59161,63672,147,71596
2008/10/08,49013,49454,47335,49454,0.0,0.00%,52033,55543,59422,63823,1934,71652
2008/10/07,48483,52368,48483,49454,▼3268,－6.20%,53252,55923,59657,63963,626,71652
2008/10/06,56254,56254,52545,52722,▼1413,－2.61%,54541,56325,59893,64104,559,71652
2008/10/02,54576,54576,52987,54135,▼265,－0.49%,55177,56572,60069,64222,438,71652
2008/10/01,54753,54753,54400,54400,▼1148,－2.07%,55565,56758,60266,64326,6,71652
2008/09/30,49013,55901,49013,55548,▼353,－0.63%,56025,56952,60512,64421,460,71652
2008/09/29,56254,56254,55636,55901,0.0,0.00%,56272,57120,60742,64505,23,71892
2008/09/26,56078,56078,55194,55901,▼177,－0.31%,56590,57314,60966,64591,686,71892
2008/09/25,55283,56166,55283,56078,▼618,－1.09%,57067,57504,61152,64677,366,72490
2008/09/24,58197,58197,56696,56696,▼88,－0.16%,56996,57694,61359,64763,34,72490
2008/09/23,56784,56784,56784,56784,▼706,－1.23%,56978,57883,61581,64850,15,72490
2008/09/22,58374,58374,56519,57490,▼795,－1.36%,56872,58126,61804,64923,155,72490
2008/09/19,56078,58285,55989,58285,▲2561,＋4.60%,56855,58276,62019,64996,1982,72490
2008/09/18,60052,60670,53870,55724,▼883,－1.56%,56607,58409,62224,65062,72,72540
2008/09/17,57402,58020,56607,56607,▲353,＋0.63%,56908,58709,62471,65141,100,72540
2008/09/16,57579,57579,55724,56254,▼1148,－2.00%,57137,59049,62705,65221,333,72540
2008/09/12,57402,57755,57137,57402,▲353,＋0.62%,57296,59341,62945,65307,9,72540
2008/09/11,57049,57844,57049,57049,▼177,－0.31%,57314,59583,63169,65388,116,72540
2008/09/10,57226,58285,57226,57226,▼530,－0.92%,57438,59906,63394,65474,85,72540
2008/09/09,57579,59963,57579,57755,▲706,＋1.24%,57561,60224,63609,65555,18,72540
2008/09/08,57844,57844,56961,57049,▼442,－0.77%,57667,60471,63811,65632,970,72540
2008/09/05,57490,57844,57490,57490,▼177,－0.31%,58038,60771,64049,65709,22,72700
2008/09/04,58285,58285,57579,57667,▼177,－0.31%,58497,61032,64283,65781,49,72704
2008/09/03,58285,58285,57402,57844,▼442,－0.76%,58903,61217,64533,65861,539,72744
2008/09/02,58903,60758,58285,58285,▼618,－1.05%,59310,61394,64803,65943,869,72744
2008/09/01,61818,61818,58903,58903,▼883,－1.48%,59751,61540,65065,66028,1454,72744
2008/08/29,59168,59787,59168,59787,▲88,＋0.15%,60299,61699,65237,66110,59,72744
2008/08/28,59875,60316,59610,59698,▼177,－0.29%,60440,61813,65441,66182,1786,72744
2008/08/27,59698,60493,59698,59875,▼618,－1.02%,60687,61950,65625,66258,247,72814
2008/08/26,60846,60846,60493,60493,▼1148,－1.86%,61058,62087,65812,66333,44,72934
2008/08/25,60493,61818,60228,61641,▲1148,＋1.90%,61641,62180,65967,66408,364,72944
2008/08/22,61023,61023,60405,60493,▼442,－0.72%,61729,62211,66116,66454,224,72944
2008/08/21,61818,61818,60935,60935,▼795,－1.29%,62083,62317,66269,66531,465,72944
2008/08/20,61994,63319,61729,61729,▼1678,－2.65%,62595,62383,66394,66606,98,72944
2008/08/19,60581,64026,60581,63407,▲1325,＋2.13%,62966,62401,66456,66677,562,72944
2008/08/18,63496,63496,62083,62083,▼177,－0.28%,62824,62361,66547,66731,56,73122
2008/08/14,62789,63231,62259,62259,▼1236,－1.95%,63019,62356,66629,66801,70,73156
2008/08/13,63496,63496,63496,63496,▼88,－0.14%,63107,62343,66684,66870,0,73186
2008/08/12,63407,63584,63407,63584,▲883,＋1.41%,62683,62264,66713,66929,89,73186
2008/08/11,61818,62877,61818,62701,▼353,－0.56%,62242,62220,66729,66988,36,73209
2008/08/08,63319,63319,63054,63054,▲353,＋0.56%,61941,62250,66759,67049,3,73217
2008/08/07,61818,62877,61200,62701,▲1325,＋2.16%,61747,62277,66775,67116,115,73217
2008/08/06,61818,62613,61376,61376,0.0,0.00%,61623,62321,66804,67178,85,73217
2008/08/05,61023,62436,61023,61376,▲177,＋0.29%,61835,62418,66857,67257,52,73217
2008/08/04,62524,62701,59257,61200,▼883,－1.42%,62083,62648,66897,67333,49,73217
2008/08/01,62083,63496,62083,62083,0.0,0.00%,62312,63045,66984,67402,242,73227
2008/07/31,62613,62613,61906,62083,▼353,－0.57%,62348,63407,67075,67464,137,73227
2008/07/30,62789,62789,62436,62436,▼177,－0.28%,62454,63769,67168,67523,22,73227
2008/07/29,62613,62613,62613,62613,▲265,＋0.42%,62418,64003,67268,67575,3,73227
2008/07/28,62259,62436,62259,62348,▲88,＋0.14%,62312,64295,67362,67626,37,73227
2008/07/25,63142,63142,62259,62259,▼353,－0.56%,62365,64679,67465,67673,198,73227
2008/07/24,62171,63672,62171,62613,▲353,＋0.57%,62312,65076,67546,67719,36,73227
2008/07/23,62171,62348,62083,62259,▲177,＋0.28%,62189,65465,67614,67764,206,73227
2008/07/22,64290,64290,62083,62083,▼530,－0.85%,62118,65880,67721,67818,117,73227
2008/07/21,62083,62701,61994,62613,▲618,＋1.00%,62242,66304,67833,67851,346,73227
2008/07/18,61994,62789,61994,61994,0.0,0.00%,62383,66706,67908,67881,128,73227
2008/07/17,62701,63142,61818,61994,▲88,＋0.14%,62701,67138,67995,67921,389,73227
2008/07/16,62877,62877,61906,61906,▼795,－1.27%,63019,67580,68063,67962,625,73227
2008/07/15,63319,63407,62083,62701,▼618,－0.98%,63301,68013,68129,67980,111,73317
2008/07/14,64026,64026,63319,63319,▼265,－0.42%,63955,68384,68183,67992,58,73317
2008/07/11,63142,64026,63142,63584,0.0,0.00%,65121,68710,68225,68005,392,73317
2008/07/10,63584,64026,63319,63584,▲265,＋0.42%,66269,69099,68269,68022,1534,73317
2008/07/09,65968,67823,63054,63319,▼2649,－4.02%,67417,69496,68314,68044,2041,73317
2008/07/08,69766,70649,63142,65968,▼3179,－4.60%,68176,69964,68375,68075,2344,73317
2008/07/07,68529,69148,67116,69148,▼177,－0.25%,68671,70366,68385,68088,542,73364
2008/07/04,67558,70649,67558,69324,0.0,0.00%,68847,70609,68331,68078,264,73364
2008/07/03,67116,69324,66587,69324,▲2208,＋3.29%,69024,70605,68267,68077,3067,73364
2008/07/02,68794,68883,67116,67116,▼1325,－1.94%,69236,70742,68216,68081,629,73424
2008/07/01,68883,69766,68441,68441,▼1590,－2.27%,69925,70923,68201,68109,95,73424
2008/06/30,67381,70031,67381,70031,▼177,－0.25%,70349,71055,68167,68126,284,73424
2008/06/27,70384,70384,67735,70207,▼177,－0.25%,70472,71042,68119,68130,498,73424
2008/06/26,69148,70561,69148,70384,▼177,－0.25%,70561,71059,68042,68158,322,73424
2008/06/25,67293,70649,67293,70561,0.0,0.00%,70649,71024,67973,68186,241,73424
2008/06/24,65968,70561,65968,70561,▼88,－0.12%,70649,70918,67901,68203,211,73470
2008/06/23,70649,70737,69766,70649,0.0,0.00%,70561,70662,67811,68207,618,73644
2008/06/20,70649,70649,69942,70649,▼177,－0.25%,70402,70574,67736,68189,11,73644
2008/06/19,70825,70825,69236,70825,▲265,＋0.38%,70543,70393,67670,68170,1082,73644
2008/06/18,70207,70649,70207,70561,▲442,＋0.63%,70684,70128,67607,68158,236,73703
2008/06/17,66763,70207,66763,70119,▲265,＋0.38%,71108,69863,67554,68141,54,73709
2008/06/16,71355,71355,69854,69854,▼1501,－2.10%,71885,69585,67501,68127,4,73729
2008/06/13,71355,71444,69854,71355,▼177,－0.25%,72715,69315,67453,68112,161,73729
2008/06/12,72238,72238,69501,71532,▼1148,－1.58%,72291,68949,67368,68071,1125,73759
2008/06/11,72592,73298,71974,72680,▼1325,－1.79%,72397,68596,67280,68024,537,73759
2008/06/10,74005,74005,72327,74005,0.0,0.00%,72009,68189,67189,67969,1467,73759
2008/06/09,71620,74093,69501,74005,▲4769,＋6.89%,71426,67677,67083,67926,1356,73759
2008/06/05,72062,72062,68176,69236,▼2826,－3.92%,70578,67297,66991,67882,213,73759
2008/06/04,68000,72150,68000,72062,▲1325,＋1.87%,70843,67214,66984,67881,90,73759
2008/06/03,66675,70825,66675,70737,▼353,－0.50%,70366,66993,66922,67855,421,73759
2008/06/02,69766,74181,67646,71090,▲1325,＋1.90%,69907,66878,66891,67841,446,73769
2008/05/30,67205,69766,67205,69766,▼795,－1.13%,68777,66737,66853,67826,572,73769
2008/05/29,70649,70737,69766,70561,▲883,＋1.27%,68600,66675,66850,67829,261,73769
2008/05/28,68441,70649,67116,69677,▲1236,＋1.81%,67894,66503,66793,67826,2115,73769
2008/05/27,69148,69148,65615,68441,▲3003,＋4.59%,67063,66353,66793,67843,301,73769
2008/05/26,71355,71355,65438,65438,▼3444,－5.00%,66428,66366,66819,67875,62,73805
2008/05/23,67028,69236,67028,68883,▲1855,＋2.77%,66251,66534,66899,67938,272,73798
2008/05/22,65262,67116,65262,67028,▲1501,＋2.29%,65368,66445,66915,67967,412,73735
2008/05/21,66145,66145,65262,65527,▲265,＋0.41%,64767,66454,66974,68006,668,73735
2008/05/20,65968,65968,64555,65262,▲706,＋1.09%,64555,66481,67056,68059,884,73735
2008/05/19,64202,65703,64202,64555,▲88,＋0.14%,64414,66511,67146,68136,537,73645
2008/05/16,64467,64467,64026,64467,▲442,＋0.69%,64255,66582,67247,68226,733,73645
2008/05/15,64379,64467,63849,64026,▼442,－0.68%,64644,66648,67340,68305,1295,73645
2008/05/14,64555,64555,64114,64467,▼88,－0.14%,65350,66759,67456,68378,654,73645
2008/05/13,63761,65174,63761,64555,▲795,＋1.25%,65986,66851,67552,68463,134,73645
2008/05/09,66410,66410,62524,63761,▼2649,－3.99%,66763,66971,67657,68546,5137,73645
2008/05/08,66410,67558,66322,66410,▼1148,－1.70%,67664,67112,67768,68641,379,73645
2008/05/07,67116,67558,67116,67558,▼88,－0.13%,68088,67085,67820,68720,84,73645
2008/05/06,67116,68000,67116,67646,▼795,－1.16%,68000,66984,67854,68791,55,73645
2008/05/02,68529,68529,68000,68441,▲177,＋0.26%,67805,66913,67877,68866,134,73649
2008/04/30,68264,68529,68264,68264,▼265,－0.39%,67858,66803,67882,68936,121,73649
2008/04/29,67646,70649,67116,68529,▲1413,＋2.11%,67964,66710,67891,69001,140,73649
2008/04/28,66675,68794,66498,67116,▲442,＋0.66%,67682,66640,67882,69057,96,73619
2008/04/25,66675,66675,66675,66675,▼2031,－2.96%,67699,66564,67892,69133,7,73619
2008/04/24,67470,68706,67293,68706,▼88,－0.13%,67576,66542,67914,69200,62,73619
2008/04/23,65350,68794,65350,68794,▲1678,＋2.50%,67010,66419,67914,69243,176,73612
2008/04/22,67116,67116,66940,67116,▼88,－0.13%,66445,66238,67869,69298,366,73512
2008/04/21,66587,68000,66233,67205,▲1148,＋1.74%,66180,66189,67854,69360,1394,73362
2008/04/18,65880,66233,65262,66057,▲177,＋0.27%,65986,66163,67848,69417,351,73026
2008/04/17,65527,66145,65085,65880,▼88,－0.13%,66039,66211,67861,69488,347,72832
2008/04/16,65792,66057,64467,65968,▲177,＋0.27%,66251,66286,67832,69560,713,72678
2008/04/15,66233,66410,64467,65792,▼442,－0.67%,66375,66335,67801,69631,504,72863
2008/04/14,66233,68794,65703,66233,▼88,－0.13%,66392,66397,67786,69711,413,73036
2008/04/11,66322,68353,66322,66322,▼618,－0.92%,66251,66397,67776,69801,367,73089
2008/04/10,65792,67470,65792,66940,▲353,＋0.53%,66233,66392,67774,69898,816,70408
2008/04/08,65880,66587,65615,66587,▲706,＋1.07%,66092,66405,67776,69997,134,70279
2008/04/07,65527,65880,65174,65880,▲353,＋0.54%,66057,66458,67791,70105,218,70169
2008/04/04,66233,66233,65527,65527,▼706,－1.07%,66304,66591,67826,70222,773,70169
2008/04/03,66233,66233,65792,66233,0.0,0.00%,66322,66754,67886,70345,443,70169
2008/04/02,66322,66587,65703,66233,▼177,－0.27%,66322,66860,67947,70454,45,69822
2008/04/01,67823,67823,66410,66410,▼706,－1.05%,66322,66993,68017,70559,377,69822
2008/03/31,66233,67558,66233,67116,▲1501,＋2.29%,66074,67112,68085,70662,413,69725
2008/03/28,66145,66940,64026,65615,▼618,－0.93%,65880,67236,68141,70743,430,69725
2008/03/27,66233,66233,66233,66233,0.0,0.00%,66092,67311,68273,70836,5,69485
2008/03/26,65174,66940,64820,66233,▲1060,＋1.63%,66251,67483,68398,70919,604,69485
2008/03/25,66145,66145,65174,65174,▼971,－1.47%,66481,67673,68506,70996,21,69516
2008/03/24,66675,66675,65350,66145,▼530,－0.79%,66834,67924,68603,71081,50,69516
2008/03/21,67028,67028,65350,66675,▼353,－0.53%,67010,68110,68642,71143,89,69516
2008/03/20,66233,67028,65350,67028,▼353,－0.52%,66922,68304,68671,71201,163,69516
2008/03/19,66145,67381,65085,67381,▲442,＋0.66%,66763,68476,68709,71243,596,69516
2008/03/18,66851,66940,65174,66940,▼88,－0.13%,66728,68640,68728,71282,103,69516
2008/03/17,64467,67028,64467,67028,▲795,＋1.20%,66869,68825,68754,71334,526,69516
2008/03/14,65615,66233,64909,66233,0.0,0.00%,67169,68975,68770,71385,295,69516
2008/03/13,66587,67470,65350,66233,▼971,－1.45%,67682,69214,68774,71442,207,69516
2008/03/12,67646,67646,66322,67205,▼442,－0.65%,68105,69412,68768,71498,203,69505
2008/03/11,68441,68441,67646,67646,▼883,－1.29%,68441,69594,68750,71548,44,69500
2008/03/10,68794,68794,67823,68529,▼265,－0.39%,68671,69735,68770,71590,33,69500
2008/03/07,67381,68794,67381,68794,▲442,＋0.65%,68883,69783,68773,71646,96,69500
2008/03/06,67205,68883,67205,68353,▼530,－0.77%,68547,69823,68777,71695,442,69500
2008/03/05,68883,68883,67558,68883,▲88,＋0.13%,68812,69858,68789,71726,838,69500
2008/03/04,69324,69324,67558,68794,▼795,－1.14%,69042,69850,68791,71764,613,69500
2008/03/03,65880,69589,65880,69589,▲2473,＋3.68%,69324,69850,68800,71827,394,69500
2008/02/29,69677,69677,66233,67116,▼2561,－3.68%,69377,69770,68808,71886,458,69500
2008/02/28,70472,70472,68529,69677,▼353,－0.50%,70066,69801,68859,71972,137,69500
2008/02/27,70207,70207,70031,70031,▼177,－0.25%,70225,69717,68893,72041,14,69420
2008/02/26,69766,70207,69589,70207,▲353,＋0.51%,70349,69651,68931,72109,325,69420
2008/02/25,69766,70561,68883,69854,▼706,－1.00%,70437,69443,68978,72172,15,69420
2008/02/22,70914,70914,70561,70561,▲88,＋0.13%,70472,69262,69019,72241,17,69420
2008/02/21,70472,70649,70207,70472,▼177,－0.25%,70561,69077,69039,72307,26,69420
2008/02/20,70737,70737,70649,70649,0.0,0.00%,70508,68896,69061,72384,4,69420
2008/02/19,69766,71532,69766,70649,▲618,＋0.88%,70543,68569,69125,72438,139,69420
2008/02/18,70649,70914,68088,70031,▼971,－1.37%,70508,68242,69204,72489,202,69420
2008/02/15,67558,71355,67558,71002,▲795,＋1.13%,70402,67986,69270,72535,482,69332
2008/02/14,74976,74976,70031,70207,▼618,－0.87%,70119,67717,69299,72564,991,69332
2008/02/13,70825,70825,69766,70825,▲353,＋0.50%,69889,67518,69375,72665,486,69424
2008/02/12,70649,70649,69589,70472,▲971,＋1.40%,69465,67328,69434,72781,46,69300
2008/02/11,69501,70649,69324,69501,▼88,－0.13%,69130,67178,69515,72894,1137,69307
2008/02/05,69501,69589,68618,69589,▲530,＋0.77%,68830,67103,69619,73020,16,69366
2008/02/04,66233,71974,66233,69059,▲353,＋0.51%,68459,67081,69729,73160,471,69366
2008/02/01,68706,68706,68706,68706,▼88,－0.13%,68247,67121,69855,73296,0,69366
2008/01/31,68794,68794,68706,68794,▲795,＋1.17%,68247,67209,69991,73431,1252,69366
2008/01/30,67735,68000,66233,68000,▲265,＋0.39%,67699,67293,70110,73572,47,70316
2008/01/29,73298,73298,66675,67735,▼265,－0.39%,67346,67417,70233,73717,179,70278
2008/01/28,68706,70472,64644,68000,▼706,－1.03%,67169,67708,70373,73856,80,70278
2008/01/25,66675,69677,66675,68706,▲2649,＋4.01%,66940,67995,70486,73991,209,70278
2008/01/24,66233,66233,64467,66057,▼177,－0.27%,66021,68194,70572,74135,277,70278
2008/01/23,66145,66233,66145,66233,▼618,－0.92%,65633,68442,70727,74278,22,70278
2008/01/22,66851,67028,66851,66851,0.0,0.00%,65368,68552,70867,74419,29,70278
2008/01/21,64114,66851,64026,66851,▲2738,＋4.27%,65121,68632,70987,74553,133,70278
2008/01/18,64114,64467,63407,64114,0.0,0.00%,64997,68754,71114,74689,2572,70278
2008/01/17,64909,64909,63672,64114,▼795,－1.22%,65580,68974,71287,74830,328,71101
2008/01/16,65615,65615,64909,64909,▼706,－1.08%,66251,69195,71460,74967,2229,71264
2008/01/15,66233,66233,64820,65615,▼618,－0.93%,66869,69349,71636,75097,4432,72933
2008/01/14,64467,67028,64467,66233,▼795,－1.19%,67576,69390,71826,75222,31002,73952
2008/01/11,67116,67558,65792,67028,▼442,－0.65%,68300,69375,72021,75342,8072,100509
2008/01/10,68000,68000,67116,67470,▼530,－0.78%,68989,69328,72218,75455,1159,101568
2008/01/09,68441,68529,67911,68000,▼1148,－1.66%,69589,69398,72419,75580,1026,101156
2008/01/08,69148,69236,69059,69148,▼706,－1.01%,70084,69433,72618,75691,475,101396
2008/01/07,69324,69854,69148,69854,▼618,－0.88%,70967,69427,72804,75798,383,101780
2008/01/04,69148,70472,69148,70472,0.0,0.00%,71744,69386,72961,75897,48,101769
2008/01/03,70472,70472,70207,70472,0.0,0.00%,72185,69315,73100,75992,685,101806
2008/01/02,70649,70825,70472,70472,▼3091,－4.20%,72297,69256,73239,76094,555,102308
2007/12/28,73740,73740,69766,73563,▼177,－0.24%,71889,69237,73345,76197,995,102758
2007/12/27,74093,74093,71709,73740,▲1062,＋1.46%,70863,69067,73399,76269,20,102708
2007/12/26,73371,73371,72678,72678,▲1646,＋2.32%,69975,68966,73440,76339,71,102708
2007/12/24,67480,71465,67480,71032,▲2599,＋3.80%,69144,68949,73486,76424,734,102708
2007/12/21,68433,68433,68347,68433,0.0,0.00%,68641,69048,73558,76522,30162,102708
2007/12/20,67394,69473,67394,68433,▼866,－1.25%,68554,69243,73645,76641,215,132708
2007/12/18,68520,70945,66094,69299,▲780,＋1.14%,68156,69408,73732,76759,3790,132708
2007/12/17,71378,71465,68520,68520,0.0,0.00%,67480,69533,73778,76875,445,133888
2007/12/14,68000,68693,68000,68520,▲520,＋0.76%,66995,69832,73836,76984,235,133972
2007/12/13,66874,68433,66787,68000,▲1559,＋2.35%,67065,70174,73914,77103,728,134068
2007/12/12,65834,66874,65834,66441,▲520,＋0.79%,67203,70473,74000,77222,612,134068
2007/12/11,66094,67567,65401,65921,▼173,－0.26%,67723,70789,74110,77343,772,134112
2007/12/10,65055,67394,65055,66094,▼2772,－4.03%,68347,71231,74228,77492,533,134093
2007/12/07,68693,68866,68173,68866,▲173,＋0.25%,68936,71647,74347,77620,20,134192
2007/12/06,69040,69299,68693,68693,▼346,－0.50%,69022,71967,74410,77725,1200,134192
2007/12/05,69040,72331,69040,69040,0.0,0.00%,69299,72323,74519,77858,1642,134151
2007/12/04,73198,73198,68433,69040,0.0,0.00%,69525,72678,74612,78001,76,135679
2007/12/03,74497,74497,67567,69040,▼260,－0.37%,70062,73059,74663,78147,479,135694
2007/11/30,70079,70079,66787,69299,▼780,－1.11%,70720,73449,74737,78290,1924,135790
2007/11/29,70166,70166,69126,70079,▼87,－0.12%,71465,73782,74854,78420,203,135974
2007/11/28,71725,71725,69906,70166,▼1559,－2.17%,71916,74046,74963,78547,230,136014
2007/11/27,72331,72331,70166,71725,▼606,－0.84%,72227,74345,75086,78676,362,136057
2007/11/26,73024,73024,72331,72331,▼693,－0.95%,72245,74497,75190,78763,132,136033
2007/11/23,72331,73024,71638,73024,▲693,＋0.96%,72678,74575,75287,78832,865,135913
2007/11/22,71725,73457,71725,72331,▲606,＋0.85%,73146,74692,75366,78873,127,135845
2007/11/21,70166,72764,70166,71725,▼87,－0.12%,73475,74804,75463,78897,402,135845
2007/11/20,73631,73631,70166,71812,▼2685,－3.60%,73683,74921,75575,78927,719,135795
2007/11/19,75363,75623,74497,74497,▼866,－1.15%,74272,75056,75707,78939,152,135795
2007/11/16,72591,75363,72591,75363,▲1386,＋1.87%,74254,75056,75750,78912,181,135795
2007/11/15,73024,74930,73024,73977,▲1213,＋1.67%,74237,75012,75775,78879,407,135795
2007/11/14,74757,74757,72764,72764,▼1992,－2.67%,74601,75086,75801,78843,99,135795
2007/11/13,74930,74930,74410,74757,▲346,＋0.47%,75277,75298,75829,78821,630,135795
2007/11/12,73024,74757,73024,74410,▼866,－1.15%,75658,75458,75955,78778,382,135795
2007/11/09,73198,75363,73198,75277,▼520,－0.69%,76143,75679,76128,78743,337,135795
2007/11/08,76143,76143,74497,75796,▼346,－0.46%,76281,75892,76274,78698,710,135724
2007/11/07,76489,76489,75970,76143,▼520,－0.68%,76195,76099,76421,78653,1479,135724
2007/11/06,75363,76836,72851,76663,▼173,－0.23%,76195,76307,76590,78597,304,135594
2007/11/05,75363,80561,75363,76836,▲866,＋1.14%,75814,76437,76738,78543,1392,135594
2007/11/02,75363,76489,74497,75970,▲606,＋0.80%,75225,76537,76872,78482,1270,135594
2007/11/01,75363,75363,75017,75363,▼780,－1.02%,75103,76680,77034,78427,438,135594
2007/10/31,74757,76143,74584,76143,▲1386,＋1.85%,74947,76753,77201,78377,72,135447
2007/10/30,73891,79694,73891,74757,▲866,＋1.17%,74532,76784,77338,78321,985,135447
2007/10/29,74930,75190,72938,73891,▼1473,－1.95%,74480,76857,77496,78279,656,135187
2007/10/26,70252,77009,70252,75363,▲780,＋1.05%,74601,76935,77698,78238,1073,134734
2007/10/25,74064,75190,73891,74584,▲520,＋0.70%,74428,76935,77828,78178,875,134734
2007/10/24,74497,75710,73198,74064,▼433,－0.58%,74601,76888,77971,78123,183,134634
2007/10/23,74497,74930,72938,74497,0.0,0.00%,75190,76866,78119,78067,1013,134544
