[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2011/01/25,37600,39050,37300,38600,▲1200,＋3.21%,37330,35390,33567,29762,2317026,31729590
2011/01/24,36500,37450,35900,37400,▲700,＋1.91%,36920,35060,33466,29623,1062004,31818870
2011/01/21,37250,37400,36400,36700,▼550,－1.48%,36700,34853,33352,29488,1269897,31910700
2011/01/20,36600,38100,36600,37250,▲550,＋1.50%,36890,34668,33267,29353,1611097,31925340
2011/01/19,36600,37550,36500,36700,▲150,＋0.41%,36930,34475,33168,29203,1400497,32026040
2011/01/18,35800,36950,35650,36550,▲250,＋0.69%,37110,34333,33063,29058,1090833,32094096
2011/01/17,37300,37500,36200,36300,▼1350,－3.59%,36940,34115,32957,28912,1559906,32026276
2011/01/14,37400,37900,36550,37650,▲200,＋0.53%,36760,33928,32851,28761,1442147,32033363
2011/01/13,37500,38100,37100,37450,▼150,－0.40%,36290,33708,32684,28603,1774186,32019793
2011/01/12,36200,37750,35800,37600,▲1900,＋5.32%,35740,33508,32517,28446,2893797,32193948
2011/01/11,35600,36100,34900,35700,▲300,＋0.85%,35080,33288,32333,28289,1780641,31556718
2011/01/10,35300,35750,34700,35400,▲100,＋0.28%,34560,33098,32191,28149,1297174,31610635
2011/01/07,34950,35350,34450,35300,▲600,＋1.73%,33890,32940,32064,28005,1571207,31585005
2011/01/06,34650,35450,33800,34700,▲400,＋1.17%,33030,32788,31939,27865,3340074,31583093
2011/01/05,33100,34400,33000,34300,▲1200,＋3.63%,32530,32650,31797,27725,2981147,31388819
2011/01/04,32450,33100,32250,33100,▲1050,＋3.28%,32040,32558,31637,27588,1623380,31357961
2011/01/03,31400,32150,31200,32050,▲1050,＋3.39%,31820,32570,31500,27460,1255919,31315964
2010/12/30,32100,32300,31000,31000,▼1200,－3.73%,32060,32648,31406,27340,2574722,31224444
2010/12/29,31750,32700,31750,32200,▲350,＋1.10%,32460,32765,31325,27235,1243442,31839177
2010/12/28,32150,32750,31850,31850,▼150,－0.47%,32700,32823,31221,27121,1426122,31724642
2010/12/27,33050,33200,32000,32000,▼1250,－3.76%,33100,32818,31121,27008,1527307,31699477
2010/12/24,33150,33750,32700,33250,▲250,＋0.76%,33140,32800,31027,26888,1063002,31755177
2010/12/23,33400,33600,32650,33000,▼400,－1.20%,33000,32725,30939,26756,1084002,31706492
2010/12/22,34100,34500,33150,33400,▼450,－1.33%,33050,32728,30845,26625,1558867,31734562
2010/12/21,32800,33850,32550,33850,▲1650,＋5.12%,33060,32695,30746,26497,1751167,31785358
2010/12/20,31850,32600,31650,32200,▼350,－1.08%,32930,32663,30646,26368,1280242,31761954
2010/12/17,33550,33700,32500,32550,▼700,－2.11%,32870,32715,30557,26247,1546882,31748679
2010/12/16,33400,34550,33200,33250,▼200,－0.60%,32810,32788,30445,26127,2362091,31781611
2010/12/15,33400,34150,32850,33450,▲250,＋0.75%,32610,32833,30300,26010,2363073,32026861
2010/12/14,32250,33200,31850,33200,▲1300,＋4.08%,32310,32818,30156,25892,1793111,32147161
2010/12/13,32600,32650,31800,31900,▼350,－1.09%,32160,32753,30023,25777,1173690,32135261
2010/12/10,32100,32800,32050,32250,0.0,0.00%,32450,32755,29909,25668,930920,32138781
2010/12/09,32300,32600,31850,32250,▲300,＋0.94%,32720,32793,29788,25556,1430962,32096681
2010/12/08,32400,32800,31900,31950,▼500,－1.54%,32940,32810,29666,25445,1063360,32100549
2010/12/07,33300,33500,31850,32450,▼900,－2.70%,33220,32885,29574,25335,2068880,31994619
2010/12/06,34000,34200,33300,33350,▼250,－0.74%,33080,32858,29474,25218,959611,32014919
2010/12/03,33800,34200,33400,33600,▲250,＋0.75%,32740,32740,29345,25083,1162192,32043339
2010/12/02,33700,33950,32900,33350,0.0,0.00%,32370,32585,29203,24943,1796438,32009559
2010/12/01,31750,33350,31700,33350,▲1600,＋5.04%,32310,32520,29076,24800,1979653,31979663
2010/11/30,31700,32600,31250,31750,▲100,＋0.32%,32190,32460,28940,24659,1869502,31824603
2010/11/29,31550,32200,31000,31650,▼100,－0.31%,32480,32493,28850,24532,1071111,32082640
2010/11/26,33150,33250,31500,31750,▼1300,－3.93%,32800,32538,28770,24403,1619751,32121220
2010/11/25,33300,33750,33000,33050,▲300,＋0.92%,33250,32478,28688,24271,1441504,32228300
2010/11/24,32000,33050,32000,32750,▼450,－1.36%,33470,32405,28567,24124,1886665,32253100
2010/11/23,33050,33350,32250,33200,▼50,－0.15%,33550,32333,28445,23982,2247886,32199590
2010/11/22,34350,35150,32850,33250,▼750,－2.21%,33290,32193,28291,23836,2162034,32039230
2010/11/19,34300,34350,33650,34000,▼150,－0.44%,33030,32040,28148,23685,1266067,32011000
2010/11/18,33550,34200,33400,34150,▲1000,＋3.02%,32830,31838,27990,23533,1883321,32075000
2010/11/17,31500,33350,31450,33150,▲1250,＋3.92%,32520,31513,27857,23381,2217342,32151110
2010/11/16,31800,32400,31200,31900,▼50,－0.16%,32580,31225,27740,23235,1929062,32150360
2010/11/15,32750,33000,30350,31950,▼1050,－3.18%,32580,30960,27615,23095,3294153,31871740
2010/11/12,33300,34150,32500,33000,▲400,＋1.23%,32390,30720,27489,22950,3069949,31690988
2010/11/11,33700,34150,32600,32600,▼850,－2.54%,31890,30460,27323,22801,2438589,31528768
2010/11/10,32050,33500,32050,33450,▲1550,＋4.86%,31780,30220,27164,22653,2622191,31728623
2010/11/09,31000,32700,30800,31900,▲900,＋2.90%,31520,29855,26967,22499,2611222,31698993
2010/11/08,30250,31000,30000,31000,▲500,＋1.64%,31620,29495,26793,22362,1500464,31595353
2010/11/05,32050,32100,30150,30500,▼1550,－4.84%,31930,29190,26641,22236,4395767,31487721
2010/11/04,31900,32800,31600,32050,▼100,－0.31%,31940,28985,26499,22122,1761417,31191051
2010/11/03,32550,33050,31300,32150,▼250,－0.77%,31850,28690,26327,21997,2564441,30970431
2010/11/02,32300,33200,31950,32400,▼150,－0.46%,31680,28380,26140,21870,1825815,30932981
2010/11/01,30500,32700,29750,32550,▲2000,＋6.55%,31280,28053,25958,21740,2741737,30977843
2010/10/29,31800,31800,30550,30550,▼1050,－3.32%,30810,27743,25780,21603,1672967,30744703
2010/10/28,31400,31650,30850,31600,▲300,＋0.96%,30690,27615,25625,21483,1745517,30824778
2010/10/27,30250,32000,30150,31300,▲900,＋2.96%,29900,27403,25440,21354,3420836,30837918
2010/10/26,30300,30400,29550,30400,▲200,＋0.66%,29120,27210,25239,21226,2152773,30696268
2010/10/25,30000,30700,29600,30200,▲250,＋0.83%,28360,27083,25053,21114,3749705,30678581
2010/10/22,27900,30000,27800,29950,▲2300,＋8.32%,27750,26915,24867,21003,4949493,30547051
2010/10/21,27850,28200,27200,27650,▲250,＋0.91%,27320,26710,24672,20893,1865778,30340969
2010/10/20,26750,27550,26300,27400,▲800,＋3.01%,27350,26555,24523,20808,2423421,30278516
2010/10/19,27100,27550,26200,26600,▼550,－2.03%,27100,26425,24375,20719,2993433,30588266
2010/10/18,27800,28200,27050,27150,▼650,－2.34%,26720,26355,24244,20631,1804617,30363183
2010/10/15,28150,28350,27500,27800,0.0,0.00%,26270,26253,24107,20535,2826251,30178003
2010/10/14,26400,27800,26150,27800,▲1650,＋6.31%,25990,26110,23947,20436,4332106,30302969
2010/10/13,25200,26200,24900,26150,▲1450,＋5.87%,25660,25968,23792,20337,2022056,29576611
2010/10/12,25100,25450,24400,24700,▼200,－0.80%,25620,25983,23653,20247,1921021,29507181
2010/10/11,26600,26750,24800,24900,▼1500,－5.68%,25850,26070,23538,20166,2571450,29660787
2010/10/08,26300,26800,26150,26400,▲250,＋0.96%,26140,26105,23419,20085,1426248,29613339
2010/10/07,25800,26650,25600,26150,▲200,＋0.77%,26460,26038,23274,19988,2397504,29754402
2010/10/06,26500,26700,25750,25950,▲100,＋0.39%,26700,26018,23145,19895,3050426,30292979
2010/10/05,26200,26600,25300,25850,▼500,－1.90%,27000,25980,23021,19802,3005242,30489561
2010/10/04,28200,28250,26300,26350,▼1650,－5.89%,27400,26005,22896,19705,3039204,30454934
2010/10/01,27700,28500,27600,28000,▲650,＋2.38%,27500,26030,22748,19605,3059721,30460744
2010/09/30,27400,27750,27000,27350,▼100,－0.36%,27070,25973,22573,19492,1600922,30438684
2010/09/29,28200,28350,27150,27450,▼400,－1.44%,26510,25893,22406,19382,2256618,30542604
2010/09/28,26850,27850,26550,27850,▲1000,＋3.72%,25980,25793,22248,19265,2340647,31166784
2010/09/27,26400,26900,26250,26850,▲1000,＋3.87%,25450,25598,22089,19149,2286762,31120564
2010/09/24,24550,25950,24550,25850,▲1300,＋5.30%,25100,25490,21938,19040,2108897,30939424
2010/09/20,24200,24750,24100,24550,▼250,－1.01%,24920,25423,21809,18940,1922283,30973624
2010/09/17,24850,25200,24250,24800,▼400,－1.59%,25000,25503,21719,18850,2945581,30757744
2010/09/16,25500,26100,24550,25200,▲100,＋0.40%,25330,25570,21628,18760,3604620,30626665
2010/09/15,25150,25750,24600,25100,▲150,＋0.60%,25580,25530,21531,18666,2713950,30581558
2010/09/14,25050,25500,23850,24950,0.0,0.00%,25680,25495,21427,18575,3368325,30425423
2010/09/13,26500,26600,24900,24950,▼1500,－5.67%,25700,25400,21325,18483,4374718,30299553
2010/09/10,26550,27000,26200,26450,0.0,0.00%,25860,25305,21223,18390,1540165,30322110
2010/09/09,25800,26450,25250,26450,▲850,＋3.32%,25610,25063,21096,18286,2092385,30153170
2010/09/08,24800,25750,24800,25600,▲550,＋2.20%,25590,24813,20962,18188,1963301,30596552
2010/09/07,25500,25850,24900,25050,▼700,－2.72%,25840,24628,20822,18095,2164455,30710683
2010/09/06,24800,25850,24200,25750,▲550,＋2.18%,26200,24475,20683,18008,4255306,30661233
2010/09/03,26100,26650,25050,25200,▼1150,－4.36%,26200,24273,20525,17915,3236005,30636573
2010/09/02,27100,27350,26050,26350,▼500,－1.86%,26250,24060,20378,17825,2634269,30387713
2010/09/01,27200,27550,26600,26850,0.0,0.00%,25770,23815,20213,17724,2332938,30611654
2010/08/31,25400,27250,25150,26850,▲1100,＋4.27%,25340,23568,20037,17621,4068098,30567295
2010/08/30,25650,26050,25250,25750,▲300,＋1.18%,24870,23288,19854,17520,1931078,30213989
2010/08/27,24200,25650,24100,25450,▲1500,＋6.26%,24950,23025,19681,17433,2459659,30181149
2010/08/26,24900,24950,23050,23950,▼750,－3.04%,25090,22715,19519,17345,4110840,30278429
2010/08/25,24100,25150,23950,24700,▲200,＋0.82%,25180,22480,19382,17268,3233776,30076752
2010/08/24,26050,26400,24400,24500,▼1650,－6.31%,25120,22195,19223,17184,4045029,29789482
2010/08/23,26300,27200,25800,26150,0.0,0.00%,24830,21883,19077,17103,3224000,29882604
2010/08/20,24450,26150,24200,26150,▲1750,＋7.17%,24210,21510,18906,17008,3393132,29574604
2010/08/19,24450,25100,23900,24400,0.0,0.00%,23300,21130,18730,16916,3088705,29619624
2010/08/18,23300,24750,23200,24400,▲1350,＋5.86%,22710,20848,18574,16840,3615825,28956224
2010/08/17,22500,23300,22250,23050,0.0,0.00%,22210,20573,18411,16760,2375089,28799974
2010/08/16,21600,23050,21450,23050,▲1450,＋6.71%,22000,20330,18278,16694,2399259,28654054
2010/08/13,21650,21800,21250,21600,▲150,＋0.70%,21730,20103,18142,16626,1564609,28551194
2010/08/12,21400,22650,21300,21450,▼450,－2.05%,21600,19913,18032,16566,3205495,28620514
2010/08/11,21950,22600,21800,21900,▼100,－0.45%,21600,19733,17932,16504,2621249,28442095
2010/08/10,21700,22100,21350,22000,▲300,＋1.38%,21600,19525,17832,16444,1861723,28696215
2010/08/09,20900,21900,20900,21700,▲750,＋3.58%,21450,19310,17744,16382,1955079,28380553
2010/08/06,21450,21600,20650,20950,▼500,－2.33%,21210,19145,17667,16320,2469540,28403803
2010/08/05,21950,22250,21300,21450,▼450,－2.05%,20870,19023,17601,16266,2666159,28252993
2010/08/04,21650,22500,21450,21900,▲650,＋3.06%,20430,18868,17522,16205,5030726,27912391
2010/08/03,20650,21650,20350,21250,▲750,＋3.66%,19850,18648,17426,16140,3874214,27850997
2010/08/02,19400,20500,19400,20500,▲1250,＋6.49%,19250,18460,17341,16082,2863695,27996707
2010/07/30,19450,19500,19150,19250,0.0,0.00%,18890,18300,17268,16027,1146604,27848737
2010/07/29,19100,19600,18950,19250,▲250,＋1.32%,18750,18238,17213,15986,3396241,27884949
2010/07/28,18250,19100,18100,19000,▲750,＋4.11%,18650,18190,17174,15949,1734358,27887738
2010/07/27,18950,19050,18150,18250,▼450,－2.41%,18630,18128,17139,15920,1349858,27775668
2010/07/26,18700,19150,18550,18700,▲150,＋0.81%,18620,18123,17115,15898,1369332,27746808
2010/07/23,19200,19300,18450,18550,▼200,－1.07%,18580,18145,17094,15873,1505759,27590858
2010/07/22,19000,19300,18600,18750,▼150,－0.79%,18430,18183,17063,15840,2645561,27523458
2010/07/21,18500,19000,18200,18900,▲700,＋3.85%,18250,18215,17018,15808,2547164,27312544
2010/07/20,18650,18750,18200,18200,▼300,－1.62%,18020,18213,16963,15768,1360236,27256080
2010/07/19,17750,18500,17550,18500,▲700,＋3.93%,17920,18245,16926,15738,2085433,27350831
2010/07/16,17850,18250,17700,17800,▼50,－0.28%,17900,18263,16883,15711,1414840,27099785
2010/07/15,17800,18050,17650,17850,▲100,＋0.56%,18040,18313,16841,15697,1131666,27021402
2010/07/14,18000,18250,17600,17750,▲50,＋0.28%,18140,18340,16793,15686,2776658,26890062
2010/07/13,18500,18700,17600,17700,▼700,－3.80%,18090,18313,16752,15677,2698295,26641472
2010/07/12,18650,18950,18250,18400,▼100,－0.54%,18050,18265,16703,15663,1457863,26577478
2010/07/09,18600,18700,18100,18500,▲150,＋0.82%,17830,18158,16645,15638,1571807,26793358
2010/07/08,18100,18500,18000,18350,▲850,＋4.86%,17730,18053,16583,15609,2454496,26427954
2010/07/07,17550,17800,17300,17500,0.0,0.00%,17720,17958,16515,15580,1591842,26498854
2010/07/06,17150,17500,16700,17500,▲200,＋1.16%,17770,17895,16462,15556,2374281,26441734
2010/07/05,18000,18000,16850,17300,▼700,－3.89%,17900,17815,16410,15540,3583072,26712365
2010/07/02,18600,19000,18000,18000,▼300,－1.64%,18270,17718,16358,15528,2931397,27021381
2010/07/01,17850,18400,17550,18300,▲550,＋3.10%,18530,17605,16283,15509,3086143,26853039
2010/06/30,17700,17950,17400,17750,▼400,－2.20%,18750,17475,16208,15478,3815857,26613104
2010/06/29,19100,19150,18100,18150,▼1000,－5.22%,18970,17345,16142,15452,3791491,26028554
2010/06/28,19400,19500,18950,19150,▼150,－0.78%,19110,17225,16070,15414,1006675,26049434
2010/06/25,19250,19650,19100,19300,▼100,－0.52%,19050,17063,15981,15368,1995798,26068804
2010/06/24,19000,19400,18500,19400,▲550,＋2.92%,18950,16878,15893,15320,2153056,26197541
2010/06/23,18950,19650,18750,18850,0.0,0.00%,18750,16660,15802,15272,3624003,26210051
2010/06/22,18450,19050,18300,18850,0.0,0.00%,18420,16448,15723,15232,2554105,26675974
2010/06/21,18900,19150,18350,18850,▲50,＋0.27%,18000,16260,15640,15191,2428257,26234827
2010/06/18,18600,19150,18250,18800,▲400,＋2.17%,17480,16060,15556,15149,4410959,26260367
2010/06/17,17500,18600,17350,18400,▲1200,＋6.98%,17000,15870,15477,15109,6729999,26169027
2010/06/16,16900,17250,16750,17200,▲450,＋2.69%,16610,15723,15413,15073,2339582,26318820
2010/06/15,16300,16750,16200,16750,▲500,＋3.08%,16420,15658,15368,15042,1529659,26443003
2010/06/14,16550,16600,16000,16250,▼150,－0.91%,16250,15658,15333,15015,1169958,26451666
2010/06/11,16750,16800,16350,16400,▼50,－0.30%,16070,15698,15305,14995,1046667,26478159
2010/06/10,16550,16600,16350,16450,▲200,＋1.23%,15940,15728,15272,14975,1472461,26393452
2010/06/09,16200,16600,16150,16250,▲350,＋2.20%,15790,15740,15235,14955,2937174,26392163
2010/06/08,15350,16150,15300,15900,▲550,＋3.58%,15570,15735,15205,14934,1394387,26331335
2010/06/07,15300,15550,15200,15350,▼400,－2.54%,15540,15748,15187,14917,1178549,25592445
2010/06/04,15600,16100,15600,15750,▲50,＋0.32%,15650,15785,15185,14904,1544639,25734795
2010/06/03,15450,15700,15350,15700,▲550,＋3.63%,15620,15798,15170,14883,1488512,25695600
2010/06/01,15750,15800,15050,15150,▼600,－3.81%,15490,15858,15153,14864,1831170,25542637
2010/05/31,15900,16050,15600,15750,▼150,－0.94%,15380,15945,15146,14851,1234271,25678097
2010/05/28,15850,16000,15650,15900,▲300,＋1.92%,15250,15998,15130,14832,2236756,25676562
2010/05/27,15050,15850,15000,15600,▲550,＋3.65%,15040,16075,15110,14807,2794151,25950112
2010/05/26,14850,15050,14400,15050,▲450,＋3.08%,14920,16130,15103,14784,1641906,26021922
2010/05/25,15000,15000,14100,14600,▼500,－3.31%,15000,16178,15106,14761,1816968,26136868
2010/05/24,15000,15350,14500,15100,▲250,＋1.68%,15260,16228,15109,14739,1788510,25982728
2010/05/20,15000,15600,14650,14850,▼150,－1.00%,15590,16273,15109,14720,2058206,26214468
2010/05/19,15250,15300,14750,15000,▼450,－2.91%,16030,16325,15110,14703,2249134,26373288
2010/05/18,16200,16200,15150,15450,▼450,－2.83%,16430,16340,15101,14682,2193051,26848238
2010/05/17,16450,16550,15650,15900,▼850,－5.07%,16680,16318,15077,14656,2792676,26984806
2010/05/14,17000,17150,16650,16750,▼300,－1.76%,16730,16285,15056,14627,1789961,26978103
2010/05/13,17300,17400,16800,17050,▲50,＋0.29%,16610,16185,15019,14589,1996657,27008003
2010/05/12,16950,17300,16650,17000,▲300,＋1.80%,16420,16080,14973,14545,2739621,27022293
2010/05/11,16300,16900,16200,16700,▲550,＋3.41%,16220,15968,14931,14500,3101964,27056163
2010/05/10,16350,16400,15950,16150,0.0,0.00%,16260,15848,14889,14458,1886327,26862823
2010/05/07,15600,16350,15250,16150,▲50,＋0.31%,16410,15755,14854,14421,3070497,27099990
2010/05/06,15650,16650,15600,16100,▲100,＋0.63%,16540,15668,14823,14381,3857571,27130820
2010/05/04,17150,17150,16000,16000,▼900,－5.33%,16810,15573,14787,14344,2882919,26997203
2010/05/03,16800,17250,16400,16900,0.0,0.00%,16950,15445,14758,14307,2458337,27439273
2010/04/30,17100,17450,16800,16900,▲100,＋0.60%,16770,15293,14723,14263,2106882,27445413
2010/04/29,17600,17700,16600,16800,▼650,－3.72%,16510,15135,14701,14220,3179606,27262763
2010/04/28,16350,17600,16250,17450,▲750,＋4.49%,16350,14988,14680,14174,5051498,27297763
2010/04/27,16050,16750,16050,16700,▲700,＋4.38%,16040,14805,14652,14124,3393969,27575083
2010/04/26,15700,16100,15300,16000,▲400,＋2.56%,15760,14673,14617,14079,2265431,27539352
2010/04/23,16150,16200,15600,15600,▼400,－2.50%,15560,14568,14598,14041,1150620,27340682
2010/04/22,15800,16100,15550,16000,▲100,＋0.63%,15490,14495,14573,14005,1678978,27326522
2010/04/21,15450,15900,15400,15900,▲600,＋3.92%,15240,14388,14550,13964,2426592,27318128
2010/04/20,15250,15450,15100,15300,▲300,＋2.00%,15050,14283,14540,13925,1832456,27154018
2010/04/19,15050,15450,15000,15000,▼250,－1.64%,14940,14220,14553,13894,1810177,27153838
2010/04/16,14800,15300,14750,15250,▲500,＋3.39%,14800,14200,14579,13868,2849777,27069449
2010/04/15,15050,15100,14600,14750,▼200,－1.34%,14610,14160,14602,13838,1232905,26780579
2010/04/14,14950,15050,14750,14950,▲200,＋1.36%,14540,14155,14623,13813,1767114,26749199
2010/04/13,14400,14850,14300,14750,▲450,＋3.15%,14390,14138,14630,13787,2585905,26720799
2010/04/12,14300,14450,14150,14300,0.0,0.00%,14130,14120,14636,13761,1129241,26703763
2010/04/09,14450,14550,14100,14300,▼100,－0.69%,14040,14118,14645,13738,1323239,26508960
2010/04/08,14150,14450,14050,14400,▲200,＋1.41%,13930,14125,14650,13717,1785680,26514430
2010/04/07,13550,14250,13550,14200,▲750,＋5.58%,13820,14145,14671,13699,2255077,26349760
2010/04/06,13950,14000,13350,13450,▼400,－2.89%,13740,14198,14698,13680,1673224,26189180
2010/04/05,13850,14100,13650,13850,▲100,＋0.73%,13860,14268,14735,13667,1380998,26551840
2010/04/02,13950,14100,13700,13750,▼100,－0.72%,13870,14310,14748,13652,1614384,26392770
2010/04/01,13850,14050,13700,13850,▲50,＋0.36%,13950,14358,14763,13639,1693003,26381055
2010/03/31,14150,14200,13800,13800,▼250,－1.78%,13950,14405,14758,13623,919946,26958145
2010/03/30,14100,14200,13950,14050,▲150,＋1.08%,13950,14450,14756,13608,810775,26947345
2010/03/29,13900,14150,13850,13900,▼250,－1.77%,13950,14505,14747,13590,994235,27011845
2010/03/26,14000,14150,13900,14150,▲300,＋2.17%,14090,14573,14742,13573,1016439,26937915
2010/03/25,13800,14250,13700,13850,▲50,＋0.36%,14150,14605,14741,13555,1427822,26918205
2010/03/24,14150,14150,13750,13800,▼250,－1.78%,14310,14668,14742,13547,1964526,27169415
2010/03/23,14650,14750,13950,14050,▼550,－3.77%,14470,14723,14742,13539,3105899,27491345
2010/03/22,14550,14700,14450,14600,▲150,＋1.04%,14540,14743,14741,13528,855211,27694715
2010/03/19,14700,14750,14450,14450,▼200,－1.37%,14470,14713,14732,13510,1521762,27732685
2010/03/18,14500,14650,14350,14650,▲50,＋0.34%,14470,14723,14717,13496,1044680,27961505
2010/03/17,14500,14600,14250,14600,▲200,＋1.39%,14500,14718,14698,13482,1447096,27776615
2010/03/16,14400,14600,14250,14400,▲150,＋1.05%,14630,14703,14685,13472,1242839,27636005
2010/03/15,14450,14550,14200,14250,▼200,－1.38%,14720,14705,14679,13463,1478193,27644614
2010/03/12,14850,14900,14400,14450,▼350,－2.36%,14810,14703,14674,13458,1791775,27474151
2010/03/11,15350,15400,14750,14800,▼450,－2.95%,14860,14683,14663,13448,1814224,27463611
2010/03/10,15000,15350,14850,15250,▲400,＋2.69%,14860,14655,14648,13433,2558480,27795228
2010/03/09,14650,14850,14550,14850,▲150,＋1.02%,14750,14590,14623,13417,1137478,28058962
2010/03/08,14850,14900,14350,14700,0.0,0.00%,14810,14563,14596,13404,2224887,27979535
2010/03/05,14900,14950,14600,14700,▼100,－0.68%,14920,14568,14574,13390,854539,27958133
2010/03/04,14700,14850,14650,14800,▲100,＋0.68%,14940,14610,14556,13373,761996,27940263
2010/03/03,15000,15100,14600,14700,▼450,－2.97%,15000,14648,14533,13351,1666670,27924213
2010/03/02,15300,15350,14800,15150,▼100,－0.66%,15040,14700,14504,13338,1866694,28278803
2010/02/26,15000,15300,14700,15250,▲450,＋3.04%,14900,14673,14466,13322,1203429,28292549
2010/02/25,15300,15400,14750,14800,▼300,－1.99%,14650,14655,14416,13306,1360132,28291213
2010/02/24,14800,15200,14750,15100,▲200,＋1.34%,14620,14620,14369,13287,1520506,28298193
2010/02/23,14450,14900,14400,14900,▲450,＋3.11%,14510,14595,14330,13266,1164972,28074448
2010/02/22,14300,14500,14250,14450,▲450,＋3.21%,14390,14615,14295,13250,907795,27981678
2010/02/19,14450,14700,14000,14000,▼650,－4.44%,14390,14695,14263,13238,1872576,27919445
2010/02/18,15000,15300,14650,14650,▲100,＋0.69%,14430,14825,14236,13228,2287694,27903625
2010/02/17,14450,14650,14350,14550,▲250,＋1.75%,14310,14923,14198,13215,1009107,27954265
2010/02/16,14300,14500,14200,14300,▼150,－1.04%,14250,14995,14159,13203,868283,27880204
2010/02/12,14250,14550,14050,14450,▲250,＋1.76%,14180,15050,14117,13188,1068389,27863474
2010/02/11,14150,14450,14050,14200,▲150,＋1.07%,14150,15083,14068,13175,1237769,27924037
2010/02/10,14600,14600,14050,14050,▼200,－1.40%,14270,15115,14028,13164,1241302,28047257
2010/02/09,13850,14250,13800,14250,▲300,＋2.15%,14570,15143,13988,13155,1175469,28159072
2010/02/08,14500,14650,13800,13950,▼350,－2.45%,14830,15213,13940,13140,1104300,28297762
2010/02/05,14100,14600,14050,14300,▼500,－3.38%,15190,15305,13902,13130,1837884,28522241
2010/02/04,15550,15700,14800,14800,▼750,－4.82%,15250,15375,13855,13116,1992292,28448471
2010/02/03,15900,15950,15400,15550,0.0,0.00%,15270,15368,13803,13103,1455461,28696537
2010/02/02,16000,16400,15150,15550,▼200,－1.27%,14980,15320,13738,13084,5385992,28748032
2010/02/01,14700,15800,14700,15750,▲1150,＋7.88%,14790,15220,13668,13065,3226335,28346332
2010/01/29,14600,15200,14400,14600,▼300,－2.01%,14700,15118,13597,13049,2654439,27798468
2010/01/28,14300,15250,14200,14900,▲800,＋5.67%,14990,15063,13542,13044,2608591,28207988
2010/01/27,14700,14750,14050,14100,▼500,－3.42%,15330,14998,13483,13038,2227262,28537435
2010/01/26,15450,15600,14500,14600,▼700,－4.58%,15830,14998,13437,13038,2145982,29064405
2010/01/25,15650,15800,15150,15300,▼750,－4.67%,16110,14963,13378,13034,2075105,29168205
2010/01/22,16100,16300,15650,16050,▼550,－3.31%,16130,14888,13310,13022,2146753,29220078
2010/01/21,16300,16800,15850,16600,0.0,0.00%,15940,14785,13236,13008,2828115,29764245
2010/01/20,16300,16700,16100,16600,▲600,＋3.75%,15590,14658,13158,12987,3740746,30189050
2010/01/19,15650,16350,15550,16000,▲600,＋3.90%,15190,14505,13075,12960,3282740,30068700
2010/01/18,15050,15400,14800,15400,▲300,＋1.99%,15120,14383,13003,12935,1075792,29969090
2010/01/15,15100,15450,14900,15100,▲250,＋1.68%,15200,14303,12943,12918,1552773,29981957
2010/01/14,14750,15100,14600,14850,▲250,＋1.71%,15320,14250,12886,12904,1650157,29939387
2010/01/13,15450,15450,14550,14600,▼1050,－6.71%,15280,14205,12831,12887,2910382,29955822
2010/01/12,15800,15900,15350,15650,▼150,－0.95%,15280,14165,12784,12874,1353024,30081882
2010/01/11,15900,16000,15500,15800,▲100,＋0.64%,14860,14075,12727,12854,1934337,29800462
2010/01/08,14900,15700,14800,15700,▲1050,＋7.17%,14440,13973,12663,12835,4106355,29598430
2010/01/07,14650,14900,14350,14650,▲50,＋0.34%,14000,13850,12598,12817,2706255,28588630
2010/01/06,13550,14600,13550,14600,▲1050,＋7.75%,13790,13788,12556,12797,3669865,28369217
2010/01/05,13800,13800,13350,13550,▼150,－1.09%,13690,13738,12515,12777,1093992,27929172
2010/01/04,13400,13700,13400,13700,▲200,＋1.48%,13760,13733,12489,12765,691362,27729722
2009/12/30,13450,13650,13350,13500,▼100,－0.74%,13780,13695,12461,12749,544499,27613906
2009/12/29,13900,13950,13500,13600,▼500,－3.55%,13880,13663,12434,12733,1138642,27521018
2009/12/28,13950,14100,13800,14100,▲200,＋1.44%,13970,13595,12404,12721,1128959,27730398
2009/12/24,13800,13950,13700,13900,▲100,＋0.72%,13860,13490,12370,12703,859821,27691978
2009/12/23,14050,14150,13750,13800,▼200,－1.43%,13790,13433,12352,12686,834302,27650188
2009/12/22,14150,14250,13950,14000,▼50,－0.36%,13790,13383,12336,12673,859256,27672935
2009/12/21,13750,14150,13700,14050,▲500,＋3.69%,13800,13308,12314,12653,1712945,27717267
2009/12/18,13400,13600,13350,13550,0.0,0.00%,13780,13225,12289,12632,936010,27692107
2009/12/17,13850,14000,13550,13550,▼250,－1.81%,13830,13165,12275,12611,796826,27595037
2009/12/16,14050,14100,13700,13800,▼250,－1.78%,13890,13100,12265,12585,1080305,27600827
2009/12/15,14000,14200,13850,14050,▲100,＋0.72%,13880,12998,12258,12558,1073139,27563277
2009/12/14,13950,13950,13700,13950,▲150,＋1.09%,13720,12873,12248,12528,953363,27540307
2009/12/11,13900,13900,13700,13800,▼50,－0.36%,13610,12763,12243,12498,1183701,27426556
