[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1996/11/11,5141,5230,5014,5167,▲32,＋0.62%,5252,5437,5273,5187,113600,N/A
1996/11/09,5325,5420,5135,5135,▼190,－3.57%,5226,5457,5268,5190,14790,N/A
1996/11/08,5338,5547,5262,5325,▼63,－1.18%,5239,5483,5262,5195,42290,N/A
1996/11/07,5293,5389,5262,5389,▲146,＋2.78%,5233,5490,5251,5198,64440,N/A
1996/11/06,5072,5274,5072,5243,▲203,＋4.03%,5238,5507,5241,5201,40400,N/A
1996/11/05,5135,5135,4976,5040,▼158,－3.05%,5243,5543,5234,5206,37190,N/A
1996/11/04,5331,5331,5198,5198,▼95,－1.80%,5337,5577,5228,5214,27970,N/A
1996/11/02,5414,5465,5293,5293,▼120,－2.22%,5399,5612,5221,5222,10900,N/A
1996/11/01,5331,5515,5325,5414,▲146,＋2.77%,5481,5633,5211,5229,17350,N/A
1996/10/31,5509,5572,5262,5268,▼241,－4.37%,5503,5648,5200,5236,65010,N/A
1996/10/30,5465,5515,5389,5509,0.0,0.00%,5590,5654,5190,5245,136590,N/A
1996/10/29,5585,5705,5509,5509,▼197,－3.44%,5629,5637,5176,5252,34960,N/A
1996/10/28,5522,5737,5465,5705,▲184,＋3.33%,5669,5606,5163,5258,1068350,N/A
1996/10/26,5705,5705,5522,5522,▼184,－3.22%,5679,5574,5148,5265,13180,N/A
1996/10/25,5369,5744,5369,5705,0.0,0.00%,5692,5552,5137,5273,453740,N/A
1996/10/24,5642,5769,5579,5705,0.0,0.00%,5662,5506,5123,5280,261350,N/A
1996/10/23,5756,5756,5642,5705,▼51,－0.88%,5637,5459,5108,5285,270520,N/A
1996/10/22,5515,5769,5515,5756,▲171,＋3.06%,5624,5402,5094,5289,428850,N/A
1996/10/21,5579,5705,5534,5585,▲25,＋0.46%,5566,5340,5078,5295,117920,N/A
1996/10/19,5579,5579,5547,5560,▼19,－0.34%,5596,5285,5066,5299,51520,N/A
1996/10/18,5579,5642,5389,5579,▼63,－1.12%,5675,5237,5055,5305,99030,N/A
1996/10/17,5484,5642,5484,5642,▲178,＋3.25%,5707,5183,5040,5313,216780,N/A
1996/10/16,5515,5642,5452,5465,▼273,－4.75%,5757,5140,5023,5321,130740,N/A
1996/10/15,6016,6016,5731,5737,▼216,－3.62%,5806,5120,5010,5330,119010,N/A
1996/10/14,5674,6080,5674,5953,▲216,＋3.76%,5801,5086,4993,5337,380540,N/A
1996/10/12,5896,5896,5712,5737,▼158,－2.69%,5688,5048,4971,5343,38340,N/A
1996/10/11,5737,5896,5674,5896,▲190,＋3.33%,5575,5017,4954,5352,484440,N/A
1996/10/10,5718,5769,5572,5705,▼6,－0.11%,5372,4982,4935,5362,291910,N/A
1996/10/09,5389,5712,5389,5712,▲323,＋6.00%,5245,4957,4919,5374,401660,N/A
1996/10/08,5325,5452,5325,5389,▲216,＋4.17%,5118,4931,4904,5388,594460,N/A
1996/10/07,4945,5173,4945,5173,▲292,＋5.97%,4999,4921,4896,5403,98180,N/A
1996/10/05,4976,5072,4831,4881,▼190,－3.75%,4918,4924,4895,5422,46760,N/A
1996/10/04,5072,5078,4945,5072,▼6,－0.12%,4856,4939,4899,5444,201510,N/A
1996/10/02,4793,5078,4793,5078,▲285,＋5.95%,4742,4955,4902,5465,257720,N/A
1996/10/01,4482,4881,4482,4793,▲25,＋0.53%,4627,4958,4903,5486,200360,N/A
1996/09/30,4634,4793,4634,4767,▲197,＋4.30%,4587,4984,4907,5508,192400,N/A
1996/09/25,4501,4596,4501,4571,▲70,＋1.55%,4534,5020,4910,5529,94830,N/A
1996/09/24,4469,4564,4469,4501,0.0,0.00%,4573,5049,4917,5554,66480,N/A
1996/09/23,4628,4659,4501,4501,▼95,－2.07%,4686,5081,4930,5578,152810,N/A
1996/09/21,4501,4628,4501,4596,▲95,＋2.11%,4799,5119,4945,5603,59070,N/A
1996/09/20,4640,4691,4482,4501,▼266,－5.59%,4918,5146,4960,5628,293100,N/A
1996/09/19,5065,5103,4767,4767,▼298,－5.88%,5042,5163,4980,5652,136110,N/A
1996/09/18,5065,5135,5040,5065,0.0,0.00%,5129,5164,4998,5675,271160,N/A
1996/09/17,5167,5173,5014,5065,▼127,－2.44%,5155,5143,5010,5696,195620,N/A
1996/09/16,5135,5236,5135,5192,▲70,＋1.36%,5182,5130,5018,5717,153550,N/A
1996/09/14,5198,5198,5084,5122,▼76,－1.46%,5178,5113,5024,5736,75670,N/A
1996/09/13,5198,5262,5135,5198,0.0,0.00%,5200,5091,5031,5757,268950,N/A
1996/09/12,5198,5255,5167,5198,0.0,0.00%,5200,5067,5037,5779,149910,N/A
1996/09/11,5173,5255,5129,5198,▲25,＋0.49%,5236,5043,5043,5800,184510,N/A
1996/09/10,5230,5325,5141,5173,▼57,－1.09%,5224,5021,5052,5821,129920,N/A
1996/09/09,5198,5325,5198,5230,▲32,＋0.61%,5254,4996,5057,5844,169290,N/A
1996/09/07,5268,5382,5198,5198,▼184,－3.42%,5302,4968,5062,5867,61760,N/A
1996/09/06,5141,5382,5141,5382,▲247,＋4.81%,5296,4945,5067,5892,324390,N/A
1996/09/05,5293,5293,5135,5135,▼190,－3.57%,5247,4916,5068,5916,217700,N/A
1996/09/04,5471,5515,5262,5325,▼146,－2.67%,5272,4900,5073,5941,592850,N/A
1996/09/03,5103,5471,5046,5471,▲304,＋5.89%,5234,4878,5075,5960,477640,N/A
1996/09/02,5135,5198,5084,5167,▲32,＋0.62%,5110,4846,5076,5978,144870,N/A
1996/08/31,5230,5262,5135,5135,▼127,－2.41%,5031,4829,5084,6001,148450,N/A
1996/08/30,5141,5325,5135,5262,▲127,＋2.47%,4932,4814,5089,6025,618360,N/A
1996/08/29,4881,5135,4881,5135,▲285,＋5.88%,4843,4792,5094,6049,504460,N/A
1996/08/28,4767,4850,4698,4850,▲76,＋1.59%,4785,4782,5101,6071,198060,N/A
1996/08/27,4596,4805,4596,4774,▲133,＋2.87%,4751,4772,5113,6096,112200,N/A
1996/08/26,4755,4818,4571,4640,▼178,－3.68%,4741,4764,5127,6121,57880,N/A
1996/08/24,4850,4850,4723,4818,▼25,－0.52%,4756,4767,5145,6145,67930,N/A
1996/08/23,4723,4850,4723,4843,▲165,＋3.52%,4746,4762,5162,6168,151460,N/A
1996/08/22,4678,4755,4659,4678,▼44,－0.94%,4710,4752,5177,6189,85770,N/A
1996/08/21,4698,4723,4602,4723,▲6,＋0.13%,4708,4753,5199,6212,73760,N/A
1996/08/20,4723,4786,4691,4717,▼51,－1.06%,4714,4755,5223,6235,49740,N/A
1996/08/19,4691,4786,4672,4767,▲101,＋2.17%,4728,4758,5247,6258,122170,N/A
1996/08/17,4672,4755,4666,4666,0.0,0.00%,4741,4759,5272,6281,29520,N/A
1996/08/16,4755,4755,4628,4666,▼89,－1.87%,4782,4773,5299,6308,80480,N/A
1996/08/14,4818,4913,4755,4755,▼32,－0.66%,4817,4793,5327,6333,65540,N/A
1996/08/13,4831,4831,4755,4786,▼44,－0.92%,4829,4812,5353,6357,63240,N/A
1996/08/12,4888,4907,4818,4831,▼44,－0.91%,4841,4836,5381,6380,31530,N/A
1996/08/10,4837,4945,4774,4875,▲38,＋0.79%,4840,4850,5408,6401,38350,N/A
1996/08/09,4881,4894,4793,4837,▲19,＋0.39%,4851,4860,5437,6423,76860,N/A
1996/08/08,4818,4875,4818,4818,▼25,－0.52%,4814,4864,5462,6444,95980,N/A
1996/08/07,4856,4881,4786,4843,▲19,＋0.39%,4772,4872,5485,6462,82000,N/A
1996/08/06,5053,5053,4818,4824,▼108,－2.19%,4742,4894,5511,6477,231570,N/A
1996/08/05,4755,4932,4755,4932,▲279,＋5.99%,4723,4924,5533,6492,208110,N/A
1996/08/03,4628,4691,4609,4653,▲44,＋0.96%,4665,4953,5555,6506,38720,N/A
1996/08/02,4691,4704,4571,4609,▼82,－1.76%,4673,5006,5587,6522,89300,N/A
1996/08/01,4698,4780,4691,4691,▼38,－0.80%,4703,5065,5619,6538,96750,N/A
1996/07/31,4691,4755,4628,4729,▲89,＋1.91%,4723,5120,5651,6553,89670,N/A
1996/07/30,4691,4691,4615,4640,▼57,－1.21%,4732,5163,5681,6569,110990,N/A
1996/07/29,4755,4818,4691,4698,▼57,－1.20%,4793,5208,5716,6586,105410,N/A
1996/07/27,4793,4799,4736,4755,▼38,－0.79%,4867,5249,5751,6601,60060,N/A
1996/07/26,4786,4837,4761,4793,▲19,＋0.40%,4942,5288,5790,6617,98360,N/A
1996/07/25,5014,5014,4755,4774,▼171,－3.46%,5037,5329,5829,6632,189420,N/A
1996/07/24,5065,5072,4945,4945,▼127,－2.50%,5104,5376,5871,6648,96530,N/A
1996/07/23,5122,5198,5072,5072,▼57,－1.11%,5131,5403,5910,6664,105900,N/A
1996/07/22,5198,5262,5129,5129,▼139,－2.65%,5099,5427,5948,6678,55030,N/A
1996/07/20,5167,5382,5135,5268,▲158,＋3.10%,5069,5443,5989,6694,130500,N/A
1996/07/19,4888,5135,4888,5110,▲32,＋0.62%,5074,5452,6028,6709,110230,N/A
1996/07/18,4945,5186,4945,5078,▲165,＋3.35%,5135,5469,6069,6724,110820,N/A
1996/07/16,4913,4957,4818,4913,▼63,－1.27%,5224,5488,6108,6740,130350,N/A
1996/07/15,5078,5255,4976,4976,▼317,－5.99%,5382,5518,6149,6755,112970,N/A
1996/07/13,5389,5414,5293,5293,▼120,－2.22%,5547,5550,6192,6770,102000,N/A
1996/07/12,5458,5522,5401,5414,▼108,－1.95%,5646,5558,6227,6783,151060,N/A
1996/07/11,5705,5769,5522,5522,▼184,－3.22%,5679,5565,6261,6792,164390,N/A
1996/07/10,5801,5801,5686,5705,▼95,－1.64%,5684,5568,6295,6799,150700,N/A
1996/07/09,5801,5826,5705,5801,▲13,＋0.22%,5646,5560,6324,6807,150420,N/A
1996/07/08,5610,5826,5610,5788,▲209,＋3.75%,5595,5552,6352,6815,278810,N/A
1996/07/06,5553,5610,5547,5579,▲32,＋0.57%,5560,5550,6382,6825,68750,N/A
1996/07/05,5547,5585,5452,5547,▲32,＋0.57%,5585,5560,6415,6835,88580,N/A
1996/07/04,5515,5610,5452,5515,▼32,－0.57%,5572,5571,6448,6846,69280,N/A
1996/07/03,5610,5610,5528,5547,▼63,－1.13%,5579,5597,6484,6855,91920,N/A
1996/07/02,5636,5699,5610,5610,▼95,－1.67%,5561,5625,6521,6865,113810,N/A
1996/07/01,5484,5705,5484,5705,▲222,＋4.05%,5529,5653,6557,6875,93750,N/A
1996/06/29,5547,5547,5452,5484,▼63,－1.14%,5479,5682,6591,6884,31510,N/A
1996/06/28,5458,5610,5458,5547,▲89,＋1.63%,5472,5723,6632,6895,71730,N/A
1996/06/27,5452,5515,5395,5458,▲6,＋0.12%,5466,5763,6671,6905,82820,N/A
1996/06/26,5452,5515,5420,5452,0.0,0.00%,5499,5805,6718,6916,65600,N/A
1996/06/25,5420,5452,5408,5452,0.0,0.00%,5499,5856,6764,6927,77290,N/A
1996/06/24,5522,5522,5427,5452,▼63,－1.15%,5518,5906,6808,6938,102100,N/A
1996/06/22,5636,5642,5515,5515,▼108,－1.92%,5543,5963,6845,6950,40900,N/A
1996/06/21,5458,5686,5458,5623,▲171,＋3.14%,5550,6003,6880,6962,129410,N/A
1996/06/20,5579,5610,5452,5452,▼95,－1.71%,5553,6033,6918,6972,60890,N/A
1996/06/19,5579,5610,5515,5547,▼32,－0.57%,5612,6080,6962,6984,84630,N/A
1996/06/18,5547,5642,5547,5579,▲32,＋0.57%,5660,6110,7004,6994,91420,N/A
1996/06/17,5579,5705,5547,5547,▼95,－1.69%,5698,6145,7042,7000,92830,N/A
1996/06/15,5705,5744,5572,5642,▼101,－1.77%,5793,6194,7079,7007,96400,N/A
1996/06/14,5832,5851,5737,5744,▼44,－0.77%,5886,6239,7115,7012,108730,N/A
1996/06/13,5705,5959,5642,5788,▲19,＋0.33%,5973,6284,7145,7018,260190,N/A
1996/06/12,6010,6010,5705,5769,▼254,－4.21%,6071,6321,7174,7023,167850,N/A
1996/06/11,6092,6092,6022,6022,▼82,－1.35%,6178,6369,7202,7029,115200,N/A
1996/06/10,6181,6213,6086,6105,▼76,－1.23%,6242,6407,7225,7032,119280,N/A
1996/06/08,6339,6339,6181,6181,▼95,－1.52%,6282,6457,7247,7034,36830,N/A
1996/06/07,6339,6339,6213,6276,▼32,－0.50%,6339,6506,7269,7036,120850,N/A
1996/06/05,6339,6339,6308,6308,▼32,－0.50%,6377,6557,7291,7039,115220,N/A
1996/06/04,6308,6403,6308,6339,▲32,＋0.50%,6435,6606,7317,7043,65620,N/A
1996/06/03,6156,6403,6156,6308,▼158,－2.45%,6428,6656,7338,7044,85930,N/A
1996/06/01,6656,6656,6466,6466,0.0,0.00%,6409,6718,7361,7044,102080,N/A
1996/05/31,6466,6593,6466,6466,▼127,－1.92%,6396,6775,7379,7042,150730,N/A
1996/05/30,6314,6593,6314,6593,▲285,＋4.52%,6333,6832,7393,7042,190580,N/A
1996/05/29,6276,6403,6276,6308,▲95,＋1.53%,6270,6874,7409,7045,238200,N/A
1996/05/28,6466,6466,6213,6213,▼190,－2.97%,6314,6926,7427,7055,156110,N/A
1996/05/27,6206,6403,6187,6403,▲254,＋4.12%,6377,6992,7439,7067,226750,N/A
1996/05/25,6339,6339,6149,6149,▼127,－2.02%,6428,7043,7442,7078,59590,N/A
1996/05/23,6530,6530,6276,6276,▼254,－3.88%,6504,7106,7451,7092,241160,N/A
1996/05/22,6530,6593,6403,6530,0.0,0.00%,6593,7173,7456,7105,134850,N/A
1996/05/21,6656,6656,6403,6530,▼127,－1.90%,6644,7217,7457,7116,159130,N/A
1996/05/20,6530,6656,6530,6656,▲127,＋1.94%,6758,7265,7457,7127,69550,N/A
1996/05/18,6720,6783,6466,6530,▼190,－2.83%,6859,7313,7455,7136,124740,N/A
1996/05/17,6783,6847,6656,6720,▼63,－0.93%,7011,7363,7456,7144,126970,N/A
1996/05/16,7100,7100,6783,6783,▼317,－4.46%,7126,7404,7456,7150,99350,N/A
1996/05/15,7164,7164,7037,7100,▼63,－0.88%,7240,7449,7452,7156,79940,N/A
1996/05/14,7290,7354,7164,7164,▼127,－1.74%,7328,7481,7445,7162,91530,N/A
1996/05/13,7354,7417,7227,7290,0.0,0.00%,7417,7512,7435,7167,189680,N/A
1996/05/11,7354,7417,7290,7290,▼63,－0.86%,7481,7534,7426,7171,147210,N/A
1996/05/10,7481,7544,7290,7354,▼190,－2.52%,7506,7566,7417,7178,129940,N/A
1996/05/09,7607,7607,7417,7544,▼63,－0.83%,7506,7595,7408,7185,250210,N/A
1996/05/08,7734,7734,7481,7607,0.0,0.00%,7506,7629,7399,7190,421750,N/A
1996/05/07,7481,7671,7354,7607,▲190,＋2.56%,7468,7661,7390,7196,712380,N/A
1996/05/06,7354,7481,7290,7417,▲63,＋0.86%,7430,7687,7378,7202,276400,N/A
1996/05/04,7417,7544,7354,7354,▼190,－2.52%,7468,7699,7372,7206,66470,N/A
1996/05/03,7354,7544,7290,7544,▲127,＋1.71%,7481,7712,7361,7212,214190,N/A
1996/05/02,7354,7544,7290,7417,0.0,0.00%,7468,7728,7348,7214,289590,N/A
1996/04/30,7607,7671,7290,7417,▼190,－2.50%,7506,7763,7338,7216,269970,N/A
1996/04/29,7481,7734,7481,7607,▲190,＋2.56%,7531,7794,7324,7220,338920,N/A
1996/04/27,7481,7544,7417,7417,▼63,－0.85%,7519,7807,7303,7223,220860,N/A
1996/04/26,7607,7607,7417,7481,▼127,－1.67%,7569,7826,7289,7227,439710,N/A
1996/04/25,7607,7861,7354,7607,▲63,＋0.84%,7620,7842,7279,7230,936480,N/A
1996/04/24,7481,7544,7290,7544,0.0,0.00%,7658,7839,7267,7233,415400,N/A
1996/04/23,7734,7797,7544,7544,▼127,－1.65%,7696,7839,7255,7235,212180,N/A
1996/04/22,7734,7861,7671,7671,▼63,－0.82%,7772,7832,7244,7238,224000,N/A
1996/04/20,7861,7924,7734,7734,▼63,－0.81%,7823,7820,7226,7240,231470,N/A
1996/04/19,7734,7988,7734,7797,▲63,＋0.82%,7924,7804,7209,7245,1103720,N/A
1996/04/18,8051,8114,7734,7734,▼190,－2.40%,8013,7788,7193,7251,476100,N/A
1996/04/17,7924,8051,7797,7924,0.0,0.00%,8089,7782,7177,7259,279380,N/A
1996/04/16,8241,8241,7861,7924,▼317,－3.85%,8038,7778,7158,7263,174210,N/A
1996/04/15,8241,8305,7988,8241,0.0,0.00%,7975,7763,7139,7267,236080,N/A
1996/04/13,8241,8241,8114,8241,▲127,＋1.56%,7899,7734,7114,7267,173770,N/A
1996/04/12,7924,8114,7797,8114,▲444,＋5.79%,7874,7699,7091,7267,181840,N/A
1996/04/10,7607,7734,7607,7671,▲63,＋0.83%,7861,7661,7067,7270,114260,N/A
1996/04/09,7924,7924,7544,7607,▼254,－3.23%,7899,7655,7054,7275,157270,N/A
1996/04/08,8114,8114,7861,7861,▼254,－3.13%,7937,7642,7044,7281,124700,N/A
1996/04/06,7924,8114,7861,8114,▲63,＋0.79%,7924,7598,7027,7285,200420,N/A
1996/04/04,7924,8114,7924,8051,▲190,＋2.42%,7810,7522,7006,7287,367090,N/A
1996/04/03,7797,8114,7797,7861,▲63,＋0.81%,7709,7452,6984,7291,254620,N/A
1996/04/02,7797,7861,7607,7797,0.0,0.00%,7620,7389,6959,7299,97310,N/A
1996/04/01,7671,7797,7607,7797,▲254,＋3.36%,7544,7328,6934,7307,645880,N/A
1996/03/30,7544,7607,7417,7544,0.0,0.00%,7468,7265,6909,7316,34700,N/A
1996/03/29,7417,7544,7354,7544,▲127,＋1.71%,7455,7214,6890,7326,89060,N/A
1996/03/28,7417,7481,7354,7417,0.0,0.00%,7468,7167,6871,7337,69420,N/A
1996/03/27,7417,7481,7290,7417,0.0,0.00%,7557,7132,6856,7348,134940,N/A
1996/03/26,7481,7607,7417,7417,▼63,－0.85%,7595,7087,6838,7362,96300,N/A
1996/03/25,7607,7607,7417,7481,▼127,－1.67%,7645,7049,6821,7376,88560,N/A
1996/03/23,7861,7861,7544,7607,▼254,－3.23%,7658,7005,6804,7389,159360,N/A
1996/03/22,7607,7861,7544,7861,▲254,＋3.33%,7607,6961,6787,7401,293130,N/A
1996/03/21,7671,7671,7481,7607,▼63,－0.83%,7544,6907,6769,7411,191930,N/A
1996/03/20,7671,7734,7481,7671,▲127,＋1.68%,7493,6866,6749,7422,294720,N/A
1996/03/19,7417,7734,7417,7544,▲190,＋2.59%,7354,6834,6727,7435,402810,N/A
1996/03/18,7544,7544,7354,7354,▼190,－2.52%,7164,6809,6705,7449,184850,N/A
1996/03/16,7417,7607,7290,7544,▲190,＋2.59%,7024,6786,6691,7466,505660,N/A
1996/03/15,7100,7354,7100,7354,▲380,＋5.45%,6834,6761,6681,7479,783450,N/A
1996/03/14,6656,6973,6593,6973,▲380,＋5.77%,6682,6729,6684,7493,361560,N/A
1996/03/13,6720,6720,6593,6593,▼63,－0.95%,6593,6720,6694,7511,132530,N/A
1996/03/12,6656,6720,6593,6656,▲63,＋0.96%,6580,6729,6713,7534,299480,N/A
1996/03/11,6656,6720,6593,6593,0.0,0.00%,6568,6726,6732,7554,63570,N/A
1996/03/09,6530,6656,6530,6593,▲63,＋0.97%,6593,6713,6755,7575,54130,N/A
1996/03/08,6530,6656,6466,6530,0.0,0.00%,6580,6713,6775,7595,46630,N/A
1996/03/07,6466,6593,6466,6530,▼63,－0.96%,6606,6729,6797,7615,49750,N/A
1996/03/06,6720,6847,6593,6593,▼127,－1.89%,6618,6748,6816,7635,80370,N/A
1996/03/05,6466,6720,6466,6720,▲190,＋2.91%,6644,6761,6832,7654,109140,N/A
1996/03/04,6656,6720,6530,6530,▼127,－1.90%,6656,6767,6843,7671,50150,N/A
1996/03/02,6656,6720,6656,6656,▲63,＋0.96%,6707,6770,6859,7689,21250,N/A
1996/02/29,6720,6720,6466,6593,▼127,－1.89%,6783,6774,6879,7707,100050,N/A
1996/02/28,6783,6783,6656,6720,▼63,－0.93%,6872,6786,6898,7726,50370,N/A
1996/02/27,6720,6783,6656,6783,0.0,0.00%,6910,6790,6917,7745,56980,N/A
1996/02/26,7164,7164,6720,6783,▼254,－3.60%,6961,6790,6940,7763,151850,N/A
1996/02/24,7100,7164,6910,7037,0.0,0.00%,6948,6790,6962,7780,113730,N/A
1996/02/23,6973,7227,6973,7037,▲127,＋1.83%,6897,6774,6981,7796,254870,N/A
1996/02/22,7037,7100,6847,6910,▼127,－1.80%,6847,6764,7002,7813,140550,N/A
1996/02/21,6720,7100,6720,7037,▲317,＋4.72%,6783,6755,7025,7832,340990,N/A
1996/02/17,6847,6847,6656,6720,▼63,－0.93%,6644,6745,7041,7851,37210,N/A
1996/02/16,6847,6973,6783,6783,0.0,0.00%,6618,6761,7062,7873,275970,N/A
1996/02/15,6656,6910,6656,6783,▲190,＋2.88%,6631,6764,7080,7896,292780,N/A
1996/02/14,6466,6593,6339,6593,▲254,＋4.00%,6656,6767,7094,7921,138330,N/A
1996/02/13,6593,6593,6327,6339,▼254,－3.85%,6707,6774,7115,7945,248180,N/A
1996/02/12,6783,6847,6593,6593,▼254,－3.70%,6809,6774,7142,7973,63040,N/A
1996/02/10,6973,7037,6783,6847,▼63,－0.92%,6809,6761,7165,7999,105290,N/A
1996/02/09,6910,7037,6847,6910,▲63,＋0.93%,6783,6732,7182,8024,343620,N/A
1996/02/08,6910,6973,6783,6847,0.0,0.00%,6770,6707,7199,8045,266840,N/A
1996/02/07,6593,6973,6593,6847,▲254,＋3.85%,6758,6685,7215,8066,369280,N/A
1996/02/06,6783,6910,6593,6593,▼127,－1.89%,6745,6669,7231,8088,160740,N/A
1996/02/05,6847,6910,6720,6720,▼127,－1.85%,6783,6656,7254,8112,111740,N/A
1996/02/03,6720,6910,6720,6847,▲63,＋0.93%,6783,6641,7282,8133,165500,N/A
1996/02/02,6720,6847,6656,6783,0.0,0.00%,6783,6622,7309,8152,181880,N/A
1996/02/01,6720,6783,6656,6783,0.0,0.00%,6770,6612,7340,8171,113080,N/A
1996/01/31,6910,6973,6783,6783,▲63,＋0.94%,6783,6612,7367,8189,143190,N/A
1996/01/30,6847,6973,6720,6720,▼127,－1.85%,6834,6593,7394,8207,118230,N/A
1996/01/29,6720,6847,6720,6847,▲127,＋1.89%,6859,6572,7420,8225,99240,N/A
1996/01/27,6910,6910,6720,6720,▼127,－1.85%,6859,6542,7444,8241,68510,N/A
1996/01/26,6910,6973,6783,6847,▼190,－2.70%,6859,6533,7472,8258,100900,N/A
1996/01/25,6847,7037,6720,7037,▲190,＋2.78%,6758,6536,7496,8274,319520,N/A
1996/01/24,6847,6910,6720,6847,0.0,0.00%,6618,6561,7517,8289,205170,N/A
1996/01/23,6720,6847,6593,6847,▲127,＋1.89%,6504,6599,7542,8306,209450,N/A
1996/01/22,6403,6720,6339,6720,▲380,＋6.00%,6415,6644,7568,8323,290540,N/A
1996/01/20,6339,6403,6308,6339,0.0,0.00%,6352,6698,7599,8344,250990,N/A
1996/01/19,6276,6403,6276,6339,▲63,＋1.01%,6390,6777,7639,8368,118540,N/A
1996/01/18,6339,6403,6276,6276,▼127,－1.98%,6390,6850,7680,8390,89500,N/A
1996/01/17,6403,6466,6339,6403,0.0,0.00%,6415,6929,7724,8409,138650,N/A
1996/01/16,6530,6593,6403,6403,▼127,－1.94%,6428,6992,7763,8428,107320,N/A
1996/01/15,6339,6530,6339,6530,▲190,＋3.00%,6466,7049,7804,8448,161990,N/A
1996/01/13,6403,6466,6339,6339,▼63,－0.99%,6517,7094,7841,8465,52940,N/A
1996/01/12,6466,6466,6403,6403,▼63,－0.98%,6530,7151,7885,8482,77980,N/A
1996/01/11,6593,6593,6466,6466,▼127,－1.92%,6511,7224,7931,8497,133140,N/A
1996/01/10,6783,6783,6593,6593,▼190,－2.80%,6466,7287,7974,8511,100010,N/A
1996/01/09,6466,6783,6466,6783,▲380,＋5.94%,6454,7351,8014,8524,232220,N/A
1996/01/08,6339,6530,6276,6403,▲95,＋1.51%,6479,7417,8052,8538,130400,N/A
1996/01/06,6282,6403,6251,6308,▲63,＋1.02%,6707,7503,8094,8559,88810,N/A
1996/01/05,6339,6339,6162,6244,▼285,－4.37%,6967,7596,8144,8580,161050,N/A
1996/01/04,6910,6910,6530,6530,▼380,－5.50%,7265,7699,8194,8601,64130,N/A
1996/01/03,7037,7100,6910,6910,▼634,－8.40%,7519,7788,8240,8621,36440,N/A
1995/12/27,7607,7671,7481,7544,▼63,－0.83%,7721,7842,8278,8639,214510,N/A
1995/12/26,7861,7861,7607,7607,▼127,－1.64%,7772,7864,8303,8651,174920,N/A
1995/12/23,7671,7861,7671,7734,▼63,－0.81%,7823,7877,8328,8664,56120,N/A
1995/12/22,7924,7924,7797,7797,▼127,－1.60%,7810,7870,8354,8679,71940,N/A
1995/12/21,7797,7924,7734,7924,▲127,＋1.63%,7759,7874,8375,8693,142320,N/A
1995/12/20,7861,7924,7734,7797,▼63,－0.81%,7658,7877,8394,8704,156350,N/A
1995/12/19,7734,7924,7734,7861,▲190,＋2.48%,7595,7883,8415,8716,170460,N/A
1995/12/18,7544,7734,7544,7671,▲127,＋1.68%,7595,7883,8434,8726,225180,N/A
1995/12/16,7417,7544,7354,7544,▲127,＋1.71%,7607,7899,8454,8738,135450,N/A
1995/12/15,7481,7607,7354,7417,▼63,－0.85%,7671,7912,8476,8752,69020,N/A
1995/12/14,7734,7797,7417,7481,▼380,－4.84%,7810,7931,8498,8766,148530,N/A
1995/12/13,7861,7988,7797,7861,▲127,＋1.64%,7937,7956,8518,8781,220620,N/A
1995/12/12,7734,7797,7734,7734,▼127,－1.61%,8000,7981,8534,8793,151110,N/A
1995/12/11,8114,8114,7861,7861,▼254,－3.13%,8114,8019,8554,8804,119210,N/A
1995/12/09,8114,8178,8051,8114,0.0,0.00%,8203,8057,8573,8814,78590,N/A
1995/12/08,8241,8305,8114,8114,▼63,－0.78%,8178,8073,8587,8825,160600,N/A
1995/12/07,8305,8368,8178,8178,▼127,－1.53%,8152,8086,8598,8834,237080,N/A
1995/12/06,8368,8431,8241,8305,0.0,0.00%,8089,8092,8612,8842,265190,N/A
1995/12/05,8114,8368,8114,8305,▲317,＋3.97%,7950,8089,8624,8850,370510,N/A
1995/12/04,7988,8178,7924,7988,0.0,0.00%,7861,8095,8639,8858,135810,N/A
1995/12/02,7797,8114,7734,7988,▲127,＋1.61%,7861,8111,8661,8871,189340,N/A
1995/12/01,7734,7924,7734,7861,▲254,＋3.33%,7848,8127,8684,8889,117100,N/A
1995/11/30,7797,7797,7607,7607,▼254,－3.23%,7848,8149,8712,8907,169760,N/A
1995/11/29,7988,7988,7861,7861,▼127,－1.59%,7924,8191,8748,8931,77530,N/A
1995/11/28,8051,8051,7924,7988,▲63,＋0.80%,7912,8225,8776,8951,183310,N/A
1995/11/27,7861,7988,7861,7924,▲63,＋0.81%,7874,8263,8803,8966,222930,N/A
1995/11/25,7924,7988,7797,7861,▼127,－1.59%,7886,8308,8833,8982,62970,N/A
1995/11/24,7861,7988,7861,7988,▲190,＋2.44%,7988,8359,8866,8999,134680,N/A
1995/11/23,7797,7861,7734,7797,0.0,0.00%,8089,8397,8890,9016,96650,N/A
1995/11/22,7861,8114,7607,7797,▼190,－2.38%,8254,8450,8917,9033,116890,N/A
1995/11/21,8305,8305,7924,7988,▼380,－4.55%,8381,8498,8944,9048,99440,N/A
1995/11/20,8368,8431,8368,8368,▼127,－1.49%,8457,8549,8969,9062,97720,N/A
1995/11/18,8622,8622,8495,8495,▼127,－1.47%,8444,8587,8985,9072,66950,N/A
