[일시]코오롱글로벌,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/03/08,16262,19223,15898,18884,▲2136,＋12.75%,15990,14038,17196,21771,1121260,7411
2000/03/07,16748,17840,15777,16748,0.0,0.00%,14835,13898,17213,21908,842710,7411
2000/03/06,14563,16748,14078,16748,▲2184,＋15.00%,14204,13905,17282,22058,1239010,7411
2000/03/03,13204,14563,13204,14563,▲1553,＋11.94%,13573,13918,17360,22201,866120,7411
2000/03/02,13155,13568,12767,13010,▼97,－0.74%,13233,14039,17450,22371,517620,7411
2000/02/29,14126,14126,12864,13107,▼485,－3.57%,13257,14238,17552,22545,336990,7411
2000/02/28,12864,13786,12743,13592,0.0,0.00%,12922,14444,17679,22713,376890,7411
2000/02/25,12864,14757,12136,13592,▲728,＋5.66%,12476,14602,17788,22871,611980,7411
2000/02/24,13131,13350,12185,12864,▼267,－2.03%,12282,14818,17900,23043,468200,7411
2000/02/23,11651,13131,11651,13131,▲1699,＋14.86%,12408,14971,18050,23239,605750,7411
2000/02/22,11359,11651,10437,11432,▲73,＋0.64%,12549,15072,18192,23446,557210,7411
2000/02/21,11796,12136,11214,11359,▼1262,－10.00%,12952,15257,18382,23670,317980,7411
2000/02/18,13204,13422,12427,12621,▼874,－6.47%,13408,15442,18585,23900,354050,7411
2000/02/17,13835,13884,13155,13495,▼340,－2.46%,13772,15553,18767,24126,250950,7411
2000/02/16,13641,14515,13447,13835,▲388,＋2.89%,14034,15643,18931,24312,328430,7411
2000/02/15,13495,13981,13374,13447,▼194,－1.42%,14354,15799,19098,24488,304040,7411
2000/02/14,14151,14248,13641,13641,▼801,－5.55%,14884,16003,19293,24669,390650,7411
2000/02/11,14466,14927,14320,14442,▼364,－2.46%,15534,16212,19504,24861,436830,7411
2000/02/10,15097,15267,14709,14806,▼631,－4.09%,16044,16420,19691,25014,443550,7411
2000/02/09,15680,15971,15413,15437,▼655,－4.07%,16481,16624,19868,25170,543660,7411
2000/02/08,16893,16893,16068,16092,▼801,－4.74%,16791,16810,20045,25339,492370,7411
2000/02/07,17136,17330,16796,16893,▼97,－0.57%,17020,16990,20225,25509,699330,7411
2000/02/03,17282,17379,16723,16990,0.0,0.00%,16990,17124,20393,25681,902080,7411
2000/02/02,17160,17185,16554,16990,0.0,0.00%,17175,17250,20557,25842,1217290,7411
2000/02/01,17476,17864,16651,16990,▼243,－1.41%,16961,17444,20704,26007,399820,7411
2000/01/31,16262,17913,16044,17233,▲485,＋2.90%,16592,17716,20850,26166,700650,7411
2000/01/28,17719,18107,16505,16748,▼1165,－6.50%,16175,17927,21003,26324,701510,7411
2000/01/27,16262,18277,15631,17913,▲1990,＋12.50%,15835,18109,21155,26482,1068940,7411
2000/01/26,15146,16408,14806,15922,▲777,＋5.13%,15223,18282,21273,26629,818900,7411
2000/01/25,14709,15146,14563,15146,0.0,0.00%,15097,18481,21427,26781,524330,7411
2000/01/24,15097,15728,14952,15146,▲97,＋0.65%,15456,18711,21583,26934,413320,7411
2000/01/21,15073,15922,14418,15049,▲194,＋1.31%,15932,18944,21748,27084,941250,7411
2000/01/20,15291,15728,14660,14854,▼437,－2.86%,16490,19199,21926,27254,326870,7411
2000/01/19,16893,17233,15291,15291,▼1650,－9.74%,17238,19476,22131,27422,283370,7411
2000/01/18,17500,17621,16675,16942,▼583,－3.32%,17956,19767,22345,27590,270930,7411
2000/01/17,17864,18180,17306,17524,▼316,－1.77%,18398,19983,22545,27734,302150,7411
2000/01/14,18277,18932,17743,17840,▼752,－4.05%,18835,20236,22724,27874,243050,7411
2000/01/13,18495,18835,18228,18592,▼291,－1.54%,19180,20484,22889,28041,233230,7411
2000/01/12,19903,19903,18787,18884,▼267,－1.39%,19364,20687,23081,28199,381250,7411
2000/01/11,19563,19903,19054,19151,▼558,－2.83%,19762,20728,23268,28382,401660,7411
2000/01/10,19903,20097,19515,19709,▲146,＋0.74%,20418,20742,23434,28559,286670,7411
2000/01/07,19660,20146,19175,19563,▲49,＋0.25%,20767,20751,23588,28751,249460,7411
2000/01/06,21384,21384,19418,19515,▼1359,－6.51%,20932,20817,23739,28900,180520,7411
2000/01/05,22282,22282,20146,20874,▼1553,－6.93%,21301,20912,23901,29040,406470,7411
2000/01/04,20874,24515,20486,22427,▲971,＋4.52%,21107,20865,24015,29194,803510,7411
1999/12/28,20388,21456,19175,21456,▲1068,＋5.24%,20573,20703,24062,29372,499130,7411
1999/12/27,22136,22282,20388,20388,▼971,－4.55%,20243,20665,24096,29579,358780,7411
1999/12/24,22330,22330,20874,21359,▲1456,＋7.32%,20194,20653,24192,29795,900460,7411
1999/12/23,20340,20364,19660,19903,▲146,＋0.74%,20000,20601,24261,29952,452950,7411
1999/12/22,19660,20728,18932,19757,▼49,－0.25%,20243,20698,24398,30116,673220,7411
1999/12/21,20631,20631,19175,19806,▼340,－1.69%,20544,20794,24550,30273,517120,7411
1999/12/20,20874,22306,20146,20146,▼243,－1.19%,21097,20944,24710,30387,446910,7411
1999/12/17,20413,21554,20146,20388,▼728,－3.45%,21631,21114,24886,30470,329700,7411
1999/12/16,20922,22185,20631,21117,▼146,－0.68%,22083,21272,25050,30549,330160,7411
1999/12/15,23301,24029,20874,21262,▼1311,－5.81%,21801,21381,25217,30632,592800,9411
1999/12/14,23058,23447,22160,22573,▼243,－1.06%,21432,21512,25384,30691,605190,9411
1999/12/13,23544,25000,22379,22816,▲170,＋0.75%,20898,21641,25529,30739,1296860,9411
1999/12/10,19418,22646,18981,22646,▲2937,＋14.90%,20510,21816,25691,30784,1072550,7411
1999/12/09,19321,19854,19175,19709,▲291,＋1.50%,20262,21965,25864,30826,287300,7411
1999/12/08,19903,20291,18932,19418,▼485,－2.44%,20311,22251,26098,30889,234810,7411
1999/12/07,20437,21796,19418,19903,▼971,－4.65%,20262,22584,26345,30942,424100,7411
1999/12/06,23301,23301,20388,20874,▼534,－2.49%,20422,22933,26603,30999,592490,7411
1999/12/03,21311,22670,20874,21408,▲1456,＋7.30%,20277,23237,26833,31057,1274530,7411
1999/12/02,19442,21602,18884,19952,▲777,＋4.05%,20058,23509,27043,31117,1049710,7411
1999/12/01,19903,20388,19054,19175,▼1529,－7.39%,20437,23802,27292,31189,392840,7411
1999/11/30,19903,21602,19903,20704,▲558,＋2.77%,20937,24130,27539,31257,745510,7411
1999/11/29,19563,20801,18689,20146,▼170,－0.84%,21359,24415,27748,31319,572050,7411
1999/11/26,23058,23253,20146,20316,▼1529,－7.00%,22039,24702,27954,31398,357190,7411
1999/11/25,20971,23058,20971,21845,▲170,＋0.78%,22685,24936,28186,31471,580570,7411
1999/11/24,22573,22816,20874,21675,▼1141,－5.00%,22976,25103,28429,31544,556040,7411
1999/11/23,23544,23787,22767,22816,▼728,－3.09%,23418,25245,28699,31605,374940,7411
1999/11/22,23544,24369,23544,23544,0.0,0.00%,23884,25355,28958,31626,314280,7411
1999/11/19,23083,24660,23083,23544,▲243,＋1.04%,24437,25464,29215,31639,531360,7411
1999/11/18,23884,24175,22864,23301,▼583,－2.44%,24855,25646,29486,31649,503650,7411
1999/11/17,25728,25971,23884,23884,▼1262,－5.02%,25282,25886,29693,31658,610630,7411
1999/11/16,25777,26262,25146,25146,▼1165,－4.43%,25719,26141,29878,31663,647490,7411
1999/11/15,24757,27039,24757,26311,▲680,＋2.65%,26068,26296,30045,31657,939320,7411
1999/11/12,25437,26408,24855,25631,▲194,＋0.76%,26194,26367,30218,31632,788770,7411
1999/11/11,25728,26165,24952,25437,▼631,－2.42%,26437,26590,30337,31623,817050,7411
1999/11/10,26796,27185,25971,26068,▼825,－3.07%,26515,26823,30472,31594,492930,7411
1999/11/09,26699,26942,26262,26893,▼49,－0.18%,26447,26976,30634,31559,399470,7411
1999/11/08,27670,28592,26845,26942,▲97,＋0.36%,26350,27080,30793,31522,634820,7411
1999/11/05,26214,28058,25971,26845,▲1019,＋3.95%,26136,27163,30970,31489,1304330,7411
1999/11/04,25728,26456,25534,25825,▲97,＋0.38%,25767,27284,31126,31476,465030,7411
1999/11/03,26214,26554,25000,25728,▼680,－2.57%,25641,27376,31310,31475,524830,7411
1999/11/02,26359,27039,25874,26408,▲534,＋2.06%,25398,27352,31481,31475,698720,7411
1999/11/01,24855,26165,24855,25874,▲874,＋3.50%,25117,27209,31645,31471,523750,7411
1999/10/29,25194,25486,24515,25000,▼194,－0.77%,25088,27221,31810,31477,447480,7411
1999/10/28,24175,25194,24175,25194,▲680,＋2.77%,25524,27245,31985,31508,278030,5311
1999/10/27,24515,25000,24515,24515,▼485,－1.94%,26107,27393,32136,31555,333160,54871
1999/10/26,24806,25728,24757,25000,▼728,－2.83%,27000,27612,32285,31620,262990,104871
1999/10/25,27185,27622,25486,25728,▼1456,－5.36%,27651,27830,32420,31690,339030,154871
1999/10/22,26699,28107,26262,27185,▼922,－3.28%,28049,28080,32582,31766,411680,204871
1999/10/21,29612,30097,27913,28107,▼874,－3.02%,28631,28233,32712,31814,327940,3964
1999/10/20,28884,29126,28398,28981,▲728,＋2.58%,29029,28384,32836,31853,293550,3964
1999/10/19,28884,29029,27913,28253,▲534,＋1.93%,29058,28498,32923,31878,276700,3964
1999/10/18,27670,29078,27670,27719,▼2379,－7.90%,29204,28651,33023,31915,207830,3964
1999/10/15,30583,31505,29418,30097,0.0,0.00%,29379,28891,33192,31962,417130,3964
1999/10/14,28156,30825,28156,30097,▲971,＋3.33%,29214,29037,33317,31985,417280,3964
1999/10/13,28835,29563,27719,29126,▲146,＋0.50%,28728,29221,33497,32015,220140,3964
1999/10/12,28544,29563,28544,28981,▲388,＋1.36%,27952,29476,33684,32038,257250,3964
1999/10/11,29806,30049,27961,28592,▼680,－2.32%,26864,29794,33913,32060,266520,3964
1999/10/08,30097,31311,28690,29272,▲1602,＋5.79%,26369,30100,34062,32090,1008520,3964
1999/10/07,26214,27913,25777,27670,▲2427,＋9.62%,25612,30335,34178,32132,471630,3964
1999/10/06,23835,25243,23787,25243,▲1699,＋7.22%,25709,30697,34373,32191,305400,3964
1999/10/05,25971,26456,23301,23544,▼2573,－9.85%,26437,31134,34682,32276,155610,3964
1999/10/04,25777,27136,25631,26117,▲631,＋2.48%,27602,31619,35062,32385,304560,3964
1999/10/01,27185,28156,24757,25486,▼2670,－9.48%,28524,31940,35398,32437,299810,3964
1999/09/30,28398,29709,28156,28156,▼728,－2.52%,29476,32376,35644,32504,298200,3964
1999/09/29,29369,30971,28641,28884,▼485,－1.65%,30068,32789,35834,32540,571820,3964
1999/09/28,30146,30583,28884,29369,▼1359,－4.42%,30544,33241,35995,32553,449620,3964
1999/09/27,30583,33447,30097,30728,▲485,＋1.61%,30932,33690,36065,32554,752940,3964
1999/09/22,30583,31554,30000,30243,▼874,－2.81%,31291,34100,36053,32542,279460,3964
1999/09/21,31311,32282,31068,31117,▼146,－0.47%,31845,34578,36048,32541,276380,3964
1999/09/20,29855,33253,29855,31262,▼49,－0.16%,32379,34808,36048,32523,216640,3964
1999/09/17,27913,31554,27913,31311,▼1214,－3.73%,32971,34995,35999,32499,286030,3964
1999/09/16,33738,33835,32282,32524,▼485,－1.47%,33777,35190,35949,32473,268080,3964
1999/09/15,33884,34224,33010,33010,▼777,－2.30%,34214,35396,35877,32440,302320,3964
1999/09/14,34224,34806,33738,33787,▼437,－1.28%,34408,35384,35789,32397,344780,3964
1999/09/13,35534,36165,33544,34224,▼1117,－3.16%,34631,35372,35680,32353,505050,3964
1999/09/10,33981,35437,33981,35340,▲631,＋1.82%,34583,35449,35539,32306,410080,3964
1999/09/09,34418,34758,33544,34709,▲728,＋2.14%,34165,35505,35396,32255,295690,3964
1999/09/08,34515,35874,33592,33981,▼922,－2.64%,33728,35648,35280,32201,484520,20204
1999/09/07,33495,34903,32767,34903,▲922,＋2.71%,33777,35760,35191,32146,284090,45204
1999/09/06,33350,34224,33253,33981,▲728,＋2.19%,34078,35857,35086,32093,332650,95204
1999/09/03,32039,33884,32039,33253,▲728,＋2.24%,34864,35959,34976,32041,387720,145204
1999/09/02,32767,34224,32330,32524,▼1699,－4.96%,35884,36107,34891,32012,433580,245204
1999/09/01,36651,36942,34224,34224,▼2184,－6.00%,37165,36270,34842,31980,411160,345204
1999/08/31,37379,38787,36165,36408,▼1505,－3.97%,38282,36334,34756,31935,314980,395204
1999/08/30,38835,41020,37864,37913,▼437,－1.14%,38146,36225,34660,31881,785610,495204
1999/08/27,38107,38932,36408,38350,▼583,－1.50%,37563,36002,34511,31818,532900,495204
1999/08/26,39563,39855,38010,38932,▼874,－2.20%,36932,35739,34293,31748,652910,570204
1999/08/25,37816,41020,37816,39806,▲4078,＋11.41%,36476,35566,34063,31673,1629410,570204
1999/08/24,36165,37379,34952,35728,▲728,＋2.08%,35068,35326,33813,31581,708150,570204
1999/08/23,34952,36117,34709,35000,▼194,－0.55%,34631,35315,33623,31492,450320,570204
1999/08/20,34515,36165,34466,35194,▼1456,－3.97%,34787,35276,33448,31402,509000,570204
1999/08/19,31990,37573,31990,36651,▲3884,＋11.85%,35038,35229,33269,31304,885520,570204
1999/08/18,32524,33301,31602,32767,▼775,－2.31%,35221,35291,33046,31198,447650,570204
1999/08/17,36002,36673,33543,33543,▼2236,－6.25%,35913,35531,32910,31116,774460,574824
1999/08/16,36450,37076,35108,35779,▼671,－1.84%,36575,35900,32717,31032,567620,574824
1999/08/13,37568,37791,35779,36450,▼1118,－2.98%,36620,36125,32483,30924,605610,574824
1999/08/12,38015,38910,37076,37568,▲1342,＋3.70%,36575,36441,32251,30814,821080,674824
1999/08/11,33543,36539,33543,36226,▼626,－1.70%,36217,36439,32007,30700,439420,674824
1999/08/10,36629,37299,36047,36852,▲850,＋2.36%,36074,36439,31825,30596,567590,674824
1999/08/09,36226,37299,35555,36002,▼224,－0.62%,35546,36564,31640,30482,441680,674824
1999/08/06,35779,36226,34482,36226,▲447,＋1.25%,35036,36955,31468,30370,395760,675834
1999/08/05,36673,38462,34884,35779,▲268,＋0.76%,34410,37458,31297,30247,875440,675834
1999/08/04,34527,36897,34527,35511,▲1297,＋3.79%,34348,37984,31145,30116,795460,675834
1999/08/03,33543,35555,32648,34214,▲760,＋2.27%,34249,38221,31031,29966,494390,575834
1999/08/02,32648,33990,32201,33453,▲358,＋1.08%,34509,38489,30975,29846,410410,575834
1999/07/30,35287,35332,33051,33095,▼2370,－6.68%,34661,38744,30955,29741,492930,576044
1999/07/29,33990,36002,33990,35466,▲447,＋1.28%,34893,38766,30961,29640,534260,576044
1999/07/28,35555,36673,34884,35019,▼492,－1.39%,35376,38494,30951,29524,574640,575834
1999/07/27,34214,35779,34214,35511,▲1297,＋3.79%,35886,38241,30915,29409,486250,575834
1999/07/26,34258,37568,31888,34214,▼45,－0.13%,36969,38020,30870,29295,771760,575834
1999/07/23,37791,39133,33095,34258,▼3623,－9.56%,38185,37724,30833,29187,743760,575834
1999/07/22,36226,38239,35332,37881,▲313,＋0.83%,39884,37429,30806,29076,578390,575834
1999/07/21,40475,40698,37210,37568,▼3354,－8.20%,39813,36944,30731,28933,496870,575834
1999/07/20,44679,44679,40743,40922,▲626,＋1.55%,39545,36452,30653,28784,990600,575834
1999/07/19,42756,42756,40251,40296,▼2460,－5.75%,39232,35770,30532,28620,831690,575834
1999/07/16,37344,43114,36673,42756,▲5233,＋13.95%,39938,35041,30393,28465,1405310,575834
1999/07/15,36226,37568,35779,37523,▲1297,＋3.58%,40645,34243,30206,28294,700990,575834
1999/07/14,39357,40698,34884,36226,▼3131,－7.95%,42398,33755,30118,28187,854640,575834
1999/07/13,42487,43829,38954,39357,▼4472,－10.20%,43203,33375,30087,28109,781280,575834
1999/07/12,46289,48749,42979,43829,▼2460,－5.31%,43248,32836,30010,27988,1228170,575834
1999/07/09,46289,48301,43427,46289,0.0,0.00%,42192,32013,29869,27834,1162430,575834
1999/07/08,41682,46289,41369,46289,▲6038,＋15.00%,39643,31107,29708,27646,1979620,574824
1999/07/07,40743,42622,39849,40251,▲671,＋1.69%,36387,30273,29477,27491,1496110,478964
1999/07/06,40251,42577,38015,39580,▲1029,＋2.67%,34330,29712,29365,27383,2663130,379064
1999/07/05,37076,38552,35555,38552,▲5009,＋14.93%,32630,29265,29245,27292,2030300,279064
1999/07/02,30815,34214,30815,33543,▲3533,＋11.77%,30582,28789,29111,27203,1317300,153964
1999/07/01,29965,30904,29562,30010,▲45,＋0.15%,29544,28375,29043,27154,608050,78964
1999/06/30,31307,31351,28981,29965,▼1118,－3.60%,29178,28129,29031,27138,576650,3964
1999/06/29,29026,32514,28847,31083,▲2773,＋9.79%,28730,27872,29035,27130,1403350,3964
1999/06/28,29070,29070,28310,28310,▼45,－0.16%,27970,27534,28997,27111,341450,8964
1999/06/25,29070,29249,27729,28355,▲179,＋0.63%,27451,27344,29000,27083,315630,8964
1999/06/24,28802,29473,27729,28176,▲447,＋1.61%,27138,27149,28997,27059,411080,18964
1999/06/23,29070,29070,27505,27729,▲447,＋1.64%,27058,26903,29004,27033,283370,18964
1999/06/22,25716,27863,24866,27281,▲1565,＋6.09%,27237,26747,29005,27033,301610,26964
1999/06/21,27281,27729,25492,25716,▼1073,－4.01%,27496,26481,29025,27049,217050,33964
1999/06/18,27058,27773,26521,26789,▼984,－3.54%,27827,26284,29073,27047,231950,33964
1999/06/17,27997,28623,27773,27773,▼850,－2.97%,28104,26069,29114,27051,191400,33964
1999/06/16,28042,29294,27997,28623,▲45,＋0.16%,28471,25828,29122,27087,227670,33964
1999/06/15,27416,30278,27416,28578,▲1208,＋4.41%,28552,25662,29101,27158,659030,33964
1999/06/14,28399,29070,27371,27371,▼805,－2.86%,28963,25519,29100,27189,155410,33964
1999/06/11,29786,30815,28176,28176,▼1431,－4.83%,29294,25437,29106,27196,279080,33964
1999/06/10,29115,31217,28176,29607,▲581,＋2.00%,28713,25325,29133,27165,396990,33964
1999/06/09,30636,31977,28981,29026,▼1610,－5.26%,27809,25177,29117,27096,425900,33964
1999/06/08,30815,32201,29875,30636,▲1610,＋5.55%,26968,25159,29114,27008,1095870,33964
1999/06/07,26163,29026,25582,29026,▲3757,＋14.87%,25707,25170,29102,26887,573360,33964
1999/06/04,25716,25716,24822,25269,▲179,＋0.71%,24804,25331,29125,26762,213790,3964
1999/06/03,25269,26745,24240,25090,▲268,＋1.08%,24643,25741,29203,26656,271410,3964
1999/06/02,24598,24911,23748,24822,▲492,＋2.02%,24276,26230,29283,26545,213860,3964
1999/06/01,24374,25716,24061,24330,▼179,－0.73%,24231,26633,29349,26437,149770,3964
1999/05/31,25895,26700,24509,24509,▲45,＋0.18%,23757,27058,29361,26346,300880,3964
1999/05/28,24374,25045,22809,24464,▲1208,＋5.19%,23212,27431,29355,26242,255120,3964
1999/05/27,25045,25045,23256,23256,▼1342,－5.45%,22818,27840,29339,26130,221250,3964
1999/05/26,21691,25179,21691,24598,▲2639,＋12.02%,22755,28346,29350,26021,355870,3964
1999/05/25,21915,22362,21288,21959,▲179,＋0.82%,22898,28760,29322,25902,165790,3964
1999/05/24,22496,22809,21601,21780,▼716,－3.18%,23650,29345,29348,25800,126520,3964
1999/05/21,22407,23256,22272,22496,▼447,－1.95%,24437,29855,29365,25692,165930,3964
1999/05/20,25358,25403,22720,22943,▼2370,－9.36%,25126,30307,29377,25576,256640,3964
1999/05/19,25716,26163,25135,25314,▼403,－1.57%,25868,30770,29393,25456,209290,3964
1999/05/18,24687,26387,24687,25716,0.0,0.00%,26539,31224,29366,25315,173030,3964
1999/05/17,26387,26745,25671,25716,▼224,－0.86%,27568,31675,29324,25172,147090,3964
1999/05/14,25492,27281,25045,25940,▼716,－2.68%,28874,32156,29272,25027,319260,3964
1999/05/13,28265,28847,26655,26655,▼2013,－7.02%,30376,32691,29197,24883,324390,3964
1999/05/12,29562,30815,28623,28668,▼2191,－7.10%,32022,32979,29087,24735,299940,3964
1999/05/11,32469,32872,30859,30859,▼1386,－4.30%,32863,33223,28901,24568,503220,3964
1999/05/10,32782,33543,32201,32246,▼1208,－3.61%,33256,33301,28718,24378,301510,7964
1999/05/07,35153,35376,33095,33453,▼1431,－4.10%,33203,33214,28527,24174,442800,7964
1999/05/06,33095,35689,32872,34884,▲2013,＋6.12%,33042,33013,28320,23962,985140,7964
1999/05/04,33587,33766,32469,32872,▲45,＋0.14%,32738,32733,28098,23742,353210,7964
1999/05/03,32022,32872,31307,32827,▲850,＋2.66%,32738,32599,27902,23542,312690,7964
1999/04/30,32917,33543,31843,31977,▼671,－2.05%,32908,32400,27719,23334,227680,7964
1999/04/29,33095,35108,32648,32648,▼716,－2.14%,32908,32223,27540,23134,605040,7964
1999/04/28,32648,33543,31754,33364,▲492,＋1.50%,32684,32000,27345,22926,578610,7964
1999/04/27,33990,34482,32514,32872,▼805,－2.39%,32451,31763,27135,22707,578870,7964
1999/04/26,31977,34661,30859,33677,▲1699,＋5.31%,32756,31508,26915,22489,637130,7964
1999/04/23,31754,32648,31351,31977,▲447,＋1.42%,32970,31248,26708,22265,381240,7964
1999/04/22,31575,33051,30904,31530,▼671,－2.08%,33641,31081,26537,22055,355120,7964
1999/04/21,34035,35555,32201,32201,▼2191,－6.37%,34661,30964,26381,21845,669970,7964
1999/04/20,34884,35645,33587,34392,▼358,－1.03%,34706,30768,26257,21629,522090,7864
1999/04/19,35332,36226,33543,34750,▼581,－1.65%,34536,30417,26131,21396,891460,7864
1999/04/16,36181,38462,34437,35332,▼1297,－3.54%,34070,30106,25966,21160,1237370,7864
1999/04/15,32693,36673,32425,36629,▲4204,＋12.97%,33104,29726,25800,20918,1603890,3864
1999/04/14,33990,34527,31843,32425,▼1118,－3.33%,31664,29383,25585,20668,663440,3864
1999/04/13,32425,34661,31396,33543,▲1118,＋3.45%,31038,29196,25506,20456,1277670,5964
1999/04/12,31307,33006,30859,32425,▲1923,＋6.30%,30367,28961,25402,20234,1095210,5964
1999/04/09,29965,31083,28847,30501,▲1073,＋3.65%,29652,28833,25338,20023,851190,5964
1999/04/08,28847,29741,28221,29428,▲134,＋0.46%,29240,28829,25296,19827,236350,5964
1999/04/07,31083,31530,29294,29294,▼894,－2.96%,28990,28856,25264,19641,461840,5964
1999/04/06,29115,30278,28623,30188,▲1342,＋4.65%,28856,28885,25246,19454,619890,5964
1999/04/02,28623,28847,28042,28847,▲403,＋1.42%,28373,28815,25225,19254,499430,5964
1999/04/01,27952,28936,27952,28444,▲268,＋0.95%,28301,28625,25224,19068,226280,6044
1999/03/31,29070,29205,27818,28176,▼447,－1.56%,28337,28411,25167,18881,186630,6044
1999/03/30,28221,28847,28221,28623,▲850,＋3.06%,28543,28176,25121,18696,246630,3944
1999/03/29,27729,28757,27505,27773,▼716,－2.51%,28471,27941,25062,18510,163920,3944
1999/03/26,28668,29339,28265,28489,▼134,－0.47%,28391,27700,25061,18329,139660,3944
1999/03/25,29473,29965,28221,28623,▼581,－1.99%,28399,27449,25074,18143,264280,3944
1999/03/24,28534,29205,27371,29205,▲939,＋3.32%,28221,27158,25021,17953,254260,3944
1999/03/23,28265,29518,27639,28265,▲894,＋3.27%,28337,26859,24989,17759,222280,3944
1999/03/22,27326,28802,27326,27371,▼1163,－4.08%,28417,26642,25052,17570,240400,3944
1999/03/19,28399,28534,27505,28534,▲805,＋2.90%,28713,26458,25215,17389,304850,3944
1999/03/18,27818,29786,27729,27729,▼2057,－6.91%,28981,26190,25279,17198,275240,3944
1999/03/17,31307,31307,29160,29786,▲1118,＋3.90%,29518,25933,25285,17012,875090,3944
1999/03/16,28176,29339,27550,28668,▼179,－0.62%,29553,25517,25197,16808,529450,3944
1999/03/15,30412,31083,28623,28847,▼1029,－3.44%,29795,25088,25074,16614,393460,3944
1999/03/12,30815,31172,29294,29875,▼537,－1.76%,29786,24519,24902,16417,329000,3944
1999/03/11,30412,31754,29741,30412,▲447,＋1.49%,28820,24020,24673,16212,563780,3944
1999/03/10,27102,29965,27102,29965,▲89,＋0.30%,27568,23539,24400,16001,354480,3944
1999/03/09,30859,32201,29115,29875,▲1073,＋3.73%,26271,23092,24109,15795,908640,3944
1999/03/08,28802,28802,26924,28802,▲3757,＋15.00%,25081,22676,23808,15590,882610,3944
1999/03/05,24151,25492,23569,25045,▲894,＋3.70%,23909,22291,23525,15393,224540,3944
1999/03/04,24151,25492,23927,24151,▲671,＋2.86%,23596,22133,23331,15228,405760,3944
1999/03/03,24151,24285,23167,23480,▼447,－1.87%,23328,21987,23130,15071,164590,3944
1999/03/02,23927,24106,23480,23927,▲984,＋4.29%,23274,21859,22922,14921,282130,3944
1999/02/26,23480,23927,22496,22943,▼537,－2.29%,23274,21702,22692,14765,242960,3944
1999/02/25,21512,23480,21467,23480,▲671,＋2.94%,23426,21539,22481,14619,390570,3864
1999/02/24,23704,23704,21959,22809,▼403,－1.73%,23364,21427,22253,14468,939160,3864
1999/02/23,23569,24151,21534,23212,▼716,－2.99%,23319,21373,22019,14321,460770,3864
1999/02/22,23256,24822,23033,23927,▲224,＋0.94%,22970,21320,21776,14173,578110,3864
1999/02/19,23122,24061,21065,23704,▲537,＋2.32%,22201,21362,21520,14021,362430,3864
1999/02/18,23033,23927,22585,23167,▲581,＋2.57%,20953,21519,21263,13871,342720,3864
1999/02/12,21915,23033,21915,22585,▲1118,＋5.21%,20300,21601,21020,13725,341450,3864
1999/02/11,20618,22004,20215,21467,▲1386,＋6.90%,19942,21742,20783,13584,643270,3864
1999/02/10,17889,20081,17442,20081,▲2616,＋14.98%,19853,21854,20568,13450,236290,3864
1999/02/09,19455,19455,17442,17465,▼2437,－12.25%,20148,22234,20382,13330,183990,3864
1999/02/08,20349,21020,19902,19902,▼894,－4.30%,20877,22725,20235,13229,94620,3864
1999/02/05,20573,21423,20394,20796,▼224,－1.06%,21271,23161,20038,13110,131840,3864
1999/02/04,21244,21467,20573,21020,▼537,－2.49%,21360,23519,19821,12981,106150,3864
1999/02/03,21244,21870,20349,21557,▲447,＋2.12%,21338,23845,19603,12848,186960,3864
1999/02/02,22362,22362,20349,21110,▼760,－3.48%,21186,24176,19386,12710,131960,3864
1999/02/01,21244,22228,20796,21870,▲626,＋2.95%,20899,24568,19182,12578,175530,3864
1999/01/29,20170,21959,20170,21244,▲335,＋1.60%,20774,24914,18949,12439,141750,3864
1999/01/28,22362,22362,20170,20908,▲112,＋0.54%,20872,25104,18728,12303,158170,3864
1999/01/27,19902,21020,19008,20796,▲1118,＋5.68%,21118,25329,18507,12170,222830,3864
1999/01/26,21915,22362,19678,19678,▼1565,－7.37%,21915,25542,18278,12039,161520,3864
1999/01/25,22585,22809,21065,21244,▼492,－2.26%,23346,25944,18062,11917,164980,4364
1999/01/22,21467,23256,20573,21736,▼403,－1.82%,24061,26344,17823,11785,308040,4364
1999/01/21,23480,25492,22138,22138,▼2639,－10.65%,24795,26530,17572,11648,170760,4364
1999/01/20,27058,27281,24598,24777,▼2057,－7.67%,25108,26787,17310,11504,216030,4364
1999/01/19,24151,28534,23927,26834,▲2013,＋8.11%,25689,27152,17001,11342,543650,4364
1999/01/18,25940,26387,24598,24822,▼581,－2.29%,25779,27668,16660,11162,226100,4864
1999/01/15,23704,25492,23480,25403,▲1699,＋7.17%,26539,28044,16354,10998,290000,4864
1999/01/14,24598,26745,23569,23704,▼3980,－14.38%,27049,28180,16035,10828,221280,4864
1999/01/13,26387,27908,25716,27684,▲403,＋1.48%,27818,28218,15752,10674,332710,3864
1999/01/12,28668,29294,26432,27281,▼1342,－4.69%,27916,27900,15405,10485,305160,3864
1999/01/11,29026,29026,27505,28623,▲671,＋2.40%,28247,27463,15067,10302,409350,3864
1999/01/08,27058,29070,27058,27952,▲403,＋1.46%,28283,26838,14707,10110,318740,3864
1999/01/07,28623,29294,27371,27550,▼626,－2.22%,27702,26141,14359,9924,464570,3864
