[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1996/10/31,22252,23138,21865,22972,▲387,＋1.72%,23448,24611,21247,19803,36660,N/A
1996/10/30,23526,23526,22419,22585,▼775,－3.32%,23780,24577,21166,19768,21430,N/A
1996/10/29,23968,24467,22972,23360,▼720,－2.99%,24301,24577,21090,19737,23590,N/A
1996/10/28,24245,24854,24079,24079,▼166,－0.68%,24500,24503,21011,19696,14850,N/A
1996/10/26,24688,24854,24190,24245,▼387,－1.57%,24478,24400,20917,19651,13330,N/A
1996/10/25,25186,25463,24411,24633,▼554,－2.20%,24721,24320,20831,19600,26170,N/A
1996/10/24,24688,25629,24301,25186,▲830,＋3.41%,24965,24220,20743,19546,129390,N/A
1996/10/23,23747,24522,23747,24356,▲387,＋1.62%,24921,24029,20650,19488,131120,N/A
1996/10/22,25242,25242,23968,23968,▼1495,－5.87%,25352,23863,20573,19441,18850,N/A
1996/10/21,25740,26072,25076,25463,▼387,－1.50%,25961,23706,20510,19399,25140,N/A
1996/10/19,24965,25850,24079,25850,▲886,＋3.55%,26094,23443,20417,19348,29340,N/A
1996/10/18,26570,26570,24965,24965,▼1550,－5.85%,25862,23160,20312,19293,71710,N/A
1996/10/17,27400,27400,26017,26515,▼498,－1.84%,25806,22936,20215,19241,64700,N/A
1996/10/16,26570,27511,26127,27013,▲886,＋3.39%,25463,22657,20099,19171,75120,N/A
1996/10/15,24909,26127,24688,26127,▲1439,＋5.83%,24865,22324,19981,19095,119520,N/A
1996/10/14,24909,24909,23802,24688,0.0,0.00%,24179,22048,19879,19023,53890,N/A
1996/10/12,24909,25131,24411,24688,▼111,－0.45%,23703,21823,19789,18959,30310,N/A
1996/10/11,24411,25186,24411,24799,▲775,＋3.23%,23282,21627,19700,18894,59050,N/A
1996/10/10,23249,24024,23027,24024,▲1329,＋5.85%,22695,21397,19608,18832,74970,N/A
1996/10/09,22419,22806,22308,22695,▲387,＋1.74%,22297,21179,19535,18774,92460,N/A
1996/10/08,22695,22695,22308,22308,▼277,－1.23%,22286,20971,19499,18737,31090,N/A
1996/10/07,22142,22917,22142,22585,▲720,＋3.29%,22352,20774,19457,18705,83880,N/A
1996/10/05,22031,22308,21865,21865,▼166,－0.75%,22109,20570,19402,18671,46560,N/A
1996/10/04,22419,22695,22031,22031,▼609,－2.69%,21942,20412,19341,18638,36700,N/A
1996/10/02,22640,23526,22640,22640,0.0,0.00%,21699,20260,19278,18606,69870,N/A
1996/10/01,21920,22640,21367,22640,▲1273,＋5.96%,21212,20083,19204,18564,109830,N/A
1996/09/30,21311,21588,21311,21367,▲332,＋1.58%,20725,19905,19123,18519,42070,N/A
1996/09/25,21035,21533,20703,21035,▲221,＋1.06%,20548,19792,19058,18485,43490,N/A
1996/09/24,20260,20813,20204,20813,▲609,＋3.01%,20525,19709,19008,18450,26520,N/A
1996/09/23,19928,20481,19928,20204,0.0,0.00%,20437,19629,18970,18418,14800,N/A
1996/09/21,20536,20758,20038,20204,▼277,－1.35%,20514,19526,18942,18392,16030,N/A
1996/09/20,21145,21422,20481,20481,▼443,－2.12%,20514,19374,18920,18366,23730,N/A
1996/09/19,20426,21588,20426,20924,▲554,＋2.72%,20570,19194,18901,18330,90340,N/A
1996/09/18,20869,20869,20204,20370,▼221,－1.08%,20426,18978,18867,18283,40650,N/A
1996/09/17,20204,21035,20204,20592,▲387,＋1.92%,20282,18804,18840,18238,59900,N/A
1996/09/16,20869,20869,20149,20204,▼554,－2.67%,19872,18638,18802,18194,25720,N/A
1996/09/14,20703,21201,20536,20758,▲554,＋2.74%,19507,18508,18754,18149,70540,N/A
1996/09/13,19817,20758,19817,20204,▲554,＋2.82%,19053,18336,18694,18102,114760,N/A
1996/09/12,18820,19651,18599,19651,▲1107,＋5.97%,18754,18228,18643,18056,30290,N/A
1996/09/11,18378,19097,18212,18544,▲166,＋0.90%,18621,18173,18606,18018,20980,N/A
1996/09/10,18488,18488,18267,18378,▼111,－0.60%,18732,18159,18582,17986,9160,N/A
1996/09/09,18710,18820,18488,18488,▼221,－1.18%,18876,18145,18556,17954,15210,N/A
1996/09/07,18987,19097,18599,18710,▼277,－1.46%,18998,18123,18528,17914,14000,N/A
1996/09/06,19097,19485,18987,18987,▼111,－0.58%,19130,18117,18497,17871,34450,N/A
1996/09/05,19042,19540,18931,19097,0.0,0.00%,19175,18090,18466,17825,14410,N/A
1996/09/04,19319,19374,18931,19097,0.0,0.00%,18987,18090,18435,17778,18640,N/A
1996/09/03,19374,19374,18931,19097,▼277,－1.43%,18599,18104,18407,17729,44270,N/A
1996/09/02,19706,19706,19097,19374,▲166,＋0.86%,18156,18129,18382,17681,25850,N/A
1996/08/31,18876,19208,18433,19208,▲1052,＋5.79%,17603,18148,18351,17633,43450,N/A
1996/08/30,17160,18156,17160,18156,▲996,＋5.81%,17138,18195,18320,17586,25070,N/A
1996/08/29,16440,17160,16440,17160,▲277,＋1.64%,16961,18284,18310,17545,7500,N/A
1996/08/28,16606,16883,16606,16883,▲277,＋1.67%,17049,18403,18307,17513,16650,N/A
1996/08/27,16662,17104,16496,16606,▼277,－1.64%,17138,18516,18305,17481,8660,N/A
1996/08/26,17547,17547,16883,16883,▼387,－2.24%,17426,18663,18309,17448,11720,N/A
1996/08/24,17603,17713,17271,17271,▼332,－1.89%,17758,18815,18314,17412,6060,N/A
1996/08/23,17215,17879,17215,17603,▲277,＋1.60%,17957,18951,18321,17374,11780,N/A
1996/08/22,17713,17769,17160,17326,▼720,－3.99%,18057,19036,18326,17336,7680,N/A
1996/08/21,18267,18267,18046,18046,▼498,－2.69%,18201,19136,18344,17298,4810,N/A
1996/08/20,19042,19042,18378,18544,▲277,＋1.52%,18311,19200,18354,17256,8910,N/A
1996/08/19,18212,18378,18212,18267,▲166,＋0.92%,18289,19255,18356,17208,5390,N/A
1996/08/17,18046,18101,18046,18101,▲55,＋0.31%,18455,19366,18358,17164,3030,N/A
1996/08/16,18267,18378,18046,18046,▼554,－2.98%,18710,19452,18370,17122,5670,N/A
1996/08/14,18544,18876,18544,18599,▲166,＋0.90%,19020,19512,18383,17080,21640,N/A
1996/08/13,19208,19208,18433,18433,▼664,－3.48%,19252,19493,18381,17034,5990,N/A
1996/08/12,19485,19485,18876,19097,▼277,－1.43%,19595,19485,18386,16987,5280,N/A
1996/08/10,19374,19706,19374,19374,▼221,－1.13%,19762,19440,18369,16935,6210,N/A
1996/08/09,19762,19762,19374,19595,▼166,－0.84%,19795,19360,18348,16880,5990,N/A
1996/08/08,20260,20370,19706,19762,▼387,－1.92%,19706,19252,18326,16823,6480,N/A
1996/08/07,19928,20204,19540,20149,▲221,＋1.11%,19662,19166,18308,16764,40510,N/A
1996/08/06,19540,20094,19263,19928,▲387,＋1.98%,19618,19086,18288,16700,17700,N/A
1996/08/05,19319,19762,19042,19540,▲387,＋2.02%,19629,19017,18279,16638,8130,N/A
1996/08/03,19595,19595,19097,19153,▼387,－1.98%,19584,18984,18273,16580,5010,N/A
1996/08/02,19928,19928,19374,19540,▼387,－1.94%,19618,18992,18266,16528,8020,N/A
1996/08/01,19374,20260,19374,19928,▼55,－0.28%,19573,18959,18242,16470,27980,N/A
1996/07/31,19540,20149,19208,19983,▲664,＋3.44%,19518,18901,18210,16408,24950,N/A
1996/07/30,18987,19762,18820,19319,0.0,0.00%,19618,18818,18167,16346,10690,N/A
1996/07/29,19429,19872,19208,19319,0.0,0.00%,19717,18718,18129,16290,23090,N/A
1996/07/27,19429,19595,18654,19319,▼332,－1.69%,19706,18610,18089,16238,18560,N/A
1996/07/26,20758,20869,19651,19651,▼830,－4.05%,19485,18502,18055,16181,72220,N/A
1996/07/25,19817,20924,19817,20481,▲664,＋3.35%,19208,18389,18013,16125,119580,N/A
1996/07/24,19319,20149,19263,19817,▲554,＋2.87%,18754,18223,17974,16062,91900,N/A
1996/07/23,18488,19263,18488,19263,▲1052,＋5.78%,18344,18070,17953,16003,57800,N/A
1996/07/22,18267,18544,17713,18212,▼55,－0.30%,17979,17949,17939,15952,7050,N/A
1996/07/20,18488,18488,17824,18267,▲55,＋0.30%,17946,17879,17936,15909,6830,N/A
1996/07/19,17769,18267,17769,18212,▲443,＋2.49%,18001,17824,17933,15865,19780,N/A
1996/07/18,17713,18156,17658,17769,▲332,＋1.90%,18068,17774,17925,15826,6840,N/A
1996/07/16,17935,18046,16994,17437,▼609,－3.37%,18289,17758,17915,15792,7290,N/A
1996/07/15,18267,18544,17990,18046,▼498,－2.69%,18665,17766,17912,15760,5040,N/A
1996/07/13,17769,18765,17769,18544,0.0,0.00%,18832,17738,17891,15722,10360,N/A
1996/07/12,18544,18710,18433,18544,▼332,－1.76%,18876,17677,17866,15680,7800,N/A
1996/07/11,19374,19651,18876,18876,▼443,－2.29%,18832,17630,17842,15639,38800,N/A
1996/07/10,18931,19540,18876,19319,▲443,＋2.35%,18522,17533,17812,15588,49930,N/A
1996/07/09,18931,18931,18544,18876,▲111,＋0.59%,18090,17406,17760,15533,21870,N/A
1996/07/08,18378,19374,18378,18765,▲443,＋2.42%,17747,17307,17700,15480,56920,N/A
1996/07/06,17271,18322,17271,18322,▲996,＋5.75%,17470,17226,17637,15430,20680,N/A
1996/07/05,17713,17713,17160,17326,▲166,＋0.97%,17237,17196,17585,15382,5750,N/A
1996/07/04,17160,17492,17160,17160,0.0,0.00%,17127,17224,17545,15343,9060,N/A
1996/07/03,17215,17215,16883,17160,▼221,－1.27%,17060,17287,17510,15308,7690,N/A
1996/07/02,17160,17492,17160,17381,▲221,＋1.29%,16994,17359,17468,15273,20950,N/A
1996/07/01,16330,17215,16330,17160,▲387,＋2.31%,16950,17423,17430,15240,4420,N/A
1996/06/29,16496,16772,15942,16772,▼55,－0.33%,16961,17486,17390,15206,7110,N/A
1996/06/28,16606,16883,16053,16828,0.0,0.00%,17093,17589,17352,15174,6950,N/A
1996/06/27,17160,17160,16274,16828,▼332,－1.94%,17248,17688,17299,15140,9970,N/A
1996/06/26,17215,17215,16883,17160,▼55,－0.32%,17381,17772,17245,15109,7670,N/A
1996/06/25,17160,17326,17160,17215,▼221,－1.27%,17414,17849,17185,15075,4410,N/A
1996/06/24,17160,18156,17160,17437,▼166,－0.94%,17492,17893,17121,15038,3590,N/A
1996/06/22,17492,17603,17326,17603,▲111,＋0.63%,17392,17927,17051,15001,5410,N/A
1996/06/21,17160,17603,17160,17492,▲166,＋0.96%,17226,17960,16979,14961,17640,N/A
1996/06/20,17713,17713,17160,17326,▼277,－1.57%,17104,18021,16915,14920,3480,N/A
1996/06/19,17049,17713,16938,17603,▲664,＋3.92%,17071,18101,16853,14880,24450,N/A
1996/06/18,16772,17104,16606,16938,▲166,＋0.99%,17093,18189,16781,14837,16810,N/A
1996/06/17,16662,16883,16606,16772,▼111,－0.66%,17282,18303,16720,14804,2100,N/A
1996/06/15,17104,17160,16717,16883,▼277,－1.61%,17614,18400,16657,14770,15710,N/A
1996/06/14,17713,17713,16662,17160,▼554,－3.13%,17957,18461,16587,14737,10720,N/A
1996/06/13,17935,17990,17492,17713,▼166,－0.93%,18256,18502,16510,14699,14970,N/A
1996/06/12,18433,18433,17713,17879,▼554,－3.00%,18400,18488,16427,14660,12660,N/A
1996/06/11,18765,19263,18433,18433,▼166,－0.89%,18588,18444,16346,14619,30410,N/A
1996/06/10,19097,19097,18544,18599,▼55,－0.30%,18665,18369,16252,14576,19700,N/A
1996/06/08,18101,18765,18101,18654,▲221,＋1.20%,18643,18303,16159,14531,2050,N/A
1996/06/07,18433,18544,18433,18433,▼387,－2.06%,18654,18228,16060,14483,6590,N/A
1996/06/05,18820,19263,18322,18820,0.0,0.00%,18588,18214,15971,14435,12640,N/A
1996/06/04,18488,18820,18488,18820,▲332,＋1.80%,18444,18201,15874,14386,17320,N/A
1996/06/03,17824,18654,17824,18488,▼221,－1.18%,18333,18181,15777,14330,7600,N/A
1996/06/01,18378,18710,18267,18710,▲609,＋3.36%,18378,18156,15687,14280,34000,N/A
1996/05/31,17990,18433,17990,18101,0.0,0.00%,18422,18126,15589,14228,13240,N/A
1996/05/30,18267,18267,17713,18101,▼166,－0.91%,18677,18106,15500,14185,17230,N/A
1996/05/29,18876,18876,18267,18267,▼443,－2.37%,18898,18062,15412,14145,35330,N/A
1996/05/28,18987,19042,18710,18710,▼221,－1.17%,18987,18010,15319,14104,40090,N/A
1996/05/27,19651,19651,18931,18931,▼443,－2.29%,18865,17915,15219,14057,31560,N/A
1996/05/25,19374,19706,19208,19374,▲166,＋0.86%,18677,17819,15112,14015,24490,N/A
1996/05/23,18710,19817,18544,19208,▲498,＋2.66%,18289,17705,14997,13969,88890,N/A
1996/05/22,18378,18765,18378,18710,▲609,＋3.36%,17846,17600,14886,13921,50160,N/A
1996/05/21,18544,18599,17990,18101,▲111,＋0.62%,17492,17473,14791,13874,59180,N/A
1996/05/20,17713,18378,17713,17990,▲554,＋3.17%,17326,17331,14698,13834,29830,N/A
1996/05/18,17104,17437,17104,17437,▲443,＋2.61%,17160,17182,14606,13793,15010,N/A
1996/05/17,17160,17160,16938,16994,▲55,＋0.33%,17304,17071,14524,13760,11030,N/A
1996/05/16,17160,17437,16938,16938,▼332,－1.92%,17614,16966,14452,13733,11130,N/A
1996/05/15,17160,17381,16938,17271,▲111,＋0.65%,17913,16872,14387,13710,24140,N/A
1996/05/14,17990,18267,17104,17160,▼996,－5.49%,18057,16742,14308,13686,25910,N/A
1996/05/13,19097,19097,17824,18156,▼387,－2.09%,18245,16640,14237,13663,45850,N/A
1996/05/11,18820,19097,18433,18544,▲111,＋0.60%,18156,16471,14150,13632,33480,N/A
1996/05/10,17935,18544,17935,18433,▲443,＋2.46%,17891,16266,14054,13600,95450,N/A
1996/05/09,18267,18599,17326,17990,▼111,－0.61%,17647,16028,13965,13569,63230,N/A
1996/05/08,17990,18765,17769,18101,▲387,＋2.19%,17414,15806,13883,13543,78940,N/A
1996/05/07,17990,17990,17271,17713,▲498,＋2.89%,17193,15579,13797,13515,79680,N/A
1996/05/06,17271,17437,17160,17215,0.0,0.00%,17071,15364,13727,13489,48730,N/A
1996/05/04,16606,17713,16606,17215,▲387,＋2.30%,17049,15164,13668,13468,50010,N/A
1996/05/03,16606,16994,16496,16828,▼166,－0.98%,16839,14968,13609,13445,13030,N/A
1996/05/02,16938,17104,16828,16994,▼111,－0.65%,16529,14810,13554,13425,43170,N/A
1996/04/30,17381,17658,16938,17104,0.0,0.00%,16130,14638,13494,13405,71580,N/A
1996/04/29,16717,17104,16330,17104,▲941,＋5.82%,15754,14447,13435,13386,93790,N/A
1996/04/27,15333,16163,15278,16163,▲886,＋5.80%,15311,14257,13364,13366,57670,N/A
1996/04/26,15001,15389,14946,15278,▲277,＋1.85%,15090,14099,13306,13351,80200,N/A
1996/04/25,15222,15222,14946,15001,▼221,－1.45%,14968,13969,13261,13343,17580,N/A
1996/04/24,14946,15222,14890,15222,▲332,＋2.23%,14990,13847,13223,13339,29670,N/A
1996/04/23,15112,15222,14890,14890,▼166,－1.10%,14901,13722,13179,13332,35650,N/A
1996/04/22,14780,15056,14669,15056,▲387,＋2.64%,14813,13628,13142,13328,42190,N/A
1996/04/20,14890,14946,14669,14669,▼443,－2.93%,14536,13515,13107,13319,5740,N/A
1996/04/19,14780,15112,14669,15112,▲332,＋2.25%,14315,13432,13077,13316,22600,N/A
1996/04/18,14835,14946,14447,14780,▲332,＋2.30%,14005,13313,13050,13313,42510,N/A
1996/04/17,13839,14447,13839,14447,▲775,＋5.67%,13728,13227,13022,13312,36800,N/A
1996/04/16,13673,13728,13451,13673,▲111,＋0.82%,13484,13155,12996,13312,24260,N/A
1996/04/15,13673,13728,13451,13562,0.0,0.00%,13407,13122,12982,13319,3630,N/A
1996/04/13,13285,13562,13230,13562,▲166,＋1.24%,13429,13100,12973,13329,6660,N/A
1996/04/12,13340,13506,13340,13396,▲166,＋1.26%,13429,13061,12966,13340,4820,N/A
1996/04/10,13340,13396,13230,13230,▼55,－0.42%,13407,13030,12955,13350,5400,N/A
1996/04/09,13839,13839,13285,13285,▼387,－2.83%,13418,13008,12951,13361,5990,N/A
1996/04/08,13562,14005,13562,13673,▲111,＋0.82%,13363,12981,12943,13371,88150,N/A
1996/04/06,13285,13562,13064,13562,▲277,＋2.08%,13163,12931,12924,13378,8140,N/A
1996/04/04,13285,13285,13119,13285,0.0,0.00%,12964,12878,12908,13387,4100,N/A
1996/04/03,13008,13451,12898,13285,▲277,＋2.13%,12853,12839,12894,13401,9170,N/A
1996/04/02,12676,13008,12676,13008,▲332,＋2.62%,12798,12801,12887,13414,3650,N/A
1996/04/01,12565,12953,12565,12676,▲111,＋0.88%,12754,12801,12883,13431,340,N/A
1996/03/30,12621,12621,12510,12565,▼166,－1.30%,12820,12792,12886,13452,3130,N/A
1996/03/29,12953,12953,12732,12732,▼277,－2.13%,12853,12790,12887,13473,40,N/A
1996/03/28,13119,13119,13008,13008,▲221,＋1.73%,12920,12779,12892,13495,490,N/A
1996/03/27,12787,12842,12732,12787,▼221,－1.70%,12920,12762,12891,13513,2030,N/A
1996/03/26,13008,13008,12732,13008,▲277,＋2.17%,12964,12773,12899,13537,1190,N/A
1996/03/25,13064,13119,12732,12732,▼332,－2.54%,12986,12751,12903,13560,3510,N/A
1996/03/23,13008,13064,12898,13064,▲55,＋0.43%,12997,12759,12905,13582,540,N/A
1996/03/22,13119,13285,12953,13008,0.0,0.00%,12942,12754,12899,13600,3870,N/A
1996/03/21,13562,13562,13008,13008,▼111,－0.84%,12898,12740,12898,13618,2270,N/A
1996/03/20,13008,13119,12787,13119,▲332,＋2.60%,12842,12745,12884,13634,7660,N/A
1996/03/19,12510,12953,12510,12787,0.0,0.00%,12754,12743,12873,13652,320,N/A
1996/03/18,12842,12898,12787,12787,0.0,0.00%,12698,12751,12867,13672,2260,N/A
1996/03/16,13119,13119,12732,12787,▲55,＋0.43%,12643,12787,12869,13695,2270,N/A
1996/03/15,12842,13008,12732,12732,▲55,＋0.44%,12588,12831,12879,13719,5410,N/A
1996/03/14,12289,12898,12289,12676,▲166,＋1.33%,12643,12878,12888,13746,4370,N/A
1996/03/13,12510,12732,12510,12510,0.0,0.00%,12610,12920,12896,13773,1930,N/A
1996/03/12,12510,12787,12510,12510,0.0,0.00%,12610,12967,12918,13802,1210,N/A
1996/03/11,12399,12898,12399,12510,▼498,－3.83%,12610,13019,12940,13833,1840,N/A
1996/03/09,12510,13008,12510,13008,▲498,＋3.98%,12643,13036,12957,13865,1390,N/A
1996/03/08,12510,12510,12510,12510,0.0,0.00%,12643,13019,12957,13891,1830,N/A
1996/03/07,12510,12621,12510,12510,0.0,0.00%,12654,13022,12971,13917,1370,N/A
1996/03/06,12676,12842,12510,12510,▼166,－1.31%,12732,13033,12980,13942,1420,N/A
1996/03/05,12953,12953,12621,12676,▼332,－2.55%,12820,13036,12995,13968,3800,N/A
1996/03/04,12621,13008,12565,13008,▲443,＋3.52%,12831,13036,13015,13996,3950,N/A
1996/03/02,12510,12842,12510,12565,▼332,－2.58%,12853,13033,13034,14021,990,N/A
1996/02/29,12898,12898,12732,12898,▼55,－0.43%,12953,13050,13065,14048,1280,N/A
1996/02/28,12732,13008,12732,12953,▲221,＋1.74%,12964,13077,13089,14071,5160,N/A
1996/02/27,12787,13008,12732,12732,▼387,－2.95%,13075,13086,13114,14090,4590,N/A
1996/02/26,13064,13119,12787,13119,▲55,＋0.42%,13263,13094,13147,14108,2630,N/A
1996/02/24,13064,13064,13064,13064,▲111,＋0.85%,13374,13077,13172,14124,1710,N/A
1996/02/23,13340,13340,12953,12953,▼554,－4.10%,13462,13077,13204,14140,7390,N/A
1996/02/22,13340,13506,13340,13506,▼166,－1.21%,13562,13086,13233,14155,2030,N/A
1996/02/21,13673,13673,13562,13673,0.0,0.00%,13573,13047,13252,14170,11050,N/A
1996/02/17,13396,13839,13340,13673,▲166,＋1.23%,13407,13014,13268,14184,13360,N/A
1996/02/16,13451,13562,13285,13506,▲55,＋0.41%,13208,12970,13280,14200,13680,N/A
1996/02/15,12787,13839,12787,13451,▼111,－0.82%,13019,12922,13297,14217,23920,N/A
1996/02/14,13008,13562,13008,13562,▲720,＋5.60%,12875,12878,13316,14236,22980,N/A
1996/02/13,12676,12953,12676,12842,▲166,＋1.31%,12676,12823,13336,14255,23430,N/A
1996/02/12,12732,12732,12621,12676,▲111,＋0.88%,12643,12826,13368,14279,13080,N/A
1996/02/10,12510,12732,12510,12565,▼166,－1.30%,12698,12828,13397,14300,710,N/A
1996/02/09,12565,12732,12510,12732,▲166,＋1.32%,12765,12845,13425,14322,2080,N/A
1996/02/08,12676,12842,12510,12565,▼111,－0.87%,12909,12839,13456,14340,4890,N/A
1996/02/07,12953,12953,12676,12676,▼277,－2.14%,13019,12862,13484,14364,3930,N/A
1996/02/06,13064,13064,12898,12953,▲55,＋0.43%,13064,12875,13515,14385,6170,N/A
1996/02/05,13506,13562,12898,12898,▼554,－4.12%,13030,12892,13531,14400,8350,N/A
1996/02/03,13230,13673,13230,13451,▲332,＋2.53%,13064,12909,13555,14415,25300,N/A
1996/02/02,12898,13174,12842,13119,▲221,＋1.72%,12997,12878,13576,14422,17620,N/A
1996/02/01,12787,13285,12787,12898,▲111,＋0.87%,12920,12859,13601,14430,9510,N/A
1996/01/31,12953,12953,12732,12787,▼277,－2.12%,12942,12859,13627,14441,3020,N/A
1996/01/30,13562,13562,12787,13064,▼55,－0.42%,12942,12828,13656,14454,14650,N/A
1996/01/29,12565,13230,12565,13119,▲387,＋3.04%,12842,12798,13685,14463,5600,N/A
1996/01/27,13008,13285,12732,12732,▼277,－2.13%,12732,12765,13714,14471,2240,N/A
1996/01/26,12898,13008,12676,13008,▲221,＋1.73%,12676,12773,13745,14484,7940,N/A
1996/01/25,12621,12787,12621,12787,▲221,＋1.76%,12654,12792,13771,14495,4580,N/A
1996/01/24,12565,12732,12510,12565,0.0,0.00%,12643,12817,13800,14511,3540,N/A
1996/01/23,12510,12732,12455,12565,▲111,＋0.89%,12709,12845,13831,14530,1960,N/A
1996/01/22,12898,13008,12455,12455,▼443,－3.43%,12720,12909,13866,14548,2040,N/A
1996/01/20,12732,12898,12510,12898,▲166,＋1.30%,12831,12978,13908,14566,6320,N/A
1996/01/19,13008,13008,12732,12732,▼166,－1.29%,12842,13008,13940,14578,2550,N/A
1996/01/18,12732,12898,12732,12898,▲277,＋2.19%,12953,13022,13980,14590,65890,N/A
1996/01/17,13174,13174,12510,12621,▼387,－2.98%,13019,13047,14017,14599,61120,N/A
1996/01/16,12787,13285,12621,13008,▲55,＋0.43%,13064,13066,14058,14613,11350,N/A
1996/01/15,12953,13285,12953,12953,▼332,－2.50%,13008,13089,14098,14623,9200,N/A
1996/01/13,13230,13285,13230,13285,▲55,＋0.42%,12997,13133,14136,14633,4270,N/A
1996/01/12,12732,13285,12732,13230,▲387,＋3.02%,12776,13177,14174,14640,8210,N/A
1996/01/11,12787,12898,12787,12842,▲111,＋0.87%,12621,13235,14217,14648,6100,N/A
1996/01/10,12898,13174,12621,12732,▼166,－1.29%,12543,13313,14259,14658,10170,N/A
1996/01/09,12178,12898,12178,12898,▲720,＋5.91%,12577,13399,14301,14670,6000,N/A
1996/01/08,11901,12732,11901,12178,▼277,－2.22%,12676,13487,14338,14683,3200,N/A
1996/01/06,12455,12732,12455,12455,0.0,0.00%,12898,13612,14384,14703,4480,N/A
