[일시]농심,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/12/01,419500,424500,409500,409500,▼6000,－1.44%,406100,384200,370092,341750,15422,1501759
2015/11/30,412500,428500,407500,415500,▲6000,＋1.47%,402400,381950,369450,340671,24968,1503455
2015/11/27,402000,416500,394000,409500,▲10500,＋2.63%,396900,379450,368600,339542,24246,1506691
2015/11/26,397000,402000,394000,399000,▲2000,＋0.50%,395100,377425,367767,338325,8721,1503606
2015/11/25,394000,403000,389000,397000,▲6000,＋1.53%,395900,376000,367250,337196,19104,1502898
2015/11/24,388000,396500,385500,391000,▲3000,＋0.77%,394400,374875,366600,336146,33670,1497549
2015/11/23,400000,400000,386500,388000,▼12500,－3.12%,396000,374150,365967,335183,28144,1495456
2015/11/20,405000,405000,399000,400500,▼2500,－0.62%,396900,373850,365617,334175,13077,1500971
2015/11/19,389500,405000,389500,403000,▲13500,＋3.47%,390900,372300,364733,333150,23126,1502869
2015/11/18,399000,399000,388000,389500,▼9500,－2.38%,383200,370350,363725,332133,21480,1498832
2015/11/17,404000,405500,392000,399000,▲6500,＋1.66%,379000,369325,363317,331204,31991,1487744
2015/11/16,374500,400000,374500,392500,▲22000,＋5.94%,370100,367950,362717,330254,83632,1474220
2015/11/13,360000,375000,359500,370500,▲6000,＋1.65%,362400,366650,362208,329383,26689,1484026
2015/11/12,367500,373000,356000,364500,▼4000,－1.09%,359200,365800,362075,328646,26212,1494748
2015/11/11,352000,383000,352000,368500,▲14000,＋3.95%,358600,365275,361542,327875,40977,1506204
2015/11/10,349000,365500,349000,354500,▲500,＋0.14%,357300,364200,360925,327096,19709,1506722
2015/11/09,351500,357500,347000,354000,▼500,－0.14%,359300,363950,360592,326442,16875,1504567
2015/11/06,358000,361500,353000,354500,▼7000,－1.94%,361600,363700,360192,325733,20293,1508646
2015/11/05,361000,362500,356500,361500,▼500,－0.14%,364500,363825,359908,324908,8043,1508143
2015/11/04,365500,367500,361000,362000,▼2500,－0.69%,366300,363025,359300,324029,17237,1512201
2015/11/03,363000,368000,361500,364500,▼1000,－0.27%,368800,362725,358750,323179,18148,1508416
2015/11/02,369500,370000,363500,365500,▼3500,－0.95%,371200,362400,358108,322267,13017,1513227
2015/10/30,367500,376500,365500,369000,▼1500,－0.40%,374500,361925,357400,321296,10697,1506633
2015/10/29,368500,376000,361000,370500,▼4000,－1.07%,374600,361300,356508,320317,23673,1507775
2015/10/28,376500,384000,369000,374500,▼2000,－0.53%,373300,361075,355508,319300,15635,1513715
2015/10/27,382000,385000,376500,376500,▼5500,－1.44%,372200,360100,354675,318250,19015,1515776
2015/10/26,369500,383000,367000,382000,▲12500,＋3.38%,371200,359100,353708,317142,21980,1522139
2015/10/23,365500,373000,361500,369500,▲5500,＋1.51%,368100,357975,352508,316000,18155,1522582
2015/10/22,366000,370000,360000,364000,▼5000,－1.36%,364900,358025,351442,314992,18507,1524361
2015/10/21,369500,372000,365000,369000,▼2500,－0.67%,362900,358200,350600,314058,10437,1524758
2015/10/20,367000,378500,362000,371500,▲5000,＋1.36%,358500,358300,349683,313054,26238,1519621
2015/10/19,356000,367500,355500,366500,▲13000,＋3.68%,354100,358250,348892,312025,25211,1518175
2015/10/16,351500,360500,342000,353500,▼500,－0.14%,350600,358375,348075,311017,32297,1519909
2015/10/15,349000,356500,346000,354000,▲7000,＋2.02%,351300,359825,347458,310113,19291,1519370
2015/10/14,350000,350500,341000,347000,▼2500,－0.72%,349600,360425,346783,309225,19469,1520094
2015/10/13,349000,351000,345500,349500,▲500,＋0.14%,351400,361500,346092,308371,14555,1523233
2015/10/12,353000,354500,346500,349000,▼8000,－2.24%,353100,363000,345325,307542,28466,1520767
2015/10/08,348000,357000,346500,357000,▲11500,＋3.33%,354500,363300,344800,306675,21933,1526043
2015/10/07,353000,356000,345000,345500,▼10500,－2.95%,354400,362425,343717,305700,25537,1520097
2015/10/06,358000,361000,355500,356000,▼2000,－0.56%,358500,363325,342808,304813,28681,1518382
2015/10/05,359500,361000,356000,358000,▲2000,＋0.56%,358300,363350,341725,303829,14871,1518050
2015/10/02,355500,362000,355000,356000,▼500,－0.14%,358000,364000,340625,302854,14146,1518225
2015/10/01,362000,362500,355500,356500,▼9500,－2.60%,358700,364425,339583,301875,24415,1516366
2015/09/30,350500,367500,350500,366000,▲11000,＋3.10%,361500,364575,338342,300917,18940,1522637
2015/09/25,360000,366500,353500,355000,▼1500,－0.42%,361800,364675,336975,299958,20694,1513927
2015/09/24,364000,364000,355000,356500,▼3000,－0.83%,365000,364825,335775,299154,14548,1507510
2015/09/23,365000,367000,355000,359500,▼11000,－2.97%,367800,364650,334625,298321,16654,1504586
2015/09/22,369000,372000,365000,370500,▲3000,＋0.82%,369700,365025,333475,297429,15393,1504201
2015/09/21,365500,370000,362500,367500,▼3500,－0.94%,372100,363875,332133,296400,9572,1505017
2015/09/18,369500,374000,362000,371000,▲500,＋0.13%,371800,362625,330833,295367,34313,1511592
2015/09/17,374500,378500,366500,370500,▲1500,＋0.41%,371300,362325,329208,294304,21548,1505382
2015/09/16,383000,385500,369000,369000,▼13500,－3.53%,373100,361950,327508,293275,30025,1499941
2015/09/15,367500,387500,367000,382500,▲16500,＋4.51%,370300,361600,325850,292208,26086,1504214
2015/09/14,374500,381000,366000,366000,▼2500,－0.68%,361700,360600,323900,291021,21458,1500158
2015/09/11,371000,372500,366500,368500,▼11000,－2.90%,361200,358925,322258,289946,17460,1500023
2015/09/10,355000,381500,355000,379500,▲24500,＋6.90%,358800,357075,320658,288871,30359,1507569
2015/09/09,344000,357500,344000,355000,▲15500,＋4.57%,357100,354825,318858,287717,27979,1502690
2015/09/08,365000,368500,337000,339500,▼24000,－6.60%,359000,353575,317333,286758,37039,1509361
2015/09/07,356000,368500,356000,363500,▲7000,＋1.96%,363000,353475,316158,285904,18831,1509569
2015/09/04,369000,374500,354500,356500,▼14500,－3.91%,363900,351550,314725,284863,25507,1504979
2015/09/03,364500,375000,362500,371000,▲6500,＋1.78%,364200,350175,313408,283867,33974,1512952
2015/09/02,352500,371000,352500,364500,▲5000,＋1.39%,360600,347925,311892,282767,34991,1523395
2015/09/01,370000,376000,359500,359500,▼8500,－2.31%,361100,345850,310483,281713,30753,1527286
2015/08/31,354500,370000,352500,368000,▲10000,＋2.79%,358700,343650,308883,280704,40907,1532536
2015/08/28,357500,365000,353000,358000,▲5000,＋1.42%,353600,340775,307142,279642,31967,1527609
2015/08/27,367000,373000,352500,353000,▼14000,－3.81%,355000,339100,305692,278675,41453,1523910
2015/08/26,347500,367000,340500,367000,▲19500,＋5.61%,357000,337375,304400,277804,37784,1531953
2015/08/25,340500,347500,327000,347500,▲5000,＋1.46%,356000,334525,302733,276858,66694,1529463
2015/08/24,364500,365000,335500,342500,▼22500,－6.16%,359000,332425,301567,276038,57678,1504781
2015/08/21,360000,375000,351000,365000,▲2000,＋0.55%,357000,330975,300542,275267,67421,1505229
2015/08/20,354500,389500,352000,363000,▲1000,＋0.28%,350300,328425,299092,274317,83455,1511313
2015/08/19,368500,379000,345500,362000,▼500,－0.14%,344600,326475,297792,273404,72346,1521551
2015/08/18,342000,368000,342000,362500,▲30000,＋9.02%,338200,324250,296558,272525,100061,1514714
2015/08/17,331500,334500,325500,332500,▲1000,＋0.30%,333200,321950,295217,271688,11160,1498761
2015/08/13,330000,336500,324500,331500,▼3000,－0.90%,331700,321000,294208,271096,23520,1498321
2015/08/12,329000,337000,323000,334500,▲4500,＋1.36%,331200,319700,293267,270496,39519,1492727
2015/08/11,338000,345000,328000,330000,▼7500,－2.22%,329500,318150,292292,269829,35904,1481861
2015/08/10,329000,346000,325000,337500,▲12500,＋3.85%,328100,317525,291275,269188,42659,1479201
2015/08/07,330000,332500,322500,325000,▼4000,－1.22%,323700,315250,289908,268496,12382,1491777
2015/08/06,327000,334000,325000,329000,▲3000,＋0.92%,320800,313550,288758,267963,23965,1491213
2015/08/05,323000,340000,322000,326000,▲3000,＋0.93%,319900,311650,287608,267392,41678,1488581
2015/08/04,319000,324500,312000,323000,▲7500,＋2.38%,318400,309950,286425,266850,13045,1492476
2015/08/03,312000,316500,308500,315500,▲5000,＋1.61%,315800,308475,285192,266367,11020,1492750
2015/07/31,323000,324000,309500,310500,▼14000,－4.31%,313800,306800,284125,265900,18935,1490438
2015/07/30,318500,330500,316500,324500,▲6000,＋1.88%,314400,305475,283092,265513,27059,1488488
2015/07/29,308000,319000,303500,318500,▲8500,＋2.74%,312300,303400,281825,264883,34538,1483634
2015/07/28,306500,319000,295500,310000,▲4500,＋1.47%,313400,301850,280575,264279,39310,1475488
2015/07/27,308000,309500,297000,305500,▼8000,－2.55%,314900,300875,279492,263663,29905,1469262
2015/07/24,314000,322000,308500,313500,▼500,－0.16%,317100,300100,278542,263046,16998,1456649
2015/07/23,326000,329000,311500,314000,▼10000,－3.09%,317100,298900,277517,262392,34354,1460439
2015/07/22,317000,328000,315000,324000,▲6500,＋2.05%,315400,296875,276425,261725,39249,1471203
2015/07/21,316000,317500,312500,317500,▲1000,＋0.32%,311300,294100,275158,260975,27051,1460394
2015/07/20,314500,317000,311500,316500,▲3000,＋0.96%,311300,291700,273958,260233,48511,1450308
2015/07/17,309000,321000,308500,313500,▲8000,＋2.62%,306400,289150,272767,259571,80188,1443546
2015/07/16,305000,307500,301500,305500,▲2000,＋0.66%,301900,286850,271667,258950,41938,1440810
2015/07/15,315000,315500,303500,303500,▼14000,－4.41%,299000,285200,270650,258417,60620,1434130
2015/07/14,293500,318500,292000,317500,▲25500,＋8.73%,296700,283600,269758,257917,76431,1444171
2015/07/13,291000,292000,287000,292000,▲1000,＋0.34%,291900,280900,268550,257275,22381,1418259
2015/07/10,291000,295000,287000,291000,0.0,0.00%,289900,279750,267683,256863,33638,1413490
2015/07/09,289000,291000,280500,291000,▼1000,－0.34%,288500,279075,266817,256454,32396,1408633
2015/07/08,295000,295000,287000,292000,▼1500,－0.51%,286900,278400,265933,256013,40152,1399767
2015/07/07,282000,294000,278500,293500,▲11500,＋4.08%,286000,277800,265083,255579,49348,1388495
2015/07/06,280000,284000,279000,282000,▼2000,－0.70%,285400,277125,264167,255138,13575,1392767
2015/07/03,283500,288500,281000,284000,▲1000,＋0.35%,287000,276200,263492,254779,12710,1389382
2015/07/02,286000,287000,278000,283000,▼4500,－1.57%,288100,275175,262942,254354,31126,1386544
2015/07/01,292500,295000,282500,287500,▼3000,－1.03%,286200,274575,262533,253992,41885,1382028
2015/06/30,287500,291000,284000,290500,▲500,＋0.17%,282400,273975,262017,253621,42525,1382114
2015/06/29,288000,291000,284000,290000,▲500,＋0.17%,278200,272800,261383,253217,49900,1403931
2015/06/26,277000,290000,272500,289500,▲16000,＋5.85%,273300,272175,260667,252871,60201,1414317
2015/06/25,269000,275000,268500,273500,▲5000,＋1.86%,268900,271750,259900,252563,24072,1424209
2015/06/24,269500,271000,268000,268500,▼1000,－0.37%,268700,271975,259400,252363,14552,1428247
2015/06/23,266000,270500,265000,269500,▲4000,＋1.51%,269300,272800,259042,252221,24588,1432531
2015/06/22,268000,270500,265000,265500,▼2000,－0.75%,268100,273725,258567,252063,22620,1440244
2015/06/19,270000,276000,266500,267500,▼5000,－1.83%,268800,274550,258142,251946,48846,1443073
2015/06/18,276000,277000,269500,272500,▲1000,＋0.37%,270800,274775,257633,251804,20959,1447516
2015/06/17,264500,273500,263000,271500,▲8000,＋3.04%,271800,274900,257083,251638,24769,1447169
2015/06/16,267000,269000,258000,263500,▼5500,－2.04%,273500,275125,256575,251504,36710,1453580
2015/06/15,277500,278000,267000,269000,▼8500,－3.06%,276800,275400,256183,251458,29516,1460677
2015/06/12,282000,283500,275000,277500,0.0,0.00%,275700,274725,255650,251304,54828,1467282
2015/06/11,280000,284500,276500,277500,▼2500,－0.89%,272900,273650,255000,251100,34575,1466607
2015/06/10,279500,285500,276500,280000,0.0,0.00%,271600,272775,254325,250917,44386,1464326
2015/06/09,266500,282500,266500,280000,▲16500,＋6.26%,270700,271525,253642,250658,58734,1450956
2015/06/08,262000,267000,261000,263500,0.0,0.00%,268100,269975,252942,250433,18405,1429877
2015/06/05,270000,273500,261000,263500,▼7500,－2.77%,270900,269375,252525,250363,18063,1426148
2015/06/04,280000,280500,270500,271000,▼4500,－1.63%,274400,268625,252142,250279,15587,1424624
2015/06/03,268000,277500,263000,275500,▲8500,＋3.18%,275800,267500,251658,250175,24990,1428922
2015/06/02,276500,277500,262000,267000,▼10500,－3.78%,277700,265900,251208,250017,44539,1434237
2015/06/01,282000,283000,274000,277500,▼3500,－1.25%,281900,264800,250983,249917,13524,1441231
2015/05/29,275000,281500,273000,281000,▲3000,＋1.08%,282800,263350,250508,249771,20981,1445405
2015/05/28,282000,284500,275000,278000,▼7000,－2.46%,281000,261900,249992,249621,42823,1444171
2015/05/27,288000,289500,279000,285000,▼3000,－1.04%,280400,260425,249542,249517,59925,1446500
2015/05/26,285000,294000,284000,288000,▲6000,＋2.13%,278600,258575,249017,249367,64060,1446116
2015/05/22,276000,285500,273000,282000,▲10000,＋3.68%,274800,256450,248492,249188,52977,1444450
2015/05/21,273000,277500,271500,272000,▼3000,－1.09%,269500,254600,248158,249083,32784,1450669
2015/05/20,275500,279500,271500,275000,▼1000,－0.36%,266300,253375,247983,248983,21650,1459433
2015/05/19,270000,281500,269500,276000,▲7000,＋2.60%,263300,251850,247725,248858,56259,1462362
2015/05/18,254500,275000,254500,269000,▲13500,＋5.28%,259100,250550,247367,248725,87083,1472946
2015/05/15,256500,259500,254500,255500,▼500,－0.20%,255100,249350,247100,248667,15599,1475377
2015/05/14,258500,260500,254000,256000,▼4000,－1.54%,254300,248575,247083,248700,20125,1478057
2015/05/13,255000,260500,255000,260000,▲5000,＋1.96%,252800,247725,247167,248667,46598,1479233
2015/05/12,249000,256000,248500,255000,▲6000,＋2.41%,250500,246625,247175,248583,19116,1489955
2015/05/11,251500,253500,248500,249000,▼2500,－0.99%,248200,245925,247275,248608,15788,1489546
2015/05/08,249500,251500,246000,251500,▲3000,＋1.21%,247400,245400,247542,248704,12471,1492305
2015/05/07,248500,248500,244000,248500,0.0,0.00%,246800,244900,247675,248775,20838,1495041
2015/05/06,243000,249500,243000,248500,▲5000,＋2.05%,247500,245025,247933,248838,15930,1492078
2015/05/04,246500,246500,241500,243500,▼1500,－0.61%,247500,245525,247942,248938,12284,1492575
2015/04/30,248500,251500,244500,245000,▼3500,－1.41%,248400,246175,247983,249096,12187,1496643
2015/04/29,252500,253500,247500,248500,▼3500,－1.39%,248500,246550,247833,249267,17023,1498368
2015/04/28,250000,255000,247000,252000,▲3500,＋1.41%,247800,246475,247550,249350,29423,1504273
2015/04/27,249000,249500,245000,248500,▲500,＋0.20%,246900,246050,247267,249458,16881,1510127
2015/04/24,245000,248000,244000,248000,▲2500,＋1.02%,246100,245800,247025,249613,26299,1511743
2015/04/23,247000,247500,243000,245500,▲500,＋0.20%,246500,245750,246792,249792,21602,1515733
2015/04/22,247000,250000,242000,245000,▼2500,－1.01%,246400,245525,246508,250042,26741,1524155
2015/04/21,246000,253000,245000,247500,▲3000,＋1.23%,245400,245275,246375,250192,27333,1528286
2015/04/20,247000,248000,243500,244500,▼5500,－2.20%,243700,244750,246233,250333,22658,1535369
2015/04/17,247000,252000,244000,250000,▲5000,＋2.04%,242400,244500,246183,250504,32903,1540540
2015/04/16,240500,247500,240000,245000,▲5000,＋2.08%,240600,244050,246075,250642,40786,1542499
2015/04/15,239500,243500,239500,240000,▲1000,＋0.42%,239300,243800,246000,250804,37504,1544733
2015/04/14,238500,240500,238500,239000,▲1000,＋0.42%,239600,243650,246042,251013,19029,1550240
2015/04/13,238500,242500,237500,238000,▼3000,－1.24%,242000,243625,246092,251267,29840,1550084
2015/04/10,238000,241500,238000,241000,▲2500,＋1.05%,246100,243575,246092,251521,24989,1546425
2015/04/09,241500,244000,236000,238500,▼3000,－1.24%,249200,243475,246075,251742,46484,1551780
2015/04/08,251000,251000,241500,241500,▼9500,－3.78%,252000,243450,246108,252000,47501,1558873
2015/04/07,258500,258500,250500,251000,▼7500,－2.90%,253100,243300,246067,252250,21885,1569395
2015/04/06,258500,260000,253000,258500,▲2000,＋0.78%,251600,242775,245767,252467,18856,1574932
2015/04/03,254000,259500,251500,256500,▲4000,＋1.58%,248600,241950,245450,252642,28121,1573222
2015/04/02,247500,253500,247000,252500,▲5500,＋2.23%,246700,241550,245225,252783,25460,1571778
2015/04/01,245000,248000,242000,247000,▲3500,＋1.44%,244400,241600,245050,252950,37796,1573093
2015/03/31,244000,245500,241000,243500,0.0,0.00%,243000,241700,245075,253188,14929,1574922
2015/03/30,248000,248000,242500,243500,▼3500,－1.42%,241700,242025,245225,253421,10253,1577241
2015/03/27,243000,249000,240500,247000,▲6000,＋2.49%,240900,242400,245325,253654,28533,1580112
2015/03/26,241500,242000,239000,241000,▲1000,＋0.42%,239700,242725,245400,253863,14065,1577142
2015/03/25,237500,241500,237500,240000,▲3000,＋1.27%,239500,243500,245558,254138,13072,1581108
2015/03/24,239500,243000,237000,237000,▼2500,－1.04%,238900,244600,245750,254400,21683,1580527
2015/03/23,242000,242000,238500,239500,▼1500,－0.62%,239200,245825,245975,254683,10784,1584842
2015/03/20,240000,243500,238500,241000,▲1000,＋0.42%,238700,246825,246192,254913,18274,1586410
2015/03/19,239000,243500,236500,240000,▲3000,＋1.27%,238300,247500,246433,255142,86757,1586180
2015/03/18,240500,240500,236500,237000,▼1500,－0.63%,237900,248150,246733,255342,18646,1587475
2015/03/17,238000,240000,237000,238500,▲1500,＋0.63%,238200,249025,246958,255558,12334,1592005
2015/03/16,240000,240500,237000,237000,▼2000,－0.84%,238600,250150,247200,255733,14462,1592087
2015/03/13,242000,243000,238500,239000,▲1000,＋0.42%,239600,251325,247508,255913,8758,1594407
2015/03/12,237500,242500,237500,238000,▼500,－0.21%,241500,252425,247675,256075,21240,1595029
2015/03/11,240500,241500,234000,238500,▼2000,－0.83%,244600,253775,247925,256233,29894,1604219
2015/03/10,242000,242500,239500,240500,▼1500,－0.62%,246700,254825,248200,256404,14509,1614830
2015/03/09,245500,246500,241500,242000,▼6500,－2.62%,248600,256000,248417,256550,22056,1617342
2015/03/06,251500,254000,247000,248500,▼5000,－1.97%,250400,256350,248692,256683,14600,1624877
2015/03/05,245500,254500,245500,253500,▲4500,＋1.81%,251400,256225,248825,256700,12998,1630105
2015/03/04,248000,250500,243500,249000,▼1000,－0.40%,252000,255350,248850,256679,33173,1626178
2015/03/03,250000,253000,249000,250000,▼1000,－0.40%,254600,254475,249033,256688,12635,1619026
2015/03/02,253500,254500,250500,251000,▼2500,－0.99%,256900,253725,249250,256692,8073,1615181
2015/02/27,254500,257500,252000,253500,▼3000,－1.17%,258600,252875,249492,256700,11852,1614600
2015/02/26,261500,261500,255000,256500,▼5500,－2.10%,258800,251900,249717,256692,12824,1610014
2015/02/25,263000,263000,256500,262000,▲500,＋0.19%,258100,250500,249883,256667,12554,1611660
2015/02/24,261000,262500,258000,261500,▲2000,＋0.77%,256600,249250,250008,256558,11635,1612753
2015/02/23,254500,260000,254000,259500,▲5000,＋1.96%,256500,248125,249983,256467,8736,1613522
2015/02/17,255500,256000,253500,254500,▲1500,＋0.59%,256700,247225,249992,256363,3702,1613904
2015/02/16,254500,256500,251000,253000,▼1500,－0.59%,258000,246675,250083,256313,9249,1612645
2015/02/13,261500,261500,253500,254500,▼6500,－2.49%,260400,246050,250233,256321,13802,1609607
2015/02/12,259500,263000,255000,261000,▲500,＋0.19%,261400,245450,250317,256333,14418,1604778
2015/02/11,255500,262000,248000,260500,▼500,－0.19%,262000,244500,250167,256292,44093,1606432
2015/02/10,264500,265500,254000,261000,▼4000,－1.51%,259700,243375,249992,256383,17856,1613062
2015/02/09,258000,269500,258000,265000,▲5500,＋2.12%,256700,242325,249942,256413,22208,1617070
2015/02/06,260500,264500,257000,259500,▼4500,－1.70%,250900,241100,249867,256400,20020,1611294
2015/02/05,252500,268000,251000,264000,▲15000,＋6.02%,245300,240075,249875,256425,43729,1614979
2015/02/04,246500,251500,244500,249000,▲3000,＋1.22%,239500,238525,249742,256375,22154,1605631
2015/02/03,235000,246000,235000,246000,▲10000,＋4.24%,236500,238050,249933,256417,33131,1607355
2015/02/02,231000,236000,230500,236000,▲4500,＋1.94%,234100,237900,250208,256525,14986,1606112
2015/01/30,239000,239000,231500,231500,▼3500,－1.49%,232600,238200,250700,256742,18097,1598662
2015/01/29,231500,236000,231000,235000,▲1000,＋0.43%,233700,239050,251150,257021,14910,1602334
2015/01/28,231000,234000,230000,234000,0.0,0.00%,234500,239925,251650,257250,17854,1599177
2015/01/27,229000,234000,228000,234000,▲5500,＋2.41%,236000,240700,252200,257475,31032,1597832
2015/01/26,236500,236500,227000,228500,▼8500,－3.59%,237900,241575,252792,257679,31741,1592093
2015/01/23,238000,240000,236500,237000,▼2000,－0.84%,240300,242675,253575,257929,10934,1596136
2015/01/22,241000,242000,238000,239000,▼2500,－1.04%,241400,243400,254008,258108,13443,1600718
2015/01/21,242000,244000,240000,241500,▼2000,－0.82%,242000,243975,254433,258258,8672,1597952
2015/01/20,240000,244500,238500,243500,▲3000,＋1.25%,241300,244525,254825,258400,15327,1593807
2015/01/19,243000,243500,239000,240500,▼2000,－0.82%,240600,245125,255208,258554,6022,1589751
2015/01/16,240000,242500,240000,242500,▲500,＋0.21%,240600,246000,255608,258717,5972,1591541
2015/01/15,238000,242000,237500,242000,▲4000,＋1.68%,239900,246400,255983,258863,7940,1591226
2015/01/14,238000,242000,238000,238000,▼2000,－0.83%,238100,246950,256442,259033,7065,1590734
2015/01/13,242000,242000,236000,240000,▼500,－0.21%,238400,247825,256950,259283,14536,1592712
2015/01/12,238000,242000,237500,240500,▲1500,＋0.63%,239000,248275,257408,259542,6091,1597422
2015/01/09,234000,239000,233000,239000,▲6000,＋2.58%,239300,248900,257892,259858,12393,1598218
2015/01/08,238000,239000,233000,233000,▼6500,－2.71%,241200,249700,258433,260217,18629,1592956
2015/01/07,243500,244000,238000,239500,▼3500,－1.44%,245100,250725,259167,260658,7220,1591887
2015/01/06,240000,243500,238000,243000,▲1000,＋0.41%,247100,251675,259833,261013,10376,1593638
2015/01/05,248500,249500,241000,242000,▼6500,－2.62%,248800,252350,260342,261392,15599,1594111
2015/01/02,250000,253000,247000,248500,▼4000,－1.58%,250500,253000,260850,261721,12213,1594290
2014/12/30,248500,252500,248500,252500,▲3000,＋1.20%,251100,253575,261300,262000,7396,1593652
2014/12/29,249000,251000,249000,249500,▼2000,－0.80%,250700,254100,261617,262229,3282,1592627
2014/12/26,250000,253000,250000,251500,▲1000,＋0.40%,251300,254900,261983,262575,7192,1594467
2014/12/24,252000,252000,249000,250500,▼1000,－0.40%,252100,255675,262325,262896,6223,1595199
2014/12/23,250000,252500,249000,251500,▲1000,＋0.40%,253600,256475,262717,263250,8958,1594684
2014/12/22,253500,253500,250000,250500,▼2000,－0.79%,253400,257375,263050,263533,9310,1593139
2014/12/19,258000,258000,250500,252500,▼3000,－1.17%,253900,257850,263392,263817,15511,1591524
2014/12/18,261000,262000,251000,255500,▼2500,－0.97%,254500,258225,263633,264100,13231,1586917
2014/12/17,253000,258000,252000,258000,▲7500,＋2.99%,253200,258450,263850,264350,9267,1585843
2014/12/16,252500,255000,249500,250500,▼2500,－0.99%,252200,258650,263950,264583,8644,1582762
2014/12/15,255500,256500,248500,253000,▼2500,－0.98%,253100,259100,264158,264900,11591,1582129
2014/12/12,248500,256500,247000,255500,▲6500,＋2.61%,253200,259050,264267,265267,16005,1586637
2014/12/11,250000,251500,244000,249000,▼4000,－1.58%,253800,258775,264317,265646,17223,1585660
2014/12/10,252000,257000,250500,253000,▼2000,－0.78%,255300,259225,264475,266033,14950,1587444
2014/12/09,252000,256500,252000,255000,▲1500,＋0.59%,255700,259600,264542,266400,8567,1582486
2014/12/08,255500,259000,252500,253500,▼5000,－1.93%,256700,259850,264608,266750,19015,1576390
2014/12/05,256000,259000,255500,258500,▲2000,＋0.78%,258600,259975,264683,267183,11857,1576097
2014/12/04,255500,258000,253500,256500,▲1500,＋0.59%,260000,260075,264675,267596,16567,1570414
2014/12/03,260000,260000,252500,255000,▼5000,－1.92%,262100,260375,264575,268004,26432,1567302
2014/12/02,260500,264000,258500,260000,▼3000,－1.14%,264400,260900,264508,268429,9995,1570738
2014/12/01,263500,265500,261000,263000,▼2500,－0.94%,266300,260825,264342,268813,10795,1573548
2014/11/28,265000,268000,264000,265500,▼1500,－0.56%,265700,260925,264133,269183,10086,1572750
2014/11/27,264500,269000,264500,267000,▲500,＋0.19%,264600,261000,263908,269550,10600,1571316
2014/11/26,267500,271500,265500,266500,▼3000,－1.11%,263200,261125,263667,269900,13433,1572635
2014/11/25,260500,270500,260500,269500,▲9500,＋3.65%,262300,261575,263450,270267,15117,1567888
2014/11/24,261000,264500,258500,260000,0.0,0.00%,260300,261250,263108,270571,7429,1566671
2014/11/21,261500,263000,260000,260000,0.0,0.00%,258700,261475,262950,270967,10672,1565106
2014/11/20,263000,265000,259500,260000,▼2000,－0.76%,256700,261725,262733,271371,8856,1562479
2014/11/19,260000,262000,258500,262000,▲2500,＋0.96%,256300,262050,262542,271788,16980,1562410
2014/11/18,254000,260000,253500,259500,▲7500,＋2.98%,256000,262175,262408,272225,24485,1561538
2014/11/17,248500,252000,248500,252000,▲2000,＋0.80%,256100,262450,262350,272650,16450,1557399
2014/11/14,247500,256000,245000,250000,▼8000,－3.10%,256900,263325,262417,273100,80085,1558031
2014/11/13,261500,262500,258000,258000,▼2500,－0.96%,259000,264250,262775,273588,13030,1542077
2014/11/12,259000,262000,258000,260500,▲500,＋0.19%,259900,264725,262883,274008,10448,1539799
2014/11/11,256500,260500,256000,260000,▲4000,＋1.56%,260900,265175,262933,274375,11240,1535889
2014/11/10,261000,262000,255500,256000,▼4500,－1.73%,260600,265750,262975,274758,13913,1532856
2014/11/07,260000,262500,257500,260500,▼2000,－0.76%,262400,266800,263008,275179,11255,1529777
2014/11/06,262500,265500,257000,262500,▼3000,－1.13%,263700,267750,262900,275550,29758,1529872
2014/11/05,259000,266500,257500,265500,▲7000,＋2.71%,265100,268300,262842,275888,13688,1524118
2014/11/04,265000,266000,258000,258500,▼6500,－2.45%,267100,268650,262783,276267,32417,1522885
2014/11/03,264500,270500,264000,265000,▼2000,－0.75%,268000,269500,262892,276558,24696,1531430
2014/10/31,269500,271500,266000,267000,▼2500,－0.93%,267900,269825,262850,276813,15953,1521032
2014/10/30,275500,276000,267500,269500,▼6000,－2.18%,267500,270050,262750,277088,24468,1518905
2014/10/29,264000,280000,263500,275500,▲12500,＋4.75%,266900,270175,262567,277404,47034,1518358
2014/10/28,264000,264500,260500,263000,▼1500,－0.57%,264700,270100,262283,277654,9993,1500741
2014/10/27,263000,265000,258500,264500,▼500,－0.19%,265100,270525,262208,277950,18523,1498056
2014/10/24,265500,268000,263500,265000,▼1500,－0.56%,266100,270850,262083,278267,17180,1497708
2014/10/23,265500,269500,263000,266500,▲2000,＋0.76%,266800,270950,261975,278550,16855,1492667
2014/10/22,265500,267500,262000,264500,▼500,－0.19%,267000,271050,261900,278875,19119,1487677
2014/10/21,267500,270000,261000,265000,▼4500,－1.67%,268000,271025,261825,279229,16803,1484866
2014/10/20,270000,270500,266500,269500,▲1000,＋0.37%,269300,270925,261742,279529,11674,1490285
2014/10/17,271000,271000,262500,268500,▲1000,＋0.37%,270800,270425,261625,279763,21117,1490672
2014/10/16,263500,270500,262000,267500,▼2000,－0.74%,273000,269925,261617,280021,11132,1493479
2014/10/15,270000,274000,260000,269500,▼2000,－0.74%,274200,269475,261675,280283,35308,1491082
