[일시]아세아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2010/09/24,44918,45377,44918,45377,▲306,＋0.68%,45285,44874,45413,47248,898,337286
2010/09/20,45428,45428,44918,45071,▼357,－0.79%,45020,44849,45443,47320,442,336859
2010/09/17,45377,46192,45275,45428,▲153,＋0.34%,44755,44915,45468,47386,2592,336809
2010/09/16,45224,45836,45224,45275,0.0,0.00%,44469,44913,45498,47450,5887,335529
2010/09/15,43847,45275,43847,45275,▲1224,＋2.78%,44143,44823,45542,47514,3480,334539
2010/09/14,43643,44408,43541,44051,▲306,＋0.70%,43878,44727,45590,47571,2130,333389
2010/09/13,43847,44816,43745,43745,▼255,－0.58%,43918,44686,45672,47638,4620,333209
2010/09/10,43949,44765,43796,44000,▲357,＋0.82%,44173,44658,45761,47716,2636,332199
2010/09/09,44204,44204,43643,43643,▼306,－0.70%,44530,44627,45813,47790,3130,330259
2010/09/08,44255,44510,43847,43949,▼306,－0.69%,44959,44612,45874,47865,2121,331719
2010/09/07,44255,45530,44204,44255,▼765,－1.70%,45285,44597,45930,47937,2551,331059
2010/09/06,45071,45887,45020,45020,▼765,－1.67%,45428,44627,45966,48007,2050,331692
2010/09/03,45734,46192,45071,45785,0.0,0.00%,45417,44609,45986,48069,7390,331702
2010/09/02,45581,45785,45122,45785,▲204,＋0.45%,45071,44490,45965,48123,2851,330612
2010/09/01,44969,45683,44153,45581,▲612,＋1.36%,44989,44365,45933,48175,1942,330032
2010/08/31,44408,45122,43439,44969,0.0,0.00%,45050,44314,45905,48232,7410,329842
2010/08/30,44102,44969,43745,44969,▲918,＋2.08%,45030,44309,45905,48290,3092,330102
2010/08/27,45377,45377,44000,44051,▼1326,－2.92%,45315,44334,45894,48358,7430,330202
2010/08/26,45020,45887,45020,45377,▼510,－1.11%,45581,44405,45898,48429,530,331209
2010/08/25,44867,45887,44765,45887,▲1020,＋2.27%,45203,44408,45879,48488,13210,331359
2010/08/24,45887,45937,44867,44867,▼1530,－3.30%,44693,44398,45853,48530,2677,333829
2010/08/23,45377,46906,45377,46396,▲1020,＋2.25%,44367,44403,45838,48577,2992,333829
2010/08/20,44051,45785,43541,45377,▲1886,＋4.34%,43725,44334,45801,48612,8993,333609
2010/08/19,43235,43847,43184,43490,▲153,＋0.35%,43327,44306,45787,48657,8200,333229
2010/08/18,43337,43847,43133,43337,▲102,＋0.24%,43296,44372,45813,48714,5102,333129
2010/08/17,43643,44102,42929,43235,▲51,＋0.12%,43358,44449,45830,48772,1810,333719
2010/08/16,43184,43898,42165,43184,▼204,－0.47%,43684,44594,45863,48834,4343,334049
2010/08/13,43337,43796,43133,43388,▲51,＋0.12%,43980,44785,45901,48904,2174,335789
2010/08/12,43439,44510,43235,43337,▼306,－0.70%,43980,45002,45936,48975,12801,336819
2010/08/11,45122,45122,43643,43643,▼1224,－2.73%,43969,45170,45998,49038,380,337779
2010/08/10,44867,45173,44357,44867,▲204,＋0.46%,44153,45394,46034,49112,4921,337879
2010/08/09,43439,44663,43388,44663,▲1275,＋2.94%,44153,45542,46073,49170,4960,337909
2010/08/06,43643,44357,43337,43388,▲102,＋0.24%,44316,45690,46133,49226,2944,337759
2010/08/05,44357,44357,43235,43286,▼1275,－2.86%,44734,45881,46206,49287,7225,337189
2010/08/04,44510,45632,44357,44561,▼306,－0.68%,45163,46088,46295,49352,4811,337129
2010/08/03,45122,45836,44561,44867,▼612,－1.35%,45387,46269,46369,49403,2520,337219
2010/08/02,45479,46294,45173,45479,0.0,0.00%,45407,46539,46437,49451,1231,337419
2010/07/30,46141,46141,44867,45479,▲51,＋0.11%,45315,46705,46512,49495,1210,337219
2010/07/29,45683,45683,44867,45428,▼255,－0.56%,45183,46776,46610,49543,2239,336739
2010/07/28,44867,45836,44663,45683,▲714,＋1.59%,45061,46893,46710,49597,2670,336369
2010/07/27,44918,45428,44867,44969,▼51,－0.11%,44897,46967,46807,49653,1283,335629
2010/07/26,44561,45326,44102,45020,▲204,＋0.46%,45132,47077,46919,49712,3600,335279
2010/07/23,45224,45224,44561,44816,0.0,0.00%,45530,47156,47063,49791,5506,335099
2010/07/22,44867,45122,44612,44816,▼51,－0.11%,46111,47276,47206,49876,2708,334779
2010/07/21,46753,46753,44714,44867,▼1275,－2.76%,46488,47431,47362,49978,8792,334739
2010/07/20,47008,47008,45988,46141,▼867,－1.84%,47141,47594,47513,50062,2706,334819
2010/07/19,47263,47263,46855,47008,▼714,－1.50%,47477,47737,47650,50132,1312,334569
2010/07/16,46702,47722,46447,47722,▲1020,＋2.18%,47600,47839,47767,50199,2801,334429
2010/07/15,47416,48130,46141,46702,▼1428,－2.97%,47498,47811,47874,50269,11971,333479
2010/07/14,47824,48844,47620,48130,▲306,＋0.64%,47640,47839,47990,50354,3680,331329
2010/07/13,47620,48436,47008,47824,▲204,＋0.43%,47651,47798,48093,50428,4940,329609
2010/07/12,47212,47977,46957,47620,▲408,＋0.86%,48140,47730,48229,50518,853,329479
2010/07/09,47518,47620,46906,47212,▼204,－0.43%,48375,47658,48352,50605,1841,329479
2010/07/08,48181,48385,47416,47416,▼765,－1.59%,48313,47523,48488,50692,2123,329779
2010/07/07,50271,50271,48181,48181,▼2090,－4.16%,48385,47347,48588,50773,2557,329849
2010/07/06,48895,50883,47263,50271,▲1479,＋3.03%,48181,47133,48667,50838,8172,330629
2010/07/05,46396,48793,46396,48793,▲1886,＋4.02%,47559,46868,48713,50898,3600,331691
2010/07/02,47773,47773,46906,46906,▼867,－1.81%,47120,46644,48785,50958,1080,332141
2010/07/01,46600,48130,46396,47773,▲612,＋1.30%,47182,46511,48887,51038,3770,332191
2010/06/30,45988,47314,45988,47161,0.0,0.00%,47212,46335,48974,51101,1780,332391
2010/06/29,47824,47824,46600,47161,▲561,＋1.20%,47406,46192,49082,51172,1570,332301
2010/06/28,47212,47212,46345,46600,▼612,－1.30%,47773,46034,49197,51256,1540,332051
2010/06/25,47926,47926,46396,47212,▼714,－1.49%,48262,45912,49304,51347,1240,331871
2010/06/24,48436,48436,47467,47926,▼204,－0.42%,48252,45779,49401,51424,840,331871
2010/06/23,48946,48946,47671,48130,▼867,－1.77%,48120,45637,49486,51509,1280,331731
2010/06/22,47926,48997,47263,48997,▼51,－0.10%,47956,45448,49552,51598,2441,331061
2010/06/21,47110,49404,47059,49048,▲1886,＋4.00%,47447,45257,49604,51691,3581,331081
2010/06/18,46396,47314,46396,47161,▼102,－0.22%,46876,45078,49670,51735,2448,330351
2010/06/17,47314,47314,46396,47263,▼51,－0.11%,46345,44994,49766,51802,1600,328971
2010/06/16,45887,47518,45887,47314,▲867,＋1.87%,45672,44984,49856,51867,4224,328991
2010/06/15,46192,46447,45887,46447,▲255,＋0.55%,44989,44910,49944,51938,1731,327711
2010/06/14,44867,46243,44510,46192,▲1683,＋3.78%,44693,44948,50047,52017,5097,327221
2010/06/11,43898,44612,43898,44510,▲612,＋1.39%,44316,45050,50152,52094,3637,325411
2010/06/10,43949,44153,43337,43898,0.0,0.00%,44265,45213,50281,52168,4721,324411
2010/06/09,44408,44663,43898,43898,▼1071,－2.38%,44337,45451,50417,52247,1944,324731
2010/06/08,44306,45122,43949,44969,▲663,＋1.50%,44418,45706,50559,52311,2415,324611
2010/06/07,43439,44357,43439,44306,▲51,＋0.12%,44224,45904,50675,52351,1895,323671
2010/06/04,44255,44306,43388,44255,0.0,0.00%,44194,46187,50822,52413,5450,323731
2010/06/03,43847,44357,43694,44255,▼51,－0.12%,44255,46544,50960,52476,3960,323801
2010/06/01,44204,44306,43439,44306,▲306,＋0.70%,44418,46901,51097,52545,4251,323771
2010/05/31,43949,44357,43949,44000,▼153,－0.35%,44428,47261,51208,52617,1957,323561
2010/05/28,44561,44612,44051,44153,▼408,－0.92%,44663,47645,51316,52684,5127,323681
2010/05/27,44357,45020,43286,44561,▼510,－1.13%,44928,48120,51423,52745,5815,325651
2010/05/26,44255,45632,43949,45071,▲714,＋1.61%,45112,48563,51527,52806,4469,328931
2010/05/25,45224,45479,43133,44357,▼816,－1.81%,45509,49017,51614,52855,6696,329571
2010/05/24,44612,46753,44612,45173,▼306,－0.67%,45805,49496,51713,52895,1209,331061
2010/05/20,44969,46396,44765,45479,0.0,0.00%,46213,49955,51806,52953,3774,330881
2010/05/19,46906,46906,45275,45479,▼1581,－3.36%,46763,50383,51908,53022,4834,331271
2010/05/18,46702,47416,45887,47059,▲1224,＋2.67%,47222,50817,52015,53101,3865,332521
2010/05/17,46906,46906,45020,45836,▼1377,－2.92%,47538,51146,52078,53165,7823,332071
2010/05/14,48232,48232,47212,47212,▼1020,－2.11%,48171,51571,52189,53237,6607,334811
2010/05/13,49965,49965,47773,48232,▲459,＋0.96%,48517,52010,52266,53298,7866,335151
2010/05/12,49965,49965,47773,47773,▼867,－1.78%,48864,52346,52320,53352,3924,334941
2010/05/11,49557,49659,48436,48640,▼357,－0.73%,49588,52726,52368,53414,4322,334751
2010/05/10,47722,49404,47620,48997,▲51,＋0.10%,50139,52966,52408,53472,3650,335431
2010/05/07,46906,49048,46600,48946,▼1020,－2.04%,50638,53162,52436,53531,9547,335571
2010/05/06,50118,50883,48181,49965,▼1428,－2.78%,51189,53366,52465,53588,13171,338851
2010/05/04,51393,51495,50628,51393,0.0,0.00%,51923,53524,52478,53638,4574,340242
2010/05/03,51597,51801,50985,51393,▼102,－0.20%,52331,53606,52475,53678,3410,340299
2010/04/30,52005,52107,50781,51495,▼204,－0.39%,52882,53687,52483,53718,7670,340458
2010/04/29,53024,53636,51393,51699,▼1937,－3.61%,53371,53794,52498,53756,11641,340233
2010/04/28,53432,53636,51699,53636,▲204,＋0.38%,53901,53912,52505,53791,16716,340940
2010/04/27,54248,54248,53432,53432,▼714,－1.32%,53983,53881,52519,53817,2601,342682
2010/04/26,53942,54656,53636,54146,▲204,＋0.38%,54126,53861,52546,53852,2850,342677
2010/04/23,54350,54350,53432,53942,▼408,－0.75%,54024,53804,52594,53882,4741,342437
2010/04/22,54146,55064,53024,54350,▲306,＋0.57%,54105,53713,52611,53919,7529,341927
2010/04/21,53636,54860,53636,54044,▼102,－0.19%,54432,53601,52614,53942,3464,342445
2010/04/20,53534,54656,53534,54146,▲510,＋0.95%,54615,53550,52631,53971,2616,342414
2010/04/19,53228,54350,53228,53636,▼714,－1.31%,54860,53488,52663,54001,3848,341747
2010/04/16,55676,55982,54248,54350,▼1632,－2.91%,54819,53437,52719,54037,3597,341547
2010/04/15,53942,56185,53942,55982,▲1020,＋1.86%,54534,53351,52764,54069,6162,341627
2010/04/14,54656,55982,54146,54962,▼408,－0.74%,53942,53182,52806,54092,3890,341815
2010/04/13,53126,56084,53126,55370,▲1937,＋3.63%,53575,53060,52859,54126,17140,341300
2010/04/12,53024,53738,52515,53432,▲510,＋0.96%,53106,52902,52896,54152,6653,341528
2010/04/09,53024,53432,52718,52922,▼102,－0.19%,53024,52836,52957,54189,7323,341349
2010/04/08,52718,53534,52617,53024,▼102,－0.19%,53167,52810,53008,54229,7771,341627
2010/04/07,53228,53840,53024,53126,▲102,＋0.19%,53371,52754,53083,54266,5631,340973
2010/04/06,53024,53534,52820,53024,0.0,0.00%,53351,52754,53131,54302,3585,340958
2010/04/05,53636,53840,52718,53024,▼612,－1.14%,53351,52729,53188,54338,2761,340764
2010/04/02,54044,54146,53330,53636,▼408,－0.75%,53351,52703,53227,54371,2631,340380
2010/04/01,53228,54350,52820,54044,▲1020,＋1.92%,53045,52571,53261,54408,6602,340151
2010/03/31,53840,53840,52515,53024,0.0,0.00%,52657,52392,53314,54451,5322,339365
2010/03/30,53534,53534,52005,53024,0.0,0.00%,52657,52270,53389,54477,6958,339506
2010/03/29,51291,53636,51291,53024,▲918,＋1.76%,52637,52158,53447,54502,5917,339570
2010/03/26,52107,52311,51087,52107,0.0,0.00%,52555,52020,53532,54536,9321,339440
2010/03/25,53024,53228,52107,52107,▼918,－1.73%,52657,51931,53644,54577,2790,339881
2010/03/24,52922,53534,52515,53024,▲102,＋0.19%,52759,51862,53778,54625,3858,339615
2010/03/23,53228,53330,52617,52922,▲306,＋0.58%,52657,51791,53800,54665,1627,339360
2010/03/22,52922,52922,52005,52617,0.0,0.00%,52515,51740,53838,54699,3774,339048
2010/03/19,52718,53636,52005,52617,0.0,0.00%,52413,51650,53878,54738,7135,339283
2010/03/18,53228,53228,52311,52617,▲102,＋0.19%,52372,51645,53931,54774,3784,338680
2010/03/17,52515,53432,52209,52515,▲306,＋0.59%,52229,51604,53987,54815,3956,338504
2010/03/16,51597,53024,51597,52209,▲102,＋0.20%,52351,51553,54036,54868,4351,336501
2010/03/15,52107,52820,52005,52107,▼306,－0.58%,52413,51474,54055,54927,2994,335544
2010/03/12,52617,52922,51801,52413,▲510,＋0.98%,52494,51423,54077,54976,4999,334996
2010/03/11,53738,53738,51903,51903,▼1224,－2.30%,52209,51337,54064,55021,8032,333177
2010/03/10,52515,53636,52005,53126,▲612,＋1.17%,51923,51276,54026,55072,5483,332007
2010/03/09,52515,52617,52107,52515,0.0,0.00%,51413,51156,54004,55116,2393,328854
2010/03/08,50985,52617,50934,52515,▲1530,＋3.00%,51067,51090,53992,55165,5515,327988
2010/03/05,50883,51189,50373,50985,▲510,＋1.01%,50618,51059,53992,55216,6670,326889
2010/03/04,50577,51087,50220,50475,▼102,－0.20%,50485,51130,54026,55283,8988,326299
2010/03/03,50985,51597,50424,50577,▼204,－0.40%,50536,51212,54052,55328,8344,324994
2010/03/02,49761,51801,49761,50781,▲510,＋1.01%,50740,51406,54067,55382,6884,321974
2010/02/26,50322,50985,50271,50271,▼51,－0.10%,50965,51620,54084,55440,955,322684
2010/02/25,50832,50985,50016,50322,▼408,－0.80%,51077,51956,54096,55510,5948,322326
2010/02/24,51597,51597,50730,50730,▼867,－1.68%,51515,52188,54076,55582,3447,322366
2010/02/23,51903,52107,50985,51597,▼306,－0.59%,51729,52379,54099,55662,1702,322816
2010/02/22,50985,52005,50781,51903,▲1071,＋2.11%,51709,52553,54137,55733,3780,322433
2010/02/19,52820,52820,50781,50832,▼1683,－3.20%,51454,52762,54188,55797,1745,321633
2010/02/18,51495,52515,50832,52515,▲714,＋1.38%,51505,53070,54251,55877,3087,322066
2010/02/17,51189,52209,51189,51801,▲306,＋0.59%,51138,53295,54285,55942,2051,322121
2010/02/16,50475,51699,50424,51495,▲867,＋1.71%,50914,53631,54330,56003,4122,322617
2010/02/12,51087,51087,49965,50628,▼459,－0.90%,50761,53963,54384,56066,7254,322647
2010/02/11,51495,52311,50679,51087,▲408,＋0.80%,50873,54312,54461,56138,4286,327101
2010/02/10,50730,51291,48946,50679,0.0,0.00%,51036,54613,54536,56206,16090,326971
2010/02/09,51291,52005,50679,50679,▼51,－0.10%,51383,54878,54626,56273,5889,332495
2010/02/08,50985,51801,50730,50730,▼459,－0.90%,51668,55219,54711,56341,2935,334995
2010/02/05,51393,51903,50322,51189,▼714,－1.38%,52413,55482,54799,56399,10361,336053
2010/02/04,52413,52820,51393,51903,▼510,－0.97%,53188,55747,54882,56449,7443,337174
2010/02/03,52311,53534,51699,52413,▲306,＋0.59%,54207,55920,54953,56493,11905,337776
2010/02/02,54452,54554,51597,52107,▼2345,－4.31%,54717,56083,55015,56547,19727,339526
2010/02/01,55064,55574,53534,54452,▼612,－1.11%,55207,56338,55077,56602,3729,339158
2010/01/29,56797,58531,55064,55064,▼1937,－3.40%,55329,56491,55115,56643,16204,340179
2010/01/28,54554,58123,53432,57001,▲2039,＋3.71%,55533,56563,55159,56681,17155,341039
2010/01/27,54656,55880,53942,54962,▲408,＋0.75%,55533,56619,55171,56694,11405,338484
2010/01/26,55166,56084,54554,54554,▼510,－0.93%,55941,56813,55227,56691,15633,338579
2010/01/25,54044,56389,54044,55064,▼1020,－1.82%,56736,57093,55269,56687,6301,339638
2010/01/22,57307,57409,54554,56084,▼918,－1.61%,57348,57057,55312,56681,8699,339478
2010/01/21,56695,57307,56287,57001,0.0,0.00%,57654,57011,55339,56663,5180,339922
2010/01/20,58429,58429,55574,57001,▼1530,－2.61%,57674,56915,55354,56643,12088,339698
2010/01/19,58123,58531,56797,58531,▲408,＋0.70%,57470,56853,55375,56617,8371,340115
2010/01/18,56695,58123,56185,58123,▲510,＋0.88%,57266,56726,55378,56571,7008,340599
2010/01/15,56287,57613,56185,57613,▲510,＋0.89%,56838,56593,55394,56533,6772,341079
2010/01/14,55880,57307,55880,57103,▲1122,＋2.00%,56614,56379,55409,56488,9702,341138
2010/01/13,55268,56797,55268,55982,▼1530,－2.66%,56267,56196,55421,56447,3466,344043
2010/01/12,55472,57511,55064,57511,▲1530,＋2.73%,56206,55976,55450,56406,7753,344345
2010/01/11,56491,56899,55268,55982,▼510,－0.90%,56145,55584,55450,56343,4131,344824
2010/01/08,58429,58429,55880,56491,▲1122,＋2.03%,56451,55375,55473,56290,13933,345376
2010/01/07,56084,56084,54962,55370,▼306,－0.55%,56451,55140,55487,56240,8028,348011
2010/01/06,57817,57817,55574,55676,▼1530,－2.67%,57001,54998,55514,56190,11300,347944
2010/01/05,58633,58633,56287,57205,▼306,－0.53%,57633,54865,55555,56132,150256,348184
2010/01/04,58021,58021,56389,57511,▲1020,＋1.81%,58225,54605,55587,56064,2187,351280
2009/12/30,56797,58429,55676,56491,▼1632,－2.81%,57593,54304,55565,55978,7457,351027
2009/12/29,56185,58633,56185,58123,▼714,－1.21%,57328,54070,55557,55900,3334,351990
2009/12/28,58429,60060,52107,58837,▼1326,－2.20%,56716,53713,55540,55819,15373,352341
2009/12/24,54248,60162,54248,60162,▲5812,＋10.69%,56104,53228,55511,55733,7538,350244
2009/12/23,54452,55166,53942,54350,▼816,－1.48%,55268,52826,55472,55634,5660,349330
2009/12/22,55064,55166,53942,55166,▲102,＋0.19%,55492,52800,55529,55578,3960,349153
2009/12/21,55880,56084,54044,55064,▼714,－1.28%,55125,52790,55560,55512,4489,349029
2009/12/18,55982,55982,54656,55778,▼204,－0.36%,54799,52769,55597,55450,938,349135
2009/12/17,55064,55982,53636,55982,▲510,＋0.92%,53963,52708,55618,55371,6545,349165
2009/12/16,53534,55880,53534,55472,▲2141,＋4.02%,52698,52632,55643,55289,7436,348996
2009/12/15,53432,53942,52515,53330,▼102,－0.19%,51964,52596,55699,55210,2911,346795
2009/12/14,51393,54248,51393,53432,▲1835,＋3.56%,51658,52693,55798,55144,9871,345866
2009/12/11,50271,52311,50271,51597,▲1937,＋3.90%,51474,52800,55874,55080,7578,344515
2009/12/10,51801,52107,49659,49659,▼2141,－4.13%,51760,53024,55978,55030,9724,344135
2009/12/09,51087,52005,50832,51801,0.0,0.00%,52229,53330,56117,54992,10827,347144
2009/12/08,51801,52209,51597,51801,▼714,－1.36%,52168,53539,56228,54933,2234,346854
2009/12/07,53024,54656,51801,52515,▼510,－0.96%,52168,53759,56338,54888,7186,346564
2009/12/04,52413,53024,52005,53024,▲1020,＋1.96%,51862,53942,56440,54838,9957,347092
2009/12/03,50985,52922,50985,52005,▲510,＋0.99%,51087,54095,56539,54783,6973,347122
2009/12/02,50781,51495,50628,51495,▼306,－0.59%,51107,54289,56605,54747,8528,347101
2009/12/01,50220,51801,49557,51801,▲816,＋1.60%,51576,54549,56697,54719,8758,351583
2009/11/30,49150,51291,48946,50985,▲1835,＋3.73%,52209,54845,56796,54686,3990,351718
2009/11/27,51291,52922,48334,49150,▼2957,－5.68%,52943,55181,56925,54645,8223,351228
2009/11/26,53126,53840,52107,52107,▼1733,－3.22%,54024,55640,57088,54620,3733,350734
2009/11/25,54554,55166,52922,53840,▼1122,－2.04%,54493,55890,57224,54568,2857,350073
2009/11/24,55166,55166,54248,54962,▲306,＋0.56%,54676,56078,57329,54497,2277,350020
2009/11/23,54656,54656,53942,54656,▲102,＋0.19%,54737,56216,57406,54424,2604,349763
2009/11/20,55064,55064,53840,54554,▲102,＋0.19%,54921,56379,57503,54351,2722,349472
2009/11/19,54758,55064,54146,54452,▼306,－0.56%,55227,56563,57599,54280,3027,349397
2009/11/18,55268,55676,54758,54758,▼510,－0.92%,55492,56777,57676,54223,2403,349266
2009/11/17,55370,56287,54758,55268,▼306,－0.55%,55737,56991,57747,54171,7698,349238
2009/11/16,56287,56287,55472,55574,▼510,－0.91%,55920,57154,57815,54121,3887,353034
2009/11/13,56593,56593,55472,56084,▲306,＋0.55%,56043,57266,57876,54054,1557,355157
2009/11/12,55982,56797,55574,55778,▼204,－0.36%,56043,57348,57921,53989,2697,355164
2009/11/11,56797,56797,55778,55982,▼204,－0.36%,56063,57435,57970,53937,2928,355118
2009/11/10,56593,56797,55982,56185,0.0,0.00%,56206,57506,57999,53892,3267,355641
2009/11/09,57715,57715,56084,56185,▲102,＋0.18%,56512,57562,58016,53848,3369,356082
2009/11/06,55676,56899,55676,56084,▲204,＋0.36%,56818,57603,58033,53788,2181,355912
2009/11/05,56593,57205,55574,55880,▼816,－1.44%,57266,57705,58080,53738,6388,355850
