[일시]아세아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1998/08/14,5168,5451,5055,5281,▲236,＋4.67%,5415,5817,5919,7671,20420,N/A
1998/08/13,5319,5451,5045,5045,▼141,－2.73%,5447,5893,5939,7749,13200,N/A
1998/08/12,5705,5705,5187,5187,▼283,－5.17%,5588,5972,5962,7832,21680,N/A
1998/08/11,6130,6186,5470,5470,▼622,－10.22%,5701,6009,5983,7909,63440,N/A
1998/08/10,5451,6092,5441,6092,▲651,＋11.96%,5730,6032,6001,7985,73170,N/A
1998/08/08,5658,5658,5441,5441,▼311,－5.41%,5700,5992,6000,8050,4370,N/A
1998/08/07,5875,5941,5752,5752,0.0,0.00%,5784,5986,6010,8125,18510,N/A
1998/08/06,5639,6262,5479,5752,▲141,＋2.52%,5841,5961,6019,8198,27160,N/A
1998/08/05,6111,6111,5470,5611,▼330,－5.56%,5956,5928,6043,8271,8710,N/A
1998/08/04,5752,6082,5752,5941,▲75,＋1.29%,6024,5905,6068,8346,1740,N/A
1998/08/03,6035,6035,5856,5866,▼170,－2.81%,6037,5888,6086,8415,4140,N/A
1998/08/01,6469,6469,5941,6035,▼292,－4.62%,6054,5888,6108,8471,4490,N/A
1998/07/31,5941,6582,5941,6328,▲377,＋6.34%,6035,5876,6130,8523,12800,N/A
1998/07/30,5894,5950,5856,5950,▼57,－0.94%,5977,5847,6145,8573,5450,N/A
1998/07/29,6026,6318,5988,6007,▲57,＋0.95%,6069,5833,6164,8631,6040,N/A
1998/07/28,6035,6035,5941,5950,▲9,＋0.16%,6118,5815,6177,8696,7190,N/A
1998/07/27,6035,6413,5658,5941,▼94,－1.56%,6286,5815,6195,8770,7760,N/A
1998/07/25,6413,6507,6035,6035,▼377,－5.88%,6424,5815,6214,8835,11660,N/A
1998/07/24,6035,6413,5988,6413,▲160,＋2.56%,6401,5819,6231,8910,17880,N/A
1998/07/23,6799,6978,6252,6252,▼538,－7.92%,6303,5805,6241,8983,22710,N/A
1998/07/22,6252,6884,6252,6790,▲160,＋2.42%,6115,5794,6256,9048,16050,N/A
1998/07/21,6318,6629,6130,6629,▲707,＋11.94%,5818,5743,6267,9108,22830,N/A
1998/07/20,5922,6092,5583,5922,0.0,0.00%,5545,5710,6279,9164,24010,N/A
1998/07/18,5470,5941,5470,5922,▲613,＋11.55%,5379,5711,6302,9236,14070,N/A
1998/07/16,5470,5658,5300,5309,0.0,0.00%,5222,5722,6318,9299,8120,N/A
1998/07/15,5281,5498,5243,5309,▲47,＋0.90%,5283,5762,6347,9359,28360,N/A
1998/07/14,5092,5262,5092,5262,▲170,＋3.33%,5392,5801,6389,9423,5700,N/A
1998/07/13,5139,5366,4857,5092,▼47,－0.92%,5500,5825,6437,9486,11400,N/A
1998/07/11,5394,5649,5139,5139,▼472,－8.40%,5632,5882,6485,9546,5430,N/A
1998/07/10,5950,5950,5611,5611,▼245,－4.19%,5735,5932,6532,9611,4210,N/A
1998/07/09,5752,6007,5734,5856,▲57,＋0.98%,5745,5934,6573,9673,5460,N/A
1998/07/08,5752,6035,5752,5800,▲47,＋0.82%,5762,5933,6617,9725,12100,N/A
1998/07/07,6120,6120,5752,5752,▲94,＋1.67%,5790,5950,6659,9779,3230,N/A
1998/07/06,5564,5658,5564,5658,0.0,0.00%,5866,5969,6700,9839,2460,N/A
1998/07/04,5762,6130,5658,5658,▼283,－4.76%,5960,5988,6760,9904,2410,N/A
1998/07/03,5752,5941,5752,5941,0.0,0.00%,6035,6049,6827,9971,1180,N/A
1998/07/02,6130,6139,5941,5941,▼189,－3.08%,5998,6058,6888,10038,4300,N/A
1998/07/01,5677,6318,5677,6130,0.0,0.00%,6007,6084,6969,10103,4660,N/A
1998/06/30,5847,6130,5441,6130,▲94,＋1.56%,5969,6112,7053,10164,2890,N/A
1998/06/29,5668,6130,5668,6035,▲283,＋4.92%,5969,6122,7155,10216,3000,N/A
1998/06/27,5988,5988,5752,5752,▼236,－3.94%,5984,6145,7243,10263,12150,N/A
1998/06/26,5894,5988,5762,5988,▲47,＋0.79%,6050,6182,7337,10304,800,N/A
1998/06/25,6224,6224,5658,5941,▼189,－3.08%,6005,6205,7443,10338,2480,N/A
1998/06/24,5771,6290,5771,6130,▲19,＋0.31%,6062,6230,7547,10366,4660,N/A
1998/06/23,6082,6177,6035,6111,▲28,＋0.47%,6062,6248,7640,10393,5720,N/A
1998/06/22,5847,6130,5847,6082,▲321,＋5.56%,5971,6245,7739,10416,6640,N/A
1998/06/20,5988,6262,5762,5762,▼462,－7.42%,5924,6242,7836,10436,1480,N/A
1998/06/19,6130,6224,6035,6224,▲94,＋1.54%,5998,6270,7932,10460,6510,N/A
1998/06/18,5847,6337,5847,6130,▲472,＋8.33%,5979,6317,8017,10486,18200,N/A
1998/06/17,6035,6130,5658,5658,▼189,－3.23%,5962,6369,8118,10516,2100,N/A
1998/06/16,5403,5941,5403,5847,▼283,－4.62%,6203,6436,8228,10551,1730,N/A
1998/06/15,5752,6318,5752,6130,0.0,0.00%,6260,6502,8350,10589,2500,N/A
1998/06/13,5809,6130,5809,6130,▲85,＋1.40%,6326,6564,8463,10620,290,N/A
1998/06/12,6224,6224,6045,6045,▼820,－11.95%,6439,6619,8581,10657,600,N/A
1998/06/11,6035,6865,6035,6865,▲736,＋12.00%,6494,6670,8696,10702,5490,N/A
1998/06/10,6365,6507,6130,6130,▼330,－5.11%,6420,6666,8809,10734,6670,N/A
1998/06/09,6413,6488,6318,6460,▼236,－3.52%,6496,6713,8935,10775,2750,N/A
1998/06/08,6413,6695,6318,6695,▲377,＋5.97%,6490,6744,9043,10807,4180,N/A
1998/06/05,6130,6695,6130,6318,▼179,－2.76%,6439,6763,9157,10830,1670,N/A
1998/06/03,6035,6497,6035,6497,▼9,－0.14%,6477,6796,9285,10851,4190,N/A
1998/06/02,6130,6507,6130,6507,▲75,＋1.17%,6384,6830,9423,10873,300,N/A
1998/06/01,6441,6743,6309,6431,▼9,－0.15%,6290,6877,9558,10893,9430,N/A
1998/05/30,6271,6488,6224,6441,▼66,－1.01%,6267,6923,9702,10908,5570,N/A
1998/05/29,6130,6507,6035,6507,▲472,＋7.81%,6413,6964,9835,10918,5630,N/A
1998/05/28,5847,6318,5847,6035,0.0,0.00%,6545,6983,9969,10923,12230,N/A
1998/05/27,6035,6130,5800,6035,▼283,－4.48%,6737,7035,10101,10932,4920,N/A
1998/05/26,6790,7063,6318,6318,▼849,－11.84%,6963,7125,10241,10943,7010,N/A
1998/05/25,6601,7356,6601,7167,0.0,0.00%,7174,7215,10377,10947,2350,N/A
1998/05/23,6601,7167,6601,7167,▲170,＋2.43%,7184,7257,10500,10948,920,N/A
1998/05/22,7167,7356,6997,6997,▼170,－2.37%,7165,7295,10624,10956,2190,N/A
1998/05/21,7638,7638,7167,7167,▼207,－2.81%,7124,7350,10743,10970,3790,N/A
1998/05/20,7356,7638,7261,7374,▲160,＋2.22%,7105,7416,10834,10979,3940,N/A
1998/05/19,7827,7827,7214,7214,▲141,＋2.00%,7044,7463,10916,10982,3280,N/A
1998/05/18,7261,7261,7073,7073,▲283,＋4.17%,7016,7512,11001,10981,3610,N/A
1998/05/16,6611,6790,6601,6790,▼283,－4.00%,6999,7621,11099,10978,3110,N/A
1998/05/15,7063,7422,7007,7073,0.0,0.00%,7075,7767,11215,10972,4850,N/A
1998/05/14,7073,7346,6978,7073,0.0,0.00%,7150,7894,11346,10968,12340,N/A
1998/05/13,6441,7252,6441,7073,▲85,＋1.21%,7207,8080,11456,10970,4710,N/A
1998/05/12,7167,7167,6893,6988,▼179,－2.50%,7244,8283,11589,10976,6480,N/A
1998/05/11,7261,7261,7167,7167,▼283,－3.80%,7224,8547,11724,10986,3940,N/A
1998/05/09,7167,7544,7167,7450,▲94,＋1.28%,7205,8754,11839,10999,700,N/A
1998/05/08,7356,7356,7073,7356,▲94,＋1.30%,7280,8952,11949,11017,7560,N/A
1998/05/07,6884,7261,6601,7261,▲377,＋5.48%,7433,9202,12050,11041,8140,N/A
1998/05/06,6695,7450,6695,6884,▼189,－2.67%,7584,9447,12171,11061,9210,N/A
1998/05/04,7544,7544,7073,7073,▼754,－9.64%,7791,9688,12281,11077,10310,N/A
1998/05/02,8157,8355,7827,7827,▼292,－3.60%,7999,9938,12372,11099,3470,N/A
1998/04/30,8110,8487,8025,8119,▲104,＋1.29%,8131,10140,12457,11120,27860,N/A
1998/04/29,7921,8487,7921,8016,▲94,＋1.19%,8167,10312,12535,11146,19570,N/A
1998/04/28,8016,8110,7827,7921,▼189,－2.33%,8204,10477,12606,11181,17740,N/A
1998/04/27,8487,8940,8110,8110,▼377,－4.44%,8468,10689,12691,11226,9770,N/A
1998/04/25,7827,9053,7827,8487,▲189,＋2.27%,8789,10897,12772,11278,4780,N/A
1998/04/24,8204,8581,8195,8299,▲94,＋1.15%,9015,11132,12832,11337,12680,N/A
1998/04/23,9242,9242,8204,8204,▼1037,－11.22%,9515,11363,12898,11397,8260,N/A
1998/04/22,9430,9996,9242,9242,▼472,－4.85%,10100,11613,12978,11469,7030,N/A
1998/04/21,8581,10185,8581,9713,▲94,＋0.98%,10703,11797,13047,11545,7050,N/A
1998/04/20,9807,10750,9619,9619,▼1179,－10.92%,11024,11995,13115,11609,5260,N/A
1998/04/18,11505,11505,10798,10798,▼330,－2.97%,11382,12198,13187,11678,4150,N/A
1998/04/17,11411,11552,10798,11128,▼1132,－9.23%,11693,12304,13237,11738,6580,N/A
1998/04/16,11269,12259,10420,12259,▲943,＋8.33%,11901,12427,13275,11797,5530,N/A
1998/04/15,11505,11788,11080,11316,▼94,－0.83%,11788,12511,13278,11849,7070,N/A
1998/04/14,12071,12071,11411,11411,▼943,－7.63%,11939,12686,13282,11909,3700,N/A
1998/04/13,11882,12967,11882,12354,▲189,＋1.55%,12033,12846,13271,11959,10760,N/A
1998/04/11,11976,12165,11693,12165,▲472,＋4.03%,11873,12981,13232,12002,8170,N/A
1998/04/10,10656,12165,10656,11693,▼377,－3.12%,11703,13094,13185,12052,5420,N/A
1998/04/09,11882,12354,11882,12071,▲189,＋1.59%,11797,13235,13147,12103,6080,N/A
1998/04/08,11316,12165,11316,11882,▲330,＋2.86%,11835,13330,13092,12140,15810,N/A
1998/04/07,11128,11882,11128,11552,▲236,＋2.08%,12099,13457,13037,12189,4150,N/A
1998/04/06,11976,11976,11316,11316,▼849,－6.98%,12372,13605,12989,12254,5820,N/A
1998/04/04,12259,12259,11316,12165,▼94,－0.77%,12750,13766,12954,12319,6090,N/A
1998/04/03,13202,13202,11693,12259,▼943,－7.14%,12900,13888,12915,12375,4020,N/A
1998/04/02,13202,13202,12919,13202,▲283,＋2.19%,13183,13983,12874,12426,14710,N/A
1998/04/01,13202,13202,12731,12919,▼283,－2.14%,13278,13954,12828,12471,8770,N/A
1998/03/31,13014,13438,13014,13202,▲283,＋2.19%,13278,13921,12776,12509,8350,N/A
1998/03/30,13674,13674,12919,12919,▼754,－5.52%,13353,13879,12732,12548,9840,N/A
1998/03/28,13674,13674,13297,13674,0.0,0.00%,13561,13879,12707,12596,5010,N/A
1998/03/27,13202,13674,12919,13674,▲754,＋5.84%,13787,13884,12659,12649,5360,N/A
1998/03/26,13297,13674,12259,12919,▼660,－4.86%,13976,13945,12615,12717,7690,N/A
1998/03/25,13485,13957,13485,13579,▼377,－2.70%,14400,13983,12571,12795,4500,N/A
1998/03/24,14428,14711,13862,13957,▼849,－5.73%,14570,14058,12503,12870,6820,N/A
1998/03/23,14711,14805,14334,14805,▲189,＋1.29%,14683,14115,12418,12941,16610,N/A
1998/03/21,14805,14853,14522,14617,▼424,－2.82%,14513,14077,12324,12997,5820,N/A
1998/03/20,14617,15560,14428,15041,▲613,＋4.25%,14475,14049,12228,13055,40280,N/A
1998/03/19,14522,14522,14145,14428,▼94,－0.65%,14372,13966,12115,13104,6670,N/A
1998/03/18,13957,14617,13485,14522,▲566,＋4.05%,14390,13971,12002,13172,19670,N/A
1998/03/17,14428,15088,13674,13957,▼472,－3.27%,14409,13919,11878,13243,12710,N/A
1998/03/16,14334,14900,14240,14428,▼94,－0.65%,14447,13848,11763,13316,24250,N/A
1998/03/14,13391,14900,13391,14522,0.0,0.00%,14089,13773,11645,13398,13400,N/A
1998/03/13,14617,14900,14145,14522,▼94,－0.65%,13636,13688,11516,13480,20430,N/A
1998/03/12,14051,14900,14051,14617,▲472,＋3.33%,13202,13575,11397,13563,48110,N/A
1998/03/11,12636,14145,12589,14145,▲1509,＋11.94%,12863,13495,11287,13635,37830,N/A
1998/03/10,12071,13014,11788,12636,▲377,＋3.08%,12787,13438,11197,13712,8400,N/A
1998/03/09,12542,12825,11788,12259,▼94,－0.76%,13240,13410,11124,13803,6860,N/A
1998/03/07,12825,13014,12354,12354,▼566,－4.38%,13523,13410,11048,13901,15510,N/A
1998/03/06,13485,13674,12919,12919,▼849,－6.16%,14070,13443,10961,14006,17090,N/A
1998/03/05,14711,14711,13674,13768,▼1132,－7.59%,14504,13466,10856,14106,15550,N/A
1998/03/04,13391,15183,13391,14900,▲1226,＋8.97%,14560,13466,10729,14200,36830,N/A
1998/03/03,15088,15560,13674,13674,▼1415,－9.37%,14390,13419,10591,14286,40590,N/A
1998/03/02,15088,15843,14900,15088,0.0,0.00%,14334,13424,10484,14381,81210,N/A
1998/02/28,14051,15088,13862,15088,▲1037,＋7.38%,14221,13339,10363,14467,75040,N/A
1998/02/27,14617,14805,14051,14051,0.0,0.00%,13900,13207,10247,14548,80710,N/A
1998/02/26,13202,14051,12542,14051,▲660,＋4.93%,13598,13084,10160,14634,65010,N/A
1998/02/25,14240,14617,13391,13391,▼1132,－7.79%,13372,12919,10084,14727,37840,N/A
1998/02/24,13485,14522,13485,14522,▲1037,＋7.69%,13259,12750,10033,14823,91350,N/A
1998/02/23,13391,13485,13108,13485,▲943,＋7.52%,12806,12490,9951,14917,40280,N/A
1998/02/21,12731,12919,12448,12542,▼377,－2.92%,12712,12288,9874,15012,15080,N/A
1998/02/20,12636,13768,12636,12919,▲94,＋0.74%,12806,12099,9825,15120,73570,N/A
1998/02/19,12259,13202,12259,12825,▲566,＋4.62%,12636,11880,9783,15228,26140,N/A
1998/02/18,13297,13297,12259,12259,▼754,－5.80%,12523,11673,9757,15336,24560,N/A
1998/02/17,13485,13485,12542,13014,0.0,0.00%,12674,11522,9757,15448,59360,N/A
1998/02/16,12071,13014,12071,13014,▲943,＋7.81%,12750,11361,9761,15552,89090,N/A
1998/02/14,11882,12071,11505,12071,▼189,－1.54%,12900,11201,9784,15659,40420,N/A
1998/02/13,13297,13579,12165,12259,▼754,－5.80%,13278,11121,9842,15773,49100,N/A
1998/02/12,13108,13485,12354,13014,▼377,－2.82%,13579,10998,9897,15886,49980,N/A
1998/02/11,14145,14145,13014,13391,▼377,－2.74%,13655,10876,9961,15991,85590,N/A
1998/02/10,13768,13957,13297,13768,▼189,－1.35%,13466,10777,10042,16091,136930,N/A
1998/02/09,13674,14711,13579,13957,▲189,＋1.37%,13033,10626,10103,16193,201990,N/A
1998/02/07,13202,14240,12919,13768,▲377,＋2.82%,12391,10480,10169,16293,114930,N/A
1998/02/06,13391,13391,12825,13391,▲943,＋7.58%,11637,10305,10239,16393,203710,N/A
1998/02/05,11788,12448,11788,12448,▲849,＋7.32%,10826,10112,10319,16496,123300,N/A
1998/02/04,11599,11599,11599,11599,▲849,＋7.89%,10222,9932,10420,16607,126970,N/A
1998/02/03,10750,10750,10750,10750,▲754,＋7.55%,9658,9810,10535,16718,33010,N/A
1998/02/02,8629,9996,8629,9996,▲660,＋7.07%,9215,9717,10647,16836,44180,N/A
1998/01/31,10090,10090,9147,9336,▼94,－1.00%,8951,9629,10771,16964,8490,N/A
1998/01/30,9147,9430,9147,9430,▲651,＋7.41%,8932,9544,10918,17108,1090,N/A
1998/01/26,8676,9213,8676,8780,▲245,＋2.87%,9008,9426,11058,17250,25590,N/A
1998/01/24,8770,8959,8534,8534,▼141,－1.63%,9213,9341,11187,17399,8250,N/A
1998/01/23,8770,9619,8676,8676,▼566,－6.12%,9600,9281,11341,17548,13460,N/A
1998/01/22,9902,10090,9242,9242,▼566,－5.77%,9826,9187,11518,17698,15270,N/A
1998/01/21,9524,9807,9242,9807,0.0,0.00%,10090,9094,11683,17846,23260,N/A
1998/01/20,9902,10185,9713,9807,▼660,－6.31%,10411,9005,11835,17989,30130,N/A
1998/01/19,9524,10562,9053,10468,▲660,＋6.73%,10600,8950,11978,18132,149330,N/A
1998/01/17,9807,9807,9807,9807,▼754,－7.14%,10713,8843,12113,18272,2650,N/A
1998/01/16,12071,12071,10562,10562,▼849,－7.44%,10807,8737,12241,18420,34760,N/A
1998/01/15,10750,11599,10468,11411,▲660,＋6.14%,10600,8566,12363,18565,78430,N/A
1998/01/14,11882,11882,10373,10750,▼283,－2.56%,10088,8326,12484,18704,56870,N/A
1998/01/13,10279,11033,10279,11033,▲754,＋7.34%,9768,8094,12640,18846,31730,N/A
1998/01/12,9524,10279,9524,10279,▲754,＋7.92%,9340,7875,12820,18985,59230,N/A
1998/01/10,8959,9524,8157,9524,▲670,＋7.56%,8932,7722,13019,19128,51580,N/A
1998/01/09,8591,8864,8421,8855,▼292,－3.20%,8555,7638,13236,19276,28490,N/A
1998/01/08,8959,9147,8497,9147,▲255,＋2.86%,8199,7601,13464,19433,18380,N/A
1998/01/07,8893,8893,8770,8893,▲651,＋7.89%,7784,7585,13671,19585,47650,N/A
1998/01/06,8242,8242,8242,8242,▲604,＋7.90%,7470,7616,13882,19741,7210,N/A
1998/01/05,7082,7638,7082,7638,▲566,＋8.00%,7182,7719,14093,19907,19020,N/A
1998/01/03,6507,7073,6507,7073,▲0,＋0.00%,7132,7817,14342,20080,5260,N/A
1997/12/27,7238,7238,6741,7072,▼253,－3.46%,7322,7909,14609,20255,12030,N/A
1997/12/26,7343,7343,7168,7326,▲524,＋7.70%,7650,8036,14869,20430,101920,N/A
1997/12/24,6802,6863,6802,6802,▼585,－7.92%,7848,8189,15151,20598,23610,N/A
1997/12/23,7387,7413,7387,7387,▼637,－7.94%,8028,8412,15444,20771,13250,N/A
1997/12/22,8644,8731,8024,8024,▼690,－7.92%,7977,8654,15728,20937,17050,N/A
1997/12/20,8723,8723,7657,8714,▲402,＋4.83%,7694,8916,15983,21094,16800,N/A
1997/12/19,8208,8312,8208,8312,▲611,＋7.94%,7175,9201,16228,21245,44050,N/A
1997/12/17,7675,7701,7596,7701,▲568,＋7.96%,6842,9562,16481,21398,32500,N/A
1997/12/16,7134,7134,7072,7134,▲524,＋7.93%,6746,9954,16753,21559,40470,N/A
1997/12/15,6549,6610,6549,6610,▲489,＋7.99%,6887,10440,17050,21722,8510,N/A
1997/12/13,6121,6645,6121,6121,▼524,－7.88%,7189,11022,17356,21885,52600,N/A
1997/12/12,6645,6645,6645,6645,▼576,－7.98%,7729,11589,17672,22049,500,N/A
1997/12/11,7221,7596,7221,7221,▼620,－7.91%,8304,12152,17980,22207,17860,N/A
1997/12/10,7561,8120,7474,7841,▼279,－3.44%,8920,12690,18279,22364,28020,N/A
1997/12/09,8120,8208,8120,8120,▼699,－7.92%,9273,13206,18570,22515,14320,N/A
1997/12/08,8819,9081,8819,8819,▼699,－7.34%,9430,13726,18848,22666,14580,N/A
1997/12/06,10128,10216,9517,9517,▼786,－7.63%,9587,14210,19109,22813,12810,N/A
1997/12/05,10303,10303,9954,10303,▲699,＋7.27%,9762,14608,19369,22961,36080,N/A
1997/12/04,8382,9605,8382,9605,▲699,＋7.84%,9954,14966,19614,23103,20390,N/A
1997/12/03,8906,8906,8906,8906,▼699,－7.27%,10478,15393,19883,23254,1120,N/A
1997/12/02,9605,9605,9605,9605,▼786,－7.56%,11351,15839,20149,23405,5800,N/A
1997/12/01,10914,11264,10390,10390,▼873,－7.75%,12311,16184,20415,23551,9330,N/A
1997/11/29,11438,11438,11264,11264,▼960,－7.86%,13342,16555,20673,23691,11490,N/A
1997/11/28,13534,13534,12224,12224,▼1048,－7.89%,14197,16956,20915,23818,22770,N/A
1997/11/27,15367,15367,13272,13272,▼1135,－7.88%,15123,17301,21140,23932,6910,N/A
1997/11/26,14320,15455,14320,14407,▼1135,－7.30%,16118,17585,21342,24040,3550,N/A
1997/11/25,14320,15542,14320,15542,0.0,0.00%,16729,17782,21533,24142,15960,N/A
1997/11/24,15542,15542,15542,15542,▼1310,－7.77%,17201,17934,21705,24233,1350,N/A
1997/11/22,17550,18249,16852,16852,▼1397,－7.66%,17690,18030,21875,24314,2900,N/A
1997/11/21,16677,18249,16677,18249,▲786,＋4.50%,17952,18083,22022,24377,750,N/A
1997/11/20,17463,17463,16502,17463,▼437,－2.44%,18004,18105,22141,24431,6630,N/A
1997/11/19,17201,17899,17026,17899,▼87,－0.49%,18214,18236,22283,24494,3990,N/A
1997/11/18,16852,17987,16852,17987,▼175,－0.96%,18126,18432,22416,24552,6150,N/A
1997/11/17,17899,18249,17463,18161,▼349,－1.89%,18022,18646,22546,24607,5720,N/A
1997/11/15,18511,19296,18511,18511,0.0,0.00%,18022,18864,22673,24663,1880,N/A
1997/11/14,17288,18511,17288,18511,▲1048,＋6.00%,17882,19065,22793,24719,5770,N/A
1997/11/13,18336,18336,17376,17463,0.0,0.00%,17480,19218,22901,24776,2530,N/A
1997/11/12,18161,18161,17026,17463,▼699,－3.85%,17550,19423,23026,24845,1980,N/A
1997/11/11,16764,18947,16764,18161,▲349,＋1.96%,17917,19593,23157,24909,12350,N/A
1997/11/10,16764,17812,16677,17812,▲1310,＋7.94%,18109,19816,23297,24964,7710,N/A
1997/11/08,16939,16939,16415,16502,▼1310,－7.35%,18336,20078,23442,25018,7610,N/A
1997/11/07,19733,19733,17812,17812,▼1484,－7.69%,18703,20388,23611,25085,16980,N/A
1997/11/06,18511,20519,18511,19296,▲175,＋0.91%,18860,20711,23755,25141,18590,N/A
1997/11/05,19034,19209,18773,19122,▲175,＋0.92%,18493,20964,23877,25180,17540,N/A
1997/11/04,18336,19209,17899,18947,▲611,＋3.33%,18249,21230,24008,25215,26080,N/A
1997/11/03,17550,19122,17114,18336,▼262,－1.41%,18196,21449,24142,25250,13150,N/A
1997/11/01,16153,18598,16153,18598,▲1135,＋6.50%,18546,21702,24286,25291,610,N/A
1997/10/31,17899,17899,16590,17463,▼437,－2.44%,19192,21946,24430,25329,4530,N/A
1997/10/30,17899,17899,17899,17899,▼786,－4.21%,20152,22274,24599,25377,2080,N/A
1997/10/29,18773,20082,18511,18685,▼1397,－6.96%,21078,22627,24767,25421,3850,N/A
1997/10/28,20257,20257,20082,20082,▼1746,－8.00%,21846,22942,24924,25460,2360,N/A
1997/10/27,21392,21829,20519,21829,▼437,－1.96%,22143,23191,25052,25487,3170,N/A
1997/10/25,21392,22265,21392,22265,▼262,－1.16%,22090,23357,25151,25507,160,N/A
1997/10/24,20781,22527,20781,22527,0.0,0.00%,21811,23501,25237,25520,3310,N/A
1997/10/23,21829,22614,21479,22527,▲960,＋4.45%,21829,23640,25317,25536,10540,N/A
1997/10/22,21567,21567,20519,21567,0.0,0.00%,21933,23754,25401,25556,7980,N/A
1997/10/21,19296,21567,19296,21567,▲699,＋3.35%,22160,23898,25499,25579,3250,N/A
1997/10/20,21829,21829,20868,20868,▼1746,－7.72%,22702,24077,25599,25601,3230,N/A
1997/10/18,21392,22614,21392,22614,▼437,－1.89%,23400,24282,25721,25631,4640,N/A
1997/10/17,21567,23138,21567,23051,▲349,＋1.54%,23767,24439,25817,25649,450,N/A
1997/10/16,22702,22702,22527,22702,▼1572,－6.47%,23819,24531,25902,25663,1940,N/A
1997/10/15,23313,24273,22527,24273,▼87,－0.36%,23959,24675,25990,25681,3470,N/A
1997/10/14,23575,24361,23575,24361,▼87,－0.36%,23802,24754,26044,25691,3390,N/A
1997/10/13,23313,24885,23226,24448,▲1135,＋4.87%,23732,24823,26098,25697,2030,N/A
1997/10/11,21829,24273,21829,23313,▼87,－0.37%,23837,24889,26145,25697,320,N/A
1997/10/10,24011,24011,23400,23400,▼87,－0.37%,24169,24994,26204,25702,3810,N/A
1997/10/09,24099,24099,23226,23487,▼524,－2.18%,24500,25116,26261,25711,2990,N/A
1997/10/08,24972,24972,24011,24011,▼960,－3.85%,24832,25234,26315,25719,4480,N/A
1997/10/07,25321,25321,24710,24972,0.0,0.00%,25059,25321,26366,25723,2810,N/A
1997/10/06,25321,25670,24885,24972,▼87,－0.35%,25129,25356,26394,25718,4890,N/A
1997/10/04,25146,25146,24972,25059,▼87,－0.35%,25094,25378,26414,25718,520,N/A
1997/10/02,25146,25146,24885,25146,0.0,0.00%,24972,25421,26427,25719,2300,N/A
1997/10/01,25321,25321,25146,25146,▼175,－0.69%,24972,25461,26434,25713,150,N/A
1997/09/30,25234,25321,24885,25321,▲524,＋2.11%,24937,25491,26449,25711,3160,N/A
1997/09/29,25758,25758,24448,24797,▲349,＋1.43%,25024,25513,26461,25713,10160,N/A
1997/09/27,24885,24885,24448,24448,▼699,－2.78%,25042,25561,26484,25713,9060,N/A
1997/09/26,24972,25670,24448,25146,▲175,＋0.70%,25269,25587,26517,25720,9220,N/A
1997/09/25,24972,24972,24972,24972,▼786,－3.05%,25408,25579,26554,25726,280,N/A
1997/09/24,24885,25758,24885,25758,▲873,＋3.51%,25566,25596,26593,25729,4000,N/A
1997/09/23,24710,24885,24710,24885,▼699,－2.73%,25566,25635,26625,25733,1570,N/A
1997/09/22,24448,25758,24011,25583,▼262,－1.01%,25670,25718,26661,25746,11540,N/A
1997/09/20,25321,25845,24273,25845,▲87,＋0.34%,25723,25771,26686,25755,4440,N/A
1997/09/19,25845,25845,25758,25758,0.0,0.00%,25723,25801,26709,25761,34100,N/A
1997/09/18,25408,25758,25408,25758,▲349,＋1.37%,25723,25845,26721,25771,5050,N/A
1997/09/13,25408,25845,25408,25408,▼437,－1.69%,25705,25906,26724,25782,3240,N/A
1997/09/12,25845,26107,25758,25845,0.0,0.00%,25705,25985,26737,25788,8040,N/A
1997/09/11,25670,25845,25670,25845,▲87,＋0.34%,25723,26041,26750,25793,1220,N/A
1997/09/10,25408,25845,25059,25758,▲87,＋0.34%,25740,26111,26760,25781,6230,N/A
1997/09/09,25059,25932,25059,25670,▲262,＋1.03%,25740,26203,26753,25770,47390,N/A
1997/09/08,25758,25845,25321,25408,▼524,－2.02%,25758,26316,26733,25763,6050,N/A
1997/09/06,25496,25932,25496,25932,0.0,0.00%,25828,26452,26721,25763,4120,N/A
1997/09/05,25408,25932,25408,25932,▲175,＋0.68%,25635,26543,26705,25754,1340,N/A
1997/09/04,25321,25845,25321,25758,0.0,0.00%,25443,26635,26688,25745,7610,N/A
1997/09/03,25583,25758,25234,25758,0.0,0.00%,25356,26718,26669,25736,15840,N/A
1997/09/02,25059,25758,24885,25758,▲786,＋3.15%,25513,26797,26654,25730,18920,N/A
1997/09/01,24972,25321,24535,24972,0.0,0.00%,25670,26888,26645,25723,16030,N/A
1997/08/30,24011,24972,24011,24972,▼349,－1.38%,26002,27011,26651,25726,6510,N/A
1997/08/29,26107,26107,25321,25321,▼1222,－4.61%,26299,27142,26664,25731,2860,N/A
1997/08/28,26194,26543,25932,26543,0.0,0.00%,26561,27286,26660,25735,8990,N/A
1997/08/27,26718,26718,26369,26543,▼87,－0.33%,26648,27377,26631,25730,10980,N/A
1997/08/26,26543,26631,26369,26631,▲175,＋0.66%,26736,27456,26594,25711,9410,N/A
1997/08/25,26805,26980,26456,26456,▼175,－0.66%,26805,27526,26559,25702,3600,N/A
1997/08/23,26543,27067,26543,26631,▼349,－1.29%,26963,27578,26526,25694,1450,N/A
1997/08/22,26805,27853,26543,26980,0.0,0.00%,27155,27626,26482,25686,18590,N/A
