[일시]CJ,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1991/03/22,12677,12677,12677,12677,0.0,0.00%,12798,12703,12425,12818,400,N/A
1991/03/21,12627,12728,12627,12677,▼51,－0.40%,12930,12710,12431,12833,3260,N/A
1991/03/20,12627,12829,12627,12728,▼101,－0.79%,13021,12695,12442,12847,90,N/A
1991/03/19,13081,13081,12829,12829,▼253,－1.93%,13001,12675,12449,12856,5500,N/A
1991/03/18,13132,13233,12879,13081,▼253,－1.89%,12960,12657,12458,12869,2410,N/A
1991/03/16,13384,13384,13081,13334,▲202,＋1.54%,12920,12622,12463,12881,14960,N/A
1991/03/15,12627,13132,12627,13132,▲505,＋4.00%,12778,12574,12461,12893,36450,N/A
1991/03/14,12627,12627,12627,12627,0.0,0.00%,12677,12536,12461,12908,230,N/A
1991/03/13,12778,12778,12627,12627,▼253,－1.96%,12667,12523,12471,12926,510,N/A
1991/03/12,12677,13081,12627,12879,▲253,＋2.00%,12596,12493,12478,12940,2010,N/A
1991/03/11,12526,12728,12526,12627,0.0,0.00%,12495,12450,12480,12953,1840,N/A
1991/03/09,12576,12879,12576,12627,▲51,＋0.40%,12394,12432,12487,12967,2370,N/A
1991/03/08,11819,12576,11819,12576,▲303,＋2.47%,12384,12420,12493,12981,60,N/A
1991/03/07,12576,12627,12122,12273,▼101,－0.82%,12405,12392,12501,12994,1130,N/A
1991/03/06,12374,12374,12374,12374,▲253,＋2.08%,12506,12402,12512,13009,400,N/A
1991/03/05,12122,12122,12122,12122,▼455,－3.61%,12596,12407,12524,13023,240,N/A
1991/03/04,12576,12576,12576,12576,▼101,－0.80%,12738,12432,12541,13039,20,N/A
1991/03/02,12778,12778,12677,12677,▼101,－0.79%,12697,12440,12548,13049,130,N/A
1991/02/28,12930,12930,12425,12778,▼51,－0.39%,12627,12425,12553,13056,1150,N/A
1991/02/27,13283,13283,12374,12829,0.0,0.00%,12566,12384,12554,13060,12150,N/A
1991/02/26,12324,12829,12324,12829,▲455,＋3.67%,12475,12336,12554,13063,2670,N/A
1991/02/25,12374,12425,12273,12374,▲51,＋0.41%,12384,12311,12552,13065,2310,N/A
1991/02/23,12324,12324,12324,12324,▼152,－1.21%,12384,12309,12560,13070,280,N/A
1991/02/22,12122,12475,12122,12475,▲101,＋0.82%,12394,12291,12570,13073,100,N/A
1991/02/21,12374,12374,12374,12374,0.0,0.00%,12304,12263,12576,13076,0,N/A
1991/02/20,12374,12374,12374,12374,0.0,0.00%,12233,12243,12581,13080,1000,N/A
1991/02/19,12374,12374,12374,12374,0.0,0.00%,12213,12213,12587,13088,2000,N/A
1991/02/18,12172,12374,12172,12374,▲354,＋2.94%,12213,12200,12592,13097,2260,N/A
1991/02/13,12122,12122,12021,12021,0.0,0.00%,12142,12187,12599,13105,1110,N/A
1991/02/12,12576,12576,12021,12021,▼253,－2.06%,12233,12192,12612,13119,30,N/A
1991/02/11,12122,12273,12021,12273,▼101,－0.82%,12324,12223,12626,13132,290,N/A
1991/02/09,12374,12374,12374,12374,▲354,＋2.94%,12394,12261,12636,13143,10,N/A
1991/02/08,12122,12122,12021,12021,▼455,－3.64%,12465,12273,12642,13153,100,N/A
1991/02/07,12475,12475,12475,12475,0.0,0.00%,12536,12278,12655,13169,0,N/A
1991/02/06,12122,12475,12122,12475,▼152,－1.20%,12435,12261,12661,13183,20,N/A
1991/02/05,12627,12627,12627,12627,▼101,－0.79%,12314,12243,12667,13197,10,N/A
1991/02/04,12728,12728,12728,12728,▲354,＋2.86%,12253,12218,12675,13210,10,N/A
1991/02/02,12172,12374,12172,12374,▲404,＋3.38%,12172,12187,12680,13221,1080,N/A
1991/02/01,11869,11970,11819,11970,▲101,＋0.85%,12091,12180,12691,13232,1770,N/A
1991/01/31,11869,11869,11869,11869,▼455,－3.69%,12081,12200,12708,13248,30,N/A
1991/01/30,12324,12324,12324,12324,0.0,0.00%,12101,12235,12730,13265,0,N/A
1991/01/29,11819,12324,11819,12324,▲354,＋2.95%,11990,12273,12746,13280,150,N/A
1991/01/28,11970,11970,11617,11970,▲51,＋0.42%,11950,12324,12762,13295,180,N/A
1991/01/26,11920,11920,11920,11920,▼51,－0.42%,11980,12382,12776,13309,5000,N/A
1991/01/25,12122,12122,11869,11970,▲202,＋1.72%,12021,12453,12788,13319,280,N/A
1991/01/24,11819,11819,11768,11768,▼354,－2.92%,12152,12526,12804,13328,90,N/A
1991/01/23,12122,12122,12122,12122,0.0,0.00%,12405,12596,12825,13339,700,N/A
1991/01/22,12627,12627,11617,12122,0.0,0.00%,12506,12647,12844,13348,70,N/A
1991/01/21,12122,12122,12122,12122,▼505,－4.00%,12506,12703,12862,13355,470,N/A
1991/01/19,12627,12627,12627,12627,▼404,－3.10%,12506,12748,12885,13362,0,N/A
1991/01/18,12122,13031,12122,13031,▲404,＋3.20%,12405,12768,12902,13365,620,N/A
1991/01/17,12122,12627,12122,12627,▲505,＋4.17%,12223,12768,12912,13365,1940,N/A
1991/01/16,11667,12122,11667,12122,0.0,0.00%,12122,12786,12929,13367,490,N/A
1991/01/15,12122,12122,12122,12122,0.0,0.00%,12142,12831,12958,13373,30,N/A
1991/01/14,12122,12122,12122,12122,0.0,0.00%,12192,12874,12985,13383,2070,N/A
1991/01/12,12122,12122,12122,12122,0.0,0.00%,12283,12922,13011,13393,100,N/A
1991/01/11,12122,12122,12122,12122,▼101,－0.83%,12475,12973,13046,13402,0,N/A
1991/01/10,12223,12223,12223,12223,▼152,－1.22%,12718,13018,13089,13412,180,N/A
1991/01/09,12374,12576,12122,12374,▼202,－1.61%,12900,13054,13138,13421,660,N/A
1991/01/08,12576,12576,12576,12576,▼505,－3.86%,13091,13076,13181,13429,60,N/A
1991/01/07,12879,13081,12879,13081,▼253,－1.89%,13263,13089,13212,13440,110,N/A
1991/01/05,12728,13334,12728,13334,▲202,＋1.54%,13283,13071,13235,13450,40,N/A
1991/01/04,13132,13132,13132,13132,▼202,－1.52%,13243,13049,13251,13458,40,N/A
1991/01/03,13132,13334,13132,13334,▼101,－0.75%,13263,13036,13263,13466,4350,N/A
1990/12/26,13182,13435,13182,13435,▲253,＋1.92%,13203,13013,13280,13473,6280,N/A
1990/12/24,13132,13233,12879,13182,▲51,＋0.38%,13122,12975,13298,13479,3590,N/A
1990/12/22,13132,13132,13132,13132,▼101,－0.76%,13091,12953,13325,13484,0,N/A
1990/12/21,12728,13233,12728,13233,▲202,＋1.55%,13061,12930,13354,13493,14180,N/A
1990/12/20,13031,13031,13031,13031,0.0,0.00%,13021,12907,13381,13501,3500,N/A
1990/12/19,12879,13031,12778,13031,0.0,0.00%,13011,12894,13403,13510,9470,N/A
1990/12/18,13031,13031,12677,13031,▲51,＋0.39%,13021,12887,13426,13524,5880,N/A
1990/12/17,13081,13233,12980,12980,▼51,－0.39%,13041,12879,13448,13537,3670,N/A
1990/12/15,12728,13031,12728,13031,▲51,＋0.39%,13051,12867,13469,13551,4080,N/A
1990/12/14,13031,13031,12677,12980,▼101,－0.77%,13031,12857,13488,13565,4890,N/A
1990/12/13,12627,13132,12627,13081,▼51,－0.38%,13001,12849,13506,13578,7200,N/A
1990/12/12,13132,13132,12879,13132,▲101,＋0.78%,12950,12836,13522,13591,4830,N/A
1990/12/11,13031,13031,12829,13031,▲101,＋0.78%,12869,12834,13538,13607,10010,N/A
1990/12/10,12930,13182,12829,12930,▲101,＋0.79%,12839,12834,13550,13623,7320,N/A
1990/12/08,12930,12930,12829,12829,0.0,0.00%,12829,12839,13559,13641,2130,N/A
1990/12/07,12879,12879,12778,12829,▲101,＋0.79%,12839,12849,13566,13659,5040,N/A
1990/12/06,12879,13081,12728,12728,▼152,－1.18%,12809,12867,13572,13681,6580,N/A
1990/12/05,13081,13081,12374,12879,0.0,0.00%,12809,12894,13579,13704,60,N/A
1990/12/04,12980,13132,12879,12879,0.0,0.00%,12768,12915,13579,13727,4950,N/A
1990/12/03,13031,13132,12778,12879,▲202,＋1.59%,12748,12910,13577,13750,9910,N/A
1990/12/01,12677,12677,12627,12677,▼51,－0.40%,12728,12900,13576,13773,3600,N/A
1990/11/30,12627,12778,12627,12728,▲51,＋0.40%,12768,12910,13580,13797,3370,N/A
1990/11/29,12778,12778,12677,12677,▼101,－0.79%,12798,12925,13590,13820,2450,N/A
1990/11/28,12778,12778,12778,12778,0.0,0.00%,12809,12955,13602,13844,4050,N/A
1990/11/27,12627,12879,12627,12778,▼101,－0.78%,12819,12975,13612,13867,1330,N/A
1990/11/26,13081,13081,12879,12879,0.0,0.00%,12829,13013,13626,13885,2610,N/A
1990/11/24,12677,12879,12677,12879,▲152,＋1.19%,12819,13051,13638,13902,15380,N/A
1990/11/23,12829,12829,12627,12728,▼101,－0.79%,12859,13089,13650,13919,1930,N/A
1990/11/22,12778,12879,12778,12829,0.0,0.00%,12920,13134,13665,13937,4480,N/A
1990/11/21,12324,13031,12324,12829,0.0,0.00%,12960,13185,13683,13954,1110,N/A
1990/11/20,13081,13182,12829,12829,▼253,－1.93%,13001,13230,13705,13969,1490,N/A
1990/11/19,12930,13334,12829,13081,▲51,＋0.39%,13071,13276,13727,13985,1110,N/A
1990/11/17,12526,13384,12526,13031,0.0,0.00%,13112,13331,13745,13998,1190,N/A
1990/11/16,13031,13233,12980,13031,0.0,0.00%,13162,13415,13763,14011,5620,N/A
1990/11/15,13132,13132,12778,13031,▼152,－1.15%,13112,13521,13773,14025,4600,N/A
1990/11/14,13384,13384,13182,13182,▼101,－0.76%,13041,13617,13787,14038,2660,N/A
1990/11/13,13536,13637,13283,13283,0.0,0.00%,12980,13680,13800,14052,1860,N/A
1990/11/12,12778,13283,12778,13283,▲505,＋3.95%,12930,13738,13815,14066,5310,N/A
1990/11/10,12677,12778,12677,12778,▲101,＋0.80%,12930,13791,13828,14079,1850,N/A
1990/11/09,13182,13182,12677,12677,▼202,－1.57%,13011,13844,13841,14097,1250,N/A
1990/11/08,13132,13132,12879,12879,▼152,－1.16%,13182,13927,13849,14120,3030,N/A
1990/11/07,12778,13283,12778,13031,▼253,－1.90%,13334,14008,13853,14141,4300,N/A
1990/11/06,13283,13536,13283,13283,▲101,＋0.77%,13455,14099,13854,14165,580,N/A
1990/11/05,13536,13536,13182,13182,▼354,－2.61%,13526,14177,13852,14187,90,N/A
1990/11/03,13586,13586,13485,13536,▼101,－0.74%,13657,14261,13849,14211,590,N/A
1990/11/02,13940,13940,13384,13637,0.0,0.00%,13698,14301,13840,14233,310,N/A
1990/11/01,13637,13637,13384,13637,0.0,0.00%,13718,14339,13829,14252,1660,N/A
1990/10/31,13637,13637,13334,13637,▼202,－1.46%,13829,14374,13817,14274,5380,N/A
1990/10/30,13839,13839,13637,13839,▲101,＋0.74%,14041,14407,13805,14297,3860,N/A
1990/10/29,14243,14243,13637,13738,0.0,0.00%,14304,14422,13789,14318,90,N/A
1990/10/27,13738,13738,13738,13738,▼455,－3.20%,14546,14440,13782,14341,270,N/A
1990/10/26,14192,14192,14192,14192,▼505,－3.44%,14687,14455,13774,14361,0,N/A
1990/10/25,14698,14698,14698,14698,▼455,－3.00%,14738,14448,13759,14375,300,N/A
1990/10/24,15455,15455,15051,15152,▲202,＋1.35%,14667,14402,13735,14385,2330,N/A
1990/10/23,14900,14950,14900,14950,▲505,＋3.50%,14405,14316,13704,14391,4960,N/A
1990/10/22,14192,14546,14192,14445,0.0,0.00%,14283,14233,13678,14399,6390,N/A
1990/10/20,14344,14748,14344,14445,▲101,＋0.70%,14294,14170,13669,14411,4080,N/A
1990/10/19,13889,14344,13839,14344,▲505,＋3.65%,14374,14104,13666,14421,2280,N/A
1990/10/18,13839,13889,13839,13839,▼505,－3.52%,14475,14031,13664,14432,100,N/A
1990/10/17,14344,14344,14344,14344,▼152,－1.05%,14677,13978,13670,14445,10,N/A
1990/10/16,14395,14496,14395,14496,▼354,－2.38%,14677,13902,13666,14452,3640,N/A
1990/10/15,14849,14849,14849,14849,0.0,0.00%,14657,13821,13660,14458,40,N/A
1990/10/13,14849,14849,14849,14849,0.0,0.00%,14556,13746,13642,14460,460,N/A
1990/10/12,14395,14849,14395,14849,▲505,＋3.52%,14445,13672,13631,14462,160,N/A
1990/10/11,14294,14344,14294,14344,▼51,－0.35%,14304,13599,13620,14464,70,N/A
1990/10/10,14294,14395,14294,14395,▲51,＋0.35%,14253,13564,13618,14466,540,N/A
1990/10/08,14344,14445,14344,14344,▲51,＋0.35%,14182,13523,13623,14472,10190,N/A
1990/10/06,14294,14294,14294,14294,▲152,＋1.07%,14122,13485,13627,14479,2980,N/A
1990/10/05,14142,14142,14142,14142,▲51,＋0.36%,14021,13453,13633,14487,10,N/A
1990/09/29,14091,14091,14091,14091,▲51,＋0.36%,13879,13442,13641,14501,130,N/A
1990/09/28,14041,14041,14041,14041,0.0,0.00%,13718,13445,13650,14518,0,N/A
1990/09/27,13839,14041,13839,14041,▲253,＋1.83%,13546,13450,13659,14533,550,N/A
1990/09/26,13637,13788,13637,13788,▲354,＋2.63%,13364,13455,13676,14549,430,N/A
1990/09/25,13435,13435,13435,13435,▲152,＋1.14%,13182,13473,13697,14566,430,N/A
1990/09/24,13283,13283,13283,13283,▲101,＋0.77%,13051,13483,13724,14582,630,N/A
1990/09/22,13182,13182,13182,13182,▲51,＋0.38%,12960,13511,13751,14595,520,N/A
1990/09/21,12425,13132,12425,13132,▲253,＋1.96%,12900,13551,13789,14605,1680,N/A
1990/09/20,12879,12879,12879,12879,▲101,＋0.79%,12940,13602,13829,14619,800,N/A
1990/09/19,12778,12778,12778,12778,▼51,－0.39%,13041,13662,13875,14636,970,N/A
1990/09/18,12829,12829,12829,12829,▼51,－0.39%,13162,13703,13923,14654,1000,N/A
1990/09/17,12879,12879,12879,12879,▼455,－3.41%,13324,13718,13969,14675,0,N/A
1990/09/15,13334,13334,13334,13334,▼51,－0.38%,13465,13730,14014,14696,0,N/A
1990/09/14,13384,13384,13384,13384,0.0,0.00%,13516,13718,14051,14718,1000,N/A
1990/09/13,13384,13384,13384,13384,▼253,－1.85%,13566,13705,14086,14740,0,N/A
1990/09/12,13637,13637,13637,13637,▲51,＋0.37%,13677,13687,14122,14761,30,N/A
1990/09/11,13384,13586,13384,13586,0.0,0.00%,13778,13655,14145,14780,1740,N/A
1990/09/10,13586,13586,13586,13586,▼51,－0.37%,13889,13624,14167,14802,130,N/A
1990/09/08,13637,13637,13637,13637,▼303,－2.17%,14001,13591,14189,14822,0,N/A
1990/09/07,13940,13940,13940,13940,▼202,－1.43%,14102,13556,14209,14842,0,N/A
1990/09/06,14142,14142,14142,14142,0.0,0.00%,14041,13503,14224,14857,2000,N/A
1990/09/05,14142,14142,14142,14142,0.0,0.00%,13980,13460,14233,14872,0,N/A
1990/09/04,14142,14142,14142,14142,0.0,0.00%,13950,13417,14242,14889,0,N/A
1990/09/03,13586,14142,13586,14142,▲505,＋3.70%,13950,13374,14251,14905,120,N/A
1990/09/01,13637,13637,13637,13637,▼202,－1.46%,13940,13331,14259,14924,0,N/A
1990/08/31,13839,13839,13839,13839,▼152,－1.08%,13930,13314,14276,14946,0,N/A
1990/08/30,13990,13990,13990,13990,▼152,－1.07%,13788,13291,14289,14968,0,N/A
1990/08/29,14142,14142,14142,14142,▲51,＋0.36%,13617,13286,14304,14987,420,N/A
1990/08/28,13839,14091,13839,14091,▲505,＋3.72%,13405,13291,14317,15005,100,N/A
1990/08/27,13384,13586,13384,13586,▲455,＋3.46%,13213,13299,14331,15023,180,N/A
1990/08/25,13031,13132,13031,13132,0.0,0.00%,13102,13329,14352,15049,70,N/A
1990/08/24,13132,13132,13132,13132,▲51,＋0.39%,13071,13379,14390,15078,2900,N/A
1990/08/23,13081,13081,13081,13081,▼51,－0.38%,13041,13430,14428,15108,140,N/A
1990/08/22,13031,13132,13031,13132,▲101,＋0.78%,13011,13463,14475,15135,230,N/A
1990/08/21,13031,13031,13031,13031,▲51,＋0.39%,12970,13516,14522,15163,310,N/A
1990/08/20,12980,12980,12980,12980,0.0,0.00%,12940,13574,14574,15192,0,N/A
1990/08/18,13283,13283,12980,12980,▲51,＋0.39%,13001,13634,14627,15222,1010,N/A
1990/08/17,12930,12930,12930,12930,0.0,0.00%,13061,13720,14676,15253,0,N/A
1990/08/16,12930,12930,12930,12930,▲51,＋0.39%,13132,13804,14731,15286,0,N/A
1990/08/14,12879,12879,12778,12879,▼404,－3.04%,13203,13889,14788,15320,2160,N/A
1990/08/13,12778,13283,12778,13283,0.0,0.00%,13283,13978,14847,15354,280,N/A
1990/08/11,13334,13334,13283,13283,0.0,0.00%,13304,14046,14901,15386,1310,N/A
1990/08/10,13283,13283,13283,13283,0.0,0.00%,13425,14109,14948,15416,460,N/A
1990/08/09,13283,13283,13283,13283,0.0,0.00%,13617,14198,14991,15447,1020,N/A
1990/08/08,13283,13283,13283,13283,▼101,－0.75%,13809,14286,15035,15472,2000,N/A
1990/08/07,13384,13384,13384,13384,▼505,－3.64%,13990,14374,15078,15498,360,N/A
1990/08/06,13889,13889,13889,13889,▼354,－2.48%,14142,14453,15120,15523,10,N/A
1990/08/04,14243,14243,14243,14243,0.0,0.00%,14192,14531,15154,15545,790,N/A
1990/08/03,14243,14243,14243,14243,▲51,＋0.36%,14091,14594,15177,15567,0,N/A
1990/08/02,14192,14192,14192,14192,▲51,＋0.36%,14081,14665,15201,15590,120,N/A
1990/08/01,14294,14294,14142,14142,0.0,0.00%,14081,14738,15221,15614,130,N/A
1990/07/31,14142,14142,14142,14142,▲404,＋2.94%,14091,14811,15238,15640,30,N/A
1990/07/30,14243,14243,13687,13738,▼455,－3.20%,14203,14882,15255,15665,180,N/A
1990/07/28,14192,14192,14192,14192,0.0,0.00%,14374,14973,15278,15694,0,N/A
1990/07/27,14192,14192,14192,14192,0.0,0.00%,14465,15038,15294,15721,0,N/A
1990/07/26,14192,14192,14192,14192,▼505,－3.44%,14556,15104,15309,15750,10,N/A
1990/07/25,14546,14698,14546,14698,▲101,＋0.69%,14647,15145,15315,15775,100,N/A
1990/07/24,14597,14597,14597,14597,▼51,－0.34%,14617,15157,15322,15793,0,N/A
1990/07/23,14647,14647,14647,14647,0.0,0.00%,14708,15172,15331,15814,0,N/A
1990/07/21,14647,14647,14647,14647,0.0,0.00%,14788,15182,15341,15835,0,N/A
1990/07/20,14546,14647,14546,14647,▲101,＋0.69%,14869,15193,15361,15856,1190,N/A
1990/07/19,14546,14546,14546,14546,▼505,－3.36%,14930,15193,15385,15877,510,N/A
1990/07/18,15051,15051,15051,15051,0.0,0.00%,15112,15200,15407,15897,500,N/A
1990/07/16,15051,15051,15051,15051,0.0,0.00%,15203,15180,15421,15914,0,N/A
1990/07/14,15051,15405,15051,15051,▲101,＋0.68%,15324,15160,15436,15931,1050,N/A
1990/07/13,14950,14950,14900,14950,▼505,－3.27%,15445,15139,15441,15948,170,N/A
1990/07/12,15556,15556,15455,15455,▼51,－0.33%,15576,15124,15439,15967,2000,N/A
1990/07/11,15354,15506,15354,15506,▼152,－0.97%,15597,15097,15421,15982,5270,N/A
1990/07/10,15405,15809,15405,15657,0.0,0.00%,15607,15066,15410,15993,13010,N/A
1990/07/09,15657,15657,15657,15657,▲51,＋0.32%,15576,15028,15397,16004,1520,N/A
1990/07/07,15607,15607,15607,15607,▲51,＋0.32%,15546,14991,15384,16015,2000,N/A
1990/07/06,15152,15556,15152,15556,0.0,0.00%,15425,14980,15381,16027,130,N/A
1990/07/05,15556,15556,15556,15556,▲51,＋0.33%,15304,14973,15379,16043,2140,N/A
1990/07/04,15556,15657,15506,15506,0.0,0.00%,15172,14991,15385,16054,10050,N/A
1990/07/03,15001,15506,15001,15506,▲505,＋3.37%,15041,15011,15393,16067,3070,N/A
1990/07/02,15001,15001,15001,15001,▲51,＋0.34%,14910,15044,15400,16081,2160,N/A
1990/06/30,14950,14950,14950,14950,▲51,＋0.34%,14839,15102,15416,16097,2000,N/A
1990/06/29,14900,14900,14900,14900,▲51,＋0.34%,14788,15150,15437,16114,6000,N/A
1990/06/28,14849,14849,14849,14849,0.0,0.00%,14738,15218,15455,16133,40,N/A
1990/06/27,14849,14849,14647,14849,▲202,＋1.38%,14698,15294,15475,16155,5170,N/A
1990/06/26,14748,14849,14647,14647,▼51,－0.34%,14657,15369,15489,16178,5600,N/A
1990/06/25,15051,15051,14698,14698,▲51,＋0.34%,14657,15465,15512,16204,130,N/A
1990/06/23,14647,14647,14647,14647,0.0,0.00%,14698,15533,15535,16227,0,N/A
1990/06/22,14647,15152,14647,14647,0.0,0.00%,14748,15597,15560,16251,40,N/A
1990/06/21,14647,14647,14647,14647,0.0,0.00%,14799,15660,15590,16274,0,N/A
1990/06/20,14647,14647,14647,14647,▼253,－1.69%,14849,15720,15617,16295,70,N/A
1990/06/19,14900,14900,14900,14900,0.0,0.00%,15001,15783,15646,16315,0,N/A
1990/06/18,14900,14900,14900,14900,0.0,0.00%,15102,15834,15669,16330,0,N/A
1990/06/16,15152,15152,14900,14900,0.0,0.00%,15304,15872,15693,16342,600,N/A
1990/06/15,14799,14900,14799,14900,▼505,－3.28%,15506,15910,15715,16353,30,N/A
1990/06/14,15152,15405,15102,15405,0.0,0.00%,15758,15935,15745,16364,610,N/A
1990/06/13,15405,15405,15405,15405,▼505,－3.17%,15910,15922,15767,16373,10,N/A
1990/06/12,15657,15910,15657,15910,0.0,0.00%,16011,15910,15788,16386,3410,N/A
1990/06/11,15657,15910,15657,15910,▼253,－1.56%,16081,15872,15795,16397,20,N/A
1990/06/09,15910,16162,15910,16162,0.0,0.00%,16172,15831,15805,16406,2680,N/A
1990/06/08,15455,16162,15455,16162,▲253,＋1.59%,16213,15778,15810,16410,80,N/A
1990/06/07,15657,15910,15657,15910,▼354,－2.17%,16294,15700,15818,16413,700,N/A
1990/06/05,16263,16263,16263,16263,▼101,－0.62%,16324,15660,15831,16419,2100,N/A
1990/06/04,16314,16364,16314,16364,0.0,0.00%,16253,15604,15842,16424,510,N/A
1990/06/02,16415,16566,16314,16364,▼202,－1.22%,16162,15546,15852,16430,1370,N/A
1990/06/01,16718,16718,15910,16566,▲505,＋3.14%,16061,15521,15862,16434,120,N/A
1990/05/31,15910,16061,15910,16061,▲152,＋0.95%,15930,15498,15870,16439,610,N/A
1990/05/30,15910,15910,15910,15910,0.0,0.00%,15900,15488,15885,16454,400,N/A
1990/05/29,15657,15910,15405,15910,▲51,＋0.32%,15849,15488,15902,16478,600,N/A
1990/05/28,15859,15859,15859,15859,▼51,－0.32%,15799,15488,15910,16501,0,N/A
1990/05/26,15910,15960,15910,15910,0.0,0.00%,15708,15463,15918,16523,250,N/A
1990/05/25,15152,16011,15152,15910,▲253,＋1.61%,15556,15410,15927,16539,2240,N/A
1990/05/24,15657,15657,15657,15657,0.0,0.00%,15405,15331,15937,16550,870,N/A
1990/05/23,15405,15657,15405,15657,▲253,＋1.64%,15304,15291,15956,16558,600,N/A
1990/05/22,15304,15405,15304,15405,▲253,＋1.67%,15193,15253,15980,16563,1730,N/A
1990/05/21,15152,15152,15152,15152,0.0,0.00%,15132,15228,16007,16567,20,N/A
1990/05/19,15152,15152,15152,15152,0.0,0.00%,15021,15241,16041,16571,0,N/A
1990/05/18,14900,15556,14900,15152,▲51,＋0.33%,15011,15253,16075,16576,930,N/A
1990/05/17,15253,15405,15102,15102,0.0,0.00%,15011,15294,16109,16579,1400,N/A
1990/05/16,14546,15102,14546,15102,▲505,＋3.46%,15031,15336,16148,16578,60,N/A
1990/05/15,14597,14597,14597,14597,▼505,－3.34%,15182,15379,16191,16572,0,N/A
1990/05/14,15102,15102,15102,15102,▼51,－0.33%,15485,15448,16234,16571,0,N/A
1990/05/12,15152,15152,15152,15152,▼51,－0.33%,15637,15501,16264,16570,1020,N/A
1990/05/11,15405,15405,15203,15203,▼657,－4.14%,15789,15544,16296,16570,120,N/A
1990/05/10,15859,15859,15859,15859,▼253,－1.57%,15930,15586,16329,16571,0,N/A
1990/05/09,16112,16112,16112,16112,▲253,＋1.59%,15829,15576,16351,16566,200,N/A
1990/05/08,15657,15859,15657,15859,▼51,－0.32%,15576,15571,16369,16561,590,N/A
1990/05/07,15910,15910,15910,15910,0.0,0.00%,15273,15584,16387,16558,320,N/A
1990/05/04,16011,16011,15506,15910,▲556,＋3.62%,15061,15597,16407,16551,530,N/A
1990/05/03,15051,15354,15051,15354,▲505,＋3.40%,14859,15622,16426,16549,120,N/A
1990/05/01,14445,14849,14445,14849,▲505,＋3.52%,14768,15667,16456,16551,30,N/A
1990/04/30,14344,14344,14344,14344,▼505,－3.40%,14879,15746,16495,16553,1750,N/A
1990/04/28,14647,14849,14647,14849,▼51,－0.34%,15092,15842,16543,16561,750,N/A
1990/04/27,14900,14900,14748,14900,0.0,0.00%,15314,15915,16577,16565,210,N/A
1990/04/26,15657,15657,14900,14900,▼505,－3.28%,15526,15983,16611,16570,240,N/A
1990/04/25,14950,15405,14950,15405,0.0,0.00%,15738,16071,16645,16572,630,N/A
1990/04/24,15859,15859,15304,15405,▼556,－3.48%,15849,16137,16673,16570,180,N/A
1990/04/23,15960,15960,15960,15960,0.0,0.00%,16001,16200,16707,16567,0,N/A
1990/04/21,15960,15960,15960,15960,0.0,0.00%,16011,16220,16722,16561,0,N/A
1990/04/20,15960,15960,15960,15960,0.0,0.00%,16031,16246,16741,16555,50,N/A
1990/04/19,15960,15960,15960,15960,▼202,－1.25%,15970,16271,16761,16552,0,N/A
1990/04/18,16162,16162,16162,16162,▲152,＋0.95%,15980,16306,16777,16550,30,N/A
1990/04/17,16011,16011,15960,16011,▼51,－0.31%,15970,16331,16791,16545,730,N/A
1990/04/16,15657,16061,15556,16061,▲404,＋2.58%,16001,16377,16810,16541,360,N/A
1990/04/14,15910,15910,15657,15657,▼354,－2.21%,16071,16425,16834,16539,320,N/A
1990/04/13,15910,16061,15910,16011,▼101,－0.63%,16193,16488,16868,16541,420,N/A
1990/04/12,16162,16162,16061,16112,▼51,－0.31%,16273,16541,16895,16541,2430,N/A
1990/04/11,16314,16314,16162,16162,▼253,－1.54%,16304,16584,16919,16539,240,N/A
1990/04/10,16314,16415,16162,16415,▲152,＋0.93%,16334,16622,16942,16536,310,N/A
1990/04/09,16162,16617,16162,16263,▼152,－0.92%,16304,16619,16959,16529,530,N/A
1990/04/07,16263,16415,16263,16415,▲152,＋0.93%,16384,16624,16974,16523,300,N/A
1990/04/06,16415,16415,16263,16263,▼51,－0.31%,16445,16624,16984,16515,1000,N/A
1990/04/04,16415,16415,16162,16314,▲51,＋0.31%,16526,16637,16991,16508,760,N/A
1990/04/03,16263,16516,16263,16263,▼404,－2.42%,16536,16662,16992,16502,430,N/A
1990/04/02,16667,16667,16667,16667,▼51,－0.30%,16576,16703,16991,16494,0,N/A
1990/03/31,16920,16920,16718,16718,▲51,＋0.30%,16536,16723,16983,16482,1600,N/A
1990/03/30,16415,16718,16364,16667,▲303,＋1.85%,16526,16746,16979,16469,7810,N/A
1990/03/29,16667,16667,16364,16364,▼101,－0.61%,16526,16771,16984,16456,6160,N/A
1990/03/28,16415,16920,16415,16465,0.0,0.00%,16637,16814,16998,16447,90,N/A
1990/03/27,16516,16566,16465,16465,▼202,－1.21%,16748,16862,17007,16440,260,N/A
1990/03/26,16415,16667,16415,16667,0.0,0.00%,16839,16922,17010,16433,160,N/A
1990/03/24,16667,16667,16667,16667,▼253,－1.49%,16920,16948,17008,16425,100,N/A
1990/03/23,16667,16920,16667,16920,▼101,－0.59%,16980,16960,17007,16417,40,N/A
1990/03/22,16667,17021,16465,17021,▲101,＋0.60%,16980,16968,17006,16406,2410,N/A
1990/03/21,16970,16970,16667,16920,▼152,－0.89%,16849,16975,17007,16395,60,N/A
