[일시]효성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1997/11/20,7523,7523,7190,7381,▼333,－4.32%,7704,7478,9106,10657,17740,N/A
1997/11/19,7190,7714,7190,7714,▲143,＋1.89%,7828,7452,9172,10693,7630,N/A
1997/11/18,7619,7619,7333,7571,▼286,－3.64%,7857,7438,9224,10730,11370,N/A
1997/11/17,7857,8000,7428,7857,▼143,－1.79%,7866,7447,9282,10768,12570,N/A
1997/11/15,7857,8095,7857,8000,0.0,0.00%,7809,7459,9342,10806,17660,N/A
1997/11/14,7523,8000,7523,8000,▲143,＋1.82%,7761,7481,9399,10845,37750,N/A
1997/11/13,7619,8047,7428,7857,▲238,＋3.13%,7638,7507,9443,10884,24220,N/A
1997/11/12,7476,7619,7381,7619,▲48,＋0.63%,7514,7528,9503,10923,4380,N/A
1997/11/11,7571,7714,7381,7571,▼190,－2.45%,7561,7597,9578,10965,15950,N/A
1997/11/10,7619,7952,7428,7761,▲381,＋5.16%,7619,7673,9652,11010,19900,N/A
1997/11/08,7000,7381,6666,7381,▲143,＋1.97%,7638,7745,9719,11052,14100,N/A
1997/11/07,8333,8333,7238,7238,▼619,－7.88%,7619,7842,9797,11096,37290,N/A
1997/11/06,7857,8333,7619,7857,0.0,0.00%,7542,7957,9883,11138,17150,N/A
1997/11/05,7857,8238,7761,7857,0.0,0.00%,7285,8064,9954,11176,46200,N/A
1997/11/04,7238,7857,7238,7857,▲571,＋7.84%,7047,8159,10024,11213,27120,N/A
1997/11/03,6762,7285,6428,7285,▲429,＋6.25%,6809,8254,10092,11247,28840,N/A
1997/11/01,6571,6904,6476,6857,▲286,＋4.35%,6723,8383,10172,11287,38040,N/A
1997/10/31,6190,6666,6142,6571,▼95,－1.43%,6838,8557,10261,11333,47190,N/A
1997/10/30,6666,6904,6476,6666,0.0,0.00%,7076,8771,10366,11377,5840,N/A
1997/10/29,6904,7190,6381,6666,▼190,－2.78%,7361,8942,10458,11419,14440,N/A
1997/10/28,7190,7190,6857,6857,▼571,－7.69%,7714,9130,10553,11462,21420,N/A
1997/10/27,7761,7761,7238,7428,▼333,－4.29%,8047,9311,10649,11503,8280,N/A
1997/10/25,8095,8095,7523,7761,▼333,－4.12%,8219,9445,10732,11541,3020,N/A
1997/10/24,8523,8523,8095,8095,▼333,－3.95%,8466,9597,10813,11577,27410,N/A
1997/10/23,8571,8857,8428,8428,▼95,－1.12%,8666,9733,10883,11616,21620,N/A
1997/10/22,8285,8666,8285,8523,▲238,＋2.87%,8819,9842,10949,11647,50640,N/A
1997/10/21,8523,9190,8285,8285,▼714,－7.94%,8980,9940,11013,11676,12570,N/A
1997/10/20,9095,9095,8380,8999,▼95,－1.05%,9228,10038,11081,11704,3910,N/A
1997/10/18,9333,9333,8809,9095,▼95,－1.04%,9428,10123,11137,11727,3610,N/A
1997/10/17,8809,9285,8809,9190,▼143,－1.53%,9561,10192,11186,11751,7870,N/A
1997/10/16,8809,9333,8809,9333,▼190,－2.00%,9676,10252,11239,11772,12690,N/A
1997/10/15,9761,9761,9523,9523,▼476,－4.76%,9780,10309,11293,11791,6890,N/A
1997/10/14,9857,9999,9571,9999,▲238,＋2.44%,9942,10376,11339,11809,6560,N/A
1997/10/13,9809,10190,9761,9761,0.0,0.00%,10114,10418,11377,11822,5980,N/A
1997/10/11,9857,9999,9666,9761,▼95,－0.97%,10180,10492,11418,11837,1190,N/A
1997/10/10,10237,10237,9761,9857,▼476,－4.61%,10314,10573,11460,11852,5410,N/A
1997/10/09,9999,10476,9999,10333,▼524,－4.82%,10437,10637,11494,11867,3430,N/A
1997/10/08,9428,10857,9428,10857,▲762,＋7.55%,10390,10652,11526,11874,5160,N/A
1997/10/07,10237,10237,10095,10095,▼333,－3.20%,10380,10645,11552,11874,2900,N/A
1997/10/06,10476,10476,10095,10428,▼48,－0.45%,10523,10676,11587,11883,1090,N/A
1997/10/04,10476,10476,10095,10476,▲381,＋3.77%,10561,10709,11620,11887,1310,N/A
1997/10/02,10761,10761,10095,10095,▼714,－6.61%,10561,10754,11656,11893,6660,N/A
1997/10/01,10952,10952,10523,10809,0.0,0.00%,10590,10790,11698,11904,1640,N/A
1997/09/30,10190,10809,10190,10809,▲190,＋1.79%,10571,10802,11728,11913,4860,N/A
1997/09/29,9999,10904,9999,10618,▲143,＋1.36%,10504,10833,11756,11921,4750,N/A
1997/09/27,10237,10714,10142,10476,▲238,＋2.33%,10457,10873,11787,11930,3250,N/A
1997/09/26,10237,10476,10237,10237,▼476,－4.44%,10457,10883,11820,11940,160,N/A
1997/09/25,10476,10714,10380,10714,▲238,＋2.27%,10580,10942,11857,11953,11830,N/A
1997/09/24,10476,10476,10476,10476,▲95,＋0.92%,10609,11014,11889,11960,100,N/A
1997/09/23,10476,10476,9999,10380,▼95,－0.91%,10761,11090,11925,11972,5200,N/A
1997/09/22,10476,10761,10476,10476,▼381,－3.51%,10961,11161,11962,11984,1830,N/A
1997/09/20,10476,10857,10237,10857,0.0,0.00%,11095,11240,12006,11992,6070,N/A
1997/09/19,10857,10857,10476,10857,▼381,－3.39%,11047,11316,12032,11997,18760,N/A
1997/09/18,10857,11237,10857,11237,▼143,－1.26%,11018,11380,12064,11998,2650,N/A
1997/09/13,11380,11380,11380,11380,▲238,＋2.14%,10914,11421,12089,11998,3000,N/A
1997/09/12,10618,11142,10618,11142,▲524,＋4.93%,10857,11449,12108,11997,29870,N/A
1997/09/11,10761,10761,10618,10618,▼95,－0.89%,10904,11495,12137,11997,5580,N/A
1997/09/10,10380,10857,10380,10714,0.0,0.00%,10942,11576,12158,11999,17220,N/A
1997/09/09,10809,10857,10523,10714,▼381,－3.43%,11009,11683,12178,12004,18840,N/A
1997/09/08,11380,11380,10857,11095,▼286,－2.51%,11152,11756,12198,12009,10150,N/A
1997/09/06,10857,11380,10857,11380,▲571,＋5.29%,11218,11821,12208,12010,21020,N/A
1997/09/05,11047,11047,10761,10809,▼238,－2.16%,11076,11883,12214,12009,4670,N/A
1997/09/04,10952,11095,10952,11047,▼381,－3.33%,11199,11961,12236,12011,28340,N/A
1997/09/03,10523,11428,10523,11428,0.0,0.00%,11418,12040,12255,12008,29110,N/A
1997/09/02,10666,11428,10618,11428,▲762,＋7.14%,11533,12083,12271,12002,52900,N/A
1997/09/01,10952,11190,10571,10666,▼762,－6.67%,11609,12130,12291,11997,12060,N/A
1997/08/30,11428,11428,11428,11428,▼714,－5.88%,11885,12216,12325,11999,13550,N/A
1997/08/29,11714,12142,11237,12142,▲143,＋1.19%,12075,12264,12344,11995,10840,N/A
1997/08/28,11666,12285,11666,11999,▲190,＋1.61%,12075,12275,12352,11980,4600,N/A
1997/08/27,11999,12047,11809,11809,▼238,－1.98%,12085,12275,12368,11967,5820,N/A
1997/08/26,11999,12333,11999,12047,▼333,－2.69%,12114,12304,12385,11950,2510,N/A
1997/08/25,11999,12380,11999,12380,▲238,＋1.96%,12114,12330,12395,11930,3050,N/A
1997/08/23,12047,12142,12047,12142,▲95,＋0.79%,12085,12325,12394,11912,1170,N/A
1997/08/22,12523,12523,11999,12047,▲95,＋0.80%,12228,12333,12398,11894,1040,N/A
1997/08/21,12047,12047,11952,11952,▼95,－0.79%,12256,12342,12402,11875,1030,N/A
1997/08/20,12237,12237,12047,12047,▼190,－1.56%,12342,12356,12402,11855,6650,N/A
1997/08/19,12618,12618,12237,12237,▼619,－4.81%,12456,12349,12402,11831,4080,N/A
1997/08/18,11952,12856,11952,12856,▲667,＋5.47%,12485,12352,12404,11805,3080,N/A
1997/08/16,12380,12380,12190,12190,▼190,－1.54%,12437,12328,12388,11773,670,N/A
1997/08/14,12523,12618,12380,12380,▼238,－1.89%,12456,12330,12380,11747,20700,N/A
1997/08/13,12380,12856,12237,12618,▲238,＋1.92%,12456,12330,12371,11723,35180,N/A
1997/08/12,12856,12856,12380,12380,▼238,－1.89%,12409,12330,12356,11695,5660,N/A
1997/08/11,12285,12856,12285,12618,▲333,＋2.71%,12409,12342,12351,11669,7480,N/A
1997/08/09,12285,12285,12285,12285,▼95,－0.77%,12361,12342,12341,11643,50,N/A
1997/08/08,12380,12475,12380,12380,0.0,0.00%,12304,12352,12350,11620,10480,N/A
1997/08/07,12380,12380,12237,12380,0.0,0.00%,12304,12356,12346,11599,7790,N/A
1997/08/06,12142,12380,12142,12380,0.0,0.00%,12342,12361,12338,11578,7110,N/A
1997/08/05,12190,12380,12095,12380,▲381,＋3.17%,12323,12366,12328,11557,19220,N/A
1997/08/04,12380,12380,11999,11999,▼381,－3.08%,12304,12378,12318,11535,2630,N/A
1997/08/02,12095,12380,12095,12380,▼190,－1.52%,12352,12409,12316,11518,3550,N/A
1997/08/01,12047,12571,12047,12571,▲286,＋2.33%,12323,12421,12304,11499,35000,N/A
1997/07/31,12523,12523,12095,12285,0.0,0.00%,12190,12447,12289,11479,1780,N/A
1997/07/30,11904,12333,11904,12285,▲48,＋0.39%,12190,12454,12279,11460,10480,N/A
1997/07/29,12571,12571,12047,12237,0.0,0.00%,12209,12478,12266,11443,5780,N/A
1997/07/28,11952,12285,11952,12237,▲333,＋2.80%,12209,12504,12255,11425,24800,N/A
1997/07/26,12571,12571,11904,11904,▼381,－3.10%,12237,12518,12244,11405,560,N/A
1997/07/25,12380,12380,12285,12285,▼95,－0.77%,12380,12566,12240,11388,3010,N/A
1997/07/24,12856,12856,12237,12380,▲143,＋1.17%,12447,12547,12221,11367,4610,N/A
1997/07/23,12618,12618,12142,12237,▼143,－1.15%,12495,12523,12197,11346,12240,N/A
1997/07/22,12380,13094,12333,12380,▼238,－1.89%,12542,12506,12178,11324,8390,N/A
1997/07/21,12380,12618,12380,12618,0.0,0.00%,12561,12473,12155,11301,5270,N/A
1997/07/19,12618,12618,12428,12618,0.0,0.00%,12533,12428,12131,11277,2040,N/A
1997/07/18,12380,12952,12380,12618,▲143,＋1.15%,12504,12404,12111,11257,8400,N/A
1997/07/16,12380,12475,12380,12475,0.0,0.00%,12504,12383,12098,11240,25450,N/A
1997/07/15,12380,12475,12237,12475,0.0,0.00%,12533,12378,12086,11227,7220,N/A
1997/07/14,12475,12475,12380,12475,0.0,0.00%,12561,12385,12073,11216,640,N/A
1997/07/12,12380,12475,12380,12475,▼143,－1.13%,12685,12397,12060,11205,300,N/A
1997/07/11,11904,12618,11904,12618,0.0,0.00%,12675,12402,12048,11188,13480,N/A
1997/07/10,12571,12618,12380,12618,0.0,0.00%,12704,12402,12031,11170,17870,N/A
1997/07/09,12856,12856,12618,12618,▼476,－3.64%,12733,12418,12018,11153,5060,N/A
1997/07/08,12523,13094,11999,13094,▲667,＋5.36%,12714,12430,12006,11135,9110,N/A
1997/07/07,12856,12952,12380,12428,▼333,－2.61%,12666,12406,11979,11112,6400,N/A
1997/07/05,12761,12856,12761,12761,0.0,0.00%,12561,12402,11962,11093,9100,N/A
1997/07/04,12618,12856,12618,12761,▲238,＋1.90%,12390,12383,11932,11069,8570,N/A
1997/07/03,13237,13237,12380,12523,▼333,－2.59%,12218,12359,11907,11044,23770,N/A
1997/07/02,11952,12856,11904,12856,▲952,＋8.00%,12056,12333,11885,11020,44010,N/A
1997/07/01,11904,12285,11809,11904,0.0,0.00%,11828,12292,11857,10991,8290,N/A
1997/06/30,11904,12190,11904,11904,0.0,0.00%,11875,12314,11841,10968,8090,N/A
1997/06/28,11714,11904,11618,11904,▲190,＋1.63%,11933,12314,11830,10945,5590,N/A
1997/06/27,11904,12095,11714,11714,0.0,0.00%,12028,12304,11821,10919,5550,N/A
1997/06/26,12380,12380,11714,11714,▼429,－3.53%,12209,12309,11813,10896,5960,N/A
1997/06/25,12761,12761,11761,12142,▼48,－0.39%,12409,12311,11804,10875,13060,N/A
1997/06/24,12380,12380,12142,12190,▼190,－1.54%,12495,12306,11786,10850,9760,N/A
1997/06/23,12380,12475,12237,12380,▼238,－1.89%,12580,12297,11761,10826,25130,N/A
1997/06/21,12142,12618,12142,12618,▼95,－0.75%,12694,12321,11733,10799,1950,N/A
1997/06/20,12571,12999,12237,12714,▲143,＋1.14%,12742,12297,11702,10768,16140,N/A
1997/06/19,12618,12618,12571,12571,▼48,－0.38%,12723,12256,11673,10737,15630,N/A
1997/06/18,12047,12952,12047,12618,▼333,－2.57%,12675,12216,11645,10708,9950,N/A
1997/06/17,12428,12999,12428,12952,▲95,＋0.74%,12628,12173,11608,10683,8190,N/A
1997/06/16,12856,12856,12380,12856,▲238,＋1.89%,12495,12121,11566,10652,5970,N/A
1997/06/14,12618,12618,12333,12618,▲286,＋2.32%,12323,12061,11516,10622,18310,N/A
1997/06/13,12618,12618,12142,12333,▼48,－0.38%,12209,12014,11465,10597,8510,N/A
1997/06/12,12142,12380,12142,12380,▲95,＋0.78%,12209,11980,11431,10572,7150,N/A
1997/06/11,11904,12285,11904,12285,▲286,＋2.38%,12114,11937,11390,10546,10510,N/A
1997/06/10,12095,12190,11999,11999,▼48,－0.40%,11999,11902,11348,10517,6230,N/A
1997/06/09,12380,12428,12047,12047,▼286,－2.32%,11961,11880,11307,10492,2580,N/A
1997/06/07,11904,12333,11904,12333,▲429,＋3.60%,11904,11861,11260,10462,7210,N/A
1997/06/05,11809,12047,11809,11904,▲190,＋1.63%,11847,11802,11206,10430,3770,N/A
1997/06/04,11809,11809,11666,11714,▼95,－0.81%,11866,11754,11158,10398,25840,N/A
1997/06/03,11904,11904,11523,11809,▲48,＋0.40%,12095,11723,11114,10373,15700,N/A
1997/06/02,12047,12047,11714,11761,▼286,－2.37%,12161,11683,11076,10349,1940,N/A
1997/05/31,11999,12047,11904,12047,▲48,＋0.40%,12190,11654,11033,10327,5880,N/A
1997/05/30,12380,12809,11999,11999,▼857,－6.67%,12133,11623,10987,10305,15500,N/A
1997/05/29,11999,12856,11809,12856,▲714,＋5.88%,12085,11616,10946,10288,28340,N/A
1997/05/28,11809,12380,11809,12142,▲238,＋2.00%,11895,11559,10891,10259,19900,N/A
1997/05/27,11761,11904,11571,11904,▲143,＋1.21%,11799,11537,10852,10235,14640,N/A
1997/05/26,11761,11904,11714,11761,0.0,0.00%,11752,11526,10818,10213,9230,N/A
1997/05/24,11904,11904,11714,11761,▼143,－1.20%,11733,11528,10787,10192,2560,N/A
1997/05/23,11904,11904,11666,11904,▲238,＋2.04%,11685,11518,10753,10172,21890,N/A
1997/05/22,11666,11904,11428,11666,0.0,0.00%,11618,11516,10720,10149,8210,N/A
1997/05/21,11666,11666,11428,11666,0.0,0.00%,11599,11526,10693,10125,11190,N/A
1997/05/20,11666,11666,11190,11666,▲143,＋1.24%,11599,11516,10670,10099,13200,N/A
1997/05/19,11571,11666,11476,11523,▼48,－0.41%,11495,11504,10642,10072,6680,N/A
1997/05/17,11428,11571,11428,11571,0.0,0.00%,11380,11476,10621,10051,900,N/A
1997/05/16,11333,11666,11333,11571,▼95,－0.82%,11285,11461,10595,10034,15860,N/A
1997/05/15,11666,11714,11190,11666,▲524,＋4.70%,11171,11442,10567,10019,36890,N/A
1997/05/13,10952,11142,10952,11142,▲190,＋1.74%,11076,11418,10536,10003,5060,N/A
1997/05/12,10761,10952,10761,10952,▼143,－1.29%,11133,11406,10514,9994,1980,N/A
1997/05/10,11095,11142,11095,11095,▲95,＋0.87%,11314,11423,10495,9986,1780,N/A
1997/05/09,11142,11428,10952,10999,▼190,－1.70%,11437,11435,10469,9977,4260,N/A
1997/05/08,11190,11428,11190,11190,▼238,－2.08%,11580,11447,10446,9968,31610,N/A
1997/05/07,11904,11904,11333,11428,▼429,－3.61%,11676,11447,10422,9958,7940,N/A
1997/05/06,11809,11904,11237,11856,▲143,＋1.22%,11752,11428,10403,9946,12190,N/A
1997/05/03,11428,11714,10999,11714,0.0,0.00%,11695,11371,10381,9932,7210,N/A
1997/05/02,11476,11761,11476,11714,▲48,＋0.41%,11723,11321,10368,9920,11540,N/A
1997/04/30,11904,11952,11571,11666,▼143,－1.21%,11752,11273,10358,9907,6310,N/A
1997/04/29,11714,11904,11523,11809,▲238,＋2.06%,11714,11237,10351,9897,37450,N/A
1997/04/28,11428,11856,11428,11571,▼286,－2.41%,11637,11192,10328,9888,3760,N/A
1997/04/26,11904,11904,11523,11856,0.0,0.00%,11514,11133,10309,9878,4490,N/A
1997/04/25,11476,11856,11380,11856,▲381,＋3.32%,11399,11061,10288,9867,36980,N/A
1997/04/24,11428,11571,11333,11476,▲48,＋0.42%,11266,10961,10264,9855,36030,N/A
1997/04/23,10952,11571,10952,11428,▲476,＋4.35%,11209,10866,10246,9845,19440,N/A
1997/04/22,10952,11095,10952,10952,▼333,－2.95%,11104,10809,10225,9838,21950,N/A
1997/04/21,11190,11285,11190,11285,▲95,＋0.85%,11171,10757,10207,9834,16860,N/A
1997/04/19,11190,11428,11190,11190,0.0,0.00%,11180,10680,10181,9828,6300,N/A
1997/04/18,10952,11714,10952,11190,▲286,＋2.62%,11190,10599,10156,9823,34840,N/A
1997/04/17,11285,11285,10904,10904,▼381,－3.38%,11190,10502,10125,9817,35610,N/A
1997/04/16,11237,11333,11190,11285,▼48,－0.42%,11218,10409,10095,9813,55400,N/A
1997/04/15,11285,11380,11237,11333,▲95,＋0.85%,11104,10297,10060,9807,42190,N/A
1997/04/14,11428,11428,11237,11237,▲48,＋0.43%,10980,10183,10017,9801,34660,N/A
1997/04/12,11047,11190,11047,11190,▲143,＋1.29%,10885,10097,9979,9798,39450,N/A
1997/04/11,10523,11047,10523,11047,▲333,＋3.11%,10837,9997,9946,9792,29370,N/A
1997/04/10,10714,10952,10476,10714,0.0,0.00%,10809,9911,9914,9787,9000,N/A
1997/04/09,10666,10714,10476,10714,▼48,－0.44%,10742,9852,9891,9787,36010,N/A
1997/04/08,10809,10857,10666,10761,▼190,－1.74%,10685,9792,9864,9787,27240,N/A
1997/04/07,10904,11190,10714,10952,▲48,＋0.44%,10504,9745,9834,9784,15870,N/A
1997/04/04,10523,10904,10476,10904,▲524,＋5.05%,10228,9690,9801,9779,30690,N/A
1997/04/03,10237,10714,9999,10380,▼48,－0.46%,10104,9640,9772,9774,37860,N/A
1997/04/02,9761,10428,9761,10428,▲571,＋5.80%,10009,9609,9758,9777,24360,N/A
1997/04/01,10285,10285,9761,9857,▲286,＋2.99%,9876,9583,9738,9780,51330,N/A
1997/03/31,10476,10476,9571,9571,▼714,－6.94%,9818,9592,9728,9783,27270,N/A
1997/03/29,10047,10285,9952,10285,▲381,＋3.85%,9752,9628,9729,9791,9760,N/A
1997/03/28,9761,9952,9761,9904,▲143,＋1.46%,9504,9614,9712,9793,50120,N/A
1997/03/27,9571,9952,9571,9761,▲190,＋1.99%,9333,9630,9702,9800,12780,N/A
1997/03/26,9238,9618,9190,9571,▲333,＋3.61%,9190,9642,9686,9810,10620,N/A
1997/03/25,8952,9476,8952,9238,▲190,＋2.11%,9180,9659,9677,9822,2960,N/A
1997/03/24,9142,9142,8809,9047,0.0,0.00%,9171,9688,9665,9838,4290,N/A
1997/03/22,8904,9190,8904,9047,0.0,0.00%,9228,9726,9653,9855,8510,N/A
1997/03/21,9047,9285,8952,9047,▼476,－5.00%,9323,9766,9638,9872,18730,N/A
1997/03/20,8904,9618,8904,9523,▲333,＋3.63%,9418,9790,9632,9892,23910,N/A
1997/03/19,9380,9380,9047,9190,▼143,－1.53%,9476,9795,9622,9907,11300,N/A
1997/03/18,9571,9571,9285,9333,▼190,－2.00%,9609,9823,9621,9925,27250,N/A
1997/03/17,9523,9666,9380,9523,0.0,0.00%,9723,9871,9622,9946,29960,N/A
1997/03/15,9761,9761,9523,9523,▼286,－2.91%,9771,9921,9630,9965,8370,N/A
1997/03/14,9857,9999,9809,9809,▼48,－0.48%,9847,9990,9626,9983,31450,N/A
1997/03/13,9761,9999,9761,9857,▼48,－0.48%,9895,10057,9618,10000,4930,N/A
1997/03/12,9666,9904,9666,9904,▲143,＋1.46%,9980,10126,9608,10016,4230,N/A
1997/03/11,9904,9904,9666,9761,▼143,－1.44%,9999,10152,9598,10032,11940,N/A
1997/03/10,10142,10142,9904,9904,▼143,－1.42%,10095,10185,9590,10049,9650,N/A
1997/03/08,10476,10476,10047,10047,▼238,－2.31%,10114,10221,9577,10060,9670,N/A
1997/03/07,10047,10476,10047,10285,▲286,＋2.86%,10085,10240,9557,10069,25510,N/A
1997/03/06,9904,10476,9904,9999,▼238,－2.33%,9990,10245,9527,10074,104310,N/A
1997/03/05,10142,10285,9952,10237,▲238,＋2.38%,9952,10252,9502,10085,14430,N/A
1997/03/04,9904,10142,9809,9999,▲95,＋0.96%,9876,10233,9482,10090,10820,N/A
1997/03/03,9904,10237,9904,9904,▲95,＋0.97%,9780,10221,9472,10097,5900,N/A
1997/02/28,9618,9857,9618,9809,0.0,0.00%,9723,10209,9471,10101,27310,N/A
1997/02/27,9857,9857,9666,9809,▼48,－0.48%,9714,10185,9471,10107,9210,N/A
1997/02/26,9714,9952,9714,9857,▲333,＋3.50%,9809,10152,9475,10112,25440,N/A
1997/02/25,10047,10047,9523,9523,▼95,－0.99%,9942,10116,9476,10113,20990,N/A
1997/02/24,9571,9952,9571,9618,▼143,－1.46%,10218,10078,9484,10114,25270,N/A
1997/02/22,10142,10142,9761,9761,▼524,－5.09%,10523,10045,9490,10117,19510,N/A
1997/02/21,10571,10809,10285,10285,▼238,－2.26%,10818,10018,9493,10118,57530,N/A
1997/02/20,10904,10904,10476,10523,▼381,－3.49%,10847,9961,9488,10117,16780,N/A
1997/02/19,11142,11142,10714,10904,▼238,－2.14%,10828,9902,9483,10115,20250,N/A
1997/02/18,11714,11856,10999,11142,▼95,－0.85%,10771,9809,9472,10109,187090,N/A
1997/02/17,10237,11237,10095,11237,▲809,＋7.76%,10628,9699,9457,10103,76540,N/A
1997/02/15,10428,10476,10047,10428,0.0,0.00%,10457,9588,9444,10097,6950,N/A
1997/02/14,9999,10618,9999,10428,▼190,－1.79%,10399,9523,9448,10099,21350,N/A
1997/02/13,10476,10952,10476,10618,▲190,＋1.83%,10285,9480,9448,10103,80720,N/A
1997/02/12,10380,10476,10237,10428,▲48,＋0.46%,10114,9409,9445,10105,22050,N/A
1997/02/11,10237,10428,10142,10380,▲238,＋2.35%,9961,9352,9445,10107,22320,N/A
1997/02/10,9523,10476,9523,10142,▲286,＋2.90%,9752,9314,9445,10111,9630,N/A
1997/02/06,9809,10237,9809,9857,▲95,＋0.98%,9552,9271,9450,10114,46020,N/A
1997/02/05,9666,10047,9523,9761,▲95,＋0.99%,9409,9242,9461,10120,30550,N/A
1997/02/04,9428,9809,9428,9666,▲333,＋3.57%,9209,9195,9475,10127,27800,N/A
1997/02/03,9285,9476,9190,9333,▲190,＋2.08%,9066,9164,9490,10139,16480,N/A
1997/02/01,9190,9238,9142,9142,0.0,0.00%,9047,9121,9509,10150,6960,N/A
1997/01/31,8809,9428,8809,9142,▲381,＋4.35%,9047,9083,9531,10163,19860,N/A
1997/01/30,8666,8952,8619,8761,▼190,－2.13%,9085,9030,9553,10178,35270,N/A
1997/01/29,9190,9285,8714,8952,▼286,－3.09%,9142,9028,9584,10194,7670,N/A
1997/01/28,9047,9238,8952,9238,▲95,＋1.04%,9142,9026,9617,10209,29680,N/A
1997/01/27,9285,9285,9047,9142,▼190,－2.04%,9095,9021,9638,10221,12010,N/A
1997/01/25,9333,9333,9333,9333,▲286,＋3.16%,9095,9035,9660,10233,860,N/A
1997/01/24,8904,9380,8857,9047,▲95,＋1.06%,9142,9069,9683,10244,14050,N/A
1997/01/23,9047,9095,8904,8952,▼48,－0.53%,9171,9080,9710,10258,28690,N/A
1997/01/22,9047,9095,8952,8999,▼143,－1.56%,9238,9097,9735,10274,11810,N/A
1997/01/21,9571,9571,9142,9142,▼429,－4.48%,9361,9111,9757,10289,31750,N/A
1997/01/20,9285,9809,9190,9571,▲381,＋4.15%,9390,9119,9776,10303,36150,N/A
1997/01/18,8952,9190,8952,9190,▼95,－1.03%,9333,9104,9795,10314,3020,N/A
1997/01/17,9618,9618,9285,9285,▼333,－3.47%,9257,9102,9822,10328,6210,N/A
1997/01/16,9285,9999,9285,9618,▲333,＋3.59%,9209,9078,9838,10340,37040,N/A
1997/01/15,9285,9285,9047,9285,0.0,0.00%,8980,9023,9853,10351,12420,N/A
1997/01/14,8714,9476,8476,9285,▲476,＋5.41%,8799,8983,9875,10368,17270,N/A
1997/01/13,8952,9047,8809,8809,▼238,－2.63%,8561,8971,9899,10384,7600,N/A
1997/01/11,8476,9047,8476,9047,▲571,＋6.74%,8542,9002,9934,10403,4080,N/A
1997/01/10,8380,8476,8333,8476,▲95,＋1.14%,8514,9040,9966,10422,5480,N/A
1997/01/09,8095,8380,8095,8380,▲286,＋3.53%,8647,9107,10011,10445,4670,N/A
1997/01/08,8380,8857,8047,8095,▼619,－7.10%,8857,9190,10057,10468,4650,N/A
1997/01/07,8714,8809,8714,8714,▼190,－2.14%,9238,9283,10107,10491,1540,N/A
1997/01/06,8904,8904,8809,8904,▼238,－2.60%,9352,9347,10152,10506,1560,N/A
1997/01/04,9285,9285,9142,9142,▼286,－3.03%,9428,9399,10192,10519,1560,N/A
1997/01/03,9523,9523,9142,9428,▼571,－5.71%,9457,9440,10230,10531,610,N/A
1996/12/27,8857,9999,8857,9999,▲714,＋7.69%,9428,9468,10269,10541,8530,N/A
1996/12/26,9285,9285,9047,9285,0.0,0.00%,9285,9478,10299,10550,19380,N/A
1996/12/24,9285,9285,9285,9285,0.0,0.00%,9257,9526,10340,10559,4760,N/A
1996/12/23,9047,9285,9047,9285,0.0,0.00%,9161,9573,10382,10567,1110,N/A
1996/12/21,9285,9285,9285,9285,0.0,0.00%,9009,9633,10423,10576,0,N/A
1996/12/20,8619,9285,8619,9285,▲143,＋1.56%,8847,9702,10465,10586,840,N/A
1996/12/19,9095,9190,8857,9142,▲333,＋3.78%,8799,9759,10508,10599,810,N/A
1996/12/18,8619,9047,8619,8809,▲286,＋3.35%,8857,9826,10542,10612,6610,N/A
1996/12/17,8761,8761,8380,8523,▲48,＋0.56%,9057,9907,10581,10627,7480,N/A
1996/12/16,9047,9095,8476,8476,▼571,－6.32%,9314,9997,10622,10644,14650,N/A
1996/12/14,9380,9380,9047,9047,▼381,－4.04%,9628,10097,10668,10660,3910,N/A
1996/12/13,9666,9952,9428,9428,▼381,－3.88%,9809,10168,10699,10670,9450,N/A
1996/12/12,9999,10047,9714,9809,0.0,0.00%,9923,10228,10722,10678,16590,N/A
1996/12/11,10142,10142,9809,9809,▼238,－2.37%,9952,10266,10731,10682,12820,N/A
1996/12/10,9952,10047,9857,10047,▲95,＋0.96%,9980,10299,10742,10685,12090,N/A
1996/12/09,9714,10047,9714,9952,▼48,－0.48%,9971,10321,10749,10686,16660,N/A
1996/12/07,9999,9999,9904,9999,▲48,＋0.48%,10018,10347,10749,10690,7130,N/A
1996/12/06,9952,10047,9904,9952,0.0,0.00%,10066,10378,10744,10696,6950,N/A
1996/12/05,9999,10095,9857,9952,▼48,－0.48%,10123,10426,10745,10704,9090,N/A
1996/12/04,9618,10047,9618,9999,▼190,－1.87%,10228,10452,10744,10710,11200,N/A
1996/12/03,10237,10237,9999,10190,▼48,－0.47%,10361,10476,10745,10716,1140,N/A
1996/12/02,9571,10476,9571,10237,0.0,0.00%,10409,10502,10747,10721,2430,N/A
1996/11/30,10428,10428,10237,10237,▼238,－2.27%,10457,10523,10745,10724,1450,N/A
1996/11/29,10571,10571,10476,10476,▼190,－1.79%,10495,10535,10749,10728,4200,N/A
1996/11/28,10428,10666,10285,10666,▲238,＋2.28%,10466,10526,10751,10726,11100,N/A
1996/11/27,10333,10476,10285,10428,▼48,－0.45%,10428,10507,10751,10724,13270,N/A
1996/11/26,10476,10571,10237,10476,▲48,＋0.46%,10437,10523,10757,10722,3650,N/A
