[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2003/10/23,6929,6995,6732,6740,▼328,－4.64%,6929,6581,6602,6391,3858133,24145856
2003/10/22,7440,7440,7039,7068,▼204,－2.81%,6907,6568,6591,6385,2718130,23624860
2003/10/21,6966,7367,6820,7272,▲343,＋4.95%,6818,6536,6577,6377,4497163,23360550
2003/10/20,6565,7017,6550,6929,▲292,＋4.40%,6759,6490,6558,6370,1745314,22508113
2003/10/17,6565,6813,6565,6638,▲7,＋0.11%,6732,6495,6543,6369,810453,22131583
2003/10/16,6623,6630,6360,6630,▲7,＋0.11%,6781,6535,6533,6368,1248811,22131970
2003/10/15,7010,7061,6616,6623,▼350,－5.02%,6770,6565,6528,6365,2281218,22212850
2003/10/14,6878,7192,6878,6973,▲175,＋2.58%,6718,6594,6523,6359,1314787,22337750
2003/10/13,6791,6995,6754,6798,▼80,－1.17%,6598,6599,6514,6348,902255,22116440
2003/10/10,6586,6966,6543,6878,▲299,＋4.55%,6514,6635,6510,6338,1629000,22031440
2003/10/09,6331,6586,6331,6579,▲219,＋3.44%,6378,6655,6506,6326,4534315,21718927
2003/10/08,6419,6565,6353,6360,▼15,－0.23%,6295,6698,6508,6318,1202784,21516027
2003/10/07,6404,6419,6317,6375,0.0,0.00%,6233,6756,6510,6311,687955,21301327
2003/10/06,6287,6375,6287,6375,▲175,＋2.82%,6197,6824,6514,6305,874268,21028357
2003/10/02,6258,6258,6076,6200,▲36,＋0.59%,6184,6906,6514,6297,1351899,20805557
2003/10/01,5923,6163,5879,6163,▲109,＋1.81%,6236,6946,6517,6288,1640844,20602257
2003/09/30,6236,6309,6054,6054,▼139,－2.24%,6298,6965,6528,6280,1187792,20581218
2003/09/29,6309,6382,6127,6193,▼117,－1.85%,6375,6980,6539,6270,1019361,20360158
2003/09/26,6346,6514,6309,6309,▼153,－2.37%,6406,6995,6549,6258,1146195,20404468
2003/09/25,6317,6477,6251,6462,▼7,－0.11%,6549,7010,6560,6245,1402305,20148878
2003/09/24,6448,6667,6346,6470,▲29,＋0.45%,6744,7019,6565,6233,2204124,20042997
2003/09/23,6302,6455,6214,6441,▲95,＋1.49%,6899,7038,6569,6222,2176147,19280527
2003/09/22,6966,7024,6295,6346,▼678,－9.66%,7050,7055,6568,6210,3286110,19436097
2003/09/19,7440,7476,7024,7024,▼416,－5.59%,7195,7066,6574,6197,2711990,19330695
2003/09/18,7272,7513,7250,7440,▲197,＋2.72%,7293,7041,6575,6177,2177680,19190975
2003/09/17,7287,7403,7185,7243,▲44,＋0.61%,7263,7000,6566,6154,2424483,19211059
2003/09/16,7024,7243,7024,7199,▲131,＋1.86%,7303,6944,6555,6132,1376007,18524346
2003/09/15,7403,7440,7061,7068,▼445,－5.92%,7365,6892,6532,6110,2238915,18542436
2003/09/09,7476,7622,7367,7513,▲219,＋3.00%,7498,6844,6512,6089,4251927,18608616
2003/09/08,7367,7513,7206,7294,▼146,－1.96%,7600,6764,6486,6064,3272625,18358596
2003/09/05,7367,7695,7279,7440,▼73,－0.97%,7542,6698,6464,6044,6344094,17846276
2003/09/04,7841,8096,7440,7513,▼219,－2.83%,7360,6628,6438,6026,3641567,17175951
2003/09/03,8242,8242,7549,7732,▼292,－3.64%,7129,6549,6411,6004,6225519,17123876
2003/09/02,7185,8023,7155,8023,▲1021,＋14.58%,6881,6463,6381,5979,17555844,16310502
2003/09/01,6893,7221,6783,7002,▲474,＋7.26%,6598,6364,6346,5955,6277148,12321992
2003/08/29,6382,6528,6360,6528,▲168,＋2.64%,6525,6318,6327,5939,930664,11559762
2003/08/28,6506,6594,6346,6360,▼131,－2.02%,6591,6290,6317,5927,1032478,11645952
2003/08/27,6608,6659,6390,6492,▼117,－1.77%,6674,6276,6313,5917,1003885,11662672
2003/08/26,6616,6856,6601,6608,▼29,－0.44%,6689,6262,6304,5906,1500609,11647871
2003/08/25,6856,6893,6616,6638,▼219,－3.19%,6673,6243,6294,5894,1337840,11556441
2003/08/22,6864,6966,6740,6856,▲80,＋1.18%,6670,6208,6284,5881,2780038,11629732
2003/08/21,6616,6820,6616,6776,▲212,＋3.22%,6524,6168,6267,5868,2458743,10358642
2003/08/20,6565,6696,6514,6565,▲36,＋0.56%,6400,6139,6253,5855,1510655,9971683
2003/08/19,6710,6732,6514,6528,▼95,－1.43%,6308,6117,6243,5844,1359874,9584133
2003/08/18,6222,6667,6200,6623,▲496,＋8.10%,6185,6093,6229,5835,2575913,9474063
2003/08/14,6105,6149,6018,6127,▼29,－0.47%,6057,6064,6214,5824,862337,9006553
2003/08/13,6163,6200,6069,6156,▲51,＋0.84%,6037,6075,6207,5819,774396,9004353
2003/08/12,5945,6156,5930,6105,▲190,＋3.21%,5993,6082,6200,5809,564240,9128343
2003/08/11,6018,6025,5857,5915,▼66,－1.10%,5974,6100,6196,5801,380299,9006253
2003/08/08,6025,6061,5966,5981,▼44,－0.73%,6002,6132,6197,5796,317560,9045863
2003/08/07,5945,6047,5945,6025,▲88,＋1.47%,6019,6164,6196,5790,368690,8990283
2003/08/06,5930,5996,5923,5937,▼73,－1.21%,6010,6198,6195,5784,370949,8855053
2003/08/05,6039,6112,5974,6010,▼44,－0.72%,6038,6225,6199,5779,479227,8846483
2003/08/04,5959,6120,5959,6054,▼15,－0.24%,6077,6256,6196,5773,546257,8949091
2003/08/01,5996,6069,5966,6069,▲88,＋1.46%,6114,6271,6195,5767,707696,8878311
2003/07/31,6032,6120,5966,5981,▼95,－1.56%,6085,6287,6192,5760,533065,9065001
2003/07/30,6207,6258,6061,6076,▼131,－2.12%,6101,6329,6191,5755,643608,9234551
2003/07/29,6200,6207,6105,6207,▼29,－0.47%,6124,6360,6190,5749,526243,9400881
2003/07/28,5966,6317,5966,6236,▲314,＋5.30%,6111,6389,6188,5742,1299250,9450881
2003/07/25,6061,6120,5894,5923,▼139,－2.29%,6070,6427,6182,5735,1071389,9253681
2003/07/24,6163,6171,6018,6061,▼131,－2.12%,6096,6468,6179,5728,671721,9591331
2003/07/23,6258,6324,6171,6193,▲51,＋0.83%,6153,6501,6178,5718,532006,9732331
2003/07/22,6010,6193,6010,6142,▲109,＋1.81%,6172,6511,6177,5707,718690,9716431
2003/07/21,5952,6222,5952,6032,▼22,－0.36%,6239,6538,6183,5697,837428,9474562
2003/07/18,6244,6295,6025,6054,▼292,－4.60%,6344,6591,6195,5689,1030333,9223982
2003/07/16,6338,6404,6295,6346,▲58,＋0.93%,6455,6635,6204,5680,796886,9374812
2003/07/15,6477,6586,6287,6287,▼190,－2.93%,6530,6646,6201,5669,1304331,9241122
2003/07/14,6601,6608,6477,6477,▼80,－1.22%,6566,6623,6196,5659,1383828,9324222
2003/07/11,6550,6601,6433,6557,▼51,－0.77%,6597,6591,6182,5648,1068659,9246022
2003/07/10,6616,6798,6579,6608,▼109,－1.63%,6554,6561,6165,5636,1604218,8813738
2003/07/09,6565,6725,6492,6718,▲248,＋3.83%,6512,6530,6147,5624,4256230,8689898
2003/07/08,6667,6703,6419,6470,▼160,－2.42%,6531,6487,6128,5611,1538064,8389828
2003/07/07,6441,6667,6331,6630,▲284,＋4.48%,6579,6458,6112,5600,2105544,8400218
2003/07/04,6397,6448,6214,6346,▼51,－0.80%,6608,6423,6096,5588,1556675,8237358
2003/07/03,6856,6915,6368,6397,▼416,－6.10%,6738,6403,6081,5578,3569744,8484978
2003/07/02,6783,6886,6674,6813,▲102,＋1.52%,6808,6378,6060,5568,1139783,9011778
2003/07/01,6740,6747,6623,6710,▼66,－0.97%,6791,6333,6031,5555,692746,8982458
2003/06/30,6922,6922,6754,6776,▼219,－3.13%,6725,6302,6002,5543,950792,8990222
2003/06/27,6856,7134,6827,6995,▲248,＋3.68%,6709,6261,5968,5532,1832965,9108732
2003/06/26,6667,6973,6630,6747,▲22,＋0.33%,6727,6213,5930,5519,1848061,8912532
2003/06/25,6419,6747,6419,6725,▲343,＋5.37%,6763,6176,5902,5507,1920765,8885042
2003/06/24,6492,6608,6309,6382,▼314,－4.68%,6731,6132,5874,5496,1595623,8832227
2003/06/23,7155,7185,6608,6696,▼387,－5.46%,6621,6110,5852,5489,1899424,9171594
2003/06/20,7039,7272,6929,7082,▲153,＋2.21%,6451,6074,5819,5482,4156140,9201324
2003/06/19,6638,7250,6608,6929,▲365,＋5.56%,6223,6004,5779,5472,8070560,8318784
2003/06/18,5915,6710,5886,6565,▲729,＋12.50%,6035,5942,5741,5463,7232955,7428634
2003/06/17,5952,5959,5799,5835,▼7,－0.12%,5894,5902,5710,5457,1247356,6135684
2003/06/16,5966,5974,5842,5842,▼102,－1.72%,5905,5894,5688,5457,710947,6250324
2003/06/13,6112,6112,5930,5945,▼44,－0.73%,5926,5896,5667,5456,1010769,6250324
2003/06/12,5908,6054,5835,5988,▲131,＋2.24%,5926,5899,5642,5455,1705537,6104704
2003/06/11,5894,5937,5857,5857,▼36,－0.62%,5904,5895,5625,5454,462144,6172854
2003/06/10,5901,5937,5857,5894,▼51,－0.86%,5915,5901,5614,5454,379242,6174384
2003/06/09,5872,5996,5872,5945,0.0,0.00%,5955,5914,5597,5454,485938,6172854
2003/06/05,5930,6025,5923,5945,▲66,＋1.12%,5959,5910,5577,5454,731752,6077364
2003/06/04,5945,5988,5835,5879,▼36,－0.62%,5975,5910,5563,5454,499132,5965349
2003/06/03,6025,6090,5908,5915,▼175,－2.87%,6003,5911,5550,5455,881271,6005119
2003/06/02,6054,6098,6018,6090,▲124,＋2.08%,5987,5911,5537,5456,593626,5832669
2003/05/30,5959,5966,5879,5966,▼58,－0.97%,5958,5907,5521,5456,400620,5819661
2003/05/29,6054,6120,5915,6025,▲7,＋0.12%,5961,5915,5508,5457,534786,5802271
2003/05/28,5937,6069,5937,6018,▲182,＋3.12%,5891,5905,5493,5457,814999,5802271
2003/05/27,5945,5981,5828,5835,▼109,－1.84%,5825,5894,5478,5459,421648,5801941
2003/05/26,5981,6098,5945,5945,▼36,－0.61%,5810,5902,5468,5460,679757,5786621
2003/05/23,5770,5981,5762,5981,▲306,＋5.40%,5759,5910,5457,5470,659840,5786621
2003/05/22,5660,5937,5609,5675,▼15,－0.26%,5737,5936,5445,5474,628721,5794707
2003/05/21,5711,5755,5660,5689,▼73,－1.27%,5806,5991,5441,5480,428595,5704247
2003/05/20,5580,5762,5514,5762,▲73,＋1.28%,5848,6035,5435,5479,8486771,5778607
2003/05/19,5762,5777,5638,5689,▼182,－3.11%,5892,6056,5430,5477,531276,5761257
2003/05/16,5988,6039,5835,5872,▼146,－2.42%,5984,6070,5418,5474,554244,5716117
2003/05/15,5915,6032,5879,6018,▲117,＋1.98%,5983,6058,5406,5468,550691,5732117
2003/05/14,5908,6003,5864,5901,▼80,－1.34%,5966,6034,5394,5461,483775,5694347
2003/05/13,6229,6229,5981,5981,▼168,－2.73%,5969,6016,5383,5456,753738,5694354
2003/05/12,5981,6266,5959,6149,▲284,＋4.85%,5955,5996,5373,5448,1302123,5694346
2003/05/09,5879,5901,5806,5864,▼73,－1.23%,5929,5964,5360,5439,817966,5694776
2003/05/07,5945,5981,5872,5937,▲22,＋0.37%,5981,5955,5350,5433,753148,6098376
2003/05/06,6018,6069,5894,5915,▲7,＋0.12%,5958,5930,5339,5427,674998,6101769
2003/05/02,6025,6163,5733,5908,▼109,－1.82%,5934,5890,5329,5421,906418,6268363
2003/04/30,6054,6251,5981,6018,▼109,－1.79%,5949,5850,5319,5416,633526,6471584
2003/04/29,5988,6156,5937,6127,▲306,＋5.26%,5969,5797,5309,5411,829610,6546454
2003/04/28,5616,5981,5616,5821,▲22,＋0.38%,6042,5726,5296,5405,755659,6622704
2003/04/25,5842,5872,5624,5799,▼182,－3.05%,6235,5672,5288,5402,1136746,6655087
2003/04/24,6076,6163,5930,5981,▼139,－2.26%,6388,5636,5276,5397,975655,6640687
2003/04/23,6521,6565,6069,6120,▼372,－5.73%,6429,5590,5257,5392,1282679,6728187
2003/04/22,6710,6783,6309,6492,▼292,－4.30%,6400,5536,5238,5386,1512039,6817909
2003/04/21,6565,6856,6565,6783,▲219,＋3.33%,6226,5448,5212,5378,1505934,6831849
2003/04/18,6236,6747,6171,6565,▲379,＋6.13%,5978,5341,5183,5369,2182246,6333929
2003/04/17,5872,6214,5850,6185,▲212,＋3.54%,5774,5247,5156,5361,1360709,6685089
2003/04/16,5689,6054,5667,5974,▲350,＋6.23%,5650,5171,5137,5357,2389642,6677569
2003/04/15,5667,5667,5478,5624,▲80,＋1.45%,5557,5099,5123,5352,1345481,6919727
2003/04/14,5565,5660,5456,5543,0.0,0.00%,5570,5046,5115,5348,997527,7093217
2003/04/11,5573,5755,5507,5543,▼22,－0.39%,5551,4993,5108,5346,1365393,7103477
2003/04/10,5485,5718,5434,5565,▲58,＋1.06%,5463,4963,5101,5346,987175,7275447
2003/04/09,5624,5682,5492,5507,▼182,－3.21%,5373,4944,5094,5341,1121656,7157910
2003/04/08,5361,5799,5361,5689,▲241,＋4.42%,5263,4912,5088,5334,1550638,7185920
2003/04/07,5325,5536,5274,5449,▲343,＋6.71%,5066,4867,5080,5327,1366780,7198610
2003/04/04,5033,5106,4931,5106,▼7,－0.14%,4925,4849,5075,5321,490729,7424010
2003/04/03,5033,5135,4996,5113,▲153,＋3.09%,4918,4849,5076,5316,437194,7599301
2003/04/02,4748,4960,4683,4960,▲255,＋5.43%,4909,4848,5079,5312,444415,7597951
2003/04/01,4610,4770,4610,4705,▼36,－0.77%,4923,4857,5084,5311,402924,9097085
2003/03/31,4931,5055,4741,4741,▼328,－6.47%,4931,4881,5096,5315,507427,9196802
2003/03/28,5069,5106,4916,5069,0.0,0.00%,4910,4903,5108,5319,484340,9404942
2003/03/27,5033,5208,5033,5069,▲36,＋0.72%,4833,4904,5112,5322,750147,9397392
2003/03/26,4821,5069,4821,5033,▲292,＋6.15%,4753,4914,5117,5327,1449863,9461678
2003/03/25,4449,4756,4449,4741,▲102,＋2.20%,4654,4925,5126,5332,1071239,9424132
2003/03/24,4814,4814,4639,4639,▼44,－0.93%,4617,4952,5145,5338,1582975,9284232
2003/03/21,4683,4741,4646,4683,▲15,＋0.31%,4588,4991,5165,5346,1669615,9259012
2003/03/20,4610,4705,4559,4668,▲131,＋2.89%,4639,5023,5184,5353,1144321,9156695
2003/03/19,4522,4617,4500,4537,▼22,－0.48%,4741,5063,5204,5360,750070,9256695
2003/03/18,4727,4843,4537,4559,▲66,＋1.46%,4808,5084,5226,5370,556999,9090455
2003/03/17,4938,4938,4493,4493,▼445,－9.01%,4852,5114,5246,5381,276102,9193957
2003/03/14,5033,5084,4938,4938,▼241,－4.65%,4975,5154,5268,5394,447245,9229959
2003/03/13,4843,5179,4464,5179,▲306,＋6.29%,5005,5170,5283,5404,600499,9386379
2003/03/12,4683,4953,4683,4872,▲95,＋1.98%,4991,5181,5295,5413,322006,9514060
2003/03/11,4340,4887,4340,4778,▼328,－6.43%,5045,5203,5311,5422,382890,9566142
2003/03/10,4967,5128,4967,5106,▲15,＋0.29%,5125,5227,5330,5431,202920,2328227
2003/03/07,4931,5106,4923,5091,▼15,－0.29%,5139,5238,5344,5438,201540,2450533
2003/03/06,5208,5208,5062,5106,▼36,－0.71%,5139,5248,5360,5442,226530,2548023
2003/03/05,5252,5252,5055,5142,▼36,－0.70%,5170,5259,5376,5444,207220,2674013
2003/03/04,5186,5215,5106,5179,0.0,0.00%,5192,5272,5391,5447,136920,2722373
2003/03/03,5179,5230,5113,5179,▲88,＋1.72%,5214,5280,5407,5454,127590,2716063
2003/02/28,5288,5317,5084,5091,▼168,－3.19%,5262,5287,5422,5462,244147,2772133
2003/02/27,5456,5456,5215,5259,▲7,＋0.14%,5309,5288,5439,5472,183269,10057206
2003/02/26,5259,5347,5252,5252,▼36,－0.69%,5351,5268,5453,5481,130718,11047241
2003/02/25,5383,5383,5274,5288,▼131,－2.42%,5293,5254,5484,5490,137343,11061469
2003/02/24,5325,5471,5325,5419,▲95,＋1.78%,5265,5236,5503,5499,205380,11109046
2003/02/21,5471,5507,5266,5325,▼146,－2.67%,5239,5217,5518,5509,171232,11154526
2003/02/20,4960,5667,4960,5471,▲511,＋10.29%,5228,5200,5523,5522,716196,11159906
2003/02/19,5201,5215,4960,4960,▼190,－3.68%,5212,5177,5524,5534,299452,11059806
2003/02/18,5288,5325,5084,5150,▼139,－2.62%,5282,5184,5529,5551,186041,11189578
2003/02/17,5325,5405,5274,5288,▲15,＋0.28%,5306,5184,5531,5568,275671,11270990
2003/02/14,5332,5383,5274,5274,▼117,－2.17%,5313,5177,5529,5584,154836,11402710
2003/02/13,5310,5427,5252,5390,▲80,＋1.51%,5316,5170,5528,5601,134645,11411658
2003/02/12,5303,5317,5215,5310,▲44,＋0.83%,5303,5158,5523,5616,45071,11411658
2003/02/11,5325,5383,5179,5266,▼58,－1.10%,5320,5150,5519,5631,83584,11412778
2003/02/10,5259,5383,5259,5325,▲36,＋0.69%,5335,5147,5517,5649,1193414,11403628
2003/02/07,5288,5361,5215,5288,▼36,－0.68%,5336,5138,5514,5678,1732067,11402321
2003/02/06,5339,5434,5288,5325,▼73,－1.35%,5298,5130,5514,5707,71050,11401261
2003/02/05,5252,5419,5252,5398,▲58,＋1.09%,5206,5131,5514,5735,148952,11388570
2003/02/04,5332,5361,5179,5339,▲7,＋0.14%,5119,5124,5514,5763,139910,11306058
2003/02/03,5099,5368,5069,5332,▲233,＋4.58%,5040,5128,5513,5791,237048,11239668
2003/01/30,4909,5099,4909,5099,▲233,＋4.80%,4979,5134,5515,5820,83566,11201628
2003/01/29,4931,4960,4865,4865,▼95,－1.91%,4956,5144,5518,5850,117632,11178818
2003/01/28,4887,4989,4887,4960,▲15,＋0.29%,4988,5170,5527,5883,65017,11120798
2003/01/27,4778,4982,4778,4945,▼80,－1.60%,5015,5201,5533,5914,152835,11093298
2003/01/24,5018,5069,4967,5026,▲44,＋0.88%,5055,5247,5544,5946,208890,11074668
2003/01/23,4953,5026,4931,4982,▼44,－0.87%,5078,5288,5556,5977,308233,10980360
2003/01/22,5047,5091,4931,5026,▼73,－1.43%,5110,5330,5566,6009,258164,11047260
2003/01/21,5201,5201,5055,5099,▼44,－0.85%,5135,5372,5576,6040,103024,11067300
2003/01/20,5106,5171,5084,5142,0.0,0.00%,5144,5409,5581,6069,111070,11071600
2003/01/17,5106,5179,5106,5142,0.0,0.00%,5160,5441,5581,6098,152460,11048300
2003/01/16,5135,5164,5084,5142,▼7,－0.14%,5160,5473,5584,6127,175814,10998440
2003/01/15,5179,5244,5135,5150,▲7,＋0.14%,5155,5509,5591,6159,268848,10949530
2003/01/14,5157,5230,5135,5142,▼80,－1.54%,5193,5546,5587,6186,203487,10913540
2003/01/13,5055,5252,5040,5223,▲80,＋1.56%,5217,5580,5580,6217,278494,10927272
2003/01/10,5215,5361,5077,5142,▲22,＋0.43%,5259,5616,5574,6248,235360,10931962
2003/01/09,5259,5325,5120,5120,▼219,－4.10%,5320,5656,5567,6280,193423,10953532
2003/01/08,5259,5368,5259,5339,▲80,＋1.53%,5355,5702,5557,6312,183760,10957262
2003/01/07,5543,5580,5259,5259,▼175,－3.22%,5364,5739,5544,6343,348567,10970132
2003/01/06,5522,5522,5398,5434,▼15,－0.27%,5428,5778,5538,6372,243905,10935974
2003/01/03,5383,5507,5368,5449,▲153,＋2.89%,5516,5813,5534,6401,298150,10904041
2003/01/02,5259,5398,5259,5295,▼88,－1.63%,5593,5843,5529,6429,129162,10872461
2002/12/30,5398,5536,5135,5383,▼197,－3.53%,5701,5886,5533,6456,185779,10880611
2002/12/27,5616,5813,5558,5580,▼292,－4.97%,5794,5919,5536,6485,217150,10872461
2002/12/26,5806,5886,5806,5872,▲36,＋0.62%,5845,5996,5537,6510,528234,10884919
2002/12/24,5791,5857,5777,5835,0.0,0.00%,5829,6025,5530,6533,435250,10710259
2002/12/23,5850,5864,5784,5835,▼15,－0.25%,5821,6050,5527,6556,480100,10681349
2002/12/20,5835,5857,5828,5850,▲15,＋0.25%,5825,6038,5522,6577,241860,10480949
2002/12/18,5813,5864,5784,5835,▲44,＋0.76%,5831,6024,5517,6597,321741,10499139
2002/12/17,5835,5857,5784,5791,0.0,0.00%,5831,5996,5515,6611,256998,10517929
2002/12/16,5784,5835,5784,5791,▼66,－1.12%,5860,5967,5516,6636,250050,10498259
2002/12/13,5872,5879,5821,5857,▼22,－0.37%,5891,5937,5521,6662,335256,10484507
2002/12/12,5821,5908,5821,5879,▲44,＋0.75%,5926,5905,5525,6687,394506,10443067
2002/12/11,5937,5945,5813,5835,▼102,－1.72%,5965,5866,5531,6712,1009780,10408047
2002/12/10,5901,5981,5886,5937,▼7,－0.12%,6009,5827,5532,6733,413806,10737707
2002/12/09,6032,6047,5937,5945,▼88,－1.45%,6047,5788,5532,6756,747705,10898927
2002/12/06,6127,6127,6018,6032,▼44,－0.72%,6067,5748,5533,6778,407631,11124337
2002/12/05,5988,6149,5988,6076,▲22,＋0.36%,6093,5709,5523,6802,390616,11115537
2002/12/04,6047,6134,6032,6054,▼73,－1.19%,6088,5671,5512,6824,495727,11113607
2002/12/03,6003,6258,6003,6127,▲80,＋1.33%,6299,5639,5503,6844,639937,11080284
2002/12/02,6200,6207,6010,6047,▼117,－1.89%,6363,5599,5500,6862,843485,11072023
2002/11/29,5872,6419,5864,6163,▲117,＋1.93%,6423,5569,5503,6879,3046232,11072023
2002/11/28,7367,7513,6047,6047,▼1065,－14.97%,6308,5524,5504,6898,1946446,11077317
2002/11/27,6353,7250,6309,7112,▲664,＋10.29%,6214,5491,5510,6918,1379650,11231497
2002/11/26,6368,6565,6200,6448,▲102,＋1.61%,5844,5403,5497,6927,1059386,11240137
2002/11/25,5726,6411,5697,6346,▲759,＋13.58%,5599,5361,5496,6942,1304305,11139717
2002/11/22,5872,5872,5580,5587,▲7,＋0.13%,5367,5329,5500,6958,480758,11131566
2002/11/21,5354,5857,5347,5580,▲321,＋6.10%,5293,5331,5521,6982,1469588,11082016
2002/11/20,5223,5274,5164,5259,▲36,＋0.70%,5198,5333,5544,7010,215545,11046396
2002/11/19,5157,5252,5120,5223,▲36,＋0.70%,5155,5338,5573,7042,174359,11029196
2002/11/18,5223,5310,5186,5186,▼29,－0.56%,5144,5336,5604,7075,237417,11006966
2002/11/15,5208,5274,5164,5215,▲109,＋2.14%,5135,5342,5638,7107,371539,10989316
2002/11/14,5047,5135,5047,5106,▲58,＋1.16%,5142,5359,5674,7141,239852,10996606
2002/11/13,5150,5157,5033,5047,▼117,－2.26%,5186,5349,5709,7174,281335,10926186
2002/11/12,4996,5164,4960,5164,▲22,＋0.43%,5256,5333,5743,7210,214668,10889926
2002/11/11,5179,5244,5106,5142,▼109,－2.08%,5290,5317,5781,7248,221074,10883176
2002/11/08,5252,5274,5208,5252,▼73,－1.37%,5352,5297,5841,7282,183828,10842936
2002/11/07,5412,5412,5317,5325,▼73,－1.35%,5352,5260,5900,7313,221088,10794536
2002/11/06,5398,5463,5383,5398,▲66,＋1.23%,5367,5223,5957,7345,255503,10792936
2002/11/05,5405,5456,5325,5332,▼124,－2.27%,5358,5197,6013,7375,193106,10803256
2002/11/04,5325,5507,5317,5456,▲204,＋3.89%,5412,5189,6070,7406,304400,10803256
2002/11/01,5259,5398,5252,5252,▼146,－2.70%,5463,5176,6125,7435,236877,10803256
2002/10/31,5405,5449,5230,5398,▲44,＋0.82%,5536,5189,6183,7463,373285,10789256
2002/10/30,5602,5667,5339,5354,▼248,－4.43%,5580,5198,6239,7486,304297,10759736
2002/10/29,5689,5689,5602,5602,▼109,－1.92%,5584,5211,6295,7504,334137,10759736
2002/10/28,5755,5821,5660,5711,▲95,＋1.69%,5500,5204,6348,7521,473913,10760496
2002/10/25,5602,5791,5471,5616,0.0,0.00%,5419,5201,6399,7537,396106,10762096
2002/10/24,5398,5835,5281,5616,▲241,＋4.48%,5406,5197,6451,7554,904961,10753836
2002/10/23,5142,5405,5142,5376,▲197,＋3.80%,5262,5193,6503,7571,520042,10753836
2002/10/22,5398,5441,5062,5179,▼131,－2.47%,5135,5210,6557,7591,522470,10753796
2002/10/21,5551,5551,5295,5310,▼241,－4.34%,5065,5246,6615,7607,557321,10753796
2002/10/18,5047,5594,5047,5551,▲656,＋13.41%,4954,5284,6670,7631,1658032,10753296
2002/10/17,4705,4894,4617,4894,▲153,＋3.23%,4747,5310,6726,7659,880375,10671846
2002/10/16,4902,4938,4741,4741,▼88,－1.81%,4683,5378,6786,7694,792277,10860656
2002/10/15,4741,4909,4690,4829,▲73,＋1.53%,4712,5437,6853,7740,519417,10996402
2002/10/14,4610,4814,4595,4756,▲241,＋5.33%,4779,5491,6922,7777,592043,10958092
2002/10/11,4683,4727,4449,4515,▼58,－1.28%,4868,5553,6992,7810,485769,10991152
2002/10/10,4748,4836,4573,4573,▼314,－6.42%,5066,5601,7066,7844,424643,10942312
2002/10/09,5179,5215,4829,4887,▼277,－5.37%,5268,5642,7141,7880,461080,10923382
2002/10/08,5106,5223,5047,5164,▼36,－0.70%,5412,5672,7206,7913,419242,10923382
2002/10/07,5463,5471,5201,5201,▼306,－5.56%,5473,5713,7269,7944,2489590,10925652
2002/10/04,5478,5602,5478,5507,▼73,－1.31%,5561,5764,7329,7973,188339,10970382
2002/10/02,5726,5740,5580,5580,▼29,－0.52%,5568,5799,7380,8006,223463,10968412
2002/10/01,5339,5609,5339,5609,▲139,＋2.53%,5561,5841,7433,8043,263937,10950612
2002/09/30,5398,5478,5361,5471,▼168,－2.98%,5583,5875,7482,8086,270300,10942622
2002/09/27,5587,5675,5500,5638,▲95,＋1.71%,5666,5923,7535,8132,344902,10897032
2002/09/26,5689,5784,5543,5543,0.0,0.00%,5752,5971,7584,8171,362770,10848018
2002/09/25,5616,5682,5325,5543,▼175,－3.06%,5860,6035,7631,8210,473866,10818018
2002/09/24,5638,5813,5638,5718,▼168,－2.85%,5999,6105,7677,8249,250715,10685298
2002/09/23,5996,6018,5842,5886,▼182,－3.00%,6039,6170,7708,8289,312174,10644198
2002/09/19,6032,6163,5930,6069,▼15,－0.24%,6044,6231,7756,8327,435327,10582698
2002/09/18,6010,6236,5996,6083,▼153,－2.46%,6031,6289,7803,8359,553415,10483248
2002/09/17,6018,6236,5952,6236,▲314,＋5.30%,5908,6353,7850,8396,798875,10489517
2002/09/16,5981,6083,5872,5923,▲15,＋0.25%,5742,6402,7892,8430,465157,10433377
2002/09/13,5835,5945,5770,5908,▼95,－1.58%,5654,6459,7934,8468,693970,10430827
2002/09/12,5565,6076,5441,6003,▲532,＋9.73%,5669,6536,7981,8513,1858146,10385227
2002/09/11,5441,5587,5368,5471,▲66,＋1.21%,5714,6673,8024,8555,1026709,10333068
2002/09/10,5543,5616,5339,5405,▼80,－1.46%,5861,6837,8081,8602,783854,10332968
2002/09/09,5945,5981,5485,5485,▼496,－8.29%,6064,7005,8136,8649,830063,10320228
2002/09/06,6127,6193,5901,5981,▼248,－3.98%,6225,7168,8185,8689,715571,10332818
2002/09/05,6266,6368,6229,6229,▲22,＋0.35%,6312,7307,8225,8719,452883,10243518
2002/09/04,6273,6368,6193,6207,▼212,－3.30%,6385,7433,8255,8743,513100,10247058
2002/09/03,6287,6535,6287,6419,▲131,＋2.09%,6509,7560,8293,8768,1033078,10209844
2002/09/02,6397,6455,6134,6287,▼131,－2.05%,6617,7677,8327,8783,1160879,10072954
2002/08/30,6638,6638,6353,6419,▼175,－2.65%,6762,7800,8358,8797,1199093,10030134
2002/08/29,6805,6820,6557,6594,▼233,－3.42%,6900,7917,8389,8806,889645,10030289
2002/08/28,6951,7002,6820,6827,▼131,－1.89%,7024,8025,8415,8813,726511,10062713
