[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1991/12/10,15992,16659,15992,16659,▲666,＋4.17%,16326,17075,18178,19134,52480,N/A
1991/12/09,16214,16214,15770,15992,0.0,0.00%,16303,17131,18236,19159,50990,N/A
1991/12/07,16659,16770,15992,15992,▼666,－4.00%,16481,17214,18295,19188,30780,N/A
1991/12/06,16326,16881,16326,16659,▲333,＋2.04%,16703,17314,18351,19215,59490,N/A
1991/12/05,16437,16659,16214,16326,▼222,－1.34%,16792,17381,18395,19236,54890,N/A
1991/12/04,16881,16881,16548,16548,▼333,－1.97%,16947,17458,18447,19261,52570,N/A
1991/12/03,17103,17103,16770,16881,▼222,－1.30%,17103,17531,18497,19283,48410,N/A
1991/12/02,17103,17436,16992,17103,0.0,0.00%,17147,17586,18545,19298,62800,N/A
1991/11/30,17214,17214,16992,17103,0.0,0.00%,17170,17642,18587,19310,38520,N/A
1991/11/29,17325,17436,16992,17103,▼222,－1.28%,17258,17703,18630,19322,53260,N/A
1991/11/28,17103,17547,17103,17325,▲222,＋1.30%,17392,17764,18671,19331,84160,N/A
1991/11/27,17214,17325,16992,17103,▼111,－0.65%,17436,17792,18710,19338,39340,N/A
1991/11/26,17436,17547,17214,17214,▼333,－1.90%,17569,17825,18756,19344,36870,N/A
1991/11/25,17103,17769,17103,17547,▼222,－1.25%,17680,17869,18793,19353,33410,N/A
1991/11/23,17547,17769,17325,17769,▲222,＋1.27%,17680,17891,18828,19357,27050,N/A
1991/11/22,17547,17769,17547,17547,▼222,－1.25%,17636,17930,18865,19362,18100,N/A
1991/11/21,17769,17991,17658,17769,0.0,0.00%,17680,18003,18902,19364,44000,N/A
1991/11/20,17547,17769,17325,17769,▲222,＋1.27%,17658,18019,18939,19363,48080,N/A
1991/11/19,17547,17769,17325,17547,0.0,0.00%,17703,18036,18969,19361,19920,N/A
1991/11/18,17769,17769,17436,17547,▼222,－1.25%,17792,18075,18997,19359,21130,N/A
1991/11/16,17769,17769,17547,17769,▲111,＋0.63%,17858,18130,19024,19359,25750,N/A
1991/11/15,17991,18102,17658,17658,▼333,－1.85%,17903,18191,19052,19358,39780,N/A
1991/11/14,17991,18214,17991,17991,0.0,0.00%,17969,18258,19078,19356,52350,N/A
1991/11/13,17769,18102,17769,17991,▲111,＋0.62%,18014,18308,19100,19350,28300,N/A
1991/11/12,17991,18102,17769,17880,▼111,－0.62%,18080,18380,19122,19346,27200,N/A
1991/11/11,17991,18214,17991,17991,0.0,0.00%,18169,18441,19148,19345,30960,N/A
1991/11/09,18214,18325,17991,17991,▼222,－1.22%,18147,18480,19172,19345,26260,N/A
1991/11/08,18214,18547,18214,18214,▼111,－0.61%,18102,18525,19202,19346,33210,N/A
1991/11/07,18325,18325,18102,18325,0.0,0.00%,18080,18558,19228,19346,30450,N/A
1991/11/06,17880,18436,17880,18325,▲444,＋2.48%,18014,18602,19259,19344,52670,N/A
1991/11/05,17769,18214,17769,17880,▲111,＋0.63%,18058,18652,19289,19340,34270,N/A
1991/11/04,18102,18214,17769,17769,▼333,－1.84%,18280,18713,19328,19340,30390,N/A
1991/11/02,17991,18102,17769,18102,▲111,＋0.62%,18347,18791,19369,19341,42130,N/A
1991/11/01,18547,18769,17991,17991,▼555,－2.99%,18347,18858,19389,19339,36740,N/A
1991/10/31,19102,19213,18325,18547,▼444,－2.34%,18413,18935,19411,19338,50750,N/A
1991/10/30,18102,18991,18102,18991,▲888,＋4.91%,18436,18985,19422,19333,139680,N/A
1991/10/29,18102,18214,17991,18102,0.0,0.00%,18436,19024,19441,19323,32980,N/A
1991/10/28,17991,18547,17991,18102,▼222,－1.21%,18613,19108,19476,19322,37940,N/A
1991/10/26,18658,18658,17769,18325,▼333,－1.79%,18791,19202,19506,19322,26060,N/A
1991/10/25,18991,19102,18658,18658,▼333,－1.75%,19013,19274,19543,19320,34980,N/A
1991/10/24,19102,19213,18880,18991,0.0,0.00%,19102,19330,19580,19316,80630,N/A
1991/10/23,18991,19213,18880,18991,0.0,0.00%,19058,19385,19615,19308,44070,N/A
1991/10/22,19435,19546,18991,18991,▼444,－2.29%,19035,19413,19661,19302,51860,N/A
1991/10/21,19435,19546,19213,19435,▲333,＋1.74%,19013,19430,19704,19298,86060,N/A
1991/10/19,18769,19324,18769,19102,▲333,＋1.78%,18969,19424,19741,19291,35410,N/A
1991/10/18,18880,19102,18769,18769,▼111,－0.59%,19013,19441,19798,19287,31570,N/A
1991/10/17,18658,18991,18658,18880,0.0,0.00%,19080,19480,19846,19286,26590,N/A
1991/10/16,19213,19213,18880,18880,▼333,－1.73%,19169,19524,19878,19285,17000,N/A
1991/10/15,19546,19546,19102,19213,▼111,－0.57%,19280,19563,19905,19285,36470,N/A
1991/10/14,18991,19768,18991,19324,▲222,＋1.16%,19346,19585,19929,19284,87310,N/A
1991/10/12,19324,19324,19102,19102,▼222,－1.15%,19391,19596,19952,19283,21450,N/A
1991/10/11,19435,19546,19324,19324,▼111,－0.57%,19524,19624,19992,19284,39060,N/A
1991/10/10,19768,19768,19435,19435,▼111,－0.57%,19613,19652,20022,19282,22670,N/A
1991/10/09,19435,19546,19435,19546,0.0,0.00%,19724,19652,20039,19282,24620,N/A
1991/10/08,19768,19879,19546,19546,▼222,－1.12%,19768,19657,20046,19277,28460,N/A
1991/10/07,19657,20102,19657,19768,0.0,0.00%,19813,19680,20055,19271,49670,N/A
1991/10/05,19990,20102,19657,19768,▼222,－1.11%,19879,19680,20068,19265,38890,N/A
1991/10/04,19768,20102,19768,19990,▲222,＋1.12%,19835,19691,20076,19259,100470,N/A
1991/10/02,19879,19990,19768,19768,0.0,0.00%,19702,19668,20083,19251,49730,N/A
1991/10/01,20324,20324,19768,19768,▼333,－1.66%,19613,19641,20092,19245,81410,N/A
1991/09/30,19768,20102,19768,20102,▲555,＋2.84%,19546,19613,20090,19246,100350,N/A
1991/09/28,19435,19657,19435,19546,▲222,＋1.15%,19435,19580,20083,19243,44820,N/A
1991/09/27,19324,19546,19324,19324,0.0,0.00%,19480,19563,20081,19245,28970,N/A
1991/09/26,19435,19435,19213,19324,▼111,－0.57%,19546,19563,20079,19254,24780,N/A
1991/09/25,19435,19546,19324,19435,▼111,－0.57%,19613,19563,20077,19261,21460,N/A
1991/09/24,19435,19768,19435,19546,▼222,－1.12%,19635,19563,20076,19268,9120,N/A
1991/09/20,19768,19768,19657,19768,▲111,＋0.56%,19657,19557,20070,19271,40980,N/A
1991/09/19,19546,19768,19546,19657,0.0,0.00%,19680,19557,20052,19270,18760,N/A
1991/09/18,19546,19768,19435,19657,▲111,＋0.57%,19635,19563,20033,19270,37370,N/A
1991/09/17,19657,19768,19546,19546,▼111,－0.56%,19635,19591,20015,19270,27130,N/A
1991/09/16,19879,19990,19657,19657,▼222,－1.12%,19724,19618,19990,19270,44560,N/A
1991/09/14,19657,19990,19546,19879,▲444,＋2.29%,19746,19646,19966,19273,46280,N/A
1991/09/13,19657,19768,19435,19435,▼222,－1.13%,19768,19663,19933,19270,23190,N/A
1991/09/12,19990,20102,19657,19657,▼333,－1.67%,19791,19657,19913,19271,25500,N/A
1991/09/11,19768,20213,19768,19990,▲222,＋1.12%,19702,19641,19887,19272,100400,N/A
1991/09/10,19879,19990,19546,19768,▼222,－1.11%,19546,19602,19859,19270,22640,N/A
1991/09/09,19213,19990,19213,19990,▲444,＋2.27%,19480,19618,19826,19270,38890,N/A
1991/09/07,19102,19546,19102,19546,▲333,＋1.73%,19324,19630,19787,19271,21710,N/A
1991/09/06,19213,19324,18991,19213,0.0,0.00%,19280,19646,19754,19276,13400,N/A
1991/09/05,19213,19324,19102,19213,▼222,－1.14%,19302,19713,19722,19285,24080,N/A
1991/09/04,19213,19768,19213,19435,▲222,＋1.16%,19346,19796,19694,19295,62820,N/A
1991/09/03,19324,19324,19102,19213,▼111,－0.57%,19346,19879,19665,19303,13760,N/A
1991/09/02,19213,19324,18880,19324,0.0,0.00%,19457,20007,19633,19313,21180,N/A
1991/08/31,19435,19435,19213,19324,▼111,－0.57%,19546,20118,19600,19321,23270,N/A
1991/08/30,19324,19435,19213,19435,0.0,0.00%,19724,20235,19570,19330,22970,N/A
1991/08/29,19768,19768,19435,19435,▼333,－1.69%,19857,20390,19543,19336,14280,N/A
1991/08/28,19768,19768,19435,19768,0.0,0.00%,20013,20501,19518,19344,24090,N/A
1991/08/27,19990,19990,19768,19768,▼444,－2.20%,20102,20551,19491,19350,34910,N/A
1991/08/26,20102,20435,19990,20213,▲111,＋0.55%,20013,20590,19465,19355,107870,N/A
1991/08/24,20324,20546,19990,20102,▼111,－0.55%,19835,20612,19428,19357,43790,N/A
1991/08/23,20657,20768,20213,20213,0.0,0.00%,19657,20640,19391,19363,163400,N/A
1991/08/22,20213,20213,20213,20213,▲888,＋4.60%,19635,20707,19352,19364,102950,N/A
1991/08/21,18991,19990,18880,19324,0.0,0.00%,19635,20751,19313,19367,209170,N/A
1991/08/20,18547,19324,18325,19324,▲111,＋0.58%,19746,20807,19289,19378,152110,N/A
1991/08/19,19990,19990,19213,19213,▼888,－4.42%,19990,20840,19265,19391,39190,N/A
1991/08/17,20324,20324,19879,20102,▼111,－0.55%,20324,20884,19245,19402,25720,N/A
1991/08/16,20213,20213,19657,20213,▲333,＋1.68%,20524,20907,19206,19406,31550,N/A
1991/08/14,20435,20768,19768,19879,▼666,－3.24%,20835,20907,19169,19408,35500,N/A
1991/08/13,20657,21101,20546,20546,▼333,－1.60%,21168,20934,19139,19418,33230,N/A
1991/08/12,20768,20990,20546,20879,▼222,－1.05%,21390,20923,19096,19421,71790,N/A
1991/08/10,20879,21767,20879,21101,▼666,－3.06%,21723,20862,19052,19423,79900,N/A
1991/08/09,21545,21878,21323,21767,▲222,＋1.03%,21834,20790,19002,19425,106790,N/A
1991/08/08,21656,22101,21212,21545,▼111,－0.51%,21634,20673,18943,19421,100270,N/A
1991/08/07,22545,22989,21434,21656,▼888,－3.94%,21434,20557,18893,19419,475190,N/A
1991/08/06,22101,22545,21878,22545,▲888,＋4.10%,21234,20435,18841,19418,554010,N/A
1991/08/05,21101,21656,21101,21656,▲888,＋4.28%,20857,20274,18776,19409,280810,N/A
1991/08/03,20990,20990,20657,20768,▲222,＋1.08%,20835,20152,18726,19408,139350,N/A
1991/08/02,20879,20990,20435,20546,▼111,－0.54%,20901,20046,18693,19412,77570,N/A
1991/08/01,20213,21212,19879,20657,0.0,0.00%,20879,19946,18665,19418,293550,N/A
1991/07/31,21434,21434,20657,20657,▼888,－4.12%,20746,19841,18639,19420,74260,N/A
1991/07/30,21101,21990,20879,21545,▲444,＋2.11%,20635,19713,18615,19425,194200,N/A
1991/07/29,20546,21323,20324,21101,▲666,＋3.26%,20435,19546,18576,19419,183510,N/A
1991/07/27,20324,20657,20324,20435,▲444,＋2.22%,20257,19385,18543,19415,64590,N/A
1991/07/26,20102,20102,19768,19990,▼111,－0.55%,20257,19274,18525,19422,66190,N/A
1991/07/25,20546,20768,20102,20102,▼444,－2.16%,20324,19180,18508,19431,144060,N/A
1991/07/24,20213,20546,20213,20546,▲333,＋1.65%,20235,19091,18487,19438,153630,N/A
1991/07/23,20546,20546,20102,20213,▼222,－1.09%,20057,18952,18462,19441,56420,N/A
1991/07/22,20546,20879,19990,20435,▲111,＋0.55%,19902,18824,18443,19451,152520,N/A
1991/07/20,19768,20546,19768,20324,▲666,＋3.39%,19657,18680,18419,19459,185990,N/A
1991/07/19,19657,19768,19435,19657,0.0,0.00%,19435,18530,18399,19466,99810,N/A
1991/07/18,19435,19768,19435,19657,▲222,＋1.14%,19369,18425,18402,19479,132870,N/A
1991/07/16,19435,19435,19102,19435,▲222,＋1.16%,19280,18325,18402,19492,56130,N/A
1991/07/15,19324,19879,19102,19213,0.0,0.00%,19124,18219,18410,19506,197540,N/A
1991/07/13,19324,19324,19102,19213,▼111,－0.57%,18991,18125,18428,19520,59410,N/A
1991/07/12,19435,19546,19213,19324,▲111,＋0.58%,18858,18041,18445,19527,89810,N/A
1991/07/11,18880,19213,18769,19213,▲555,＋2.98%,18613,17964,18460,19534,174600,N/A
1991/07/10,18547,18658,18214,18658,▲111,＋0.60%,18413,17903,18473,19538,40740,N/A
1991/07/09,18658,18769,18214,18547,0.0,0.00%,18258,17875,18489,19547,35870,N/A
1991/07/08,18214,18658,18102,18547,▲444,＋2.45%,18191,17858,18508,19557,35390,N/A
1991/07/06,18214,18325,18102,18102,▼111,－0.61%,18102,17830,18525,19568,17990,N/A
1991/07/05,17880,18214,17880,18214,▲333,＋1.86%,18147,17819,18550,19583,29510,N/A
1991/07/04,17880,18214,17880,17880,▼333,－1.83%,18058,17803,18580,19595,18140,N/A
1991/07/03,18102,18214,17880,18214,▲111,＋0.61%,18014,17803,18606,19610,33450,N/A
1991/07/02,18436,18436,17991,18102,▼222,－1.21%,17880,17786,18630,19623,29870,N/A
1991/07/01,17880,18658,17880,18325,▲555,＋3.13%,17725,17775,18658,19635,48770,N/A
1991/06/29,17769,17991,17658,17769,▲111,＋0.63%,17569,17758,18682,19647,22440,N/A
1991/06/28,17547,17769,17436,17658,▲111,＋0.63%,17547,17758,18715,19664,15070,N/A
1991/06/27,17436,17658,17436,17547,▲222,＋1.28%,17481,17775,18756,19682,32740,N/A
1991/06/26,17547,17547,17325,17325,▼222,－1.27%,17436,17803,18798,19700,31990,N/A
1991/06/25,17103,17769,17103,17547,▼111,－0.63%,17481,17836,18848,19719,22360,N/A
1991/06/24,16881,17658,16770,17658,▲333,＋1.92%,17525,17869,18895,19737,24080,N/A
1991/06/22,17103,17325,17103,17325,0.0,0.00%,17592,17891,18941,19757,9970,N/A
1991/06/21,17658,17769,17325,17325,▼222,－1.27%,17747,17936,18993,19778,22870,N/A
1991/06/19,17769,17880,17547,17547,▼222,－1.25%,17925,17997,19043,19801,23060,N/A
1991/06/18,17880,17991,17658,17769,▼222,－1.23%,18014,18047,19089,19823,34020,N/A
1991/06/17,17991,18102,17880,17991,▼111,－0.61%,18036,18091,19130,19851,13890,N/A
1991/06/15,18214,18214,17991,18102,▼111,－0.61%,18014,18125,19170,19880,20610,N/A
1991/06/14,18102,18214,17991,18214,▲222,＋1.23%,17969,18158,19209,19902,43020,N/A
1991/06/13,18102,18325,17880,17991,▲111,＋0.62%,17903,18191,19245,19915,72850,N/A
1991/06/12,17769,17880,17769,17880,0.0,0.00%,17880,18247,19285,19933,1190,N/A
1991/06/11,17880,18102,17769,17880,0.0,0.00%,17903,18313,19335,19960,24470,N/A
1991/06/10,17658,17991,17658,17880,0.0,0.00%,17880,18380,19376,19987,27360,N/A
1991/06/08,17658,17991,17658,17880,0.0,0.00%,17903,18441,19420,20009,15160,N/A
1991/06/07,17880,17880,17547,17880,▼111,－0.62%,17947,18513,19467,20027,19760,N/A
1991/06/05,17880,18214,17880,17991,▲222,＋1.25%,17969,18569,19517,20052,26540,N/A
1991/06/04,17880,17991,17769,17769,▼222,－1.23%,18014,18613,19559,20079,12180,N/A
1991/06/03,18102,18102,17880,17991,▼111,－0.61%,18080,18674,19605,20114,11940,N/A
1991/06/01,17991,18102,17769,18102,▲111,＋0.62%,18125,18730,19648,20146,11830,N/A
1991/05/31,18214,18214,17991,17991,▼222,－1.22%,18214,18774,19696,20169,9480,N/A
1991/05/30,18102,18325,17991,18214,▲111,＋0.61%,18325,18830,19746,20189,17330,N/A
1991/05/29,18214,18214,18102,18102,▼111,－0.61%,18413,18913,19794,20216,14870,N/A
1991/05/28,18436,18547,18214,18214,▼333,－1.80%,18525,18991,19848,20242,6160,N/A
1991/05/27,17658,18547,17658,18547,0.0,0.00%,18636,19074,19900,20267,7950,N/A
1991/05/25,18547,18658,18547,18547,▼111,－0.60%,18702,19163,19946,20288,5670,N/A
1991/05/24,18769,18769,18547,18658,0.0,0.00%,18813,19246,19994,20309,9460,N/A
1991/05/23,18547,18769,18547,18658,▼111,－0.59%,18924,19324,20042,20328,3790,N/A
1991/05/22,18880,18991,18769,18769,▼111,－0.59%,19035,19391,20090,20349,6710,N/A
1991/05/20,19324,19324,18880,18880,▼222,－1.16%,19102,19435,20131,20367,25450,N/A
1991/05/18,19324,19435,19102,19102,▼111,－0.58%,19191,19474,20170,20386,18630,N/A
1991/05/17,19213,19324,19102,19213,0.0,0.00%,19169,19496,20201,20402,7040,N/A
1991/05/16,19102,19213,18991,19213,▲111,＋0.58%,19102,19518,20235,20421,13630,N/A
1991/05/15,19324,19324,19102,19102,▼222,－1.15%,19058,19557,20261,20444,4350,N/A
1991/05/14,18991,19435,18991,19324,▲333,＋1.75%,19058,19574,20287,20468,47640,N/A
1991/05/13,18769,19102,18769,18991,▲111,＋0.59%,18991,19591,20320,20491,11720,N/A
1991/05/11,18991,18991,18880,18880,▼111,－0.58%,19013,19630,20355,20516,6580,N/A
1991/05/10,19213,19213,18880,18991,▼111,－0.58%,19213,19674,20388,20543,3600,N/A
1991/05/09,18991,19213,18991,19102,▲111,＋0.58%,19346,19713,20420,20565,6380,N/A
1991/05/08,18880,19102,18880,18991,▼111,－0.58%,19502,19763,20459,20588,5910,N/A
1991/05/07,18547,19546,18547,19102,▼777,－3.91%,19768,19818,20499,20610,7280,N/A
1991/05/06,19657,19879,19657,19879,▲222,＋1.13%,19990,19879,20533,20634,9250,N/A
1991/05/04,19990,19990,19657,19657,▼222,－1.12%,20057,19902,20555,20646,5140,N/A
1991/05/03,20213,20324,19879,19879,▼444,－2.19%,20124,19941,20581,20654,6620,N/A
1991/05/02,20213,20768,20213,20324,▲111,＋0.55%,20079,19968,20603,20660,32350,N/A
1991/05/01,19990,20324,19990,20213,0.0,0.00%,19946,19968,20612,20663,62910,N/A
1991/04/30,20102,20213,19990,20213,▲222,＋1.11%,19813,19974,20609,20666,42210,N/A
1991/04/29,19657,20213,19657,19990,▲333,＋1.69%,19702,19974,20609,20664,23110,N/A
1991/04/27,19768,19990,19657,19657,0.0,0.00%,19702,19996,20603,20665,11310,N/A
1991/04/26,19546,19768,19435,19657,▲111,＋0.57%,19657,20035,20605,20668,26160,N/A
1991/04/25,19657,19990,19546,19546,▼111,－0.56%,19657,20068,20607,20671,12640,N/A
1991/04/24,19768,19990,19657,19657,▼333,－1.67%,19702,20113,20612,20675,6410,N/A
1991/04/23,19324,19990,19324,19990,▲555,＋2.86%,19724,20174,20616,20680,16420,N/A
1991/04/22,19435,19546,19324,19435,▼222,－1.13%,19680,20190,20611,20684,10510,N/A
1991/04/20,19879,19879,19546,19657,▼111,－0.56%,19813,20246,20614,20695,2620,N/A
1991/04/19,19768,19990,19546,19768,0.0,0.00%,19902,20296,20616,20707,9080,N/A
1991/04/18,19879,19879,19435,19768,0.0,0.00%,20013,20351,20612,20717,8240,N/A
1991/04/17,20102,20102,19768,19768,▼333,－1.66%,20124,20390,20612,20727,3120,N/A
1991/04/16,20102,20213,20102,20102,0.0,0.00%,20257,20429,20612,20737,9380,N/A
1991/04/15,20324,20324,20102,20102,▼222,－1.09%,20324,20451,20609,20744,6570,N/A
1991/04/13,20213,20324,20102,20324,0.0,0.00%,20368,20496,20601,20751,21090,N/A
1991/04/12,20213,20435,20102,20324,▼111,－0.54%,20368,20529,20590,20756,11840,N/A
1991/04/11,20324,20435,20102,20435,0.0,0.00%,20346,20568,20579,20760,15840,N/A
1991/04/10,20546,20657,20324,20435,▲111,＋0.55%,20346,20612,20574,20770,27180,N/A
1991/04/09,20324,20435,20102,20324,0.0,0.00%,20346,20657,20562,20777,10210,N/A
1991/04/08,20213,20324,20102,20324,▲111,＋0.55%,20346,20707,20559,20785,10750,N/A
1991/04/06,20213,20435,20213,20213,▼222,－1.09%,20368,20762,20557,20792,2500,N/A
1991/04/04,20324,20435,20324,20435,0.0,0.00%,20501,20829,20572,20804,11390,N/A
1991/04/03,20324,20435,20213,20435,▲111,＋0.55%,20479,20884,20590,20816,15320,N/A
1991/04/02,19990,20435,19990,20324,▼111,－0.54%,20501,20923,20594,20821,7510,N/A
1991/04/01,20768,20768,20435,20435,▼444,－2.13%,20568,20968,20585,20832,5700,N/A
1991/03/30,20102,20879,20102,20879,▲555,＋2.73%,20657,20996,20581,20842,17460,N/A
1991/03/29,20435,20657,20324,20324,▼222,－1.08%,20590,21012,20585,20848,12990,N/A
1991/03/28,20657,20768,20213,20546,▼111,－0.54%,20635,21034,20598,20863,36340,N/A
1991/03/27,20546,20768,20435,20657,▼222,－1.06%,20635,21040,20598,20885,46600,N/A
1991/03/25,20435,20879,20324,20879,▲333,＋1.62%,20701,21073,20588,20916,42120,N/A
1991/03/23,20546,20657,20324,20546,0.0,0.00%,20723,21084,20588,20938,21980,N/A
1991/03/22,20546,20768,20546,20546,0.0,0.00%,20835,21101,20599,20954,26730,N/A
1991/03/21,20879,20990,20546,20546,▼444,－2.12%,20990,21118,20624,20963,42310,N/A
1991/03/20,20768,20990,20768,20990,0.0,0.00%,21145,21162,20644,20970,7380,N/A
1991/03/19,20990,20990,20768,20990,▼111,－0.53%,21212,21184,20642,20965,30980,N/A
1991/03/18,21323,21323,21101,21101,▼222,－1.04%,21301,21190,20633,20960,13270,N/A
1991/03/16,21545,21545,21212,21323,0.0,0.00%,21390,21195,20638,20953,29330,N/A
1991/03/15,21323,21434,21212,21323,0.0,0.00%,21434,21190,20636,20948,35630,N/A
1991/03/14,21434,21545,21101,21323,▼111,－0.52%,21412,21184,20635,20937,31050,N/A
1991/03/13,21434,21545,21434,21434,▼111,－0.52%,21390,21162,20631,20929,59400,N/A
1991/03/12,21545,21656,21323,21545,0.0,0.00%,21301,21090,20624,20918,39500,N/A
1991/03/11,21323,21545,21212,21545,▲333,＋1.57%,21234,21023,20614,20906,38380,N/A
1991/03/09,21434,21767,21212,21212,0.0,0.00%,21079,20929,20607,20894,105460,N/A
1991/03/08,21101,21434,20990,21212,▲222,＋1.06%,20968,20857,20603,20884,56240,N/A
1991/03/07,21212,21434,20990,20990,▼222,－1.05%,20990,20785,20601,20875,38230,N/A
1991/03/06,20768,21212,20768,21212,▲444,＋2.14%,21012,20729,20603,20863,50520,N/A
1991/03/05,20657,20990,20657,20768,▲111,＋0.54%,20946,20662,20607,20848,11200,N/A
1991/03/04,21212,21212,20657,20657,▼666,－3.13%,20968,20607,20627,20836,15940,N/A
1991/03/02,21434,21545,21212,21323,▲222,＋1.05%,21123,20557,20649,20824,10490,N/A
1991/02/28,20879,21323,20879,21101,▲222,＋1.06%,21145,20479,20662,20806,25430,N/A
1991/02/27,20879,21101,20657,20879,0.0,0.00%,21145,20401,20677,20788,20470,N/A
1991/02/26,21545,21656,20879,20879,▼555,－2.59%,21212,20346,20698,20772,35980,N/A
1991/02/25,21878,21990,21212,21434,0.0,0.00%,21279,20290,20711,20755,68650,N/A
1991/02/23,21323,21434,21212,21434,▲333,＋1.58%,21234,20213,20718,20732,28310,N/A
1991/02/22,22101,22101,21101,21101,▼111,－0.52%,21123,20124,20720,20711,47720,N/A
1991/02/21,21101,21212,20879,21212,0.0,0.00%,20901,20052,20735,20692,24000,N/A
1991/02/20,21323,21656,21101,21212,0.0,0.00%,20701,19974,20736,20665,45090,N/A
