[일시]롯데칠성,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2001/03/15,147674,148173,144182,145180,▼3492,－2.35%,144382,136075,134046,127886,1290,175610
2001/03/14,148672,151666,147674,148672,▲2993,＋2.05%,142486,135252,133855,127612,5876,175610
2001/03/13,142685,148672,139193,145679,▲2993,＋2.10%,139492,134154,133531,127329,5600,175460
2001/03/12,136699,143184,136699,142685,▲2993,＋2.14%,137197,133107,133265,127096,8029,175460
2001/03/09,135202,139692,134703,139692,▲3991,＋2.94%,135601,132308,133173,126909,7880,175460
2001/03/08,131710,135701,131710,135701,▲1996,＋1.49%,135202,131710,133223,126768,1640,175460
2001/03/07,134703,134703,132209,133705,▼499,－0.37%,135401,131360,133339,126660,1150,175460
2001/03/06,134703,134703,133206,134204,▼499,－0.37%,135401,131211,133522,126564,780,175460
2001/03/05,135701,138694,134703,134703,▼2993,－2.17%,134803,130861,133780,126390,2170,175460
2001/03/02,137198,137696,133206,137696,▲998,＋0.73%,134304,130662,134054,126257,6600,175460
2001/02/28,134703,146677,132707,136699,▲2993,＋2.24%,133306,130288,134246,126132,22314,175460
2001/02/27,131211,137696,130213,133705,▲2495,＋1.90%,133306,129664,134462,125907,3820,175460
2001/02/26,132707,133206,130712,131211,▼998,－0.75%,133605,129240,134678,125670,1340,175460
2001/02/23,133705,134204,130712,132209,▼499,－0.38%,133007,128766,135027,125442,1971,175460
2001/02/22,136699,136699,130712,132707,▼3991,－2.92%,132208,128442,135435,125238,2223,175460
2001/02/21,135202,136699,132707,136699,▲1497,＋1.11%,131410,128242,135717,125018,3836,175460
2001/02/20,128716,135202,128716,135202,▲6985,＋5.45%,129814,127843,135842,124669,6546,175460
2001/02/19,128716,129714,127718,128217,0.0,0.00%,128118,127419,136017,124387,3020,175460
2001/02/16,126721,128716,126721,128217,▼499,－0.39%,127419,127394,136333,124128,972,175460
2001/02/15,128716,129714,126222,128716,0.0,0.00%,127120,127419,136566,123849,2730,174960
2001/02/14,126222,129215,124725,128716,▲1996,＋1.57%,126920,127319,136482,123518,3090,174960
2001/02/13,127718,127718,124725,126721,▲1996,＋1.60%,126920,127394,136433,123168,2480,174230
2001/02/12,125723,127220,123228,124725,▼1996,－1.57%,127718,127544,136416,122815,2472,174230
2001/02/09,127718,128716,125224,126721,▼998,－0.78%,128217,127793,136374,122466,1450,174760
2001/02/08,128217,130712,111754,127718,▼998,－0.78%,129016,128317,136341,122063,3210,174760
2001/02/07,129714,129714,127718,128716,▼1996,－1.53%,129514,128442,136308,121640,1310,174760
2001/02/06,125723,131710,125723,130712,▲3492,＋2.75%,128616,128866,136324,121224,3050,174760
2001/02/05,128716,130712,127220,127220,▼3492,－2.67%,127519,129340,136391,120792,2580,174680
2001/02/02,131710,131710,126721,130712,▲499,＋0.38%,126421,130288,136516,120394,5110,174600
2001/02/01,124226,141688,124226,130213,▲5987,＋4.82%,125423,131236,136541,119961,12480,176190
2001/01/31,126721,127718,123727,124226,▼998,－0.80%,125124,132707,136291,119532,3490,176210
2001/01/30,123727,125224,121732,125224,▲3492,＋2.87%,126022,134478,136117,119162,10900,176130
2001/01/29,124725,125723,120734,121732,▼3991,－3.17%,126321,135476,135925,118800,7490,173630
2001/01/26,128716,128716,124725,125723,▼2993,－2.33%,127519,136299,135784,118477,2685,175760
2001/01/22,129215,129714,127718,128716,0.0,0.00%,128118,137048,135335,118115,3773,176630
2001/01/19,128716,135701,126721,128716,▲1996,＋1.57%,127718,137547,134784,117737,8662,176630
2001/01/18,124725,129215,124725,126721,▼998,－0.78%,128018,137946,134249,117380,7660,178160
2001/01/17,130213,130712,126721,127718,▼998,－0.78%,128616,138245,133767,117014,4720,178160
2001/01/16,129714,130712,124226,128716,▲1996,＋1.57%,129016,138345,133293,116624,17530,178160
2001/01/15,130213,131710,126721,126721,▼3492,－2.68%,130712,138470,132777,116257,6850,179790
2001/01/12,135202,135202,129714,130213,▲499,＋0.38%,131410,138744,132370,115934,6160,179790
2001/01/11,130712,137696,128716,129714,0.0,0.00%,132807,138919,131838,115606,8460,179590
2001/01/10,137198,142685,129714,129714,▼7484,－5.45%,134903,138894,131339,115298,6530,179590
2001/01/09,130712,137696,129714,137198,▲6985,＋5.36%,138195,138894,130931,114999,14550,177560
2001/01/08,137198,137198,127220,130213,▼6985,－5.09%,140690,138894,130407,114644,11310,172820
2001/01/05,140690,141688,136200,137198,▼2993,－2.14%,146577,139517,129975,114332,1500,175790
2001/01/04,146178,149670,140191,140191,▼5987,－4.10%,151067,139792,129501,113969,4680,175790
2001/01/03,146677,151666,144182,146178,▼3492,－2.33%,152065,140016,129044,113553,430,175790
2001/01/02,156156,156156,149670,149670,▼9978,－6.25%,150468,140191,128495,113094,2620,175790
2000/12/26,159648,159648,145679,159648,0.0,0.00%,148672,140266,127913,112624,47770,175790
2000/12/22,139193,159648,137696,159648,▲14468,＋9.97%,144481,139742,127231,111997,18850,176260
2000/12/21,134703,147674,128716,145180,▲6985,＋5.05%,139892,139243,126499,111362,10980,177130
2000/12/20,136200,139692,135202,138195,▼2495,－1.77%,137397,139318,126009,110874,3517,178060
2000/12/19,139692,145180,137198,140690,▲1996,＋1.44%,135701,140016,125502,110403,6650,179060
2000/12/18,139692,141688,133705,138694,▲1996,＋1.46%,133805,140815,124886,109884,3170,177360
2000/12/15,129714,136699,129714,136699,▲3991,＋3.01%,132508,141363,124238,109389,2500,177360
2000/12/14,130213,132707,127718,132707,▲2993,＋2.31%,131909,141737,123656,108913,1470,177360
2000/12/13,128716,132209,128716,129714,▼1497,－1.14%,131211,142386,123190,108477,3850,177260
2000/12/12,127718,132707,127718,131211,▼998,－0.75%,131211,143259,122683,108069,3020,177260
2000/12/11,127718,132209,126721,132209,▼1497,－1.12%,132408,143808,122134,107651,5440,177260
2000/12/08,126721,133705,121732,133705,▲4490,＋3.47%,134503,143384,121727,107224,37700,177260
2000/12/07,125224,134703,125224,129215,▼499,－0.38%,136299,142985,121369,106795,21120,180290
2000/12/06,136699,138694,129714,129714,▼7484,－5.45%,139393,142810,121128,106420,5070,180290
2000/12/05,139692,141688,135202,137198,▼5488,－3.85%,143384,142436,120928,106056,730,179790
2000/12/04,142685,145679,128716,142685,0.0,0.00%,146178,141812,120646,105652,6610,179790
2000/12/01,138694,143683,138694,142685,▼1996,－1.38%,147475,140964,120313,105228,2290,180910
2000/11/30,148672,148672,138195,144681,▼4989,－3.33%,148872,140316,119980,104825,4600,180910
2000/11/29,152165,152165,146178,149670,▼1497,－0.99%,149271,139817,119606,104451,1340,182410
2000/11/28,150668,153661,147674,151167,▲1996,＋1.34%,149770,139068,118999,103997,1080,182410
2000/11/27,155158,155158,148672,149171,▼499,－0.33%,150867,138120,118459,103427,3120,182410
2000/11/24,142187,149670,142187,149670,▲2993,＋2.04%,150967,136424,118018,102832,4570,182410
2000/11/23,146178,147674,144681,146677,▼5488,－3.61%,149870,134628,117353,102234,8570,182410
2000/11/22,159648,159648,148173,152165,▼4490,－2.87%,149670,132982,116663,101643,2190,182410
2000/11/21,147674,156655,137696,156655,▲6985,＋4.67%,148672,131036,115856,100990,9390,182410
2000/11/20,141189,152663,141189,149670,▲5488,＋3.81%,145779,128142,115041,100279,7850,182410
2000/11/17,145679,148672,142685,144182,▼1497,－1.03%,140590,125443,114318,99615,5390,182410
2000/11/16,149670,149670,142187,145679,▼1497,－1.02%,136898,123064,113496,98987,9074,181910
2000/11/15,144681,161644,142187,147176,▲4989,＋3.51%,132907,120669,112756,98337,18010,181910
2000/11/14,124725,142187,124725,142187,▲18459,＋14.92%,127918,118274,111923,97668,39500,181050
2000/11/13,129714,129714,123727,123727,▼1996,－1.59%,124426,116054,111133,97057,3150,181050
2000/11/10,122231,126721,121233,125723,0.0,0.00%,124825,114981,110553,96583,3380,181050
2000/11/09,121233,125723,115745,125723,▲3492,＋2.86%,125623,113610,109904,96098,1650,181550
2000/11/08,122729,123727,119736,122231,▼2495,－2.00%,127419,112312,109214,95616,7030,181550
2000/11/07,125723,125723,121233,124725,▼998,－0.79%,129914,111464,108557,95154,6450,181550
2000/11/06,122729,133705,122729,125723,▼3991,－3.08%,131410,110516,107786,94685,2730,181550
2000/11/03,129714,134703,123727,129714,▼4989,－3.70%,129315,109444,106972,94203,5870,181550
2000/11/02,130712,137696,126721,134703,0.0,0.00%,126122,108396,106124,93697,4390,183550
2000/11/01,132707,137696,127718,134703,▲2495,＋1.89%,121931,107298,105193,93164,7020,183550
2000/10/31,118738,132209,109758,132209,▲16963,＋14.72%,117641,106226,104272,92628,13030,183550
2000/10/30,113749,124725,113749,115246,▲1497,＋1.32%,110955,105353,103382,92120,6610,183550
2000/10/27,107762,113749,107762,113749,0.0,0.00%,107044,105527,102773,91746,3050,183550
2000/10/26,115745,115745,107762,113749,▲499,＋0.44%,103612,105627,102208,91396,5160,183550
2000/10/25,99680,113250,97286,113250,▲14468,＋14.65%,100419,105727,101674,91031,21800,183550
2000/10/24,96288,98782,96288,98782,▲3093,＋3.23%,97625,105452,101170,90689,17380,183550
2000/10/23,94891,97186,94292,95689,▼898,－0.93%,97425,105702,100896,90481,2320,183550
2000/10/20,97784,99780,94791,96587,▼1197,－1.22%,98742,105906,100690,90249,10060,183550
2000/10/19,96787,99780,96387,97784,▼1497,－1.51%,99082,106166,100510,90008,3290,183550
2000/10/18,92795,99281,92795,99281,▲1497,＋1.53%,99481,106515,100261,89750,4420,183550
2000/10/17,102773,104270,95789,97784,▼4490,－4.39%,100678,106515,99955,89489,4140,183550
2000/10/16,98383,102773,98383,102275,▲3991,＋4.06%,102274,106540,99737,89222,6470,183550
2000/10/13,94991,100778,94991,98283,▼1497,－1.50%,102674,106814,99499,88902,2630,183550
2000/10/12,101277,103272,99780,99780,▼5488,－5.21%,104769,107513,99374,88653,1270,182550
2000/10/11,108261,108261,99780,105268,▼499,－0.47%,107363,108261,99258,88391,8690,182340
2000/10/10,102773,109259,102773,105767,▲1497,＋1.44%,108960,108885,99067,88072,3720,177410
2000/10/09,108760,108760,103771,104270,▼4490,－4.13%,110756,109608,98880,87748,2220,177410
2000/10/06,111754,111754,107762,108760,▼3991,－3.54%,113649,110531,98689,87420,3580,177410
2000/10/05,113250,113250,107762,112751,▼499,－0.44%,115046,111230,98436,87058,4820,177410
2000/10/04,114747,114747,109758,113250,▼1497,－1.30%,115645,111704,98062,86680,456,177410
2000/10/02,110756,117740,102773,114747,▼3991,－3.36%,114547,111704,97693,86304,2360,177410
2000/09/29,119237,121732,113749,118738,▲2993,＋2.59%,112352,111903,97335,85902,5520,177410
2000/09/28,113749,115745,111255,115745,0.0,0.00%,108561,112103,96763,85473,1630,177410
2000/09/27,106266,117740,105268,115745,▲7982,＋7.41%,105767,111803,96225,85045,4960,177410
2000/09/26,103771,107762,101776,107762,▲3991,＋3.85%,103572,111280,95739,84638,820,176890
2000/09/25,102773,106765,102773,103771,▲3991,＋4.00%,101875,111080,95305,84238,1691,176890
2000/09/22,102275,102275,98782,99780,▼1996,－1.96%,100778,111280,94881,83868,5661,176890
2000/09/21,107264,107264,101277,101776,▼2993,－2.86%,102374,111604,94540,83528,2690,172700
2000/09/20,99281,105767,99281,104769,▲5488,＋5.53%,104470,111260,94171,83189,3500,171730
2000/09/19,99281,102773,99281,99281,▲998,＋1.02%,106465,111085,93763,82812,4630,171720
2000/09/18,107762,107762,91897,98283,▼9479,－8.80%,110157,110980,93456,82486,2390,169640
2000/09/15,111255,111255,101776,107762,▼4490,－4.00%,114547,110806,93168,82174,4240,169640
2000/09/14,112253,112253,100778,112253,▼2495,－2.17%,117541,109863,92721,81775,4636,169640
2000/09/08,114747,115246,111754,114747,▼2993,－2.54%,119636,108591,92222,81359,4240,170340
2000/09/07,122231,122231,114747,117740,▼2495,－2.07%,121133,107069,91711,80917,8300,170340
2000/09/06,122729,124725,120235,120235,▼2495,－2.03%,120235,105323,91184,80435,6946,170340
2000/09/05,122729,125224,121732,122729,0.0,0.00%,119936,103232,90658,79939,12130,168200
2000/09/04,122729,129215,122729,122729,▲499,＋0.41%,119936,100942,90143,79413,15190,165320
2000/09/01,114747,122231,112253,122231,▲8980,＋7.93%,117341,98747,89669,78889,6240,163340
2000/08/31,116743,119736,109758,113250,▼5488,－4.62%,113949,96577,89295,78375,10310,163340
2000/08/30,123228,123727,118738,118738,▼3991,－3.25%,112053,94886,88994,77948,10190,163340
2000/08/29,114747,124226,109758,122729,▲12971,＋11.82%,109858,92890,88395,77474,27142,163340
2000/08/28,105268,110756,104769,109758,▲4490,＋4.27%,106565,90690,87647,76999,23730,161790
2000/08/25,102773,105767,97784,105268,▲1497,＋1.44%,103592,89193,87115,76625,13530,151590
2000/08/24,106765,107264,102773,103771,▼3991,－3.70%,102793,88016,86622,76264,7650,151590
2000/08/23,102275,112751,102275,107762,▲1497,＋1.41%,101476,86978,86123,75903,10530,151590
2000/08/22,96587,108760,95390,106266,▲11375,＋11.99%,98882,85706,85516,75520,31440,151690
2000/08/21,100778,100778,94891,94891,▼6386,－6.31%,95410,84559,84911,75144,5830,151190
2000/08/18,98383,106765,97984,101277,▲4091,＋4.21%,93793,84105,84477,74807,13130,151190
2000/08/17,96787,100778,94292,97186,▲2395,＋2.53%,90401,83182,83918,74427,34160,151190
2000/08/16,88804,94791,88006,94791,▲5887,＋6.62%,87527,82368,83413,74106,20613,145190
2000/08/14,88804,91498,87806,88904,▲2095,＋2.41%,84254,81865,82980,73811,13630,143390
2000/08/11,83516,87707,83516,86809,▲2495,＋2.96%,81860,81820,82613,73569,4411,143390
2000/08/10,82917,85711,82817,84314,▲1497,＋1.81%,80263,82019,82292,73369,2900,143390
2000/08/09,78926,85811,78926,82817,▲4390,＋5.60%,79165,82443,82017,73224,11190,143390
2000/08/08,77030,84613,76431,78427,▲1497,＋1.95%,78487,82992,81751,73091,6170,143390
2000/08/07,77828,77828,76132,76930,▼1896,－2.41%,78567,83800,81583,73020,1761,143390
2000/08/04,78826,79724,77828,78826,0.0,0.00%,78926,84593,81434,72945,1730,143390
2000/08/03,78228,79624,78128,78826,▼599,－0.75%,79126,85332,81269,72854,1620,143390
2000/08/02,78826,79824,78028,79425,▲599,＋0.76%,79704,85906,81134,72787,2070,143390
2000/08/01,78726,80822,78327,78826,▲100,＋0.13%,80423,86489,80985,72681,4140,143390
2000/07/31,76831,78726,75434,78726,▼1098,－1.38%,81121,87213,80858,72564,3980,143390
2000/07/28,81720,81720,78826,79824,▼1896,－2.32%,82039,87497,80719,72432,3200,143390
2000/07/27,83316,83316,80822,81720,▼1297,－1.56%,83236,87677,80584,72303,3410,143390
2000/07/26,81820,84713,81820,83017,▲698,＋0.85%,83456,87921,80388,72165,900,143390
2000/07/25,80922,83316,80922,82319,▼998,－1.20%,83037,87856,80208,72018,1670,143390
2000/07/24,85811,85811,82119,83316,▼2495,－2.91%,83516,87657,80067,71872,2290,143390
2000/07/21,81820,86310,81321,85811,▲2993,＋3.61%,84454,87457,79809,71726,2840,143390
2000/07/20,80822,82817,80024,82817,▲1896,＋2.34%,85452,87148,79506,71543,1940,143390
2000/07/19,83815,84314,80922,80922,▼3792,－4.48%,87447,87023,79240,71398,3710,143390
2000/07/18,86409,89802,84314,84713,▼3293,－3.74%,90022,87018,79022,71248,3350,143390
2000/07/14,88804,90301,88006,88006,▼2794,－3.08%,91997,86834,78708,71093,3740,143390
2000/07/13,92795,92795,89303,90800,▼1996,－2.15%,92955,86479,78306,70938,7300,143390
2000/07/12,94891,95789,92297,92795,▼998,－1.06%,93514,86055,77932,70759,7770,143390
2000/07/11,93394,93793,91897,93793,▼798,－0.84%,93015,85621,77524,70566,6460,143390
2000/07/10,92396,94691,92396,94591,▲1796,＋1.94%,92476,85237,77077,70365,11030,143390
2000/07/07,90999,95689,90800,92795,▼798,－0.85%,92217,84943,76616,70159,8130,143390
2000/07/06,88804,95789,87906,93594,▲3293,＋3.65%,90540,84893,76150,69940,12100,143390
2000/07/05,91398,92297,87806,90301,▼798,－0.88%,88505,84928,75680,69739,10270,143390
2000/07/04,96487,96487,89902,91099,▼2195,－2.35%,87766,85402,75297,69527,26980,143390
2000/07/03,84813,96986,84813,93294,▲8880,＋10.52%,85891,85606,74915,69320,27190,141390
2000/06/30,82817,84613,81919,84414,▲998,＋1.20%,82897,85082,74469,69100,7160,141490
2000/06/29,87707,87806,82518,83416,▼3193,－3.69%,81879,84753,74183,68941,20950,141490
2000/06/28,83815,87607,81820,86609,▲4889,＋5.98%,81121,84474,73865,68828,22470,141490
2000/06/27,78826,82518,77828,81720,▲3393,＋4.33%,79864,83930,73536,68709,25430,141490
2000/06/26,77030,79325,77030,78327,▼998,－1.26%,79684,83536,73172,68635,10620,141490
2000/06/23,77928,79325,77030,79325,▼299,－0.38%,80223,83187,72854,68566,9910,141490
2000/06/22,82817,82817,79525,79624,▼698,－0.87%,80542,82718,72515,68515,9360,141490
2000/06/21,80822,82119,79026,80323,▼499,－0.62%,81081,82179,72207,68477,10500,141490
2000/06/20,81820,83017,79525,80822,▼200,－0.25%,81840,81550,71860,68462,9900,141490
2000/06/19,83915,83915,81021,81021,▲100,＋0.12%,82897,80852,71516,68446,6410,141490
2000/06/16,81820,83815,80922,80922,▼1397,－1.70%,84434,80243,71180,68450,10710,141490
2000/06/15,84115,87108,81820,82319,▼1796,－2.14%,86609,79540,70829,68438,6180,141490
2000/06/14,86310,89802,82817,84115,▼1996,－2.32%,89004,78801,70496,68438,13120,141490
2000/06/13,88804,92596,85911,86110,▼2594,－2.92%,92137,77988,70124,68440,19030,141490
2000/06/12,89902,91798,87806,88704,▼3093,－3.37%,93953,77025,69686,68429,14370,141510
2000/06/09,89902,94192,89902,91798,▼2495,－2.65%,92775,76007,69219,68350,16160,141510
2000/06/08,90800,100778,86809,94292,▼5488,－5.50%,89982,74815,68684,68263,25150,141510
2000/06/07,99780,105767,97784,99780,▲4590,＋4.82%,86689,73548,68108,68161,36900,141510
2000/06/05,92795,95190,86809,95190,▲12373,＋14.94%,81879,72096,67455,68012,34130,139660
2000/06/02,78826,88804,77828,82817,▲4989,＋6.41%,77609,70859,66902,67900,22980,137550
2000/06/01,75833,77828,74935,77828,0.0,0.00%,75314,70280,66553,67896,13550,142400
2000/05/31,76132,78327,74935,77828,▲2095,＋2.77%,73737,69906,66352,67934,22683,144700
2000/05/30,78826,78826,73837,75733,▲1896,＋2.57%,71941,69602,66136,67973,15940,142400
2000/05/29,71043,78826,69946,73837,▲2495,＋3.50%,70345,69312,65905,68019,29100,142400
2000/05/26,69946,72839,68449,71343,▲1397,＋2.00%,68948,69232,65682,68101,15610,142400
2000/05/25,69846,73039,67152,69946,▲1098,＋1.59%,68449,69357,65524,68205,32630,142400
2000/05/24,67352,68848,65456,68848,▲1098,＋1.62%,67830,69252,65378,68324,4490,142400
2000/05/23,66853,68649,65855,67751,▲898,＋1.34%,67571,69192,65136,68453,1900,142400
2000/05/22,67850,70345,66853,66853,▼1996,－2.90%,67591,69148,64935,68575,5310,142400
2000/05/19,65855,69846,65855,68848,▲1996,＋2.99%,67591,69197,64799,68704,2880,142400
2000/05/18,64857,67152,63859,66853,▼698,－1.03%,67491,69048,64641,68819,3180,142400
2000/05/17,69347,71842,66354,67551,▼299,－0.44%,67711,68898,64524,68951,8040,142400
2000/05/16,67850,67850,65655,67850,▲998,＋1.49%,67990,68938,64446,69093,3660,142400
2000/05/15,68349,68349,64857,66853,▼1497,－2.19%,68569,68963,64430,69234,4400,142400
2000/05/12,68549,70744,68050,68349,▲399,＋0.59%,69287,68968,64431,69390,5160,142400
2000/05/10,69646,69646,67352,67950,▼998,－1.45%,69866,68898,64456,69518,3130,142400
2000/05/09,70744,71842,68948,68948,▼1796,－2.54%,70345,68743,64456,69648,8170,142400
2000/05/08,70445,71842,69846,70744,▲299,＋0.42%,70904,68564,64438,69780,6720,142400
2000/05/04,71842,72640,70345,70445,▼798,－1.12%,70744,68394,64440,69877,5610,142400
2000/05/03,69347,72341,69048,71243,▲898,＋1.28%,71103,68279,64376,69987,26250,142400
2000/05/02,71343,71442,69846,70345,▼1397,－1.95%,71622,68045,64270,70064,9133,142400
2000/04/28,68848,73239,68848,71742,▲1796,＋2.57%,71123,67890,64145,70143,5430,142400
2000/04/27,70844,73338,69846,69946,▼2295,－3.18%,70305,67521,64022,70243,12600,142400
2000/04/26,74835,77828,71043,72241,▼1596,－2.16%,69686,67366,63942,70367,9980,142400
2000/04/25,67850,74835,67850,73837,▲5987,＋8.82%,68808,66748,63828,70463,9200,142400
2000/04/24,70844,70844,67850,67850,▲200,＋0.29%,67212,66019,63676,70546,8870,142400
2000/04/21,68250,69846,66653,67651,▲798,＋1.19%,66414,65575,63643,70687,6090,142430
2000/04/20,67850,69347,65356,66853,▼998,－1.47%,66553,65251,63580,70829,5590,142420
2000/04/19,67850,70744,67352,67850,▲1996,＋3.03%,66853,64882,63557,70979,12580,142420
2000/04/18,64258,66853,64258,65855,▲1996,＋3.12%,66673,64498,63473,71120,2520,142170
2000/04/17,64857,67352,62861,63859,▼4490,－6.57%,66893,64248,63478,71270,3330,142170
2000/04/14,68349,68549,67352,68349,0.0,0.00%,67092,64049,63570,71444,2450,142170
2000/04/12,67352,68349,66952,68349,▲1397,＋2.09%,66493,63749,63586,71564,3660,142170
2000/04/11,69846,69846,66952,66952,0.0,0.00%,66294,63420,63608,71684,5370,142170
2000/04/10,64857,68349,64857,66952,▲2095,＋3.23%,66533,63066,63653,71867,9070,142170
2000/04/07,65356,66054,63859,64857,▼499,－0.76%,66453,62752,63701,72014,5460,136920
2000/04/06,65955,66853,65356,65356,▼1996,－2.96%,66932,62492,63729,72134,8510,136920
2000/04/04,68349,69746,66853,67352,▼798,－1.17%,66733,62213,63798,72247,5230,136920
2000/04/03,67850,70844,66853,68150,▲1596,＋2.40%,66633,61874,63756,72345,9840,136920
2000/03/31,65655,68349,65256,66553,▼698,－1.04%,64977,61569,63726,72442,4090,136920
2000/03/30,65955,70844,64358,67252,▲2894,＋4.50%,63520,61335,63731,72543,12680,136920
2000/03/29,66853,68848,63460,64358,▼2495,－3.73%,61864,61260,63700,72606,17010,136920
2000/03/28,59868,67850,59868,66853,▲6985,＋11.67%,61225,61285,63791,72693,23230,136920
2000/03/27,60866,62861,59768,59868,▲599,＋1.01%,59748,61035,63882,72751,9530,136920
2000/03/24,59868,60866,59070,59269,▲299,＋0.51%,59808,61065,64097,72868,3680,136920
2000/03/23,61864,61864,57872,58970,▼2195,－3.59%,60127,61195,64278,72987,6980,136680
2000/03/22,59868,61265,59369,61165,▲1696,＋2.85%,60307,61305,64514,73107,3870,136680
2000/03/21,60267,60866,59369,59469,▼698,－1.16%,60547,60966,64746,73213,1670,136680
2000/03/20,62861,63360,59868,60167,▼698,－1.15%,61005,60776,65065,73336,9040,136680
2000/03/17,60866,64657,60866,60866,▲998,＋1.67%,60946,60701,65376,73466,2560,136680
2000/03/16,63261,63360,59868,59868,▼2495,－4.00%,60906,60626,65720,73599,6680,136680
2000/03/15,63261,63261,60966,62363,▲599,＋0.97%,60866,60626,66048,73734,8080,136680
2000/03/14,61764,62861,60367,61764,▲1896,＋3.17%,60347,60651,66380,73857,7130,136680
2000/03/13,60666,61864,59469,59868,▼798,－1.32%,60107,60906,66756,73985,10610,136680
2000/03/10,59868,61165,59369,60666,▲998,＋1.67%,60547,61260,67172,74137,2710,136680
2000/03/09,61265,61265,56875,59668,▼100,－0.17%,60786,61719,67481,74285,3020,136680
2000/03/08,60866,60866,59369,59768,▼798,－1.32%,62003,62133,67842,74440,2660,136680
2000/03/07,62861,62861,59968,60566,▼1497,－2.41%,63021,62537,68215,74607,3870,136680
2000/03/06,61864,62861,60866,62063,▲200,＋0.32%,63280,63051,68569,74768,2370,136680
2000/03/03,63161,63859,60866,61864,▼3891,－5.92%,62961,63280,68898,74920,290,136680
2000/03/02,64558,65755,64358,65755,▲898,＋1.38%,62961,63430,69239,75053,260,136680
2000/02/29,60866,64857,60866,64857,▲2993,＋4.84%,62043,63285,69517,75159,5240,136680
2000/02/28,58970,61864,58870,61864,▲1397,＋2.31%,59948,63261,69809,75273,1280,136680
2000/02/25,60068,63859,60068,60467,▼1397,－2.26%,58711,63425,70134,75412,970,136620
2000/02/24,62861,64159,60766,61864,▲698,＋1.14%,58351,63670,70520,75563,1460,136610
2000/02/23,54979,62462,54979,61165,▲6785,＋12.48%,57852,63814,70885,75742,1800,135830
2000/02/22,55478,55677,53881,54380,▼1297,－2.33%,57593,64049,71271,75938,3400,135820
2000/02/21,58870,58870,55478,55677,▼2993,－5.10%,59289,64523,71770,76200,1390,135820
2000/02/18,60367,60866,58671,58671,▼698,－1.18%,61524,65012,72214,76460,1880,135820
2000/02/17,59868,61664,59369,59369,▼499,－0.83%,63181,65221,72608,76703,1410,135820
2000/02/16,62861,62861,59868,59868,▼2993,－4.76%,65276,65560,72997,76940,440,136080
2000/02/15,64857,64857,62363,62861,▼3991,－5.97%,66893,66034,73378,77164,3810,136190
2000/02/14,66952,66952,66853,66853,▼100,－0.15%,67890,66359,73741,77364,170,136770
2000/02/11,68848,68848,66952,66952,▼2894,－4.14%,68689,66498,74038,77546,1240,136860
2000/02/10,71842,71842,64957,69846,▲1896,＋2.79%,68629,66633,74349,77760,270,136860
2000/02/09,71343,71343,67950,67950,▲100,＋0.15%,67631,66633,74579,77961,140,136860
2000/02/08,71842,72839,67850,67850,▼2993,－4.23%,66613,66563,74840,78176,240,136860
2000/02/07,67850,70844,66653,70844,▲4191,＋6.29%,65915,66643,75123,78405,700,136860
2000/02/03,64957,66653,64857,66653,▲1796,＋2.77%,64777,66344,75314,78577,720,136860
2000/02/02,57174,66553,57174,64857,▲1996,＋3.17%,64518,66329,75598,78803,340,136860
2000/02/01,62861,65855,62861,62861,▼1497,－2.33%,64498,66429,75858,79044,360,136860
2000/01/31,64358,64358,64358,64358,▼798,－1.23%,65096,66553,76140,79302,20,136860
2000/01/28,65356,65356,62363,65156,▼200,－0.31%,64997,66828,76465,79547,1030,136860
2000/01/27,64358,65356,64358,65356,▲599,＋0.92%,65057,67187,76792,79786,330,137360
2000/01/26,62861,64757,62861,64757,▼1098,－1.67%,64558,67556,77098,80031,20,137360
2000/01/25,61065,65855,61065,65855,▲1996,＋3.12%,64837,67825,77416,80223,300,137360
2000/01/24,62961,63859,62861,63859,▼1596,－2.44%,65536,68190,77730,80382,310,137360
2000/01/21,61165,65456,60866,65456,▲2594,＋4.13%,66633,68748,78078,80606,670,137360
2000/01/20,62462,62861,57872,62861,▼3293,－4.98%,67471,69407,78400,80830,890,137360
2000/01/19,68848,68848,66154,66154,▼3193,－4.60%,68828,70205,78766,81080,860,137330
2000/01/18,69347,71542,63360,69347,0.0,0.00%,69567,70974,79061,81302,8110,137330
2000/01/17,67950,69547,67950,69347,▼299,－0.43%,69008,71482,79318,81480,1140,137330
2000/01/14,69646,69646,69347,69646,0.0,0.00%,69028,72131,79541,81717,2450,137330
2000/01/13,72839,72839,68848,69646,▼200,－0.29%,68070,72864,79761,81968,4800,137330
2000/01/12,66553,71642,66553,69846,▲3293,＋4.95%,67411,73623,80080,82228,1090,137330
2000/01/11,68848,69347,66553,66553,▼2894,－4.17%,66813,74092,80326,82519,50,137330
2000/01/10,65356,72241,62861,69447,▲4590,＋7.08%,66573,74830,80539,82858,580,137330
2000/01/07,64857,65356,61864,64857,▼1497,－2.26%,66653,75464,80695,83148,410,137330
2000/01/06,64857,66853,64857,66354,▼499,－0.75%,68150,76312,80933,83477,130,137330
2000/01/05,67751,67751,66853,66853,▲1497,＋2.29%,69427,77085,81158,83805,120,137330
2000/01/04,69846,69846,61065,65356,▼4490,－6.43%,70085,77858,81354,84142,2840,137330
