[일시]기아차,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/10/29,54300,55300,54200,54800,0.0,0.00%,54560,53445,49813,47527,511535,159279821
2015/10/28,55500,55500,54100,54800,▼300,－0.54%,54500,53385,49632,47500,762999,159193665
2015/10/27,54900,55300,54000,55100,▲500,＋0.92%,54300,53220,49449,47472,1037136,158989981
2015/10/26,53700,54800,53700,54600,▲1100,＋2.06%,54100,53025,49243,47436,837088,158720156
2015/10/23,54600,55500,53300,53500,▼1000,－1.83%,53800,52855,49051,47395,1531081,158407288
2015/10/22,53400,54500,53200,54500,▲700,＋1.30%,53640,52830,48887,47371,881090,158381320
2015/10/21,54400,54600,53500,53800,▼300,－0.55%,53580,52675,48675,47335,548024,158303028
2015/10/20,53900,54300,53700,54100,▲1000,＋1.88%,53660,52605,48483,47319,1031329,158256879
2015/10/19,52700,53600,52600,53100,▲400,＋0.76%,53520,52535,48278,47290,546970,157955882
2015/10/16,54200,54500,51700,52700,▼1500,－2.77%,53200,52525,48094,47260,1497297,157739539
2015/10/15,54300,54500,53100,54200,0.0,0.00%,53160,52480,47897,47218,991578,157797219
2015/10/14,53900,54400,53000,54200,▲800,＋1.50%,52620,52310,47665,47165,1260930,157564675
2015/10/13,51800,53800,51700,53400,▲1900,＋3.69%,51940,52110,47444,47113,1247924,157014470
2015/10/12,52900,53000,51100,51500,▼1000,－1.90%,51760,51995,47238,47063,1063988,156734080
2015/10/08,52000,52700,51200,52500,▲1000,＋1.94%,52200,51940,47058,47024,810687,156941503
2015/10/07,49900,51700,49750,51500,▲700,＋1.38%,52420,51845,46866,46980,1091215,156757889
2015/10/06,52900,53000,49600,50800,▼1700,－3.24%,52840,51760,46688,46943,2467660,156801891
2015/10/05,53900,54300,51900,52500,▼1200,－2.23%,52980,51668,46571,46894,928153,157025446
2015/10/02,54300,54400,53000,53700,▲100,＋0.19%,52720,51513,46431,46832,1044710,157164396
2015/10/01,53600,54300,53200,53600,0.0,0.00%,52220,51308,46271,46752,814827,157051969
2015/09/30,50500,53600,50400,53600,▲2100,＋4.08%,52100,51030,46108,46672,1462606,156808613
2015/09/25,51600,52600,51500,51500,▲300,＋0.59%,51660,50785,45958,46593,1061010,156660850
2015/09/24,51700,52600,51000,51200,0.0,0.00%,51840,50590,45848,46531,1043874,156797038
2015/09/23,52900,53700,51200,51200,▼1800,－3.40%,52140,50458,45755,46477,1382825,156767413
2015/09/22,52300,54000,52200,53000,▲1600,＋3.11%,52480,50338,45657,46419,1681671,157219037
2015/09/21,52300,52300,51000,51400,▼1000,－1.91%,52240,50065,45525,46346,816178,156913264
2015/09/18,52900,52900,51500,52400,▼300,－0.57%,52120,49763,45437,46295,1213937,157051028
2015/09/17,53000,53000,51800,52700,▼200,－0.38%,51680,49443,45329,46235,1332287,156725195
2015/09/16,52000,53000,51400,52900,▲1100,＋2.12%,51360,49133,45225,46174,1609137,156476045
2015/09/15,51300,52000,51100,51800,▲1000,＋1.97%,50860,48823,45107,46110,1229255,156086718
2015/09/14,50400,50900,49250,50800,▲600,＋1.20%,50620,48485,45007,46055,1017335,155684724
2015/09/11,51100,51500,49950,50200,▼900,－1.76%,50420,48133,44922,46015,1175857,155256811
2015/09/10,50400,51100,49950,51100,▲700,＋1.39%,50170,47825,44841,45985,1458399,154930069
2015/09/09,50600,51000,49550,50400,▼200,－0.40%,49830,47480,44738,45950,1175828,154577503
2015/09/08,50200,50800,49500,50600,▲800,＋1.61%,49670,47058,44652,45925,1149467,154734005
2015/09/07,49000,50300,48950,49800,▲850,＋1.74%,49160,46625,44575,45900,971114,154858975
2015/09/04,49000,49600,48650,48950,▼450,－0.91%,48940,46230,44509,45879,929977,154890286
2015/09/03,49700,50000,49150,49400,▼200,－0.40%,48670,45905,44458,45855,1259489,155097478
2015/09/02,47200,50000,47200,49600,▲1550,＋3.23%,48500,45593,44372,45830,2419619,155446205
2015/09/01,48100,48500,47750,48050,▼650,－1.33%,48340,45250,44265,45807,745986,155230233
2015/08/31,47200,48700,46500,48700,▲1100,＋2.31%,48240,44965,44182,45801,1527321,155294905
2015/08/28,48000,48300,46900,47600,▼950,－1.96%,47570,44725,44106,45790,1580892,155198124
2015/08/27,49200,49300,48150,48550,▼250,－0.51%,47250,44538,44053,45792,1650235,155346304
2015/08/26,47950,49150,47700,48800,▲1250,＋2.63%,46840,44248,43994,45787,2281032,155260907
2015/08/25,45400,49200,45400,47550,▲2200,＋4.85%,46420,43960,43938,45771,3032508,155333019
2015/08/24,45700,46700,44300,45350,▼650,－1.41%,45920,43765,43934,45765,1434189,155304539
2015/08/21,45000,46400,45000,46000,▼500,－1.08%,45600,43588,43973,45776,1585828,155413006
2015/08/20,46750,47100,44700,46500,▼200,－0.43%,45210,43403,43998,45772,1652142,155720044
2015/08/19,44650,46900,44650,46700,▲1650,＋3.66%,44750,43165,44014,45763,1931068,156301953
2015/08/18,44200,45450,43750,45050,▲1300,＋2.97%,43800,42935,44029,45760,1134223,156326612
2015/08/17,44100,44800,43350,43750,▼300,－0.68%,43180,42725,44094,45773,963841,156366446
2015/08/13,44300,45000,43400,44050,▼150,－0.34%,42810,42553,44170,45794,1286769,156690864
2015/08/12,42300,45650,41950,44200,▲2250,＋5.36%,42490,42398,44261,45812,2753171,156829650
2015/08/11,42000,42800,41900,41950,0.0,0.00%,42280,42240,44334,45825,556415,157103692
2015/08/10,41700,42550,41350,41950,▲50,＋0.12%,42440,42175,44438,45851,631557,157192961
2015/08/07,42500,42500,41500,41900,▼550,－1.30%,42520,42128,44548,45876,600734,157282518
2015/08/06,43700,43800,42300,42450,▼700,－1.62%,42920,42073,44676,45895,1007692,157467761
2015/08/05,43250,43600,42800,43150,▲400,＋0.94%,43200,42140,44812,45908,507702,157440300
2015/08/04,42500,43650,42200,42750,▲400,＋0.94%,43120,42188,44946,45911,673407,157331582
2015/08/03,43800,43950,42000,42350,▼1550,－3.53%,43180,42255,45078,45915,1341221,157271382
2015/07/31,43700,44300,43500,43900,▲50,＋0.11%,43440,42330,45241,45933,985005,157063621
2015/07/30,42700,44350,42250,43850,▲1100,＋2.57%,43020,42365,45368,45945,1427969,156928029
2015/07/29,43150,43400,42300,42750,▼300,－0.70%,42710,42418,45495,45963,968587,156901788
2015/07/28,43050,44500,42450,43050,▼600,－1.37%,42510,42560,45629,45985,2269314,157083990
2015/07/27,41600,44350,41600,43650,▲1850,＋4.43%,42320,42673,45738,46014,2234888,157215111
2015/07/24,41950,42300,40800,41800,▼500,－1.18%,41760,42745,45856,46034,1012682,157262376
2015/07/23,41850,43000,41500,42300,▲550,＋1.32%,41460,42960,45994,46074,1442016,157405079
2015/07/22,42300,42700,41300,41750,▼350,－0.83%,41190,43143,46154,46105,799767,157915505
2015/07/21,40700,43000,40600,42100,▲1250,＋3.06%,41050,43378,46303,46135,1843285,157947318
2015/07/20,40600,41050,40400,40850,▲550,＋1.36%,40760,43563,46427,46172,629497,158208008
2015/07/17,40950,40950,40200,40300,▼650,－1.59%,40790,43810,46539,46242,1167945,158052672
2015/07/16,41050,41300,40700,40950,▼100,－0.24%,40890,44080,46666,46324,556517,157747998
2015/07/15,40450,41350,40450,41050,▲400,＋0.98%,41460,44300,46781,46402,985042,157798932
2015/07/14,41250,41350,40500,40650,▼350,－0.85%,42070,44495,46888,46493,1003780,157648863
2015/07/13,41000,41300,40200,41000,▲200,＋0.49%,42760,44723,46990,46583,1214277,157680507
2015/07/10,43550,43650,40500,40800,▼3000,－6.85%,43330,44973,47095,46675,3275903,157447331
2015/07/09,43550,43900,43400,43800,▼300,－0.68%,44090,45225,47198,46772,1520454,158177104
2015/07/08,43800,44300,43600,44100,0.0,0.00%,44310,45328,47218,46854,920485,158217006
2015/07/07,43800,44150,43750,44100,▲250,＋0.57%,44610,45335,47233,46938,666161,158160155
2015/07/06,43900,44300,43650,43850,▼750,－1.68%,44850,45290,47233,47012,887338,158089244
2015/07/03,45050,45050,44500,44600,▼300,－0.67%,45100,45250,47236,47092,575032,157832603
2015/07/02,46050,46050,44700,44900,▼700,－1.54%,45400,45228,47228,47155,783556,157862486
2015/07/01,45050,46200,44600,45600,▲300,＋0.66%,45610,45205,47213,47213,942662,157810745
2015/06/30,45000,45850,44450,45300,▲200,＋0.44%,45780,45175,47198,47259,1061061,157884371
2015/06/29,44950,45300,44650,45100,▼1000,－2.17%,45880,45180,47182,47315,720322,157843929
2015/06/26,46600,46800,45900,46100,▲150,＋0.33%,46020,45293,47168,47375,545885,157718070
2015/06/25,46500,46500,45800,45950,▼500,－1.08%,45940,45370,47153,47427,860844,157727188
2015/06/24,45800,46450,45600,46450,▲650,＋1.42%,45820,45448,47141,47485,620683,157673463
2015/06/23,46400,46400,45800,45800,0.0,0.00%,45520,45500,47123,47548,622042,157578785
2015/06/22,45700,46350,45700,45800,▲100,＋0.22%,45400,45590,47114,47615,512477,157484868
2015/06/19,46000,46000,44950,45700,▲350,＋0.77%,45440,45748,47103,47678,1119432,157387788
2015/06/18,45400,45850,44300,45350,▲400,＋0.89%,45470,45878,47108,47738,1019047,156894630
2015/06/17,45050,45950,44700,44950,▼250,－0.55%,45570,46085,47128,47796,754880,156713976
2015/06/16,45950,46000,44100,45200,▼800,－1.74%,45430,46268,47163,47860,1256829,156600446
2015/06/15,45850,46200,45050,46000,▲150,＋0.33%,45030,46415,47198,47921,624467,156723117
2015/06/12,46750,46850,45300,45850,0.0,0.00%,44440,46545,47224,47996,874256,156653946
2015/06/11,44250,47300,44250,45850,▲1600,＋3.62%,44100,46730,47249,48080,2176526,156654650
2015/06/10,43600,44900,43600,44250,▲1050,＋2.43%,43820,46968,47253,48161,1392616,156512980
2015/06/09,43100,43750,43000,43200,▲150,＋0.35%,43970,47315,47288,48243,915385,156229069
2015/06/08,43950,44000,43000,43050,▼1100,－2.49%,44410,47690,47349,48347,1449410,156205649
2015/06/05,44000,44450,43800,44150,▼300,－0.67%,45270,48143,47420,48461,1009887,155987061
2015/06/04,44500,44950,44250,44450,▼550,－1.22%,45970,48510,47475,48570,1625009,155831444
2015/06/03,44150,45600,44150,45000,▼400,－0.88%,46580,48863,47530,48681,1697555,156060533
2015/06/02,47300,47350,44950,45400,▼1950,－4.12%,47080,49153,47580,48783,2495174,156139907
2015/06/01,47650,47850,46000,47350,▼300,－0.63%,47520,49363,47605,48867,899831,155600795
2015/05/29,47000,48000,47000,47650,▲150,＋0.32%,47840,49530,47595,48937,972084,155604373
2015/05/28,47450,47800,47250,47500,0.0,0.00%,47970,49653,47579,49006,1050686,155609160
2015/05/27,47100,47850,47050,47500,▼100,－0.21%,48370,49873,47546,49074,1131122,155429139
2015/05/26,48500,48750,47600,47600,▼1350,－2.76%,48590,50033,47513,49144,989952,155162590
2015/05/22,48100,48950,48100,48950,▲650,＋1.35%,48700,50128,47491,49210,851294,155417500
2015/05/21,49150,49550,48250,48300,▼1200,－2.42%,48630,50060,47451,49266,802985,155410910
2015/05/20,49300,49900,48700,49500,▲900,＋1.85%,48880,50040,47418,49330,1173958,155458239
2015/05/19,47850,48850,47500,48600,▲450,＋0.93%,49100,49958,47363,49386,1323105,155277696
2015/05/18,48650,48750,47600,48150,▼450,－0.93%,49620,49903,47316,49448,1023957,154911189
2015/05/15,49550,49650,48050,48600,▼950,－1.92%,50130,49833,47264,49517,1747954,154594390
2015/05/14,50000,50200,49050,49550,▼1050,－2.08%,50830,49768,47204,49578,1509828,154044638
2015/05/13,50800,51200,50400,50600,▼600,－1.17%,51220,49640,47115,49630,733162,153730936
2015/05/12,51200,51500,50500,51200,▲500,＋0.99%,51400,49358,47005,49669,678837,153384908
2015/05/11,52600,52700,50700,50700,▼1400,－2.69%,51320,49050,46877,49701,846325,153208220
2015/05/08,51400,52200,51300,52100,▲600,＋1.17%,51100,48720,46752,49737,1105816,153329754
2015/05/07,51100,51500,50400,51500,0.0,0.00%,50820,48315,46625,49766,1049713,152916949
2015/05/06,51000,51700,50900,51500,▲700,＋1.38%,50540,47945,46523,49791,1766608,152876925
2015/05/04,49600,51000,49550,50800,▲1200,＋2.42%,50620,47573,46431,49808,963558,152292972
2015/04/30,49600,50000,48900,49600,▼1100,－2.17%,50600,47268,46341,49824,1134521,151975233
2015/04/29,49700,51000,48500,50700,▲600,＋1.20%,50580,47003,46290,49821,1746117,152130175
2015/04/28,51800,51800,49700,50100,▼1800,－3.47%,49960,46680,46212,49808,1798255,151541887
2015/04/27,51700,52000,51000,51900,▲1200,＋2.37%,49520,46435,46154,49800,2236534,151359645
2015/04/24,50100,51100,50000,50700,▲1200,＋2.42%,48710,46103,46056,49802,3076331,150717730
2015/04/23,48200,49850,48000,49500,▲1900,＋3.99%,48070,45838,45968,49820,3057927,149612796
2015/04/22,47800,48050,47400,47600,▼300,－0.63%,47520,45625,45917,49851,1321200,149104092
2015/04/21,47900,48200,47500,47900,▲50,＋0.10%,47460,45500,45944,49895,1618542,148675931
2015/04/20,46950,47950,46550,47850,▲350,＋0.74%,47280,45405,45983,49947,1560337,148083680
2015/04/17,47250,47750,46900,47500,▲750,＋1.60%,46700,45343,46023,50002,1668378,147793687
2015/04/16,46750,47000,46300,46750,▼550,－1.16%,46210,45318,46097,50058,1386838,147598319
2015/04/15,47600,47600,46700,47300,▲300,＋0.64%,45680,45348,46176,50109,1705210,147608104
2015/04/14,45150,47250,45100,47000,▲2050,＋4.56%,45020,45360,46254,50165,3310220,147603609
2015/04/13,45450,45700,44900,44950,▼100,－0.22%,44440,45378,46346,50231,1277999,147443930
2015/04/10,44000,45400,44000,45050,▲950,＋2.15%,44260,45435,46490,50301,2178522,147759553
2015/04/09,43750,44750,43750,44100,▲100,＋0.23%,44190,45500,46643,50370,1152939,147979413
2015/04/08,44000,44350,43950,44000,▼100,－0.23%,44230,45638,46791,50460,1207854,148183140
2015/04/07,44150,44450,44000,44100,▲50,＋0.11%,44280,45803,46948,50555,800116,148310785
2015/04/06,44700,44700,44000,44050,▼650,－1.45%,44500,45970,47083,50657,785438,148460224
2015/04/03,44500,44950,44500,44700,▲400,＋0.90%,44740,46155,47212,50761,447075,148635619
2015/04/02,44450,45050,44200,44300,▲50,＋0.11%,44880,46320,47320,50854,819444,148626455
2015/04/01,45050,45250,44000,44250,▼950,－2.10%,45070,46450,47448,50953,1570726,148649415
2015/03/31,45550,45750,44900,45200,▼50,－0.11%,45240,46575,47583,51047,964411,148620661
2015/03/30,45200,45700,45100,45250,▼150,－0.33%,45400,46650,47701,51123,559632,148766167
2015/03/27,45000,45800,45000,45400,▲150,＋0.33%,45670,46663,47830,51200,698131,148848298
2015/03/26,44850,45850,44850,45250,▲150,＋0.33%,45990,46668,47973,51269,1125494,148787585
2015/03/25,45600,45950,45050,45100,▼900,－1.96%,46410,46720,48116,51335,1209994,148458639
2015/03/24,46600,46600,45550,46000,▼600,－1.29%,46900,46793,48254,51401,1302665,148610152
2015/03/23,47100,47150,46400,46600,▼400,－0.85%,47170,46808,48368,51463,676639,148849699
2015/03/20,47100,47300,46450,47000,▼350,－0.74%,47070,46790,48464,51517,1055866,148780370
2015/03/19,48200,48300,47050,47350,▼200,－0.42%,46940,46728,48558,51570,1273389,148892838
2015/03/18,47500,48150,47350,47550,▲200,＋0.42%,46840,46613,48643,51631,1549610,148971711
2015/03/17,46350,47750,46250,47350,▲1250,＋2.71%,46790,46485,48768,51692,1558351,148954337
2015/03/16,46400,46550,45750,46100,▼250,－0.54%,46810,46328,48910,51751,1239892,148705956
2015/03/13,47150,47300,46100,46350,▼500,－1.07%,47140,46223,49068,51858,1217606,148788660
2015/03/12,47350,47900,46850,46850,▼450,－0.95%,47470,46080,49198,51964,1677945,148764815
2015/03/11,46700,48150,46500,47300,▼150,－0.32%,47480,45898,49345,52074,1454138,148678951
2015/03/10,47950,48350,47350,47450,▼300,－0.63%,47370,45758,49502,52177,755746,148883238
2015/03/09,47950,48150,47350,47750,▼250,－0.52%,47220,45653,49666,52265,832777,148918799
2015/03/06,47100,48500,47100,48000,▲1100,＋2.35%,46770,45565,49832,52356,1791270,148824530
2015/03/05,46300,47350,46300,46900,▲150,＋0.32%,46270,45435,49987,52443,781005,148489009
2015/03/04,47250,47800,46600,46750,▲50,＋0.11%,46150,45418,50128,52541,1475861,148473884
2015/03/03,45500,47350,45500,46700,▲1200,＋2.64%,46110,45380,50279,52652,1909279,148367318
2015/03/02,45400,45750,45000,45500,0.0,0.00%,46030,45378,50433,52768,758527,148055811
2015/02/27,46050,46200,45100,45500,▼800,－1.73%,46180,45403,50603,52899,1865265,147920559
2015/02/26,46150,46500,46000,46300,▼250,－0.54%,46230,45398,50776,53016,998414,147755688
2015/02/25,46400,46600,46000,46550,▲250,＋0.54%,45980,45405,50929,53129,891207,147644097
2015/02/24,46600,46900,46100,46300,▲50,＋0.11%,45670,45540,51082,53234,938755,147364428
2015/02/23,46350,46400,45850,46250,▲500,＋1.09%,45250,45735,51242,53339,1348149,147256933
2015/02/17,45100,46000,45100,45750,▲700,＋1.55%,44800,45938,51409,53448,902848,147022459
2015/02/16,45250,45450,44500,45050,▲50,＋0.11%,44350,46245,51580,53558,728683,146888582
2015/02/13,44300,45800,44250,45000,▲800,＋1.81%,43980,46568,51769,53687,1315263,147119750
2015/02/12,44450,44500,43800,44200,▲200,＋0.45%,43880,46918,51953,53814,1024650,147187027
2015/02/11,43500,44100,43500,44000,▲500,＋1.15%,44110,47333,52146,53945,825954,147026180
2015/02/10,43000,44000,42950,43500,▲300,＋0.69%,44510,47813,52333,54085,1533438,146783175
2015/02/09,44000,44150,43100,43200,▼1300,－2.92%,44890,48348,52526,54237,2034092,147005304
2015/02/06,45350,45600,44000,44500,▼850,－1.87%,45560,48838,52723,54382,2714991,147199371
2015/02/05,45700,46000,45150,45350,▼650,－1.41%,45860,49283,52908,54507,1203424,147132380
2015/02/04,46200,46200,45500,46000,▲600,＋1.32%,46120,49625,53060,54633,1641512,147260560
2015/02/03,46250,46400,45050,45400,▼1150,－2.47%,46120,49915,53185,54761,1936168,147073833
2015/02/02,45800,46600,45800,46550,▲550,＋1.20%,46120,50205,53307,54893,981947,147350358
2015/01/30,47300,47350,45950,46000,▼650,－1.39%,46100,50478,53353,55016,1912599,147357291
2015/01/29,46050,47000,45950,46650,▲650,＋1.41%,46750,50793,53404,55152,1337853,147733710
2015/01/28,45000,46600,45000,46000,▲600,＋1.32%,47460,51075,53447,55272,2895702,147886460
2015/01/27,46150,46400,44750,45400,▼1050,－2.26%,48320,51425,53548,55396,4113849,147888358
2015/01/26,48000,48500,46400,46450,▼2800,－5.69%,49620,51855,53672,55526,4520696,148695746
2015/01/23,50400,50800,48900,49250,▼950,－1.89%,50630,52223,53786,55643,2748392,149527399
2015/01/22,50300,50700,49800,50200,▼100,－0.20%,51180,52430,53847,55708,1757493,149994696
2015/01/21,51500,51900,49850,50300,▼1600,－3.08%,51640,52560,53912,55763,2187421,149875668
2015/01/20,51300,52000,51300,51900,▲400,＋0.78%,52300,52665,53980,55810,725531,150255860
2015/01/19,51500,51900,51100,51500,▼500,－0.96%,52760,52700,54020,55839,897406,150447751
2015/01/16,51900,52400,51100,52000,▼500,－0.95%,53060,52750,54042,55873,884515,150646288
2015/01/15,53200,53400,52100,52500,▼1100,－2.05%,53340,52900,54075,55904,1137595,150685957
2015/01/14,54700,54900,53300,53600,▼600,－1.11%,53280,53070,54117,55933,857911,150696229
2015/01/13,54500,54800,53600,54200,▲1200,＋2.26%,52920,53170,54112,55951,1145916,150628723
2015/01/12,52900,53800,52700,53000,▼400,－0.75%,52320,53165,54097,55966,589295,150440601
2015/01/09,52700,54400,52500,53400,▲1200,＋2.30%,52120,53300,54130,55986,927979,150482809
2015/01/08,51800,52600,51800,52200,▲400,＋0.77%,51900,53465,54162,55987,701430,150383837
2015/01/07,50500,52100,50500,51800,▲600,＋1.17%,51920,53720,54232,56005,598333,150606840
2015/01/06,51500,51600,50900,51200,▼800,－1.54%,52160,54015,54310,56025,777311,150712578
2015/01/05,52200,52300,51600,52000,▼300,－0.57%,52720,54320,54388,56048,651421,150711891
2015/01/02,51600,52600,51600,52300,0.0,0.00%,53080,54490,54457,56068,616867,150124594
2014/12/30,53800,53800,51700,52300,▼700,－1.32%,53300,54665,54512,56090,723916,150141704
2014/12/29,53300,53600,53000,53000,▼1000,－1.85%,53400,54845,54545,56108,322808,150181657
2014/12/26,54000,54200,53800,54000,▲200,＋0.37%,53280,54980,54570,56124,472313,150244075
2014/12/24,54100,54600,53400,53800,▲400,＋0.75%,53000,55075,54565,56135,727336,150341854
2014/12/23,53000,53900,52800,53400,▲600,＋1.14%,52740,55160,54555,56151,696563,150307729
2014/12/22,52200,52900,52000,52800,▲400,＋0.76%,53060,55275,54548,56178,627869,150115361
2014/12/19,53400,53500,51900,52400,▼200,－0.38%,53680,55430,54558,56210,852687,150132231
2014/12/18,53100,53300,51600,52600,▲100,＋0.19%,54320,55625,54570,56239,1234336,150213024
2014/12/17,54600,55000,52400,52500,▼2500,－4.55%,54620,55795,54582,56255,1682110,150315302
2014/12/16,55300,56000,54700,55000,▼900,－1.61%,55260,55990,54618,56270,578468,150757964
2014/12/15,55600,56700,55100,55900,▲300,＋0.54%,55600,56040,54617,56262,404906,150944753
2014/12/12,53700,56500,53700,55600,▲1500,＋2.77%,55880,56035,54592,56248,904533,151039712
2014/12/11,54600,55700,54100,54100,▼1600,－2.87%,56300,56015,54648,56250,1133367,150953498
2014/12/10,56400,56900,55600,55700,▼1000,－1.76%,56940,56065,54730,56273,502485,151325393
2014/12/09,57400,57800,56300,56700,▼600,－1.05%,56880,56030,54803,56287,498056,151303144
2014/12/08,57500,58300,56900,57300,▼400,－0.69%,56700,55975,54852,56283,512451,151167092
2014/12/05,57500,57900,57000,57700,▲400,＋0.70%,56420,55835,54865,56275,752009,151170297
2014/12/04,55800,57800,55400,57300,▲1900,＋3.43%,56020,55625,54880,56265,1192875,151134537
2014/12/03,55400,56500,55300,55400,▼400,－0.72%,55740,55395,54900,56260,524714,151006697
2014/12/02,55900,56400,55000,55800,▼100,－0.18%,55760,55090,54953,56273,598379,151112203
2014/12/01,55100,56200,55100,55900,▲200,＋0.36%,55740,54755,55025,56278,770538,151048797
2014/11/28,55500,56600,55500,55700,▼200,－0.36%,55740,54420,55103,56284,409607,151105770
2014/11/27,55100,56200,54800,55900,▲400,＋0.72%,55860,54240,55195,56300,631174,150956524
2014/11/26,55700,55900,55000,55500,▼200,－0.36%,55880,54085,55257,56319,363417,150918577
2014/11/25,56200,56400,55300,55700,▼200,－0.36%,56060,53975,55328,56347,683980,150809060
2014/11/24,56300,56500,55900,55900,▼400,－0.71%,56120,53835,55387,56378,618331,150890520
2014/11/21,56000,56300,55300,56300,▲300,＋0.54%,56100,53745,55437,56407,582746,151047132
2014/11/20,55700,56300,54800,56000,▼400,－0.71%,55880,53650,55487,56430,599652,150951293
2014/11/19,56600,56800,54400,56400,▲400,＋0.71%,55700,53565,55537,56468,1150276,151016741
2014/11/18,55900,56000,55300,56000,▲200,＋0.36%,55420,53385,55605,56501,557420,150805208
2014/11/17,55200,55900,54500,55800,▲600,＋1.09%,55340,53285,55675,56535,655270,150711596
2014/11/14,54900,55400,54500,55200,▲100,＋0.18%,55080,53245,55743,56565,560541,150635604
2014/11/13,54600,55800,54600,55100,▲100,＋0.18%,54740,53150,55837,56592,459130,150458138
2014/11/12,55600,56200,55000,55000,▼600,－1.08%,54260,53060,55948,56624,917210,150368558
2014/11/11,54400,56800,53700,55600,▲1100,＋2.02%,53120,53060,56042,56649,1738561,150280193
2014/11/10,53900,55300,53600,54500,▲1000,＋1.87%,51820,53045,56107,56678,1285337,149951588
2014/11/07,52600,54200,52300,53500,▲800,＋1.52%,50760,53140,56207,56721,1226652,149793440
2014/11/06,49300,52700,49100,52700,▲3400,＋6.90%,50480,53290,56337,56751,1682824,149991678
2014/11/05,49100,50500,49000,49300,▲200,＋0.41%,50500,53450,56480,56785,1236622,150007215
2014/11/04,49000,49150,48300,49100,▼100,－0.20%,51300,53790,56680,56853,1917729,150037992
2014/11/03,52000,52000,49050,49200,▼2900,－5.57%,52060,54115,56900,56918,2403343,149916067
2014/10/31,53400,53400,52000,52100,▼700,－1.33%,53040,54370,57097,56975,1284967,150060777
2014/10/30,53300,53400,52500,52800,▼500,－0.94%,53500,54490,57243,57010,522217,150029589
2014/10/29,53000,53700,52800,53300,▲400,＋0.76%,53800,54535,57380,57048,1105211,150108048
2014/10/28,53700,54100,52700,52900,▼1200,－2.22%,53700,54530,57500,57084,802698,150287101
2014/10/27,54500,54800,53700,54100,▼300,－0.55%,53920,54535,57570,57123,639065,150639834
2014/10/24,54500,54800,53000,54400,▲100,＋0.18%,54100,54500,57615,57150,1145594,150790766
2014/10/23,53400,55000,52500,54300,▲1500,＋2.84%,53880,54435,57640,57180,1093108,150556606
2014/10/22,54400,54500,51700,52800,▼1200,－2.22%,53680,54385,57658,57213,1716491,150596409
2014/10/21,54300,54900,53600,54000,▼1000,－1.82%,54120,54480,57705,57265,747661,150557469
2014/10/20,54200,55200,53800,55000,▲1700,＋3.19%,54380,54525,57733,57302,662320,150420531
2014/10/17,53000,54500,53000,53300,0.0,0.00%,54660,54495,57750,57334,1164806,150277766
2014/10/16,54800,55000,53000,53300,▼1700,－3.09%,55300,54780,57790,57383,1678704,150097683
2014/10/15,55000,55500,54300,55000,▼300,－0.54%,55820,55065,57835,57430,745742,149983175
2014/10/14,56300,56300,55000,55300,▼1100,－1.95%,56040,55320,57842,57468,886315,150010582
2014/10/13,55700,56700,55600,56400,▼100,－0.18%,56100,55535,57812,57507,798355,150039187
2014/10/10,55900,56500,55000,56500,▲600,＋1.07%,55680,55620,57778,57532,1348536,150237267
2014/10/08,55900,56100,55300,55900,▼200,－0.36%,55280,55725,57740,57549,1002745,149987882
2014/10/07,56300,56300,54900,56100,▲500,＋0.90%,54840,55855,57708,57577,1326709,149907818
2014/10/06,53800,55900,53800,55600,▲1300,＋2.39%,54260,55980,57678,57615,1795423,149646046
2014/10/02,54500,55200,54000,54300,▼200,－0.37%,53740,56205,57668,57658,1875226,149703925
2014/10/01,53200,54900,53200,54500,▲800,＋1.49%,53560,56520,57672,57713,1841783,149993297
2014/09/30,53300,54200,53200,53700,▲500,＋0.94%,53280,56855,57678,57763,1305412,150322169
2014/09/29,53100,53600,53000,53200,▲200,＋0.38%,53200,57150,57705,57823,898627,150551596
2014/09/26,52500,53400,52400,53000,▼400,－0.75%,53500,57480,57747,57877,870052,150812406
2014/09/25,53300,54100,53200,53400,▲300,＋0.56%,53880,57790,57807,57929,1338228,151062348
2014/09/24,52200,53400,52000,53100,▼200,－0.38%,54080,58065,57862,57980,1664439,151198227
2014/09/23,54000,54400,53200,53300,▼1400,－2.56%,55260,58375,57908,58035,1861523,151602636
2014/09/22,55500,55800,54500,54700,▼200,－0.36%,56400,58660,57928,58084,871331,151802336
2014/09/19,54000,55800,53700,54900,▲500,＋0.92%,57480,58950,57922,58111,2862771,152010098
2014/09/18,58100,58800,53100,54400,▼4600,－7.80%,58420,59215,57907,58139,6781572,151830602
2014/09/17,59200,59200,58500,59000,0.0,0.00%,59160,59490,57903,58173,422658,152535517
2014/09/16,60000,60100,58900,59000,▼1100,－1.83%,59080,59580,57852,58155,491111,152530317
2014/09/15,60100,60100,59500,60100,▲500,＋0.84%,58980,59720,57815,58139,436576,152730417
2014/09/12,58200,60100,58200,59600,▲1500,＋2.58%,58680,59745,57770,58113,779796,152634214
2014/09/11,58600,58900,57500,58100,▼500,－0.85%,58780,59740,57713,58088,1192156,152494216
2014/09/05,58100,59000,58100,58600,▲100,＋0.17%,59280,59860,57685,58061,390047,152384917
2014/09/04,59000,59400,58100,58500,▼100,－0.17%,59800,59995,57650,58029,621566,152315453
