[일시]금호전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/16,8012,8012,7834,7963,▲20,＋0.25%,8004,8011,8202,9274,7596,204671
2017/11/15,7963,8022,7883,7943,▼69,－0.87%,8018,8005,8222,9300,7253,204772
2017/11/14,8052,8062,7943,8012,▼20,－0.25%,8038,7995,8243,9327,7169,205433
2017/11/13,8072,8082,7933,8032,▼40,－0.49%,8034,7986,8265,9354,6935,205457
2017/11/10,7943,8072,7943,8072,▲40,＋0.49%,8030,7969,8290,9379,6963,205988
2017/11/09,8072,8072,7943,8032,▼10,－0.12%,8016,7956,8317,9405,5710,205999
2017/11/08,8012,8042,7923,8042,▲50,＋0.62%,8006,7946,8346,9431,5321,206375
2017/11/07,7933,8012,7923,7992,▼20,－0.25%,7994,7936,8376,9454,2949,206416
2017/11/06,7903,8042,7893,8012,▲10,＋0.12%,8006,7931,8408,9478,2454,206416
2017/11/03,7963,8012,7853,8002,▲20,＋0.25%,8020,7927,8440,9502,6115,206416
2017/11/02,8032,8032,7893,7982,0.0,0.00%,8032,7926,8472,9525,2420,206294
2017/11/01,8111,8111,7903,7982,▼69,－0.86%,8048,7924,8504,9549,7678,206314
2017/10/31,8210,8210,7992,8052,▼30,－0.37%,8070,7919,8535,9572,6715,206512
2017/10/30,8062,8131,7963,8082,▲20,＋0.25%,8060,7913,8563,9595,3384,206710
2017/10/27,8131,8131,7982,8062,0.0,0.00%,8038,7906,8593,9616,6370,206710
2017/10/26,8062,8230,7972,8062,▼30,－0.37%,7992,7913,8624,9634,22316,206633
2017/10/25,8002,8091,7982,8091,▲89,＋1.12%,7947,7919,8655,9654,9470,205982
2017/10/24,8062,8062,7873,8002,▲30,＋0.37%,7879,7924,8686,9673,7655,205610
2017/10/23,7943,8032,7853,7972,▲139,＋1.77%,7844,7919,8721,9692,6374,205575
2017/10/20,7804,8012,7744,7834,0.0,0.00%,7788,7914,8758,9712,5300,205327
2017/10/19,7784,7834,7705,7834,▲79,＋1.02%,7784,7927,8796,9734,22054,205275
2017/10/18,7834,7883,7754,7754,▼69,－0.89%,7784,7952,8835,9755,2030,205420
2017/10/17,7705,8032,7705,7824,▲129,＋1.68%,7800,7985,8877,9778,6769,206171
2017/10/16,7883,7883,7655,7695,▼119,－1.52%,7814,8015,8912,9800,5444,206405
2017/10/13,7873,7873,7734,7814,▼20,－0.25%,7861,8054,8952,9824,2730,206770
2017/10/12,7913,7933,7467,7834,0.0,0.00%,7895,8095,8989,9846,13833,207249
2017/10/11,7963,7982,7794,7834,▼59,－0.75%,7917,8127,9027,9871,3274,207169
2017/10/10,7794,7953,7794,7893,▼40,－0.50%,7929,8158,9066,9890,3738,208155
2017/09/29,7982,7992,7853,7933,▼50,－0.62%,7935,8189,9108,9910,4819,208465
2017/09/28,7943,8002,7824,7982,▲40,＋0.50%,7937,8222,9150,9930,3335,208091
2017/09/27,8022,8022,7804,7943,▲50,＋0.63%,7982,8261,9191,9946,5830,208693
2017/09/26,7496,7923,7496,7893,▼30,－0.38%,8030,8304,9233,9964,10008,209876
2017/09/25,7853,8012,7467,7923,▼20,－0.25%,8089,8353,9278,9981,8508,211795
2017/09/22,8260,8260,7834,7943,▼268,－3.26%,8086,8404,9324,9996,14956,212817
2017/09/21,8290,8508,8131,8210,▲30,＋0.36%,8070,8452,9371,10012,17204,215310
2017/09/20,8032,8270,8032,8181,▼10,－0.12%,8046,8472,9416,10025,5053,218223
2017/09/19,7933,8260,7923,8191,▲288,＋3.64%,8076,8495,9460,10040,11330,218067
2017/09/18,7933,7933,7784,7903,▲40,＋0.50%,8123,8523,9505,10053,9564,218997
2017/09/15,8082,8082,7784,7863,▼228,－2.82%,8224,8570,9549,10070,36524,218460
2017/09/14,8329,8359,8032,8091,▼238,－2.86%,8349,8625,9593,10087,13779,215985
2017/09/13,8429,8597,8280,8329,▼99,－1.18%,8458,8668,9634,10102,8748,216374
2017/09/12,8508,8508,8379,8429,▲20,＋0.24%,8484,8711,9671,10114,6409,216101
2017/09/11,8627,8627,8399,8409,▼79,－0.93%,8492,8749,9708,10127,13885,215856
2017/09/08,8607,8726,8399,8488,▼149,－1.72%,8510,8794,9744,10142,5061,215167
2017/09/07,8458,8736,8458,8637,▲178,＋2.11%,8534,8846,9778,10156,11069,215409
2017/09/06,8528,8538,8419,8458,▼10,－0.12%,8558,8900,9811,10168,6911,214660
2017/09/05,8528,8567,8359,8468,▼30,－0.35%,8625,8965,9849,10182,25488,214056
2017/09/04,8429,8597,8429,8498,▼109,－1.27%,8706,9034,9885,10195,12566,221360
2017/09/01,8736,8805,8607,8607,▼149,－1.70%,8797,9105,9922,10209,14517,222664
2017/08/31,8885,8885,8726,8756,▼40,－0.45%,8857,9170,9958,10222,3862,223671
2017/08/30,8954,8964,8706,8795,▼79,－0.89%,8827,9228,9993,10234,6880,223750
2017/08/29,8944,8954,8805,8875,▼79,－0.89%,8794,9283,10028,10246,2882,224282
2017/08/28,8954,8974,8439,8954,▲50,＋0.56%,8770,9333,10061,10257,9184,225190
2017/08/25,8607,8924,8607,8905,▲297,＋3.46%,8750,9371,10091,10267,16755,225017
2017/08/24,8528,8607,8488,8607,▼20,－0.23%,8760,9421,10123,10278,29251,223649
2017/08/23,8677,8766,8567,8627,▼129,－1.47%,8829,9487,10161,10292,17072,223068
2017/08/22,8875,8924,8587,8756,▼99,－1.12%,8940,9551,10199,10306,24714,222721
2017/08/21,8964,8984,8855,8855,▼99,－1.11%,9028,9612,10238,10318,12179,223555
2017/08/18,8954,9063,8885,8954,0.0,0.00%,9119,9675,10275,10331,10483,223751
2017/08/17,9262,9262,8895,8954,▼228,－2.48%,9232,9735,10310,10344,30056,224000
2017/08/16,9311,9311,9133,9182,▼10,－0.11%,9385,9793,10346,10358,4559,223632
2017/08/14,9262,9371,9113,9192,▼119,－1.28%,9502,9842,10378,10368,10106,223618
2017/08/11,9490,9599,9242,9311,▼208,－2.19%,9634,9896,10412,10377,13490,223559
2017/08/10,9767,9767,9480,9519,▼198,－2.04%,9755,9928,10442,10386,12021,223716
2017/08/09,9837,9837,9648,9718,▼50,－0.51%,9831,9956,10469,10393,7531,224803
2017/08/08,9866,9866,9757,9767,▼89,－0.91%,9870,9973,10493,10399,3754,225326
2017/08/07,9866,9916,9698,9857,▼59,－0.60%,9898,9990,10515,10403,3093,217544
2017/08/04,9966,9966,9519,9916,▲20,＋0.20%,9900,10006,10533,10407,4514,217836
2017/08/03,9966,9966,9787,9896,▼20,－0.20%,9858,10031,10548,10411,2081,218846
2017/08/02,10015,10015,9886,9916,▲10,＋0.10%,9862,10059,10564,10417,5186,219805
2017/08/01,9896,9966,9857,9906,▲40,＋0.40%,9862,10084,10578,10422,6798,220523
2017/07/31,9708,9906,9708,9866,▲159,＋1.63%,9864,10111,10594,10427,5332,220227
2017/07/28,9916,9916,9648,9708,▼208,－2.10%,9884,10149,10609,10430,17748,221017
2017/07/27,9966,10065,9906,9916,0.0,0.00%,9966,10196,10627,10434,3079,221056
2017/07/26,10065,10065,9906,9916,0.0,0.00%,10015,10241,10639,10437,2354,221216
2017/07/25,10114,10114,9916,9916,▼50,－0.50%,10055,10290,10645,10441,9249,221709
2017/07/24,10164,10164,9916,9966,▼149,－1.47%,10104,10335,10652,10444,8183,221109
2017/07/21,10065,10213,10015,10114,▼50,－0.49%,10164,10380,10659,10446,8644,221486
2017/07/20,10213,10362,10065,10164,▲50,＋0.49%,10134,10402,10662,10447,8138,222144
2017/07/19,10213,10263,10015,10114,▼50,－0.49%,10114,10419,10665,10449,8751,222318
2017/07/18,10263,10263,10015,10164,▼99,－0.97%,10104,10442,10671,10453,8306,222424
2017/07/17,10065,10313,9906,10263,▲297,＋2.99%,10094,10461,10675,10456,16411,222363
2017/07/14,9966,10114,9916,9966,▼99,－0.99%,10075,10479,10679,10458,12783,220920
2017/07/13,10213,10213,9916,10065,0.0,0.00%,10164,10508,10688,10461,9944,221580
2017/07/12,9966,10213,9966,10065,▼50,－0.49%,10243,10533,10695,10463,11202,222246
2017/07/11,10164,10263,9966,10114,▼50,－0.49%,10313,10561,10703,10469,18318,222457
2017/07/10,10313,10412,10164,10164,▼248,－2.38%,10382,10593,10714,10473,16401,222106
2017/07/07,10511,10511,10362,10412,▼50,－0.47%,10471,10615,10714,10474,6829,223512
2017/07/06,10412,10511,10362,10461,▲50,＋0.48%,10521,10630,10713,10478,5275,224426
2017/07/05,10362,10511,10362,10412,▼50,－0.47%,10590,10645,10709,10479,9044,224624
2017/07/04,10511,10561,10412,10461,▼149,－1.40%,10689,10667,10702,10483,9636,224872
2017/07/03,10660,10808,10511,10610,▼50,－0.47%,10759,10689,10694,10488,14067,226454
2017/06/30,10759,10808,10610,10660,▼149,－1.38%,10808,10702,10684,10490,9869,227462
2017/06/29,10908,11056,10660,10808,▼99,－0.91%,10789,10707,10668,10486,32644,228233
2017/06/28,10759,10908,10709,10908,▲99,＋0.92%,10729,10707,10652,10475,27106,228401
2017/06/27,10908,11056,10759,10808,▼50,－0.46%,10660,10707,10635,10462,43564,232637
2017/06/26,10511,10957,10461,10858,▲297,＋2.82%,10610,10712,10620,10450,58511,233814
2017/06/23,10561,10660,10412,10561,▲50,＋0.47%,10561,10724,10602,10438,20212,233300
2017/06/22,10412,10759,10412,10511,▼50,－0.47%,10561,10749,10591,10428,11226,232076
2017/06/21,10511,10610,10412,10561,0.0,0.00%,10570,10776,10582,10419,11095,220124
2017/06/20,10610,10709,10461,10561,▼50,－0.47%,10580,10803,10569,10409,8282,221971
2017/06/19,10660,10759,10461,10610,▲50,＋0.47%,10620,10831,10556,10400,17311,222462
2017/06/16,10461,10709,10461,10561,0.0,0.00%,10620,10860,10547,10391,15685,220958
2017/06/15,10709,10759,10561,10561,▼50,－0.47%,10650,10890,10540,10382,8292,219071
2017/06/14,10759,10759,10561,10610,▼149,－1.38%,10689,10918,10535,10373,11101,218859
2017/06/13,10610,10808,10511,10759,▲149,＋1.40%,10739,10945,10526,10364,21890,218486
2017/06/12,10660,10709,10511,10610,▼99,－0.93%,10769,10962,10514,10353,11908,215145
2017/06/09,10808,10808,10561,10709,▼50,－0.46%,10818,10977,10506,10343,25795,214955
2017/06/08,10858,10957,10660,10759,▼99,－0.91%,10828,10984,10496,10332,18239,212367
2017/06/07,10908,11056,10759,10858,▼50,－0.45%,10838,10987,10486,10320,11059,210550
2017/06/05,10908,11007,10709,10908,▲50,＋0.46%,10848,10982,10475,10308,25414,208762
2017/06/02,10709,10908,10561,10858,▲99,＋0.92%,10848,10982,10464,10295,25576,207729
2017/06/01,10709,10908,10660,10759,▼50,－0.46%,10898,10977,10453,10283,18614,208337
2017/05/31,10908,10908,10709,10808,▼99,－0.91%,10957,10979,10442,10272,13821,207552
2017/05/30,10957,10957,10709,10908,0.0,0.00%,11007,10970,10433,10262,18490,207251
2017/05/29,11106,11106,10808,10908,▼198,－1.79%,11046,10937,10423,10251,15422,207631
2017/05/26,11056,11156,10759,11106,▲50,＋0.45%,11086,10910,10413,10241,39700,206229
2017/05/25,11255,11255,10957,11056,0.0,0.00%,11106,10873,10398,10229,26373,206037
2017/05/24,11056,11205,10908,11056,▼50,－0.45%,11126,10836,10388,10216,20062,205150
2017/05/23,11205,11205,10957,11106,0.0,0.00%,11136,10801,10378,10203,16815,201711
2017/05/22,11304,11304,11007,11106,▼99,－0.88%,11146,10769,10369,10190,7127,200708
2017/05/19,11205,11304,11106,11205,▲50,＋0.44%,11146,10732,10357,10179,19763,200978
2017/05/18,11007,11255,10759,11156,▲50,＋0.45%,11086,10697,10342,10167,26529,199589
2017/05/17,11156,11205,11007,11106,▼50,－0.44%,11027,10665,10330,10155,17085,198333
2017/05/16,11205,11205,10957,11156,▲50,＋0.45%,10967,10635,10317,10144,18622,198209
2017/05/15,10808,11304,10759,11106,▲198,＋1.82%,10888,10603,10305,10134,47922,198026
2017/05/12,10957,10957,10759,10908,▲50,＋0.46%,10848,10588,10292,10123,9502,197206
2017/05/11,10908,10908,10709,10858,▲50,＋0.46%,10818,10551,10282,10113,9846,195909
2017/05/10,10709,11056,10561,10808,▲50,＋0.46%,10808,10523,10274,10101,22377,194553
2017/05/08,10858,10908,10660,10759,▼149,－1.36%,10769,10496,10270,10088,13028,194144
2017/05/04,10908,10908,10610,10908,▲149,＋1.38%,10670,10456,10266,10073,14827,195754
2017/05/02,10858,10908,10511,10759,▼50,－0.46%,10561,10412,10260,10056,9237,194808
2017/04/28,10461,11007,10461,10808,▲198,＋1.87%,10481,10372,10250,10043,32405,195178
2017/04/27,10313,10610,10313,10610,▲347,＋3.38%,10382,10319,10240,10029,16784,193644
2017/04/26,10412,10461,10213,10263,▼99,－0.96%,10332,10279,10235,10015,12829,191416
2017/04/25,10511,10511,10263,10362,0.0,0.00%,10372,10260,10236,10003,10300,190438
2017/04/24,10313,10461,10213,10362,▲50,＋0.48%,10372,10237,10235,9991,7839,190381
2017/04/21,10362,10412,10263,10313,▼50,－0.48%,10402,10209,10232,9982,10212,189872
2017/04/20,10561,10561,10362,10362,▼99,－0.95%,10442,10187,10231,9975,7890,189059
2017/04/19,10362,10511,10213,10461,▲99,＋0.96%,10471,10167,10233,9970,12309,189038
2017/04/18,10511,10511,10313,10362,▼149,－1.42%,10481,10135,10235,9966,13236,188769
2017/04/17,10511,10660,10362,10511,0.0,0.00%,10570,10106,10237,9962,3583,188761
2017/04/14,10511,10511,10263,10511,0.0,0.00%,10501,10084,10237,9957,13115,189122
2017/04/13,10511,10759,10313,10511,0.0,0.00%,10461,10066,10234,9954,13046,189176
2017/04/12,10908,10908,10412,10511,▼297,－2.75%,10412,10051,10231,9951,43219,188895
2017/04/11,10065,12098,9966,10808,▲645,＋6.34%,10303,10029,10235,9948,139769,188108
2017/04/10,10263,10263,10015,10164,▼149,－1.44%,10144,9992,10231,9941,10139,189472
2017/04/07,10362,10412,10213,10313,▲50,＋0.48%,10104,9989,10235,9941,10573,189241
2017/04/06,10114,10313,9966,10263,▲297,＋2.99%,9989,9979,10243,9940,16846,188806
2017/04/05,10065,10114,9916,9966,▼50,－0.50%,9900,9975,10249,9940,2572,187891
2017/04/04,10015,10065,9896,10015,▲50,＋0.50%,9882,9987,10264,9943,5652,186065
2017/04/03,9916,10065,9807,9966,▲228,＋2.34%,9862,9997,10281,9947,8357,185664
2017/03/31,9896,9896,9718,9738,▼79,－0.81%,9827,10009,10296,9952,7601,184620
2017/03/30,9916,9916,9747,9817,▼59,－0.60%,9857,10028,10303,9960,5809,184303
2017/03/29,9916,9916,9787,9876,▼40,－0.40%,9886,10050,10298,9966,2792,184260
2017/03/28,9787,9916,9787,9916,▲129,＋1.32%,9872,10072,10290,9970,5694,184209
2017/03/27,9916,9916,9787,9787,▼99,－1.00%,9847,10092,10280,9976,5638,184356
2017/03/24,9916,9966,9847,9886,▼79,－0.80%,9902,10113,10273,9982,3534,184346
2017/03/23,9777,10015,9678,9966,▲159,＋1.62%,9958,10140,10265,9987,6703,184171
2017/03/22,9787,9886,9757,9807,▲20,＋0.20%,10007,10167,10256,9992,3436,183812
2017/03/21,10065,10164,9371,9787,▼278,－2.76%,10059,10205,10250,9996,21416,184012
2017/03/20,10015,10164,10015,10065,▼99,－0.98%,10114,10233,10245,10000,2068,183931
2017/03/17,10114,10164,9906,10164,▼50,－0.49%,10124,10246,10234,10001,15755,183939
2017/03/16,10065,10213,10015,10213,▲149,＋1.48%,10114,10258,10224,10003,4572,183428
2017/03/15,10114,10164,9966,10065,0.0,0.00%,10104,10266,10212,10004,2526,183233
2017/03/14,10164,10164,9966,10065,▼50,－0.49%,10134,10283,10203,10006,4286,183296
2017/03/13,10114,10213,10114,10114,0.0,0.00%,10164,10295,10192,10006,1768,183610
2017/03/10,10213,10213,9966,10114,▼50,－0.49%,10184,10305,10180,10005,6168,183627
2017/03/09,10263,10263,10065,10164,▼50,－0.49%,10184,10320,10168,10006,4021,184219
2017/03/08,10213,10263,10114,10213,0.0,0.00%,10204,10340,10155,10005,3463,184540
2017/03/07,10114,10263,10114,10213,0.0,0.00%,10223,10355,10141,10005,3321,184540
2017/03/06,10114,10263,10015,10213,▲99,＋0.98%,10243,10372,10126,10006,3334,184347
2017/03/03,10114,10263,9966,10114,▼149,－1.45%,10243,10370,10113,10009,11150,184329
2017/03/02,10412,10412,10164,10263,▼50,－0.48%,10303,10372,10102,10014,1239,184757
2017/02/28,10313,10412,10164,10313,0.0,0.00%,10352,10377,10091,10018,5745,184767
2017/02/27,10362,10362,10065,10313,▲99,＋0.97%,10402,10377,10080,10020,7184,185007
2017/02/24,10313,10412,10213,10213,▼198,－1.90%,10412,10377,10069,10022,4455,184962
2017/02/23,10412,10511,10263,10412,▼99,－0.94%,10432,10375,10060,10026,7951,185080
2017/02/22,10561,10561,10461,10511,▼50,－0.47%,10432,10367,10045,10028,4643,184968
2017/02/21,10610,10808,10461,10561,▲198,＋1.91%,10402,10365,10027,10027,30179,184647
2017/02/20,10313,10362,10164,10362,▲50,＋0.48%,10372,10365,10011,10027,3778,184707
2017/02/17,10412,10412,10114,10313,▼99,－0.95%,10362,10372,10001,10030,4778,184571
2017/02/16,10412,10412,10213,10412,▲50,＋0.48%,10362,10382,9991,10032,2690,184139
2017/02/15,10412,10412,10164,10362,▼50,－0.48%,10362,10377,9981,10035,6401,184238
2017/02/14,10412,10412,10164,10412,▲99,＋0.96%,10402,10377,9971,10039,6083,183053
2017/02/13,10263,10313,10164,10313,0.0,0.00%,10422,10394,9962,10044,2179,182179
2017/02/10,10313,10362,10213,10313,▼99,－0.95%,10471,10407,9955,10051,3651,181929
2017/02/09,10561,10561,10213,10412,▼149,－1.41%,10442,10409,9944,10059,9051,181994
2017/02/08,10511,10660,10412,10561,▲50,＋0.47%,10392,10429,9929,10065,5463,181735
2017/02/07,10511,10660,10461,10511,▼50,－0.47%,10352,10432,9905,10071,5730,181752
2017/02/06,10213,10561,10213,10561,▲397,＋3.90%,10313,10451,9880,10076,13078,181811
2017/02/03,10213,10263,10065,10164,0.0,0.00%,10263,10474,9851,10082,5293,181497
2017/02/02,10263,10362,10114,10164,▼198,－1.91%,10263,10508,9835,10091,6979,181337
2017/02/01,10114,10362,10114,10362,▲50,＋0.48%,10283,10508,9818,10099,1795,179983
2017/01/31,10313,10313,10114,10313,0.0,0.00%,10303,10465,9795,10106,807,179682
2017/01/26,10015,10610,10015,10313,▲149,＋1.46%,10352,10420,9769,10115,3139,179710
2017/01/25,10263,10461,10114,10164,▼99,－0.97%,10392,10371,9747,10125,2874,179448
2017/01/24,10362,10362,10164,10263,▼198,－1.90%,10461,10332,9733,10137,8175,179556
2017/01/23,10660,10660,10412,10461,▼99,－0.94%,10471,10289,9718,10148,3380,179995
2017/01/20,10511,10957,10461,10561,▲50,＋0.47%,10451,10237,9707,10157,9291,180482
2017/01/19,10313,10561,10313,10511,0.0,0.00%,10491,10180,9697,10165,2914,180981
2017/01/18,10263,10511,10263,10511,▲198,＋1.92%,10501,10128,9686,10175,6208,180649
2017/01/17,10263,10511,10114,10313,▼50,－0.48%,10471,10076,9678,10184,9802,180296
2017/01/16,10759,10759,10313,10362,▼397,－3.69%,10570,10037,9675,10193,9271,179565
2017/01/13,10412,10808,10412,10759,▲198,＋1.88%,10620,9993,9670,10205,7830,179973
2017/01/12,10263,10561,10263,10561,▲198,＋1.91%,10650,9932,9660,10215,8172,179656
2017/01/11,10610,10808,10313,10362,▼446,－4.13%,10739,9874,9651,10227,12094,179041
2017/01/10,10709,10808,10412,10808,▲198,＋1.87%,10838,9825,9647,10235,7719,178640
2017/01/09,10858,11056,10511,10610,▼297,－2.73%,10709,9754,9637,10240,11779,178249
2017/01/06,11106,11106,10858,10908,▼99,－0.90%,10487,9693,9632,10247,18052,177880
2017/01/05,10908,11106,10561,11007,▲149,＋1.37%,10188,9618,9622,10251,33352,177936
2017/01/04,10164,10858,10065,10858,▲694,＋6.83%,9853,9533,9613,10252,74897,171009
2017/01/03,9619,10313,9509,10164,▲664,＋6.99%,9559,9461,9608,10254,47304,163370
2017/01/02,9371,9519,9361,9500,▲89,＋0.95%,9404,9427,9617,10263,3557,152961
2016/12/29,9321,9410,9232,9410,▲79,＋0.85%,9388,9429,9634,10277,2528,152273
2016/12/28,9371,9390,9232,9331,▼59,－0.63%,9392,9442,9650,10288,1781,152269
2016/12/27,9331,9400,9331,9390,0.0,0.00%,9420,9460,9672,10297,2477,151891
2016/12/26,9381,9440,9321,9390,▼30,－0.32%,9434,9472,9691,10304,5281,151588
2016/12/23,9440,9450,9381,9420,▼10,－0.11%,9464,9478,9710,10313,3994,149674
2016/12/22,9509,9509,9371,9430,▼40,－0.42%,9478,9481,9727,10323,858,152729
2016/12/21,9430,9500,9390,9470,▲10,＋0.10%,9498,9488,9742,10332,2611,152670
2016/12/20,9420,9549,9420,9460,▼79,－0.83%,9484,9502,9755,10339,1931,152574
2016/12/19,9509,9549,9371,9539,▲50,＋0.52%,9470,9516,9768,10345,4780,152272
2016/12/16,9460,9569,9420,9490,▼40,－0.42%,9440,9528,9781,10349,3935,152380
2016/12/15,9351,9549,9351,9529,▲129,＋1.37%,9420,9544,9797,10357,6498,152445
2016/12/14,9420,9450,9321,9400,▲10,＋0.11%,9392,9561,9808,10371,7844,150058
2016/12/13,9430,9430,9321,9390,0.0,0.00%,9377,9583,9819,10386,2045,148959
2016/12/12,9291,9420,9291,9390,0.0,0.00%,9383,9598,9830,10402,4914,149067
2016/12/09,9331,9440,9281,9390,0.0,0.00%,9398,9602,9843,10419,3681,148660
2016/12/08,9252,9410,9252,9390,▲69,＋0.74%,9430,9590,9855,10435,2054,147876
2016/12/07,9470,9500,9222,9321,▼99,－1.05%,9484,9571,9869,10449,7036,147961
2016/12/06,9381,9490,9361,9420,▼50,－0.52%,9559,9546,9885,10465,7230,148278
2016/12/05,9619,9619,9420,9470,▼79,－0.83%,9603,9534,9905,10480,4228,148536
2016/12/02,9569,9648,9480,9549,▼109,－1.13%,9609,9520,9925,10495,3596,148812
2016/12/01,9628,9688,9519,9658,▼40,－0.41%,9595,9489,9945,10514,1593,146741
2016/11/30,9718,9738,9599,9698,▲59,＋0.62%,9579,9446,9960,10530,1616,146906
2016/11/29,9519,9698,9519,9638,▲139,＋1.46%,9589,9409,9975,10547,3399,147032
2016/11/28,9430,9519,9420,9500,▲20,＋0.21%,9611,9393,9992,10565,2420,145554
2016/11/25,9559,9668,9410,9480,▼99,－1.04%,9664,9386,10011,10584,2448,145233
2016/11/24,9589,9728,9371,9579,▼169,－1.73%,9730,9403,10027,10604,5579,145433
2016/11/23,9728,9777,9698,9747,0.0,0.00%,9789,9423,10044,10620,2645,146330
2016/11/22,9767,9817,9678,9747,▼20,－0.20%,9807,9428,10058,10633,5124,146870
2016/11/21,9777,9866,9678,9767,▼40,－0.40%,9795,9442,10072,10645,11772,146992
2016/11/18,9817,9896,9747,9807,▼69,－0.70%,9738,9459,10089,10657,4966,147547
2016/11/17,9678,9896,9678,9876,▲40,＋0.40%,9607,9474,10106,10668,6681,148188
2016/11/16,9886,9886,9718,9837,▲149,＋1.54%,9432,9486,10126,10679,7194,148057
2016/11/15,9480,9807,9371,9688,▲208,＋2.20%,9230,9495,10148,10691,14856,148138
2016/11/14,9093,9519,9093,9480,▲327,＋3.58%,9129,9519,10174,10703,10891,148882
2016/11/11,9063,9152,8944,9152,▲149,＋1.65%,9069,9553,10202,10718,8729,148186
2016/11/10,8815,9073,8815,9004,▲178,＋2.02%,9026,9611,10237,10735,11860,147342
2016/11/09,9182,9271,8528,8825,▼357,－3.89%,8986,9677,10272,10754,11408,148131
2016/11/08,9123,9222,9014,9182,0.0,0.00%,9010,9758,10312,10773,8140,158264
2016/11/07,8944,9202,8944,9182,▲248,＋2.77%,9037,9830,10347,10792,4928,158569
2016/11/04,8905,9004,8805,8934,▲129,＋1.46%,9075,9904,10380,10812,1684,158907
2016/11/03,8677,8885,8677,8805,▼139,－1.55%,9252,9982,10418,10836,13271,159379
2016/11/02,9271,9271,8895,8944,▼377,－4.04%,9484,10063,10460,10860,17902,159408
2016/11/01,9182,9390,9182,9321,▼50,－0.53%,9666,10146,10503,10882,4489,160969
2016/10/31,9817,9817,9321,9371,▼446,－4.55%,9805,10208,10541,10900,20592,150817
2016/10/28,9966,9966,9787,9817,▼149,－1.49%,9954,10265,10578,10920,13070,152587
