[일시]금호전기,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1997/02/20,20377,20377,19757,20067,▲465,＋2.37%,19044,18800,19465,22940,73160,N/A
1997/02/19,17975,19602,17975,19602,▲1395,＋7.66%,18765,18711,19543,23010,25430,N/A
1997/02/18,18208,18595,17975,18208,▼310,－1.67%,18688,18622,19619,23085,11600,N/A
1997/02/17,18673,18750,18440,18518,▼310,－1.65%,18951,18603,19721,23170,12660,N/A
1997/02/15,18673,19060,18673,18827,▲155,＋0.83%,19261,18549,19821,23254,19620,N/A
1997/02/14,19215,19370,18673,18673,▼542,－2.82%,19509,18541,19922,23336,17650,N/A
1997/02/13,19370,19990,19215,19215,▼310,－1.59%,19649,18618,20026,23416,41860,N/A
1997/02/12,19990,20145,19525,19525,▼542,－2.70%,19587,18614,20127,23482,24230,N/A
1997/02/11,20067,20067,19370,20067,0.0,0.00%,19556,18595,20223,23546,27090,N/A
1997/02/10,19912,20609,19757,20067,▲697,＋3.60%,19339,18518,20317,23599,39710,N/A
1997/02/06,19137,19680,18905,19370,▲465,＋2.46%,19122,18374,20404,23648,40740,N/A
1997/02/05,19370,19447,18827,18905,▼465,－2.40%,18889,18227,20507,23691,19660,N/A
1997/02/04,18982,20145,18982,19370,▲387,＋2.04%,18487,18088,20620,23733,52750,N/A
1997/02/03,19060,19292,18363,18982,0.0,0.00%,17944,17925,20725,23770,33430,N/A
1997/02/01,18595,19370,18208,18982,▲775,＋4.26%,17681,17723,20842,23812,68860,N/A
1997/01/31,17433,18208,16968,18208,▲1317,＋7.80%,17526,17506,20957,23856,40770,N/A
1997/01/30,16813,17355,16813,16890,▲232,＋1.40%,17541,17293,21085,23910,12910,N/A
1997/01/29,17820,17975,16503,16658,▼1007,－5.70%,17727,17204,21232,23975,17420,N/A
1997/01/28,18208,18440,17510,17665,▼542,－2.98%,17960,17189,21381,24041,15530,N/A
1997/01/27,18673,19292,17898,18208,▼77,－0.42%,17913,17193,21495,24102,22490,N/A
1997/01/25,17898,18750,17898,18285,▲465,＋2.61%,18006,17162,21607,24158,13960,N/A
1997/01/24,17433,18053,16658,17820,0.0,0.00%,18394,17127,21717,24217,13900,N/A
1997/01/23,17433,18208,17433,17820,▲387,＋2.22%,18657,17191,21831,24279,15820,N/A
1997/01/22,17433,18595,17355,17433,▼1240,－6.64%,18920,17337,21923,24345,18080,N/A
1997/01/21,20222,20222,18673,18673,▼1550,－7.66%,19137,17541,22016,24407,5970,N/A
1997/01/20,19370,20532,19370,20222,▲1085,＋5.67%,18843,17740,22105,24465,20010,N/A
1997/01/18,19137,19680,18363,19137,0.0,0.00%,18084,17816,22177,24506,17870,N/A
1997/01/17,18905,19990,18827,19137,▲620,＋3.35%,17479,17912,22268,24557,58610,N/A
1997/01/16,17588,18518,16813,18518,▲1317,＋7.66%,16875,18008,22353,24611,30880,N/A
1997/01/15,16658,17665,16503,17200,▲775,＋4.72%,16162,18165,22447,24674,20940,N/A
1997/01/14,16193,17278,16193,16426,▲310,＋1.92%,15651,18437,22574,24749,14530,N/A
1997/01/13,16271,16968,16116,16116,0.0,0.00%,15155,18756,22723,24835,24220,N/A
1997/01/11,15108,16116,14721,16116,▲1162,＋7.77%,14954,19086,22901,24928,9950,N/A
1997/01/10,14644,15341,14644,14954,▲310,＋2.12%,15000,19424,23084,25022,23960,N/A
1997/01/09,13714,15031,13249,14644,▲697,＋5.00%,15558,19854,23288,25125,23910,N/A
1997/01/08,14334,15108,13946,13946,▼1162,－7.69%,16147,20325,23495,25234,11490,N/A
1997/01/07,15108,15883,15108,15108,▼1240,－7.58%,16875,20851,23716,25351,9950,N/A
1997/01/06,17045,17045,16348,16348,▼1395,－7.86%,17672,21341,23929,25449,2720,N/A
1997/01/04,17433,17975,16890,17743,▲155,＋0.88%,18554,21750,24114,25533,14860,N/A
1997/01/03,17975,17975,17588,17588,▲1,＋0.01%,19308,22074,24277,25605,3490,N/A
1996/12/27,18795,19021,17587,17587,▼1510,－7.91%,20319,22433,24456,25682,8110,N/A
1996/12/26,19625,19776,19097,19097,▼1661,－8.00%,21150,22791,24622,25757,8080,N/A
1996/12/24,20455,21889,20455,20757,▼755,－3.51%,21542,23044,24759,25809,4260,N/A
1996/12/23,22569,22569,21512,21512,▼1132,－5.00%,21602,23222,24885,25848,3220,N/A
1996/12/21,20229,22644,20229,22644,▲906,＋4.17%,21633,23372,24992,25878,6840,N/A
1996/12/20,21587,21738,21134,21738,▲679,＋3.23%,21633,23486,25077,25895,4760,N/A
1996/12/19,21285,21285,21059,21059,0.0,0.00%,21844,23644,25179,25916,1890,N/A
1996/12/18,21663,21738,20757,21059,▼604,－2.79%,22176,23856,25300,25938,5440,N/A
1996/12/17,22795,22795,21663,21663,▼981,－4.33%,22538,24067,25424,25967,2500,N/A
1996/12/16,23172,23399,22644,22644,▼151,－0.66%,22916,24267,25548,25983,3840,N/A
1996/12/14,22720,23701,22720,22795,▲75,＋0.33%,23203,24399,25663,25990,2520,N/A
1996/12/13,23022,23323,22644,22720,▼151,－0.66%,23535,24539,25774,25993,5030,N/A
1996/12/12,23625,23776,22871,22871,▼679,－2.88%,23973,24686,25896,26000,3330,N/A
1996/12/11,25210,25210,23550,23550,▼528,－2.19%,24305,24825,25988,26001,3360,N/A
1996/12/10,22569,24758,22569,24078,▼377,－1.54%,24441,24950,26055,26000,4730,N/A
1996/12/09,24909,24909,24456,24456,▼453,－1.82%,24576,25041,26125,25994,4050,N/A
1996/12/07,24154,24909,24154,24909,▲377,＋1.54%,24637,25112,26177,25997,5570,N/A
1996/12/06,24229,24531,23776,24531,▲302,＋1.25%,24486,25150,26227,25997,1150,N/A
1996/12/05,24682,24682,24154,24229,▼528,－2.13%,24441,25203,26296,25999,820,N/A
1996/12/04,24531,24758,23852,24758,0.0,0.00%,24501,25218,26356,26003,9910,N/A
1996/12/03,24154,24758,23776,24758,▲604,＋2.50%,24531,25226,26416,25994,7620,N/A
1996/12/02,24305,24758,23701,24154,▼151,－0.62%,24561,25233,26477,25990,4330,N/A
1996/11/30,24229,25286,24154,24305,▼226,－0.92%,24788,25259,26551,25994,5170,N/A
1996/11/29,24909,25286,24229,24531,▼377,－1.52%,24984,25210,26619,25999,6350,N/A
1996/11/28,24909,24909,23776,24909,0.0,0.00%,25210,25135,26687,26004,10890,N/A
1996/11/27,25059,25210,23776,24909,▼377,－1.49%,25286,25090,26750,26000,3090,N/A
1996/11/26,25135,25286,25135,25286,0.0,0.00%,25422,25071,26806,25992,20,N/A
1996/11/25,24229,25286,24229,25286,▼377,－1.47%,25497,25037,26837,25973,2020,N/A
1996/11/22,25286,25663,24531,25663,▲377,＋1.49%,25573,24984,26868,25955,9790,N/A
1996/11/21,25512,25512,25286,25286,▼302,－1.18%,25648,24909,26881,25923,1140,N/A
1996/11/20,25663,25663,25059,25588,▼75,－0.29%,25769,24886,26892,25901,7520,N/A
1996/11/19,25663,25663,24984,25663,0.0,0.00%,25829,24875,26875,25889,12100,N/A
1996/11/18,26041,26041,24531,25663,▼377,－1.45%,25829,24931,26847,25886,5550,N/A
1996/11/16,25890,26267,25663,26041,▲151,＋0.58%,25814,25003,26814,25880,10490,N/A
1996/11/15,25210,26041,25210,25890,0.0,0.00%,25512,25059,26782,25877,5570,N/A
1996/11/14,25286,25890,25210,25890,▲226,＋0.88%,25316,25120,26754,25877,15180,N/A
1996/11/13,25210,25663,24909,25663,▲75,＋0.29%,25120,25184,26734,25876,19620,N/A
1996/11/12,24531,25588,24229,25588,▲1057,＋4.31%,24924,25297,26718,25885,33850,N/A
1996/11/11,24154,24833,24003,24531,▼377,－1.52%,24471,25388,26702,25885,6930,N/A
1996/11/09,23776,24909,23550,24909,0.0,0.00%,24169,25539,26709,25896,11250,N/A
1996/11/08,25663,25663,24380,24909,▲226,＋0.92%,23988,25709,26710,25913,28440,N/A
1996/11/07,23550,24682,23022,24682,▲1359,＋5.83%,23912,25841,26716,25931,70220,N/A
1996/11/06,23248,24078,23248,23323,▲302,＋1.31%,23897,25973,26728,25953,8700,N/A
1996/11/05,22946,23776,22644,23022,▼981,－4.09%,24078,26222,26767,25992,12200,N/A
1996/11/04,24531,24531,23852,24003,▼528,－2.15%,24305,26467,26798,26041,2760,N/A
1996/11/02,24607,24758,23399,24531,▼75,－0.31%,24471,26656,26824,26087,3730,N/A
1996/11/01,24229,24758,24154,24607,▲377,＋1.56%,24637,26822,26836,26128,2410,N/A
1996/10/31,23776,24531,23550,24229,▲75,＋0.31%,25075,27007,26846,26165,6490,N/A
1996/10/30,24531,24833,24154,24154,▼679,－2.74%,25648,27222,26870,26205,3480,N/A
1996/10/29,26041,26041,24833,24833,▼528,－2.08%,26252,27467,26901,26237,900,N/A
1996/10/28,26796,26796,25361,25361,▼1434,－5.35%,26705,27705,26924,26263,1330,N/A
1996/10/26,26796,27097,26796,26796,▼302,－1.11%,27067,27909,26948,26286,3630,N/A
1996/10/25,26418,27173,26418,27097,▼75,－0.28%,27294,28071,26955,26293,950,N/A
1996/10/24,27324,27701,27173,27173,▲75,＋0.28%,27354,28135,26959,26300,10150,N/A
1996/10/23,27550,27928,26418,27097,▼75,－0.28%,27430,28154,26962,26304,2850,N/A
1996/10/22,26871,28305,26871,27173,▼755,－2.70%,27671,28215,26973,26311,12160,N/A
1996/10/21,25814,27928,25814,27928,▲528,＋1.93%,27747,28233,26987,26316,5060,N/A
1996/10/19,26041,27399,26041,27399,▼151,－0.55%,27626,28233,26968,26323,3870,N/A
1996/10/18,28305,28305,27550,27550,▼755,－2.67%,27807,28298,26953,26327,12100,N/A
1996/10/17,27852,29135,27550,28305,▲755,＋2.74%,27882,28313,26934,26339,63670,N/A
1996/10/16,27550,27550,26871,27550,▲226,＋0.83%,27777,28313,26909,26338,20460,N/A
1996/10/15,28305,28381,27022,27324,▼981,－3.47%,27837,28358,26892,26351,12460,N/A
1996/10/14,28079,28683,27928,28305,▲377,＋1.35%,28033,28422,26860,26364,18690,N/A
1996/10/12,27852,28305,27550,27928,▲151,＋0.54%,28079,28426,26811,26372,16650,N/A
1996/10/11,28003,28984,27777,27777,▼75,－0.27%,28305,28460,26765,26377,32500,N/A
1996/10/10,28532,28683,27777,27852,▼453,－1.60%,28667,28505,26714,26394,29800,N/A
1996/10/09,28683,29060,28154,28305,▼226,－0.79%,28984,28524,26652,26410,25590,N/A
1996/10/08,28683,29060,28381,28532,▼528,－1.82%,29332,28467,26577,26432,12930,N/A
1996/10/07,29815,29890,28758,29060,▼528,－1.79%,29301,28399,26510,26449,18450,N/A
1996/10/05,29060,29815,29060,29588,▲151,＋0.51%,29000,28267,26419,26451,26340,N/A
1996/10/04,30570,30871,29060,29437,▼604,－2.01%,28743,28086,26317,26443,94270,N/A
1996/10/02,28381,30041,28381,30041,▲1661,＋5.85%,28366,27841,26212,26442,86300,N/A
1996/10/01,27550,28683,27173,28381,▲830,＋3.01%,27943,27539,26104,26433,33880,N/A
1996/09/30,28305,28305,27550,27550,▼755,－2.67%,28003,27305,26014,26445,14020,N/A
1996/09/25,27550,28305,27550,28305,▲755,＋2.74%,28064,27131,25945,26458,27860,N/A
1996/09/24,27928,28532,27550,27550,▼377,－1.35%,28064,26928,25863,26462,17940,N/A
1996/09/23,28532,28532,27777,27928,▼755,－2.63%,28245,26784,25818,26472,51090,N/A
1996/09/21,27550,28984,27550,28683,▲830,＋2.98%,28381,26622,25768,26484,131780,N/A
1996/09/20,27626,28305,27550,27852,▼453,－1.60%,28320,26422,25702,26497,24870,N/A
1996/09/19,28532,28833,27626,28305,▼151,－0.53%,28471,26275,25649,26511,33780,N/A
1996/09/18,28607,29437,28305,28456,▼151,－0.53%,28547,26109,25573,26521,76140,N/A
1996/09/17,27928,28683,27550,28607,▲226,＋0.80%,28501,25950,25504,26533,50090,N/A
1996/09/16,28532,29060,28381,28381,▼226,－0.79%,28215,25788,25436,26540,23590,N/A
1996/09/14,28683,28909,28456,28607,▼75,－0.26%,27973,25652,25378,26549,19920,N/A
1996/09/13,28230,29437,28230,28683,▲453,＋1.60%,27535,25467,25320,26550,107980,N/A
1996/09/12,26871,28758,26871,28230,▲1057,＋3.89%,26992,25312,25251,26540,97180,N/A
1996/09/11,27173,27550,26796,27173,0.0,0.00%,26252,25161,25179,26534,22840,N/A
1996/09/10,26418,28003,26041,27173,▲755,＋2.86%,25618,25063,25110,26542,150040,N/A
1996/09/09,27475,27475,26418,26418,▲453,＋1.74%,24924,24988,25041,26548,52250,N/A
1996/09/07,24758,25965,24758,25965,▲1434,＋5.85%,24456,24969,24965,26561,54260,N/A
1996/09/06,24003,25135,24003,24531,▲528,＋2.20%,24108,24980,24910,26576,27050,N/A
1996/09/05,24154,24305,23701,24003,▲302,＋1.27%,24139,25093,24902,26603,3380,N/A
1996/09/04,23701,24078,23701,23701,▼377,－1.57%,24274,25256,24925,26633,5380,N/A
1996/09/03,23248,24154,23248,24078,▼151,－0.62%,24471,25437,24945,26658,6320,N/A
1996/09/02,24682,24682,24154,24229,▼453,－1.83%,24637,25599,24971,26677,5590,N/A
1996/08/31,24833,24833,24682,24682,0.0,0.00%,24788,25777,24999,26700,3150,N/A
1996/08/30,24682,24682,24682,24682,0.0,0.00%,24909,25943,25018,26722,7910,N/A
1996/08/29,24758,24758,23474,24682,▼226,－0.91%,25044,26048,25052,26746,7030,N/A
1996/08/28,24531,24909,23550,24909,▼75,－0.30%,25241,26139,25068,26770,28230,N/A
1996/08/27,24531,25588,24531,24984,▼302,－1.19%,25241,26214,25083,26792,3490,N/A
1996/08/26,25361,25361,24909,25286,▼75,－0.30%,25361,26305,25116,26816,4950,N/A
1996/08/24,25663,26418,25361,25361,▼302,－1.18%,25346,26369,25145,26843,7660,N/A
1996/08/23,24909,26041,24909,25663,▲755,＋3.03%,25316,26369,25179,26870,21430,N/A
1996/08/22,25890,25890,24909,24909,▼679,－2.65%,25316,26354,25217,26886,2540,N/A
1996/08/21,24531,25588,24531,25588,▲377,＋1.50%,25543,26369,25285,26909,3750,N/A
1996/08/20,24456,25512,24456,25210,0.0,0.00%,25663,26324,25349,26931,9970,N/A
1996/08/19,25059,26041,24607,25210,▼453,－1.76%,25980,26271,25419,26963,4230,N/A
1996/08/17,26041,26041,25663,25663,▼377,－1.45%,26388,26199,25483,26994,6630,N/A
1996/08/16,26946,26946,25286,26041,▼151,－0.58%,26720,26143,25540,27017,10360,N/A
1996/08/14,27173,27173,26192,26192,▼604,－2.25%,26977,26022,25573,27039,4560,N/A
1996/08/13,26494,27701,26494,26796,▼453,－1.66%,27294,25886,25603,27057,9390,N/A
1996/08/12,27852,27852,27173,27248,▼75,－0.28%,27535,25701,25624,27075,12890,N/A
1996/08/10,27097,27777,27097,27324,0.0,0.00%,27445,25516,25631,27093,13850,N/A
1996/08/09,27777,27777,27248,27324,▼453,－1.63%,27279,25301,25641,27111,16000,N/A
1996/08/08,28230,28381,27777,27777,▼226,－0.81%,27097,25105,25646,27130,45770,N/A
1996/08/07,26946,28003,26946,28003,▲1208,＋4.51%,26901,24886,25648,27141,30120,N/A
1996/08/06,26494,26871,26192,26796,▲302,＋1.14%,26614,24727,25646,27151,27720,N/A
1996/08/05,26494,26796,26343,26494,▲75,＋0.29%,26328,24633,25677,27163,14800,N/A
1996/08/03,26871,26871,26418,26418,▼377,－1.41%,26101,24546,25701,27172,17960,N/A
1996/08/02,26645,27324,26645,26796,▲226,＋0.85%,25860,24459,25744,27185,56340,N/A
1996/08/01,25588,26569,25437,26569,▲1208,＋4.76%,25437,24305,25768,27186,48100,N/A
1996/07/31,25361,25437,25135,25361,0.0,0.00%,24954,24191,25809,27177,12060,N/A
1996/07/30,24909,25588,24682,25361,▲151,＋0.60%,24637,24150,25868,27179,19680,N/A
1996/07/29,25135,25588,24984,25210,▲528,＋2.14%,24471,24127,25933,27188,28030,N/A
1996/07/27,24531,25286,24229,24682,▲528,＋2.19%,24154,24124,25989,27201,26240,N/A
1996/07/26,23927,25135,23927,24154,▲377,＋1.59%,23912,24116,26075,27221,24770,N/A
1996/07/25,24380,24909,23776,23776,▼755,－3.08%,23701,24105,26168,27243,8320,N/A
1996/07/24,23625,24531,22644,24531,▲906,＋3.83%,23656,24067,26287,27271,17860,N/A
1996/07/23,23097,23776,23097,23625,▲151,＋0.64%,23354,23991,26388,27293,14890,N/A
1996/07/22,22795,23701,22795,23474,▲377,＋1.63%,23308,23905,26482,27318,7400,N/A
1996/07/20,23399,23399,23097,23097,▼453,－1.92%,23293,23863,26569,27349,6830,N/A
1996/07/19,23022,23550,22644,23550,▲528,＋2.30%,23640,23912,26672,27380,13150,N/A
1996/07/18,23776,24154,23022,23022,▼377,－1.61%,23912,24003,26763,27397,8640,N/A
1996/07/16,23022,23399,22040,23399,0.0,0.00%,24259,24097,26876,27429,11510,N/A
1996/07/15,24909,24909,23399,23399,▼1434,－5.78%,24516,24210,26972,27460,8000,N/A
1996/07/13,24984,25437,24833,24833,▼75,－0.30%,24576,24335,27060,27479,15770,N/A
1996/07/12,24758,24909,24758,24909,▲151,＋0.61%,24471,24384,27125,27492,11260,N/A
1996/07/11,24984,25588,24758,24758,▲75,＋0.31%,24395,24475,27201,27511,14940,N/A
1996/07/10,23852,24758,23852,24682,▲981,＋4.14%,24425,24520,27291,27530,18780,N/A
1996/07/09,24305,24305,23399,23701,▼604,－2.48%,24516,24576,27373,27554,10620,N/A
1996/07/08,24909,24909,24229,24305,▼226,－0.92%,24682,24739,27470,27583,4560,N/A
1996/07/06,24531,24909,24531,24531,▼377,－1.52%,24607,24875,27563,27607,7590,N/A
1996/07/05,25059,25059,24305,24909,▼226,－0.90%,24305,25018,27645,27633,14500,N/A
1996/07/04,24833,25286,24531,25135,▲604,＋2.46%,23927,25169,27720,27657,34700,N/A
1996/07/03,23776,24531,23097,24531,▲604,＋2.52%,23278,25361,27779,27682,15540,N/A
1996/07/02,23022,24154,23022,23927,▲906,＋3.93%,22901,25607,27830,27714,33140,N/A
1996/07/01,22040,23022,22040,23022,0.0,0.00%,22931,25882,27890,27746,12910,N/A
1996/06/29,21889,23022,20682,23022,▲1132,＋5.17%,23399,26184,27974,27781,19780,N/A
1996/06/28,21889,23097,21889,21889,▼755,－3.33%,23776,26486,28055,27820,13130,N/A
1996/06/27,24078,24078,22644,22644,▼1434,－5.96%,24531,26792,28157,27868,10650,N/A
1996/06/26,24607,24682,23927,24078,▼1283,－5.06%,25180,27060,28242,27906,6250,N/A
1996/06/25,24154,25361,23776,25361,▲453,＋1.82%,25527,27260,28304,27926,14890,N/A
1996/06/24,25286,25286,24531,24909,▼755,－2.94%,25799,27373,28340,27923,12420,N/A
1996/06/22,25663,26041,25512,25663,▼226,－0.87%,25950,27524,28371,27930,16010,N/A
1996/06/21,26041,26192,25890,25890,▲75,＋0.29%,25980,27622,28383,27927,19670,N/A
1996/06/20,26645,26645,25814,25814,▼906,－3.39%,26192,27724,28401,27931,2300,N/A
1996/06/19,26418,26720,26041,26720,▲1057,＋4.12%,26433,27826,28426,27936,36690,N/A
1996/06/18,25890,26267,25286,25663,▼151,－0.58%,26569,27924,28440,27933,17140,N/A
1996/06/17,26418,26796,25663,25814,▼1132,－4.20%,27022,28037,28471,27948,10840,N/A
1996/06/15,26796,27173,25663,26946,▼75,－0.28%,27656,28196,28500,27962,12890,N/A
1996/06/14,27173,27701,27022,27022,▼377,－1.38%,28154,28260,28516,27965,11460,N/A
1996/06/13,27550,28683,27399,27399,▼528,－1.89%,28637,28362,28540,27956,10270,N/A
1996/06/12,28833,29135,27928,27928,▼1057,－3.65%,28969,28437,28562,27957,24490,N/A
1996/06/11,29286,29739,28758,28984,▼453,－1.54%,29196,28501,28555,27954,20530,N/A
1996/06/10,29437,30871,28683,29437,0.0,0.00%,29000,28483,28534,27945,122330,N/A
1996/06/08,29060,30192,28833,29437,▲377,＋1.30%,28713,28501,28514,27930,57900,N/A
1996/06/07,29815,29815,28683,29060,0.0,0.00%,28441,28516,28506,27912,39740,N/A
1996/06/05,28003,29060,27777,29060,▲1057,＋3.77%,28154,28611,28505,27885,57520,N/A
1996/06/04,27928,28154,27550,28003,0.0,0.00%,27928,28686,28494,27857,14540,N/A
1996/06/03,27852,28003,27399,28003,▼75,－0.27%,27852,28750,28505,27833,12050,N/A
1996/06/01,27626,28305,27626,28079,▲453,＋1.64%,27837,28784,28510,27798,8800,N/A
1996/05/31,27928,28079,27626,27626,▼302,－1.08%,27792,28845,28525,27771,6200,N/A
1996/05/30,28305,28305,27248,27928,▲302,＋1.09%,28003,28913,28555,27761,16940,N/A
1996/05/29,27928,28154,27173,27626,▼302,－1.08%,28003,29007,28581,27752,12670,N/A
1996/05/28,27550,28230,27550,27928,▲75,＋0.27%,28275,29083,28613,27762,16080,N/A
1996/05/27,28305,28305,27701,27852,▼830,－2.89%,28335,29120,28633,27758,13910,N/A
1996/05/25,27928,28683,26946,28683,▲755,＋2.70%,28577,29166,28656,27757,25420,N/A
1996/05/23,29135,29135,27928,27928,▼1057,－3.65%,28622,29203,28650,27750,23170,N/A
1996/05/22,28154,28984,27777,28984,▲755,＋2.67%,28879,29317,28644,27755,37250,N/A
1996/05/21,28683,29060,28230,28230,▼830,－2.86%,28803,29347,28626,27746,10380,N/A
1996/05/20,28683,29060,28305,29060,▲151,＋0.52%,29120,29411,28605,27731,13220,N/A
1996/05/18,29060,29588,28683,28909,▼302,－1.03%,29256,29452,28544,27709,15330,N/A
1996/05/17,28683,29211,27928,29211,▲604,＋2.11%,29664,29479,28490,27700,35140,N/A
1996/05/16,29966,29966,28305,28607,▼1208,－4.05%,29936,29490,28444,27691,12760,N/A
1996/05/15,29060,30192,29060,29815,▲75,＋0.25%,30071,29494,28413,27689,40990,N/A
1996/05/14,31249,31249,29588,29739,▼1208,－3.90%,29845,29381,28367,27692,31150,N/A
1996/05/13,30796,32079,30796,30947,▲377,＋1.23%,29754,29271,28319,27696,108390,N/A
1996/05/11,29437,30570,29135,30570,▲1283,＋4.38%,29362,29128,28255,27692,49170,N/A
1996/05/10,28758,29286,28456,29286,▲604,＋2.11%,29211,28992,28198,27695,30320,N/A
1996/05/09,29286,29437,28607,28683,▼604,－2.06%,29181,28928,28154,27702,13920,N/A
1996/05/08,29060,30117,28758,29286,▲302,＋1.04%,29181,28883,28129,27714,47000,N/A
1996/05/07,29890,30192,28984,28984,▼830,－2.78%,29075,28807,28087,27721,18450,N/A
1996/05/06,29286,30192,29286,29815,▲679,＋2.33%,29166,28735,28032,27731,44610,N/A
1996/05/04,29060,29437,28984,29135,▲453,＋1.58%,29241,28581,27982,27736,19090,N/A
1996/05/03,28305,29060,28305,28683,▼75,－0.26%,29332,28445,27948,27750,8130,N/A
1996/05/02,29437,29739,28532,28758,▼679,－2.31%,29498,28358,27899,27767,15660,N/A
1996/04/30,30268,30570,29060,29437,▼755,－2.50%,29724,28286,27860,27784,24030,N/A
1996/04/29,29815,30947,29815,30192,▲604,＋2.04%,29724,28192,27821,27803,86720,N/A
1996/04/27,29513,29890,29286,29588,▲75,＋0.26%,29573,28060,27769,27816,26740,N/A
1996/04/26,30192,30192,29513,29513,▼377,－1.26%,29392,27958,27735,27827,37650,N/A
1996/04/25,28683,30947,28532,29890,▲453,＋1.54%,29000,27879,27696,27837,161680,N/A
1996/04/24,29437,29815,28984,29437,0.0,0.00%,28532,27807,27651,27845,61520,N/A
1996/04/23,29135,30117,29060,29437,▲755,＋2.63%,28260,27769,27622,27849,98530,N/A
1996/04/22,27777,29060,27626,28683,▲1132,＋4.11%,27943,27675,27594,27847,81670,N/A
1996/04/20,27550,28003,27399,27550,0.0,0.00%,27807,27626,27586,27845,13270,N/A
1996/04/19,27852,27928,27550,27550,▼528,－1.88%,27852,27660,27598,27857,6180,N/A
1996/04/18,27928,28381,27928,28079,▲226,＋0.81%,27898,27731,27602,27872,12250,N/A
1996/04/17,28305,28305,27777,27852,▼151,－0.54%,27792,27777,27587,27883,10100,N/A
1996/04/16,27777,28683,27777,28003,▲226,＋0.82%,27565,27803,27584,27902,31190,N/A
1996/04/15,27777,27928,27173,27777,0.0,0.00%,27248,27837,27579,27945,16740,N/A
1996/04/13,27173,27777,27097,27777,▲226,＋0.82%,27082,27864,27569,27999,9770,N/A
1996/04/12,27173,27550,26796,27550,▲830,＋3.11%,26992,27924,27548,28056,21680,N/A
1996/04/10,26494,26796,26041,26720,▲302,＋1.14%,26992,28018,27506,28116,11200,N/A
1996/04/09,26946,27173,26418,26418,▼528,－1.96%,27158,28154,27489,28188,9390,N/A
1996/04/08,27097,27550,26946,26946,▼377,－1.38%,27384,28313,27471,28257,5890,N/A
1996/04/06,27550,27550,27173,27324,▼226,－0.82%,27581,28422,27461,28328,5150,N/A
1996/04/04,27248,27701,27248,27550,0.0,0.00%,27807,28516,27446,28399,10160,N/A
1996/04/03,27173,27928,27173,27550,0.0,0.00%,28033,28554,27427,28472,9370,N/A
1996/04/02,28003,28003,27550,27550,▼377,－1.35%,28033,28554,27426,28549,7170,N/A
1996/04/01,28230,28230,27550,27928,▼528,－1.86%,28064,28573,27425,28623,12690,N/A
1996/03/30,28305,28456,28003,28456,▼226,－0.79%,28124,28524,27414,28696,7510,N/A
1996/03/29,27852,28683,27248,28683,▲1132,＋4.11%,28230,28373,27372,28761,29000,N/A
1996/03/28,27777,27777,27173,27550,▼151,－0.54%,28290,28222,27352,28824,13020,N/A
1996/03/27,27475,28230,27475,27701,▼528,－1.87%,28456,28165,27352,28893,26300,N/A
1996/03/26,28456,28984,27777,28230,▼755,－2.60%,28652,28120,27357,28962,13360,N/A
1996/03/25,29437,29437,28833,28984,0.0,0.00%,28667,28060,27345,29030,30220,N/A
1996/03/23,28683,29437,28683,28984,▲604,＋2.13%,28667,27954,27318,29090,46310,N/A
1996/03/22,28909,29286,28381,28381,▼302,－1.05%,28758,27860,27265,29147,23830,N/A
1996/03/21,28305,28984,27701,28683,▲377,＋1.33%,28969,27799,27221,29206,20820,N/A
1996/03/20,28984,28984,28305,28305,▼679,－2.34%,29151,27698,27162,29256,17150,N/A
1996/03/19,29437,29437,28381,28984,▼453,－1.54%,29317,27641,27086,29308,31730,N/A
1996/03/18,29437,30041,29060,29437,0.0,0.00%,29362,27531,27017,29353,51490,N/A
1996/03/16,29437,29815,29211,29437,▼151,－0.51%,29135,27343,26967,29391,15220,N/A
1996/03/15,29060,30192,29060,29588,▲453,＋1.55%,28758,27211,26923,29422,82590,N/A
1996/03/14,29211,29437,28532,29135,▼75,－0.26%,28426,27086,26911,29451,62110,N/A
1996/03/13,28381,29588,28381,29211,▲906,＋3.20%,27988,26916,26882,29485,113930,N/A
1996/03/12,27550,28532,27550,28305,▲755,＋2.74%,27233,26777,26857,29524,90470,N/A
1996/03/11,27399,28230,27248,27550,▼377,－1.35%,26705,26716,26851,29582,22250,N/A
1996/03/09,27173,28532,27173,27928,▲981,＋3.64%,26479,26694,26866,29650,46710,N/A
1996/03/08,25814,26946,25814,26946,▲1510,＋5.93%,26252,26675,26866,29718,68670,N/A
1996/03/07,25663,25663,24909,25437,▼226,－0.88%,26267,26686,26857,29795,10580,N/A
1996/03/06,26041,26418,25286,25663,▼755,－2.86%,26554,26773,26874,29881,18370,N/A
1996/03/05,26720,26796,25890,26418,▼377,－1.41%,26841,26875,26910,29966,1940,N/A
1996/03/04,27173,27173,26116,26796,▼226,－0.84%,26992,26943,26939,30039,6940,N/A
1996/03/02,27173,27173,26418,27022,▲151,＋0.56%,26962,27011,26965,30092,1980,N/A
1996/02/29,27550,27550,26494,26871,▼226,－0.84%,26992,27075,27017,30147,11140,N/A
1996/02/28,27173,27173,26796,27097,▼75,－0.28%,26977,27120,27072,30206,5270,N/A
