[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2002/03/05,35256,35313,34851,34967,▲116,＋0.33%,35175,35938,35402,34660,72069,9710
2002/03/04,35024,35429,34851,34851,0.0,0.00%,35348,36068,35389,34650,61363,9609
2002/02/28,35198,35545,34851,34851,▼694,－1.95%,35417,36247,35369,34640,70454,9709
2002/02/27,35949,36123,35024,35545,▼116,－0.32%,35371,36466,35346,34633,60459,9716
2002/02/26,35834,36469,35602,35660,▼173,－0.48%,35313,36634,35333,34638,43572,9702
2002/02/25,35487,35834,35082,35834,▲636,＋1.81%,35175,36779,35318,34647,62102,9706
2002/02/22,34678,35256,34389,35198,▲578,＋1.67%,35175,36828,35300,34656,40628,9707
2002/02/21,35371,35487,34446,34620,▼636,－1.80%,35487,36859,35299,34671,62013,9640
2002/02/20,34735,35313,34678,35256,▲289,＋0.83%,35949,36894,35295,34681,29670,9851
2002/02/19,35834,35834,34735,34967,▼867,－2.42%,36284,36883,35286,34679,99751,9806
2002/02/18,36758,36989,35776,35834,▼925,－2.52%,36689,36857,35276,34674,54015,9823
2002/02/15,36932,37163,36354,36758,▼173,－0.47%,36932,36790,35257,34662,42780,9823
2002/02/14,36989,37105,36354,36932,0.0,0.00%,36862,36628,35241,34643,43405,9823
2002/02/08,36932,36932,35891,36932,▼58,－0.16%,36758,36510,35237,34627,30230,9842
2002/02/07,36816,37336,36123,36989,▼58,－0.16%,36712,36391,35225,34610,31740,9842
2002/02/06,36412,37567,36007,37047,▲636,＋1.75%,36712,36279,35206,34584,65965,9857
2002/02/05,36123,36758,35834,36412,0.0,0.00%,36816,36189,35186,34555,28379,9798
2002/02/04,36701,37047,36296,36412,▼289,－0.79%,37221,36123,35187,34533,37306,9845
2002/02/01,36932,37278,36412,36701,▼289,－0.78%,37787,36065,35198,34515,56750,9802
2002/01/31,37510,37510,36296,36989,▼578,－1.54%,38226,36007,35216,34499,68055,9802
2002/01/30,37741,38145,36701,37567,▼867,－2.26%,38538,35949,35234,34473,47750,9794
2002/01/29,39590,39590,38434,38434,▼809,－2.06%,38388,35854,35214,34428,56450,9369
2002/01/28,39070,39590,38261,39244,▲347,＋0.89%,37868,35738,35179,34373,53310,9379
2002/01/25,38608,38955,37914,38897,▲347,＋0.90%,37082,35565,35128,34309,66880,9264
2002/01/24,36816,39070,36701,38550,▲1734,＋4.71%,36308,35371,35072,34239,165410,9098
2002/01/23,35834,37278,35660,36816,▲983,＋2.74%,35487,35181,35032,34171,146772,8855
2002/01/22,35140,35949,35024,35834,▲520,＋1.47%,35024,35091,34978,34109,82040,8852
2002/01/21,34735,35429,34735,35313,▲289,＋0.83%,34562,35059,34917,34058,29798,8852
2002/01/18,35082,35198,34389,35024,▲578,＋1.68%,34412,35031,34870,34001,34893,8617
2002/01/17,34389,35198,34157,34446,▼58,－0.17%,34319,34976,34823,33947,42377,8547
2002/01/16,33522,35487,33522,34504,▲983,＋2.93%,34377,34944,34792,33898,73910,8477
2002/01/15,34157,34678,33522,33522,▼1040,－3.01%,34527,34901,34762,33849,67430,8294
2002/01/14,34967,35140,34273,34562,0.0,0.00%,34839,34855,34745,33818,76810,8377
2002/01/11,34793,35429,34331,34562,▼173,－0.50%,34978,34754,34732,33787,90928,8453
2002/01/10,35834,35834,34735,34735,▼520,－1.48%,35175,34666,34713,33755,59238,8706
2002/01/09,35313,35487,34735,35256,▲173,＋0.49%,35394,34587,34681,33723,78424,8769
2002/01/08,35371,35602,34967,35082,▼173,－0.49%,35475,34517,34626,33681,68891,8463
2002/01/07,35602,35776,35082,35256,▼289,－0.81%,35683,34445,34574,33647,57550,8417
2002/01/04,35834,36238,35256,35545,▼289,－0.81%,35787,34417,34511,33611,66810,8394
2002/01/03,35834,36238,35024,35834,▲173,＋0.49%,35683,34375,34442,33580,75551,8394
2002/01/02,36296,36296,35660,35660,▼462,－1.28%,35466,34320,34373,33551,39553,8423
2001/12/28,36065,36238,35487,36123,▲347,＋0.97%,35338,34244,34312,33524,61390,1054054
2001/12/27,34389,35776,34273,35776,▲752,＋2.15%,35152,34121,34250,33486,61460,1054054
2001/12/26,34748,35189,34306,35023,▲276,＋0.79%,34946,34006,34194,33455,59540,1036634
2001/12/24,35685,35685,34637,34748,▼276,－0.79%,34725,33995,34140,33426,26543,1027004
2001/12/21,35023,35189,34361,35023,▼165,－0.47%,34538,33995,34098,33409,59109,1025514
2001/12/20,34748,35520,34748,35189,▲441,＋1.27%,34262,33981,34065,33392,90160,1013854
2001/12/19,33644,34913,33534,34748,▲827,＋2.44%,33744,33978,34042,33370,82619,1014114
2001/12/18,34196,34637,33424,33920,▲110,＋0.33%,33302,33959,34031,33348,68391,1013934
2001/12/17,34196,34472,33589,33810,▲165,＋0.49%,33082,34000,34035,33323,60361,1013064
2001/12/14,32596,34196,32100,33644,▲1048,＋3.21%,32949,34028,34042,33297,96592,1007494
2001/12/13,32541,32762,31879,32596,▲55,＋0.17%,32994,34080,34024,33278,121510,1007494
2001/12/12,32541,32707,31990,32541,▼276,－0.84%,33203,34240,34012,33262,64451,1043684
2001/12/11,32376,33148,32376,32817,▼331,－1.00%,33633,34447,33994,33241,35050,1057204
2001/12/10,33644,34141,33038,33148,▼717,－2.12%,34008,34618,33975,33225,68719,1070934
2001/12/07,33644,34251,33589,33865,▲221,＋0.66%,34328,34753,33919,33206,83720,1086144
2001/12/06,34692,35134,33148,33644,▼1048,－3.02%,34384,34852,33918,33187,134479,1091854
2001/12/05,34968,35023,34582,34692,0.0,0.00%,34384,34993,33926,33173,55720,1133663
2001/12/04,34637,34748,34196,34692,▼55,－0.16%,34141,35112,33925,33116,35280,1134813
2001/12/03,34141,34748,33755,34748,▲607,＋1.78%,34163,35266,33925,33048,36262,1131603
2001/11/30,33534,34472,33534,34141,▲496,＋1.48%,34163,35431,33918,32976,29885,1131803
2001/11/29,33148,34196,33148,33644,▲165,＋0.49%,34284,35545,33911,32907,50884,1129833
2001/11/28,34803,35078,33093,33479,▼1324,－3.80%,34582,35680,33911,32833,78068,1136793
2001/11/27,35023,36126,34472,34803,▲55,＋0.16%,34759,35812,33920,32761,121184,1136273
2001/11/26,35299,35299,34472,34748,0.0,0.00%,34748,35851,33942,32678,95970,1117223
2001/11/23,35244,35465,34637,34748,▼386,－1.10%,34670,35920,33976,32597,84121,1119323
2001/11/22,34361,35575,34361,35134,▲772,＋2.25%,34659,35862,34012,32521,76091,1136984
2001/11/21,34637,35189,34361,34361,▼386,－1.11%,34792,35713,34042,32439,55361,1137144
2001/11/20,34472,34858,34251,34748,▲386,＋1.12%,35255,35619,34067,32355,99105,1132294
2001/11/19,34196,35078,33975,34361,▼331,－0.95%,35553,35492,34071,32264,166870,1144714
2001/11/16,35575,35685,34472,34692,▼1103,－3.08%,35851,35404,34071,32178,156698,1216574
2001/11/15,36678,36788,35795,35795,▼882,－2.41%,36082,35305,34066,32089,65180,1267174
2001/11/14,36237,36678,35685,36678,▲441,＋1.22%,36215,35139,34044,31990,65130,1266674
2001/11/13,35851,36237,35520,36237,▲386,＋1.08%,36292,34996,34017,31885,41080,1266329
2001/11/12,35851,35961,35299,35851,0.0,0.00%,36601,34855,33996,31784,58929,1266329
2001/11/09,36512,36899,35520,35851,▼607,－1.66%,37042,34703,33962,31683,66837,1293709
2001/11/08,36954,37340,36237,36457,▼607,－1.64%,37152,34508,33923,31583,47780,1304649
2001/11/07,37781,37947,36843,37064,▼717,－1.90%,37130,34284,33879,31470,43038,1304439
2001/11/06,38498,38498,37450,37781,▼276,－0.72%,36943,34003,33832,31348,70441,1304909
2001/11/05,37174,38719,36733,38057,▲1655,＋4.55%,36501,33686,33781,31224,125709,1288139
2001/11/02,36678,37726,35851,36402,▲55,＋0.15%,36115,33366,33712,31100,62950,1252139
2001/11/01,36457,36457,35630,36347,▲221,＋0.61%,35553,33148,33641,30985,46860,1245269
2001/10/31,35851,36568,35575,36126,▲552,＋1.55%,34714,32949,33567,30864,87901,1231159
2001/10/30,35851,36678,34858,35575,▼552,－1.53%,33986,32765,33491,30745,120058,1172572
2001/10/29,33644,36623,33424,36126,▲2537,＋7.55%,33314,32574,33406,30629,209788,1146172
2001/10/26,32155,33810,31935,33589,▲1434,＋4.46%,32608,32379,33310,30508,150370,1038352
2001/10/25,32486,32762,32100,32155,▼331,－1.02%,32431,32351,33240,30402,34750,995532
2001/10/24,31769,32707,31769,32486,▲276,＋0.86%,32497,32434,33200,30308,45050,997532
2001/10/23,32541,32927,31879,32210,▼386,－1.18%,32762,32514,33133,30210,49000,999372
2001/10/22,32486,33369,32100,32596,▼110,－0.34%,33005,32613,33071,30113,45172,999142
2001/10/19,31990,32707,31935,32707,▲221,＋0.68%,33049,32693,33005,30012,28792,999142
2001/10/18,33369,33810,32210,32486,▼1324,－3.92%,32894,32687,32937,29909,58412,999142
2001/10/17,33700,33975,33148,33810,▲386,＋1.16%,32795,32657,32892,29808,72600,999142
2001/10/16,32983,34086,32652,33424,▲607,＋1.85%,32321,32539,32842,29699,120526,999142
2001/10/15,32155,33369,32155,32817,▲882,＋2.76%,31924,32453,32798,29595,121906,956652
2001/10/12,32045,32266,31659,31935,▼55,－0.17%,31692,32301,32765,29495,66654,956652
2001/10/11,31990,31990,31383,31990,▲552,＋1.75%,31714,32395,32737,29404,71908,956652
2001/10/10,31769,32045,31162,31438,0.0,0.00%,31791,32500,32720,29309,74551,954872
2001/10/09,31659,32045,31438,31438,▼221,－0.70%,31990,32660,32710,29219,61111,952482
2001/10/08,31990,32210,31493,31659,▼386,－1.20%,32056,32823,32718,29129,35848,951642
2001/10/05,32376,32376,31714,32045,▼331,－1.02%,32166,32958,32729,29035,41825,949502
2001/10/04,32762,32983,32210,32376,▼55,－0.17%,32365,33040,32736,28937,82604,946002
2001/09/28,32045,32872,31769,32431,▲662,＋2.08%,32652,33104,32722,28834,51700,968622
2001/09/27,31714,32100,31549,31769,▼441,－1.37%,32983,33184,32715,28736,57350,954168
2001/09/26,32817,32817,31769,32210,▼827,－2.50%,33468,33402,32711,28644,69751,948718
2001/09/25,34251,34251,32707,33038,▼772,－2.28%,33865,33631,32720,28547,48011,959688
2001/09/24,33920,34306,33424,33810,▼276,－0.81%,33777,33824,32720,28448,47840,954688
2001/09/21,33534,34251,33534,34086,▼110,－0.32%,33391,33981,32699,28348,57710,966258
2001/09/20,34306,34417,33479,34196,0.0,0.00%,32861,34069,32666,28250,73680,978708
2001/09/19,33093,34582,32707,34196,▲1599,＋4.91%,32365,34108,32611,28152,193150,974198
2001/09/18,32266,32872,32266,32596,▲717,＋2.25%,31482,34116,32553,28053,63241,930258
2001/09/17,31162,32100,30611,31879,▲441,＋1.40%,31725,34207,32532,27965,45420,934508
2001/09/14,31714,31714,30611,31438,▼276,－0.87%,32166,34337,32511,27884,72719,943338
2001/09/13,31438,31879,30390,31714,▲1930,＋6.48%,32806,34516,32489,27806,63340,962108
2001/09/12,28791,31438,28791,29784,▼4026,－11.91%,33402,34679,32474,27726,76390,967858
2001/09/11,34361,34472,33810,33810,▼276,－0.81%,34317,34880,32493,27663,60254,979188
2001/09/10,34141,34582,33755,34086,▼552,－1.59%,34295,34866,32455,27565,25091,976488
2001/09/07,34692,35134,34417,34637,▼55,－0.16%,34207,34852,32420,27465,29020,971642
2001/09/06,34472,35078,34196,34692,▲331,＋0.96%,34086,34833,32307,27361,40030,969872
2001/09/05,33700,34417,33700,34361,▲662,＋1.96%,34372,34836,32171,27258,45826,951702
2001/09/04,33644,34361,33369,33700,▲55,＋0.16%,34858,34814,32034,27160,61395,938002
2001/09/03,33644,34361,32652,33644,▼386,－1.13%,35498,34734,31902,27062,32485,915602
2001/08/31,35244,36016,33369,34031,▼2096,－5.80%,36159,34648,31754,26964,74388,913802
2001/08/30,36237,36568,35575,36126,▼662,－1.80%,36524,34524,31601,26864,32520,913752
2001/08/29,36899,37450,36126,36788,▼110,－0.30%,36292,34243,31414,26748,46817,913752
2001/08/28,36954,37174,36457,36899,▼55,－0.15%,35806,33920,31218,26625,40130,910852
2001/08/27,36402,37285,35961,36954,▲1103,＋3.08%,35310,33545,31029,26503,53105,891652
2001/08/24,34968,36126,34527,35851,▲882,＋2.52%,34814,33184,30836,26384,73185,883332
2001/08/23,34748,35575,34417,34968,▲607,＋1.77%,34648,32817,30642,26274,39661,880432
2001/08/22,34031,34803,33810,34361,▼55,－0.16%,34648,32492,30457,26168,22093,880082
2001/08/21,34748,34748,33644,34417,▼55,－0.16%,34538,32205,30285,26066,20220,880082
2001/08/20,35575,35575,34251,34472,▼552,－1.57%,34361,31915,30111,25963,15215,876872
2001/08/17,34251,35851,34251,35023,▲55,＋0.16%,34229,31681,29936,25855,54340,876872
2001/08/16,33534,35023,33369,34968,▲1158,＋3.43%,34075,31471,29753,25740,56050,858772
2001/08/14,33148,33920,33148,33810,▲276,＋0.82%,34031,31262,29573,25630,42191,840892
2001/08/13,33810,34086,32652,33534,▼276,－0.82%,34053,31113,29405,25528,19931,840892
2001/08/10,34196,34472,33479,33810,▼441,－1.29%,33766,30950,29243,25429,30910,840892
2001/08/09,34527,34968,33920,34251,▼496,－1.43%,33391,30807,29061,25326,36870,840892
2001/08/08,33920,35520,33534,34748,▲827,＋2.44%,32850,30638,28865,25221,85800,840892
2001/08/07,31769,34527,31769,33920,▲1820,＋5.67%,32001,30495,28667,25113,119734,838891
2001/08/06,31549,32817,31549,32100,▲165,＋0.52%,31284,30415,28488,25011,27930,806751
2001/08/03,31824,32266,31273,31935,▲386,＋1.22%,30743,30434,28329,24928,36550,806751
2001/08/02,30721,32266,30390,31549,▲1048,＋3.44%,30302,30415,28161,24845,35370,807271
2001/08/01,30335,30887,30059,30501,▲165,＋0.55%,29695,30437,27999,24764,21650,806571
2001/07/31,29398,30335,29398,30335,▲938,＋3.19%,29287,30490,27851,24691,18230,802941
2001/07/30,29728,30059,29287,29398,▼331,－1.11%,28945,30608,27706,24622,10560,802941
2001/07/27,29232,29728,28680,29728,▲1213,＋4.26%,28791,30790,27565,24557,28340,803411
2001/07/26,28736,28791,28294,28515,▲55,＋0.19%,28802,30931,27416,24490,17030,803971
2001/07/25,27853,28625,27853,28460,▼165,－0.58%,29265,31113,27287,24434,19980,800611
2001/07/24,28625,28680,27302,28625,0.0,0.00%,29728,31234,27156,24379,30414,797831
2001/07/23,29342,29673,27963,28625,▼1158,－3.89%,30170,31339,27019,24314,36340,797541
2001/07/20,30445,30666,29728,29784,▼1048,－3.40%,30501,31474,26882,24245,37625,797251
2001/07/19,30335,31107,30335,30832,▲55,＋0.18%,30732,31515,26725,24166,22200,797271
2001/07/18,30832,30887,30225,30776,▼55,－0.18%,30743,31480,26556,24079,25967,797191
2001/07/16,30280,30832,29232,30832,▲552,＋1.82%,30964,31482,26392,23992,66730,797191
2001/07/13,31162,31328,29839,30280,▼662,－2.14%,31262,31485,26226,23904,43064,801831
2001/07/12,30887,31493,30776,30942,▲55,＋0.18%,31703,31549,26070,23822,35887,801831
2001/07/11,31162,31493,30501,30887,▼993,－3.11%,31824,31601,25898,23731,55040,802005
2001/07/10,32321,32596,31769,31879,▼441,－1.37%,32045,31449,25728,23643,37520,801955
2001/07/09,32266,32983,31659,32321,▼165,－0.51%,31979,31182,25539,23547,48670,807505
2001/07/06,31438,32486,31273,32486,▲938,＋2.97%,32056,30874,25341,23446,49250,806905
2001/07/05,31714,32155,31549,31549,▼441,－1.38%,32166,30538,25138,23345,52650,784905
2001/07/04,31549,31990,31052,31990,▲441,＋1.40%,32365,30200,24946,23253,43860,784905
2001/07/03,32541,32707,31162,31549,▼1158,－3.54%,32398,29842,24757,23154,78170,773735
2001/07/02,32817,33589,32652,32707,▼331,－1.00%,32266,29511,24577,23063,48790,773735
2001/06/29,32983,33093,32155,33038,▲496,＋1.53%,31868,29124,24374,22966,92200,774355
2001/06/28,31824,32652,31714,32541,▲386,＋1.20%,31526,28752,24176,22863,87470,770155
2001/06/27,30887,32927,30445,32155,▲1269,＋4.11%,31140,28394,23996,22764,100390,777415
2001/06/26,30887,31273,30335,30887,▲165,＋0.54%,30732,27997,23834,22664,53030,774515
2001/06/25,31438,31604,30611,30721,▼607,－1.94%,30721,27646,23692,22571,64350,774515
2001/06/22,30115,32321,30115,31328,▲717,＋2.34%,30754,27310,23553,22479,80280,774515
2001/06/21,30115,30611,29232,30611,▲496,＋1.65%,30798,26943,23398,22381,63070,772515
2001/06/20,30390,30666,29342,30115,▼717,－2.33%,31074,26612,23257,22289,96210,780905
2001/06/19,30390,31824,30390,30832,▼55,－0.18%,30622,26309,23123,22205,66150,795410
2001/06/18,31328,32045,30501,30887,▼662,－2.10%,29762,25975,22977,22112,115180,795370
2001/06/15,31990,33589,30887,31549,▼441,－1.38%,28818,25617,22833,22022,426580,795270
2001/06/14,31990,31990,30445,31990,▲4137,＋14.85%,27660,25231,22675,21927,550830,760789
2001/06/13,26557,29232,26336,27853,▲1324,＋4.99%,26221,24776,22510,21825,109780,694729
2001/06/12,26474,26805,26088,26529,▲359,＋1.37%,25614,24507,22415,21758,84700,694619
2001/06/11,25647,26309,25647,26171,▲414,＋1.61%,25294,24325,22346,21700,58240,659139
2001/06/08,25095,25757,24682,25757,▲965,＋3.89%,25057,24174,22285,21639,61890,633239
2001/06/07,24461,24792,24268,24792,▼28,－0.11%,25024,24014,22223,21583,14140,618429
2001/06/05,24985,25095,24406,24820,▼110,－0.44%,25140,23867,22173,21535,27660,618429
2001/06/04,24985,25288,24709,24930,▼55,－0.22%,25018,23718,22128,21485,13650,618009
2001/06/01,25151,25482,24820,24985,▼607,－2.37%,24809,23552,22082,21437,32700,617719
2001/05/31,24875,26143,24709,25592,▲221,＋0.87%,24610,23384,22033,21385,73630,617289
2001/05/30,24489,25371,24047,25371,▲1158,＋4.78%,24290,23153,21978,21330,133330,617609
2001/05/29,23827,24489,23606,24213,▲331,＋1.39%,24014,22924,21933,21279,58160,617492
2001/05/28,23937,23992,23551,23882,▼110,－0.46%,23981,22753,21906,21237,20080,615492
2001/05/25,23992,24075,23634,23992,0.0,0.00%,24036,22587,21879,21196,47180,615489
2001/05/24,23937,24213,23496,23992,0.0,0.00%,23981,22408,21847,21152,35510,615489
2001/05/23,23827,24544,23441,23992,▼55,－0.23%,23948,22227,21815,21114,88140,612989
2001/05/22,24544,24709,24020,24047,▼110,－0.46%,23728,22048,21774,21072,26910,612989
2001/05/21,23827,24158,23496,24158,▲441,＋1.86%,23413,21880,21727,21029,56940,607989
2001/05/18,23882,24213,23275,23717,▼110,－0.46%,23160,21719,21687,20987,60780,607989
2001/05/17,23689,23937,23248,23827,▲938,＋4.10%,23049,21575,21652,20949,47750,607989
2001/05/16,23137,23937,22613,22889,▲414,＋1.84%,22795,21432,21615,20906,76400,604489
2001/05/15,22889,23110,22448,22476,▼414,－1.81%,22586,21319,21591,20870,48760,604489
2001/05/14,23193,23661,22862,22889,▼276,－1.19%,22459,21228,21577,20834,36280,604489
2001/05/11,22558,24185,22365,23165,▲607,＋2.69%,22205,21112,21559,20798,156480,604492
2001/05/10,22062,22558,21841,22558,▲717,＋3.28%,21896,20974,21535,20755,232920,605492
2001/05/09,21841,22172,21566,21841,0.0,0.00%,21577,20861,21527,20716,118030,583492
2001/05/08,21731,22062,21400,21841,▲221,＋1.02%,21367,20770,21530,20685,82400,586502
2001/05/07,21290,21786,21290,21621,0.0,0.00%,21157,20711,21529,20657,19500,586502
2001/05/04,20959,21621,20904,21621,▲662,＋3.16%,20948,20667,21532,20633,110720,586462
2001/05/03,20628,21014,20600,20959,▲165,＋0.80%,20705,20614,21537,20605,33350,576962
2001/05/02,21069,21124,20518,20793,0.0,0.00%,20589,20622,21549,20586,75480,566662
2001/04/30,20738,21069,20573,20793,▲221,＋1.07%,20512,20672,21565,20561,66260,566462
2001/04/27,20407,20959,20242,20573,▲165,＋0.81%,20490,20752,21581,20533,36860,551462
2001/04/26,20380,20738,20159,20407,▲28,＋0.14%,20562,20843,21601,20512,117840,550942
2001/04/25,20132,20573,20132,20380,▼28,－0.14%,20650,20942,21609,20493,19630,550942
2001/04/24,20683,20931,20242,20407,▼276,－1.33%,20766,21024,21608,20474,55480,550742
2001/04/23,21069,21069,20683,20683,▼248,－1.19%,20810,21112,21607,20452,26960,551002
2001/04/20,20738,21124,20738,20931,▲83,＋0.40%,20804,21181,21602,20421,26060,550642
2001/04/19,20738,21372,20573,20849,▼110,－0.53%,20733,21237,21591,20392,91610,550642
2001/04/18,20793,21014,20711,20959,▲331,＋1.60%,20644,21308,21582,20361,37750,556642
2001/04/17,20655,20738,20518,20628,▼28,－0.13%,20512,21363,21573,20329,13320,555232
2001/04/16,20435,20655,20407,20655,▲83,＋0.40%,20391,21435,21564,20304,17460,555232
2001/04/13,20407,20683,20187,20573,▲165,＋0.81%,20391,21512,21558,20288,57970,555232
2001/04/12,20407,20545,20132,20407,▲110,＋0.54%,20424,21600,21554,20263,31580,555442
2001/04/11,20297,20407,19828,20297,▲276,＋1.38%,20457,21708,21550,20251,38360,555532
2001/04/10,20683,20711,20021,20021,▼634,－3.07%,20622,21793,21552,20245,13840,563142
2001/04/09,20132,20683,20132,20655,▼83,－0.40%,20975,21881,21560,20255,8260,568932
2001/04/06,21235,21345,20600,20738,▲165,＋0.80%,21323,21954,21552,20254,58250,568932
2001/04/04,20959,21235,20407,20573,▼552,－2.61%,21654,22026,21550,20262,31020,577672
2001/04/03,21510,21841,21014,21124,▼662,－3.04%,22018,22101,21558,20271,39810,577672
2001/04/02,22089,22393,21786,21786,▼607,－2.71%,22194,22158,21550,20281,32400,578872
2001/03/30,22283,22393,21952,22393,0.0,0.00%,22272,22203,21532,20286,29070,578872
2001/03/29,22613,22724,22089,22393,0.0,0.00%,22205,22214,21494,20296,55900,578872
2001/03/28,22172,22834,22062,22393,▲386,＋1.75%,22139,22208,21451,20292,77050,578872
2001/03/27,22227,22338,21952,22007,▼165,－0.75%,22112,22192,21404,20279,46860,578872
2001/03/26,22062,22448,22062,22172,▲110,＋0.50%,22123,22194,21364,20261,36860,565102
2001/03/23,22117,22448,22062,22062,0.0,0.00%,22101,22161,21320,20229,59380,563282
2001/03/22,22062,22338,22007,22062,▼193,－0.87%,22128,22121,21286,20188,34350,546352
2001/03/21,22062,22310,21896,22255,▲193,＋0.87%,22183,22105,21247,20160,26740,533342
2001/03/20,22062,22834,21952,22062,0.0,0.00%,22244,22073,21211,20129,102030,530052
2001/03/19,21786,22338,21786,22062,▼138,－0.62%,22233,22051,21178,20095,26520,530052
2001/03/16,22338,22338,22089,22200,▼138,－0.62%,22178,22021,21140,20068,28180,530052
2001/03/15,21841,22558,21841,22338,▼221,－0.98%,22161,21992,21101,20057,43680,530052
2001/03/14,21952,23165,21786,22558,▲552,＋2.51%,22128,21964,21054,20050,104740,530052
2001/03/13,20959,22779,20959,22007,▲221,＋1.01%,22029,21923,20992,20039,78050,530052
2001/03/12,21786,22448,21538,21786,▼331,－1.50%,22084,21928,20942,20031,37360,530057
2001/03/09,22283,22448,21952,22117,▼55,－0.25%,22260,21939,20898,20028,54990,530337
2001/03/08,22062,22255,21952,22172,▲110,＋0.50%,22360,21923,20843,20020,96470,521187
2001/03/07,22227,22558,21979,22062,▼221,－0.99%,22382,21903,20791,20016,42640,530327
2001/03/06,22889,22944,22283,22283,▼386,－1.70%,22382,21898,20737,20004,43870,530327
2001/03/05,22889,22972,22172,22669,▲55,＋0.24%,22338,21865,20682,19988,57820,530327
2001/03/02,22393,23606,22283,22613,▲331,＋1.49%,22106,21819,20624,19972,148880,530317
2001/02/28,22062,22283,21786,22283,▲221,＋1.00%,21836,21778,20567,19956,34090,527287
2001/02/27,22172,22476,21841,22062,0.0,0.00%,21725,21753,20513,19944,72710,527367
2001/02/26,21510,22062,21400,22062,▲552,＋2.56%,21637,21692,20457,19938,52830,517367
2001/02/23,21345,21952,21207,21510,▲248,＋1.17%,21549,21607,20414,19923,58860,517107
2001/02/22,21786,21786,21179,21262,▼469,－2.16%,21538,21549,20371,19914,29830,516167
2001/02/21,21621,21841,21510,21731,▲110,＋0.51%,21610,21503,20331,19910,56560,515907
2001/02/20,21400,22034,21400,21621,0.0,0.00%,21621,21432,20287,19903,67960,516147
2001/02/19,21179,21731,21014,21621,▲165,＋0.77%,21643,21366,20247,19897,60570,515907
2001/02/16,21235,21510,21235,21455,▼165,－0.77%,21742,21305,20196,19897,33240,516247
2001/02/15,21621,21786,21345,21621,▼165,－0.76%,21852,21236,20149,19901,41020,511247
2001/02/14,21510,21841,21345,21786,▲55,＋0.25%,21885,21171,20091,19907,36610,511247
2001/02/13,22172,22172,21593,21731,▼386,－1.75%,21885,21098,20037,19916,32020,511047
2001/02/12,22007,22889,21952,22117,▲110,＋0.50%,21930,21021,19975,19927,139480,505517
2001/02/09,21538,22007,21510,22007,▲221,＋1.01%,21830,20935,19904,19925,24270,505607
2001/02/08,21566,21841,21510,21786,0.0,0.00%,21781,20858,19840,19918,23140,505607
2001/02/07,21621,21869,21455,21786,▼165,－0.75%,21781,20780,19785,19910,29300,505377
2001/02/06,21621,22420,21290,21952,▲331,＋1.53%,21781,20722,19734,19895,111860,505377
2001/02/05,21538,21731,21124,21621,▼138,－0.63%,21560,20675,19673,19882,61330,505377
2001/02/02,21896,22062,21235,21759,▼28,－0.13%,21306,20628,19623,19875,50500,505377
2001/02/01,21593,22117,21510,21786,0.0,0.00%,21025,20574,19557,19857,84360,505377
2001/01/31,21014,21786,20738,21786,▲938,＋4.50%,20738,20490,19485,19834,173850,505337
2001/01/30,20352,21179,20242,20849,▲496,＋2.44%,20440,20391,19422,19812,106570,505212
2001/01/29,20132,20407,20049,20352,0.0,0.00%,20330,20328,19377,19799,52870,456195
2001/01/26,20462,20462,20076,20352,0.0,0.00%,20341,20291,19339,19791,51260,456195
2001/01/22,19856,20490,19856,20352,▲55,＋0.27%,20286,20251,19296,19772,66950,456195
2001/01/19,20076,20490,19966,20297,0.0,0.00%,20280,20233,19241,19749,100130,456195
2001/01/18,20683,20683,20187,20297,▼110,－0.54%,20286,20206,19193,19727,91260,456165
2001/01/17,20076,21455,20076,20407,▲331,＋1.65%,20264,20194,19139,19704,276110,456165
2001/01/16,20352,20600,20076,20076,▼248,－1.22%,20264,20180,19086,19679,88920,451165
2001/01/15,20325,20655,20214,20325,0.0,0.00%,20341,20163,19044,19659,75760,451175
2001/01/12,20407,20959,20187,20325,▲138,＋0.68%,20319,20140,19017,19641,59040,451185
2001/01/11,20132,20600,20021,20187,▼221,－1.08%,20380,20101,18971,19627,72030,450575
2001/01/10,20628,20628,19966,20407,▼55,－0.27%,20545,20034,18951,19617,63480,450345
2001/01/09,20242,20600,20076,20462,▲248,＋1.23%,20600,19963,18937,19604,57940,450345
2001/01/08,20573,20959,20214,20214,▼414,－2.01%,20644,19895,18950,19592,72840,450345
2001/01/05,20904,20904,20325,20628,▼386,－1.84%,20622,19827,18955,19583,64290,450325
2001/01/04,21235,21786,20876,21014,▲331,＋1.60%,20457,19749,18973,19568,93350,450355
2001/01/03,20628,20683,20187,20683,0.0,0.00%,20174,19638,18983,19542,26650,450235
2001/01/02,21235,21235,20132,20683,▲580,＋2.89%,19958,19554,19011,19520,45660,450575
2000/12/26,19776,22616,19424,20103,▲302,＋1.52%,19731,19480,19040,19496,93590,445575
2000/12/22,19575,19801,19449,19801,▲201,＋1.03%,19711,19434,19099,19475,54940,445575
2000/12/21,19349,19651,19148,19600,0.0,0.00%,19701,19395,19132,19452,92290,445575
2000/12/20,19374,19651,19198,19600,▲50,＋0.26%,19791,19349,19153,19434,70880,445605
2000/12/19,19600,20354,19550,19550,▼452,－2.26%,19897,19344,19158,19413,82300,445635
