[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2019/01/30,236500,238000,234500,237500,▲3000,＋1.28%,235400,229825,222159,217686,44572,2888681
2019/01/29,235000,236500,233000,234500,▼1500,－0.64%,234800,228400,221039,217493,44360,2886886
2019/01/28,236000,238000,234000,236000,▲1000,＋0.43%,234500,226900,219826,217325,66068,2880024
2019/01/25,234000,235000,231000,235000,▲1000,＋0.43%,233200,225375,218564,217137,49619,2881987
2019/01/24,234000,236000,230500,234000,▼500,－0.21%,232900,224175,217742,216953,50881,2879149
2019/01/23,233000,235000,230500,234500,▲1500,＋0.64%,232400,223001,216872,216777,53717,2873505
2019/01/22,226500,234000,226500,233000,▲3500,＋1.53%,232800,221778,216113,216613,65571,2867959
2019/01/21,234500,234500,228000,229500,▼4000,－1.71%,232900,220462,215491,216398,38526,2724705
2019/01/18,231500,234000,228500,233500,▲2000,＋0.86%,231700,219370,214960,216240,44283,2721026
2019/01/17,236500,238000,231500,231500,▼5000,－2.11%,230200,217957,214282,216020,60820,2712200
2019/01/16,235000,239000,232500,236500,▲3000,＋1.28%,229500,216525,213725,215841,87072,2730743
2019/01/15,225500,241000,225500,233500,▲10000,＋4.47%,227500,214820,213164,215585,237950,2741189
2019/01/14,225000,225500,220000,223500,▼2500,－1.11%,226800,213431,212613,215393,51351,2718439
2019/01/11,228500,230000,226000,226000,▼2000,－0.88%,227700,212495,212222,215333,63157,2706971
2019/01/10,225000,232500,225000,228000,▲1500,＋0.66%,226500,211386,211780,215260,91051,2707333
2019/01/09,232000,232500,226500,226500,▼3500,－1.52%,222000,210345,211305,215162,113755,2693351
2019/01/08,231000,234500,226000,230000,▲2000,＋0.88%,218500,209378,210864,215053,186194,2674397
2019/01/07,262500,263000,226000,228000,▲8000,＋3.64%,213400,208260,210324,214870,638906,2660212
2019/01/04,205000,220000,203000,220000,▲14500,＋7.06%,208900,207865,209961,214733,109594,2742515
2019/01/03,210000,212000,205000,205500,▼3500,－1.67%,207099,208108,209810,214658,49890,2739860
2019/01/02,206000,212000,205500,209000,▲4500,＋2.20%,208103,208790,209966,214692,60830,2757326
2018/12/28,203500,207000,202500,204500,▼1000,－0.49%,208311,209225,210199,214676,66560,2721343
2018/12/27,213500,215500,203500,205500,▼5496,－2.60%,208749,210052,210506,214710,89515,2726215
2018/12/26,206212,212432,206212,210996,▲478,＋0.23%,209178,210973,210877,214681,69830,2762789
2018/12/24,208604,211475,207647,210518,▲478,＋0.23%,208030,211714,211228,214617,43299,2781625
2018/12/21,207647,210996,203820,210040,▲3349,＋1.62%,206499,212480,211587,214597,87947,2799207
2018/12/20,205255,208604,203820,206690,▼957,－0.46%,204968,213269,211874,214569,49035,2830056
2018/12/19,205255,209083,204777,207647,▲2392,＋1.17%,204777,214346,212232,214581,50363,2844948
2018/12/18,201906,205734,199992,205255,▲2392,＋1.18%,204202,215637,212567,214605,61351,2848637
2018/12/17,200949,204298,199992,202863,▲478,＋0.24%,203915,217336,212918,214645,36101,2846588
2018/12/14,206690,206690,199514,202384,▼3349,－1.63%,204777,219369,213357,214700,59877,2849385
2018/12/13,209083,209083,205255,205734,▲957,＋0.47%,205734,220733,213811,214728,103854,2850432
2018/12/12,203820,206690,201906,204777,▲957,＋0.47%,206116,221881,214210,214724,60551,2849498
2018/12/11,209561,209561,202863,203820,▼3349,－1.62%,209178,222838,214609,214712,52748,2842337
2018/12/10,206212,208604,201427,207169,0.0,0.00%,213389,223891,215047,214816,73340,2846974
2018/12/07,209561,210996,205255,207169,▼478,－0.23%,215781,224704,215414,214900,87861,2830173
2018/12/06,220087,220087,206212,207647,▼12440,－5.65%,217886,225589,215805,214992,150990,2822481
2018/12/05,221044,222958,219130,220087,▼4785,－2.13%,220565,226690,216140,215107,57531,2830072
2018/12/04,221044,228221,219609,224872,▲5741,＋2.62%,221331,227048,216307,215107,126359,2834546
2018/12/03,221044,223436,218173,219130,▲1435,＋0.66%,221522,227766,216363,215059,84394,2830984
2018/11/30,222001,225350,216738,217695,▼3349,－1.52%,222862,227862,216515,215039,119912,2823241
2018/11/29,226785,227264,221044,221044,▼2871,－1.28%,224489,225493,216698,215027,79523,2836113
2018/11/28,227742,228221,222001,223915,▼1914,－0.85%,225924,222527,216666,215043,72795,2827003
2018/11/27,228221,229656,222958,225828,0.0,0.00%,227838,219345,216626,215135,59836,2818398
2018/11/26,223915,228221,223436,225828,0.0,0.00%,230517,217336,216523,215151,75415,2816110
2018/11/23,228221,230613,223915,225828,▼2392,－1.05%,234058,215135,216443,215167,79960,2810074
2018/11/22,235876,235876,226307,228221,▼5263,－2.25%,234823,213293,216347,215223,107929,2795488
2018/11/21,235876,236354,227264,233484,▼5741,－2.40%,234919,211666,216212,215271,150584,2778886
2018/11/20,239703,243531,237311,239225,▼4306,－1.77%,233005,209872,215948,215259,156511,2757041
2018/11/19,232527,247359,231091,243531,▲13875,＋6.04%,230134,207552,215582,215179,471933,2768789
2018/11/16,228699,234441,227264,229656,▲957,＋0.42%,226115,205279,215135,215023,149295,2758634
2018/11/15,226307,231091,222958,228699,▲4785,＋2.14%,225159,203939,214912,214988,198450,2765847
2018/11/14,225828,228699,221044,223915,▼957,－0.43%,225350,202528,214625,214984,163645,2776681
2018/11/13,222958,229178,219130,224872,▲1435,＋0.64%,226020,201332,214489,214980,242797,2737684
2018/11/12,221522,228221,218173,223436,▼1435,－0.64%,228890,200064,214322,215003,268194,2728859
2018/11/09,225828,232527,219130,224872,▼4785,－2.08%,228412,198868,214266,215019,375249,2738799
2018/11/08,233005,236354,222958,229656,▲2392,＋1.05%,217503,197624,214130,214984,579572,2734824
2018/11/07,243531,245445,225828,227264,▼11961,－5.00%,203915,196021,213875,214916,637970,2731225
2018/11/06,232527,277501,231570,239225,▲18181,＋8.23%,190519,194968,213724,214836,2285194,2756798
2018/11/05,221044,221044,219130,221044,▲50716,＋29.78%,179802,193557,213325,214688,530551,2894792
2018/11/02,162195,171764,162195,170328,▲8612,＋5.33%,171955,193246,213213,214633,90530,2963283
2018/11/01,161716,165065,160759,161716,▲1435,＋0.90%,175687,195877,213947,215019,106220,2945889
2018/10/31,175591,176548,157410,160281,▼25358,－13.66%,182481,198940,214824,215494,330484,2932984
2018/10/30,180854,187552,180376,185639,▲3828,＋2.11%,189945,202313,215709,215996,36570,2988979
2018/10/29,189466,192815,180854,181811,▼7177,－3.80%,191380,204633,216164,216275,40872,2988019
2018/10/26,194251,195686,184682,188988,▼6698,－3.42%,194633,207145,216682,216642,33146,2981755
2018/10/25,196165,197121,191380,195686,▼1914,－0.97%,197408,209059,217113,216941,37007,2990638
2018/10/24,195686,199514,193772,197600,▲4785,＋2.48%,198365,210685,217304,217141,30655,2982333
2018/10/23,197600,199035,190902,192815,▼5263,－2.66%,198844,212193,217519,217340,33035,2982363
2018/10/22,200949,200949,196643,198078,▼4785,－2.36%,200183,213867,217759,217575,33474,2980110
2018/10/19,200471,202863,196643,202863,▲2392,＋1.19%,200471,215422,217958,217842,25898,2982482
2018/10/18,199992,201906,199035,200471,▲478,＋0.24%,199896,216762,218006,218074,21202,2977985
2018/10/17,201906,202384,198557,199992,▲478,＋0.24%,199322,218221,218173,218301,29552,2975813
2018/10/16,199514,200949,195208,199514,0.0,0.00%,200566,219656,218444,218644,32554,2975859
2018/10/15,199992,202863,197600,199514,▼478,－0.24%,202863,221187,218739,218955,29696,2980799
2018/10/12,197600,202384,197121,199992,▲2392,＋1.21%,205925,222671,219018,219314,46102,2982536
2018/10/11,202384,205734,197600,197600,▼8612,－4.18%,210518,224202,219242,219624,43401,2986284
2018/10/10,211953,212910,204777,206212,▼4785,－2.27%,215590,225709,219417,220015,26969,2995166
2018/10/08,210040,217216,210040,210996,▼3828,－1.78%,219896,226905,219505,220350,30343,2996935
2018/10/05,222479,222479,212432,214824,▼8134,－3.65%,224106,227766,219505,220621,53296,2992693
2018/10/04,222001,224872,220087,222958,0.0,0.00%,227551,228436,219417,220701,22304,2981445
2018/10/02,226307,226307,222001,222958,▼4785,－2.10%,228412,228723,219154,220697,32963,2982237
2018/10/01,230613,231570,225828,227742,▼4306,－1.86%,229465,228532,218915,220657,23900,2982366
2018/09/28,229656,233005,229656,232048,0.0,0.00%,229465,228221,218484,220553,34980,2987490
2018/09/27,225828,233005,225350,232048,▲4785,＋2.11%,228316,227599,218006,220398,45701,2987725
2018/09/21,232048,232048,225350,227264,▼957,－0.42%,227742,227048,217607,220235,37337,2961453
2018/09/20,225828,234441,224872,228221,▲478,＋0.21%,228221,226690,217264,220103,47190,2961421
2018/09/19,226785,227742,222001,227742,▲1435,＋0.63%,228508,226283,216929,219912,26320,2960949
2018/09/18,228699,228699,225350,226307,▼2871,－1.25%,228699,225781,216642,219740,25233,2956114
2018/09/17,228699,231091,228221,229178,▼478,－0.21%,229465,225326,216371,219573,18262,2957813
2018/09/14,229656,232527,228221,229656,0.0,0.00%,229465,224704,216044,219333,17168,2951948
2018/09/13,230613,232048,226785,229656,▲957,＋0.42%,229656,224034,215645,219162,35355,2949481
2018/09/12,231091,233484,226785,228699,▼1435,－0.62%,229273,223125,215239,219018,23767,2938274
2018/09/11,229178,230613,227264,230134,▲957,＋0.42%,229560,222479,214816,218879,14660,2935594
2018/09/10,228221,232527,226307,229178,▼1435,－0.62%,229178,221714,214585,218656,19182,2936618
2018/09/07,228221,231091,226307,230613,▲2871,＋1.26%,228986,221259,214385,218448,21881,2937300
2018/09/06,229656,231091,226785,227742,▼2392,－1.04%,228603,220565,214178,218257,26552,2932423
2018/09/05,227742,234441,227742,230134,▲1914,＋0.84%,226881,219896,214074,218078,40395,2925581
2018/09/04,227264,229178,224872,228221,0.0,0.00%,225159,219298,213907,217882,39438,2915086
2018/09/03,229656,230134,224872,228221,▼478,－0.21%,223436,218652,213756,217691,25642,2914828
2018/08/31,220087,229178,217695,228699,▲9569,＋4.37%,222001,217958,213564,217487,72966,2915586
2018/08/30,221522,222001,217695,219130,▼2392,－1.08%,220278,217240,213357,217252,20592,2887031
2018/08/29,220565,222001,220087,221522,▲1914,＋0.87%,220470,217001,213421,217065,16632,2881670
2018/08/28,221044,222001,219130,219609,▼1435,－0.65%,219704,216594,213644,216885,15484,2878614
2018/08/27,221044,223915,220087,221044,▲957,＋0.43%,219226,216259,213779,216734,17416,2876362
2018/08/24,219130,220565,217695,220087,0.0,0.00%,218365,215853,213891,216550,15231,2877639
2018/08/23,218173,220565,217695,220087,▲2392,＋1.10%,217599,215590,214098,216375,27539,2872055
2018/08/22,217216,219609,217216,217695,▲478,＋0.22%,215877,214944,214330,216235,14148,2859170
2018/08/21,218652,219609,216259,217216,▲478,＋0.22%,215494,214585,214569,216144,25884,2857509
2018/08/20,218173,219130,214824,216738,▲478,＋0.22%,215015,214082,214776,216056,17676,2855524
2018/08/17,210518,217216,210040,216259,▲4785,＋2.26%,215685,213748,214912,215940,30190,2854066
2018/08/16,213867,213867,209561,211475,▼4306,－2.00%,215781,213221,215063,215857,28292,2851505
2018/08/14,214824,218173,214346,215781,▲957,＋0.45%,216355,213173,215342,215829,15437,2854434
2018/08/13,219130,219609,213389,214824,▼5263,－2.39%,216834,213197,215470,215781,22037,2854001
2018/08/10,216738,220087,214346,220087,▲3349,＋1.55%,216929,213317,215685,215705,29724,2857199
2018/08/09,215303,216738,212910,216738,▲2392,＋1.12%,215781,213126,215773,215570,21036,2857597
2018/08/08,216259,217216,213389,214346,▼3828,－1.75%,215303,212958,215837,215482,24817,2845463
2018/08/07,215781,219130,215303,218173,▲2871,＋1.33%,215303,212647,215956,215378,23566,2849933
2018/08/06,213389,219130,213389,215303,▲957,＋0.45%,214346,212312,215948,215267,24535,2841698
2018/08/03,212432,215781,212432,214346,0.0,0.00%,213867,212097,216052,215203,16100,2839434
2018/08/02,212432,215303,212432,214346,0.0,0.00%,213580,211858,216052,215119,19444,2834271
2018/08/01,212432,215303,212432,214346,▲957,＋0.45%,213676,211499,216092,215071,17586,2823731
2018/07/31,212432,213867,208604,213389,▲478,＋0.22%,212240,211212,216164,215099,28770,2825042
2018/07/30,212910,212910,208604,212910,0.0,0.00%,211666,210638,216283,215151,22603,2825652
2018/07/27,217216,217216,211475,212910,▼1914,－0.89%,210518,210159,216387,215235,20765,2829219
2018/07/26,209561,219130,208604,214824,▲7655,＋3.70%,209944,209920,216602,215326,66102,2834843
2018/07/25,210518,211953,206690,207169,▼3349,－1.59%,208126,209513,216770,215374,20833,2839835
2018/07/24,206690,210518,206690,210518,▲3349,＋1.62%,208796,209561,216977,215410,16891,2846516
2018/07/23,210040,210040,206690,207169,▼2871,－1.37%,209944,209561,217160,215402,19476,2850900
2018/07/20,205734,210518,205734,210040,▲4306,＋2.09%,211953,209705,217392,215414,14887,2851104
2018/07/19,210518,211953,204777,205734,▼4785,－2.27%,213197,209681,217727,215446,22528,2849736
2018/07/18,214824,216259,209561,210518,▼5741,－2.65%,214728,209681,218141,215518,24603,2847572
2018/07/17,217216,217216,214346,216259,▼957,－0.44%,214250,209418,218428,215534,14758,2855777
2018/07/16,213867,217216,213389,217216,▲957,＋0.44%,213293,208772,218843,215542,17208,2859138
2018/07/13,214346,216738,212432,216259,▲2871,＋1.35%,212049,208724,219170,215530,22685,2851296
2018/07/12,210040,214824,208604,213389,▲5263,＋2.53%,210709,208772,219609,215550,32125,2851963
2018/07/11,209083,210996,206690,208126,▼3349,－1.58%,209465,209011,220007,215586,25361,2851135
2018/07/10,210996,212910,210518,211475,▲478,＋0.23%,209561,209681,220613,215661,18539,2856465
2018/07/09,212432,213389,208604,210996,▲1435,＋0.68%,207647,210111,221195,215649,22996,2859844
2018/07/06,206212,210040,204298,209561,▲2392,＋1.15%,206116,210518,221738,215637,24054,2865537
2018/07/05,206690,208604,205734,207169,▼1435,－0.69%,205829,210877,221985,215649,19005,2872524
2018/07/04,199992,210040,199992,208604,▲6698,＋3.32%,205734,211331,222240,215637,32942,2883130
2018/07/03,203820,204777,199035,201906,▼1435,－0.71%,205638,212049,222400,215633,35456,2880874
2018/07/02,206212,208604,202863,203341,▼4785,－2.30%,207360,213700,222623,215645,28996,2876651
2018/06/29,207169,209083,204777,208126,▲1435,＋0.69%,208700,214920,222790,215669,26298,2879221
2018/06/28,210518,210518,206690,206690,▼1435,－0.69%,208987,215901,222862,215665,31842,2876686
2018/06/27,207169,211953,207169,208126,▼2392,－1.14%,208796,217192,222942,215689,26117,2877800
2018/06/26,208604,210518,207647,210518,▲478,＋0.23%,208221,218484,222894,215689,18196,2879090
2018/06/25,207647,210040,206690,210040,▲478,＋0.23%,206786,219561,222838,215673,24393,2878611
2018/06/22,202384,210040,202384,209561,▲3828,＋1.86%,208030,220542,222774,215612,24410,2877832
2018/06/21,204298,207169,204298,205734,▲478,＋0.23%,209561,221307,222623,215531,32357,2877474
2018/06/20,204777,208126,204298,205255,▲1914,＋0.94%,212049,222288,222679,215482,36752,2872314
2018/06/19,214346,216738,203341,203341,▼12918,－5.97%,215303,223436,222798,215453,88004,2867447
2018/06/18,219130,221044,216259,216259,▼957,－0.44%,218652,224441,222942,215485,56058,2896365
2018/06/15,218173,221044,216738,217216,▼957,－0.44%,219226,225015,222726,215387,33965,2917026
2018/06/14,223915,223915,218173,218173,▼3349,－1.51%,219130,225422,222511,215258,42856,2923906
2018/06/12,221044,224393,218173,221522,▲1435,＋0.65%,218747,225541,222336,215094,34013,2917364
2018/06/11,220087,221522,216738,220087,▲957,＋0.44%,219034,225541,222081,214868,38689,2911343
2018/06/08,216738,219609,215303,219130,▲2392,＋1.10%,222001,225422,221857,214642,35426,2910054
2018/06/07,216738,218652,215781,216738,▲478,＋0.22%,223723,225541,221626,214420,55905,2897113
2018/06/05,224872,225350,215303,216259,▼6698,－3.00%,225924,225422,221411,214242,97440,2896397
2018/06/04,233005,234441,221044,222958,▼11961,－5.09%,229178,225446,221148,214082,75859,2902480
2018/06/01,228221,234919,227742,234919,▲7177,＋3.15%,231378,225230,220709,213921,45087,2917074
2018/05/31,228699,229656,224872,227742,0.0,0.00%,230804,224513,220127,213671,67858,2905751
2018/05/30,232527,233484,222958,227742,▼4785,－2.06%,231187,224082,219688,213484,71935,2905714
2018/05/29,236354,239703,231570,232527,▼1435,－0.61%,230613,223986,219210,213268,57955,2909664
2018/05/28,228699,234441,227264,233962,▲1914,＋0.82%,229178,223604,218652,213064,46730,2904421
2018/05/25,229656,233005,226785,232048,▲2392,＋1.04%,228029,222886,218141,212845,44511,2905313
2018/05/24,224393,230134,224393,229656,▲4785,＋2.13%,226307,222360,217719,212669,35771,2909648
