[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2011/08/30,54285,54285,53567,53783,▲144,＋0.27%,53596,55258,58644,69595,65020,4158972
2011/08/29,53352,54429,53136,53639,▲431,＋0.81%,53754,55890,58660,69859,82004,4153682
2011/08/26,53065,53998,52777,53208,▼287,－0.54%,53567,56475,58673,70124,35504,4158162
2011/08/25,54644,55003,53280,53495,▼359,－0.67%,53697,57125,58695,70390,41756,4157932
2011/08/24,55793,56368,52849,53854,▼718,－1.32%,54544,57890,58716,70650,58577,4161952
2011/08/23,52706,54860,52706,54573,▲1867,＋3.54%,55434,58752,58845,70895,56177,4164752
2011/08/22,54501,54573,51341,52706,▼1149,－2.13%,56009,59351,59040,71114,49554,4163222
2011/08/19,53998,56009,53854,53854,▼3878,－6.72%,56095,60051,59291,71396,99387,4163562
2011/08/18,58809,58881,56009,57732,▼574,－0.99%,55923,60751,59570,71722,84456,4165252
2011/08/17,56799,59599,56009,58306,▲862,＋1.50%,55018,61128,59798,72027,94931,4162902
2011/08/16,53854,57445,53854,57445,▲4308,＋8.11%,53151,61459,60021,72331,132664,4165282
2011/08/12,55291,56080,52993,53136,▲144,＋0.27%,52074,61545,60297,72643,131921,4144582
2011/08/11,50264,53639,49546,52993,▼215,－0.40%,52619,61925,60650,73034,107846,4150535
2011/08/10,53424,54285,50982,53208,▲4237,＋8.65%,53883,62374,61041,73455,121488,4151725
2011/08/09,48325,50049,45956,48972,▼3088,－5.93%,55664,62873,61423,73861,191703,4172325
2011/08/08,53854,56942,49259,52059,▼3806,－6.81%,58852,63566,61923,74350,178770,4164365
2011/08/05,54932,58666,50982,55865,▼3447,－5.81%,61724,64044,62396,74778,123604,4169315
2011/08/04,62687,62902,59025,59312,▼2800,－4.51%,63620,64392,62829,75171,93954,4160455
2011/08/03,63692,63692,61825,62112,▼2800,－4.31%,64999,64633,63229,75563,122455,4155395
2011/08/02,66421,66636,64625,64913,▼1508,－2.27%,66334,64704,63588,75955,83541,4152575
2011/08/01,66923,66923,65918,66421,▲1077,＋1.65%,67569,64600,63894,76371,58143,4145095
2011/07/29,66205,68072,64410,65343,▼862,－1.30%,67598,64511,64211,76778,141119,4137365
2011/07/28,66995,68144,65343,66205,▼2585,－3.76%,67871,64130,64540,77206,216804,4130985
2011/07/27,71088,71447,68718,68790,▼2298,－3.23%,68201,63724,64873,77638,172411,4129895
2011/07/26,68288,75396,67569,71088,▲4524,＋6.80%,67498,63096,65139,78064,801434,4130855
2011/07/25,66205,66564,64625,66564,▼144,－0.22%,66263,62507,65366,78462,82541,4124585
2011/07/22,69221,69221,65200,66708,▼1149,－1.69%,64783,62148,65699,78907,234808,4118905
2011/07/21,66062,70657,64338,67857,▲2585,＋3.96%,63591,62033,65963,79318,661425,4124555
2011/07/20,66133,66205,62615,65272,▲359,＋0.55%,62414,62231,66227,79709,231896,4131205
2011/07/19,59240,67282,59240,64913,▲5744,＋9.71%,61997,62198,66575,80135,575887,4131395
2011/07/18,60820,61322,58809,59168,▼1580,－2.60%,61581,61764,66977,80563,112481,4125555
2011/07/15,62184,62184,59814,60748,▼1221,－1.97%,62069,61556,67415,81073,92285,4117935
2011/07/14,63046,63477,61035,61969,▼1221,－1.93%,62486,61258,67869,81578,69015,4107305
2011/07/13,63477,63548,62184,63189,▲359,＋0.57%,62916,60633,68290,82060,62734,4107755
2011/07/12,60676,63907,60030,62830,▲1221,＋1.98%,62988,59696,68739,82551,152222,4107175
2011/07/11,62471,62471,60389,61610,▼1221,－1.94%,62988,58780,69164,83036,119919,4105027
2011/07/08,64841,64841,62830,62830,▼1293,－2.02%,63591,57998,69525,83516,120058,4097127
2011/07/07,63907,64625,62471,64123,▲574,＋0.90%,62572,57402,69890,83994,171636,4090997
2011/07/06,63189,63907,61394,63548,▲718,＋1.14%,61365,56885,70275,84432,117504,4077287
2011/07/05,63189,64625,61251,62830,▼1795,－2.78%,59901,56465,70700,84884,232610,4067167
2011/07/04,58163,65631,57660,64625,▲6893,＋11.94%,59197,56073,71143,85345,716790,4062808
2011/07/01,57588,58737,56080,57732,▼359,－0.62%,58148,55578,71550,85794,243073,4067328
2011/06/30,57445,58666,55650,58091,▲1867,＋3.32%,59484,55413,72090,86321,462776,4075458
2011/06/29,59312,59312,55650,56224,▼3088,－5.21%,62227,55237,72623,86845,348288,4068538
2011/06/28,60963,61179,58881,59312,▼72,－0.12%,63907,55161,73212,87379,253755,4068548
2011/06/27,62471,63405,59025,59384,▼5026,－7.80%,63290,55276,73738,87887,574716,4057828
2011/06/24,71591,71662,63620,64410,▼7396,－10.30%,62414,55621,74208,88385,825803,4050788
2011/06/23,71088,74319,68288,71806,▲7181,＋11.11%,60489,55790,74612,88839,1566931,4013748
2011/06/22,57373,64625,57086,64625,▲8401,＋14.94%,56023,55729,74942,89237,244891,4023538
2011/06/21,55291,56727,53280,56224,▲1221,＋2.22%,51988,56066,75229,89692,302201,4032918
2011/06/20,55793,55793,50839,55003,▲215,＋0.39%,49647,56842,75656,90240,280653,3972208
2011/06/17,50121,55291,48541,54788,▲5314,＋10.74%,47837,57789,76080,90844,658773,3919018
2011/06/16,44448,51054,44448,49474,▲5026,＋11.31%,47062,58766,76537,91456,516858,3891807
2011/06/15,44951,44951,42007,44448,▼72,－0.16%,47923,60116,77106,92118,197234,3906897
2011/06/14,47033,48613,41647,44520,▼1436,－3.13%,50063,61699,77760,92839,231265,3946177
2011/06/13,49403,49618,45956,45956,▼4955,－9.73%,52160,63423,78233,93524,142878,4022247
2011/06/10,54285,54285,50623,50910,▼2872,－5.34%,53912,65146,78717,94221,63498,4012527
2011/06/09,55219,55219,53711,53783,▼1364,－2.47%,54616,66693,79149,94871,69373,4010359
2011/06/08,55219,55721,54788,55147,▲144,＋0.26%,54774,68169,79569,95497,51597,4017329
2011/06/07,54716,56870,53926,55003,▲287,＋0.52%,54687,69594,80045,96142,89750,4018779
2011/06/03,54644,55650,53495,54716,▲287,＋0.53%,56009,71009,80546,96778,64974,4022631
2011/06/02,54573,55721,53495,54429,▼144,－0.26%,58321,72546,81058,97387,59090,4028826
2011/06/01,56009,56009,52849,54573,▼144,－0.26%,60992,74079,81575,97975,134823,4037422
2011/05/31,61035,61107,53136,54716,▼6893,－11.19%,64195,75658,82084,98556,258861,4049752
2011/05/30,66062,66062,61538,61610,▼4667,－7.04%,67526,77159,82584,99183,110619,4093422
2011/05/27,67857,68862,65990,66277,▼1508,－2.22%,69551,78315,82946,99818,51518,4108836
2011/05/26,71447,71447,67641,67785,▼2800,－3.97%,71088,79328,83187,100469,76894,4111866
2011/05/25,71806,72524,70442,70585,▼790,－1.11%,72395,80067,83500,101127,25983,4118436
2011/05/24,68790,72883,68790,71375,▼359,－0.50%,73572,80721,83873,101604,29134,4122426
2011/05/23,72883,73601,71662,71734,▼2226,－3.01%,74520,81460,84257,102099,24314,4123026
2011/05/20,73601,75037,72524,73960,▼359,－0.48%,75971,82326,84641,102712,30791,4122736
2011/05/19,74678,77910,73242,74319,▼2154,－2.82%,77263,82900,84988,103200,30506,4124536
2011/05/18,76114,78269,76114,76473,▲359,＋0.47%,78771,83582,85419,103664,19938,4124796
2011/05/17,78628,78987,76114,76114,▼2872,－3.64%,80135,84121,85868,104110,30958,4125396
2011/05/16,79705,81141,76832,78987,▼1436,－1.79%,81643,84821,86299,104559,31828,4123566
2011/05/13,81141,81500,80064,80423,▼1436,－1.75%,82505,85288,86778,104983,14460,4121916
2011/05/12,83295,83295,81859,81859,▼1436,－1.72%,83510,85431,87161,105396,13268,4122936
2011/05/11,82936,84372,82218,83295,▼359,－0.43%,84157,85575,87514,105797,17992,4122826
2011/05/09,81500,85090,81500,83654,▲359,＋0.43%,84731,85772,87897,106186,23946,4119906
2011/05/06,85090,85090,82936,83295,▼2154,－2.52%,84946,86042,88321,106572,17336,4112086
2011/05/04,84731,85808,83654,85449,▲359,＋0.42%,85234,86347,88848,106961,15808,4112946
2011/05/03,86167,86526,84013,85090,▼1077,－1.25%,85449,86526,89345,107332,16158,4108016
2011/05/02,85808,86526,83295,86167,▲1436,＋1.69%,84946,86778,89871,107706,65287,4113096
2011/04/29,84731,85449,80782,84731,0.0,0.00%,84444,86975,90404,108071,26531,4142536
2011/04/28,86526,86526,84013,84731,▼1795,－2.07%,84731,87316,90990,108448,20287,4136486
2011/04/27,81500,86526,81141,86526,▲3949,＋4.78%,85593,87621,91559,108825,57450,4132506
2011/04/26,82577,83295,78987,82577,▼1077,－1.29%,85377,87675,92115,109187,60172,4102826
2011/04/25,87962,87962,83654,83654,▼2513,－2.92%,86454,87980,92672,109583,28983,4092876
2011/04/22,89398,89398,85090,86167,▼2872,－3.23%,87172,88375,93192,110015,28220,4093966
2011/04/21,86167,89398,84372,89039,▲3590,＋4.20%,87962,88160,93695,110458,59027,4096966
2011/04/20,86526,87962,85449,85449,▼2513,－2.86%,87819,87801,94150,110912,39667,4072266
2011/04/19,84731,88321,83654,87962,▲718,＋0.82%,87388,87549,94730,111354,47480,4080219
2011/04/18,87962,88321,85449,87244,▼2872,－3.19%,86742,87262,95287,111819,32087,4076490
2011/04/15,88321,90476,86885,90117,▲1795,＋2.03%,86742,87083,95831,112281,46676,4078920
2011/04/14,82577,88680,82577,88321,▲5026,＋6.03%,86526,86760,96364,112653,60626,4077810
2011/04/13,83654,84013,80782,83295,▼1436,－1.69%,86742,85988,96908,113066,39510,4078650
2011/04/12,86526,86885,84372,84731,▼2513,－2.88%,87891,85575,97507,113504,40790,4074800
2011/04/11,89757,89757,86885,87244,▼1795,－2.02%,88968,85180,98099,114015,25441,4075010
2011/04/08,88321,89757,87603,89039,▼359,－0.40%,89542,84767,98590,114606,32698,4074500
2011/04/07,90476,90476,87603,89398,▲359,＋0.40%,90045,84498,99068,115168,32218,4074580
2011/04/06,90476,90835,89039,89039,▼1077,－1.20%,90332,84282,99547,115723,29261,4072350
2011/04/05,88680,90835,88680,90117,0.0,0.00%,90045,84103,100038,116181,25856,4071920
2011/04/04,91912,91912,89039,90117,▼1436,－1.57%,89757,83869,100552,116474,28405,4071050
2011/04/01,92630,92630,89039,91553,▲718,＋0.79%,90045,83618,101067,116631,45820,4073460
2011/03/31,88680,90835,87603,90835,▲3231,＋3.69%,88106,83277,101546,116787,47150,4076180
2011/03/30,87603,89039,85808,87603,▼1077,－1.21%,86311,82900,102036,116930,55164,4064122
2011/03/29,91553,91553,86526,88680,▼2872,－3.14%,84875,82559,102563,117078,56376,4065212
2011/03/28,82218,93348,82218,91553,▲9694,＋11.84%,83582,82451,103066,117221,189199,4066382
2011/03/25,82218,82577,81141,81859,0.0,0.00%,82002,82523,103532,117345,25716,4071572
2011/03/24,83654,83654,80782,81859,▲1436,＋1.79%,82361,83151,104155,117540,33571,4070762
2011/03/23,81500,82936,79346,80423,▼1795,－2.18%,80566,83798,104825,117732,37936,4069042
2011/03/22,83295,84731,81500,82218,▼1436,－1.72%,79489,84516,105609,117929,40304,4070202
2011/03/21,86526,86885,81500,83654,0.0,0.00%,78412,85413,106375,118128,90162,4070302
2011/03/18,73601,83654,73601,83654,▲10771,＋14.78%,77479,86401,107129,118322,107545,4072742
2011/03/17,75037,75037,72524,72883,▼2154,－2.87%,77479,87316,107918,118516,71938,4072592
2011/03/16,75037,77550,74319,75037,▼1795,－2.34%,79920,89057,108816,118789,69427,4067882
2011/03/15,79346,81141,72883,76832,▼2154,－2.73%,82002,90476,109726,119061,54843,4083322
2011/03/14,84372,84372,76114,78987,▼4667,－5.58%,83726,91786,110593,119292,61409,4080622
2011/03/11,83654,84731,82218,83654,▼1436,－1.69%,84946,93150,111425,119510,28938,4079992
2011/03/10,85449,86885,85090,85090,▼359,－0.42%,85162,94425,112239,119703,29116,4082452
2011/03/09,85808,86885,85449,85449,0.0,0.00%,84803,95915,113011,119882,28850,4084822
2011/03/08,85090,86167,84731,85449,▲359,＋0.42%,83869,97405,113717,120062,28464,4083382
2011/03/07,84731,86526,84013,85090,▲359,＋0.42%,84085,98967,114375,120240,29704,4083372
2011/03/04,83295,85449,82936,84731,▲1436,＋1.72%,85665,100618,115027,120437,46608,4084292
2011/03/03,80782,83654,80782,83295,▲2513,＋3.11%,87603,102377,115781,120647,40757,4083896
2011/03/02,85090,85090,79705,80782,▼5744,－6.64%,89901,104155,116691,120871,141862,4081786
2011/02/28,93348,93348,85090,86526,▼6463,－6.95%,92702,106111,117750,121109,144168,4105166
2011/02/25,94066,94784,92271,92989,▼1436,－1.52%,95430,107583,118755,121311,33885,4148306
2011/02/24,94425,95861,93348,94425,▼359,－0.38%,97513,108678,119336,121471,26338,4156216
2011/02/23,92989,96220,91553,94784,0.0,0.00%,99020,109773,119940,121619,61573,4153576
2011/02/22,99092,99092,93707,94784,▼5385,－5.38%,101605,110851,120784,121708,81124,4144516
2011/02/21,104478,104478,99092,100169,▼3231,－3.12%,103329,112125,121412,121819,55596,4140766
2011/02/18,101965,103760,100887,103401,▲1436,＋1.41%,103903,113184,121909,121860,23015,4139116
2011/02/17,107709,107709,101246,101965,▼5744,－5.33%,104478,114010,122351,121952,43649,4137396
2011/02/16,103401,107709,102683,107709,▲4308,＋4.17%,105914,115015,122818,122223,50234,4140637
2011/02/15,106632,106632,103042,103401,▲359,＋0.35%,107350,115679,123189,122433,27360,4139017
2011/02/14,104837,107709,102683,103042,▼3231,－3.04%,109720,116469,123632,122708,59901,4133637
2011/02/11,109145,110940,104478,106273,▼2872,－2.63%,112448,117331,124081,123021,77501,4136267
2011/02/10,115249,116326,109145,109145,▼5744,－5.00%,114818,117852,124476,123319,86611,4129507
2011/02/09,115967,116326,113813,114890,▼359,－0.31%,116972,118282,124823,123518,46052,4135547
2011/02/08,118480,118480,115249,115249,▼1436,－1.23%,117762,118444,125074,123689,65952,4133327
2011/02/07,117044,118121,116326,116685,▼1436,－1.22%,118695,118606,125319,123906,48366,4135107
2011/02/01,119916,120275,117044,118121,▼1795,－1.50%,118552,118821,125541,124115,36653,4135097
2011/01/31,118480,120634,117403,119916,▲1077,＋0.91%,117905,118965,125738,124269,142818,4139494
2011/01/28,119198,120275,117403,118839,▼1077,－0.90%,117187,118983,125906,124478,72291,4060224
2011/01/27,115967,119916,115608,119916,▲3949,＋3.41%,116685,119054,126091,124552,105554,4045584
2011/01/26,114890,116685,114890,115967,▲1077,＋0.94%,116757,119018,126259,124524,69748,3995384
2011/01/25,116326,117044,114890,114890,▼1436,－1.23%,117834,119162,126495,124557,91785,3979654
2011/01/24,114890,117762,114890,116326,0.0,0.00%,118839,119395,126838,124629,48090,3983384
2011/01/21,119198,120275,115967,116326,▼3949,－3.28%,119988,119539,127222,124580,111719,3974427
2011/01/20,121352,123506,120275,120275,▼1077,－0.89%,120921,119826,127675,124514,126500,3982557
2011/01/19,120634,122070,119916,121352,▲1436,＋1.20%,120706,120185,127977,124412,112307,3990227
2011/01/18,122070,123506,119916,119916,▼2154,－1.76%,120490,120526,128352,124294,138663,3968438
2011/01/17,121352,123147,120275,122070,▲1077,＋0.89%,119844,120975,128730,124186,171154,3966498
2011/01/14,119557,122788,119198,120993,▲1795,＋1.51%,118983,121424,128943,124063,146940,3954735
2011/01/13,121352,121352,118121,119198,▼1077,－0.90%,118408,121711,129224,123964,71770,3951085
2011/01/12,116326,120634,115967,120275,▲3590,＋3.08%,118264,122232,129501,123868,194012,3951155
2011/01/11,117403,117762,115967,116685,▼1077,－0.91%,118408,122663,129932,123755,71667,3955412
2011/01/10,118121,118121,116685,117762,▼359,－0.30%,119270,123273,130622,123715,130036,3952782
2011/01/07,117762,118121,116685,118121,▼359,－0.30%,119772,124009,131267,123655,104906,3973672
2011/01/06,122070,122070,118121,118480,▼2513,－2.08%,120203,124673,131898,123545,142731,3969802
2011/01/05,120993,120993,119557,120993,0.0,0.00%,120347,125140,132324,123437,112070,3968772
2011/01/04,120634,122429,120275,120993,▲718,＋0.60%,119916,125337,132396,123314,128913,3958232
2011/01/03,120275,121352,119557,120275,0.0,0.00%,119629,125499,132195,123191,96249,3944802
2010/12/30,119916,120275,118480,120275,▲1077,＋0.90%,119413,125984,132028,123064,62366,3938022
2010/12/29,119198,120993,118121,119198,▲359,＋0.30%,119772,126863,131823,122940,87289,3926541
2010/12/28,119916,122788,118839,118839,▼718,－0.60%,121424,128120,131593,122832,89828,3920203
2010/12/27,121711,122070,119198,119557,▲359,＋0.30%,123291,129520,131377,122741,77066,3920893
2010/12/24,122070,123506,118480,119198,▼2872,－2.35%,125158,129933,131157,122623,122922,3925233
2010/12/23,122429,124942,120993,122070,▼5385,－4.23%,127527,130507,130925,122506,328790,3921193
2010/12/22,128174,130687,126738,127456,▼718,－0.56%,128461,131674,130639,122375,55666,3919753
2010/12/21,130328,132841,127456,128174,▼718,－0.56%,128892,131926,130250,122203,90377,3912153
2010/12/20,127815,128892,125660,128892,▼2154,－1.64%,129035,132015,129881,122032,103863,3917553
2010/12/17,129969,142176,129969,131046,▲4308,＋3.40%,129035,132069,129516,121858,408831,3902173
2010/12/16,129251,129251,126020,126738,▼2872,－2.22%,129323,132015,129113,121659,61380,3919716
2010/12/15,129251,129969,125660,129610,▲718,＋0.56%,130256,132177,128763,121522,99146,3922996
2010/12/14,130328,130687,128533,128892,0.0,0.00%,129897,132195,128397,121379,54372,3879266
2010/12/13,129969,130687,127815,128892,▼3590,－2.71%,129107,132249,127992,121256,95126,3867836
2010/12/10,131405,132482,128892,132482,▲1077,＋0.82%,128174,132303,127595,121109,55004,3892326
2010/12/09,129251,133559,125660,131405,▲3590,＋2.81%,127671,132177,127168,120956,121934,3880770
2010/12/08,124942,127815,123147,127815,▲2872,＋2.30%,128964,132105,126753,120820,106804,3857380
2010/12/07,125301,127097,123865,124942,▲718,＋0.58%,132267,132213,126406,120698,167534,3837469
2010/12/06,129969,131046,122788,124224,▼5744,－4.42%,136647,132464,126105,120627,232636,3897220
2010/12/03,138945,138945,129969,129969,▼7899,－5.73%,137365,132752,125848,120445,287412,3984483
2010/12/02,144689,145766,136790,137868,▼6463,－4.48%,137508,132752,125514,120221,177126,4123111
2010/12/01,142176,148997,141817,144330,▼2513,－1.71%,139016,132357,125051,119939,263723,4143131
2010/11/30,127815,146843,126020,146843,▲19029,＋14.89%,136647,131639,124469,119604,292210,4096401
2010/11/29,125660,129969,122070,127815,▼2872,－2.20%,133272,130803,123867,119237,136904,3955121
2010/11/26,145407,146125,129969,130687,▼14720,－10.12%,133703,131186,123607,119056,344892,3919387
2010/11/25,151870,151870,139663,145407,▲12925,＋9.76%,133559,131618,123298,118854,875550,3923901
2010/11/24,115249,132482,115249,132482,▲2513,＋1.93%,130472,131525,122632,118511,261971,3917463
2010/11/23,129969,129969,129969,129969,0.0,0.00%,129969,131820,122226,118309,0,19700967
2010/11/22,129969,129969,129969,129969,0.0,0.00%,129969,132515,121811,118127,0,19700967
2010/11/19,129969,129969,129969,129969,0.0,0.00%,129969,133146,121552,117948,0,19700967
2010/11/18,129969,129969,129969,129969,0.0,0.00%,129969,133388,121628,117768,0,19700967
2010/11/17,129969,129969,129969,129969,0.0,0.00%,129969,133784,121676,117553,0,19700967
2010/11/16,129969,129969,129969,129969,0.0,0.00%,129969,134075,121784,117333,0,19700967
2010/11/15,129969,129969,129969,129969,0.0,0.00%,129969,134883,121962,117137,0,19700967
2010/11/12,129969,129969,129969,129969,0.0,0.00%,129969,136290,122161,116937,0,19700967
2010/11/11,129969,129969,129969,129969,0.0,0.00%,129969,137615,122213,116803,0,19700967
2010/11/10,129969,129969,129969,129969,0.0,0.00%,129969,138917,122304,116676,0,19700967
2010/11/09,129969,129969,129969,129969,0.0,0.00%,129969,139620,122493,116574,0,19700967
2010/11/08,129969,129969,129969,129969,0.0,0.00%,130002,139386,122689,116497,0,19700967
2010/11/05,129969,129969,129969,129969,0.0,0.00%,131101,138335,122800,116397,0,19700967
2010/11/04,129969,129969,129969,129969,0.0,0.00%,132976,137349,123050,116358,0,19700967
2010/11/03,124473,139992,124473,129969,▼162,－0.12%,135692,136249,123013,116326,1794658,19700967
2010/11/02,132879,134011,128838,130131,▼5335,－3.94%,137373,135021,122789,116284,1267759,19618117
2010/11/01,142255,143548,134657,135465,▼3880,－2.78%,140121,133808,122619,116291,947080,19544314
2010/10/29,143871,144518,136759,139345,▼4203,－2.93%,141544,132354,122420,116184,864088,19638747
2010/10/28,139668,148236,136112,143548,▲5173,＋3.74%,140638,130648,121938,116074,1673347,19648697
2010/10/27,144195,145326,136759,138375,▼5496,－3.82%,139507,128716,121353,115984,1071400,19465387
2010/10/26,143063,151954,142901,143871,▲1293,＋0.91%,138989,127003,120847,115979,1741744,19441944
2010/10/25,137405,144518,136112,142578,▲7759,＋5.76%,139442,125112,120235,115928,1730622,19536794
2010/10/22,140638,140638,131909,134819,▼3071,－2.23%,142546,123333,119642,115878,1283362,19493394
2010/10/21,136759,147751,136435,137890,▲2101,＋1.55%,146878,121935,119184,115780,2884580,19441414
2010/10/20,142255,149529,129646,135789,▼10346,－7.08%,150499,120327,118705,115593,5261796,19332934
2010/10/19,160037,160198,143386,146135,▼11962,－7.57%,152148,118920,118236,115415,3143568,19274164
2010/10/18,154541,159552,150822,158097,▲1617,＋1.03%,147977,116843,117578,115205,3538468,19272944
2010/10/15,157774,164886,148883,156480,▲485,＋0.31%,138149,114192,116808,114930,5540478,19066764
2010/10/14,149044,165533,147589,155995,▲11962,＋8.31%,128902,111710,116043,114708,11173097,18875684
2010/10/13,141285,144033,135950,144033,▲18752,＋14.97%,119300,109237,115191,114508,3104258,18179464
2010/10/12,110248,125281,109116,125281,▲16327,＋14.99%,111573,107386,114550,114426,2678398,17891024
2010/10/11,111541,112511,107984,108954,▼1293,－1.17%,107693,106465,114232,114492,486864,17880424
2010/10/08,107984,111702,107176,110248,▲2263,＋2.10%,107176,106457,114186,114713,691746,17909404
2010/10/07,105560,109924,104590,107984,▲2586,＋2.45%,106174,106441,114100,114934,711865,17888634
2010/10/06,106206,106691,105398,105398,▼485,－0.46%,105560,106546,114057,115202,319357,17837314
2010/10/05,107338,107823,105398,105883,▼485,－0.46%,105301,106748,114071,115492,289415,17836944
2010/10/04,105075,109601,104913,106368,▲1132,＋1.08%,105333,106990,114106,115724,624072,17845214
2010/10/01,104751,106368,104105,105236,▲323,＋0.31%,105463,107281,114089,115959,296744,17839764
2010/09/30,103781,105398,103458,104913,▲808,＋0.78%,105786,107629,114087,116221,363629,17828244
2010/09/29,104913,105075,102650,104105,▼1940,－1.83%,105948,107653,114111,116522,428125,17769794
2010/09/28,107499,107499,105236,106045,▼970,－0.91%,106659,107855,114157,116799,330291,17763604
2010/09/27,107661,107984,106206,107014,▲162,＋0.15%,106368,107807,114184,117060,304220,17768164
2010/09/24,106045,106853,105398,106853,▲1132,＋1.07%,105980,108178,114200,117421,265580,17752494
2010/09/20,107661,107823,105398,105721,▼1940,－1.80%,105980,109560,114205,117767,267507,17666134
2010/09/17,105075,107823,104913,107661,▲3071,＋2.94%,106142,110918,114281,118341,300087,17695234
2010/09/16,105075,106368,104428,104590,▼485,－0.46%,106012,112357,114362,118899,303733,17632694
2010/09/15,106853,107014,104751,105075,▼1778,－1.66%,106465,114160,114521,119482,433982,17605414
2010/09/14,106529,108954,106368,106853,▲323,＋0.30%,107208,116002,114623,120061,345095,17610764
2010/09/13,107338,107338,106045,106529,▼485,－0.45%,107823,117312,114744,120626,324344,17590244
2010/09/10,106691,107338,105721,107014,▲162,＋0.15%,108534,118759,114887,121193,281039,17553444
2010/09/09,107984,108793,106368,106853,▼1940,－1.78%,109019,120472,114989,121756,452036,17530164
2010/09/08,111541,111702,108793,108793,▼1132,－1.03%,109795,122218,115148,122320,385653,17532234
2010/09/07,110086,112026,108954,109924,▼162,－0.15%,110474,123608,115043,122869,597467,17545184
2010/09/06,111541,112511,108954,110086,▲647,＋0.59%,110926,125362,114927,123407,514642,17560124
2010/09/03,112026,114774,108631,109439,▼1293,－1.17%,109989,126243,114828,123945,998239,17558764
2010/09/02,113319,113319,109439,110732,▼1455,－1.30%,109730,126599,114739,124488,448748,17507174
2010/09/01,113157,113642,109601,112187,0.0,0.00%,108599,127059,114607,125020,663846,17516004
2010/08/31,104105,112187,104105,112187,▲6789,＋6.44%,109051,127625,114504,125540,1377107,17491424
2010/08/30,109116,109439,103458,105398,▼2748,－2.54%,113513,127536,114410,126060,1011907,17116214
2010/08/27,105560,109439,104266,108146,▲3071,＋2.92%,119009,127690,114391,126636,1246239,17106614
2010/08/26,106691,111541,103296,105075,▼9376,－8.19%,124667,127682,114391,127231,5009948,17057894
2010/08/25,114451,114451,114451,114451,▼20045,－14.90%,131780,127787,114442,127907,528665,17022960
2010/08/24,135142,137890,130454,134496,▲1617,＋1.22%,137276,127415,114343,128316,562856,17022960
2010/08/23,138052,139668,131586,132879,▼3556,－2.61%,136985,126057,113909,128455,819221,1131245
2010/08/20,136112,143548,134172,136435,▼4203,－2.99%,137502,124869,113429,128555,963097,1130255
2010/08/19,142255,147266,138052,140638,▼1293,－0.91%,138472,123430,112882,128541,950634,1137615
2010/08/18,134819,145326,131586,141932,▲8891,＋6.68%,138698,121733,112311,128526,2120002,1191565
2010/08/17,136759,136920,129646,133041,▼2425,－1.79%,137632,120230,111713,128524,1178258,1194175
2010/08/16,139668,140315,132879,135465,▼5820,－4.12%,140024,119106,111393,128626,998326,1148485
2010/08/13,144195,148721,138375,141285,▼485,－0.34%,138472,117578,111048,128706,1760445,1114205
2010/08/12,132717,152924,128999,141770,▲5173,＋3.79%,133526,115792,110654,128751,4457294,1111825
2010/08/11,146943,146943,132071,136597,▼8406,－5.80%,129161,114014,110304,128784,2458509,1099085
2010/08/10,129646,146781,129323,145003,▲17297,＋13.54%,126542,112495,109994,128917,4948381,1091595
2010/08/09,117360,131101,117199,127706,▲11154,＋9.57%,119623,110498,109666,129021,2523268,1106405
2010/08/06,119623,119623,113481,116552,▼3395,－2.83%,115776,109383,109639,129236,850175,1104495
2010/08/05,123503,124796,117684,119947,▼3556,－2.88%,114063,108865,109779,129570,1710692,1091665
2010/08/04,111379,126898,109924,123503,▲13094,＋11.86%,111508,108267,109962,129875,5297379,1092695
2010/08/03,108631,112349,108146,110409,▲1940,＋1.79%,108211,107362,109948,130193,612975,1113279
2010/08/02,107984,110894,106853,108469,▲485,＋0.45%,107596,107095,110210,130792,523720,1135309
2010/07/30,107661,112996,106206,107984,▲808,＋0.75%,107726,106990,110614,131210,597633,1155319
2010/07/29,107984,108469,107014,107176,▲162,＋0.15%,107661,106934,111112,131632,269799,1187919
2010/07/28,106691,108954,106691,107014,▼323,－0.30%,107564,106958,111622,132010,315240,1171839
2010/07/27,110571,110571,107338,107338,▼1778,－1.63%,108534,107006,112115,132377,317989,1164729
2010/07/26,106691,109278,106368,109116,▲1455,＋1.35%,109181,106998,112376,132748,260953,1187599
2010/07/23,108308,108954,106045,107661,▲970,＋0.91%,108340,107055,112481,133006,306083,1156929
2010/07/22,111541,111541,106691,106691,▼5173,－4.62%,107920,107297,112594,133355,425109,1140619
2010/07/21,110571,115905,109601,111864,▲1293,＋1.17%,107823,107669,112831,133790,897951,1145459
2010/07/20,104751,117684,104751,110571,▲5658,＋5.39%,106691,107637,113052,134153,1507166,1135009
2010/07/19,105236,105398,104428,104913,▼647,－0.61%,105592,107815,113373,134754,219216,1147039
2010/07/16,106045,107014,105398,105560,▼647,－0.61%,105689,108324,113825,135391,306146,1148199
2010/07/15,105721,107984,105398,106206,0.0,0.00%,105818,108704,114302,136115,479563,1150749
2010/07/14,105721,106368,104913,106206,▲1132,＋1.08%,106174,109213,114752,136625,409654,1151279
2010/07/13,105883,106368,104913,105075,▼323,－0.31%,106012,109027,115240,137066,253594,1103259
