[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1991/10/14,255956,259078,254396,255956,▲624,＋0.24%,254895,251899,254063,265537,15980,N/A
1991/10/12,252835,255332,249714,255332,▲2497,＋0.99%,254895,250962,254843,265974,17330,N/A
1991/10/11,259078,259078,252835,252835,▼3121,－1.22%,255769,249995,255582,266416,45640,N/A
1991/10/10,257517,264384,255956,255956,▲1561,＋0.61%,255769,249058,256154,266884,58870,N/A
1991/10/09,255020,255956,252835,254396,▼1561,－0.61%,256144,248200,256466,267352,31430,N/A
1991/10/08,262199,262199,252835,255956,▼3746,－1.44%,256768,247185,256674,267768,41480,N/A
1991/10/07,253459,265321,253459,259702,▲6867,＋2.72%,257392,246561,256882,268159,99020,N/A
1991/10/05,257829,258766,252835,252835,▼4994,－1.94%,258766,246374,257054,268544,30090,N/A
1991/10/04,257517,262199,257517,257829,▲312,＋0.12%,259078,246124,257210,269009,37150,N/A
1991/10/02,256269,260639,255956,257517,▼1561,－0.60%,256830,245000,257387,269415,75620,N/A
1991/10/01,268442,270939,257517,259078,▼7491,－2.81%,253771,243518,257413,269847,124800,N/A
1991/09/30,257517,266569,257517,266569,▲12174,＋4.79%,250338,241723,257517,270289,164950,N/A
1991/09/28,248777,254396,248777,254396,▲7804,＋3.16%,246655,239944,257600,270669,103920,N/A
1991/09/27,242222,248153,242222,246592,▲4370,＋1.80%,243845,238757,257886,271150,63400,N/A
1991/09/26,238789,246592,238789,242222,▲312,＋0.13%,242597,237821,258308,271748,56690,N/A
1991/09/25,246592,246592,241910,241910,▼6243,－2.52%,242160,237571,258719,272409,36240,N/A
1991/09/24,246592,252835,245968,248153,▲7804,＋3.25%,241223,237493,258953,273072,174280,N/A
1991/09/20,240349,241910,239101,240349,0.0,0.00%,238789,237228,259083,273709,42880,N/A
1991/09/19,240349,241598,238789,240349,▲312,＋0.13%,237540,237384,259447,274334,29160,N/A
1991/09/18,237228,240349,235667,240037,▲2809,＋1.18%,237228,237556,259915,274932,43180,N/A
