[일시]한국공항,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2002/01/14,7790,7790,7610,7700,▲20,＋0.26%,7752,7598,7140,7227,6260,10920
2002/01/11,7770,7770,7660,7680,▼100,－1.29%,7792,7613,7119,7230,3230,10920
2002/01/10,7790,7790,7700,7780,▼20,－0.26%,7810,7638,7096,7234,9070,10920
2002/01/09,7700,7900,7700,7800,0.0,0.00%,7794,7656,7072,7241,8130,10920
2002/01/08,7900,8060,7800,7800,▼100,－1.27%,7782,7682,7048,7250,10730,10920
2002/01/07,7750,8070,7750,7900,▲130,＋1.67%,7704,7700,7025,7260,12010,10920
2002/01/04,7700,7790,7660,7770,▲70,＋0.91%,7562,7690,6999,7265,12692,10920
2002/01/03,7740,7800,7520,7700,▼40,－0.52%,7468,7686,6974,7271,8110,10920
2002/01/02,7700,7800,7560,7740,▲330,＋4.45%,7400,7686,6951,7277,7880,10920
2001/12/28,7300,7480,7300,7410,▲220,＋3.06%,7328,7669,6932,7285,3680,10920
2001/12/27,7010,7380,7010,7190,▼110,－1.51%,7298,7657,6920,7297,3770,10920
2001/12/26,7300,7390,7210,7300,▼60,－0.82%,7304,7642,6899,7312,7700,10920
2001/12/24,7270,7360,7200,7360,▼20,－0.27%,7292,7643,6874,7327,7520,10920
2001/12/21,7310,7460,7250,7380,▲120,＋1.65%,7360,7645,6848,7341,5640,10920
2001/12/20,7350,7500,7240,7260,▲40,＋0.55%,7486,7633,6821,7356,6640,10920
2001/12/19,7500,7580,7000,7220,▼20,－0.28%,7636,7621,6794,7372,14850,10920
2001/12/18,7580,7770,7230,7240,▼460,－5.97%,7792,7607,6764,7388,13850,10920
2001/12/17,7930,7930,7650,7700,▼310,－3.87%,7982,7599,6738,7405,7940,10920
2001/12/14,8010,8080,7920,8010,0.0,0.00%,8068,7579,6706,7420,11730,10920
2001/12/13,7950,8200,7900,8010,▲10,＋0.13%,8130,7518,6661,7434,9120,10920
2001/12/12,8210,8270,7910,8000,▼190,－2.32%,8160,7445,6612,7448,21130,10920
2001/12/11,8300,8300,7900,8190,▲60,＋0.74%,8100,7368,6574,7463,21090,10920
2001/12/10,8250,8250,7900,8130,▼190,－2.28%,8002,7272,6546,7478,18220,10920
2001/12/07,8300,8890,8240,8320,▲160,＋1.96%,7916,7183,6520,7495,70270,10920
2001/12/06,7600,8200,7550,8160,▲460,＋5.97%,7732,7080,6511,7510,64780,10920
2001/12/05,7580,7700,7500,7700,0.0,0.00%,7532,6988,6508,7524,23170,10920
2001/12/04,7700,7770,7400,7700,0.0,0.00%,7370,6918,6512,7542,25320,10920
2001/12/03,7500,7720,7500,7700,▲300,＋4.05%,7294,6855,6517,7560,32810,10920
2001/11/30,7450,7650,7300,7400,▲240,＋3.35%,7234,6786,6522,7577,36290,10920
2001/11/29,6890,7330,6890,7160,▲270,＋3.92%,7184,6731,6539,7599,44550,10920
2001/11/28,7380,7380,6870,6890,▼430,－5.87%,7154,6690,6574,7624,26670,10920
2001/11/27,7490,7590,7230,7320,▼80,－1.08%,7166,6663,6612,7650,18600,10920
2001/11/26,7240,7450,7200,7400,▲250,＋3.50%,7116,6610,6640,7671,32260,10920
2001/11/23,7060,7150,7020,7150,▲140,＋2.00%,7096,6569,6674,7690,11380,10920
2001/11/22,6880,7010,6860,7010,▲60,＋0.86%,7026,6538,6691,7711,9680,10920
2001/11/21,7000,7070,6860,6950,▼120,－1.70%,6934,6512,6704,7734,19980,12920
2001/11/20,7500,7500,6840,7070,▼230,－3.15%,6834,6488,6717,7758,34040,12920
2001/11/19,7000,7450,6950,7300,▲500,＋7.35%,6674,6458,6727,7781,45260,12920
2001/11/16,6580,7200,6460,6800,▲250,＋3.82%,6486,6410,6736,7805,35580,12920
2001/11/15,6650,6650,6410,6550,▲100,＋1.55%,6376,6389,6754,7831,15440,12920
2001/11/14,6300,6700,6300,6450,▲180,＋2.87%,6330,6378,6776,7857,11290,12920
2001/11/13,6280,6310,6200,6270,▼90,－1.42%,6302,6376,6802,7883,9970,12920
2001/11/12,6220,6390,6220,6360,▲110,＋1.76%,6334,6379,6832,7908,14390,12920
2001/11/09,6300,6380,6220,6250,▼70,－1.11%,6326,6376,6862,7932,12970,12920
2001/11/08,6390,6390,6270,6320,▲10,＋0.16%,6336,6384,6894,7958,3660,12920
2001/11/07,6400,6460,6300,6310,▼120,－1.87%,6342,6387,6923,7983,15110,12920
2001/11/06,6370,6450,6300,6430,▲110,＋1.74%,6350,6389,6953,8007,5630,12920
2001/11/05,6450,6450,6260,6320,▲20,＋0.32%,6314,6382,6979,8030,6730,12920
2001/11/02,6340,6390,6300,6300,▼50,－0.79%,6366,6381,7007,8055,11670,12920
2001/11/01,6400,6440,6250,6350,0.0,0.00%,6412,6396,7037,8080,5650,12920
2001/10/31,6210,6390,6210,6350,▲100,＋1.60%,6442,6413,7064,8106,5000,12920
2001/10/30,6580,6580,6250,6250,▼330,－5.02%,6466,6394,7091,8132,15690,12920
2001/10/29,6540,6790,6540,6580,▲50,＋0.77%,6508,6371,7122,8157,11800,12920
2001/10/26,6550,6550,6440,6530,▲30,＋0.46%,6462,6331,7148,8178,3490,12920
2001/10/25,6500,6680,6460,6500,▲30,＋0.46%,6430,6292,7171,8200,16860,12920
2001/10/24,6550,6550,6430,6470,▲10,＋0.15%,6398,6250,7197,8222,13050,12920
2001/10/23,6360,6600,6360,6460,▲110,＋1.73%,6384,6198,7219,8243,36100,12920
2001/10/22,6350,6440,6300,6350,▼20,－0.31%,6360,6159,7240,8265,6420,12920
2001/10/19,6400,6400,6260,6370,▲30,＋0.47%,6350,6129,7263,8287,5620,12920
2001/10/18,6370,6370,6260,6340,▼60,－0.94%,6356,6076,7286,8310,2740,12920
2001/10/17,6410,6450,6310,6400,▲60,＋0.95%,6366,6014,7314,8333,11220,12920
2001/10/16,6170,6390,6100,6340,▲40,＋0.63%,6356,5978,7341,8354,12590,12920
2001/10/15,6390,6390,6200,6300,▼100,－1.56%,6346,5986,7372,8379,12950,12920
2001/10/12,6410,6490,6320,6400,▲10,＋0.16%,6346,6002,7411,8404,12210,12920
2001/10/11,6950,6950,6310,6390,▲40,＋0.63%,6384,6071,7452,8427,27330,12920
2001/10/10,6350,6850,6200,6350,▲60,＋0.95%,6444,6151,7496,8450,14530,12920
2001/10/09,6420,6480,6210,6290,▼10,－0.16%,6368,6228,7530,8472,10910,12920
2001/10/08,6480,6490,6300,6300,▼290,－4.40%,6268,6313,7567,8496,4530,12920
2001/10/05,6300,6590,6200,6590,▼100,－1.49%,6166,6398,7603,8520,11640,12920
2001/10/04,6400,6690,5900,6690,▲720,＋12.06%,5998,6492,7639,8542,13300,12920
2001/09/28,5800,6100,5800,5970,▲180,＋3.11%,5790,6620,7675,8561,7620,10920
2001/09/27,5790,5900,5670,5790,0.0,0.00%,5684,6779,7725,8588,14310,10920
2001/09/26,5750,6000,5500,5790,▲40,＋0.70%,5662,6939,7780,8616,12640,10920
2001/09/25,5990,5990,5600,5750,▲100,＋1.77%,5654,7121,7835,8648,16050,10920
2001/09/24,5290,5890,5290,5650,▲210,＋3.86%,5564,7244,7892,8688,7270,10920
2001/09/21,4930,5500,4930,5440,▼240,－4.23%,5454,7351,7950,8722,6680,10920
2001/09/20,5650,5700,5440,5680,▼70,－1.22%,5504,7465,8012,8764,12000,10920
2001/09/19,5400,5750,5160,5750,▲450,＋8.49%,5668,7566,8072,8802,29520,10920
2001/09/18,5200,5400,5100,5300,▲200,＋3.92%,5842,7668,8135,8847,20520,10920
2001/09/17,5410,5750,4910,5100,▼590,－10.37%,6338,7797,8208,8896,23790,10920
2001/09/14,6710,6710,5530,5690,▼810,－12.46%,6914,7936,8285,8954,33660,10920
2001/09/13,6120,6620,6120,6500,▼120,－1.81%,7354,8051,8353,8994,25110,10920
2001/09/12,6620,6620,6620,6620,▼1160,－14.91%,7654,8131,8411,9017,10280,10920
2001/09/11,8090,8090,7650,7780,▼200,－2.51%,7930,8208,8470,9036,14700,10920
2001/09/10,7710,7980,7690,7980,▲90,＋1.14%,8066,8226,8509,9047,18650,10920
2001/09/07,8000,8020,7770,7890,▼110,－1.38%,8320,8232,8540,9057,22410,10920
2001/09/06,8110,8200,8000,8000,0.0,0.00%,8572,8242,8573,9069,18140,10920
2001/09/05,8490,8490,8000,8000,▼460,－5.44%,8772,8241,8603,9080,37960,10920
2001/09/04,9360,9360,8400,8460,▼790,－8.54%,9058,8243,8633,9096,104510,10920
2001/09/03,9300,9570,9000,9250,▲100,＋1.09%,9006,8224,8659,9103,98460,10920
2001/08/31,8700,9290,8610,9150,▲150,＋1.67%,8716,8161,8674,9107,86780,10920
2001/08/30,9030,9220,8650,9000,▼430,－4.56%,8428,8100,8689,9113,49140,10920
2001/08/29,8020,9430,8000,9430,▲1230,＋15.00%,8168,8057,8703,9123,57070,10920
2001/08/28,7750,8300,7740,8200,▲400,＋5.13%,7840,7991,8707,9128,16970,10920
2001/08/27,7900,7900,7800,7800,▲90,＋1.17%,7776,7978,8731,9140,2450,10920
2001/08/24,7710,7750,7700,7710,▲10,＋0.13%,7794,7990,8764,9156,4280,10920
2001/08/23,7790,7820,7680,7700,▼90,－1.16%,7850,7994,8799,9176,5990,10920
2001/08/22,7800,7900,7600,7790,▼90,－1.14%,7930,7994,8835,9204,12110,10920
2001/08/21,7820,7940,7800,7880,▼10,－0.13%,8002,7991,8874,9235,8740,10920
2001/08/20,7960,7990,7830,7890,▼100,－1.25%,8056,7987,8908,9264,6880,10920
2001/08/17,8010,8090,7950,7990,▼110,－1.36%,8096,7993,8938,9296,10840,10920
2001/08/16,8060,8150,7950,8100,▼50,－0.61%,8118,7994,8964,9331,5600,10920
2001/08/14,8320,8320,8100,8150,0.0,0.00%,8092,7998,8984,9369,6710,10920
2001/08/13,8100,8240,8050,8150,▲60,＋0.74%,8072,8025,9003,9406,8150,10920
2001/08/10,8100,8250,8050,8090,▼10,－0.12%,8056,8059,9023,9441,3590,10920
2001/08/09,7970,8450,7840,8100,▲130,＋1.63%,8038,8106,9042,9471,12060,10920
2001/08/08,7950,8050,7930,7970,▼80,－0.99%,8002,8122,9061,9500,2500,10920
2001/08/07,8050,8050,7950,8050,▼20,－0.25%,8038,8149,9081,9530,3380,10920
2001/08/06,7880,8130,7880,8070,▲70,＋0.88%,8048,8169,9103,9557,3430,10920
2001/08/03,8060,8060,7880,8000,▲80,＋1.01%,8022,8201,9124,9583,10690,10920
2001/08/02,8150,8150,7900,7920,▼230,－2.82%,8032,8244,9147,9611,8420,10920
2001/08/01,7900,8200,7900,8150,▲50,＋0.62%,8006,8298,9173,9641,4890,10920
2001/07/31,7810,8150,7810,8100,▲160,＋2.02%,7916,8345,9192,9667,3060,10920
2001/07/30,7950,8050,7820,7940,▼110,－1.37%,7842,8392,9209,9694,1830,10920
2001/07/27,7790,8080,7750,8050,▲260,＋3.34%,7814,8454,9229,9710,5290,10920
2001/07/26,7700,7850,7640,7790,▲90,＋1.17%,7806,8509,9246,9724,3660,10920
2001/07/25,7610,7800,7530,7700,▼30,－0.39%,7850,8578,9268,9738,2410,10920
2001/07/24,7620,7780,7400,7730,▼70,－0.90%,7944,8656,9290,9754,4100,10920
2001/07/23,8010,8010,7610,7800,▼210,－2.62%,8136,8745,9312,9768,3950,10920
2001/07/20,8010,8060,8000,8010,0.0,0.00%,8342,8840,9333,9778,2170,10920
2001/07/19,8030,8170,8000,8010,▼160,－1.96%,8548,8925,9351,9782,2200,10920
2001/07/18,8520,8600,8110,8170,▼520,－5.98%,8628,9013,9368,9787,7930,10920
2001/07/16,8680,8790,8610,8690,▼140,－1.59%,8696,9105,9386,9790,3940,10920
2001/07/13,9100,9100,8610,8830,▼210,－2.32%,8648,9178,9396,9787,7100,10920
2001/07/12,8470,9050,8470,9040,▲630,＋7.49%,8626,9241,9402,9781,12150,10920
2001/07/11,8270,8470,8250,8410,▼100,－1.18%,8588,9284,9403,9774,2390,10920
2001/07/10,8510,8590,8450,8510,▲60,＋0.71%,8706,9354,9414,9773,3820,10920
2001/07/09,8540,8600,8230,8450,▼270,－3.10%,8822,9420,9425,9771,5510,10920
2001/07/06,8900,8930,8720,8720,▼130,－1.47%,8942,9487,9438,9770,6000,10920
2001/07/05,8950,9000,8850,8850,▼150,－1.67%,9034,9554,9445,9765,10220,10920
2001/07/04,9100,9100,8980,9000,▼90,－0.99%,9094,9619,9447,9761,7960,10920
2001/07/03,9000,9140,8980,9090,▲40,＋0.44%,9128,9669,9450,9756,16280,10920
2001/07/02,9190,9240,8960,9050,▼130,－1.42%,9160,9707,9451,9749,12980,10920
2001/06/29,9200,9200,9060,9180,▲30,＋0.33%,9254,9739,9461,9742,4740,10920
2001/06/28,9270,9270,9000,9150,▼20,－0.22%,9358,9760,9485,9732,13390,10920
2001/06/27,9250,9300,9050,9170,▼80,－0.86%,9468,9793,9495,9723,7440,10920
2001/06/26,9520,9530,9250,9250,▼270,－2.84%,9590,9824,9515,9706,4370,10920
2001/06/25,9710,9710,9500,9520,▼180,－1.86%,9740,9857,9533,9689,5500,10920
2001/06/22,9950,9950,9680,9700,0.0,0.00%,9866,9886,9560,9671,6970,10920
2001/06/21,9620,9940,9600,9700,▼80,－0.82%,9946,9896,9585,9656,7700,10920
2001/06/20,9980,10200,9650,9780,▼220,－2.20%,9984,9896,9623,9643,7920,10920
2001/06/19,10200,10200,9910,10000,▼150,－1.48%,9992,9886,9636,9634,7590,10920
2001/06/18,10700,10700,10150,10150,▲50,＋0.50%,9956,9850,9623,9617,15790,10920
2001/06/15,9950,10300,9890,10100,▲210,＋2.12%,9886,9807,9602,9601,16580,10920
2001/06/14,9950,9950,9710,9890,▲70,＋0.71%,9876,9771,9585,9586,5710,10920
2001/06/13,9890,9930,9820,9820,0.0,0.00%,9928,9737,9574,9574,3280,10920
2001/06/12,9610,9900,9550,9820,▲20,＋0.20%,9964,9708,9565,9569,8030,10920
2001/06/11,9910,10000,9750,9800,▼250,－2.49%,9970,9675,9557,9564,10490,10920
2001/06/08,10150,10250,9960,10050,▼100,－0.99%,9950,9654,9559,9548,11860,10920
2001/06/07,10000,10500,10000,10150,▲150,＋1.50%,9860,9618,9546,9522,22770,10920
2001/06/05,9960,10400,9960,10000,▲150,＋1.52%,9790,9579,9540,9496,37950,10920
2001/06/04,9800,9860,9700,9850,▲150,＋1.55%,9750,9554,9537,9471,10250,10920
2001/06/01,9780,9800,9560,9700,▲100,＋1.04%,9760,9525,9543,9447,17460,10920
2001/05/31,9800,9800,9550,9600,▼200,－2.04%,9840,9496,9548,9424,10840,10920
2001/05/30,9800,9890,9700,9800,0.0,0.00%,9900,9473,9549,9404,15040,10920
2001/05/29,9620,9880,9620,9800,▼100,－1.01%,9880,9438,9548,9382,15420,10920
2001/05/28,10100,10200,9720,9900,▼200,－1.98%,9836,9401,9554,9363,13480,10920
2001/05/25,9990,10150,9800,10100,▲200,＋2.02%,9712,9357,9574,9342,27870,10920
2001/05/24,9780,10050,9650,9900,▲200,＋2.06%,9552,9307,9595,9319,26510,10920
2001/05/23,9600,9990,9600,9700,▲120,＋1.25%,9446,9263,9620,9298,28160,10920
2001/05/22,9480,9600,9310,9580,▲300,＋3.23%,9348,9233,9654,9280,23200,10920
2001/05/21,9210,9470,9210,9280,▼20,－0.22%,9282,9205,9698,9266,19240,10920
2001/05/18,9250,9320,9200,9300,▼70,－0.75%,9258,9203,9754,9254,8910,10700
2001/05/17,9490,9490,9250,9370,▲160,＋1.74%,9272,9203,9808,9243,10270,10700
2001/05/16,9280,9350,9210,9210,▼40,－0.43%,9264,9195,9859,9231,6860,10700
2001/05/15,9200,9330,9170,9250,▲90,＋0.98%,9296,9189,9900,9221,13570,10700
2001/05/14,9370,9450,9150,9160,▼210,－2.24%,9348,9179,9939,9210,17090,10700
2001/05/11,9250,9400,9220,9370,▲40,＋0.43%,9370,9182,9979,9201,11890,10700
2001/05/10,9450,9450,9210,9330,▼40,－0.43%,9320,9173,10012,9191,8420,10700
2001/05/09,9640,9640,9230,9370,▼140,－1.47%,9280,9163,10041,9181,19180,10700
2001/05/08,9290,9980,9210,9510,▲240,＋2.59%,9226,9145,10076,9170,51140,10700
2001/05/07,9100,9310,9030,9270,▲150,＋1.64%,9138,9128,10109,9158,15740,10700
2001/05/04,9120,9130,9020,9120,▼10,－0.11%,9086,9123,10141,9150,10750,10700
2001/05/03,9100,9190,9020,9130,▲30,＋0.33%,9082,9148,10178,9143,13120,10700
2001/05/02,9100,9200,9020,9100,▲30,＋0.33%,9060,9221,10191,9133,16220,10700
2001/04/30,9100,9100,8980,9070,▲60,＋0.67%,9060,9254,10202,9119,16690,10700
2001/04/27,9150,9150,8990,9010,▼90,－0.99%,9050,9320,10209,9106,14120,10700
2001/04/26,9050,9120,8950,9100,▲80,＋0.89%,9096,9385,10219,9097,10110,10700
2001/04/25,9100,9100,8970,9020,▼80,－0.88%,9136,9487,10223,9087,9740,10700
2001/04/24,9100,9140,8800,9100,▲80,＋0.89%,9176,9596,10222,9081,15880,10700
2001/04/23,9100,9280,9000,9020,▼220,－2.38%,9174,9741,10213,9076,25990,10700
2001/04/20,9300,9350,9120,9240,▼60,－0.65%,9180,9818,10207,9071,12560,10700
2001/04/19,9390,9450,9200,9300,▲80,＋0.87%,9174,9816,10194,9064,42910,10700
2001/04/18,9100,9300,9060,9220,▲130,＋1.43%,9152,9796,10178,9058,13270,10700
2001/04/17,8950,9200,8950,9090,▲40,＋0.44%,9136,9790,10161,9051,10160,10700
2001/04/16,9210,9370,9050,9050,▼160,－1.74%,9118,9796,10146,9049,9310,10700
2001/04/13,9300,9450,9150,9210,▲20,＋0.22%,9144,9807,10132,9047,11730,10700
2001/04/12,9010,9400,9010,9190,▲50,＋0.55%,9134,9816,10117,9041,15580,10700
2001/04/11,9300,9300,8900,9140,▲140,＋1.56%,9220,9850,10102,9040,16720,10700
2001/04/10,9250,9250,8880,9000,▼180,－1.96%,9512,9858,10086,9039,14560,10700
2001/04/09,9200,9320,8980,9180,▲20,＋0.22%,9662,9896,10076,9041,11960,10700
2001/04/06,9700,9980,9000,9160,▼460,－4.78%,9906,9930,10061,9042,54140,10700
2001/04/04,10200,10400,9500,9620,▼980,－9.25%,10134,9982,10047,9044,42490,10700
2001/04/03,9260,10600,9260,10600,▲850,＋8.72%,10440,10001,10023,9044,49210,10700
2001/04/02,10050,10450,9500,9750,▼650,－6.25%,10560,9955,9979,9034,30710,10700
2001/03/30,10200,11050,10000,10400,▲100,＋0.97%,11010,9952,9951,9030,54940,10700
2001/03/29,11000,11850,10050,10300,▼850,－7.62%,11040,9940,9897,9023,65490,10700
2001/03/28,11600,11600,10700,11150,▼50,－0.45%,10822,9980,9845,9016,56680,10700
2001/03/27,12300,12300,10500,11200,▼800,－6.67%,10370,9992,9783,9004,63820,10700
2001/03/26,11500,12100,10600,12000,▲1450,＋13.74%,9952,10002,9726,8991,227350,10700
2001/03/23,9300,10550,9300,10550,▲1340,＋14.55%,9392,9987,9663,8971,46060,10700
2001/03/22,8810,9300,8600,9210,▲320,＋3.60%,9136,10072,9632,8962,75660,10700
2001/03/21,9100,9100,8720,8890,▼220,－2.41%,9172,10244,9612,8968,12780,10700
2001/03/20,9450,9450,9100,9110,▼90,－0.98%,9370,10427,9601,8976,5940,10700
2001/03/19,9080,9250,9070,9200,▼70,－0.76%,9408,10592,9586,8980,5730,10700
2001/03/16,9210,9640,9210,9270,▼120,－1.28%,9518,10717,9574,8985,5300,10700
2001/03/15,9210,9700,9210,9390,▼490,－4.96%,9636,10831,9574,8993,6560,10700
2001/03/14,9400,9880,9300,9880,▲580,＋6.24%,9798,10941,9570,9001,13210,10700
2001/03/13,9490,9500,9150,9300,▼450,－4.62%,9822,11012,9538,9006,5730,10700
2001/03/12,9450,9890,9450,9750,▼110,－1.12%,9898,11102,9498,9019,7830,10700
2001/03/09,10000,10150,9810,9860,▼340,－3.33%,9888,11187,9453,9033,4280,10700
2001/03/08,10050,10300,9750,10200,▲200,＋2.00%,9946,11269,9405,9038,13250,10700
2001/03/07,9750,10400,9680,10000,▲320,＋3.31%,10126,11319,9350,9039,26280,10700
2001/03/06,9710,9900,9570,9680,▼20,－0.21%,10406,11387,9301,9039,12520,10700
2001/03/05,10100,10100,9410,9700,▼450,－4.43%,10750,11397,9258,9041,11700,10700
2001/03/02,10500,11100,9730,10150,▼950,－8.56%,11150,11399,9217,9044,33240,10700
2001/02/28,11300,11400,10800,11100,▼300,－2.63%,11570,11367,9172,9044,19200,10700
2001/02/27,11450,11900,10900,11400,0.0,0.00%,11880,11294,9110,9034,21800,10700
2001/02/26,11350,11750,11000,11400,▼300,－2.56%,12110,11189,9043,9022,18420,10700
2001/02/23,11800,12300,11550,11700,▼550,－4.49%,12310,11069,8975,9010,12200,10700
2001/02/22,12400,12700,12200,12250,▼400,－3.16%,12310,10910,8907,8996,19440,10700
2001/02/21,12100,12800,12100,12650,▲100,＋0.80%,12170,10730,8833,8979,8590,10700
2001/02/20,12650,12800,12300,12550,▲150,＋1.21%,11960,10521,8754,8959,16950,10700
2001/02/19,11800,12600,11300,12400,▲700,＋5.98%,11710,10311,8677,8938,26940,10700
2001/02/16,11400,11700,11100,11700,▲150,＋1.30%,11450,10101,8604,8919,25210,10700
2001/02/15,11800,11800,11350,11550,▼50,－0.43%,11400,9925,8541,8911,12600,10700
2001/02/14,11500,11600,10950,11600,▲300,＋2.65%,11390,9760,8481,8904,26830,10700
2001/02/13,11000,11300,10700,11300,▲200,＋1.80%,11310,9594,8423,8893,30410,10700
2001/02/12,11300,11350,10900,11100,▼350,－3.06%,11320,9443,8370,8884,31290,10700
2001/02/09,11400,11550,10800,11450,▼50,－0.43%,11076,9297,8321,8874,50710,10700
2001/02/08,10950,12000,10950,11500,▲300,＋2.68%,10736,9144,8263,8860,62120,10700
2001/02/07,11300,11700,10700,11200,▼150,－1.32%,10336,8985,8207,8845,64000,10700
2001/02/06,10000,11350,9850,11350,▲1470,＋14.88%,10026,8840,8159,8835,103420,10700
2001/02/05,9750,9900,9500,9880,▲130,＋1.33%,9616,8682,8108,8826,44640,10700
2001/02/02,9400,10200,9400,9750,▲250,＋2.63%,9440,8586,8075,8830,47920,10700
2001/02/01,9450,9650,9320,9500,▼150,－1.55%,9194,8502,8036,8833,15800,10700
2001/01/31,9500,9650,9100,9650,▲350,＋3.76%,9024,8384,8003,8838,31240,10700
2001/01/30,8990,10000,8900,9300,▲300,＋3.33%,8786,8260,7974,8841,49160,10700
2001/01/29,8500,9200,8500,9000,▲480,＋5.63%,8596,8168,7951,8847,21720,10700
2001/01/26,8700,8790,8520,8520,▼130,－1.50%,8436,8108,7940,8858,16460,10700
2001/01/22,8460,8700,8390,8650,▲190,＋2.25%,8368,8092,7939,8873,21020,10700
2001/01/19,8250,8750,8210,8460,▲110,＋1.32%,8288,8095,7935,8889,38490,10700
2001/01/18,8260,8400,8200,8350,▲150,＋1.83%,8254,8071,7935,8921,8800,10700
2001/01/17,8390,8410,8180,8200,▲20,＋0.24%,8238,8065,7938,8962,29160,10700
2001/01/16,8300,8550,8070,8180,▼70,－0.85%,8234,8066,7941,9000,20360,10700
2001/01/15,8200,8500,8170,8250,▼40,－0.48%,8278,8082,7952,9044,12540,10700
2001/01/12,8460,8700,8070,8290,▲20,＋0.24%,8290,8132,7962,9073,20490,10700
2001/01/11,8100,8340,7820,8270,▲90,＋1.10%,8292,8175,7965,9103,12470,10700
2001/01/10,8300,8750,8000,8180,▼220,－2.62%,8278,8159,7978,9132,23470,10700
2001/01/09,8210,8990,8150,8400,▲90,＋1.08%,8232,8097,7993,9164,16700,10700
2001/01/08,8480,8490,8130,8310,▲10,＋0.12%,8166,8027,8006,9199,23650,10700
2001/01/05,8290,8340,7910,8300,▲100,＋1.22%,7934,7963,8023,9235,21640,10700
2001/01/04,8050,8400,8000,8200,▲250,＋3.14%,7708,7892,8041,9265,29310,10700
2001/01/03,7460,7990,7460,7950,▼120,－1.49%,7558,7834,8064,9293,8830,10700
2001/01/02,7310,8070,7310,8070,▲920,＋12.87%,7530,7792,8090,9323,8900,10700
2000/12/26,7360,7580,7110,7150,▼20,－0.28%,7556,7751,8110,9353,11320,10700
2000/12/22,7800,7800,6910,7170,▼280,－3.76%,7866,7765,8149,9391,14170,10700
2000/12/21,7500,7700,7290,7450,▼360,－4.61%,8030,7777,8188,9423,12390,10700
2000/12/20,8290,8290,7810,7810,▼390,－4.76%,8184,7772,8225,9446,28340,10700
2000/12/19,8960,8960,8050,8200,▼500,－5.75%,8266,7749,8255,9468,32260,10700
2000/12/18,7800,9000,7800,8700,▲710,＋8.89%,8326,7719,8280,9481,58000,10700
2000/12/15,8030,8100,7910,7990,▼230,－2.80%,8436,7676,8292,9488,13620,10700
2000/12/14,8350,8500,7810,8220,0.0,0.00%,8668,7671,8323,9502,29470,10700
2000/12/13,8120,8400,8060,8220,▼280,－3.29%,8616,7656,8350,9514,25470,10700
2000/12/12,9200,9200,8500,8500,▼750,－8.11%,8358,7645,8375,9526,43600,10700
2000/12/11,9150,9480,8500,9250,▲100,＋1.09%,8058,7618,8397,9534,85870,10700
2000/12/08,7960,9150,7800,9150,▲1190,＋14.95%,7614,7553,8413,9540,135760,10700
2000/12/07,6900,7960,6900,7960,▲1030,＋14.86%,7162,7500,8433,9543,60980,10700
2000/12/06,7200,7270,6920,6930,▼70,－1.00%,6978,7509,8473,9563,9450,10700
2000/12/05,7050,7070,6900,7000,▼30,－0.43%,7012,7570,8539,9591,2710,10700
2000/12/04,6890,7300,6890,7030,▲140,＋2.03%,7062,7620,8613,9621,15030,10700
2000/12/01,7000,7000,6700,6890,▼150,－2.13%,7144,7675,8670,9653,6280,10700
2000/11/30,7020,7190,6850,7040,▼60,－0.85%,7246,7744,8728,9688,6310,10700
2000/11/29,7200,7200,7020,7100,▼150,－2.07%,7308,7807,8777,9727,5560,10700
2000/11/28,7380,7440,7220,7250,▼190,－2.55%,7358,7847,8823,9762,4770,10700
2000/11/27,7220,7500,7220,7440,▲40,＋0.54%,7428,7855,8872,9789,7450,10700
2000/11/24,7150,7440,7150,7400,▲50,＋0.68%,7508,7859,8916,9812,6130,10700
2000/11/23,7340,7550,7200,7350,0.0,0.00%,7608,7885,8958,9838,10430,10700
2000/11/22,7500,7600,7350,7350,▼250,－3.29%,7722,7913,9002,9860,12090,10700
2000/11/21,7840,7840,7500,7600,▼240,－3.06%,7852,7964,9046,9879,10940,10700
2000/11/20,7850,7950,7730,7840,▼60,－0.76%,7922,8006,9086,9895,5080,10700
2000/11/17,8000,8000,7750,7900,▼20,－0.25%,7944,8036,9125,9915,1180,10700
2000/11/16,8000,8000,7700,7920,▼80,－1.00%,7984,8064,9163,9929,5330,10700
2000/11/15,8100,8150,7900,8000,▲50,＋0.63%,8026,8093,9198,9942,6910,10700
2000/11/14,7600,7990,7600,7950,0.0,0.00%,8056,8114,9235,9958,7470,10700
2000/11/13,7820,8090,7800,7950,▼150,－1.85%,8066,8157,9281,9975,4190,10700
2000/11/10,8010,8100,7900,8100,▼30,－0.37%,8102,8201,9326,9996,4750,10700
2000/11/09,7860,8150,7860,8130,▼20,－0.25%,8138,8220,9363,10021,2440,10700
2000/11/08,8000,8180,7800,8150,▲150,＋1.88%,8172,8267,9398,10050,5880,10700
2000/11/07,8200,8450,8000,8000,▼130,－1.60%,8122,8313,9427,10079,7200,10700
2000/11/06,8480,8480,8010,8130,▼150,－1.81%,8002,8373,9457,10111,10810,10700
2000/11/03,8300,8300,8100,8280,▼20,－0.24%,7882,8432,9484,10139,11550,10700
2000/11/02,7900,8550,7810,8300,▲400,＋5.06%,7808,8488,9512,10165,35820,10700
