[일시]한진,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1993/10/22,17700,18000,17200,17300,▼100,－0.57%,16820,15910,15007,15805,277160,N/A
1993/10/21,16800,17400,16700,17400,▲800,＋4.82%,16620,15795,14985,15803,345650,N/A
1993/10/20,16300,16700,16000,16600,▲400,＋2.47%,16280,15670,14953,15794,77540,N/A
1993/10/19,16900,17000,16200,16200,▼400,－2.41%,16140,15590,14940,15794,27520,N/A
1993/10/18,16300,16700,16300,16600,▲300,＋1.84%,16080,15530,14937,15798,41740,N/A
1993/10/16,15700,16300,15700,16300,▲600,＋3.82%,15880,15425,14933,15795,23310,N/A
1993/10/15,16000,16000,15700,15700,▼200,－1.26%,15760,15335,14927,15793,23770,N/A
1993/10/14,16100,16100,15500,15900,0.0,0.00%,15720,15270,14932,15793,22740,N/A
1993/10/13,15700,16100,15700,15900,▲300,＋1.92%,15660,15200,14933,15793,44040,N/A
1993/10/12,15800,16000,15600,15600,▼100,－0.64%,15600,15135,14938,15788,21740,N/A
1993/10/11,14800,15800,14800,15700,▲200,＋1.29%,15580,15095,14950,15780,9020,N/A
1993/10/09,15400,15600,15400,15500,▼100,－0.64%,15520,15045,14963,15772,11970,N/A
1993/10/08,15700,15900,15600,15600,0.0,0.00%,15480,15005,14980,15763,41900,N/A
1993/10/07,15500,15700,15500,15600,▲100,＋0.65%,15440,14945,15002,15753,20420,N/A
1993/10/06,15300,15600,15200,15500,▲100,＋0.65%,15400,14885,15018,15741,20740,N/A
1993/10/05,15300,15500,15200,15400,▲100,＋0.65%,15360,14820,15030,15727,25180,N/A
1993/10/04,15100,15300,15100,15300,▼100,－0.65%,15280,14750,15045,15711,5080,N/A
1993/10/02,15600,15600,15400,15400,0.0,0.00%,15200,14695,15065,15698,9100,N/A
1993/09/28,15200,15400,15100,15400,▲100,＋0.65%,15120,14620,15087,15683,12390,N/A
1993/09/27,15100,15300,15100,15300,▲300,＋2.00%,15040,14530,15112,15668,20430,N/A
1993/09/25,14700,15000,14700,15000,▲100,＋0.67%,14880,14465,15135,15655,7830,N/A
1993/09/24,15100,15100,14800,14900,▼100,－0.67%,14780,14410,15167,15647,11060,N/A
1993/09/23,15000,15300,14900,15000,0.0,0.00%,14680,14350,15200,15639,13610,N/A
1993/09/22,14500,15100,14500,15000,▲500,＋3.45%,14580,14270,15232,15628,38760,N/A
1993/09/21,14500,14700,14500,14500,0.0,0.00%,14500,14210,15263,15618,8430,N/A
1993/09/20,14400,14700,14400,14500,▲100,＋0.69%,14560,14200,15303,15613,6530,N/A
1993/09/18,14200,14500,14200,14400,▼100,－0.69%,14600,14180,15345,15608,9360,N/A
1993/09/17,14400,14700,14400,14500,▼100,－0.68%,14660,14175,15392,15601,11530,N/A
1993/09/16,14700,14800,14600,14600,▼200,－1.35%,14640,14180,15443,15593,15450,N/A
1993/09/15,14700,14900,14500,14800,▲100,＋0.68%,14600,14190,15487,15587,22210,N/A
1993/09/14,14700,14900,14600,14700,0.0,0.00%,14480,14210,15515,15581,33390,N/A
1993/09/13,14500,15000,14500,14700,▲300,＋2.08%,14340,14235,15547,15578,16740,N/A
1993/09/11,14500,14500,14400,14400,0.0,0.00%,14240,14255,15577,15574,8500,N/A
1993/09/10,14300,14500,14300,14400,▲200,＋1.41%,14140,14310,15612,15574,15360,N/A
1993/09/09,14300,14500,14200,14200,▲200,＋1.43%,13980,14335,15647,15572,19530,N/A
1993/09/08,14200,14300,14000,14000,▼200,－1.41%,13940,14340,15692,15568,14220,N/A
1993/09/07,13400,14300,13400,14200,▲300,＋2.16%,13920,14375,15728,15567,14810,N/A
1993/09/06,13300,13900,13200,13900,▲300,＋2.21%,13820,14380,15757,15563,7460,N/A
1993/09/04,13900,13900,13600,13600,▼400,－2.86%,13720,14440,15803,15563,7320,N/A
1993/09/03,13900,14400,13900,14000,▲100,＋0.72%,13760,14555,15865,15563,22690,N/A
1993/09/02,13700,13900,13100,13900,▲200,＋1.46%,13820,14645,15917,15562,10730,N/A
1993/09/01,13400,13700,12800,13700,▲300,＋2.24%,13860,14750,15972,15560,8010,N/A
1993/08/31,14000,14000,13200,13400,▼400,－2.90%,13980,14840,16033,15556,6450,N/A
1993/08/30,14300,14300,13700,13800,▼500,－3.50%,14220,14960,16095,15554,11970,N/A
1993/08/28,14100,14300,14100,14300,▲200,＋1.42%,14420,15070,16147,15548,7210,N/A
1993/08/27,14100,14400,14000,14100,▼200,－1.40%,14600,15175,16185,15538,19120,N/A
1993/08/26,14900,14900,14300,14300,▼300,－2.05%,14820,15265,16225,15532,7990,N/A
1993/08/25,14600,14800,14600,14600,▼200,－1.35%,14980,15350,16257,15522,9620,N/A
1993/08/24,15200,15200,14800,14800,▼400,－2.63%,15160,15420,16285,15508,10320,N/A
1993/08/23,15200,15400,15000,15200,0.0,0.00%,15180,15490,16313,15488,9740,N/A
1993/08/21,14700,15300,14700,15200,▲100,＋0.66%,15000,15545,16338,15465,7480,N/A
1993/08/20,15300,15700,15000,15100,▼400,－2.58%,14900,15610,16358,15442,8650,N/A
1993/08/19,15100,15500,14900,15500,▲600,＋4.03%,14740,15680,16375,15417,16040,N/A
1993/08/18,14500,14900,14500,14900,▲600,＋4.20%,14660,15750,16398,15392,8560,N/A
1993/08/17,14500,14700,14200,14300,▼400,－2.72%,14860,15835,16425,15373,13500,N/A
1993/08/16,14300,14700,13900,14700,▲400,＋2.80%,15160,15930,16465,15360,24030,N/A
1993/08/14,14300,14300,14300,14300,▼800,－5.30%,15420,16010,16495,15344,600,N/A
1993/08/13,15100,15100,15100,15100,▼800,－5.03%,15660,16120,16538,15331,0,N/A
1993/08/12,15800,16000,15700,15900,▲100,＋0.63%,15800,16200,16575,15309,9410,N/A
1993/08/11,16000,16000,15600,15800,▼200,－1.25%,15820,16250,16587,15283,4140,N/A
1993/08/10,15700,16000,15500,16000,▲500,＋3.23%,15940,16295,16603,15260,19110,N/A
1993/08/09,15800,15800,15500,15500,▼300,－1.90%,15920,16340,16620,15235,7560,N/A
1993/08/07,16000,16000,15700,15800,▼200,－1.25%,16020,16410,16635,15211,4950,N/A
1993/08/06,16100,16100,16000,16000,▼400,－2.44%,16060,16465,16648,15179,5260,N/A
1993/08/05,15800,16400,15800,16400,▲500,＋3.14%,16100,16510,16660,15148,13180,N/A
1993/08/04,15200,16000,15200,15900,▼100,－0.63%,16080,16535,16657,15111,13400,N/A
1993/08/03,16100,16100,15800,16000,0.0,0.00%,16200,16590,16658,15078,11810,N/A
1993/08/02,16000,16100,16000,16000,▼200,－1.23%,16300,16650,16653,15042,8290,N/A
1993/07/31,16100,16300,15900,16200,▼100,－0.61%,16480,16730,16652,15008,9920,N/A
1993/07/30,16300,16500,16200,16300,▼200,－1.21%,16560,16780,16637,14971,12020,N/A
1993/07/29,16300,16600,16300,16500,0.0,0.00%,16540,16790,16610,14929,16700,N/A
1993/07/28,16300,16900,16300,16500,▼400,－2.37%,16500,16795,16580,14891,9360,N/A
1993/07/27,16600,17000,16500,16900,▲300,＋1.81%,16500,16795,16545,14853,42980,N/A
1993/07/26,16200,16600,16200,16600,▲400,＋2.47%,16460,16775,16503,14818,33930,N/A
1993/07/24,16400,16500,16200,16200,▼100,－0.61%,16520,16770,16463,14784,11540,N/A
1993/07/23,16500,16600,16200,16300,▼200,－1.21%,16620,16805,16423,14758,27680,N/A
1993/07/22,16900,16900,16400,16500,▼200,－1.20%,16740,16800,16377,14728,22890,N/A
1993/07/21,16900,17000,16700,16700,▼200,－1.18%,16820,16770,16330,14699,15930,N/A
1993/07/20,16800,17000,16500,16900,▲200,＋1.20%,16860,16770,16280,14671,59570,N/A
1993/07/19,16900,16900,16700,16700,▼200,－1.18%,16860,16790,16223,14643,22530,N/A
1993/07/16,17000,17200,16600,16900,0.0,0.00%,16900,16810,16175,14618,25190,N/A
1993/07/15,17000,17100,16900,16900,0.0,0.00%,16920,16825,16127,14587,15580,N/A
1993/07/14,17000,17100,16900,16900,0.0,0.00%,16980,16850,16078,14558,36780,N/A
1993/07/13,16900,17200,16900,16900,0.0,0.00%,17120,16860,16023,14528,40960,N/A
1993/07/12,16800,17100,16800,16900,▼100,－0.59%,17180,16860,15972,14503,28560,N/A
1993/07/10,17200,17400,17000,17000,▼200,－1.16%,17100,16845,15922,14478,27900,N/A
1993/07/09,17500,17600,17200,17200,▼400,－2.27%,17020,16820,15870,14456,63410,N/A
1993/07/08,17400,17700,17300,17600,▲400,＋2.33%,16880,16770,15810,14429,371450,N/A
1993/07/07,16600,17200,16600,17200,▲700,＋4.24%,16660,16705,15743,14399,237120,N/A
1993/07/06,16600,16800,16500,16500,▼100,－0.60%,16520,16670,15687,14376,56820,N/A
1993/07/05,16500,16600,16500,16600,▲100,＋0.61%,16600,16680,15647,14361,23560,N/A
1993/07/03,16400,16500,16300,16500,0.0,0.00%,16520,16670,15608,14343,24720,N/A
1993/07/02,16500,16600,16200,16500,0.0,0.00%,16400,16650,15572,14322,41110,N/A
1993/07/01,16900,16900,16500,16500,▼400,－2.37%,16440,16670,15537,14298,22850,N/A
1993/06/30,16300,16900,16000,16900,▲700,＋4.32%,16600,16670,15497,14278,153650,N/A
1993/06/29,15700,16200,15700,16200,▲300,＋1.89%,16640,16660,15445,14251,64180,N/A
1993/06/28,16700,16700,15900,15900,▼800,－4.79%,16840,16675,15405,14233,69940,N/A
1993/06/26,17300,17300,16700,16700,▼600,－3.47%,17140,16725,15370,14213,56510,N/A
1993/06/25,17200,17500,17200,17300,▲200,＋1.17%,17220,16755,15323,14186,270280,N/A
1993/06/24,16900,17400,16900,17100,▼100,－0.58%,17140,16720,15260,14158,101740,N/A
1993/06/23,17500,17700,17100,17200,▼200,－1.15%,17040,16705,15207,14134,168020,N/A
1993/06/22,17200,17900,17100,17400,▲300,＋1.75%,16900,16695,15148,14113,545010,N/A
1993/06/21,17100,17400,16900,17100,▲200,＋1.18%,16660,16645,15078,14088,425920,N/A
1993/06/19,16800,17100,16700,16900,▲300,＋1.81%,16500,16620,15013,14062,177550,N/A
1993/06/18,16600,16700,16500,16600,▲100,＋0.61%,16420,16610,14948,14032,141300,N/A
1993/06/17,16200,16600,16200,16500,▲300,＋1.85%,16440,16590,14892,14007,103670,N/A
1993/06/16,16300,16300,16100,16200,▼100,－0.61%,16420,16565,14838,13978,16550,N/A
1993/06/15,16300,16700,16300,16300,▼200,－1.21%,16400,16540,14787,13948,63130,N/A
1993/06/14,16900,16900,16500,16500,▼200,－1.20%,16520,16520,14730,13918,34010,N/A
1993/06/12,16400,16800,16400,16700,▲300,＋1.83%,16520,16460,14663,13890,75390,N/A
1993/06/11,16100,16500,16100,16400,▲300,＋1.86%,16520,16360,14592,13859,52280,N/A
1993/06/10,17000,17000,16100,16100,▼800,－4.73%,16540,16275,14525,13831,81720,N/A
1993/06/09,16700,17000,16600,16900,▲400,＋2.42%,16700,16190,14458,13810,269140,N/A
1993/06/08,17000,17000,16400,16500,▼200,－1.20%,16780,16065,14385,13782,25710,N/A
1993/06/07,16300,16700,16300,16700,▲200,＋1.21%,16800,15950,14322,13759,83900,N/A
1993/06/05,16500,16800,16400,16500,▼400,－2.37%,16820,15805,14255,13734,16110,N/A
1993/06/04,17000,17200,16600,16900,▼400,－2.31%,16920,15655,14193,13711,119630,N/A
1993/06/03,16600,17300,16500,17300,▲700,＋4.22%,16820,15495,14123,13679,255290,N/A
1993/06/02,16800,16800,16400,16600,▼200,－1.19%,16680,15315,14043,13639,60510,N/A
1993/06/01,16200,17100,16200,16800,▼200,－1.18%,16700,15160,13980,13605,138610,N/A
1993/05/31,16600,17000,16200,17000,▲600,＋3.66%,16580,15010,13917,13573,358010,N/A
1993/05/29,16500,16700,16300,16400,▼200,－1.20%,16380,14860,13850,13542,67360,N/A
1993/05/27,16900,16900,16300,16600,▼100,－0.60%,16240,14740,13787,13516,191000,N/A
1993/05/26,16400,16700,16400,16700,▲500,＋3.09%,16100,14590,13710,13487,156790,N/A
1993/05/25,16200,16300,15900,16200,▲200,＋1.25%,15820,14445,13635,13458,192850,N/A
1993/05/24,15900,16000,15600,16000,▲300,＋1.91%,15520,14330,13565,13432,181900,N/A
1993/05/22,16000,16200,15700,15700,▼200,－1.26%,15260,14225,13498,13406,103740,N/A
1993/05/21,15300,16000,15300,15900,▲600,＋3.92%,15000,14120,13430,13380,260060,N/A
1993/05/20,14500,15300,14500,15300,▲600,＋4.08%,14700,14005,13363,13348,101090,N/A
1993/05/19,14500,14800,14500,14700,0.0,0.00%,14480,13930,13305,13318,41280,N/A
1993/05/18,14600,14700,14400,14700,▲300,＋2.08%,14300,13900,13248,13295,80540,N/A
1993/05/17,14400,14700,14400,14400,0.0,0.00%,14060,13880,13202,13271,75790,N/A
1993/05/15,14300,14600,14200,14400,▲200,＋1.41%,13920,13875,13162,13249,145260,N/A
1993/05/14,13900,14300,13800,14200,▲400,＋2.90%,13780,13875,13132,13226,63750,N/A
1993/05/13,13200,13800,13200,13800,▲300,＋2.22%,13640,13870,13105,13205,8390,N/A
1993/05/12,13800,13900,13500,13500,▼200,－1.46%,13640,13870,13092,13185,1800,N/A
1993/05/11,13700,13700,13500,13700,0.0,0.00%,13740,13885,13080,13168,1090,N/A
1993/05/10,13300,14000,13300,13700,▲200,＋1.48%,13800,13890,13068,13148,8360,N/A
1993/05/08,13600,13700,13300,13500,▼300,－2.17%,13780,13900,13062,13128,8720,N/A
1993/05/07,13700,13800,13700,13800,▼200,－1.43%,13840,13900,13062,13113,7670,N/A
1993/05/06,14000,14100,13800,14000,0.0,0.00%,13860,13905,13060,13097,25080,N/A
1993/05/04,13600,14000,13600,14000,▲400,＋2.94%,13840,13890,13047,13081,10240,N/A
1993/05/03,13700,13700,13600,13600,▼200,－1.45%,13760,13850,13038,13068,13800,N/A
1993/05/01,13300,13900,13300,13800,▼100,－0.72%,13760,13830,13033,13055,3130,N/A
1993/04/30,14000,14200,13800,13900,0.0,0.00%,13760,13790,13033,13036,17640,N/A
1993/04/29,13600,14200,13600,13900,▲300,＋2.21%,13800,13755,13035,13017,55370,N/A
1993/04/28,13600,13800,13400,13600,0.0,0.00%,13880,13725,13042,12998,15290,N/A
1993/04/27,13800,13900,13600,13600,▼200,－1.45%,14020,13700,13048,12981,13700,N/A
1993/04/26,13800,14300,13800,13800,▼300,－2.13%,14180,13665,13055,12963,14370,N/A
1993/04/24,14300,14500,14000,14100,▼200,－1.40%,14240,13600,13065,12943,8610,N/A
1993/04/23,14000,14600,14000,14300,0.0,0.00%,14180,13515,13075,12926,57640,N/A
1993/04/22,14600,14600,14000,14300,▼100,－0.69%,14080,13420,13078,12905,36690,N/A
1993/04/21,14200,14500,14200,14400,▲300,＋2.13%,13980,13310,13072,12883,75480,N/A
1993/04/20,13800,14200,13700,14100,▲300,＋2.17%,13880,13215,13060,12859,71420,N/A
1993/04/19,13800,14000,13600,13800,0.0,0.00%,13760,13145,13058,12838,21140,N/A
1993/04/17,13800,14000,13700,13800,0.0,0.00%,13780,13090,13057,12818,15940,N/A
1993/04/16,14100,14100,13500,13800,▼100,－0.72%,13760,13040,13060,12796,34500,N/A
1993/04/15,13500,13900,13100,13900,▲400,＋2.96%,13640,12985,13057,12776,17510,N/A
1993/04/14,14000,14100,13300,13500,▼400,－2.88%,13500,12915,13048,12752,27250,N/A
1993/04/13,13800,13900,13500,13900,▲200,＋1.46%,13400,12880,13055,12735,28350,N/A
1993/04/12,13400,13700,13400,13700,▲500,＋3.79%,13260,12835,13062,12718,25410,N/A
1993/04/10,13400,13400,13200,13200,0.0,0.00%,13180,12800,13077,12707,9380,N/A
1993/04/09,13200,13400,13200,13200,▲200,＋1.54%,13160,12770,13098,12694,26920,N/A
1993/04/08,12800,13200,12800,13000,▼200,－1.52%,13100,12710,13110,12682,4650,N/A
1993/04/07,13200,13500,13200,13200,▼100,－0.75%,13000,12670,13115,12670,17830,N/A
1993/04/06,13300,13300,12900,13300,▲200,＋1.53%,12840,12610,13122,12658,16770,N/A
1993/04/03,13000,13200,13000,13100,▲200,＋1.55%,12660,12545,13117,12647,13670,N/A
1993/04/02,12500,13100,12500,12900,▲400,＋3.20%,12460,12470,13110,12639,24970,N/A
1993/04/01,12600,12600,12400,12500,▲100,＋0.81%,12380,12420,13107,12630,2700,N/A
1993/03/31,12500,12600,12400,12400,0.0,0.00%,12420,12385,13117,12626,8370,N/A
1993/03/30,12200,12500,12200,12400,▲300,＋2.48%,12480,12330,13127,12621,10710,N/A
1993/03/29,12200,12500,12100,12100,▼400,－3.20%,12560,12305,13137,12613,4320,N/A
1993/03/27,12600,12900,12500,12500,▼200,－1.57%,12680,12300,13162,12608,6300,N/A
1993/03/26,12500,12700,12400,12700,0.0,0.00%,12680,12305,13178,12603,7440,N/A
1993/03/25,13000,13000,12400,12700,▼100,－0.78%,12700,12300,13197,12590,2350,N/A
1993/03/24,12500,13000,12500,12800,▲100,＋0.79%,12760,12315,13213,12581,9430,N/A
1993/03/23,12500,12800,12500,12700,▲200,＋1.60%,12800,12315,13228,12570,5300,N/A
1993/03/22,12600,12800,12500,12500,▼300,－2.34%,12780,12330,13235,12563,4750,N/A
1993/03/20,12600,13200,12600,12800,▼200,－1.54%,12680,12370,13235,12553,2600,N/A
1993/03/19,13000,13000,12800,13000,0.0,0.00%,12560,12405,13230,12541,2920,N/A
1993/03/18,12800,13100,12800,13000,▲400,＋3.17%,12360,12440,13230,12524,18880,N/A
1993/03/17,12100,12600,12100,12600,▲600,＋5.00%,12160,12450,13233,12505,11110,N/A
1993/03/16,12200,12200,11900,12000,▼200,－1.64%,11960,12495,13245,12490,8280,N/A
1993/03/15,12000,12500,12000,12200,▲200,＋1.67%,11940,12560,13263,12480,12870,N/A
1993/03/13,11400,12000,11400,12000,0.0,0.00%,11860,12640,13280,12463,4450,N/A
1993/03/12,11700,12000,11700,12000,▲400,＋3.45%,11720,12740,13298,12449,6430,N/A
1993/03/11,11900,11900,11600,11600,▼300,－2.52%,11700,12855,13313,12438,1500,N/A
1993/03/09,11800,12100,11800,11900,▲100,＋0.85%,11780,12975,13330,12432,13240,N/A
1993/03/08,11000,11800,11000,11800,▲500,＋4.42%,11920,13080,13332,12421,8600,N/A
1993/03/06,11700,11800,11300,11300,▼600,－5.04%,12080,13210,13332,12413,6400,N/A
1993/03/05,11900,12000,11500,11900,▼100,－0.83%,12420,13380,13342,12405,8250,N/A
1993/03/04,12600,12600,12000,12000,▼600,－4.76%,12600,13510,13340,12392,1500,N/A
1993/03/03,12600,12900,12400,12600,0.0,0.00%,12800,13605,13337,12378,10860,N/A
1993/03/02,13000,13000,12600,12600,▼400,－3.08%,12940,13660,13320,12360,5190,N/A
1993/02/27,12500,13000,12500,13000,▲200,＋1.56%,13120,13730,13305,12343,12150,N/A
1993/02/26,12800,13200,12400,12800,▼200,－1.54%,13260,13765,13278,12324,9510,N/A
1993/02/25,13300,13300,13000,13000,▼300,－2.26%,13340,13825,13255,12308,8040,N/A
1993/02/24,13500,13500,13300,13300,▼200,－1.48%,13440,13855,13227,12292,5510,N/A
1993/02/23,13100,13900,13100,13500,▼200,－1.46%,13440,13860,13195,12271,5060,N/A
1993/02/22,13400,13700,13400,13700,▲500,＋3.79%,13500,13880,13165,12246,11080,N/A
1993/02/20,13500,13800,13200,13200,▼300,－2.22%,13560,13910,13133,12221,4130,N/A
1993/02/19,13000,13900,13000,13500,▲200,＋1.50%,13780,13980,13115,12198,11710,N/A
1993/02/18,13500,13600,13300,13300,▼500,－3.62%,13880,14030,13098,12174,9430,N/A
1993/02/17,14200,14200,13600,13800,▼200,－1.43%,14020,14060,13077,12157,10700,N/A
1993/02/16,14400,14400,14000,14000,▼300,－2.10%,14140,14035,13038,12133,28540,N/A
1993/02/15,13700,14400,13700,14300,▲300,＋2.14%,14280,14015,12998,12109,84410,N/A
1993/02/13,13700,14100,13700,14000,0.0,0.00%,14320,13950,12953,12083,10300,N/A
1993/02/12,14400,14700,14000,14000,▼400,－2.78%,14300,13885,12913,12063,26200,N/A
1993/02/11,14500,14700,14200,14400,▼300,－2.04%,14240,13820,12870,12046,14770,N/A
1993/02/10,14700,15100,14100,14700,▲200,＋1.38%,14160,13755,12822,12023,125490,N/A
1993/02/09,13900,14500,13900,14500,▲600,＋4.32%,13960,13670,12777,11992,43900,N/A
1993/02/08,13700,14000,13700,13900,▲200,＋1.46%,13860,13595,12732,11965,13740,N/A
1993/02/06,13900,13900,13700,13700,▼300,－2.14%,13800,13580,12695,11938,1520,N/A
1993/02/05,13700,14000,13700,14000,▲300,＋2.19%,13740,13570,12658,11913,45480,N/A
1993/02/04,14000,14000,13600,13700,▼300,－2.14%,13720,13560,12617,11891,8100,N/A
1993/02/03,13600,14100,13600,14000,▲400,＋2.94%,13840,13560,12578,11866,25480,N/A
1993/02/02,13500,13700,13500,13600,▲200,＋1.49%,13960,13545,12532,11839,15010,N/A
1993/02/01,13400,14000,13300,13400,▼500,－3.60%,14140,13520,12495,11821,27610,N/A
1993/01/30,14000,14100,13700,13900,▼400,－2.80%,14240,13475,12455,11799,34570,N/A
1993/01/29,14700,14800,14000,14300,▼300,－2.05%,14120,13405,12415,11768,53490,N/A
1993/01/28,14700,14800,14300,14600,▲100,＋0.69%,13980,13340,12375,11734,155410,N/A
1993/01/27,14500,14500,14100,14500,▲600,＋4.32%,13660,13270,12337,11694,225590,N/A
1993/01/26,13900,13900,13900,13900,▲600,＋4.51%,13300,13210,12290,11652,60140,N/A
1993/01/25,14100,14200,13300,13300,▼300,－2.21%,13060,13170,12253,11611,70660,N/A
1993/01/21,13300,13600,13300,13600,▲600,＋4.62%,13020,13165,12225,11572,21980,N/A
1993/01/20,13100,13300,13000,13000,▲300,＋2.36%,12900,13140,12195,11528,42500,N/A
1993/01/19,12800,13300,12700,12700,0.0,0.00%,12900,13135,12177,11490,20310,N/A
1993/01/18,13000,13300,12700,12700,▼400,－3.05%,13080,13130,12168,11458,23270,N/A
1993/01/16,13200,13200,13100,13100,▲100,＋0.77%,13240,13095,12153,11423,16340,N/A
1993/01/15,13100,13300,13000,13000,0.0,0.00%,13380,13030,12135,11388,7940,N/A
1993/01/14,13300,13600,13000,13000,▼600,－4.41%,13520,12975,12115,11355,11290,N/A
1993/01/13,13600,13900,13600,13600,▲100,＋0.74%,13660,12915,12090,11321,23340,N/A
1993/01/12,13900,14000,13500,13500,▼300,－2.17%,13560,12825,12055,11284,26320,N/A
1993/01/11,13600,14000,13600,13800,▲100,＋0.73%,13360,12730,12027,11247,42140,N/A
1993/01/09,14000,14100,13700,13700,0.0,0.00%,13100,12625,11983,11209,40850,N/A
1993/01/08,13400,13700,13300,13700,▲600,＋4.58%,12960,12510,11948,11170,71930,N/A
1993/01/07,12600,13100,12600,13100,▲600,＋4.80%,12860,12395,11912,11131,42430,N/A
1993/01/06,12500,12700,12300,12500,0.0,0.00%,12900,12305,11890,11097,23690,N/A
1993/01/05,13000,13000,12500,12500,▼500,－3.85%,13020,12250,11872,11067,8240,N/A
1993/01/04,12100,13000,12100,13000,▼200,－1.52%,13160,12210,11852,11036,20440,N/A
1992/12/28,13500,13500,13200,13200,▼100,－0.75%,13180,12150,11818,11004,47450,N/A
1992/12/26,13100,13400,13100,13300,▲200,＋1.53%,13120,12095,11777,10970,12320,N/A
1992/12/24,13400,13500,13000,13100,▼100,－0.76%,12980,12055,11735,10936,35040,N/A
1992/12/23,13200,13500,13100,13200,▲100,＋0.76%,12760,12000,11697,10904,61380,N/A
1992/12/22,13000,13300,13000,13100,▲200,＋1.55%,12480,11915,11647,10872,62790,N/A
1992/12/21,12900,13000,12800,12900,▲300,＋2.38%,12240,11840,11600,10845,124860,N/A
1992/12/19,12600,12600,12300,12600,▲600,＋5.00%,12020,11775,11563,10817,42040,N/A
1992/12/17,12000,12300,11900,12000,▲200,＋1.69%,11860,11725,11533,10792,37270,N/A
1992/12/16,12000,12000,11700,11800,▼100,－0.84%,11780,11695,11510,10771,17650,N/A
1992/12/15,11900,12100,11600,11900,▲100,＋0.85%,11760,11680,11495,10754,6020,N/A
1992/12/14,11800,12100,11600,11800,0.0,0.00%,11660,11685,11468,10737,18900,N/A
1992/12/12,11600,11800,11600,11800,▲200,＋1.72%,11580,11685,11443,10718,5510,N/A
1992/12/11,11700,11700,11300,11600,▼100,－0.85%,11480,11680,11420,10698,3920,N/A
1992/12/10,11500,11800,11500,11700,▲300,＋2.63%,11440,11675,11400,10680,7250,N/A
1992/12/09,11100,11600,11100,11400,0.0,0.00%,11440,11665,11382,10661,4760,N/A
1992/12/08,11200,11500,11200,11400,▲100,＋0.88%,11520,11665,11370,10647,4510,N/A
1992/12/07,11200,11400,11200,11300,▼100,－0.88%,11660,11655,11360,10636,5980,N/A
1992/12/05,11400,11700,11400,11400,▼300,－2.56%,11900,11660,11357,10621,3940,N/A
1992/12/04,11800,11800,11700,11700,▼100,－0.85%,12020,11640,11347,10610,24550,N/A
1992/12/03,12100,12100,11700,11800,▼300,－2.48%,11980,11630,11327,10596,12900,N/A
1992/12/02,12500,12700,12000,12100,▼400,－3.20%,11940,11635,11308,10581,43110,N/A
1992/12/01,12000,12600,11900,12500,▲500,＋4.17%,11840,11645,11282,10566,90970,N/A
1992/11/30,11700,12000,11700,12000,▲500,＋4.35%,11660,11605,11250,10548,24880,N/A
1992/11/28,11400,11600,11400,11500,▼100,－0.86%,11540,11590,11237,10536,29250,N/A
1992/11/27,11400,11700,11400,11600,0.0,0.00%,11540,11595,11228,10531,5820,N/A
1992/11/26,11400,11700,11400,11600,0.0,0.00%,11620,11605,11220,10523,10290,N/A
1992/11/25,11200,11600,11200,11600,▲200,＋1.75%,11660,11620,11213,10514,5430,N/A
1992/11/24,11700,11700,11300,11400,▼100,－0.87%,11680,11650,11212,10506,12730,N/A
1992/11/23,12200,12200,11500,11500,▼500,－4.17%,11700,11670,11222,10498,1110,N/A
1992/11/21,12000,12200,12000,12000,▲200,＋1.69%,11700,11695,11223,10489,10630,N/A
1992/11/20,11600,12200,11600,11800,▲100,＋0.85%,11580,11685,11207,10476,43300,N/A
1992/11/19,11500,11700,11200,11700,▲200,＋1.74%,11460,11670,11198,10466,4040,N/A
1992/11/18,11600,11600,11100,11500,0.0,0.00%,11400,11660,11182,10455,8410,N/A
1992/11/17,11500,11700,11400,11500,▲100,＋0.88%,11300,11675,11168,10443,10730,N/A
1992/11/16,11200,11500,11100,11400,▲200,＋1.79%,11300,11660,11165,10436,5390,N/A
1992/11/14,11500,11600,11200,11200,▼200,－1.75%,11400,11670,11153,10429,4560,N/A
1992/11/13,11200,11400,11200,11400,▲400,＋3.64%,11620,11685,11147,10421,7120,N/A
1992/11/12,11500,11700,11000,11000,▼500,－4.35%,11680,11705,11147,10416,8140,N/A
1992/11/11,11900,11900,11500,11500,▼400,－3.36%,11820,11725,11143,10414,18330,N/A
1992/11/10,12500,12500,11800,11900,▼400,－3.25%,11840,11715,11122,10408,25400,N/A
1992/11/09,11700,12300,11700,12300,▲600,＋5.13%,11820,11670,11093,10401,32830,N/A
1992/11/07,11800,11900,11700,11700,0.0,0.00%,11740,11590,11052,10391,6980,N/A
1992/11/06,11600,12100,11600,11700,▲100,＋0.86%,11840,11545,11013,10389,11630,N/A
1992/11/05,11700,12000,11600,11600,▼200,－1.69%,11860,11500,10968,10385,12930,N/A
1992/11/04,11900,11900,11500,11800,▼100,－0.84%,11940,11430,10918,10383,8040,N/A
1992/11/03,12200,12200,11900,11900,▼300,－2.46%,11940,11355,10860,10379,8570,N/A
1992/11/02,11800,12400,11800,12200,▲400,＋3.39%,11860,11295,10803,10375,73570,N/A
1992/10/31,11400,11800,11400,11800,▼200,－1.67%,11720,11225,10747,10368,3510,N/A
