[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1998/01/23,16000,16400,15300,16400,▲1200,＋7.89%,15100,16110,20700,34046,18530,N/A
1998/01/22,14700,15200,14700,15200,▲1100,＋7.80%,14980,15920,21127,34331,9960,N/A
1998/01/21,13300,15400,13200,14100,▼200,－1.40%,15360,15745,21522,34646,22140,N/A
1998/01/20,15500,15600,14300,14300,▼1200,－7.74%,16240,15675,21888,34978,10150,N/A
1998/01/19,14800,16200,14800,15500,▼300,－1.90%,17080,15560,22208,35318,9460,N/A
1998/01/17,15800,15800,15800,15800,▼1300,－7.60%,17580,15345,22505,35644,4740,N/A
1998/01/16,18500,19800,17100,17100,▼1400,－7.57%,18020,15075,22758,36003,12470,N/A
1998/01/15,17500,19100,17500,18500,0.0,0.00%,17940,14705,23033,36365,11830,N/A
1998/01/14,18700,19200,18000,18500,▲500,＋2.78%,17340,14305,23333,36715,23030,N/A
1998/01/13,17000,18900,17000,18000,0.0,0.00%,17000,13870,23685,37053,14500,N/A
1998/01/12,17900,18000,16700,18000,▲1300,＋7.78%,16600,13500,24102,37390,20100,N/A
1998/01/10,16000,16700,15700,16700,▲1200,＋7.74%,16200,13175,24535,37723,13540,N/A
1998/01/09,15600,16500,15500,15500,▼1300,－7.74%,16060,12965,25015,38069,11460,N/A
1998/01/08,15500,16900,15000,16800,▲800,＋5.00%,16080,12865,25553,38428,17700,N/A
1998/01/07,17200,17200,16000,16000,0.0,0.00%,15640,12755,26102,38746,6440,N/A
1998/01/06,16000,16500,15800,16000,0.0,0.00%,15160,12745,26627,39038,11130,N/A
1998/01/05,16100,16800,15000,16000,▲400,＋2.56%,14480,12800,27155,39338,30630,N/A
1998/01/03,13600,15600,13600,15600,▲1000,＋6.85%,13620,12795,27688,39670,3600,N/A
1997/12/27,13600,14600,12800,14600,▲1000,＋7.35%,13040,12755,28228,40005,20890,N/A
1997/12/26,13600,13600,13600,13600,▲1000,＋7.94%,12520,12825,28727,40346,3790,N/A
1997/12/24,10800,12600,10800,12600,▲900,＋7.69%,12040,13010,29300,40691,28550,N/A
1997/12/23,11700,11700,11700,11700,▼1000,－7.87%,11600,13320,29942,41030,230,N/A
1997/12/22,12900,12900,12700,12700,▲700,＋5.83%,11200,13755,30597,41344,16490,N/A
1997/12/20,10800,12000,10800,12000,▲800,＋7.14%,10760,14225,31273,41638,9040,N/A
1997/12/19,9800,11200,9800,11200,▲800,＋7.69%,10320,14825,31897,41955,17780,N/A
1997/12/17,10400,10400,9700,10400,▲700,＋7.22%,10200,15565,32473,42269,28470,N/A
1997/12/16,10500,11300,9700,9700,▼800,－7.62%,10420,16455,33122,42560,22640,N/A
1997/12/15,9020,10500,9020,10500,▲700,＋7.14%,10980,17500,33788,42829,46540,N/A
1997/12/13,9800,9800,9800,9800,▼800,－7.55%,11580,18635,34513,43103,3950,N/A
1997/12/12,10600,10600,10600,10600,▼900,－7.83%,12540,19945,35242,43414,1800,N/A
1997/12/11,11500,11500,11500,11500,▼1000,－8.00%,13580,21260,35940,43747,1040,N/A
1997/12/10,12500,12500,12500,12500,▼1000,－7.41%,14700,22435,36560,44072,4360,N/A
1997/12/09,13500,13500,13500,13500,▼1100,－7.53%,15380,23630,37103,44388,760,N/A
1997/12/08,14600,14600,14600,14600,▼1200,－7.59%,15640,24930,37575,44693,220,N/A
1997/12/06,16000,16000,15800,15800,▼1300,－7.60%,15920,26175,38088,44993,8050,N/A
1997/12/05,17100,17100,15900,17100,▲1200,＋7.55%,16220,27335,38577,45283,22000,N/A
1997/12/04,13700,15900,13700,15900,▲1100,＋7.43%,16560,28430,39062,45569,67950,N/A
1997/12/03,14800,14800,14800,14800,▼1200,－7.50%,17460,29605,39633,45870,500,N/A
1997/12/02,16000,16000,16000,16000,▼1300,－7.51%,18920,30860,40295,46218,0,N/A
1997/12/01,17300,17300,17300,17300,▼1500,－7.98%,20520,31910,40928,46563,0,N/A
1997/11/29,18800,18800,18800,18800,▼1600,－7.84%,22260,32980,41540,46903,200,N/A
1997/11/28,20400,20400,20400,20400,▼1700,－7.69%,24140,34140,42095,47238,730,N/A
1997/11/27,22100,22100,22100,22100,▼1900,－7.92%,26180,35065,42630,47541,3430,N/A
1997/11/26,24000,24000,24000,24000,▼2000,－7.69%,28400,35765,43120,47848,3640,N/A
1997/11/25,26000,26000,26000,26000,▼2200,－7.80%,30800,36240,43612,48153,0,N/A
1997/11/24,28200,28200,28200,28200,▼2400,－7.84%,32980,36605,44055,48440,50,N/A
1997/11/22,31200,32000,30600,30600,▼2600,－7.83%,34340,36745,44483,48734,1960,N/A
1997/11/21,35000,37000,33200,33200,▼2800,－7.78%,35500,36895,44873,48996,7710,N/A
1997/11/20,36900,36900,34000,36000,▼900,－2.44%,36760,37060,45262,49219,6450,N/A
1997/11/19,37000,37000,34700,36900,▲1900,＋5.43%,37460,37240,45627,49461,4150,N/A
1997/11/18,33600,38000,33500,35000,▼1400,－3.85%,37880,37545,45920,49737,6210,N/A
1997/11/17,37600,38600,36400,36400,▼3100,－7.85%,38680,37995,46182,50025,3850,N/A
1997/11/15,40000,40500,39500,39500,0.0,0.00%,39280,38450,46358,50302,3530,N/A
1997/11/14,37000,39500,37000,39500,▲500,＋1.28%,39360,38865,46483,50510,4800,N/A
1997/11/13,38500,41300,38000,39000,0.0,0.00%,38860,39375,46598,50706,8630,N/A
1997/11/12,39400,39400,37500,39000,▼400,－1.02%,38800,39800,46665,50902,3300,N/A
1997/11/11,37500,41500,37500,39400,▼500,－1.25%,39400,40235,46717,51097,3440,N/A
1997/11/10,37000,39900,37000,39900,▲2900,＋7.84%,39300,40665,46818,51281,8170,N/A
1997/11/08,35700,37000,35700,37000,▼1700,－4.39%,38540,41070,46970,51457,11110,N/A
1997/11/07,43000,43400,38700,38700,▼3300,－7.86%,37840,41445,47203,51673,25480,N/A
1997/11/06,42000,42000,40000,42000,▲3100,＋7.97%,36760,41910,47392,51911,15380,N/A
1997/11/05,37500,38900,37100,38900,▲2800,＋7.76%,34560,42365,47535,52169,13730,N/A
1997/11/04,35900,36100,34700,36100,▲2600,＋7.76%,33500,42970,47770,52486,11690,N/A
1997/11/03,30700,35000,30700,33500,▲200,＋0.60%,33580,43830,48068,52802,18290,N/A
1997/11/01,28600,33300,28600,33300,▲2300,＋7.42%,34800,44625,48427,53105,33960,N/A
1997/10/31,31000,31000,31000,31000,▼2600,－7.74%,36740,45250,48783,53368,1080,N/A
1997/10/30,34500,36000,33600,33600,▼2900,－7.95%,39340,46165,49248,53609,18740,N/A
1997/10/29,37900,41000,36500,36500,▼3100,－7.83%,41720,46970,49697,53821,21310,N/A
1997/10/28,42500,42500,39600,39600,▼3400,－7.91%,43980,47845,50097,54000,7930,N/A
1997/10/27,43000,46400,42000,43000,▼1000,－2.27%,46000,48540,50420,54153,5390,N/A
1997/10/25,43500,46000,43500,44000,▼1500,－3.30%,46900,49015,50678,54270,3220,N/A
1997/10/24,46100,47300,45500,45500,▼2300,－4.81%,47640,49250,50912,54414,3980,N/A
1997/10/23,48000,51800,47800,47800,▼1900,－3.82%,48140,49230,51123,54591,2150,N/A
1997/10/22,46000,49700,46000,49700,▲2200,＋4.63%,48180,48930,51302,54797,2420,N/A
1997/10/21,45100,48500,45100,47500,▼200,－0.42%,47140,48715,51390,55005,4240,N/A
1997/10/20,45000,48000,45000,47700,▼300,－0.63%,47240,48595,51448,55286,6290,N/A
1997/10/18,48000,49500,47000,48000,0.0,0.00%,47920,48520,51522,55577,3540,N/A
1997/10/17,45000,48000,45000,48000,▲3500,＋7.87%,48520,48630,51652,55854,6410,N/A
1997/10/16,46200,48000,44500,44500,▼3500,－7.29%,49580,48955,51782,56080,6970,N/A
1997/10/15,51100,52800,48000,48000,▼3100,－6.07%,50560,49430,51965,56290,7660,N/A
1997/10/14,50000,52800,50000,51100,▲100,＋0.20%,50120,49730,52082,56490,6190,N/A
1997/10/13,53900,53900,50000,51000,▼2300,－4.32%,49760,49780,52118,56681,10650,N/A
1997/10/11,53300,53300,51900,53300,▲3900,＋7.89%,49500,49855,52092,56857,13470,N/A
1997/10/10,49400,49400,49400,49400,▲3600,＋7.86%,49640,49765,52003,56969,4860,N/A
1997/10/09,46300,50000,45800,45800,▼3500,－7.10%,50460,49970,52013,57130,2090,N/A
1997/10/08,49700,50000,46100,49300,▼400,－0.80%,51800,50310,52065,57316,3960,N/A
1997/10/07,53500,53500,49700,49700,▼4300,－7.96%,51680,50540,51998,57491,3510,N/A
1997/10/06,53500,55000,52500,54000,▲500,＋0.93%,50760,50755,51870,57713,10830,N/A
1997/10/04,52500,54500,51000,53500,▲1000,＋1.90%,48320,50880,51693,57928,9500,N/A
1997/10/02,52500,52500,50600,52500,▲3800,＋7.80%,46700,51100,51587,58097,18320,N/A
1997/10/01,48700,48700,48700,48700,▲3600,＋7.98%,45220,51200,51553,58230,1220,N/A
1997/09/30,41500,45100,41500,45100,▲3300,＋7.89%,44720,51300,51583,58378,5050,N/A
1997/09/29,45700,46500,41800,41800,▼3600,－7.93%,45740,51395,51673,58565,6060,N/A
1997/09/27,45000,46500,45000,45400,▲300,＋0.67%,48280,51655,51810,58773,5090,N/A
1997/09/26,46500,48000,45100,45100,▼1100,－2.38%,50000,51705,51897,58910,6190,N/A
1997/09/25,47100,48800,46200,46200,▼4000,－7.97%,51780,51600,51988,59093,9020,N/A
1997/09/24,54500,54500,50200,50200,▼4300,－7.89%,52960,51395,52077,59225,3890,N/A
1997/09/23,52500,55500,52500,54500,▲500,＋0.93%,53420,51160,52107,59355,5860,N/A
1997/09/22,54200,54200,52000,54000,0.0,0.00%,52820,50885,52140,59447,2630,N/A
1997/09/20,50100,54000,50100,54000,▲1900,＋3.65%,52720,50735,52198,59504,2950,N/A
1997/09/19,51600,53900,51600,52100,▼400,－0.76%,52440,50535,52267,59524,2110,N/A
1997/09/18,51600,53000,51600,52500,▲1000,＋1.94%,52800,50460,52382,59525,4160,N/A
1997/09/13,53500,53500,51300,51500,▼2000,－3.74%,53100,50485,52452,59490,2210,N/A
1997/09/12,53100,56800,52700,53500,▲900,＋1.71%,54100,50610,52577,59464,6920,N/A
1997/09/11,52000,55000,52000,52600,▼1300,－2.41%,54980,50685,52693,59413,5050,N/A
1997/09/10,54000,56000,53900,53900,▼100,－0.19%,55360,50790,52825,59341,8710,N/A
1997/09/09,56000,56500,53000,54000,▼2500,－4.42%,54720,51040,52985,59281,11550,N/A
1997/09/08,58900,59000,54500,56500,▼1400,－2.42%,53320,51365,53118,59217,12110,N/A
1997/09/06,53000,58000,53000,57900,▲3400,＋6.24%,51420,51565,53177,59165,17090,N/A
1997/09/05,54700,54700,51200,54500,▲3800,＋7.50%,49120,51620,53295,59088,18352,N/A
1997/09/04,49000,50700,48100,50700,▲3700,＋7.87%,46820,51820,53553,59009,9490,N/A
1997/09/03,47100,48000,47000,47000,0.0,0.00%,45100,52185,53868,58986,4390,N/A
1997/09/02,49500,49500,46400,47000,▲600,＋1.29%,44800,52745,54245,59029,7800,N/A
1997/09/01,41200,46400,41200,46400,▲3400,＋7.91%,45200,53320,54537,59108,2910,N/A
1997/08/30,40500,43000,40500,43000,▲900,＋2.14%,46120,53750,54813,59191,3220,N/A
1997/08/29,42000,45000,41900,42100,▼3400,－7.47%,47520,54150,55138,59268,9350,N/A
1997/08/28,46500,49400,45100,45500,▼3500,－7.14%,49220,54650,55477,59320,5160,N/A
1997/08/27,49600,50400,47500,49000,▼2000,－3.92%,50720,55165,55743,59372,2500,N/A
1997/08/26,50000,52500,50000,51000,▲1000,＋2.00%,51720,55505,55943,59363,2280,N/A
1997/08/25,49500,51500,49000,50000,▼600,－1.19%,52520,55730,56143,59309,4860,N/A
1997/08/23,50100,52900,50100,50600,▼2400,－4.53%,53460,55980,56430,59238,600,N/A
1997/08/22,52000,53700,50500,53000,▼1000,－1.85%,55120,56115,56803,59178,3530,N/A
1997/08/21,54000,55000,52500,54000,▼1000,－1.82%,56620,55935,57202,59074,1340,N/A
1997/08/20,55000,56000,54000,55000,▲300,＋0.55%,57920,55635,57535,58936,3120,N/A
1997/08/19,58000,58000,54700,54700,▼4200,－7.13%,58720,55385,57783,58768,4820,N/A
1997/08/18,60500,60500,58900,58900,▼1600,－2.64%,59480,55095,57952,58581,8120,N/A
1997/08/16,60500,61000,59000,60500,0.0,0.00%,59300,54415,57970,58382,7620,N/A
1997/08/14,59600,61000,58000,60500,▲1500,＋2.54%,58840,53490,57945,58148,11970,N/A
1997/08/13,57500,59900,57500,59000,▲500,＋0.85%,58440,52635,57903,57895,4450,N/A
1997/08/12,57000,58800,57000,58500,▲500,＋0.86%,57640,52040,57885,57637,7760,N/A
1997/08/11,58200,60000,57300,58000,▼200,－0.34%,56140,51640,57861,57376,7970,N/A
1997/08/09,58500,59900,56600,58200,▼300,－0.51%,54960,51265,57917,57102,9390,N/A
1997/08/08,58000,59400,57000,58500,▲3500,＋6.36%,54480,50880,58059,56832,26116,N/A
1997/08/07,52000,55000,52000,55000,▲4000,＋7.84%,53940,50455,58292,56555,6392,N/A
1997/08/06,51600,53000,50600,51000,▼1100,－2.11%,54040,50235,58621,56322,5670,N/A
1997/08/05,54800,54800,51500,52100,▼3700,－6.63%,54840,50215,59124,56120,2540,N/A
1997/08/04,55800,56500,54600,55800,0.0,0.00%,55080,50185,59632,55893,2210,N/A
1997/08/02,55800,58000,55800,55800,▲300,＋0.54%,53800,49995,60055,55637,7740,N/A
1997/08/01,55000,55500,53900,55500,▲500,＋0.91%,52240,50030,60379,55386,12120,N/A
1997/07/31,54500,56000,53500,55000,▲1700,＋3.19%,51140,50130,60615,55133,17420,N/A
1997/07/30,48500,53300,48500,53300,▲3900,＋7.89%,49920,50285,60899,54885,21910,N/A
1997/07/29,46500,50000,46500,49400,▲1400,＋2.92%,48320,50570,61243,54647,7420,N/A
1997/07/28,48000,50000,48000,48000,▼2000,－4.00%,46840,50935,61622,54427,3270,N/A
1997/07/26,51400,51500,48000,50000,▲1100,＋2.25%,45920,51485,61935,54211,9950,N/A
1997/07/25,46300,48900,46300,48900,▲3600,＋7.95%,45340,52010,62246,53983,4430,N/A
1997/07/24,42500,45300,42500,45300,▲3300,＋7.86%,45660,52590,62567,53753,6140,N/A
1997/07/23,40200,42000,40000,42000,▼1400,－3.23%,46700,53500,62983,53556,11980,N/A
1997/07/22,47200,47200,43400,43400,▼3700,－7.86%,48400,54500,63556,53392,2800,N/A
1997/07/21,50600,50600,47000,47100,▼3400,－6.73%,49720,55330,64162,53217,2930,N/A
1997/07/19,51200,51200,50500,50500,0.0,0.00%,50420,56225,64608,53011,2770,N/A
1997/07/18,51000,52000,50500,50500,0.0,0.00%,50440,57200,64907,52784,4910,N/A
1997/07/16,51000,52000,49000,50500,▲500,＋1.00%,50640,58155,65174,52573,8160,N/A
1997/07/15,50000,52300,48300,50000,▼600,－1.19%,50940,59110,65456,52355,7440,N/A
1997/07/14,47800,53000,47800,50600,0.0,0.00%,52240,59835,65736,52126,7650,N/A
1997/07/12,52000,52500,50000,50600,▼900,－1.75%,53620,60455,65924,51893,5290,N/A
1997/07/11,53000,53000,50200,51500,▼500,－0.96%,55120,61050,66197,51661,4780,N/A
1997/07/10,56500,56500,52000,52000,▼4500,－7.96%,56620,61595,66373,51422,11110,N/A
1997/07/09,59500,59500,55000,56500,▼1000,－1.74%,57560,62070,66602,51186,3740,N/A
1997/07/08,61000,61000,57500,57500,▼600,－1.03%,58060,62295,66755,50917,3160,N/A
1997/07/07,59000,60000,58000,58100,▼900,－1.53%,58660,62570,66810,50643,7890,N/A
1997/07/05,58500,59700,55500,59000,▲2300,＋4.06%,59140,63025,66781,50356,10890,N/A
1997/07/04,59000,60500,56500,56700,▼2300,－3.90%,60040,63725,66668,50058,7650,N/A
1997/07/03,60500,61400,58600,59000,▼1500,－2.48%,61100,64735,66528,49770,4570,N/A
1997/07/02,59900,63500,59900,60500,0.0,0.00%,61300,65485,66350,49472,4090,N/A
1997/07/01,58500,64500,58500,60500,▼3000,－4.72%,62200,65955,66133,49153,3190,N/A
1997/06/30,62100,65000,62100,63500,▲1500,＋2.42%,64100,66170,65858,48842,3910,N/A
1997/06/28,60000,64700,59000,62000,▲2000,＋3.33%,65320,65995,65578,48515,7790,N/A
1997/06/27,61000,65000,60000,60000,▼5000,－7.69%,66840,65845,65316,48199,4770,N/A
1997/06/26,69900,69900,65000,65000,▼5000,－7.14%,67740,65745,65154,47897,2950,N/A
1997/06/25,70000,72000,69000,70000,▲400,＋0.57%,67340,65390,64881,47544,5300,N/A
1997/06/24,69600,72000,68800,69600,0.0,0.00%,65840,64742,64465,47156,5070,N/A
1997/06/23,64900,69600,64900,69600,▲5100,＋7.91%,64400,64331,64104,46788,7380,N/A
1997/06/21,63500,64900,63000,64500,▲1500,＋2.38%,62780,64187,63813,46404,2890,N/A
1997/06/20,62600,64100,62000,63000,▲500,＋0.80%,62080,64587,63680,46049,4900,N/A
1997/06/19,63000,65000,62000,62500,▲100,＋0.16%,62080,65173,63570,45693,4150,N/A
1997/06/18,62000,63000,61500,62400,▲900,＋1.46%,63020,66108,63398,45348,3360,N/A
1997/06/17,61000,63000,61000,61500,▲500,＋0.82%,65140,67116,63163,45018,3510,N/A
1997/06/16,68000,68000,60000,61000,▼2000,－3.17%,68220,68101,63000,44687,4810,N/A
1997/06/14,62000,64800,61900,63000,▼4200,－6.25%,70820,68811,62783,44367,5420,N/A
1997/06/13,70000,73000,67200,67200,▼5800,－7.95%,72200,69146,62474,44038,3190,N/A
1997/06/12,78000,78000,73000,73000,▼3900,－5.07%,71720,69387,62047,43660,8910,N/A
1997/06/11,74000,79900,70000,76900,▲2900,＋3.92%,69120,69435,61552,43237,14060,N/A
1997/06/10,75000,75300,72000,74000,▲4100,＋5.87%,65540,69196,60945,42768,22920,N/A
1997/06/09,68900,69900,67000,69900,▲5100,＋7.87%,62340,68836,60337,42310,5100,N/A
1997/06/07,60500,64800,60500,64800,▲4800,＋8.00%,59941,68773,59752,41876,8370,N/A
1997/06/05,58000,61500,58000,60000,▲1000,＋1.69%,58389,68940,59210,41490,5390,N/A
1997/06/04,60000,60000,57800,59000,▲998,＋1.72%,58666,69454,58794,41142,11600,N/A
1997/06/03,57905,58969,57035,58002,▲97,＋0.17%,60206,70323,58352,40804,21110,N/A
1997/06/02,58969,60902,57035,57905,▲870,＋1.53%,63106,71410,57888,40486,11170,N/A
1997/05/31,57035,61385,57035,57035,▼4350,－7.09%,66470,72208,57388,40183,7220,N/A
1997/05/30,61385,66702,61385,61385,▼5317,－7.97%,71304,72778,56890,39903,26530,N/A
1997/05/29,72503,72503,66702,66702,▼5800,－8.00%,75538,73034,56288,39585,12540,N/A
1997/05/28,72503,78303,68829,72503,▼2223,－2.98%,78438,73073,55605,39239,30690,N/A
1997/05/27,80236,82170,74726,74726,▼6477,－7.98%,78979,72788,54818,38863,12580,N/A
1997/05/26,75983,87003,75983,81203,▼1353,－1.64%,77974,72145,54022,38488,12070,N/A
1997/05/24,87680,87680,82266,82556,▲1353,＋1.67%,76137,71434,53115,38041,30060,N/A
1997/05/23,81203,81203,81203,81203,▲5994,＋7.97%,74417,70410,52153,37580,2450,N/A
1997/05/22,69602,75209,68152,75209,▲5510,＋7.91%,72599,69636,51219,37122,16510,N/A
1997/05/21,72599,72986,69602,69699,▼2320,－3.22%,70917,69158,50394,36722,9750,N/A
1997/05/20,73953,73953,71149,72019,▼1933,－2.61%,70704,68713,49651,36387,6440,N/A
1997/05/19,75403,75403,71536,73953,▲1837,＋2.55%,69931,67930,48870,36039,11350,N/A
1997/05/17,67186,72116,67186,72116,▲5317,＋7.96%,69196,66842,48051,35697,10250,N/A
1997/05/16,66702,70182,66702,66799,▼1837,－2.68%,70047,65653,47233,35351,10180,N/A
1997/05/15,69409,70569,64866,68636,▲483,＋0.71%,72638,64730,46487,35030,25390,N/A
1997/05/13,65736,71536,65736,68152,▼2127,－3.03%,73682,63672,45720,34677,14860,N/A
1997/05/12,76369,76369,70279,70279,▼6090,－7.97%,73740,62463,44939,34312,13960,N/A
1997/05/10,83136,83136,76369,76369,▼3383,－4.24%,72986,61284,44130,33916,20010,N/A
1997/05/09,77239,79753,76369,79753,▲5897,＋7.98%,71207,59781,43228,33456,22350,N/A
1997/05/08,70376,73856,68636,73856,▲5414,＋7.91%,68616,58307,42272,32957,27710,N/A
1997/05/07,67862,70376,67669,68442,▲1933,＋2.91%,66219,57045,41413,32496,16780,N/A
1997/05/06,66509,71536,63802,66509,▼967,－1.43%,65929,55875,40661,32081,27180,N/A
1997/05/03,71536,71536,67476,67476,▲677,＋1.01%,65040,54947,39973,31694,21050,N/A
1997/05/02,62932,66799,62932,66799,▲4930,＋7.97%,64692,54179,39253,31291,29210,N/A
1997/04/30,71536,72019,61869,61869,▼5124,－7.65%,64460,53666,38515,30882,43000,N/A
1997/04/29,64769,66992,63802,66992,▲4930,＋7.94%,64247,53391,37862,30517,21200,N/A
1997/04/28,67669,70472,62062,62062,▼3673,－5.59%,62120,52651,37125,30113,36220,N/A
1997/04/26,65349,65929,61772,65736,▲97,＋0.15%,60148,51965,36470,29751,27080,N/A
1997/04/25,65639,65639,59839,65639,▲4833,＋7.95%,56668,51264,35770,29350,72380,N/A
1997/04/24,60805,60805,60805,60805,▲4447,＋7.89%,53207,50380,35078,28940,8690,N/A
1997/04/23,56359,56359,56359,56359,▲4157,＋7.96%,50539,49563,34476,28574,18130,N/A
1997/04/22,51138,52202,48335,52202,▲3867,＋8.00%,48064,48823,33931,28239,42350,N/A
1997/04/21,47368,48335,45918,48335,0.0,0.00%,46962,48379,33448,27939,7340,N/A
1997/04/19,50172,50268,45435,48335,▲870,＋1.83%,46556,47987,33013,27670,12290,N/A
1997/04/18,47368,47465,45532,47465,▲3480,＋7.91%,46943,47446,32594,27402,10000,N/A
1997/04/17,44468,47852,43985,43985,▼2707,－5.80%,47175,46812,32173,27142,3880,N/A
1997/04/16,45338,47948,43018,46692,▲387,＋0.84%,47388,46228,31827,26915,29050,N/A
1997/04/15,48432,50075,46305,46305,▼3963,－7.88%,47639,45643,31452,26666,20980,N/A
1997/04/14,51042,51235,44758,50268,▲1643,＋3.38%,48799,44952,31083,26413,39160,N/A
1997/04/12,47948,48625,47948,48625,▲3577,＋7.94%,50056,43946,30640,26125,36260,N/A
1997/04/11,44178,47175,44178,45048,▼2900,－6.05%,51602,42912,30208,25850,41450,N/A
1997/04/10,48432,52008,47948,47948,▼4157,－7.98%,53033,42018,29847,25613,35550,N/A
1997/04/09,56455,56939,52105,52105,▼4447,－7.86%,53110,40882,29471,25353,27980,N/A
1997/04/08,59839,59839,55102,56552,▲193,＋0.34%,53033,39562,28996,25059,22980,N/A
1997/04/07,56359,56359,54619,56359,▲4157,＋7.96%,51312,38001,28418,24726,28020,N/A
1997/04/04,52202,52202,48818,52202,▲3867,＋8.00%,48934,36532,27817,24404,18140,N/A
1997/04/03,53169,55682,47658,48335,▼3383,－6.54%,46808,35260,27298,24116,42400,N/A
1997/04/02,50268,51718,48335,51718,▲3770,＋7.86%,45802,34086,26873,23853,30070,N/A
1997/04/01,47948,47948,44468,47948,▲3480,＋7.83%,43560,32757,26373,23570,35460,N/A
1997/03/31,41568,44468,40601,44468,▲2900,＋6.98%,41471,31645,25951,23311,31780,N/A
1997/03/29,45918,46208,41568,41568,▼1740,－4.02%,39538,30678,25601,23082,21770,N/A
1997/03/28,43695,43695,40505,43308,▲2803,＋6.92%,37682,29857,25273,22886,31960,N/A
1997/03/27,40505,40505,40505,40505,▲2997,＋7.99%,36019,28933,24922,22680,3110,N/A
