[일시]한국석유,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2008/05/30,124000,127500,122500,126500,▲2500,＋2.02%,123000,120100,128225,136827,4659,13476
2008/05/29,123000,124000,120000,124000,▲3500,＋2.90%,120400,120025,128450,137414,1910,13505
2008/05/28,125000,125000,119500,120500,▼3500,－2.82%,118400,120075,128867,138048,937,13483
2008/05/27,120500,124500,120500,124000,▲4000,＋3.33%,117100,120150,129392,138789,2438,13535
2008/05/26,108500,126000,108500,120000,▲6500,＋5.73%,115500,120025,129742,139548,2790,12852
2008/05/23,114000,116000,111000,113500,▼500,－0.44%,114700,119975,130125,140248,634,12336
2008/05/22,113000,114000,110000,114000,0.0,0.00%,115400,120325,130608,140781,1478,12343
2008/05/21,116500,117500,114000,114000,▼2000,－1.72%,116500,120750,131075,141489,542,11481
2008/05/20,116000,116000,112500,116000,0.0,0.00%,117700,121250,131625,142264,1679,11486
2008/05/19,118000,118000,114000,116000,▼1000,－0.85%,118500,121625,132158,142798,1335,11013
2008/05/16,119500,119500,116000,117000,▼2500,－2.09%,119700,121875,132742,143256,1281,10746
2008/05/15,120000,120000,116000,119500,▼500,－0.42%,120400,122175,133308,143764,1815,10746
2008/05/14,122000,122000,117000,120000,0.0,0.00%,120900,122250,133817,144318,1566,10249
2008/05/13,121500,123000,118000,120000,▼2000,－1.64%,122000,122550,134417,144777,850,9449
2008/05/09,121000,122500,116500,122000,▲1500,＋1.24%,122800,122975,134992,145277,2440,9455
2008/05/08,120000,125000,119500,120500,▼1500,－1.23%,123000,123325,135550,145860,440,8482
2008/05/07,122000,125500,121500,122000,▼3500,－2.79%,123900,123825,136133,146464,686,8482
2008/05/06,124000,127500,124000,125500,▲1500,＋1.21%,124500,124175,136650,147106,1543,8511
2008/05/02,127000,131000,124000,124000,▲1000,＋0.81%,123800,124375,136950,147677,2911,8511
2008/04/30,120500,125000,120500,123000,▼2000,－1.60%,123300,124700,136967,148206,831,8519
2008/04/29,110000,125000,106500,125000,0.0,0.00%,122500,125475,136733,148781,1844,8378
2008/04/28,122000,126000,122000,125000,▲3000,＋2.46%,121600,125925,136315,149414,2641,7378
2008/04/25,122000,122500,120500,122000,▲500,＋0.41%,121100,126775,135973,150010,1816,6868
2008/04/24,119000,121500,117000,121500,▲2500,＋2.10%,121500,127950,135698,150731,3907,5835
2008/04/23,120000,122000,118500,119000,▼1500,－1.24%,121900,129250,135490,151523,2570,4999
2008/04/22,122500,123000,119500,120500,▼2000,－1.63%,122300,130750,135340,152102,2762,5010
2008/04/21,124000,126000,121500,122500,▼1500,－1.21%,122800,132225,135082,152464,1958,5010
2008/04/18,127500,127500,120000,124000,▲500,＋0.40%,122500,133100,134703,152902,1608,5024
2008/04/17,125000,127500,122000,123500,▲2500,＋2.07%,122900,133675,134387,153377,3517,5038
2008/04/16,120500,124000,120500,121000,▼2000,－1.63%,123900,134450,134178,153935,1534,5123
2008/04/15,124000,124500,120500,123000,▲2000,＋1.65%,125500,135050,134012,154664,1176,5121
2008/04/14,126000,126000,120500,121000,▼5000,－3.97%,127000,135700,133803,155331,2631,5089
2008/04/11,132000,132000,126000,126000,▼2500,－1.95%,128600,136450,133395,156027,2416,5059
2008/04/10,128000,134000,125000,128500,▼500,－0.39%,129300,137125,133095,156623,2598,5355
2008/04/08,131000,132000,128000,129000,▼1500,－1.15%,129700,137800,133062,157227,1778,5286
2008/04/07,127000,131000,127000,130500,▲1500,＋1.16%,131600,138375,133012,157843,3110,5419
2008/04/04,130000,130500,127500,129000,▼500,－0.39%,132300,137975,132995,158485,2894,5044
2008/04/03,125500,134000,125000,129500,▼1000,－0.77%,134900,138250,133012,159148,4074,5130
2008/04/02,139000,139000,129000,130500,▼8000,－5.78%,138100,138675,133137,159918,15187,5047
2008/04/01,137000,141000,136500,138500,▲4500,＋3.36%,141500,139125,133203,160639,3701,3047
2008/03/31,135500,138000,132500,134000,▼8000,－5.63%,143600,139100,133270,161477,11942,2095
2008/03/28,144000,152000,140000,142000,▼3500,－2.41%,146800,139400,133103,162531,5899,1152
2008/03/27,148500,148500,140000,145500,▼2000,－1.36%,146400,139750,132887,163306,1753,742
2008/03/26,152500,152500,144000,147500,▼1500,－1.01%,144400,140075,132803,164189,1623,525
2008/03/25,152000,158000,145000,149000,▼1000,－0.67%,142700,139950,132903,165089,2375,542
2008/03/24,142500,160000,140500,150000,▲10000,＋7.14%,139500,139650,133187,166064,6218,638
2008/03/21,136000,142500,136000,140000,▲4500,＋3.32%,136700,139275,133362,166743,1793,625
2008/03/20,134500,139000,134000,135500,▼3500,－2.52%,135900,139375,133853,167256,854,680
2008/03/19,139000,144000,136500,139000,▲6000,＋4.51%,136700,139950,134478,168023,4558,687
2008/03/18,138000,143500,132000,133000,▼3000,－2.21%,137300,140400,135078,169093,3747,475
2008/03/17,131500,145000,124000,136000,0.0,0.00%,138800,141300,135862,170606,6189,535
2008/03/14,137500,144000,130000,136000,▼3500,－2.51%,136100,142050,136620,171752,2216,525
2008/03/13,141000,146500,133000,139500,▼2500,－1.76%,135800,142750,137453,172602,1712,526
2008/03/12,143000,153000,132000,142000,▲1500,＋1.07%,135500,143575,138253,173164,7086,683
2008/03/11,120000,140500,113000,140500,▲18000,＋14.69%,135000,144200,139062,173481,5129,697
2008/03/10,133500,133500,122500,122500,▼12000,－8.92%,134500,144950,139887,173793,3563,610
2008/03/07,135000,139000,134000,134500,▼3500,－2.54%,138000,146600,140995,174093,718,635
2008/03/06,142000,142000,135500,138000,▼1500,－1.08%,140900,147525,142103,174243,842,669
2008/03/05,142000,144000,136000,139500,▲1500,＋1.09%,143700,147800,143137,174202,2055,714
2008/03/04,141000,145000,136000,138000,▼2000,－1.43%,144800,147075,144345,174135,2925,819
2008/03/03,147500,147500,138000,140000,▼9000,－6.04%,145800,145625,145428,174068,2326,918
2008/02/29,152000,153500,147500,149000,▼3000,－1.97%,146300,143620,146378,174068,2114,1050
2008/02/28,145000,155000,142500,152000,▲7000,＋4.83%,144900,141395,147228,173989,5973,1007
2008/02/27,143500,146000,142000,145000,▲2000,＋1.40%,143900,139070,148187,173914,2659,761
2008/02/26,141500,147000,141500,143000,▲500,＋0.35%,144500,137270,149353,173743,2258,798
2008/02/25,144000,147000,141500,142500,▲500,＋0.35%,146100,135620,150370,173606,2450,887
2008/02/22,141000,146000,139500,142000,▼5000,－3.40%,147800,133745,150953,173335,2957,939
2008/02/21,146500,150000,136000,147000,▼1000,－0.68%,149400,131635,151903,172952,2957,863
2008/02/20,151000,154000,146000,148000,▼3000,－1.99%,151200,129535,152903,172512,3385,819
2008/02/19,151000,159000,149000,151000,0.0,0.00%,152500,127685,153437,172064,3066,819
2008/02/18,147500,157000,147500,151000,▲1000,＋0.67%,153400,125685,153770,171620,4095,749
2008/02/15,153000,155500,143000,150000,▼6000,－3.85%,154300,123660,154220,171155,4173,753
2008/02/14,165000,165000,154000,156000,▲1500,＋0.97%,154900,120985,154820,170697,4580,660
2008/02/13,156000,165000,151000,154500,▼1000,－0.64%,152400,118585,155137,170251,6049,734
2008/02/12,163000,163500,153500,155500,0.0,0.00%,146500,117185,155562,169797,3993,734
2008/02/11,145000,172000,135000,155500,▲2500,＋1.63%,137200,115710,156170,169359,13844,820
2008/02/05,143500,163500,142500,153000,▲9500,＋6.62%,126080,114410,156795,168868,19140,864
2008/02/04,138500,143500,131500,143500,▲18500,＋14.80%,116380,113260,157562,168361,14640,1097
2008/02/01,110000,125000,110000,125000,▲16000,＋14.68%,108780,112935,158403,167923,13360,992
2008/01/31,99800,110000,99800,109000,▲9100,＋9.11%,105580,113410,159445,167641,3448,951
2008/01/30,103000,105000,99500,99900,▼4600,－4.40%,105780,115085,160828,167508,2855,700
2008/01/29,105500,106500,100500,104500,▼1000,－0.95%,106800,116290,162513,167383,3070,867
2008/01/28,110000,110000,105000,105500,▼3500,－3.21%,105860,117515,164047,167229,2467,905
2008/01/25,111000,111500,107000,109000,▼1000,－0.91%,105760,119265,165763,167118,1777,944
2008/01/24,107000,111000,105000,110000,▲5000,＋4.76%,106160,121490,167555,167030,2927,921
2008/01/23,104000,105500,99900,105000,▲5200,＋5.21%,106360,124290,168863,166943,3201,857
2008/01/22,100000,103000,93000,99800,▼5200,－4.95%,107460,127065,169847,166897,3201,941
2008/01/21,116500,116500,104000,105000,▼6000,－5.41%,106800,130550,171100,166915,3471,941
2008/01/18,113500,120000,110500,111000,0.0,0.00%,107400,133950,172367,166868,4615,1018
2008/01/17,110500,119500,105500,111000,▲500,＋0.45%,110500,137150,173692,166730,12761,943
2008/01/16,96500,110500,95500,110500,▲14000,＋14.51%,113500,140600,175317,166601,20222,870
2008/01/15,103500,104000,92000,96500,▼11500,－10.65%,117300,144150,176858,166426,27449,737
2008/01/14,124000,124000,108000,108000,▼18500,－14.62%,124000,148625,178658,166409,20657,732
2008/01/11,129500,137500,122000,126500,▲500,＋0.40%,129800,152600,180150,166194,13908,687
2008/01/10,129000,136000,123500,126000,▼3500,－2.70%,131400,155800,181392,165796,10107,834
2008/01/09,129500,132000,120000,129500,▼500,－0.38%,134700,159000,182675,165346,9387,925
2008/01/08,134000,139500,128000,130000,▼7000,－5.11%,133600,161975,183975,164833,8202,750
2008/01/07,131000,143000,128500,137000,▲2500,＋1.86%,133400,165525,185283,164317,10878,762
2008/01/04,143000,146000,130000,134500,▼8000,－5.61%,134100,168675,186700,163744,12477,657
2008/01/03,123500,142500,123500,142500,▲18500,＋14.92%,137900,172550,188075,163202,22139,742
2008/01/02,129000,134500,123000,124000,▼5000,－3.88%,142600,175575,189683,162598,7264,557
2007/12/28,137500,144000,127000,129000,▼11500,－8.19%,149900,179225,191958,162148,12475,547
2007/12/27,152500,152500,135500,140500,▼13000,－8.47%,158000,182775,193725,161673,10641,719
2007/12/26,166000,168500,152000,153500,▼12500,－7.53%,164500,186225,195575,161101,3177,625
2007/12/24,160000,175000,160000,166000,▲5500,＋3.43%,168800,189300,197275,160422,2225,589
2007/12/21,170500,170500,160500,160500,▼9000,－5.31%,171600,191200,198942,159584,3282,492
2007/12/20,173000,175000,168000,169500,▼3500,－2.02%,175800,192050,200125,158722,1488,534
2007/12/18,172000,176000,165500,173000,▼2000,－1.14%,179100,193525,200658,157834,2567,586
2007/12/17,183500,183500,175000,175000,▼5000,－2.78%,182000,195225,201567,156943,2007,421
2007/12/14,184000,184000,175500,180000,▼1500,－0.83%,185100,195475,203108,156040,3703,421
2007/12/13,188000,188000,180000,181500,▼4500,－2.42%,187100,195025,205350,155098,2126,391
2007/12/12,183500,194000,183500,186000,▼1500,－0.80%,188600,194850,206883,154153,3942,391
2007/12/11,190500,203000,187500,187500,▼3000,－1.57%,191600,194850,207750,153173,5531,395
2007/12/10,190000,203000,185000,190500,▲500,＋0.26%,194100,194225,208075,152173,4155,435
2007/12/07,192000,195000,185500,190000,▲1000,＋0.53%,198400,193700,207900,151140,3394,364
2007/12/06,202000,202000,189000,189000,▼12000,－5.97%,201000,193800,207700,150113,6960,364
2007/12/05,200000,202500,195000,201000,▲1000,＋0.50%,202600,194000,207192,149084,3839,650
2007/12/04,208000,215000,199500,200000,▼12000,－5.66%,202400,193900,206383,147974,9036,427
2007/12/03,208000,214000,200500,212000,▲9000,＋4.43%,204300,193600,205267,146872,10994,657
2007/11/30,197000,220000,193000,203000,▲6000,＋3.05%,204900,192375,203925,145693,7420,522
2007/11/29,208000,208000,193000,197000,▼3000,－1.50%,205100,191825,202708,144588,4572,479
2007/11/28,212000,218000,200000,200000,▼9500,－4.53%,201200,192025,201758,143498,5084,534
2007/11/27,203000,220000,202000,209500,▼5500,－2.56%,201000,191850,200750,142403,6065,646
2007/11/26,204000,232000,187000,215000,▲11000,＋5.39%,200500,191800,199642,141251,16196,783
2007/11/23,182000,204000,182000,204000,▲26500,＋14.93%,193500,191875,198133,140064,10844,597
2007/11/22,191500,194500,177000,177500,▼21500,－10.80%,186900,191100,196842,138964,4605,479
2007/11/21,215500,231000,198500,199000,▼8000,－3.86%,187000,190425,195717,138098,14091,479
2007/11/20,180500,207000,172500,207000,▲27000,＋15.00%,184400,189225,194000,137047,5912,518
2007/11/19,171000,194500,171000,180000,▲9000,＋5.26%,178000,187925,192120,135948,6175,523
2007/11/16,178000,178000,169500,171000,▼7000,－3.93%,178000,188450,190692,135090,2251,504
2007/11/15,181000,187500,175500,178000,▼8000,－4.30%,182200,190325,189470,134307,2144,524
2007/11/14,180000,186000,176000,186000,▲11000,＋6.29%,185200,191575,188090,133465,3237,585
2007/11/13,182000,190000,169000,175000,▼5000,－2.78%,187800,192500,186573,132542,3130,483
2007/11/12,189000,190000,177500,180000,▼12000,－6.25%,191600,193625,185365,131728,2118,585
2007/11/09,197000,198000,190500,192000,▼1000,－0.52%,193100,194675,184032,130878,3365,610
2007/11/08,205000,208000,186000,193000,▼6000,－3.02%,193100,195225,182548,129916,5343,689
2007/11/07,194000,223000,190000,199000,▲5000,＋2.58%,194700,195950,180942,128950,9925,713
2007/11/06,187500,200000,185000,194000,▲6500,＋3.47%,194200,196425,179160,127931,3168,761
2007/11/05,192000,195000,187500,187500,▼4500,－2.34%,197100,197825,177443,126992,3367,676
2007/11/02,194500,197000,189000,192000,▼9000,－4.48%,202900,199300,175837,126132,5712,1143
2007/11/01,200000,213500,192500,201000,▲4500,＋2.29%,202200,201650,174188,125265,8560,1133
2007/10/31,208500,211500,192000,196500,▼12000,－5.76%,194800,204625,172252,124301,6113,1157
2007/10/30,240000,242000,200000,208500,▼8000,－3.70%,190500,206550,170412,123384,23140,1382
2007/10/29,214500,216500,205000,216500,▲28000,＋14.85%,185000,208700,168472,122355,4913,1470
2007/10/26,168000,188500,160000,188500,▲24500,＋14.94%,179800,210650,166505,121318,10959,1470
2007/10/25,177500,177500,162500,164000,▼11000,－6.29%,183800,214525,165022,120512,9885,518
2007/10/24,182000,185000,172500,175000,▼6000,－3.31%,191600,217900,163947,119811,5918,912
2007/10/23,196500,197500,172000,181000,▼9500,－4.99%,197500,219225,162730,119136,9372,611
2007/10/22,191000,206500,190000,190500,▼18000,－8.63%,200800,221550,161368,118548,5105,325
2007/10/19,203000,225000,202000,208500,▲5500,＋2.71%,202900,225400,159768,117873,12064,283
2007/10/18,208000,218000,202500,203000,▼1500,－0.73%,201800,230700,157885,116930,5696,561
2007/10/17,200500,225000,170000,204500,▲7000,＋3.54%,202700,234225,155993,115929,14223,1033
2007/10/16,197000,207000,197000,197500,▼3500,－1.74%,203500,235900,154160,114902,6766,1542
2007/10/15,203000,209500,196500,201000,▼2000,－0.99%,208400,236375,152238,113983,7619,1803
2007/10/12,210000,217000,199000,203000,▼4500,－2.17%,211600,235325,150200,112940,8579,1564
2007/10/11,214000,214500,190000,207500,▼1000,－0.48%,218800,234075,148017,111798,14043,1544
2007/10/10,230000,230000,201500,208500,▼13500,－6.08%,229400,231625,145692,110644,15235,571
2007/10/09,224500,248000,220500,222000,▲5000,＋2.30%,234700,228825,143350,109582,19331,92
2007/10/08,238000,248000,209000,217000,▼22000,－9.21%,240600,224375,140788,108491,21657,551
2007/10/05,271000,276000,237000,239000,▼21500,－8.25%,248300,220100,138328,107343,14236,105
2007/10/04,231500,270000,227000,260500,▲25500,＋10.85%,253700,214650,135513,105927,19915,0
2007/10/02,251500,255000,232000,235000,▼16500,－6.56%,247900,208625,132338,104256,11421,0
2007/10/01,253500,275500,240500,251500,▼4000,－1.57%,241200,203850,129622,102733,14339,0
2007/09/28,289500,305500,227500,255500,▼10500,－3.95%,236400,198425,126627,101077,32465,0
2007/09/27,242000,266000,242000,266000,▲34500,＋14.90%,238800,191875,123568,99385,10255,0
2007/09/21,207000,231500,206000,231500,▲30000,＋14.89%,248500,184900,120227,97549,28956,0
2007/09/20,213500,223000,193500,201500,▼26000,－11.43%,256900,178825,117318,95970,39873,0
2007/09/19,259500,284500,227500,227500,▼40000,－14.95%,264200,173550,115010,94633,27691,0
2007/09/18,331000,361500,267500,267500,▼47000,－14.94%,260100,166885,112318,93073,46722,0
2007/09/17,305000,314500,262000,314500,▲41000,＋14.99%,242600,158225,108972,91171,13147,0
2007/09/14,273500,273500,273500,273500,▲35500,＋14.92%,215300,147385,104847,88836,560,161
2007/09/13,238000,238000,238000,238000,▲31000,＋14.98%,192300,138470,101422,86805,3241,161
2007/09/12,185500,207000,183000,207000,▲27000,＋15.00%,175200,131320,98597,85053,32123,161
2007/09/11,196500,196500,179000,180000,▲2000,＋1.12%,160400,126095,96272,83563,23124,19
2007/09/10,156000,180500,152000,178000,▲19500,＋12.30%,150700,122095,94380,82287,20941,0
2007/09/07,149000,173500,145000,158500,▲6000,＋3.93%,141100,118345,92525,81036,27794,149
2007/09/06,131500,152500,131000,152500,▲19500,＋14.66%,137400,115250,90977,79940,23087,707
2007/09/05,136000,136500,130000,133000,▲1500,＋1.14%,134800,112230,89565,78885,5486,531
2007/09/04,128500,138000,128500,131500,▲1500,＋1.15%,136800,110130,88477,77992,10785,554
2007/09/03,138000,138000,121000,130000,▼10000,－7.14%,135400,108110,87460,77113,21390,394
2007/08/31,144000,148500,138500,140000,▲500,＋0.36%,134700,106265,86468,76243,15593,45
2007/08/30,148000,162000,135000,139500,▼3500,－2.45%,128700,103505,85238,75287,51692,27
2007/08/29,118000,143000,114500,143000,▲18500,＋14.86%,120000,100835,84055,74326,29642,1335
2007/08/28,138500,141500,108500,124500,▼2000,－1.58%,110240,98290,82860,73336,36910,1485
2007/08/27,126500,126500,122000,126500,▲16500,＋15.00%,104200,96990,81995,72505,5942,1771
2007/08/24,98000,110000,97900,110000,▲14000,＋14.58%,98440,95640,81087,71654,17587,1702
2007/08/23,95400,102000,94400,96000,▲1800,＋1.91%,95480,95115,80478,70942,20854,1389
2007/08/22,94200,96500,89600,94200,▼100,－0.11%,95280,95415,80093,70336,10655,1025
2007/08/21,97700,99500,94000,94300,▼3400,－3.48%,96940,95670,79777,69743,12832,788
2007/08/20,99800,100000,95200,97700,▲2500,＋2.63%,98080,95680,79488,69152,5390,1017
2007/08/17,95000,99200,92500,95200,▲200,＋0.21%,99140,95570,79143,68523,3530,888
2007/08/16,99500,100000,90100,95000,▼7500,－7.32%,99420,95285,78840,67910,6790,942
2007/08/14,100000,108000,99500,102500,▲2500,＋2.50%,98840,95260,78510,67298,10238,1251
2007/08/13,105000,105000,99900,100000,▼3000,－2.91%,96540,94245,78090,66618,5104,1850
2007/08/10,95900,111000,93600,103000,▲6400,＋6.63%,94760,93180,77723,65963,30819,1636
2007/08/09,94900,96600,92100,96600,▲4500,＋4.89%,92780,91630,77283,65285,6064,2526
2007/08/08,91000,96600,88600,92100,▲1100,＋1.21%,90420,90200,76958,64659,6272,1730
2007/08/07,91200,94000,89900,91000,▼100,－0.11%,89220,88995,76702,64066,4869,1730
2007/08/06,88200,93400,86100,91100,▼2000,－2.15%,89440,87860,76540,63482,4682,1713
2007/08/03,85000,97000,84800,93100,▲8300,＋9.79%,90920,86775,76427,62896,11686,1216
2007/08/02,89800,90500,73200,84800,▼1300,－1.51%,92200,85625,76342,62290,15616,831
2007/08/01,90200,93700,86100,86100,▼6000,－6.51%,95140,84885,76350,61750,10851,504
2007/07/31,98500,101000,92000,92100,▼6400,－6.50%,98320,84180,76357,61199,13131,13
2007/07/30,106000,106000,98000,98500,▼1000,－1.01%,99760,83165,76238,60597,9816,0
2007/07/27,105500,110000,98300,99500,0.0,0.00%,98960,81840,76130,59944,24604,0
2007/07/26,105500,112000,99000,99500,▼2500,－2.45%,98160,80140,76002,59282,27226,0
2007/07/25,98400,114000,96000,102000,▲2700,＋2.72%,96160,78015,75675,58620,44831,171
2007/07/24,93000,99400,88200,99300,▲4800,＋5.08%,94660,76065,75542,57938,21891,0
2007/07/23,95500,99300,94000,94500,▼1000,－1.05%,91240,74400,75728,57280,13825,0
2007/07/20,88400,96800,86000,95500,▲6000,＋6.70%,88080,73010,75978,56659,21623,74
2007/07/19,98000,99500,83200,89500,▼5000,－5.29%,83380,71585,75975,56029,36643,716
2007/07/18,84800,94500,83100,94500,▲12300,＋14.96%,79080,70510,75865,55447,26240,1341
2007/07/16,80800,83100,77500,82200,▲3500,＋4.45%,73780,69210,75643,54818,25474,2255
2007/07/13,73000,82800,73000,78700,▲6700,＋9.31%,71000,68475,75727,54291,52006,2387
2007/07/12,67300,75300,67300,72000,▲4000,＋5.88%,69140,67865,75680,53793,19761,3046
2007/07/11,68000,68800,67000,68000,0.0,0.00%,68760,67600,75580,53356,2359,3285
2007/07/10,67600,69400,66600,68000,▼300,－0.44%,69160,67480,75597,52950,3995,3242
2007/07/09,68900,69700,67500,68300,▼1100,－1.59%,69960,67470,75813,52548,4702,3202
2007/07/06,70100,71500,66100,69400,▼700,－1.00%,70660,67440,76193,52143,2819,2619
2007/07/05,69000,72000,68000,70100,▲100,＋0.14%,71180,67495,76358,51726,5585,2725
2007/07/04,72500,72700,70000,70000,▼2000,－2.78%,70260,67515,76340,51303,7213,2298
2007/07/03,70000,72700,70000,72000,▲200,＋0.28%,67660,67325,76173,50879,6480,2292
2007/07/02,73800,73800,69000,71800,▼200,－0.28%,65860,67150,75843,50438,6752,2275
2007/06/29,68700,75300,68500,72000,▲6500,＋9.92%,64700,67125,75527,50004,37974,1932
2007/06/28,56000,65500,56000,65500,▲8500,＋14.91%,63640,67155,75202,49574,12019,2230
2007/06/27,62900,62900,56700,57000,▼6000,－9.52%,63940,67480,74872,49203,8129,1757
2007/06/26,65100,65200,62600,63000,▼3000,－4.55%,66140,68305,74622,48907,5027,2534
2007/06/25,67100,67200,65200,66000,▼700,－1.05%,67240,68800,74257,48557,1954,2534
2007/06/22,67900,68000,65000,66700,▼300,－0.45%,67540,69260,73827,48175,4547,2721
2007/06/21,67000,68200,66500,67000,▼1000,－1.47%,67500,69775,73371,47790,4062,3133
2007/06/20,68700,69400,67300,68000,▼500,－0.73%,67440,70275,72825,47404,6550,3208
2007/06/19,67500,68700,67100,68500,▲1000,＋1.48%,66960,70725,72188,47006,6293,4956
2007/06/18,67000,68800,66200,67500,▲1000,＋1.50%,66820,71060,71510,46608,10022,4632
2007/06/15,67500,67500,65900,66500,▼200,－0.30%,66860,71550,70853,46222,4638,4162
2007/06/14,67000,67100,65500,66700,▲1100,＋1.68%,67660,72125,70193,45856,5975,4176
2007/06/13,66600,67400,65400,65600,▼2200,－3.24%,68420,72620,69547,45488,6132,3601
2007/06/12,68500,68500,65300,67800,▲100,＋0.15%,68540,73195,68903,45118,7736,3329
2007/06/11,71500,71500,66700,67700,▼2800,－3.97%,68680,73640,68206,44731,9607,2911
2007/06/08,69300,74300,68500,70500,0.0,0.00%,69400,74320,67507,44346,16750,3596
2007/06/07,66200,72600,64200,70500,▲4300,＋6.50%,69820,75010,66765,43930,22319,4183
2007/06/05,68000,69200,66100,66200,▼2300,－3.36%,70120,75885,66018,43513,12111,3318
2007/06/04,71500,72000,68000,68500,▼2800,－3.93%,71580,76840,65335,43137,17326,2700
2007/06/01,75200,75200,71200,71300,▼1300,－1.79%,72460,77740,64597,42743,14425,3203
2007/05/31,74500,74800,72200,72600,▲600,＋0.83%,73240,78425,63813,42319,11135,3541
2007/05/30,75100,75100,72000,72000,▼1500,－2.04%,74120,79395,63016,41885,11802,3709
2007/05/29,73900,80500,70000,73500,▲600,＋0.82%,75120,80385,62222,41456,45862,3689
2007/05/28,75900,76500,71200,72900,▼2300,－3.06%,75820,80705,61405,41014,17854,4147
2007/05/25,77000,77900,75100,75200,▼1800,－2.34%,76280,81760,60578,40579,8299,4276
2007/05/23,77000,78700,76700,77000,0.0,0.00%,76700,83525,59708,40120,7947,4152
2007/05/22,77600,80000,76800,77000,0.0,0.00%,76900,85150,58815,39648,12129,3579
2007/05/21,75500,82300,75200,77000,▲1800,＋2.39%,76820,86065,57902,39181,42025,3579
2007/05/18,77300,77900,75000,75200,▼2100,－2.72%,76840,86360,56981,38721,7221,3092
2007/05/17,80900,80900,77200,77300,▼700,－0.90%,77140,86660,56085,38268,14051,2383
2007/05/16,76800,79800,72000,78000,▲1400,＋1.83%,77940,87155,55147,37790,25952,2119
2007/05/15,79800,83000,76000,76600,▼500,－0.65%,79200,87050,54203,37310,30665,2788
2007/05/14,76800,86500,76800,77100,▲400,＋0.52%,81480,86520,53288,36846,34097,3148
2007/05/11,80600,80600,74900,76700,▼4600,－5.66%,83120,86115,52359,36374,30033,4680
2007/05/10,84300,84300,79900,81300,▼3000,－3.56%,85080,86330,51431,35892,31444,3162
2007/05/09,87800,87800,84100,84300,▼3700,－4.20%,85820,86820,50424,35374,18281,2123
2007/05/08,85600,89900,83500,88000,▲2700,＋3.17%,87360,86570,49365,34836,25890,2259
2007/05/07,89200,89200,80500,85300,▼1200,－1.39%,88120,85620,48238,34267,32348,2716
2007/05/04,85600,93800,85600,86500,▲1500,＋1.76%,87040,84355,47150,33717,35075,1088
2007/05/03,93000,94000,82400,85000,▼7000,－7.61%,88540,82640,46042,33156,45280,1092
2007/05/02,95000,103500,91100,92000,▲200,＋0.22%,93640,81030,44956,32608,68931,0
2007/04/30,79900,91800,79900,91800,▲11900,＋14.89%,97140,79055,43758,32000,73055,62
2007/04/27,89000,93000,79900,79900,▼14100,－15.00%,97840,76750,42563,31395,83449,104
2007/04/26,109000,113500,94000,94000,▼16500,－14.93%,98440,74855,41564,30888,49209,0
2007/04/25,115000,120000,98000,110500,▲1000,＋0.91%,95880,72210,40334,30258,120591,0
2007/04/24,99500,109500,96300,109500,▲14200,＋14.90%,91220,68695,38831,29492,156666,0
2007/04/23,84700,95300,81100,95300,▲12400,＋14.96%,84500,65188,37340,28733,163972,347
2007/04/20,82300,87000,78300,82900,▲1700,＋2.09%,78640,62135,36083,28091,71968,0
2007/04/19,91300,97000,76600,81200,▼6000,－6.88%,75860,59480,35028,27552,180186,0
2007/04/18,77600,87200,77500,87200,▲11300,＋14.89%,75820,56810,33992,27026,129275,0
2007/04/17,64200,75900,64000,75900,▲9900,＋15.00%,76600,53855,32855,26450,164727,0
2007/04/16,67200,71200,63900,66000,▼3000,－4.35%,77280,51405,31907,25967,120870,0
2007/04/13,78200,83500,69000,69000,▼12000,－14.81%,77880,49500,31132,25570,109372,0
2007/04/12,96500,103000,77500,81000,▼10100,－11.09%,76080,47400,30303,25146,295376,0
2007/04/11,85000,91100,81000,91100,▲11800,＋14.88%,70320,44648,29282,24623,82665,0
2007/04/10,73000,79300,71000,79300,▲10300,＋14.93%,62660,41380,28092,24015,95437,0
2007/04/09,62000,69000,60100,69000,▲9000,＋15.00%,57300,38715,27094,23505,92975,0
2007/04/06,52200,60000,50900,60000,▲7800,＋14.94%,52640,36550,26266,23085,82572,0
2007/04/05,50700,52800,49300,52200,▼600,－1.14%,49040,34810,25584,22736,49177,0
2007/04/04,54200,55200,47200,52800,▲300,＋0.57%,46820,33410,25032,22455,53118,0
2007/04/03,46000,52500,46000,52500,▲6800,＋14.88%,44300,31983,24482,22166,86090,0
2007/04/02,43000,47500,41000,45700,▲3700,＋8.81%,41670,30598,23946,21879,48367,0
2007/03/30,40850,45450,39350,42000,▲900,＋2.19%,39380,29530,23534,21648,48376,0
2007/03/29,41200,41300,39000,41100,▲900,＋2.24%,36940,28655,23193,21449,33706,0
2007/03/28,40000,42000,37850,40200,▲850,＋2.16%,34280,27765,22858,21258,70430,0
2007/03/27,35500,39350,35000,39350,▲5100,＋14.89%,31860,26905,22524,21074,72715,0
2007/03/26,30300,34250,30300,34250,▲4450,＋14.93%,29370,26108,22210,20898,32795,0
2007/03/23,27950,29800,27050,29800,▲2000,＋7.19%,28100,25505,21983,20763,31854,0
2007/03/22,29900,31000,27450,27800,▼300,－1.07%,27540,25103,21823,20665,117153,0
