[일시]현대건설,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/09/26,36400,37900,36400,37750,▲1400,＋3.85%,37690,39170,42984,45388,424963,35378032
2017/09/25,37050,37400,36100,36350,▼1050,－2.81%,38090,39418,43121,45471,387649,35543481
2017/09/22,38100,38300,37100,37400,▼650,－1.71%,38490,39728,43283,45580,333968,35493708
2017/09/21,38600,38800,38000,38050,▼850,－2.19%,38770,39980,43424,45683,362771,35521110
2017/09/20,39750,39850,38700,38900,▼850,－2.14%,38900,40175,43538,45789,317108,35563758
2017/09/19,38200,39850,38200,39750,▲1400,＋3.65%,38880,40338,43634,45890,697246,35629654
2017/09/18,38550,38750,38150,38350,▼450,－1.16%,38660,40433,43731,45975,423350,35717738
2017/09/15,38600,38900,38100,38800,▲100,＋0.26%,38740,40578,43848,46081,258268,35692656
2017/09/14,38950,39000,38150,38700,▼100,－0.26%,38930,40728,43938,46185,433651,35659981
2017/09/13,38650,38800,37400,38800,▲150,＋0.39%,39090,40905,44055,46269,614038,35672156
2017/09/12,38800,38800,38300,38650,▼100,－0.26%,39250,41063,44155,46368,346679,35568247
2017/09/11,39450,39900,38250,38750,▼1000,－2.52%,39680,41228,44271,46462,527934,35522694
2017/09/08,39600,39900,39400,39750,▲250,＋0.63%,40010,41408,44387,46555,215658,35457323
2017/09/07,39600,39750,39300,39500,▼100,－0.25%,40210,41560,44480,46639,322053,35425185
2017/09/06,40850,40850,39450,39600,▼1200,－2.94%,40440,41725,44593,46715,421819,35411497
2017/09/05,40800,40900,40450,40800,▲400,＋0.99%,40860,41920,44708,46786,205244,35436945
2017/09/04,39800,40650,39800,40400,▼350,－0.86%,41240,42048,44795,46849,214496,35451065
2017/09/01,41000,41300,40450,40750,▲100,＋0.25%,41670,42148,44884,46909,437890,35405868
2017/08/31,41700,41700,40250,40650,▼1050,－2.52%,42010,42203,44976,46965,607451,35307042
2017/08/30,42550,42700,41450,41700,▼1000,－2.34%,42270,42413,45073,47033,550109,35248487
2017/08/29,42400,42800,41650,42700,▲150,＋0.35%,42360,42598,45158,47092,265115,35328871
2017/08/28,42550,42850,42300,42550,▲100,＋0.24%,42150,42728,45243,47141,220263,35343871
2017/08/25,42050,42500,41850,42450,▲500,＋1.19%,41890,42908,45336,47185,235792,35358340
2017/08/24,42050,42100,41750,41950,▼200,－0.47%,41760,43215,45440,47231,151168,35338489
2017/08/23,41850,42200,41600,42150,▲500,＋1.20%,41820,43535,45549,47280,215143,35398363
2017/08/22,41350,42100,41300,41650,▲400,＋0.97%,41780,43825,45664,47315,224431,35404348
2017/08/21,41800,41800,41000,41250,▼550,－1.32%,41840,44160,45788,47355,286509,35402655
2017/08/18,41700,42100,41550,41800,▼450,－1.07%,42060,44533,45923,47405,170954,35361523
2017/08/17,41800,42350,41500,42250,▲300,＋0.72%,42260,44858,46027,47450,238915,35358596
2017/08/16,42150,42400,41600,41950,0.0,0.00%,42370,45105,46126,47488,307542,35343216
2017/08/14,42250,42750,41700,41950,▼400,－0.94%,42680,45335,46233,47517,463654,35312597
2017/08/11,42050,42700,42000,42350,▼450,－1.05%,42960,45585,46331,47555,440956,35306781
2017/08/10,42500,43200,42000,42800,0.0,0.00%,42970,45800,46426,47587,522563,35346437
2017/08/09,42850,43500,42450,42800,▼700,－1.61%,42780,45995,46521,47611,308021,35329672
2017/08/08,43350,43700,42900,43500,▲150,＋0.35%,43190,46205,46626,47645,256362,35345971
2017/08/07,42300,43600,42300,43350,▲950,＋2.24%,43570,46378,46703,47671,387827,35331341
2017/08/04,41850,42850,41800,42400,▲550,＋1.31%,43960,46568,46793,47699,430628,35321377
2017/08/03,44250,44800,41600,41850,▼3000,－6.69%,44710,46778,46905,47733,1039225,35376101
2017/08/02,45300,45300,44450,44850,▼550,－1.21%,46060,47010,46999,47758,387639,35452017
2017/08/01,45000,45650,44550,45400,▲100,＋0.22%,46760,47110,47043,47763,634676,35506062
2017/07/31,46100,46300,44850,45300,▼850,－1.84%,47270,47185,47080,47762,635083,35546424
2017/07/28,48000,48150,45750,46150,▼2450,－5.04%,47880,47218,47130,47764,802449,35554131
2017/07/27,48350,48750,47800,48600,▲250,＋0.52%,48390,47213,47170,47754,295280,35613084
2017/07/26,48400,48650,47900,48350,▲400,＋0.83%,48330,47078,47200,47718,260146,35598363
2017/07/25,48300,48450,47600,47950,▼400,－0.83%,48100,46905,47244,47661,254806,35583634
2017/07/24,48700,48700,47950,48350,▼350,－0.72%,47820,46740,47285,47599,269363,35562947
2017/07/21,48350,48700,47650,48700,▲400,＋0.83%,47540,46600,47306,47523,357148,35580542
2017/07/20,47450,48300,47100,48300,▲1100,＋2.33%,47130,46435,47328,47449,465952,35524472
2017/07/19,46800,47400,46400,47200,▲650,＋1.40%,46810,46230,47345,47376,460817,35407419
2017/07/18,46850,47000,46450,46550,▼400,－0.85%,46770,46155,47370,47311,240835,35435193
2017/07/17,47050,47150,46550,46950,▲300,＋0.64%,46850,46068,47404,47256,312489,35470273
2017/07/14,46650,47050,46200,46650,▼50,－0.11%,46890,46000,47428,47207,260093,35512920
2017/07/13,47150,47400,46700,46700,▼300,－0.64%,46880,45953,47463,47162,279902,35478274
2017/07/12,47100,47700,46650,47000,▲50,＋0.11%,46840,45885,47514,47118,286222,35396548
2017/07/11,47200,47600,46850,46950,▼200,－0.42%,46810,45848,47560,47074,251780,35333470
2017/07/10,46700,47400,46650,47150,▲550,＋1.18%,46800,45828,47594,47030,262262,35361919
2017/07/07,46300,47300,46200,46600,▲100,＋0.22%,46560,45770,47633,46988,308290,35300157
2017/07/06,46600,46650,46000,46500,▼350,－0.75%,46450,45728,47679,46943,261837,35275754
2017/07/05,47050,47200,46450,46850,▼50,－0.11%,46330,45715,47732,46895,252081,35236474
2017/07/04,46100,47500,45900,46900,▲950,＋2.07%,45940,45695,47767,46860,688787,35313758
2017/07/03,46150,46450,45500,45950,▼100,－0.22%,45490,45693,47791,46830,268316,35247370
2017/06/30,45850,46150,45200,46050,▲150,＋0.33%,45410,45785,47821,46813,338899,35234934
2017/06/29,45200,46100,44800,45900,▲1000,＋2.23%,45280,45888,47878,46783,407926,35296430
2017/06/28,44900,45400,44650,44900,▲250,＋0.56%,44940,46028,47941,46758,211394,35314784
2017/06/27,45550,45550,44550,44650,▼900,－1.98%,45100,46208,48039,46740,319411,35337258
2017/06/26,45100,45700,45050,45550,▲150,＋0.33%,45130,46428,48147,46727,249616,35343352
2017/06/23,44550,45600,44550,45400,▲1200,＋2.71%,45140,46603,48218,46708,435131,35322856
2017/06/22,45750,45850,44000,44200,▼1500,－3.28%,45200,46800,48313,46690,740798,35245528
2017/06/21,44550,45700,44400,45700,▲900,＋2.01%,45430,46993,48432,46680,445203,35321565
2017/06/20,45500,45600,44700,44800,▼800,－1.75%,45540,47118,48483,46659,404351,35273834
2017/06/19,46250,46250,45300,45600,▼100,－0.22%,45890,47298,48580,46645,275254,35228754
2017/06/16,45300,45900,45250,45700,▲350,＋0.77%,45970,47408,48653,46621,394092,35212002
2017/06/15,46050,46150,45000,45350,▼900,－1.95%,45980,47525,48723,46591,500281,35119977
2017/06/14,46750,46800,45800,46250,▼300,－0.64%,46160,47683,48798,46572,380690,35101186
2017/06/13,46150,46650,46150,46550,▲550,＋1.20%,46200,47825,48837,46549,370924,35063274
2017/06/12,46000,46650,45750,46000,▲250,＋0.55%,46260,47903,48863,46514,414207,34996383
2017/06/09,46250,46250,45500,45750,▼500,－1.08%,46620,48043,48903,46498,551725,34944218
2017/06/08,46100,46350,45600,46250,▼200,－0.43%,47090,48210,48934,46478,700601,34980454
2017/06/07,47150,47150,46100,46450,▼400,－0.85%,47580,48273,48955,46433,571513,35007911
2017/06/05,48050,48100,46700,46850,▼950,－1.99%,47990,48325,48993,46393,668519,35030696
2017/06/02,48200,48300,47700,47800,▼300,－0.62%,48430,48363,49026,46345,396685,35019000
2017/06/01,48700,49000,48050,48100,▼600,－1.23%,48680,48388,49039,46286,410066,35015353
2017/05/31,48250,48900,47750,48700,▲200,＋0.41%,48930,48410,49033,46220,868813,35046686
2017/05/30,49200,49200,48250,48500,▼550,－1.12%,48800,48495,49022,46162,354998,35059938
2017/05/29,48900,49900,48600,49050,0.0,0.00%,48740,48620,49010,46099,459065,35119816
2017/05/26,49500,49600,48750,49050,▼300,－0.61%,48610,48688,48967,46018,473099,35139913
2017/05/25,48500,49650,48050,49350,▲1300,＋2.71%,48360,48715,48923,45952,896358,35164334
2017/05/24,48500,48700,47900,48050,▼150,－0.31%,48100,48748,48887,45888,289434,35277969
2017/05/23,48650,48750,47950,48200,▼200,－0.41%,48190,48813,48874,45836,348728,35242241
2017/05/22,48050,48600,47900,48400,▲600,＋1.26%,48370,48838,48851,45791,285148,35275502
2017/05/19,48350,48500,47750,47800,▼250,－0.52%,48310,48848,48801,45758,351089,35247737
2017/05/18,48050,48800,47950,48050,▼450,－0.93%,48510,48878,48778,45718,238921,35313757
2017/05/17,48950,48950,48100,48500,▼600,－1.22%,48720,48913,48748,45676,268211,35310941
2017/05/16,48600,49400,48550,49100,▲1000,＋2.08%,48520,48975,48701,45635,441368,35337135
2017/05/15,48900,48900,47950,48100,▼700,－1.43%,48200,49008,48663,45595,261710,35178215
2017/05/12,49200,49200,48450,48800,▼300,－0.61%,48100,49053,48640,45566,241584,35157229
2017/05/11,47850,49100,47750,49100,▲1600,＋3.37%,48000,49085,48604,45533,588190,35113589
2017/05/10,47900,48500,46900,47500,0.0,0.00%,47890,49100,48561,45490,666791,34983860
2017/05/08,48000,48100,46900,47500,▼100,－0.21%,48470,49208,48517,45463,547885,34902546
2017/05/04,48300,48650,47350,47600,▼700,－1.45%,49170,49280,48482,45431,588796,34861671
2017/05/02,48750,48800,47950,48300,▼250,－0.51%,49730,49318,48443,45375,365273,34874337
2017/04/28,49250,50600,48500,48550,▼1850,－3.67%,49990,49290,48398,45325,775784,34902691
2017/04/27,51200,51200,49600,50400,▼600,－1.18%,50280,49338,48338,45264,362434,35096469
2017/04/26,50800,51400,50700,51000,▲600,＋1.19%,50070,49300,48235,45185,319114,35084061
2017/04/25,49800,50600,49700,50400,▲800,＋1.61%,49610,49290,48078,45107,311901,35037099
2017/04/24,50300,50700,49300,49600,▼400,－0.80%,49250,49325,47913,45020,216243,34932427
2017/04/21,49250,50000,49200,50000,▲650,＋1.32%,49010,49338,47739,44945,267667,34910376
2017/04/20,48550,49450,48500,49350,▲650,＋1.33%,48760,49393,47570,44873,232426,34835884
2017/04/19,48850,49150,48450,48700,▲100,＋0.21%,48840,49490,47407,44804,233723,34780617
2017/04/18,48750,49200,48250,48600,▲200,＋0.41%,49050,49495,47252,44750,174307,34716000
2017/04/17,48750,49450,48200,48400,▼350,－0.72%,49130,49595,47108,44698,194914,34672109
2017/04/14,49350,49500,48550,48750,▼1000,－2.01%,49340,49675,46985,44664,161549,34673540
2017/04/13,49900,49950,48400,49750,0.0,0.00%,49470,49733,46860,44618,316928,34671603
2017/04/12,49450,50400,49200,49750,▲750,＋1.53%,49450,49738,46721,44561,341180,34657992
2017/04/11,49100,49550,48900,49000,▼450,－0.91%,49290,49678,46588,44497,229482,34538630
2017/04/10,49250,50100,49000,49450,▲50,＋0.10%,49160,49635,46466,44444,329532,34522961
2017/04/07,49700,49700,49050,49400,▼250,－0.50%,48820,49580,46343,44388,165795,34466752
2017/04/06,48750,49900,48400,49650,▲700,＋1.43%,48840,49493,46206,44323,362006,34446496
2017/04/05,48450,49350,48150,48950,▲600,＋1.24%,48840,49385,46058,44262,400233,34326194
2017/04/04,47300,48400,47200,48350,▲600,＋1.26%,49210,49375,45953,44203,339844,34171986
2017/04/03,49500,49550,47400,47750,▼1750,－3.54%,49760,49398,45869,44152,799507,34139158
2017/03/31,49800,50300,49300,49500,▼150,－0.30%,50180,49440,45804,44111,320555,34103595
2017/03/30,50900,50900,49350,49650,▼1150,－2.26%,50500,49353,45688,44042,301604,34100240
2017/03/29,51200,51200,50100,50800,▼300,－0.59%,50830,49270,45574,43965,356653,34082581
2017/03/28,50200,51100,49500,51100,▲1250,＋2.51%,50430,49120,45441,43877,341936,34127103
2017/03/27,50800,51300,49450,49850,▼1250,－2.45%,50330,48888,45307,43779,330783,34070105
2017/03/24,51400,51600,50500,51100,▼200,－0.39%,50360,48715,45198,43688,202685,34079622
2017/03/23,49000,51500,49000,51300,▲2500,＋5.12%,50120,48520,45066,43590,623680,34098813
2017/03/22,50300,50900,48550,48800,▼1800,－3.56%,49830,48320,44928,43495,551690,33899100
2017/03/21,50500,50700,49300,50600,▲600,＋1.20%,49780,48220,44834,43412,453732,33822875
2017/03/20,49900,50600,49750,50000,▲100,＋0.20%,49290,47960,44709,43315,302764,33742716
2017/03/17,49900,49900,49250,49900,▲50,＋0.10%,48960,47783,44589,43214,298312,33625905
2017/03/16,49000,49900,48350,49850,▲1300,＋2.68%,48510,47598,44459,43118,417604,33632607
2017/03/15,48450,48900,48000,48550,▲400,＋0.83%,48040,47390,44346,43018,320367,33580907
2017/03/14,48900,49400,48150,48150,▼200,－0.41%,48080,47305,44262,42921,323510,33566444
2017/03/13,47900,48650,47550,48350,▲700,＋1.47%,48210,47233,44165,42829,425032,33545868
2017/03/10,47100,47850,47050,47650,▲150,＋0.32%,48260,47148,44093,42733,286778,33483675
2017/03/09,48500,48500,47200,47500,▼1250,－2.56%,48280,47090,44023,42639,554358,33395852
2017/03/08,48850,49300,48550,48750,▼50,－0.10%,48380,46958,43910,42551,340142,33411583
2017/03/07,48750,49400,48650,48800,▲200,＋0.41%,48190,46790,43793,42470,385964,33319638
2017/03/06,47800,48650,47150,48600,▲850,＋1.78%,47720,46615,43663,42384,422618,33316662
2017/03/03,47800,48300,47300,47750,▼250,－0.52%,47280,46465,43533,42302,331641,33291499
2017/03/02,48050,48500,47800,48000,▲200,＋0.42%,47170,46325,43407,42234,542563,33318393
2017/02/28,46750,48000,46500,47800,▲1350,＋2.91%,47030,46135,43302,42164,635028,33373178
2017/02/27,46600,46900,46150,46450,▲50,＋0.11%,46830,45823,43188,42091,272739,33360913
2017/02/24,47200,47200,46350,46400,▼800,－1.69%,46620,45525,43070,42037,256580,33348405
2017/02/23,47500,47550,46550,47200,▼100,－0.21%,46630,45165,42981,41972,270496,33440065
2017/02/22,46800,47500,46450,47300,▲500,＋1.07%,46430,44798,42890,41899,362877,33494760
2017/02/21,45250,46950,45250,46800,▲1400,＋3.08%,46110,44410,42798,41825,349027,33467356
2017/02/20,46150,46150,45050,45400,▼1050,－2.26%,46120,44040,42732,41758,281137,33485626
2017/02/17,45950,47100,45900,46450,▲250,＋0.54%,46380,43770,42715,41704,295375,33540975
2017/02/16,45750,46900,45750,46200,▲500,＋1.09%,46420,43498,42658,41646,191725,33583616
2017/02/15,46950,47000,45700,45700,▼1150,－2.45%,46480,43250,42605,41595,268222,33559837
2017/02/14,46700,46950,46150,46850,▲150,＋0.32%,46310,43035,42569,41541,214287,33528176
2017/02/13,46750,46900,45950,46700,▲50,＋0.11%,46020,42780,42527,41480,228876,33568730
2017/02/10,46700,46900,45800,46650,▲150,＋0.32%,45740,42530,42492,41409,333035,33546473
2017/02/09,44550,46500,44550,46500,▲1650,＋3.68%,45530,42300,42462,41338,670986,33613043
2017/02/08,45150,45450,43850,44850,▼550,－1.21%,45220,42035,42419,41267,408419,33544253
2017/02/07,45200,45650,44700,45400,▲100,＋0.22%,45090,41830,42408,41212,378517,33536889
2017/02/06,45600,45900,45150,45300,▼300,－0.66%,44320,41693,42380,41147,367147,33588752
2017/02/03,44900,45750,44500,45600,▲650,＋1.45%,43360,41595,42308,41080,659297,33580862
