[일시]현대건설,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1999/02/23,554481,565379,531320,544944,▼6812,－1.23%,562655,563949,561563,410608,1476610,4947294
1999/02/22,558568,584452,548350,551756,▼20435,－3.57%,555843,568070,557458,408257,2624100,4949794
1999/02/19,545625,579003,517697,572191,▲13624,＋2.44%,547669,574405,552975,405784,2470310,4930194
1999/02/18,604888,604888,558568,558568,▼27247,－4.65%,532002,580876,548069,403183,2279170,4751814
1999/02/12,565379,585815,546306,585815,▲74930,＋14.67%,527914,588029,543390,400727,4801460,4734544
1999/02/11,517697,527915,505436,510885,0.0,0.00%,522465,594840,538091,397954,2094340,4462234
1999/02/10,495899,534726,483638,510885,▲17030,＋3.45%,530639,602674,534149,395826,4056700,4443674
1999/02/09,541538,541538,487725,493856,▼44277,－8.23%,544263,614595,530223,393722,1892930,4613294
1999/02/08,544944,558568,538132,538132,▼20435,－3.66%,559930,628389,526531,391732,1474440,4614612
1999/02/05,553118,571510,553118,558568,▲6812,＋1.23%,571238,641331,522069,389356,1228290,4565512
1999/02/04,572191,578322,545625,551756,▼27247,－4.71%,578049,653592,517265,386842,1617160,4565512
1999/02/03,578322,596033,561974,579003,▲6812,＋1.19%,582136,666705,512551,384320,2470670,4557612
1999/02/02,582409,601482,558568,572191,▼22479,－3.78%,584180,679477,507449,381562,3021650,4491952
1999/02/01,593308,605569,582409,594670,▲2044,＋0.34%,582818,692079,502873,378894,2565940,4840304
1999/01/29,575597,599438,575597,592627,▲20435,＋3.57%,588540,701343,497394,376129,2476890,4840302
1999/01/28,596033,598076,565379,572191,▼17030,－2.89%,592627,704578,492048,373270,2213770,4840362
1999/01/27,565379,599438,531320,589221,▲23841,＋4.22%,603662,706355,487133,370577,3767490,4871962
1999/01/26,630773,633497,565379,565379,▼57900,－9.29%,621509,706288,482042,367772,2020250,4814722
1999/01/25,619874,626686,602844,623280,▲10218,＋1.67%,648756,706669,477332,365210,2390800,4973312
1999/01/22,634860,636903,599438,613062,▼14305,－2.28%,664423,707380,471889,362228,2593290,4733312
1999/01/21,681180,687992,626686,627367,▼51089,－7.53%,686221,704509,466839,359186,1790170,4707822
1999/01/20,708427,722051,674368,678455,▼23160,－3.30%,694259,700922,461137,355950,1478210,4652762
1999/01/19,653933,745892,653933,701615,0.0,0.00%,708427,698626,454501,352471,3170440,4510512
1999/01/18,735674,759516,691398,701615,▼20435,－2.83%,722051,695048,447504,348857,2196770,4606582
1999/01/15,668238,742486,668238,722051,▲54494,＋8.16%,741124,687377,440011,345181,2750530,4499482
1999/01/14,715239,728863,651208,667556,▼81742,－10.91%,757472,675211,432359,341342,2689480,4489482
1999/01/13,769733,776545,735674,749298,▼20435,－2.65%,786763,666638,425905,338003,2827270,4472122
1999/01/12,810604,817416,752704,769733,▼27247,－3.42%,803792,653979,417947,333955,3563790,4529562
1999/01/11,803792,814010,749298,796981,▼6812,－0.85%,814691,639578,409873,329773,4622430,4582472
1999/01/08,796981,831040,762922,803792,▼10218,－1.26%,811285,621433,401261,325467,4565720,4582472
1999/01/07,841257,848069,803792,814010,▼20435,－2.45%,781994,600121,392743,321166,4729790,4596821
1999/01/06,837851,844663,796981,834446,▲10218,＋1.24%,740738,576288,383757,316864,3596230,4563241
1999/01/05,817416,861693,790169,824228,▲44277,＋5.68%,691425,550192,374397,312415,6179710,4563241
1999/01/04,779951,779951,756110,779951,▲122614,＋18.65%,641179,524484,364927,308031,2438590,4563241
1998/12/28,644934,667259,627571,657337,▲49610,＋8.16%,612688,501362,356434,304178,6346060,N/A
1998/12/24,595324,615168,582921,607727,▲19844,＋3.38%,592347,484867,349844,301478,4220640,N/A
1998/12/23,615168,617649,560597,587883,▲14883,＋2.60%,581929,470604,344015,298894,4151540,N/A
1998/12/22,630051,659818,550675,572999,▼64493,－10.12%,590859,456837,338648,296451,6310500,N/A
1998/12/21,595324,637493,580441,637493,▲81857,＋14.73%,602270,444037,333274,294069,6722010,N/A
1998/12/18,592844,597805,520909,555636,0.0,0.00%,584410,428981,326858,291151,5390210,N/A
1998/12/17,560597,620129,538272,555636,▼76896,－12.16%,569031,416231,321549,288960,8009160,N/A
1998/12/16,724311,724311,560597,632532,▲2481,＋0.39%,557124,403382,316258,286851,14536120,N/A
1998/12/15,630051,630051,615168,630051,▲81857,＋14.93%,529838,385894,309395,284110,3828170,N/A
1998/12/14,518428,548194,506025,548194,▲69454,＋14.51%,500171,368282,302573,281390,9532370,N/A
1998/12/11,515948,518428,476259,478740,▼17364,－3.50%,477351,354764,297154,279385,8411500,N/A
1998/12/10,496103,515948,473779,496103,0.0,0.00%,457110,344221,292920,277876,14539210,N/A
1998/12/09,491142,540753,461872,496103,▲14387,＋2.99%,425359,333133,288315,276172,13065840,N/A
1998/12/08,494119,498584,456415,481716,▲47626,＋10.97%,388647,322095,283750,274415,10630800,N/A
1998/12/07,401844,434090,396883,434090,▲56556,＋14.98%,354317,311627,279335,272733,5892170,N/A
1998/12/05,377535,377535,372078,377535,▲40184,＋11.91%,331000,303442,275838,271369,5195950,N/A
1998/12/04,313537,337350,313041,337350,▲24805,＋7.94%,320979,298084,272993,270393,4604450,N/A
1998/12/03,312545,321475,306592,312545,▲2481,＋0.80%,318002,294661,271067,269872,3117210,N/A
1998/12/02,317506,322467,307584,310065,▼7442,－2.34%,318002,292676,269636,269624,1945790,N/A
1998/12/01,327428,332389,315522,317506,▼9922,－3.03%,319391,292056,268330,269562,2634980,N/A
1998/11/30,323459,347272,312545,327428,▲4961,＋1.54%,323162,289476,266933,269397,5842580,N/A
1998/11/28,316514,327428,312545,322467,▲9922,＋3.17%,317804,286698,265453,269029,2668620,N/A
1998/11/27,310065,316514,305600,312545,▼4465,－1.41%,313041,284441,264212,268698,2920590,N/A
1998/11/26,332389,341319,312545,317010,▼19348,－5.75%,307088,283002,263108,268404,5104890,N/A
1998/11/25,307088,336358,305104,336358,▲35719,＋11.88%,299250,281291,261943,268119,9682430,N/A
1998/11/24,307088,312545,295182,300639,▲1984,＋0.66%,287542,279306,260487,267528,5019440,N/A
1998/11/23,287740,310065,285259,298654,▲15875,＋5.61%,280993,279778,259652,267338,6932910,N/A
1998/11/21,280298,287244,277322,282779,▲4961,＋1.79%,276131,279108,259057,267077,1525300,N/A
1998/11/20,290220,292701,273849,277818,0.0,0.00%,274643,278984,258594,267077,5065920,N/A
1998/11/19,262935,280298,261943,277818,▲9922,＋3.70%,273551,279182,258296,267015,4183890,N/A
1998/11/18,277818,278314,266408,267896,▼6449,－2.35%,272063,277892,258065,266850,1550890,N/A
1998/11/17,264919,282283,262935,274345,▼992,－0.36%,272559,277644,257817,266767,3567010,N/A
1998/11/16,277818,284763,273849,275337,▲2977,＋1.09%,271468,277942,257502,266755,981370,N/A
1998/11/14,270376,275337,270376,272361,▲1984,＋0.73%,270972,277768,257221,266668,658170,N/A
1998/11/13,273353,277322,267896,270376,0.0,0.00%,276032,278413,256932,266734,802520,N/A
1998/11/12,273353,279306,267896,270376,▲1488,＋0.55%,275139,278909,256643,266796,898000,N/A
1998/11/11,272857,280795,265415,268888,▼3969,－1.45%,275437,280026,256419,266784,1334130,N/A
1998/11/10,295182,300143,272857,272857,▼24805,－8.33%,277123,280323,256089,266941,2458720,N/A
1998/11/09,266408,297662,266408,297662,▲31751,＋11.94%,279306,280323,255675,266846,3754130,N/A
1998/11/07,267896,269880,262935,265911,▼5953,－2.19%,276330,278240,254914,266432,1006570,N/A
1998/11/06,277818,290220,270376,271865,▼5457,－1.97%,282481,278463,254865,266325,2834350,N/A
1998/11/05,277818,285259,273849,277322,▼6449,－2.27%,290121,277967,254493,266271,2091270,N/A
1998/11/04,287740,295678,277322,283771,▲992,＋0.35%,291709,276999,254021,265949,2548060,N/A
1998/11/03,295678,296670,282779,282779,▼13891,－4.68%,291014,276106,253501,265672,2768800,N/A
1998/11/02,329413,330901,292701,296670,▼13395,－4.32%,290816,274494,253087,265395,4596910,N/A
1998/10/31,297662,314530,292701,310065,▲24805,＋8.70%,281886,272286,252566,265052,4720830,N/A
1998/10/30,279306,295182,275337,285259,▲4961,＋1.77%,272460,268640,251533,264642,2680920,N/A
1998/10/29,290220,296670,273353,280298,▼1488,－0.53%,271468,266283,250764,264340,3588040,N/A
1998/10/28,253013,281787,253013,281787,▲29766,＋11.81%,269781,263307,250441,264084,2257560,N/A
1998/10/27,262935,266904,247059,252021,▼10914,－4.15%,270476,260256,250210,263766,1466810,N/A
1998/10/26,280298,280298,262935,262935,▼17364,－6.19%,276131,258805,250350,263791,1312880,N/A
1998/10/24,278314,287244,274345,280298,▲8434,＋3.10%,282084,256895,250326,263679,1857420,N/A
1998/10/23,282779,283275,271865,271865,▼13395,－4.70%,280993,253869,250102,263468,1286660,N/A
1998/10/22,285756,292205,282779,285259,▲4961,＋1.77%,281191,251388,249962,263166,1724010,N/A
1998/10/21,292701,301135,280298,280298,▼12403,－4.24%,275337,247965,249672,262712,3032000,N/A
1998/10/20,280298,292701,275337,292701,▲17860,＋6.50%,273353,245162,249672,262249,2815300,N/A
1998/10/19,272857,292701,262935,274841,▲1984,＋0.73%,267201,240871,249590,261794,3467780,N/A
1998/10/17,265911,282779,262935,272857,▲16868,＋6.59%,263828,238216,249970,261612,1341370,N/A
1998/10/16,272857,274841,253509,255989,▼14387,－5.32%,262439,235910,250433,261484,1573810,N/A
1998/10/15,262935,270376,262935,270376,▲8434,＋3.22%,261347,234694,251136,261562,1336600,N/A
1998/10/14,262439,265415,254501,261943,▲3969,＋1.54%,257775,232859,251921,261513,888630,N/A
1998/10/13,267400,272857,255493,257974,▼7938,－2.99%,252814,231693,253112,261459,1438740,N/A
1998/10/12,260454,272857,253509,265911,▲15379,＋6.14%,248845,231197,253773,261475,2600080,N/A
1998/10/10,252517,257478,249540,250532,▼1984,－0.79%,239816,230217,254253,261430,796390,N/A
1998/10/09,243091,255493,243091,252517,▲15379,＋6.49%,233863,230043,254865,261451,1190670,N/A
1998/10/08,238130,245571,235153,237137,▼992,－0.42%,227960,229870,255444,261599,905510,N/A
1998/10/07,223743,240610,223743,238130,▲17364,＋7.87%,225479,230539,256370,261715,786330,N/A
1998/10/02,220766,225231,219030,220766,0.0,0.00%,221808,231780,257445,261798,594610,N/A
1998/10/01,221014,222750,218782,220766,▼2232,－1.00%,222105,233491,258825,262038,236070,N/A
1998/09/30,224735,229200,220270,222998,▼1736,－0.77%,221312,235451,260206,262435,318840,N/A
1998/09/29,223743,224735,218285,224735,▲4961,＋2.26%,221560,237497,261616,262788,235210,N/A
1998/09/28,227711,237634,219774,219774,▼2481,－1.12%,217988,238911,262831,263193,294440,N/A
1998/09/26,217293,222502,216797,222254,▲5457,＋2.52%,218385,240697,264030,263553,245050,N/A
1998/09/25,223247,223247,215805,216797,▼7442,－3.32%,219278,242508,265080,264144,294420,N/A
1998/09/24,220766,227711,211836,224239,▲17364,＋8.39%,222254,244418,266131,265025,610920,N/A
1998/09/23,219278,221758,201418,206875,▼14883,－6.71%,224140,245856,266899,265947,411540,N/A
1998/09/22,224239,227711,220766,221758,▼4961,－2.19%,230490,248362,267792,266906,299740,N/A
1998/09/21,231680,235153,226223,226719,▼4961,－2.14%,235748,249726,268677,267683,438730,N/A
1998/09/19,233169,233169,228208,231680,▼1984,－0.85%,239668,250793,269612,268522,201780,N/A
1998/09/18,238626,238626,231680,233665,▼4961,－2.08%,242743,251810,270794,269345,389280,N/A
1998/09/17,248548,248548,238130,238626,▼9426,－3.80%,245819,253273,271861,270064,320200,N/A
1998/09/16,248548,252021,247059,248052,▲1736,＋0.70%,248201,253819,272605,270639,267190,N/A
1998/09/15,250036,250036,245571,246315,▼744,－0.30%,251177,253869,273183,271470,297560,N/A
1998/09/14,249044,250532,246563,247059,▼1984,－0.80%,252914,254179,273700,272431,271250,N/A
1998/09/12,248052,250532,248052,249044,▼1488,－0.59%,255493,254724,274296,273357,226560,N/A
1998/09/11,251028,254997,250532,250532,▼12403,－4.72%,258470,255543,274568,274506,391480,N/A
1998/09/10,250532,262935,250036,262935,▲7938,＋3.11%,258966,255419,275023,275809,811450,N/A
1998/09/09,257478,259958,250532,254997,▼4961,－1.91%,257478,254228,275098,277037,928660,N/A
1998/09/08,272361,272361,258470,259958,▼3969,－1.50%,258172,254526,275561,278426,511600,N/A
1998/09/07,258470,270376,256982,263927,▲10914,＋4.31%,257180,254923,275734,279840,821450,N/A
1998/09/05,257974,257974,252021,253013,▼2481,－0.97%,254997,254749,275635,281423,295840,N/A
1998/09/04,262935,262935,255493,255493,▼2977,－1.15%,255791,255171,275718,282911,238520,N/A
1998/09/03,255989,277322,253013,258470,▲3473,＋1.36%,254501,255741,276007,284205,873910,N/A
1998/09/02,253013,257974,253013,254997,▲1984,＋0.78%,252417,255989,276115,285549,287960,N/A
1998/09/01,253013,257478,248052,253013,▼3969,－1.54%,251822,256634,276536,286897,325610,N/A
1998/08/31,255493,260454,249540,256982,▲7938,＋3.19%,253806,257999,276950,288587,474630,N/A
1998/08/29,248052,252021,244579,249044,▲992,＋0.40%,252318,259536,277148,290167,155650,N/A
1998/08/28,248052,249540,243091,248052,▼3969,－1.57%,252318,261967,277793,291978,371110,N/A
1998/08/27,262935,265415,249044,252021,▼10914,－4.15%,253211,264597,278016,293714,204520,N/A
1998/08/26,253013,265415,253013,262935,▲13395,＋5.37%,254402,266904,277950,295417,333960,N/A
1998/08/25,250036,255493,248052,249540,▲496,＋0.20%,254898,269632,277785,296988,287090,N/A
1998/08/24,253013,256485,248052,249044,▼3473,－1.38%,254600,273824,278049,298795,309420,N/A
1998/08/22,257974,260454,250532,252517,▼5457,－2.12%,252616,276255,277876,300544,208540,N/A
1998/08/21,264919,268888,257974,257974,▼7442,－2.80%,254303,278364,277843,302491,439400,N/A
1998/08/20,249540,270376,248052,265415,▲17364,＋7.00%,256287,279827,277702,304455,779860,N/A
1998/08/19,248052,253013,245571,248052,▲8930,＋3.73%,255295,280919,277537,306460,406460,N/A
1998/08/18,238626,248052,238130,239122,▼21829,－8.37%,257974,283151,277752,308651,562450,N/A
1998/08/17,265415,266904,258470,260950,▼6945,－2.59%,263530,286326,277917,310999,239490,N/A
1998/08/14,260950,267896,257478,267896,▲7442,＋2.86%,264026,288459,277727,313124,343090,N/A
1998/08/13,266408,270376,258966,260454,▼992,－0.38%,264026,290245,277322,315088,319350,N/A
1998/08/12,261943,265911,255989,261446,▼5457,－2.04%,267995,292602,277231,317134,388680,N/A
1998/08/11,272857,282779,266904,266904,▲3473,＋1.32%,273254,294413,277032,319172,577670,N/A
1998/08/10,262935,267896,254005,263431,▼4465,－1.67%,279405,295653,276834,321165,525510,N/A
1998/08/08,272857,277818,267896,267896,▼12403,－4.42%,286847,296744,276371,323187,433020,N/A
1998/08/07,297662,297662,277818,280298,▼7442,－2.59%,292899,297340,275751,325233,455130,N/A
1998/08/06,290220,296670,285259,287740,▼9922,－3.33%,300341,296843,274825,327279,725260,N/A
1998/08/05,302623,309072,289228,297662,▼2977,－0.99%,309469,295479,273998,329388,999230,N/A
1998/08/04,297662,313537,297662,300639,▲2481,＋0.83%,309469,294338,273254,331124,929500,N/A
1998/08/03,317010,317010,298158,298158,▼19348,－6.09%,308279,293445,272534,332774,1099100,N/A
1998/08/01,342311,343304,317506,317506,▼15875,－4.76%,306096,293668,271989,334547,2031010,N/A
1998/07/31,302623,333381,300639,333381,▲35719,＋12.00%,300043,292676,271104,335994,3900340,N/A
1998/07/30,295182,301631,290220,297662,▲2977,＋1.01%,291907,290171,269806,337433,713640,N/A
1998/07/29,292205,307584,292205,294685,▲7442,＋2.59%,292899,289427,269177,339211,941380,N/A
1998/07/28,287244,291709,285756,287244,0.0,0.00%,294685,288559,268607,341303,365060,N/A
1998/07/27,287740,297166,285756,287244,▼5457,－1.86%,297960,288335,268036,343581,605800,N/A
1998/07/25,302623,307088,292701,292701,▼9922,－3.28%,302028,287244,267755,345983,566950,N/A
1998/07/24,312545,314033,293197,302623,▼992,－0.33%,303020,286500,267061,348050,1053700,N/A
1998/07/23,315026,322467,300143,303615,0.0,0.00%,300837,284739,266151,349869,1723290,N/A
1998/07/22,307584,314530,300639,303615,▼3969,－1.29%,297166,283697,265250,351845,1035670,N/A
1998/07/21,307584,326932,303119,307584,▲9922,＋3.33%,292403,282035,264663,353614,2635130,N/A
1998/07/20,297662,302127,287740,297662,▲5953,＋2.04%,284962,279554,263960,355103,908030,N/A
1998/07/18,290220,306592,287740,291709,▲6449,＋2.26%,277520,277570,263555,357004,802530,N/A
1998/07/16,282779,285259,274345,285259,▲5457,＋1.95%,274147,276627,263075,359162,518380,N/A
1998/07/15,270376,290220,270376,279802,▲9426,＋3.49%,273651,275610,263208,361333,660370,N/A
1998/07/14,260950,271369,260950,270376,▲9922,＋3.81%,278215,275635,263919,363259,334010,N/A
1998/07/13,263927,270376,258470,260454,▼14387,－5.23%,283672,276007,264994,365103,556940,N/A
1998/07/11,275337,283275,272857,274841,▼7938,－2.81%,288236,276429,266019,366951,365950,N/A
1998/07/10,301631,301631,282779,282779,▼19844,－6.56%,289824,277074,266689,368754,675570,N/A
1998/07/09,311057,315026,297662,302623,▲4961,＋1.67%,288732,276007,267433,370329,1038840,N/A
1998/07/08,290220,312545,290220,297662,▲14387,＋5.08%,284763,273279,267896,371672,2372590,N/A
1998/07/07,282283,286748,280298,283275,▲496,＋0.18%,278314,271046,268268,373243,627450,N/A
1998/07/06,273353,287244,271865,282779,▲5457,＋1.97%,277223,270153,268673,375100,470170,N/A
1998/07/04,277818,281291,273353,277322,▼5457,－1.93%,274147,267945,269756,377125,236070,N/A
1998/07/03,287244,292701,277818,282779,▲17364,＋6.54%,275238,266606,271162,379445,1218010,N/A
1998/07/02,272857,282779,265415,265415,▼12403,－4.46%,272758,264944,272419,381843,574800,N/A
1998/07/01,267896,287244,267896,277818,▲10418,＋3.90%,271269,264448,274444,384261,864100,N/A
1998/06/30,265415,282779,265415,267400,▼15379,－5.44%,267301,263605,276594,386659,752590,N/A
1998/06/29,273353,297166,272857,282779,▲12403,＋4.59%,268392,262687,278975,389268,1592650,N/A
1998/06/27,253013,272857,253013,270376,▲12403,＋4.81%,264820,261025,281291,391583,546520,N/A
1998/06/26,257974,270376,257974,257974,0.0,0.00%,266804,259685,283945,394084,447380,N/A
1998/06/25,270376,271865,257974,257974,▼14883,－5.45%,270773,259536,287211,396358,355180,N/A
1998/06/24,264919,276826,262935,272857,▲7938,＋3.00%,272956,259115,290105,399004,774870,N/A
1998/06/23,272857,297662,257974,264919,▼15379,－5.49%,275933,258222,292403,401815,1597020,N/A
1998/06/22,282779,287244,275337,280298,▲2481,＋0.89%,275238,256758,294983,404320,842870,N/A
1998/06/20,272857,279306,263431,277818,▲8930,＋3.32%,268789,254278,297257,406821,412490,N/A
1998/06/19,277818,282779,266408,268888,▼18852,－6.55%,263828,251624,300225,409178,683670,N/A
1998/06/18,262935,292701,261943,287740,▲26293,＋10.06%,263133,250086,303185,411815,1638260,N/A
1998/06/17,255989,264423,250532,261446,▲13395,＋5.40%,253310,248349,306162,414709,653060,N/A
1998/06/16,257974,262935,245075,248052,▼4961,－1.96%,251128,248151,309411,418277,686830,N/A
1998/06/15,272857,272857,250532,253013,▼12403,－4.67%,251425,249019,312884,421874,750580,N/A
1998/06/13,243091,265911,243091,265415,▲26790,＋11.23%,251921,249590,316191,425016,642200,N/A
1998/06/12,248052,248052,238130,238626,▼11906,－4.75%,251028,249094,319540,427682,276800,N/A
1998/06/11,249540,253013,243091,250532,▲992,＋0.40%,253112,250160,323211,430655,320130,N/A
1998/06/10,265415,265415,249540,249540,▼5953,－2.33%,252914,250656,327139,433197,247820,N/A
1998/06/09,260454,260454,251028,255493,▼5457,－2.09%,251723,250830,331207,435624,184930,N/A
1998/06/08,263927,267400,253509,260950,▲11906,＋4.78%,251624,251574,335382,438167,411190,N/A
1998/06/05,248052,254997,248052,249044,▼496,－0.20%,249342,251078,339550,440333,245690,N/A
1998/06/03,245571,252517,243091,249540,▲5953,＋2.44%,250532,251028,344081,442475,302040,N/A
1998/06/02,254997,254997,243587,243587,▼11410,－4.47%,247754,251028,348521,444943,210630,N/A
1998/06/01,254005,261943,252517,254997,▲5457,＋2.19%,245174,252269,352854,447336,457530,N/A
1998/05/30,253013,254501,245571,249540,▼5457,－2.14%,239122,252789,357037,449924,235640,N/A
1998/05/29,242098,257974,242098,254997,▲19348,＋8.21%,236840,253980,361312,452517,691740,N/A
1998/05/28,224239,244083,224239,235649,▲4961,＋2.15%,236443,254377,365496,455022,534330,N/A
1998/05/27,235649,235649,223743,230688,▲5953,＋2.65%,240809,257254,370002,457523,304510,N/A
1998/05/26,230688,248052,218285,224735,▼13395,－5.63%,247754,261843,374715,460438,560620,N/A
1998/05/25,253013,253013,238130,238130,▼14883,－5.88%,255692,267350,379734,463071,340450,N/A
1998/05/23,257974,262439,253013,253013,▼4465,－1.73%,259164,271542,384778,465965,199500,N/A
1998/05/22,262935,262935,254005,257478,▼7938,－2.99%,260554,274643,388995,469148,195660,N/A
1998/05/21,264423,282779,263431,265415,▲992,＋0.38%,261149,278140,393013,472047,693030,N/A
1998/05/20,267400,270376,258966,264423,▲8930,＋3.50%,258668,281390,397106,474630,561640,N/A
1998/05/19,248052,257974,244083,255493,▼4465,－1.72%,259859,284168,400885,477636,667660,N/A
1998/05/18,267896,271865,254501,259958,▼496,－0.19%,258966,286773,405060,480427,562020,N/A
1998/05/16,243091,270376,239122,260454,▲7442,＋2.94%,256585,291163,409244,482849,350140,N/A
1998/05/15,262935,273353,248548,253013,▼17364,－6.42%,254402,296223,413998,484937,339680,N/A
1998/05/14,248052,275833,243091,270376,▲19348,＋7.71%,257478,301482,419125,486797,657820,N/A
1998/05/13,248052,260454,243091,251028,▲2977,＋1.20%,256485,307311,424210,488554,381840,N/A
1998/05/12,243091,254501,235649,248052,▼1488,－0.60%,260950,315100,429038,490721,357760,N/A
1998/05/11,266408,266904,249540,249540,▼18852,－7.02%,263927,323211,433586,492622,373090,N/A
1998/05/09,268392,274841,265911,268392,▲2977,＋1.12%,272658,331819,438440,494512,228580,N/A
1998/05/08,263431,275337,258966,265415,▼7938,－2.90%,283473,339880,442566,496058,581980,N/A
1998/05/07,266408,277322,253509,273353,▲10418,＋3.96%,297364,349306,446245,497352,819200,N/A
1998/05/06,288236,294685,260454,262935,▼30262,－10.32%,307088,357219,450454,498323,719160,N/A
1998/05/04,307584,312049,292701,293197,▼29270,－9.08%,317506,364611,455249,499142,981430,N/A
1998/05/02,337350,338839,322467,322467,▼12403,－3.70%,324352,370937,459458,499969,567350,N/A
1998/04/30,325444,339831,323459,334870,▲12899,＋4.01%,325940,375649,462600,500833,1125410,N/A
1998/04/29,313041,329413,303615,321971,▲6945,＋2.20%,322963,381702,465213,501804,1133430,N/A
1998/04/28,327428,332389,312545,315026,▼12403,－3.79%,320086,387928,467883,503173,565130,N/A
1998/04/27,339831,341319,322963,327428,▼2977,－0.90%,326634,395494,470819,504930,720970,N/A
1998/04/25,322467,340327,313041,330405,▲10418,＋3.26%,333481,401943,473225,506956,936180,N/A
1998/04/24,312545,340823,302623,319987,▲12403,＋4.03%,339037,408243,475449,509163,1332860,N/A
1998/04/23,337846,341815,306096,307584,▼40184,－11.55%,352432,414817,478219,511789,648860,N/A
1998/04/22,354714,362652,347768,347768,▼13891,－3.84%,372276,422755,481526,514972,388840,N/A
1998/04/21,362155,367117,350745,361659,▲3473,＋0.97%,384778,428311,484495,518316,506560,N/A
1998/04/20,384480,386961,357194,358187,▼28774,－7.44%,396783,434537,487728,521132,292420,N/A
1998/04/18,407301,416727,386961,386961,▼19844,－4.88%,411071,441309,491266,524100,269890,N/A
1998/04/17,410278,418711,402836,406805,▼3473,－0.85%,424466,447262,494078,526829,170780,N/A
1998/04/16,416727,416727,407301,410278,▼11410,－2.71%,429427,452471,496724,529268,233680,N/A
1998/04/15,426649,436571,419207,421688,▼7938,－1.85%,429526,458003,499560,531637,183240,N/A
1998/04/14,446493,451454,426649,429626,▼24309,－5.36%,429129,462716,501875,534035,274900,N/A
1998/04/13,440044,461376,429129,453935,▲22325,＋5.17%,426550,466412,504223,536449,544260,N/A
1998/04/11,421192,446493,406805,431610,▲20836,＋5.07%,426947,469016,505505,538702,339180,N/A
1998/04/10,419703,419703,409285,410774,▼8930,－2.13%,429923,472737,507902,541224,314590,N/A
1998/04/09,421688,431610,412262,419703,▲2977,＋0.71%,441036,477500,511226,544250,316000,N/A
1998/04/08,441036,441532,416727,416727,▼39192,－8.60%,448378,481816,513657,546747,352190,N/A
1998/04/07,441532,461376,441532,455919,▲9426,＋2.11%,456316,486653,516386,549559,689110,N/A
1998/04/06,471298,471298,446493,446493,▼19844,－4.26%,455423,490150,518130,552581,358490,N/A
1998/04/04,456415,483701,447981,466337,▲9922,＋2.17%,459392,494863,520446,555888,288540,N/A
1998/04/03,471298,476259,436571,456415,0.0,0.00%,457903,496848,523257,558947,483060,N/A
1998/04/02,450958,481220,437067,456415,▲4961,＋1.10%,463857,498956,527143,561635,398620,N/A
1998/04/01,461376,466337,451454,451454,▼14883,－3.19%,471298,501685,530864,564198,145770,N/A
1998/03/31,471298,481220,461376,466337,▲7442,＋1.62%,482212,503669,533840,566348,410980,N/A
1998/03/30,481716,481716,456911,458896,▼27286,－5.61%,491142,505653,535825,568373,149170,N/A
1998/03/28,494119,501064,461376,486181,▼7442,－1.51%,503545,508258,538099,570668,179360,N/A
1998/03/27,506025,506025,493623,493623,▼12403,－2.45%,509498,511235,539256,572404,219990,N/A
1998/03/26,510986,510986,501064,506025,▼4961,－0.97%,511483,514583,540042,574492,163510,N/A
1998/03/25,530831,535792,506025,510986,▼9922,－1.90%,511483,518056,540951,576518,216770,N/A
1998/03/24,520909,540753,515948,520909,▲4961,＋0.96%,510490,519544,541117,578750,522000,N/A
1998/03/23,506025,530831,506025,515948,▲12403,＋2.46%,507514,519544,540868,581437,285950,N/A
1998/03/21,506025,510986,501064,503545,▼2481,－0.49%,505529,520785,541365,584207,152210,N/A
1998/03/20,506025,518428,506025,506025,0.0,0.00%,507514,521405,541819,586584,192550,N/A
1998/03/19,508506,520909,506025,506025,0.0,0.00%,511483,520412,542812,588900,214630,N/A
1998/03/18,510986,518428,506025,506025,0.0,0.00%,518428,521405,543721,591587,209640,N/A
1998/03/17,513467,535792,501064,506025,▼7442,－1.45%,518428,523637,544548,594191,501340,N/A
1998/03/16,528350,535792,508506,513467,▼12403,－2.36%,516940,525622,545044,596589,288220,N/A
1998/03/14,535792,540753,520909,525870,▼14883,－2.75%,516444,525498,546160,599256,184000,N/A
1998/03/13,513467,555636,506025,540753,▲34727,＋6.86%,509498,523786,546408,601943,749520,N/A
1998/03/12,515948,520909,496103,506025,▲7442,＋1.49%,502553,520859,547152,604589,271100,N/A
1998/03/11,506025,515948,491142,498584,▼12403,－2.43%,503545,520115,549302,607648,235830,N/A
1998/03/10,515948,515948,491142,510986,▲19844,＋4.04%,512971,518775,551080,610645,180990,N/A
1998/03/09,506025,518428,482212,491142,▼14883,－2.94%,522893,516419,552155,613457,279900,N/A
1998/03/07,506025,520909,496103,506025,▼4961,－0.97%,539760,516171,554387,616309,221560,N/A
1998/03/06,535792,535792,506025,510986,▼34727,－6.36%,546706,516171,555793,619493,239650,N/A
1998/03/05,560597,590363,545714,545714,▼14883,－2.65%,548690,516915,556454,622841,598370,N/A
1998/03/04,575480,575480,545714,560597,▼14883,－2.59%,547698,517411,555876,625983,381410,N/A
1998/03/03,540753,595324,535792,575480,▲34727,＋6.42%,538768,517907,554470,628836,852270,N/A
1998/03/02,530831,560597,530831,540753,▲19844,＋3.81%,520909,516915,552899,631440,543270,N/A
