[일시]알보젠코리아,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2012/05/17,11300,11700,11300,11650,▲500,＋4.48%,11410,11303,12343,12139,1350,543370
2012/05/16,11250,11400,11150,11150,▼250,－2.19%,11380,11310,12377,12130,420,543600
2012/05/15,11150,11450,11150,11400,▲50,＋0.44%,11430,11345,12400,12127,420,543600
2012/05/14,11300,11400,11100,11350,▼150,－1.30%,11430,11363,12415,12122,720,543600
2012/05/11,11400,11600,11250,11500,0.0,0.00%,11430,11378,12435,12119,1160,543600
2012/05/10,11200,12200,11200,11500,▲100,＋0.88%,11400,11373,12453,12115,780,543600
2012/05/09,11250,11400,11250,11400,0.0,0.00%,11360,11388,12469,12106,30,543670
2012/05/08,11350,11400,11200,11400,▲50,＋0.44%,11300,11405,12486,12098,270,543670
2012/05/07,11150,11350,11150,11350,0.0,0.00%,11220,11450,12504,12090,150,543670
2012/05/04,11300,11350,11200,11350,▲50,＋0.44%,11150,11503,12524,12083,120,543670
2012/05/03,11400,11450,11100,11300,▲200,＋1.80%,11140,11553,12552,12073,250,543670
2012/05/02,11100,11200,11100,11100,▲100,＋0.91%,11090,11620,12579,12066,160,543670
2012/04/30,10850,11050,10800,11000,0.0,0.00%,11110,11700,12608,12060,3370,543680
2012/04/27,11100,11350,10900,11000,▼300,－2.65%,11160,11770,12648,12055,1473,543680
2012/04/26,11050,11300,10950,11300,▲250,＋2.26%,11220,11833,12684,12050,1600,543680
2012/04/25,11200,11200,10900,11050,▼150,－1.34%,11260,11888,12713,12042,2353,543680
2012/04/24,11200,11300,11000,11200,▼50,－0.44%,11410,11965,12743,12038,1430,543680
2012/04/23,11300,11300,11150,11250,▼50,－0.44%,11540,12040,12776,12033,1100,543680
2012/04/20,11500,11500,11250,11300,▼200,－1.74%,11640,12130,12801,12028,1514,543680
2012/04/19,11800,11800,11350,11500,▼300,－2.54%,11710,12218,12825,12024,3610,543680
2012/04/18,11850,11850,11700,11800,▼50,－0.42%,11690,12303,12853,12018,255,543680
2012/04/17,11700,11850,11600,11850,▲100,＋0.85%,11690,12370,12882,12008,2146,543680
2012/04/16,11650,11750,11600,11750,▲100,＋0.86%,11670,12433,12901,11997,871,543680
2012/04/13,11450,11700,11450,11650,▲250,＋2.19%,11780,12498,12919,11987,280,543680
2012/04/12,11800,11950,11300,11400,▼400,－3.39%,11930,12573,12937,11975,1598,543680
2012/04/10,11750,11800,11500,11800,▲50,＋0.43%,12120,12670,12952,11966,4990,543680
2012/04/09,12300,12300,11600,11750,▼550,－4.47%,12290,12765,12958,11955,2181,543680
2012/04/06,12400,12400,12200,12300,▼100,－0.81%,12480,12863,12965,11943,90,543680
2012/04/05,12500,12500,12050,12400,▲50,＋0.40%,12500,12935,12950,11929,940,543680
2012/04/04,12650,12650,12350,12350,▼300,－2.37%,12470,13008,12933,11912,740,543660
2012/04/03,12650,12650,12450,12650,▼50,－0.39%,12480,13075,12913,11894,321,543760
2012/04/02,12400,12900,12400,12700,▲300,＋2.42%,12470,13130,12889,11873,450,543760
2012/03/30,12250,12400,12000,12400,▲150,＋1.22%,12470,13175,12867,11852,2880,543750
2012/03/29,12400,12400,12050,12250,▼150,－1.21%,12600,13230,12850,11835,2421,543750
2012/03/28,12600,12600,12350,12400,▼200,－1.59%,12760,13300,12836,11816,2125,543370
2012/03/27,12900,13000,12500,12600,▼100,－0.79%,12920,13335,12822,11794,2451,543370
2012/03/26,13050,13150,12600,12700,▼350,－2.68%,13030,13345,12806,11769,1680,543370
2012/03/23,12800,13050,12800,13050,0.0,0.00%,13110,13363,12793,11744,1730,543370
2012/03/22,12800,13150,12600,13050,▼150,－1.14%,13110,13365,12775,11719,5070,543370
2012/03/21,13000,13300,12800,13200,▲50,＋0.38%,13130,13395,12758,11693,4510,543520
2012/03/20,12850,13500,12850,13150,▲50,＋0.38%,13160,13425,12734,11666,421,543450
2012/03/19,13400,13400,12700,13100,▲50,＋0.38%,13270,13450,12708,11640,3720,543450
2012/03/16,13100,13200,12800,13050,▼100,－0.76%,13390,13423,12681,11614,3760,543580
2012/03/15,13300,13500,13150,13150,▼200,－1.50%,13530,13385,12649,11593,1663,543440
2012/03/14,13600,13600,13350,13350,▼350,－2.55%,13670,13355,12624,11578,3980,543450
2012/03/13,13850,13850,13600,13700,0.0,0.00%,13740,13315,12592,11563,630,543450
2012/03/12,13750,13900,13650,13700,▼50,－0.36%,13750,13255,12553,11549,5640,543450
2012/03/09,13950,13950,13650,13750,▼100,－0.72%,13730,13190,12513,11535,7430,543800
2012/03/08,13900,14100,13600,13850,▲150,＋1.09%,13680,13128,12473,11520,4955,543870
2012/03/07,13450,13850,13450,13700,▼50,－0.36%,13640,13063,12427,11502,7257,543870
2012/03/06,13200,13800,13200,13750,▲150,＋1.10%,13520,13028,12385,11487,13529,543600
2012/03/05,13700,13700,13100,13600,▲100,＋0.74%,13330,12988,12339,11473,11430,543720
2012/03/02,13650,14000,13400,13500,▼150,－1.10%,13220,12948,12292,11462,8520,543730
2012/02/29,13500,13850,13100,13650,▲550,＋4.20%,13140,12945,12246,11452,19291,543370
2012/02/28,12600,13250,12600,13100,▲300,＋2.34%,13140,12920,12197,11441,22921,532100
2012/02/27,13000,13100,12600,12800,▼250,－1.92%,13280,12915,12156,11436,6741,514460
2012/02/24,13200,13300,12950,13050,▼50,－0.38%,13450,12918,12120,11438,8246,514420
2012/02/23,13800,13800,13100,13100,▼550,－4.03%,13350,12925,12080,11439,16423,514400
2012/02/22,13850,14000,11750,13650,▼150,－1.09%,13190,12908,12040,11440,14419,514320
2012/02/21,13500,14000,13100,13800,▲150,＋1.10%,12970,12863,11988,11438,15961,513940
2012/02/20,12700,14000,12400,13650,▲1100,＋8.76%,12720,12833,11935,11436,38121,514070
2012/02/17,12450,12550,12350,12550,▲250,＋2.03%,12490,12825,11883,11436,7262,514510
2012/02/16,12400,12550,12250,12300,▼250,－1.99%,12460,12848,11854,11444,5900,514510
2012/02/15,12600,12650,12350,12550,0.0,0.00%,12500,12875,11829,11451,5910,514510
2012/02/14,12500,12650,12400,12550,▲50,＋0.40%,12500,12883,11803,11455,8430,514410
2012/02/13,12400,12800,12300,12500,▲100,＋0.81%,12590,12870,11777,11454,5683,514490
2012/02/10,12500,12600,12250,12400,▼100,－0.80%,12680,12855,11743,11460,6010,514480
2012/02/09,12750,12750,12250,12500,▼50,－0.40%,12760,12843,11711,11473,7610,514490
2012/02/08,12850,12950,12400,12550,▼450,－3.46%,12950,12788,11677,11478,11365,514480
2012/02/07,12800,13450,12600,13000,▲50,＋0.39%,13070,12728,11641,11472,9370,514470
2012/02/06,12950,13200,12800,12950,▲150,＋1.17%,13070,12638,11595,11453,3520,514390
2012/02/03,13450,13800,12800,12800,▼650,－4.83%,13050,12550,11553,11435,22770,514320
2012/02/02,13300,14800,12900,13450,▲300,＋2.28%,13130,12478,11512,11419,42820,514320
2012/02/01,12850,13200,12600,13150,▲150,＋1.15%,12990,12375,11463,11392,8390,514340
2012/01/31,13000,13450,12850,13000,▲150,＋1.17%,12910,12288,11417,11372,630,514000
2012/01/30,13200,13200,12850,12850,▼350,－2.65%,12950,12215,11372,11361,1650,514300
2012/01/27,12750,13250,12600,13200,▲450,＋3.53%,13080,12155,11333,11356,1910,513970
2012/01/26,12800,12850,12500,12750,0.0,0.00%,13040,12093,11290,11348,2070,513700
2012/01/25,13300,13350,12650,12750,▼450,－3.41%,13060,12053,11255,11345,9040,513320
2012/01/20,13550,13550,12700,13200,▼300,－2.22%,13050,12015,11223,11342,8010,513290
2012/01/19,13200,13750,13000,13500,▲500,＋3.85%,12870,11945,11183,11335,32250,509410
2012/01/18,12800,13050,12750,13000,▲150,＋1.17%,12610,11850,11135,11325,5711,498400
2012/01/17,12950,13250,12800,12850,▲150,＋1.18%,12440,11773,11093,11319,21202,495940
2012/01/16,12400,12800,12050,12700,▲400,＋3.25%,12150,11688,11054,11315,9210,495020
2012/01/13,12350,12800,11700,12300,▲100,＋0.82%,11880,11635,11014,11310,9532,490720
2012/01/12,12050,12950,12050,12200,▲50,＋0.41%,11660,11590,10981,11309,22430,487580
2012/01/11,11500,12900,11500,12150,▲750,＋6.58%,11460,11550,10951,11306,31690,484250
2012/01/10,11400,11450,11200,11400,▲50,＋0.44%,11300,11505,10922,11303,5350,483900
2012/01/09,11300,11400,11150,11350,▲150,＋1.34%,11300,11503,10908,11307,3000,483900
2012/01/06,11300,11300,11150,11200,0.0,0.00%,11310,11490,10891,11310,470,483900
2012/01/05,11300,11350,11150,11200,▼150,－1.32%,11380,11490,10875,11312,2070,483900
2012/01/04,11350,11400,11200,11350,▼50,－0.44%,11470,11480,10858,11314,4463,483900
2012/01/03,11400,11650,11300,11400,0.0,0.00%,11590,11450,10838,11311,1420,483900
2012/01/02,11200,11550,11200,11400,▼150,－1.30%,11700,11418,10819,11308,1517,483900
2011/12/29,11850,12300,11250,11550,▼100,－0.86%,11820,11383,10795,11304,1710,483900
2011/12/28,11900,11900,11400,11650,▼300,－2.51%,11870,11338,10766,11299,1880,483900
2011/12/27,12100,12100,11900,11950,0.0,0.00%,11860,11288,10732,11295,8954,483900
2011/12/26,12150,12150,11700,11950,▼50,－0.42%,11760,11223,10695,11288,4120,483900
2011/12/23,12000,12150,11850,12000,▲200,＋1.69%,11600,11160,10663,11279,4440,483930
2011/12/22,11800,11850,11600,11800,▲200,＋1.72%,11530,11088,10629,11270,6000,482130
2011/12/21,11600,11800,11200,11600,▲150,＋1.31%,11450,11028,10598,11263,4390,478510
2011/12/20,11200,11450,11200,11450,▲300,＋2.69%,11410,10975,10572,11257,5322,475290
2011/12/19,11550,11800,10900,11150,▼500,－4.29%,11370,10943,10547,11253,7601,471680
2011/12/16,11500,11700,11450,11650,▲250,＋2.19%,11410,10925,10538,11250,7090,471730
2011/12/15,11300,11400,11250,11400,0.0,0.00%,11300,10890,10532,11244,1051,467650
2011/12/14,11400,11650,11250,11400,▲150,＋1.33%,11260,10870,10533,11238,1421,467660
2011/12/13,11350,11400,11200,11250,▼100,－0.88%,11180,10823,10545,11232,3320,467660
2011/12/12,11300,11400,11200,11350,▲250,＋2.25%,11080,10785,10558,11228,1051,467660
2011/12/09,11200,11250,10900,11100,▼100,－0.89%,10960,10740,10568,11224,2360,467660
2011/12/08,11050,11400,10950,11200,▲200,＋1.82%,10880,10705,10577,11222,7690,467680
2011/12/07,10900,11000,10900,11000,▲250,＋2.33%,10770,10658,10588,11218,5657,467820
2011/12/06,10650,10850,10650,10750,0.0,0.00%,10700,10630,10606,11215,1170,465410
2011/12/05,10700,10850,10700,10750,▲50,＋0.47%,10680,10608,10633,11216,2083,465420
2011/12/02,10750,10750,10550,10700,▲50,＋0.47%,10670,10595,10658,11217,760,465510
2011/12/01,10750,10800,10500,10650,0.0,0.00%,10640,10580,10686,11218,7050,465510
2011/11/30,10600,10650,10350,10650,0.0,0.00%,10630,10563,10717,11220,2070,465510
2011/11/29,10700,10800,10400,10650,▼50,－0.47%,10610,10555,10757,11223,1600,465510
2011/11/28,10450,10700,10450,10700,▲150,＋1.42%,10640,10555,10798,11228,992,465510
2011/11/25,10550,10550,10400,10550,▼50,－0.47%,10660,10553,10839,11232,470,465440
2011/11/24,10550,10600,10550,10600,▲50,＋0.47%,10740,10568,10887,11235,370,465470
2011/11/23,10800,10850,10500,10550,▼250,－2.31%,10820,10578,10937,11239,4706,465470
2011/11/22,11050,11050,10750,10800,0.0,0.00%,10800,10580,10989,11243,980,465030
2011/11/21,10800,10950,10700,10800,▼150,－1.37%,10740,10565,11034,11244,2740,465030
2011/11/18,10950,11250,10850,10950,▼50,－0.45%,10670,10550,11073,11245,3990,465030
2011/11/17,10700,11450,10500,11000,▲550,＋5.26%,10560,10518,11107,11245,12521,465270
2011/11/16,10450,10550,10400,10450,▼50,－0.48%,10410,10483,11132,11245,2190,465510
2011/11/15,10550,10600,10400,10500,▲50,＋0.48%,10410,10480,11177,11248,5090,465510
2011/11/14,10450,10450,10400,10450,▲50,＋0.48%,10370,10475,11235,11251,2270,465510
2011/11/11,10300,10400,10200,10400,▲150,＋1.46%,10380,10480,11280,11254,1090,465510
2011/11/10,10300,10300,10150,10250,▼200,－1.91%,10380,10478,11303,11260,3800,465390
2011/11/09,10450,10450,10400,10450,▲150,＋1.46%,10390,10478,11312,11268,2020,465390
2011/11/08,10350,10550,10300,10300,▼200,－1.90%,10400,10463,11318,11275,2390,465390
2011/11/07,10400,10550,10300,10500,▲100,＋0.96%,10470,10455,11326,11283,3750,465390
2011/11/04,10450,10500,10350,10400,▲100,＋0.97%,10500,10445,11321,11289,3380,465390
2011/11/03,10500,10500,10250,10300,▼200,－1.90%,10590,10423,11327,11299,8090,465390
2011/11/02,10450,10500,10300,10500,▼150,－1.41%,10690,10398,11350,11307,2240,465390
2011/11/01,10500,10650,10450,10650,0.0,0.00%,10710,10353,11379,11314,1980,465390
2011/10/31,10900,10900,10600,10650,▼200,－1.84%,10680,10308,11406,11320,2740,465210
2011/10/28,10850,10900,10700,10850,▲50,＋0.46%,10650,10276,11435,11328,4260,465210
2011/10/27,10450,10800,10400,10800,▲200,＋1.89%,10540,10233,11460,11332,6610,465410
2011/10/26,10450,10600,10350,10600,▲100,＋0.95%,10440,10189,11487,11340,4550,465410
2011/10/25,10600,10700,10400,10500,0.0,0.00%,10400,10162,11515,11349,8340,465410
2011/10/24,10300,10550,10300,10500,▲200,＋1.94%,10380,10133,11545,11358,9827,465470
2011/10/21,10300,10400,10200,10300,0.0,0.00%,10390,10138,11576,11367,8060,465470
2011/10/20,10400,10450,10300,10300,▼100,－0.96%,10400,10188,11606,11377,3760,465470
2011/10/19,10500,10700,10350,10400,0.0,0.00%,10390,10248,11637,11387,4090,465470
2011/10/18,10500,10500,10350,10400,▼150,－1.42%,10340,10333,11661,11398,5320,465470
2011/10/17,10400,10550,10350,10550,▲200,＋1.93%,10290,10415,11685,11407,5930,465470
2011/10/14,10300,10350,10250,10350,▲100,＋0.98%,10240,10483,11706,11414,4190,465470
2011/10/13,10250,10350,10150,10250,▲100,＋0.99%,10162,10548,11728,11423,7660,465470
2011/10/12,10200,10250,10100,10150,0.0,0.00%,10072,10630,11748,11432,5900,465470
2011/10/11,10400,10500,10000,10150,▼150,－1.46%,9962,10725,11770,11443,19451,465570
2011/10/10,9980,10300,9980,10300,▲340,＋3.41%,9882,10835,11784,11454,5760,465400
2011/10/07,9960,10000,9940,9960,▲160,＋1.63%,9822,10933,11796,11463,5141,465400
2011/10/06,9660,9960,9660,9800,▲200,＋2.08%,9830,11055,11813,11476,7430,465340
2011/10/05,9750,9980,9600,9600,▼150,－1.54%,9854,11190,11832,11490,7110,465460
2011/10/04,9800,9900,9650,9750,▼250,－2.50%,9944,11362,11857,11507,5700,465500
2011/09/30,10050,10050,9950,10000,0.0,0.00%,9978,11532,11881,11523,10170,465590
2011/09/29,9920,10050,9870,10000,▲80,＋0.81%,10098,11690,11896,11537,4491,465590
2011/09/28,10100,10100,9900,9920,▼130,－1.29%,10358,11860,11911,11551,17813,465630
2011/09/27,10000,10450,9980,10050,▲130,＋1.31%,10674,12044,11927,11565,13376,465590
2011/09/26,10800,10800,9920,9920,▼680,－6.42%,11084,12226,11941,11578,6240,465350
2011/09/23,11150,11300,10350,10600,▼700,－6.19%,11510,12405,11958,11590,9337,465570
2011/09/22,11350,11450,11000,11300,▼200,－1.74%,11770,12530,11963,11597,4510,465580
2011/09/21,12100,12450,11300,11500,▼600,－4.96%,11840,12615,11956,11596,25680,465570
2011/09/20,12000,12150,12000,12100,▲50,＋0.41%,11920,12665,11943,11594,1590,465000
2011/09/19,12000,12050,11700,12050,▲150,＋1.26%,11910,12718,11919,11585,6560,464950
2011/09/16,11700,12100,11700,11900,▲250,＋2.15%,11970,12815,11898,11574,800,465450
2011/09/15,12050,12050,11450,11650,▼250,－2.10%,12040,12878,11880,11565,5560,465450
2011/09/14,11950,12050,11500,11900,▼150,－1.24%,12190,12883,11868,11557,2650,465460
2011/09/09,12050,12300,11950,12050,▼300,－2.43%,12310,12828,11848,11547,3060,465490
2011/09/08,12250,12450,11950,12350,▲100,＋0.82%,12510,12765,11825,11534,3120,465540
2011/09/07,12550,12600,12000,12250,▼150,－1.21%,12670,12688,11800,11518,5511,465580
2011/09/06,12250,12550,11950,12400,▼100,－0.80%,12850,12585,11777,11501,6821,465640
2011/09/05,12700,12900,12450,12500,▼550,－4.21%,13050,12503,11751,11484,5250,465560
2011/09/02,13050,13150,12700,13050,▼100,－0.76%,13270,12463,11724,11467,8053,465500
2011/09/01,13200,13500,13050,13150,0.0,0.00%,13400,12423,11690,11445,1540,465360
2011/08/31,13400,13750,13050,13150,▼250,－1.87%,13470,12378,11657,11424,5370,465550
2011/08/30,13650,13850,13350,13400,▼200,－1.47%,13460,12340,11625,11403,2300,465370
2011/08/29,13700,13900,13100,13600,▼100,－0.73%,13380,12288,11584,11380,7120,465380
2011/08/26,13450,14000,13450,13700,▲200,＋1.48%,13160,12228,11541,11355,9580,465360
2011/08/25,13150,13700,13100,13500,▲400,＋3.05%,13050,12158,11496,11328,14310,465410
2011/08/24,13050,13700,12950,13100,▲100,＋0.77%,13150,12098,11454,11304,8729,465060
2011/08/23,12400,13100,12350,13000,▲500,＋4.00%,13160,12060,11418,11283,8706,465100
2011/08/22,13000,13200,12150,12500,▼650,－4.94%,12910,12015,11384,11262,6744,465220
2011/08/19,13300,13500,13000,13150,▼850,－6.07%,12570,11998,11359,11246,14910,465290
2011/08/18,13150,14350,12600,14000,▲850,＋6.46%,12100,11933,11320,11224,50688,464930
2011/08/17,11400,13400,11200,13150,▲1400,＋11.91%,11460,11825,11267,11196,53134,464930
2011/08/16,11000,12400,11000,11750,▲950,＋8.80%,10870,11758,11228,11175,29244,464930
2011/08/12,11250,11250,10600,10800,0.0,0.00%,10670,11755,11218,11168,4830,465590
2011/08/11,10250,11000,10250,10800,0.0,0.00%,10850,11788,11225,11166,4570,465460
2011/08/10,10800,11400,10450,10800,▲600,＋5.88%,11140,11820,11233,11163,3570,465460
2011/08/09,10200,10600,9920,10200,▼550,－5.12%,11430,11830,11240,11158,19641,465480
2011/08/08,11600,11700,10700,10750,▼950,－8.12%,11870,11870,11258,11159,14540,465400
2011/08/05,11950,12000,11550,11700,▼550,－4.49%,12190,11883,11272,11155,12663,464930
2011/08/04,12150,12300,12050,12250,0.0,0.00%,12330,11845,11263,11145,1162,464930
2011/08/03,12100,12300,12050,12250,▼150,－1.21%,12340,11788,11248,11133,1840,464930
2011/08/02,12450,12450,12250,12400,▲50,＋0.40%,12350,11733,11235,11122,11590,464930
2011/08/01,12100,12400,12100,12350,▼50,－0.40%,12340,11658,11220,11113,1790,464930
2011/07/29,12500,12500,12000,12400,▲100,＋0.81%,12290,11585,11204,11105,3180,464930
2011/07/28,12150,12350,12100,12300,0.0,0.00%,12240,11510,11193,11096,3880,464930
2011/07/27,12350,12600,12200,12300,▼50,－0.40%,12150,11440,11183,11087,6080,464930
2011/07/26,12000,12400,12000,12350,▲250,＋2.07%,12060,11373,11171,11080,2750,464930
2011/07/25,12050,12350,12050,12100,▼50,－0.41%,11950,11300,11158,11073,4065,464930
2011/07/22,11850,12150,11850,12150,▲300,＋2.53%,11870,11238,11148,11071,6960,464930
2011/07/21,11850,11900,11750,11850,0.0,0.00%,11730,11165,11138,11069,2051,464930
2011/07/20,11850,11900,11700,11850,▲50,＋0.42%,11650,11108,11136,11070,2120,464930
2011/07/19,11500,11800,11500,11800,▲100,＋0.85%,11480,11055,11128,11073,5600,464930
2011/07/18,11450,11700,11350,11700,▲250,＋2.18%,11320,11005,11122,11078,1900,464930
2011/07/15,11400,11600,11250,11450,0.0,0.00%,11180,10965,11117,11085,3850,464930
2011/07/14,11000,11450,11000,11450,▲450,＋4.09%,11080,10928,11116,11094,7230,464930
2011/07/13,11000,11150,10850,11000,0.0,0.00%,11010,10890,11116,11103,5420,464930
2011/07/12,11000,11000,10900,11000,0.0,0.00%,11040,10883,11124,11117,2441,464930
2011/07/11,10900,11100,10900,11000,▲50,＋0.46%,11020,10875,11131,11130,1870,464930
2011/07/08,10900,11200,10850,10950,▼150,－1.35%,11000,10868,11138,11143,5500,464930
2011/07/07,11150,11150,10950,11100,▼50,－0.45%,10990,10865,11148,11156,1550,464930
2011/07/06,10900,11150,10900,11150,▲250,＋2.29%,10950,10860,11157,11168,2705,464930
2011/07/05,10800,10900,10800,10900,0.0,0.00%,10910,10860,11166,11177,3350,464930
2011/07/04,10950,10950,10800,10900,0.0,0.00%,10910,10878,11179,11188,1100,464930
2011/07/01,10800,10950,10800,10900,0.0,0.00%,10900,10880,11191,11200,580,464930
2011/06/30,10950,10950,10800,10900,▼50,－0.46%,10860,10885,11203,11213,700,464930
2011/06/29,11050,11050,10800,10950,▲50,＋0.46%,10820,10890,11214,11226,950,464930
2011/06/28,10850,10900,10750,10900,▲50,＋0.46%,10790,10893,11222,11239,720,464930
2011/06/27,10700,10850,10700,10850,▲150,＋1.40%,10770,10893,11230,11253,520,464930
2011/06/24,10700,10800,10700,10700,0.0,0.00%,10780,10900,11237,11266,1020,464930
2011/06/23,10750,10800,10650,10700,▼100,－0.93%,10780,10915,11245,11284,350,464930
2011/06/22,10700,10800,10700,10800,0.0,0.00%,10780,10920,11250,11301,852,464930
2011/06/21,10700,10950,10650,10800,▼100,－0.92%,10790,10920,11250,11318,1702,464930
2011/06/20,10700,10900,10650,10900,▲200,＋1.87%,10800,10923,11250,11335,1490,464930
2011/06/17,10750,10750,10500,10700,0.0,0.00%,10790,10933,11247,11352,2600,464930
2011/06/16,10750,10850,10600,10700,▼150,－1.38%,10830,10960,11246,11370,2250,464930
2011/06/15,10850,10900,10600,10850,0.0,0.00%,10890,10990,11243,11388,4093,464930
2011/06/14,10850,10900,10750,10850,0.0,0.00%,10950,11008,11236,11407,281,464930
2011/06/13,10900,10900,10750,10850,▼50,－0.46%,11030,11028,11225,11426,450,464930
2011/06/10,10850,11050,10800,10900,▼100,－0.91%,11050,11065,11218,11444,2901,464930
2011/06/09,10950,11050,10850,11000,▼150,－1.35%,11070,11080,11209,11462,2760,464930
2011/06/08,11250,11250,10900,11150,▼100,－0.89%,11070,11098,11201,11478,1024,464930
2011/06/07,10900,11250,10900,11250,▲300,＋2.74%,11040,11113,11192,11493,2110,464930
2011/06/03,10900,11000,10850,10950,▼50,－0.45%,10970,11125,11181,11507,1210,464930
2011/06/02,10900,11000,10800,11000,0.0,0.00%,10980,11148,11176,11522,750,464930
2011/06/01,11000,11000,10850,11000,0.0,0.00%,10980,11183,11168,11540,1061,464930
2011/05/31,10850,11000,10800,11000,▲100,＋0.92%,10940,11218,11161,11557,1440,464930
2011/05/30,10850,10900,10800,10900,▼100,－0.91%,10900,11248,11153,11576,1830,464930
2011/05/27,10800,11000,10800,11000,0.0,0.00%,10890,11283,11148,11596,600,464930
2011/05/26,10900,11000,10800,11000,▲200,＋1.85%,10910,11308,11140,11611,1760,464930
2011/05/25,10800,10950,10800,10800,0.0,0.00%,10960,11333,11133,11625,259,464930
2011/05/24,10850,10950,10800,10800,▼50,－0.46%,11060,11380,11128,11640,1421,464930
2011/05/23,11000,11150,10800,10850,▼250,－2.25%,11140,11410,11125,11653,3741,464930
2011/05/20,11100,11250,11000,11100,▼150,－1.33%,11220,11438,11122,11668,1861,464930
2011/05/19,11200,11250,11100,11250,▼50,－0.44%,11320,11453,11118,11680,1410,464930
2011/05/18,11350,11350,11300,11300,▲100,＋0.89%,11310,11460,11107,11695,820,464930
2011/05/17,11250,11250,11100,11200,▼50,－0.44%,11320,11468,11093,11708,1750,464930
2011/05/16,11400,11450,11250,11250,▼350,－3.02%,11370,11483,11077,11721,540,464930
2011/05/13,11350,11600,11050,11600,▲400,＋3.57%,11420,11490,11060,11735,5710,464930
2011/05/12,11350,11350,11150,11200,▼150,－1.32%,11380,11483,11038,11746,2600,464930
2011/05/11,11500,11500,11200,11350,▼100,－0.87%,11480,11498,11027,11759,4390,464930
2011/05/09,11300,11450,11300,11450,▼50,－0.43%,11550,11513,11018,11770,1870,464930
2011/05/06,11350,11500,11300,11500,▲100,＋0.88%,11580,11525,11009,11781,1910,464930
2011/05/04,11300,11650,11300,11400,▼300,－2.56%,11600,11535,11007,11793,4320,464930
2011/05/03,11700,11750,11700,11700,0.0,0.00%,11620,11545,11006,11807,440,464930
2011/05/02,11600,11700,11550,11700,▲100,＋0.86%,11580,11540,10999,11818,740,464930
2011/04/29,11600,11700,11500,11600,0.0,0.00%,11590,11535,10992,11828,4962,464930
2011/04/28,11400,11600,11400,11600,▲100,＋0.87%,11550,11525,10990,11840,940,464930
2011/04/27,11400,11600,11400,11500,0.0,0.00%,11510,11515,10988,11852,2440,464930
2011/04/26,11600,11750,11400,11500,▼250,－2.13%,11490,11503,10993,11866,1360,464930
2011/04/25,11400,11750,11250,11750,▲350,＋3.07%,11470,11488,11000,11880,5732,464930
2011/04/22,11400,11400,11200,11400,0.0,0.00%,11410,11450,11003,11892,2190,464930
2011/04/21,11400,11400,11200,11400,0.0,0.00%,11430,11420,11017,11905,6290,464930
2011/04/20,11350,11450,11300,11400,0.0,0.00%,11430,11390,11034,11917,1901,464930
2011/04/19,11300,11450,11200,11400,▼50,－0.44%,11440,11355,11053,11928,2741,464930
2011/04/18,11500,11500,11300,11450,▼50,－0.43%,11460,11318,11072,11940,3476,464930
2011/04/15,11400,11500,11250,11500,▲100,＋0.88%,11500,11273,11091,11950,2431,464030
2011/04/14,11450,11450,11250,11400,▼50,－0.44%,11540,11218,11110,11962,3931,464030
2011/04/13,11500,11500,11400,11450,▼50,－0.43%,11600,11158,11129,11974,811,464030
2011/04/12,11600,11650,11350,11500,▼150,－1.29%,11630,11105,11147,11986,1521,464030
2011/04/11,11800,11800,11500,11650,▼50,－0.43%,11650,11050,11164,11997,550,464030
2011/04/08,11750,11750,11500,11700,0.0,0.00%,11640,10993,11178,12007,1371,464030
2011/04/07,11700,11800,11600,11700,▲100,＋0.86%,11580,10938,11188,12015,2800,464030
2011/04/06,11600,11650,11350,11600,0.0,0.00%,11520,10883,11197,12024,973,464030
2011/04/05,11350,11750,11350,11600,0.0,0.00%,11450,10835,11210,12033,3666,464030
2011/04/04,11400,11700,11200,11600,▲200,＋1.75%,11370,10783,11223,12042,3270,464030
2011/04/01,11500,11500,11350,11400,0.0,0.00%,11250,10730,11238,12050,940,464100
2011/03/31,11100,11400,11100,11400,▲150,＋1.33%,11130,10688,11257,12060,3110,464120
2011/03/30,11250,11250,11100,11250,▲50,＋0.45%,11010,10648,11275,12070,3120,464130
2011/03/29,11150,11250,11000,11200,▲200,＋1.82%,10900,10610,11296,12081,4310,464130
2011/03/28,10800,11100,10800,11000,▲200,＋1.85%,10790,10578,11323,12093,3420,464180
2011/03/25,10800,10850,10600,10800,0.0,0.00%,10700,10553,11352,12109,463,464180
2011/03/24,10700,10850,10700,10800,▲100,＋0.93%,10620,10545,11386,12124,1770,464180
2011/03/23,10650,10750,10600,10700,▲50,＋0.47%,10500,10538,11421,12138,1900,464180
2011/03/22,10550,10750,10500,10650,▲100,＋0.95%,10440,10548,11457,12155,2300,464180
2011/03/21,10400,10600,10350,10550,▲150,＋1.44%,10390,10543,11494,12171,6790,464180
2011/03/18,10300,10400,10300,10400,▲200,＋1.96%,10380,10538,11533,12188,2480,464180
2011/03/17,10350,10400,10200,10200,▼200,－1.92%,10420,10530,11578,12207,1320,464180
2011/03/16,10350,10400,10150,10400,0.0,0.00%,10500,10533,11627,12225,4450,464180
2011/03/15,10500,10500,9990,10400,▼100,－0.95%,10550,10528,11670,12241,10490,464180
2011/03/14,10600,10600,10400,10500,▼100,－0.94%,10580,10533,11715,12257,3425,464280
