[일시]BYC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/04/20,367000,398000,367000,394000,▲27000,＋7.36%,357500,326950,301508,284121,2217,9341
2015/04/17,359000,372500,352500,367000,▲14500,＋4.11%,345400,322375,299083,283221,1120,9395
2015/04/16,344000,360000,344000,352500,▲10000,＋2.92%,339200,319175,297133,282550,1083,9333
2015/04/15,331500,342500,327000,342500,▲11000,＋3.32%,335600,316750,295467,281988,2512,9308
2015/04/14,341000,341000,319000,331500,▼2000,－0.60%,334700,315000,293967,281542,1549,9094
2015/04/13,332500,341500,329500,333500,▼2500,－0.74%,336000,313900,292675,281192,600,9113
2015/04/10,334500,337000,329500,336000,▲1500,＋0.45%,336000,312700,291358,280825,470,9133
2015/04/09,336500,349000,329500,334500,▼3500,－1.04%,332500,311450,289992,280417,320,9082
2015/04/08,340000,340000,329500,338000,0.0,0.00%,326500,310225,288650,280025,749,9058
2015/04/07,342000,347000,329500,338000,▲4500,＋1.35%,319900,307775,287217,279558,1802,9114
2015/04/06,325000,349000,325000,333500,▲15000,＋4.71%,313200,304925,285683,279100,2931,9009
2015/04/03,304500,318500,304000,318500,▲14000,＋4.60%,307200,302600,284325,278729,2205,8986
2015/04/02,305000,306500,300000,304500,▼500,－0.16%,303700,301275,283300,278525,1032,8876
2015/04/01,305000,305000,299000,305000,▲500,＋0.16%,302800,300925,282567,278454,647,8826
2015/03/31,302000,307500,300000,304500,▲1000,＋0.33%,301700,300475,281858,278392,723,8861
2015/03/30,301000,304000,301000,303500,▲2500,＋0.83%,301100,300075,281142,278354,300,8652
2015/03/27,301000,301000,295500,301000,▲1000,＋0.33%,300900,299550,280417,278300,400,8605
2015/03/26,300500,307500,299500,300000,▲500,＋0.17%,301300,299725,279717,278292,483,8589
2015/03/25,301500,302500,290500,299500,▼2000,－0.66%,302100,300025,279050,278292,2161,8444
2015/03/24,300000,304000,295000,301500,▼1000,－0.33%,303700,300525,278358,278321,581,8440
2015/03/23,300500,303000,297500,302500,▼500,－0.17%,305300,300925,277625,278213,393,8447
2015/03/20,304000,307500,291500,303000,▼1000,－0.33%,306700,301150,276883,278058,509,8439
2015/03/19,308000,308000,292500,304000,▼3500,－1.14%,308300,301275,276142,277883,425,8438
2015/03/18,310000,310000,303000,307500,▼2000,－0.65%,309500,301275,275450,277688,533,8434
2015/03/17,303500,310000,302000,309500,0.0,0.00%,305800,300800,274733,277471,334,8406
2015/03/16,308000,311000,307000,309500,▼1500,－0.48%,300100,300075,274050,277267,438,8376
2015/03/13,314000,314000,300500,311000,▲1000,＋0.32%,295600,298775,273375,277038,853,8358
2015/03/12,302000,315000,289000,310000,▲21000,＋7.27%,291800,297475,272667,276846,1296,8348
2015/03/11,278000,290500,278000,289000,▲8000,＋2.85%,289300,296025,271992,276546,3193,8275
2015/03/10,287000,289000,277000,281000,▼6000,－2.09%,290700,295700,271675,276367,621,8265
2015/03/09,292000,292000,285000,287000,▼5000,－1.71%,293800,295700,271575,276225,405,8229
2015/03/06,298000,298000,288000,292000,▼5500,－1.85%,295000,295350,271283,275975,394,8243
2015/03/05,299000,299000,293500,297500,▲1500,＋0.51%,297500,294850,270908,275671,476,8216
2015/03/04,297000,297000,292000,296000,▼500,－0.17%,299200,293700,270450,275300,233,8045
2015/03/03,293000,301500,293000,296500,▲3500,＋1.19%,301900,292000,270000,274921,399,8050
2015/03/02,300000,303000,291000,293000,▼11500,－3.78%,304500,290000,269617,274508,611,8048
2015/02/27,301500,305000,300000,304500,▼1500,－0.49%,307300,288000,269308,274183,316,8027
2015/02/26,307000,309000,301500,306000,▼3500,－1.13%,307500,285275,268767,273771,381,8013
2015/02/25,315000,315000,307000,309500,0.0,0.00%,307100,282500,268308,273371,332,7986
2015/02/24,311000,313500,307000,309500,▲2500,＋0.81%,304800,279575,267808,272942,297,7975
2015/02/23,297500,311500,297500,307000,▲1500,＋0.49%,301900,276650,267308,272442,400,7956
2015/02/17,304000,308500,301000,305500,▲1500,＋0.49%,297200,273725,266842,271942,576,7933
2015/02/16,298500,304000,298500,304000,▲6000,＋2.01%,293100,270950,266417,271446,747,7922
2015/02/13,298000,302000,290000,298000,▲3000,＋1.02%,288500,268375,265975,271000,2523,7901
2015/02/12,283500,295000,280000,295000,▲11500,＋4.06%,285400,266100,265467,270608,695,7897
2015/02/11,284500,284500,281000,283500,▼1500,－0.53%,282600,264050,264908,270200,207,7876
2015/02/10,281000,287000,277500,285000,▲4000,＋1.42%,281900,262600,264683,269871,637,7918
2015/02/09,282000,282500,276000,281000,▼1500,－0.53%,281300,261050,264600,269521,202,7939
2015/02/06,281000,284000,275500,282500,▲1500,＋0.53%,280000,259700,264592,269183,278,7995
2015/02/05,285000,285000,278500,281000,▲1000,＋0.36%,275900,258175,264500,268829,284,8014
2015/02/04,285000,285000,273500,280000,▼2000,－0.71%,271000,256425,264233,268488,660,8003
2015/02/03,275000,288500,274500,282000,▲7500,＋2.73%,265600,255025,264025,268146,1115,8167
2015/02/02,262000,274500,262000,274500,▲12500,＋4.77%,259200,253775,263808,267763,498,8298
2015/01/30,263000,265000,258500,262000,▲5500,＋2.14%,254400,253075,263717,267433,300,8322
2015/01/29,253000,257000,253000,256500,▲3500,＋1.38%,252200,253100,263800,267204,238,8343
2015/01/28,252500,254000,248000,253000,▲3000,＋1.20%,251100,253350,264125,267025,466,8398
2015/01/27,250500,250500,245000,250000,▼500,－0.20%,250200,253700,264633,266808,337,8433
2015/01/26,258500,258500,245500,250500,▼500,－0.20%,250200,254150,265167,266675,355,8481
2015/01/23,249000,254500,243500,251000,0.0,0.00%,250600,254625,265675,266579,858,8596
2015/01/22,248000,252000,246000,251000,▲2500,＋1.01%,250900,254975,266117,266525,326,8626
2015/01/21,252500,252500,243000,248500,▼1500,－0.60%,251500,255300,266733,266533,660,8746
2015/01/20,253000,254000,248500,250000,▼2500,－0.99%,252700,255775,267358,266575,2207,8986
2015/01/19,255000,255000,250000,252500,0.0,0.00%,253500,256200,267967,266667,177,9029
2015/01/16,254000,254500,250000,252500,▼1500,－0.59%,253800,256700,268508,266721,155,9074
2015/01/15,250000,254500,248500,254000,▼500,－0.20%,253700,257300,269117,266717,154,9107
2015/01/14,255000,255000,248500,254500,▲500,＋0.20%,252100,258025,269708,266625,210,9148
2015/01/13,255000,255000,249000,254000,0.0,0.00%,251600,258750,270292,266550,113,9170
2015/01/12,254500,254500,246500,254000,▲2000,＋0.79%,252200,259475,270842,266500,84,9193
2015/01/09,246000,252500,238500,252000,▲6000,＋2.44%,253500,260250,271400,266408,782,9215
2015/01/08,252000,252000,239500,246000,▼6000,－2.38%,255600,261150,271900,266300,781,9303
2015/01/07,258000,258000,250000,252000,▼5000,－1.95%,258700,262600,272517,266250,639,9367
2015/01/06,260500,260500,254500,257000,▼3500,－1.34%,260300,263475,273133,266150,223,9388
2015/01/05,258000,264000,256500,260500,▼2000,－0.76%,260700,264100,273750,266008,75,9411
2015/01/02,263000,270000,259500,262500,▲1000,＋0.38%,260600,264575,274342,265829,99,9423
2014/12/30,260000,267500,254500,261500,▲1500,＋0.58%,259700,264900,274925,265638,117,9430
2014/12/29,260000,260000,259000,260000,▲1000,＋0.39%,258900,265500,275567,265454,70,9511
2014/12/26,264000,264000,256500,259000,▼1000,－0.38%,258500,266225,276183,265229,210,9518
2014/12/24,259500,263500,257000,260000,▲2000,＋0.78%,258400,266875,276867,264983,78,9525
2014/12/23,257500,259500,254000,258000,▲500,＋0.19%,258900,267800,277533,264725,213,9519
2014/12/22,257000,259000,250000,257500,▼500,－0.19%,260200,268875,278283,264492,233,9514
2014/12/19,258000,258000,254000,258000,▼500,－0.19%,262400,269975,278800,264263,125,9524
2014/12/18,260000,262500,251500,258500,▼4000,－1.52%,264600,271025,279233,264038,276,9538
2014/12/17,260500,266000,259000,262500,▼2000,－0.76%,266600,272100,279625,263779,316,9575
2014/12/16,266500,268000,262000,264500,▼4000,－1.49%,268000,272850,279925,263500,271,9600
2014/12/15,265000,270000,265000,268500,▼500,－0.19%,269100,273000,280208,263213,114,9613
2014/12/12,265500,272000,264500,269000,▲500,＋0.19%,270400,272650,280483,262896,78,9612
2014/12/11,273500,278000,263500,268500,▼1000,－0.37%,270500,272700,280700,262579,246,9639
2014/12/10,270000,273500,265000,269500,▼500,－0.19%,270700,273275,281025,262263,137,9642
2014/12/09,278000,278000,264000,270000,▼5000,－1.82%,270800,273825,281100,261933,252,9667
2014/12/08,276500,276500,266500,275000,▲5500,＋2.04%,270600,274175,281058,261600,131,9682
2014/12/05,269500,272000,265000,269500,0.0,0.00%,270300,273675,280875,261225,73,9699
2014/12/04,273000,273000,263000,269500,▼500,－0.19%,271300,273575,280667,260896,159,9715
2014/12/03,283500,283500,265500,270000,▲1000,＋0.37%,271800,273550,280433,260563,200,9757
2014/12/02,274500,275000,267000,269000,▼4500,－1.65%,273500,273500,280150,260221,186,9793
2014/12/01,273000,282000,267000,273500,▼1000,－0.36%,275600,273400,279842,259883,88,9826
2014/11/28,277000,277000,269000,274500,▲2500,＋0.92%,276800,273525,279400,259496,121,9835
2014/11/27,281000,281000,270000,272000,▼6500,－2.33%,277700,273975,279058,259129,109,9841
2014/11/26,292000,292000,277500,278500,▼1000,－0.36%,279300,274475,278775,258783,88,9837
2014/11/25,283000,283000,276000,279500,0.0,0.00%,279100,274600,278433,258371,73,9845
2014/11/24,278500,289000,278500,279500,▲500,＋0.18%,276700,274500,278075,257950,123,9857
2014/11/21,276500,282000,276000,279000,▼1000,－0.36%,273100,274925,277575,257529,82,9874
2014/11/20,278500,284000,277500,280000,▲2500,＋0.90%,271300,275275,277042,257121,423,9875
2014/11/19,268500,279000,267000,277500,▲10000,＋3.74%,271300,275600,276475,256704,364,9878
2014/11/18,261500,267500,260000,267500,▲6000,＋2.29%,271900,275975,276025,256313,260,9877
2014/11/17,275000,277000,261500,261500,▼8500,－3.15%,273800,277050,275750,256008,237,9875
2014/11/14,290000,290000,270000,270000,▼10000,－3.57%,274500,278450,275492,255754,393,9879
2014/11/13,283500,284500,275000,280000,▼500,－0.18%,274000,279425,275058,255429,230,9891
2014/11/12,277000,285500,277000,280500,▲3500,＋1.26%,271800,279775,274442,255017,141,9910
2014/11/11,265000,278000,264500,277000,▲12000,＋4.53%,269500,280125,273775,254596,414,9910
2014/11/10,267500,267500,261000,265000,▼2500,－0.93%,267500,280375,273158,254204,221,9877
2014/11/07,273000,273000,261000,267500,▼1500,－0.56%,269700,281275,272742,253946,239,9876
2014/11/06,269500,270500,269000,269000,0.0,0.00%,272900,282350,272267,253667,90,9872
2014/11/05,267000,270500,264500,269000,▲2000,＋0.75%,275500,283600,271717,253375,270,9874
2014/11/04,282000,282000,263500,267000,▼9000,－3.26%,277900,284950,271150,253071,439,9870
2014/11/03,285500,285500,276000,276000,▼7500,－2.65%,280000,286475,270608,252800,174,9851
2014/10/31,282500,284500,276000,283500,▲1500,＋0.53%,282400,287675,269925,252463,403,9836
2014/10/30,281500,284500,279000,282000,▲1000,＋0.36%,282900,288350,268983,252046,384,9860
2014/10/29,277500,289500,275000,281000,▲3500,＋1.26%,283800,289250,268183,251646,430,9855
2014/10/28,288500,291500,274000,277500,▼10500,－3.65%,284600,290200,267483,251254,436,9835
2014/10/27,295000,295000,286000,288000,▲2000,＋0.70%,286900,291475,266933,250892,168,9842
2014/10/24,289500,289500,285000,286000,▼500,－0.17%,287200,291500,266333,250442,104,9855
2014/10/23,285000,288000,283000,286500,▲1500,＋0.53%,287900,291400,265792,250017,377,9849
2014/10/22,289500,289500,282500,285000,▼4000,－1.38%,288000,291175,265367,249588,417,9789
2014/10/21,282000,295500,282000,289000,▼500,－0.17%,288500,290950,264933,249183,289,9770
2014/10/20,289500,293000,288000,289500,0.0,0.00%,287100,290575,264317,248729,321,9770
2014/10/17,285500,294000,285500,289500,▲2500,＋0.87%,285800,290350,263542,248267,722,9783
2014/10/16,283500,287500,283500,287000,▼500,－0.17%,285700,289975,262808,247804,201,9821
2014/10/15,285000,291500,284500,287500,▲5500,＋1.95%,287100,290025,262158,247363,293,9744
2014/10/14,276500,283500,275500,282000,▼1000,－0.35%,288800,289350,261417,246917,782,9603
2014/10/13,289000,289500,280000,283000,▼6000,－2.08%,291900,288625,260700,246517,385,9513
2014/10/10,288500,299500,288500,289000,▼5000,－1.70%,295300,287675,259983,246096,215,9460
2014/10/08,299000,299000,289000,294000,▼2000,－0.68%,296900,286075,259167,245638,169,9483
2014/10/07,302500,302500,287000,296000,▼1500,－0.50%,298100,284150,258267,245183,586,9485
2014/10/06,308000,308000,297500,297500,▼2500,－0.83%,298900,282000,257317,244663,344,9424
2014/10/02,298000,308000,296000,300000,▲3000,＋1.01%,300000,279650,256350,244129,473,9315
2014/10/01,292000,300000,292000,297000,▼3000,－1.00%,297700,277000,255342,243571,476,9139
2014/09/30,296000,305000,296000,300000,0.0,0.00%,295100,274850,254275,243058,628,9110
2014/09/29,303000,307000,295500,300000,▼3000,－0.99%,291500,272600,253100,242392,1503,9138
2014/09/26,289000,309000,287000,303000,▲14500,＋5.03%,287600,270500,251917,241683,3016,9198
2014/09/25,282000,293000,282000,288500,▲4500,＋1.58%,283300,268250,250700,240933,1817,8630
2014/09/24,280000,286500,277000,284000,▲2000,＋0.71%,282600,266300,249725,240308,2249,8084
2014/09/23,284500,285000,278500,282000,▲1500,＋0.53%,282200,264450,248842,239725,266,8070
2014/09/22,282500,284000,278500,280500,▼1000,－0.36%,283400,262650,247933,239150,258,8078
2014/09/19,285000,286000,275000,281500,▼3500,－1.23%,282100,261150,247075,238583,796,8058
2014/09/18,282000,289000,275000,285000,▲3000,＋1.06%,279300,259625,246217,237996,920,7956
2014/09/17,291000,293000,269000,282000,▼6000,－2.08%,275100,257675,245308,237367,2205,7610
2014/09/16,273500,295000,273500,288000,▲14000,＋5.11%,270100,255775,244458,236763,747,7520
2014/09/15,286500,286500,269000,274000,▲6500,＋2.43%,263600,253525,243500,236108,430,7538
2014/09/12,264000,270000,264000,267500,▲3500,＋1.33%,259400,251850,242767,235592,545,7503
2014/09/11,256500,265500,255000,264000,▲7000,＋2.72%,256000,250475,242142,235142,583,7463
2014/09/05,255000,259500,254000,257000,▲1500,＋0.59%,252600,249275,241575,234721,856,7417
2014/09/04,255000,257000,251000,255500,▲2500,＋0.99%,252000,248375,241125,234371,1153,7391
2014/09/03,250500,254500,249000,253000,▲2500,＋1.00%,251900,247400,240692,234025,1071,7356
2014/09/02,250000,252500,247000,250500,▲3500,＋1.42%,252900,246500,240292,233688,200,7294
2014/09/01,254000,254000,243000,247000,▼7000,－2.76%,254400,245700,239925,233371,528,7312
2014/08/29,252500,256500,249500,254000,▼1000,－0.39%,254900,245100,239592,233071,448,7310
2014/08/28,254500,258000,250000,255000,▼3000,－1.16%,253500,243750,239200,232704,442,7305
2014/08/27,258000,258500,254000,258000,0.0,0.00%,251700,242700,238792,232292,158,7234
2014/08/26,249500,258500,249500,258000,▲8500,＋3.41%,250200,241750,238308,231858,493,7234
2014/08/25,247000,249500,244500,249500,▲2500,＋1.01%,248800,241075,237825,231421,286,7230
2014/08/22,246500,249000,240000,247000,▲1000,＋0.41%,248100,241200,237483,231063,435,7230
2014/08/21,255000,255000,244000,246000,▼4500,－1.80%,247500,241525,237200,230717,336,7254
2014/08/20,256000,256000,247000,250500,▼500,－0.20%,246900,242275,236933,230383,66,7226
2014/08/19,252000,252000,244000,251000,▲5000,＋2.03%,244900,242700,236600,229938,159,7227
2014/08/18,244000,246000,244000,246000,▲2000,＋0.82%,242700,242750,236267,229583,414,7247
2014/08/14,243000,244500,240000,244000,▲1000,＋0.41%,241500,242600,236017,229263,81,7248
2014/08/13,237500,245000,233500,243000,▲2500,＋1.04%,240500,242675,235800,228950,338,7248
2014/08/12,244000,244000,238000,240500,▲500,＋0.21%,239100,242925,235592,228608,268,7258
2014/08/11,240000,244500,239000,240000,0.0,0.00%,238000,243050,235417,228271,519,7208
2014/08/08,240000,242500,239000,240000,▲1000,＋0.42%,236900,243000,235250,227904,192,7050
2014/08/07,236000,239500,234000,239000,▲3000,＋1.27%,235900,243000,235150,227529,86,7013
2014/08/06,236500,237500,234000,236000,▲1000,＋0.43%,233500,243050,235067,227158,67,7008
2014/08/05,234500,237500,234000,235000,▲500,＋0.21%,233100,243250,235033,226750,279,7008
2014/08/04,231000,236500,231000,234500,▼500,－0.21%,233900,243450,234992,226358,58,6993
2014/08/01,226500,235000,226500,235000,▲8000,＋3.52%,235900,243700,234992,225950,253,6995
2014/07/31,227500,229000,221000,227000,▼7000,－2.99%,239300,243925,235000,225542,1556,6899
2014/07/30,238500,238500,229500,234000,▼5000,－2.09%,244600,244225,235108,225208,1190,6901
2014/07/29,244000,244500,235500,239000,▼5500,－2.25%,250000,244000,235108,224808,840,6885
2014/07/28,252000,252000,242000,244500,▼7500,－2.98%,254000,243500,235025,224354,791,6905
2014/07/25,253500,256000,240500,252000,▼1500,－0.59%,255500,242775,234850,223875,1598,6892
2014/07/24,260500,260500,243000,253500,▼7500,－2.87%,253700,241675,234550,223342,1511,6869
2014/07/23,257000,265000,250500,261000,▲2000,＋0.77%,252100,240550,234242,222783,1179,6840
2014/07/22,250000,269000,250000,259000,▲7000,＋2.78%,249500,238875,233808,222167,5168,6840
2014/07/21,252500,255000,243000,252000,▲9000,＋3.70%,246300,237375,233433,221567,2923,6840
2014/07/18,246000,253000,240000,243000,▼2500,－1.02%,243700,236275,233142,221021,199,6840
2014/07/17,249500,249500,243000,245500,▼2500,－1.01%,243100,235650,232992,220558,261,6840
