[일시]BYC,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2016/06/29,500000,500000,472000,479500,▲1000,＋0.21%,475700,487825,476842,499504,28,8457
2016/06/28,479000,479000,466500,478500,▼500,－0.10%,476000,487850,477517,499338,37,8454
2016/06/27,458500,480000,446500,479000,▲15000,＋3.23%,476600,486975,478108,499225,149,8448
2016/06/24,478000,481000,460500,464000,▼13500,－2.83%,477700,485675,478725,499096,291,8436
2016/06/23,474500,481000,474500,477500,▼3500,－0.73%,481900,484975,479658,499054,321,8422
2016/06/22,481500,484000,481000,481000,▼500,－0.10%,482300,483550,480367,498825,20,8416
2016/06/21,474000,482000,474000,481500,▼3000,－0.62%,483800,481750,480850,498596,377,8412
2016/06/20,485000,489500,483000,484500,▼500,－0.10%,485400,479575,481475,498363,239,8404
2016/06/17,465500,493000,465500,485000,▲5500,＋1.15%,486400,477275,482017,498188,53,8404
2016/06/16,483000,483000,479500,479500,▼9000,－1.84%,487300,474950,482583,497954,277,8401
2016/06/15,489500,489500,480000,488500,▼1000,－0.20%,490100,472950,483308,497858,33,8399
2016/06/14,489500,495000,480000,489500,0.0,0.00%,493000,470475,483900,497650,363,8396
2016/06/13,529000,529000,480000,489500,0.0,0.00%,496300,468225,484358,497508,138,8388
2016/06/10,493000,509000,483000,489500,▼4000,－0.81%,500400,466475,484983,497513,63,8377
2016/06/09,513000,513000,493500,493500,▼9500,－1.89%,503500,464050,485525,497542,99,8368
2016/06/08,497000,505000,497000,503000,▼3000,－0.59%,503200,461625,485783,497538,165,8385
2016/06/07,493000,512000,493000,506000,▼4000,－0.78%,498600,458750,485950,497492,82,8384
2016/06/03,505000,512000,479500,510000,▲5000,＋0.99%,489600,456000,486050,497442,377,8383
2016/06/02,490000,525000,490000,505000,▲13000,＋2.64%,478200,453850,486833,497271,956,8373
2016/06/01,480500,495000,480500,492000,▲12000,＋2.50%,467200,452300,488167,497013,302,8409
2016/05/31,461000,485000,461000,480000,▲19000,＋4.12%,458600,451600,489967,496825,403,8415
2016/05/30,454000,465500,453000,461000,▲8000,＋1.77%,451600,451500,492067,496742,587,8396
2016/05/27,445000,462500,445000,453000,▲3000,＋0.67%,447000,452450,494517,496783,713,8477
2016/05/26,471500,471500,449500,450000,▲1000,＋0.22%,444100,453625,496750,496875,142,9027
2016/05/25,435000,453500,435000,449000,▲4000,＋0.90%,441800,455225,499017,496875,102,9038
2016/05/24,438000,445000,433500,445000,▲7000,＋1.60%,439900,456775,501367,496746,102,9033
2016/05/23,438500,438500,430000,438000,▼500,－0.11%,438700,458700,503533,496679,175,9026
2016/05/20,428500,439000,428500,438500,0.0,0.00%,440000,460900,505767,496667,380,9023
2016/05/19,440000,440000,428500,438500,▼1000,－0.23%,443200,463075,508125,496700,606,9055
2016/05/18,439000,475000,439000,439500,▲500,＋0.11%,443700,465675,510467,496717,133,9137
2016/05/17,447000,453500,439000,439000,▼5500,－1.24%,444800,467775,512758,496783,654,9140
2016/05/16,454500,454500,442000,444500,▼10000,－2.20%,446100,470325,515208,496958,460,9143
2016/05/13,449000,535000,447500,454500,▲13500,＋3.06%,447400,472525,517567,497138,740,9170
2016/05/12,441000,441000,435000,441000,▼4000,－0.90%,449900,474300,519475,497233,871,9216
2016/05/11,445500,445500,431000,445000,▼500,－0.11%,456500,476675,520825,497483,767,9204
2016/05/10,450000,469000,443000,445500,▼5500,－1.22%,463100,478725,522425,497442,393,9201
2016/05/09,462500,464500,447000,451000,▼16000,－3.43%,469600,481850,524283,497463,698,9218
2016/05/04,474000,474000,464000,467000,▼7000,－1.48%,475400,484600,525833,497538,200,9220
2016/05/03,472000,476500,471500,474000,▼4000,－0.84%,477300,487100,526917,496975,117,9216
2016/05/02,477500,478000,471500,478000,0.0,0.00%,478900,489150,527850,496363,128,9226
2016/04/29,475000,479500,473500,478000,▼2000,－0.42%,479300,491100,528683,495713,53,9233
2016/04/28,476500,488000,476500,480000,▲3500,＋0.73%,480400,493200,529183,495058,75,9224
2016/04/27,482000,482000,475000,476500,▼5500,－1.14%,480800,494900,529633,494375,137,8983
2016/04/26,479500,489000,476000,482000,▲2000,＋0.42%,481900,496875,530175,493729,918,8987
2016/04/25,477500,483500,477500,480000,▼3500,－0.72%,483600,498775,530608,493038,357,8996
2016/04/22,482500,483500,480500,483500,▲1500,＋0.31%,483900,500775,531108,492371,110,8999
2016/04/21,479500,484500,479500,482000,0.0,0.00%,485200,502100,531367,491646,223,9022
2016/04/20,490500,495000,482000,482000,▼8500,－1.73%,486500,503950,531342,490929,318,9044
2016/04/19,496000,496000,481000,490500,▲9000,＋1.87%,488100,505700,531217,490225,134,9056
2016/04/18,485000,489000,479000,481500,▼8500,－1.73%,487700,507125,530850,489442,422,9056
2016/04/15,490500,490500,488500,490000,▲1500,＋0.31%,488600,509200,530425,488688,47,9064
2016/04/14,490000,491000,485000,488500,▼1500,－0.31%,492200,510900,529842,487929,984,9057
2016/04/12,493000,498500,485000,490000,▲1500,＋0.31%,495700,512325,529225,487179,312,8447
2016/04/11,499500,499500,483500,488500,▲2500,＋0.51%,501100,514175,528608,486342,240,8447
2016/04/08,510000,510000,485000,486000,▼22000,－4.33%,506400,515850,527975,485554,291,8477
2016/04/07,503000,512000,503000,508000,▲2000,＋0.40%,512600,517000,527375,484667,515,8490
2016/04/06,503000,512000,502000,506000,▼11000,－2.13%,515000,517250,526483,483713,369,8504
2016/04/05,510000,520000,502000,517000,▲2000,＋0.39%,516600,517550,525583,482846,346,8522
2016/04/04,510000,523000,508000,515000,▼2000,－0.39%,516400,519550,524500,481875,1033,8554
2016/04/01,525000,525000,513000,517000,▼3000,－0.58%,517400,523050,523367,480933,113,8628
2016/03/31,510000,530000,508000,520000,▲6000,＋1.17%,518000,527200,522167,479925,95,8634
2016/03/30,512000,514000,503000,514000,▼2000,－0.39%,516000,531500,521158,478767,410,8632
2016/03/29,521000,521000,512000,516000,▼4000,－0.77%,517000,536200,520342,477617,166,8630
2016/03/28,522000,522000,515000,520000,0.0,0.00%,517200,539750,519467,476467,85,8659
2016/03/25,510000,522000,509000,520000,▲10000,＋1.96%,517000,543050,518450,475154,311,8678
2016/03/24,515000,521000,508000,510000,▼9000,－1.73%,517600,546550,517283,473833,169,8632
2016/03/23,514000,521000,513000,519000,▲2000,＋0.39%,520400,549800,516342,472583,246,8649
2016/03/22,519000,523000,513000,517000,▼2000,－0.39%,520000,552450,515250,471233,113,8577
2016/03/21,522000,532000,514000,519000,▼4000,－0.76%,522000,555600,514358,469963,545,8611
2016/03/18,525000,527000,513000,523000,▼1000,－0.19%,522600,558600,513325,468467,423,8678
2016/03/17,514000,526000,514000,524000,▲7000,＋1.35%,519800,561300,512408,466742,404,8693
2016/03/16,527000,529000,516000,517000,▼10000,－1.90%,517600,564400,511400,464942,437,8712
2016/03/15,534000,534000,515000,527000,▲5000,＋0.96%,516600,567850,510658,463133,492,8790
2016/03/14,510000,534000,500000,522000,▲13000,＋2.55%,522600,569950,510042,461254,2162,8789
2016/03/11,513000,520000,492000,509000,▼4000,－0.78%,535200,569950,509558,459421,1051,8771
2016/03/10,512000,526000,510000,513000,▲1000,＋0.20%,553400,571550,509292,457671,676,8689
2016/03/09,550000,550000,507000,512000,▼45000,－8.08%,572000,573750,509033,455871,1816,8778
2016/03/08,595000,595000,548000,557000,▼28000,－4.79%,591200,575350,508833,454088,943,8749
2016/03/07,600000,607000,583000,585000,▼15000,－2.50%,597200,574100,507708,451883,322,8752
2016/03/04,607000,607000,586000,600000,▼6000,－0.99%,597400,571350,505858,449458,391,8769
2016/03/03,617000,617000,604000,606000,▼2000,－0.33%,595400,567750,503683,447042,187,8792
2016/03/02,576000,611000,576000,608000,▲21000,＋3.58%,589200,562850,501417,444675,3035,8813
2016/02/29,586000,599000,579000,587000,▲1000,＋0.17%,582000,557800,499050,442292,541,8766
2016/02/26,595000,603000,581000,586000,▼4000,－0.68%,580600,553900,497000,440100,578,8812
2016/02/25,560000,596000,560000,590000,▲15000,＋2.61%,579200,550000,494733,437954,309,8820
2016/02/24,566000,575000,551000,575000,▲3000,＋0.52%,576600,546000,492125,435825,494,8834
2016/02/23,591000,591000,570000,572000,▼8000,－1.38%,578800,542200,489825,433783,385,8819
2016/02/22,580000,581000,573000,580000,▲1000,＋0.17%,581600,537625,487567,431846,97,8819
2016/02/19,576000,597000,570000,579000,▲2000,＋0.35%,579400,532350,485275,429742,155,8843
2016/02/18,592000,595000,574000,577000,▼9000,－1.54%,568000,526825,482967,427700,274,8824
2016/02/17,590000,610000,584000,586000,0.0,0.00%,560800,520775,480808,425704,658,8804
2016/02/16,580000,595000,579000,586000,▲17000,＋2.99%,555000,514225,478708,423775,721,8807
2016/02/15,523000,570000,523000,569000,▲47000,＋9.00%,546600,507500,476708,421892,349,8776
2016/02/12,539000,539000,502000,522000,▼19000,－3.51%,539200,501700,474992,420225,1270,8757
2016/02/11,544000,556000,541000,541000,▼16000,－2.87%,540800,498125,474142,418971,884,8728
2016/02/05,545000,568000,545000,557000,▲13000,＋2.39%,538200,493575,472458,417483,777,8682
2016/02/04,546000,546000,533000,544000,▲12000,＋2.26%,528400,488450,470642,415883,498,8639
2016/02/03,530000,532000,528000,532000,▲2000,＋0.38%,521000,483850,469242,414313,326,8607
2016/02/02,530000,534000,525000,530000,▲2000,＋0.38%,516400,479850,467033,412821,709,8596
2016/02/01,508000,533000,508000,528000,▲20000,＋3.94%,512000,475700,464875,411400,1299,8546
2016/01/29,510000,510000,505000,508000,▲1000,＋0.20%,508400,471550,462742,409929,61,8457
2016/01/28,510000,511000,504000,507000,▼2000,－0.39%,506600,469125,460933,408475,351,8461
2016/01/27,510000,514000,505000,509000,▲1000,＋0.20%,501300,467025,459117,407025,699,8427
2016/01/26,510000,512000,505000,508000,▼2000,－0.39%,494400,464750,457283,405558,329,8382
2016/01/25,499000,518000,499000,510000,▲11000,＋2.20%,486500,462300,455467,404133,583,8406
2016/01/22,480500,499000,480000,499000,▲18500,＋3.85%,475700,459300,453633,402733,421,8394
2016/01/21,475000,480500,474000,480500,▲6000,＋1.26%,466900,457025,451925,401367,303,8360
2016/01/20,458500,477500,458500,474500,▲6000,＋1.28%,461100,455675,450517,400108,316,8344
2016/01/19,456000,468500,455000,468500,▲12500,＋2.74%,456800,455125,449233,398913,571,8334
2016/01/18,451000,462000,451000,456000,▲1000,＋0.22%,453200,454550,448033,397763,123,8297
2016/01/15,457000,465500,451500,455000,▲3500,＋0.78%,452000,455150,446950,396779,327,8274
2016/01/14,453000,453000,442000,451500,▼1500,－0.33%,451900,455575,446017,395788,210,8249
2016/01/13,449000,453500,449000,453000,▲2500,＋0.55%,452000,456625,445133,394933,40,8204
2016/01/12,450000,455000,441000,450500,▲500,＋0.11%,451800,458475,444075,394138,271,8202
2016/01/11,450000,450500,443500,450000,▼4500,－0.99%,451100,460600,443133,393392,661,8200
2016/01/08,445500,454500,435000,454500,▲2500,＋0.55%,450100,462750,441958,392629,239,8308
2016/01/07,452500,455000,451500,452000,0.0,0.00%,451100,464900,440942,391788,680,8341
2016/01/06,447000,453000,447000,452000,▲5000,＋1.12%,453700,467300,440108,390967,721,8349
2016/01/05,443000,453000,443000,447000,▲2000,＋0.45%,456000,469175,439250,390150,249,8347
2016/01/04,459500,460500,444000,445000,▼14500,－3.16%,458400,470525,438500,389383,332,8362
2015/12/30,463000,463000,455500,459500,▼5500,－1.18%,459400,471750,437683,388642,163,8895
2015/12/29,463500,468000,463500,465000,▲1500,＋0.32%,458200,472275,436375,387829,477,8898
2015/12/28,457000,467500,455000,463500,▲4500,＋0.98%,455900,472325,434892,386996,171,8905
2015/12/24,450000,463000,450000,459000,▲9000,＋2.00%,455900,472350,433467,386213,102,9054
2015/12/23,454500,455000,448500,450000,▼3500,－0.77%,455500,471900,431858,385496,210,9826
2015/12/22,451000,453500,449000,453500,0.0,0.00%,459100,471075,430383,384858,514,9834
2015/12/21,463500,463500,449500,453500,▼10000,－2.16%,461100,470250,428825,384200,403,9819
2015/12/18,459500,464000,450000,463500,▲6500,＋1.42%,464900,469400,427217,383542,121,9833
2015/12/17,461000,468000,456000,457000,▼11000,－2.35%,470200,468350,425567,382804,1016,9821
2015/12/16,484000,484000,455500,468000,▲4500,＋0.97%,477400,467525,423608,382142,935,9823
2015/12/15,462000,479000,439000,463500,▼9000,－1.90%,482400,466500,421075,381392,1690,9837
2015/12/14,467000,480500,467000,472500,▼17500,－3.57%,489200,466325,418483,380704,569,9761
2015/12/11,501000,501000,487000,490000,▼3000,－0.61%,494700,466000,415608,379933,199,10084
2015/12/10,466000,497000,466000,493000,0.0,0.00%,494600,464800,412467,379013,274,10086
2015/12/09,491500,499000,482000,493000,▼4500,－0.90%,490800,463700,409283,378054,426,10080
2015/12/08,491500,499000,491500,497500,▼2500,－0.50%,486100,461050,406050,377113,305,10107
2015/12/07,499000,500000,490000,500000,▲10500,＋2.15%,480600,458575,402708,376233,449,10247
2015/12/04,469500,498500,463000,489500,▲15500,＋3.27%,473800,456575,399342,375363,509,9702
2015/12/03,469500,474000,461000,474000,▲4500,＋0.96%,468700,452075,396058,374571,546,9235
2015/12/02,466000,472000,462000,469500,▼500,－0.11%,463900,448400,393058,373896,600,9293
2015/12/01,468000,472000,465500,470000,▲4000,＋0.86%,456700,444925,390400,373250,327,9425
2015/11/30,464000,469500,453000,466000,▲2000,＋0.43%,450100,441400,387933,372625,436,9454
2015/11/27,450000,465000,441500,464000,▲14000,＋3.11%,444200,438000,385533,371938,637,9421
2015/11/26,426000,486000,426000,450000,▲16500,＋3.81%,439900,434750,383200,371188,716,9432
2015/11/25,441000,441000,418000,433500,▼3500,－0.80%,438000,432200,381175,370567,236,9500
2015/11/24,449500,449500,434500,437000,▲500,＋0.11%,440800,430525,379525,370079,1093,9545
2015/11/23,435000,440000,435000,436500,▼6000,－1.36%,445400,428500,377742,369479,160,9577
2015/11/20,459500,459500,439000,442500,▲2000,＋0.45%,451300,426475,376125,368858,506,9612
2015/11/19,448000,448000,434500,440500,▼7000,－1.56%,456000,424225,374208,368250,1387,9634
2015/11/18,474000,474000,447500,447500,▼12500,－2.72%,462100,422025,372433,367642,2660,9672
2015/11/17,453000,467000,453000,460000,▼6000,－1.29%,460600,419200,370600,366971,1783,9732
2015/11/16,466000,470000,448000,466000,0.0,0.00%,458200,416150,368842,366221,839,9640
2015/11/13,473000,474000,458000,466000,▼5000,－1.06%,457000,412775,367075,365483,1532,9745
2015/11/12,441000,481500,441000,471000,▲31000,＋7.05%,443700,408950,365458,364788,621,9695
2015/11/11,451500,451500,425000,440000,▼8000,－1.79%,429600,405100,363800,364046,576,9726
2015/11/10,470000,492500,442000,448000,▼12000,－2.61%,421600,402075,362508,363600,1491,9730
2015/11/09,404500,519000,393000,460000,▲60500,＋15.14%,411900,399350,361125,363088,6745,9804
2015/11/06,400000,402500,398000,399500,▼1000,－0.25%,399500,396450,359383,362454,270,10718
2015/11/05,400000,401000,390500,400500,▲500,＋0.13%,399400,396500,358608,362521,1202,10747
2015/11/04,400000,401000,397500,400000,▲500,＋0.13%,399100,396575,357925,362621,352,9797
2015/11/03,399000,404000,395000,399500,▲1500,＋0.38%,399100,396375,357117,362567,930,9885
2015/11/02,403000,403000,395000,398000,▼1000,－0.25%,398500,395450,356017,362454,348,9847
2015/10/30,396000,399000,382000,399000,0.0,0.00%,398100,394350,354933,362329,698,9850
2015/10/29,396500,400500,396500,399000,▼1000,－0.25%,397800,393300,353833,362121,504,10130
2015/10/28,397000,407000,392000,400000,▲3500,＋0.88%,397300,391475,352800,361900,800,10311
2015/10/27,400500,400500,392500,396500,▲500,＋0.13%,395500,389550,351833,361696,985,10515
2015/10/26,396500,399000,390000,396000,▼1500,－0.38%,396000,387725,350808,361625,709,10679
2015/10/23,408000,408000,392000,397500,▲1000,＋0.25%,396500,385775,349700,361479,691,10353
2015/10/22,399500,399500,391000,396500,▲5500,＋1.41%,394900,384125,348592,361200,493,10467
2015/10/21,408000,408000,389000,391000,▼8000,－2.01%,394400,381275,347492,360896,463,10479
2015/10/20,404000,409000,398000,399000,▲500,＋0.13%,392100,377525,346608,360700,247,10587
2015/10/19,389500,404000,389500,398500,▲9000,＋2.31%,391000,372975,345558,360538,516,10614
2015/10/16,393500,403500,387000,389500,▼4500,－1.14%,391700,368050,344733,360396,1637,10619
2015/10/15,382000,395000,377500,394000,▲14500,＋3.82%,393900,363650,344200,360350,395,10752
2015/10/14,391000,391000,368000,379500,▼14000,－3.56%,395500,359050,343650,360321,1878,10794
2015/10/13,390000,402500,390000,393500,▼8500,－2.11%,398800,355025,343300,360442,1176,10636
2015/10/12,401000,404000,398500,402000,▲1500,＋0.37%,396300,350200,342633,360221,485,10626
2015/10/08,403500,404500,393500,400500,▼1500,－0.37%,391100,345000,341825,359808,1223,11643
2015/10/07,396000,429000,396000,402000,▲6000,＋1.52%,386600,339600,341050,359325,1715,11863
2015/10/06,382000,397500,382000,396000,▲15000,＋3.94%,378700,334200,340267,358738,1143,12025
2015/10/05,375500,382500,373500,381000,▲5000,＋1.33%,371800,329900,339600,358217,930,12004
2015/10/02,378000,380000,376000,376000,▼2000,－0.53%,367600,326950,339283,357842,533,11896
2015/10/01,360500,390000,360500,378000,▲15500,＋4.28%,363800,324250,339100,357496,1191,11944
2015/09/30,351000,365000,351000,362500,▲1000,＋0.28%,361100,321550,338958,357163,680,11985
2015/09/25,364500,364500,357500,361500,▲1500,＋0.42%,356500,319850,339133,356958,581,12023
2015/09/24,357000,364500,354000,360000,▲3000,＋0.84%,347400,318500,339333,356725,545,12031
2015/09/23,365000,365000,352000,357000,▼7500,－2.06%,337000,317000,339575,356379,1117,12047
2015/09/22,339500,373000,339500,364500,▲25000,＋7.36%,325600,316125,339867,355942,2293,12107
2015/09/21,316000,346000,316000,339500,▲23500,＋7.44%,313000,314275,340042,355446,4205,11533
2015/09/18,309000,318000,308000,316000,▲8000,＋2.60%,305500,314000,340675,355154,6554,11685
2015/09/17,297000,308000,297000,308000,▲8000,＋2.67%,302100,315075,341708,355050,8959,11641
2015/09/16,301500,302000,295000,300000,▼1500,－0.50%,299900,317400,342925,354992,1757,11495
2015/09/15,307000,307000,294000,301500,▼500,－0.17%,299500,320400,344258,354992,6665,11334
2015/09/14,299000,309000,299000,302000,▲3000,＋1.00%,297700,323775,345558,354975,5245,11315
2015/09/11,297000,299000,291500,299000,▲2000,＋0.67%,296100,327250,346825,354971,556,11337
2015/09/10,298500,305500,290500,297000,▼1000,－0.34%,298300,330425,348175,355000,928,11320
2015/09/09,299500,300000,293000,298000,▲5500,＋1.88%,303300,333825,349758,355050,1062,11287
2015/09/08,297000,298000,284000,292500,▼1500,－0.51%,308100,336700,351383,355100,1682,11239
2015/09/07,305000,311500,291000,294000,▼16000,－5.16%,314400,339725,353083,355225,2032,11155
2015/09/04,316000,321000,310000,310000,▼12000,－3.73%,321300,343000,354733,355354,1424,10903
2015/09/03,318000,324000,313000,322000,0.0,0.00%,326200,345075,356100,355350,827,10924
2015/09/02,323000,323000,310500,322000,▼2000,－0.62%,327800,345650,357317,355258,688,10713
2015/09/01,328000,329500,318500,324000,▼4500,－1.37%,331300,346200,358342,355158,710,10652
2015/08/31,329000,331000,325000,328500,▼6000,－1.79%,332000,346650,359175,354867,714,10557
2015/08/28,330000,334500,325000,334500,▲4500,＋1.36%,333100,347075,359958,354471,748,10575
2015/08/27,350000,350000,330000,330000,▼9500,－2.80%,333700,347450,360633,354075,1071,10508
2015/08/26,326500,342000,326500,339500,▲12000,＋3.66%,338600,347700,361217,353758,802,10474
2015/08/25,356000,356000,317000,327500,▼6500,－1.95%,342700,347200,361592,353408,813,11094
2015/08/24,337500,339500,324500,334000,▼3500,－1.04%,351000,347375,362292,353146,898,11145
2015/08/21,346000,351000,333500,337500,▼17000,－4.80%,358500,347200,362850,352833,941,11185
2015/08/20,366000,366000,351000,354500,▼5500,－1.53%,363500,347225,363342,352463,153,11205
2015/08/19,369000,369000,345000,360000,▼9000,－2.44%,365600,346300,363600,352046,696,11229
2015/08/18,365500,371000,365000,369000,▼2500,－0.67%,364700,345750,363892,351596,348,11224
2015/08/17,362000,374500,358000,371500,▲9000,＋2.48%,361500,345175,364117,351100,689,11271
2015/08/13,360000,363000,350000,362500,▼2500,－0.68%,359100,344650,364292,350583,4538,11285
2015/08/12,351000,367000,333000,365000,▲9500,＋2.67%,356900,344450,364692,350121,2150,11297
2015/08/11,355000,360000,349000,355500,▲2500,＋0.71%,350600,343875,365050,349625,846,11328
2015/08/10,359000,361500,347000,353000,▼6500,－1.81%,346100,343775,365525,349196,815,11378
2015/08/07,351500,361000,338000,359500,▲8000,＋2.28%,342100,343825,366433,348738,1916,11446
2015/08/06,331000,354000,331000,351500,▲18000,＋5.40%,337600,343600,367317,348200,1471,11470
2015/08/05,331000,333500,329000,333500,▲500,＋0.15%,335700,343825,368017,347633,432,11445
2015/08/04,333000,334000,325000,333000,0.0,0.00%,336000,345250,368892,347229,3869,11356
2015/08/03,337000,337000,328000,333000,▼4000,－1.19%,335300,346850,369725,346796,446,11324
2015/07/31,339000,340000,329000,337000,▼5000,－1.46%,334900,348675,370408,346375,577,11326
2015/07/30,333000,343000,329000,342000,▲7000,＋2.09%,333600,350475,371000,345908,737,11383
2015/07/29,331500,335500,325000,335000,▲5500,＋1.67%,332800,352050,371558,345392,3723,11420
2015/07/28,331000,331000,317500,329500,▼1500,－0.45%,333000,354025,372442,344950,489,11394
2015/07/27,330500,333000,317500,331000,▲500,＋0.15%,336900,356275,373258,344492,690,11375
2015/07/24,340000,341000,328000,330500,▼7500,－2.22%,342200,358475,373808,343917,724,11362
2015/07/23,336000,340000,331500,338000,▲2000,＋0.60%,348300,360825,374300,343300,663,11344
2015/07/22,346500,349000,334000,336000,▼13000,－3.72%,352400,362825,374792,342592,936,11324
2015/07/21,356500,356500,345000,349000,▼8500,－2.38%,355900,365075,375517,341875,778,11258
2015/07/20,361000,361000,350000,357500,▼3500,－0.97%,356800,366625,376058,341054,615,11255
2015/07/17,358500,367000,353500,361000,▲2500,＋0.70%,356100,367725,376500,340167,281,11246
2015/07/16,353500,359000,352000,358500,▲5000,＋1.41%,354900,368575,376992,339250,429,11282
2015/07/15,353500,354000,348500,353500,0.0,0.00%,354400,369650,377583,338333,905,11300
2015/07/14,354000,356000,348500,353500,▼500,－0.14%,356100,371575,377808,337471,592,11297
2015/07/13,355000,355500,351000,354000,▼1000,－0.28%,358400,373675,377792,336629,207,11299
2015/07/10,359500,359500,354000,355000,▼1000,－0.28%,361500,375700,377600,335783,140,11302
2015/07/09,360000,360000,336000,356000,▼6000,－1.66%,365100,377600,377208,334942,227,11283
2015/07/08,363000,363500,358500,362000,▼3000,－0.82%,368600,379400,376833,334096,110,11296
2015/07/07,360000,367000,355500,365000,▼4500,－1.22%,371100,381050,376400,333196,464,11290
2015/07/06,371000,372000,364000,369500,▼3500,－0.94%,373000,381975,375892,332271,217,12194
2015/07/03,370500,375500,355000,373000,▼500,－0.13%,374100,382200,375367,331292,222,12214
2015/07/02,374500,377000,355000,373500,▼1000,－0.27%,375000,382325,374783,330233,203,11237
2015/07/01,377500,377500,371500,374500,0.0,0.00%,375900,382400,374117,329221,318,11259
2015/06/30,370500,375000,370500,374500,▼500,－0.13%,377200,381925,373183,328242,93,11301
2015/06/29,375500,377000,368000,375000,▼2500,－0.66%,378300,381300,372017,327292,195,11321
2015/06/26,371000,378000,371000,377500,▼500,－0.13%,379200,381025,370850,326354,190,11331
2015/06/25,380000,380000,368000,378000,▼3000,－0.79%,379300,380525,369633,325388,489,11319
2015/06/24,381000,381500,376000,381000,▲1000,＋0.26%,379700,379975,368392,324404,44,11382
2015/06/23,378500,380000,370000,380000,▲500,＋0.13%,381900,379425,367058,323388,154,11384
2015/06/22,378000,381500,375000,379500,▲1500,＋0.40%,385000,379300,365725,322388,106,11377
2015/06/19,383000,383000,367000,378000,▼2000,－0.53%,388000,379450,364392,321375,725,11395
2015/06/18,392000,392000,376000,380000,▼12000,－3.06%,391000,379650,363117,320371,743,11461
2015/06/17,389500,392000,381500,392000,▼3500,－0.88%,393400,379975,361825,319354,250,11530
2015/06/16,410000,410000,385000,395500,▲1000,＋0.25%,394000,379700,360342,318242,198,11579
2015/06/15,387500,407500,387000,394500,▲1500,＋0.38%,391600,379125,358817,317133,266,11640
2015/06/12,400500,400500,388000,393000,▲1000,＋0.26%,387500,379775,357367,316050,241,11653
2015/06/11,404000,404000,386000,392000,▼3000,－0.76%,384000,380750,355975,315013,276,11668
2015/06/10,383500,399500,383500,395000,▲11500,＋3.00%,380600,380825,354600,313988,663,9661
2015/06/09,372000,384000,372000,383500,▲9500,＋2.54%,374600,380375,353200,312933,312,9681
2015/06/08,371000,375000,368500,374000,▼1500,－0.40%,370300,380350,351975,311983,233,9680
2015/06/05,382000,382000,370000,375500,▲500,＋0.13%,369400,380350,350558,311117,206,9724
2015/06/04,363000,375500,359500,375000,▲10000,＋2.74%,367800,380200,348983,310279,411,9707
2015/06/03,362000,367500,356500,365000,▲3000,＋0.83%,366200,380225,347517,309400,596,9727
2015/06/02,369500,379500,360000,362000,▼7500,－2.03%,367200,381375,346300,308604,343,9689
2015/06/01,367500,380500,359000,369500,▲2000,＋0.54%,370300,382200,345225,307838,662,9699
2015/05/29,365500,370000,363000,367500,▲500,＋0.14%,372900,381925,344000,307000,371,9801
2015/05/28,370500,374500,366000,367000,▼3000,－0.81%,375800,381550,342817,306217,178,9836
2015/05/27,372000,372000,361500,370000,▼7500,－1.99%,379700,381575,341583,305446,714,9855
2015/05/26,380000,388500,374000,377500,▼5000,－1.31%,383000,382050,340492,304629,526,9887
2015/05/22,390000,390000,380500,382500,▲500,＋0.13%,384300,382250,339300,303804,274,9922
2015/05/21,387500,388000,380000,382000,▼4500,－1.16%,389300,382325,338083,302946,710,9949
2015/05/20,387000,389000,381000,386500,0.0,0.00%,395400,382750,336875,302092,535,9944
2015/05/19,382000,387500,382000,386500,▲2500,＋0.65%,396800,383125,335550,301196,777,9939
2015/05/18,406000,406000,382500,384000,▼23500,－5.77%,396700,382150,334200,300308,2588,9468
2015/05/15,438000,438000,407500,407500,▼5000,－1.21%,396500,380575,332867,299421,848,9477
2015/05/14,393000,415000,393000,412500,▲19000,＋4.83%,389800,377325,331042,298254,1206,9526
2015/05/13,394000,397500,386000,393500,▲7500,＋1.94%,381800,373275,329083,296996,818,9542
2015/05/12,380000,390500,379500,386000,▲3000,＋0.78%,378200,370275,327250,295967,528,9506
2015/05/11,374000,386000,373000,383000,▲9000,＋2.41%,378600,367775,325567,295083,420,9523
2015/05/08,372000,378000,366500,374000,▲1500,＋0.40%,377700,365350,323867,294229,283,9475
2015/05/07,375500,375500,354000,372500,▼3000,－0.80%,375700,363550,322342,293421,1013,9479
2015/05/06,388000,390000,372500,375500,▼12500,－3.22%,373200,361825,320817,292525,534,9444
2015/05/04,380000,390000,378500,388000,▲9500,＋2.51%,371600,359725,319225,291625,958,9575
2015/04/30,364500,381000,364000,378500,▲14500,＋3.98%,369900,356250,317458,290633,419,9838
2015/04/29,360000,370000,358000,364000,▲4000,＋1.11%,370500,352550,315725,289721,398,10717
2015/04/28,358000,368000,354500,360000,▼7500,－2.04%,374500,349600,314025,288913,950,10569
2015/04/27,371500,379000,356500,367500,▼12000,－3.16%,380600,346825,312300,288213,619,9599
2015/04/24,377000,384500,350500,379500,▼2000,－0.52%,385900,343625,310392,287513,777,9535
2015/04/23,382000,399000,374500,381500,▼2500,－0.65%,383400,339700,308233,286700,620,9428
2015/04/22,390500,399000,375500,384000,▼6500,－1.66%,377600,335625,306050,285863,1207,9422
2015/04/21,394000,398500,384000,390500,▼3500,－0.89%,369300,331400,303833,284975,841,9238
