[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2014/05/23,155000,155500,154500,155000,0.0,0.00%,155200,151825,153542,155125,141352,11402390
2014/05/22,156500,157500,154000,155000,▼1000,－0.64%,154700,151975,153542,155263,153653,11469189
2014/05/21,155500,157500,155000,156000,▼500,－0.32%,154300,152075,153508,155404,241787,11457995
2014/05/20,157500,159000,155500,156500,▲3000,＋1.95%,153300,152200,153525,155538,594383,11519681
2014/05/19,152500,155500,151500,153500,▲1000,＋0.66%,151400,152250,153542,155596,370533,11578097
2014/05/16,152000,152500,150000,152500,▼500,－0.33%,150000,152550,153592,155704,165070,11664128
2014/05/15,151000,153500,150500,153000,▲2000,＋1.32%,149500,152700,153625,155833,222083,11645279
2014/05/14,148500,151000,148000,151000,▲4000,＋2.72%,148500,152900,153617,156004,177423,11647256
2014/05/13,146500,147500,143500,147000,▲500,＋0.34%,148000,153250,153650,156192,193251,11643238
2014/05/12,149500,149500,145500,146500,▼3500,－2.33%,148600,153750,153642,156404,230038,11637873
2014/05/09,148500,152000,148500,150000,▲2000,＋1.35%,149500,154375,153667,156596,201387,11649433
2014/05/08,150500,151000,147500,148000,▼500,－0.34%,149700,154825,153600,156792,177674,11692159
2014/05/07,150000,150500,148000,148500,▼1500,－1.00%,150100,155375,153567,156954,177215,11758446
2014/05/02,151000,151500,148500,150000,▼1000,－0.66%,150400,155800,153525,157104,170135,11763871
2014/04/30,151500,152000,149500,151000,0.0,0.00%,151300,156075,153392,157288,185521,11796526
2014/04/29,150000,152000,150000,151000,▲1000,＋0.67%,152600,156325,153250,157458,124145,11828103
2014/04/28,149000,151000,148000,150000,0.0,0.00%,154000,156600,153050,157679,159188,11797046
2014/04/25,153500,154000,150000,150000,▼4500,－2.91%,155400,157150,152900,157913,324620,11816467
2014/04/24,156500,157000,152500,154500,▼3000,－1.90%,157100,157200,152792,158175,297931,11836543
2014/04/23,158000,159000,156500,157500,▼500,－0.32%,157700,157050,152642,158363,146235,11922540
2014/04/22,158000,158500,156500,158000,▲1000,＋0.64%,158100,156775,152400,158608,150434,11916983
2014/04/21,158000,158500,156500,157000,▼1500,－0.95%,157600,156625,152275,158788,101135,11940153
2014/04/18,157000,159000,156500,158500,▲1000,＋0.63%,157600,156400,152208,159008,135365,11937342
2014/04/17,160000,160500,156500,157500,▼2000,－1.25%,157500,156050,152175,159204,128584,11917900
2014/04/16,156000,159500,155000,159500,▲4000,＋2.57%,157400,155575,152133,159458,276723,11963317
2014/04/15,157500,157500,154500,155500,▼1500,－0.96%,157300,155125,152058,159688,177374,11958589
2014/04/14,157500,158000,156500,157000,▼1000,－0.63%,158000,154875,152092,160046,130771,11970351
2014/04/11,155500,158000,155000,158000,▲1000,＋0.64%,158400,154550,152083,160367,149612,11973992
2014/04/10,160000,160000,156500,157000,▼2000,－1.26%,158200,154175,152092,160683,201796,11884107
2014/04/09,160000,160000,158000,159000,0.0,0.00%,157900,153950,152025,160971,176520,11882023
2014/04/08,159000,160000,158000,159000,0.0,0.00%,157300,153625,151892,161221,197840,11893944
2014/04/07,157000,160000,156500,159000,▲2000,＋1.27%,156800,153475,151783,161517,346179,11829845
2014/04/04,155500,157500,155500,157000,▲1500,＋0.96%,157200,153050,151608,161813,246033,11864615
2014/04/03,156000,158000,155500,155500,▼500,－0.32%,156000,152850,151500,162125,394967,11881005
2014/04/02,158000,160500,155500,156000,▼500,－0.32%,155200,152825,151425,162413,520011,11967101
2014/04/01,161500,163000,155500,156500,▼4500,－2.80%,154400,152600,151292,162704,860842,11934364
2014/03/31,159000,170000,156000,161000,▲10000,＋6.62%,154100,152275,151242,162967,1973781,11786490
2014/03/28,151500,153500,150500,151000,▼500,－0.33%,152400,151750,151183,163188,178860,11739211
2014/03/27,152000,152500,150000,151500,▼500,－0.33%,152500,151675,151367,163513,206473,11713785
2014/03/26,156500,157000,152000,152000,▼3000,－1.94%,151800,151825,151542,163829,249489,11725485
2014/03/25,153000,156000,152500,155000,▲2500,＋1.64%,151500,152025,151675,164125,199006,11745397
2014/03/24,152000,155500,151500,152500,▲1000,＋0.66%,150600,152025,151775,164429,196555,11739982
2014/03/21,149000,151500,148000,151500,▲3500,＋2.36%,150200,152050,151958,164763,156213,11710019
2014/03/20,151000,151000,148000,148000,▼2500,－1.66%,150000,152325,152133,165050,172419,11676879
2014/03/19,151000,151500,150500,150500,0.0,0.00%,150900,152800,152392,165333,99521,11656572
2014/03/18,152000,152500,150000,150500,0.0,0.00%,151300,153100,152617,165588,169835,11646391
2014/03/17,151500,152000,150000,150500,0.0,0.00%,152400,153300,152867,165746,169712,11648418
2014/03/14,150000,152500,150000,150500,▼2000,－1.31%,152400,153400,153108,165917,152325,11657946
2014/03/13,153500,155000,152000,152500,0.0,0.00%,152900,153525,153400,166079,198908,11658083
2014/03/12,155000,155500,151500,152500,▼3500,－2.24%,153400,153225,153600,166200,174728,11711518
2014/03/11,151000,156000,150000,156000,▲5500,＋3.65%,153200,153000,153808,166350,223750,11748924
2014/03/10,152500,153000,150000,150500,▼2500,－1.63%,152000,152500,153958,166442,161702,11759595
2014/03/07,155000,156500,151500,153000,▼2000,－1.29%,152000,152275,154233,166621,214320,11767095
2014/03/06,152000,155000,151500,155000,▲3500,＋2.31%,151300,151925,154433,166821,209086,11781525
2014/03/05,152500,154000,150500,151500,▲1500,＋1.00%,151200,151275,154667,166983,177701,11773187
2014/03/04,150000,151500,149000,150000,▼500,－0.33%,152100,150825,154967,167179,193199,11762094
2014/03/03,147500,152000,147000,150500,▲1000,＋0.67%,153100,150275,155292,167350,263729,11714720
2014/02/28,154500,155000,149500,149500,▼5000,－3.24%,153600,149800,155683,167508,468044,11630860
2014/02/27,155500,157500,153500,154500,▼1500,－0.96%,155100,149500,156117,167671,181183,11632637
2014/02/26,158000,160000,156000,156000,▲1000,＋0.65%,155700,149050,156433,167858,254326,11633861
2014/02/25,154000,157500,154000,155000,▲2000,＋1.31%,155800,148400,156708,168029,175576,11663030
2014/02/24,156000,158000,152000,153000,▼4000,－2.55%,155700,148175,156983,168208,171089,11639121
2014/02/21,159000,160000,156000,157000,▼500,－0.32%,155600,148175,157300,168400,234725,11626462
2014/02/20,157500,160000,156500,157500,▲1000,＋0.64%,154800,148150,157550,168504,301188,11639211
2014/02/19,155000,156500,153500,156500,▲2000,＋1.29%,152600,148025,157650,168554,127666,11652406
2014/02/18,153500,156500,153000,154500,▲2000,＋1.31%,150900,147950,157817,168617,180350,11644775
2014/02/17,155000,155500,152000,152500,▼500,－0.33%,149200,148100,158042,168700,157983,11666513
2014/02/14,149000,155000,148500,153000,▲6500,＋4.44%,147900,148300,158392,168854,320591,11687621
2014/02/13,147500,151000,146500,146500,▼1500,－1.01%,146500,148575,158733,168954,182552,11654507
2014/02/12,148000,148500,146500,148000,▲2000,＋1.37%,145600,148900,159167,169113,144217,11686890
2014/02/11,146500,148000,145000,146000,0.0,0.00%,144500,149050,159525,169242,167177,11668918
2014/02/10,148000,148500,146000,146000,0.0,0.00%,143100,149375,159983,169379,142863,11709762
2014/02/07,144000,146000,144000,146000,▲4000,＋2.82%,142100,149500,160342,169521,162718,11723399
2014/02/06,143000,144500,141500,142000,▼500,－0.35%,141600,149725,160683,169679,231678,11746320
2014/02/05,140000,145000,139000,142500,▲3500,＋2.52%,142300,150175,161183,169846,277262,11782429
2014/02/04,138500,139500,136000,139000,▼2000,－1.42%,142400,150450,161667,170038,304744,11821066
2014/02/03,142500,144500,140500,141000,▼2500,－1.74%,144700,151175,162308,170250,194023,11922267
2014/01/29,146500,147500,143000,143500,▼2000,－1.37%,147100,152000,162925,170471,232269,11966319
2014/01/28,142500,146000,142500,145500,▲2500,＋1.75%,149700,152925,163558,170675,184493,12041782
2014/01/27,145500,146000,142000,143000,▼7500,－4.98%,151600,153750,164083,170821,422301,12072000
2014/01/24,151500,154500,146000,150500,▼2500,－1.63%,154000,154600,164817,171013,420903,12176270
2014/01/23,156500,156500,152500,153000,▼3500,－2.24%,155400,155125,165300,171133,247712,12176772
2014/01/22,154500,157000,153000,156500,▲1500,＋0.97%,156100,155650,165808,171229,109610,12246292
2014/01/21,154000,155000,152000,155000,0.0,0.00%,156500,155925,166233,171308,213268,12243790
2014/01/20,156500,157500,154000,155000,▼2500,－1.59%,156100,156350,166783,171383,123179,12250786
2014/01/17,158500,159000,155000,157500,▲1000,＋0.64%,155300,156800,167317,171442,156971,12255453
2014/01/16,159000,159500,156500,156500,▼2000,－1.26%,154300,157200,168000,171483,153519,12259458
2014/01/15,157500,160000,155000,158500,▲5500,＋3.59%,152700,157625,168650,171529,512085,12282661
2014/01/14,150000,154000,150000,153000,▲2000,＋1.32%,151100,158100,169275,171558,167386,12374731
2014/01/13,151500,152000,151000,151000,▼1500,－0.98%,150700,158675,169917,171600,151237,12397795
2014/01/10,148500,153000,147500,152500,▲4000,＋2.69%,150100,159375,170550,171650,281746,12449156
2014/01/09,150500,151500,148500,148500,▼2000,－1.33%,150300,160000,171250,171688,209540,12486728
2014/01/08,151000,152500,149000,150500,▼500,－0.33%,152100,160925,172017,171679,216949,12523805
2014/01/07,147000,151500,146500,151000,▲3000,＋2.03%,154400,161650,172750,171642,197574,12550282
2014/01/06,153500,154000,145500,148000,▼5500,－3.58%,156600,162550,173400,171558,499394,12501629
2014/01/03,157500,159000,153500,153500,▼4000,－2.54%,159000,163625,174117,171492,288941,12514306
2014/01/02,163500,164500,156500,157500,▼4500,－2.78%,160500,164425,174692,171379,249000,12539971
2013/12/30,162500,162500,160500,162000,0.0,0.00%,161700,165250,175192,171246,116413,12544947
2013/12/27,160500,163500,159500,162000,▲2000,＋1.25%,161700,165925,175658,171096,203083,12526307
2013/12/26,162500,163000,159500,160000,▼1000,－0.62%,162000,166500,176117,170921,250680,12524901
2013/12/24,163500,163500,159000,161000,▼2500,－1.53%,162800,167125,176575,170788,335008,12499010
2013/12/23,162500,164500,161500,163500,▲1500,＋0.93%,163700,167650,177083,170625,153105,12486181
2013/12/20,163000,165000,161500,162000,▼1500,－0.92%,164000,168075,177567,170400,174698,12486219
2013/12/19,166000,166500,163000,163500,▼500,－0.30%,165200,168575,177967,170183,191070,12496175
2013/12/18,166500,167000,164000,164000,▼1500,－0.91%,165400,168575,178275,169938,165791,12503182
2013/12/17,167000,167500,165000,165500,▲500,＋0.30%,165600,168700,178558,169688,115149,12528282
2013/12/16,167000,168500,165000,165000,▼3000,－1.79%,165500,168825,178625,169458,135608,12556966
2013/12/13,164500,168000,163000,168000,▲3500,＋2.13%,165900,169250,178725,169250,186921,12602587
2013/12/12,164000,167000,164000,164500,▼500,－0.30%,165300,169525,178758,169029,166730,12571606
2013/12/11,164500,168000,164000,165000,0.0,0.00%,166200,169925,178800,168838,154478,12588862
2013/12/10,168000,168500,165000,165000,▼2000,－1.20%,167100,170150,178892,168638,128976,12612665
2013/12/09,167000,168500,166000,167000,▲2000,＋1.21%,168000,170575,178925,168417,163383,12624071
2013/12/06,168000,169500,165000,165000,▼4000,－2.37%,169400,170600,179008,168213,265145,12605586
2013/12/05,169000,172000,168000,169000,▼500,－0.29%,171500,170675,179208,167992,129565,12613976
2013/12/04,172500,173500,168000,169500,0.0,0.00%,172400,170825,179300,167738,184449,12614064
2013/12/03,174000,174000,168000,169500,▼4500,－2.59%,173000,170925,179392,167479,249399,12635026
2013/12/02,177000,177000,173000,174000,▼1500,－0.85%,173400,171325,179408,167213,117369,12647688
2013/11/29,175500,177500,173000,175500,▲2000,＋1.15%,173000,171525,179333,166933,170112,12637659
2013/11/28,174000,177500,172000,173500,▲1000,＋0.58%,172300,171825,179225,166646,392278,12617119
2013/11/27,171500,173000,170000,172500,▲1000,＋0.58%,170300,172000,179283,166379,161995,12633221
2013/11/26,171000,172500,169000,171500,▼500,－0.29%,169100,172725,179350,166117,160085,12651118
2013/11/25,174000,176500,172000,172000,0.0,0.00%,168400,173125,179433,165883,221893,12661113
2013/11/22,164500,173000,164500,172000,▲8500,＋5.20%,168700,173700,179500,165600,391713,12704204
2013/11/21,167000,168500,163000,163500,▼3000,－1.80%,169000,174200,179458,165300,308088,12654905
2013/11/20,169500,170000,166000,166500,▼1500,－0.89%,170800,175425,179458,165021,242529,12676342
2013/11/19,169000,169500,166000,168000,▼5500,－3.17%,171400,176450,179417,164713,621606,12693161
2013/11/18,175000,176000,171500,173500,0.0,0.00%,172500,177975,179358,164371,140096,12670318
2013/11/15,173500,177500,173000,173500,▲1000,＋0.58%,171300,179075,179317,163979,230214,12667065
2013/11/14,172000,172500,167500,172500,▲3000,＋1.77%,169900,180200,179175,163604,227313,12679408
2013/11/13,171000,172500,168000,169500,▼4000,－2.31%,169800,181150,179058,163238,181962,12735836
2013/11/12,170000,175000,170000,173500,▲6000,＋3.58%,170200,182125,178958,162896,288361,12769102
2013/11/11,168000,170500,164000,167500,▲1000,＋0.60%,171000,183175,178775,162508,269899,12774604
2013/11/08,170000,172000,165500,166500,▼5500,－3.20%,173100,184525,178700,162163,382087,12783465
2013/11/07,172000,172500,167000,172000,▲500,＋0.29%,176100,185925,178675,161829,436326,12787843
2013/11/06,176000,180500,169000,171500,▼6000,－3.38%,177100,186825,178508,161450,781484,12755802
2013/11/05,181500,183000,177000,177500,▼500,－0.28%,180200,187800,178408,161075,227191,12642322
2013/11/04,182500,183000,178000,178000,▼3500,－1.93%,180600,188325,178192,160667,175835,12637051
2013/11/01,178500,182000,176000,181500,▲4500,＋2.54%,181700,188800,178017,160246,337801,12696909
2013/10/31,182000,182500,176500,177000,▼10000,－5.35%,181800,189225,177792,159796,726901,12679343
2013/10/30,180000,187000,180000,187000,▲7500,＋4.18%,184000,189850,177558,159388,359066,12823072
2013/10/29,182500,183000,179000,179500,▼4000,－2.18%,184000,189875,177208,158896,323165,12816472
2013/10/28,180500,183500,174000,183500,▲1500,＋0.82%,187800,190475,176967,158467,571449,12818001
2013/10/25,188000,188500,181500,182000,▼6000,－3.19%,190200,190925,176650,158008,365893,12844713
2013/10/24,185000,188500,181000,188000,▲1000,＋0.53%,193000,191125,176383,157525,521684,12882726
2013/10/23,198500,200000,183000,187000,▼11500,－5.79%,193700,190825,175983,156992,845681,12943916
2013/10/22,194000,199000,191500,198500,▲3000,＋1.53%,194100,190525,175567,156475,408776,12986432
2013/10/21,195000,197000,191500,195500,▼500,－0.26%,193300,189075,174967,155858,277313,12963333
2013/10/18,192000,197000,189000,196000,▲4500,＋2.35%,193100,187850,174408,155250,412581,12960575
2013/10/17,191000,191500,186500,191500,▲2500,＋1.32%,192800,186550,173842,154650,360130,12986327
2013/10/16,194000,196500,188500,189000,▼5500,－2.83%,192500,185325,173283,154083,494141,12984728
2013/10/15,196000,197000,192500,194500,0.0,0.00%,192900,184400,172750,153529,212458,13059145
2013/10/14,195000,197500,193500,194500,0.0,0.00%,191600,183025,172125,152963,209708,13061114
2013/10/11,193500,196500,192000,194500,▲4500,＋2.37%,190200,181900,171342,152400,337384,13049719
2013/10/10,190000,195000,189000,190000,▼1000,－0.52%,189300,181025,170533,151838,355636,12959133
2013/10/08,188500,191000,187000,191000,▲3000,＋1.60%,189200,180250,169717,151296,178681,12941247
2013/10/07,190000,191500,186500,188000,▲500,＋0.27%,188500,179450,168867,150771,195937,12934496
2013/10/04,183500,188500,181000,187500,▼2500,－1.32%,189200,178575,168067,150258,640118,12968941
2013/10/02,192000,195000,190000,190000,▲500,＋0.26%,190200,177675,167300,149738,224087,12964564
2013/10/01,187000,193000,187000,189500,▲2000,＋1.07%,189400,176625,166533,149200,288175,12995843
2013/09/30,190000,192500,187000,187500,▼4000,－2.09%,187900,176000,165725,148679,297545,13013771
2013/09/27,192500,199000,191000,191500,▼1000,－0.52%,186600,175450,165000,148225,554237,13066353
2013/09/26,187000,193000,184000,192500,▲6500,＋3.49%,182200,174700,164167,147767,516125,13089627
2013/09/25,181000,188000,180500,186000,▲4000,＋2.20%,177900,173875,163233,147308,546677,12951121
2013/09/24,180500,184000,179000,182000,▲1000,＋0.55%,174700,173050,162400,146917,430275,12850830
2013/09/23,172000,181000,171500,181000,▲11500,＋6.78%,171700,172125,161600,146571,736949,12788251
2013/09/17,170500,171000,168500,169500,▼1500,－0.88%,169600,171275,160817,146233,142670,12619701
2013/09/16,171500,172000,169000,171000,▲1000,＋0.59%,169100,171025,160292,145983,235344,12598077
