[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/07/17,112500,112500,108000,108500,▼3000,－2.69%,109700,112400,117900,126246,291829,20395901
2015/07/16,110500,113500,110000,111500,▲2500,＋2.29%,109700,112950,118300,126308,270950,20417510
2015/07/15,109500,110500,108000,109000,▼500,－0.46%,109000,113500,118692,126333,210808,20422595
2015/07/14,111500,112000,108500,109500,▼500,－0.45%,109000,114200,119158,126354,142893,20398010
2015/07/13,108500,110500,108500,110000,▲1500,＋1.38%,109500,114475,119650,126363,114016,20392984
2015/07/10,108500,110000,107000,108500,▲500,＋0.46%,109800,114625,120167,126358,194390,20371008
2015/07/09,106500,108000,105000,108000,▼1000,－0.92%,110600,114875,120708,126400,261190,20371620
2015/07/08,112000,112500,109000,109000,▼3000,－2.68%,111600,115150,121150,126433,247011,20368608
2015/07/07,113000,113500,110500,112000,▲500,＋0.45%,112300,115350,121575,126471,200396,20400465
2015/07/06,114500,118000,111500,111500,▼1000,－0.89%,112100,115375,121983,126504,384321,20382056
2015/07/03,112500,112500,110000,112500,▼500,－0.44%,112500,115475,122333,126538,277264,20403177
2015/07/02,114000,114000,111500,113000,▲500,＋0.44%,113200,115650,122667,126550,217090,20332965
2015/07/01,112000,113500,111000,112500,▲1500,＋1.35%,113900,115975,122983,126529,195277,20334310
2015/06/30,111500,113000,109000,111000,▼2500,－2.20%,115300,116500,123367,126517,379888,20303729
2015/06/29,115000,115000,112000,113500,▼2500,－2.16%,116900,117050,123750,126550,183490,20334992
2015/06/26,116500,117000,115000,116000,▼500,－0.43%,117600,117575,124075,126579,174603,20335598
2015/06/25,119500,119500,116500,116500,▼3000,－2.51%,118300,117900,124417,126579,198493,20329187
2015/06/24,119000,120500,118000,119500,▲500,＋0.42%,119500,118325,124867,126604,149323,20336518
2015/06/23,118500,119500,116500,119000,▲2000,＋1.71%,120200,118625,125200,126617,242150,20313943
2015/06/22,119000,119000,116000,117000,▼2500,－2.09%,119400,118975,125575,126638,186803,20282640
2015/06/19,123000,124500,119000,119500,▼3000,－2.45%,118600,119225,125967,126663,249893,20253392
2015/06/18,125000,126500,121500,122500,▼500,－0.41%,117400,119175,126358,126675,335507,20280789
2015/06/17,116000,124000,116000,123000,▲8000,＋6.96%,115600,119125,126733,126642,636942,20303447
2015/06/16,112500,116000,112000,115000,▲2000,＋1.77%,113600,119150,127058,126621,354361,20190518
2015/06/15,113000,114500,112000,113000,▼500,－0.44%,113100,119550,127425,126688,173039,20108020
2015/06/12,113500,117500,113000,113500,0.0,0.00%,113200,119975,127833,126783,267911,20051996
2015/06/11,113500,114500,112000,113500,▲500,＋0.44%,113700,120375,128233,126883,348355,20072846
2015/06/10,113000,114500,112500,113000,▲500,＋0.44%,114900,120675,128542,126983,202859,20003425
2015/06/09,114000,115500,111500,112500,▼1000,－0.88%,116900,120825,128867,127046,285594,20038470
2015/06/08,116000,117000,113500,113500,▼2500,－2.16%,118800,121025,129200,127121,293157,20093678
2015/06/05,118000,119000,115000,116000,▼3500,－2.93%,120900,121275,129508,127204,451811,20078103
2015/06/04,125000,125000,118500,119500,▼3500,－2.85%,122200,121350,129750,127304,266764,20114790
2015/06/03,122500,124500,122000,123000,▲1000,＋0.82%,123300,121225,130050,127363,173539,20122765
2015/06/02,123500,125500,122000,122000,▼2000,－1.61%,123800,120925,130333,127392,157684,20075861
2015/06/01,123000,125500,121000,124000,▲1500,＋1.22%,124600,120825,130608,127442,226382,20080055
2015/05/29,124500,126000,122500,122500,▼2500,－2.00%,124200,120525,130817,127475,258838,20020445
2015/05/28,126500,128000,124500,125000,▼500,－0.40%,123400,120700,131083,127504,364464,19969228
2015/05/27,125500,127000,123500,125500,▼500,－0.40%,122700,120925,131317,127579,411522,19948444
2015/05/26,124000,128000,122500,126000,▲4000,＋3.28%,122300,121175,131500,127658,486755,19876432
2015/05/22,118500,122000,118500,122000,▲3500,＋2.95%,121700,121550,131692,127733,215448,19846317
2015/05/21,121500,122500,118500,118500,▼3000,－2.47%,121600,122075,131875,127800,196532,19760400
2015/05/20,123500,124000,121000,121500,▼2000,－1.62%,122200,122775,132125,127917,212594,19739346
2015/05/19,124000,124500,122500,123500,▲500,＋0.41%,121800,123450,132250,127996,211731,19682248
2015/05/18,122000,123500,121500,123000,▲1500,＋1.23%,120300,124125,132358,128050,232330,19620794
2015/05/15,122500,123500,120000,121500,0.0,0.00%,119000,124925,132467,128075,274876,19614930
2015/05/14,118500,122500,118500,121500,▲2000,＋1.67%,118400,125900,132642,128121,315208,19567882
2015/05/13,118500,120500,117500,119500,▲3500,＋3.02%,117600,126875,132833,128179,313721,19542466
2015/05/12,116500,117500,115500,116000,▼500,－0.43%,117100,127625,133075,128258,183352,19557150
2015/05/11,119500,119500,116500,116500,▼2000,－1.69%,117300,128550,133350,128371,197870,19570522
2015/05/08,119500,120000,118000,118500,▲1000,＋0.85%,118000,129550,133642,128467,203313,19616258
2015/05/07,116000,118000,116000,117500,▲500,＋0.43%,117900,130250,133883,128538,208579,19645260
2015/05/06,115000,118500,114500,117000,0.0,0.00%,119600,131000,134067,128625,290819,19654606
2015/05/04,120000,120500,117000,117000,▼3000,－2.50%,122100,131750,134325,128713,278948,19662854
2015/04/30,118000,121500,117000,120000,▲2000,＋1.69%,124800,132675,134542,128767,396864,19696398
2015/04/29,122500,123000,116500,118000,▼8000,－6.35%,127500,133375,134717,128758,1147808,19645813
2015/04/28,129500,130500,123500,126000,▼3500,－2.70%,130400,134125,134900,128808,548028,19873885
2015/04/27,130500,133000,129000,129500,▼1000,－0.77%,131700,134650,134900,128779,335664,19959621
2015/04/24,133000,133500,130500,130500,▼3000,－2.25%,132800,135350,134883,128750,331412,20015516
2015/04/23,133500,134000,131500,133500,▲1000,＋0.75%,134100,135800,134833,128671,296189,20038693
2015/04/22,133500,135000,131000,132500,0.0,0.00%,135200,136200,134717,128579,312256,20048964
2015/04/21,136000,137000,132000,132500,▼2500,－1.85%,136900,136600,134592,128454,354425,20030043
2015/04/20,135500,137500,134500,135000,▼2000,－1.46%,138600,137125,134317,128321,255781,20070804
2015/04/17,139000,139000,137000,137000,▼2000,－1.44%,138500,137625,133975,128167,210736,20076017
2015/04/16,141500,142500,137000,139000,▼2000,－1.42%,138000,137900,133550,127992,304314,20080843
2015/04/15,141500,142000,138500,141000,0.0,0.00%,137500,137800,133075,127804,321247,20061284
2015/04/14,134500,141500,134000,141000,▲6500,＋4.83%,135800,137625,132550,127567,492058,20073857
2015/04/13,135000,135500,133000,134500,0.0,0.00%,134100,137450,132092,127354,258462,20076019
2015/04/10,136500,137500,133500,134500,▼2000,－1.47%,133600,137325,131717,127113,309316,20071361
2015/04/09,133000,137000,132500,136500,▲4000,＋3.02%,133800,137225,131367,126854,255442,20079645
2015/04/08,133500,134500,132000,132500,0.0,0.00%,133300,137025,131025,126617,200117,19995851
2015/04/07,133500,135000,132000,132500,▲500,＋0.38%,133400,137000,130742,126463,222712,19985135
2015/04/06,134500,135000,132000,132000,▼3500,－2.58%,134200,136900,130433,126321,168670,19985495
2015/04/03,134000,135500,133000,135500,▲1500,＋1.12%,136500,137175,130075,126196,116707,19995467
2015/04/02,134500,135500,133500,134000,▲1000,＋0.75%,137300,137400,129667,126063,205165,19999851
2015/04/01,135000,135500,131000,133000,▼3500,－2.56%,138800,137625,129350,125946,473833,20003050
2015/03/31,143500,143500,135000,136500,▼7000,－4.88%,140300,137800,129083,125804,579552,19963850
2015/03/30,140500,144000,140000,143500,▲4000,＋2.87%,141600,137900,128742,125675,225316,20034182
2015/03/27,142000,142500,138500,139500,▼2000,－1.41%,141900,137675,128342,125500,252908,20013740
2015/03/26,140000,144000,139500,141500,▲1000,＋0.71%,142500,137525,128033,125358,298421,20003723
2015/03/25,143000,145000,139500,140500,▼2500,－1.75%,141600,137325,127700,125213,240031,19917116
2015/03/24,145000,146000,142500,143000,▼2000,－1.38%,141000,136950,127358,125125,227224,19882372
2015/03/23,143500,145500,142000,145000,▲2500,＋1.75%,139900,136475,126992,125029,342500,19824540
2015/03/20,140000,143000,140000,142500,▲5500,＋4.01%,137300,135675,126550,124938,502430,19730185
2015/03/19,141000,141000,137000,137000,▼500,－0.36%,135300,135050,126183,124975,233884,19551869
2015/03/18,138000,140000,136500,137500,0.0,0.00%,134400,134675,125950,125054,268913,19529635
2015/03/17,133000,138500,133000,137500,▲5500,＋4.17%,133300,134400,125733,125142,347385,19493983
2015/03/16,133500,135500,132000,132000,▼500,－0.38%,131900,134175,125533,125250,197362,19425801
2015/03/13,133500,134500,131500,132500,0.0,0.00%,133000,134275,125425,125408,142304,19432826
2015/03/12,132000,134500,132000,132500,▲500,＋0.38%,134500,134275,125225,125521,276974,19432595
2015/03/11,128000,133500,128000,132000,▲1500,＋1.15%,135700,134350,125042,125629,307156,19378411
2015/03/10,137500,137500,128500,130500,▼7000,－5.09%,136600,134400,124900,125754,596885,19324667
2015/03/09,139000,141000,137500,137500,▼2500,－1.79%,138200,134300,124858,125908,194334,19355948
2015/03/06,138000,140500,138000,140000,▲1500,＋1.08%,138500,134050,124675,126029,201152,19390416
2015/03/05,136000,139500,135500,138500,▲2000,＋1.47%,137800,133550,124450,126117,160380,19354790
2015/03/04,138000,140000,136500,136500,▼2000,－1.44%,137600,133150,124275,126221,201941,19352474
2015/03/03,140500,141000,138500,138500,▼500,－0.36%,136900,132775,124133,126363,229983,19372200
2015/03/02,138000,140500,137500,139000,▲2500,＋1.83%,135900,132150,123925,126492,425888,19388632
2015/02/27,137500,138500,136500,136500,▼1000,－0.73%,133900,131625,123842,126596,223347,19466570
2015/02/26,134000,138500,132500,137500,▲4500,＋3.38%,132600,131175,123817,126721,344781,19495055
2015/02/25,134500,135500,132500,133000,▼500,－0.37%,131000,130625,123775,126800,220894,19512791
2015/02/24,133000,136000,132000,133500,▲4500,＋3.49%,130800,130225,123725,126917,440978,19485732
2015/02/23,131500,132500,128500,129000,▼1000,－0.77%,130700,129350,123708,127038,175404,19426415
2015/02/17,130000,132000,129500,130000,▲500,＋0.39%,131700,128625,123742,127196,147995,19411924
2015/02/16,131000,133000,129000,129500,▼2500,－1.89%,132200,127700,123742,127363,232246,19389323
2015/02/13,133500,134000,130000,132000,▼1000,－0.75%,133100,126750,123683,127550,163557,19367430
2015/02/12,133000,133500,131000,133000,▼1000,－0.75%,133300,125625,123600,127733,166934,19372189
2015/02/11,134000,135500,133000,134000,▲1500,＋1.13%,132400,124650,123525,127879,163823,19353723
2015/02/10,133500,135500,132500,132500,▼1500,－1.12%,132100,123550,123442,128013,188862,19341678
2015/02/09,133500,136000,132000,134000,▲1000,＋0.75%,131600,122600,123392,128125,281313,19355137
2015/02/06,128500,133000,127000,133000,▲4500,＋3.50%,130900,121700,123292,128242,227527,19365449
2015/02/05,132000,132500,128500,128500,▼4000,－3.02%,130100,120825,123192,128371,253994,19337522
2015/02/04,131500,134000,130500,132500,▲2500,＋1.92%,129600,120100,123183,128538,287294,19350953
2015/02/03,131500,132000,129000,130000,▼500,－0.38%,128800,119000,123100,128729,168274,19251777
2015/02/02,129000,131500,128500,130500,▲1500,＋1.16%,128300,118050,122992,128942,195016,19243830
2015/01/30,128500,131000,126500,129000,▲3000,＋2.38%,127500,117275,122800,129196,331214,19221237
2015/01/29,127500,128500,126000,126000,▼2500,－1.95%,126700,116675,122717,129471,202421,19199718
2015/01/28,126000,129500,126000,128500,▲1000,＋0.78%,124700,116175,122658,129767,228877,19197091
2015/01/27,125000,128000,124000,127500,▲1000,＋0.79%,121900,115725,122617,130033,393394,19184011
2015/01/26,127500,129000,123500,126500,▲1500,＋1.20%,118700,115400,122508,130300,543185,19262548
2015/01/23,118500,125000,118000,125000,▲9000,＋7.76%,115500,115150,122442,130563,625114,19135496
2015/01/22,116000,117000,114000,116000,▲1500,＋1.31%,112400,114900,122317,130829,245919,19049275
2015/01/21,112500,114500,111000,114500,▲3000,＋2.69%,111900,115150,122325,131208,211357,19082717
2015/01/20,111000,114000,110500,111500,▲1000,＋0.90%,111400,115350,122358,131638,222284,19082358
2015/01/19,110500,112000,109500,110500,▲1000,＋0.91%,111800,115800,122433,132088,172393,19109708
2015/01/16,113000,113000,109000,109500,▼4000,－3.52%,112900,116425,122533,132563,290994,19134946
2015/01/15,113500,114000,112000,113500,▲1500,＋1.34%,114100,117175,122583,133033,133210,19227415
2015/01/14,113500,116000,112000,112000,▼1500,－1.32%,114200,117775,122617,133504,195093,19235632
2015/01/13,115000,115500,113000,113500,▼2500,－2.16%,113900,118450,122508,133992,277240,19217844
2015/01/12,114500,117500,114000,116000,▲500,＋0.43%,113400,118800,122342,134471,110167,19237349
2015/01/09,116500,117000,115000,115500,▲1500,＋1.32%,113200,119075,122208,134946,217970,19248835
2015/01/08,111500,115000,111000,114000,▲3500,＋3.17%,113500,119475,122183,135417,192137,19209162
2015/01/07,109500,112000,109000,110500,▼500,－0.45%,113900,120175,122208,135863,170777,19182973
2015/01/06,112000,113000,110000,111000,▼4000,－3.48%,115700,120975,122317,136329,283326,19186541
2015/01/05,116500,117500,114500,115000,▼2000,－1.71%,117700,121750,122458,136771,218029,19201030
2015/01/02,115500,118500,115500,117000,▲1000,＋0.86%,119000,122400,122542,137213,129817,19149459
2014/12/30,120000,120500,116000,116000,▼3500,－2.93%,119600,122950,122525,137642,223266,19081551
2014/12/29,121000,121000,119000,119500,▼1500,－1.24%,120600,123450,122608,138104,102586,19079470
2014/12/26,121000,123500,121000,121000,▼500,－0.41%,120400,124175,122658,138533,142749,19184836
2014/12/24,120000,122000,119500,121500,▲1500,＋1.25%,120300,124875,122683,138929,183116,19201060
2014/12/23,121000,121000,119500,120000,▼1000,－0.83%,120600,125550,122725,139317,159760,19143015
2014/12/22,118500,121500,118000,121000,▲2500,＋2.11%,121500,126050,122892,139667,213247,19117624
2014/12/19,122000,122000,118500,118500,▼2000,－1.66%,122400,126625,123067,140008,244261,19066652
2014/12/18,125000,125000,119000,120500,▼2500,－2.03%,123800,127250,123325,140363,218306,19098227
2014/12/17,124500,125500,118500,123000,▼1500,－1.20%,123800,127725,123767,140738,202569,19079390
2014/12/16,125000,126500,124000,124500,▼1000,－0.80%,123500,127875,124158,141121,102605,19092316
2014/12/15,124000,127500,123000,125500,0.0,0.00%,123300,128000,124550,141488,141825,19133624
2014/12/12,122000,127500,122000,125500,▲5000,＋4.15%,123800,128150,124967,141821,265128,19181466
2014/12/11,119000,124500,118500,120500,▼1000,－0.82%,124000,128325,125392,142188,253727,19185178
2014/12/10,122500,123500,120000,121500,▼2000,－1.62%,125200,128775,125817,142575,218032,19224101
2014/12/09,126500,127500,123000,123500,▼4500,－3.52%,126500,129100,126217,142958,297069,19203853
2014/12/08,127500,129000,126500,128000,▲1500,＋1.19%,127400,129275,126608,143329,134971,19199062
2014/12/05,127000,127500,126000,126500,0.0,0.00%,127000,129275,126958,143625,131061,19190014
2014/12/04,127500,130000,125000,126500,▼1500,－1.17%,128500,129325,127383,143946,227627,19173370
2014/12/03,127500,128500,126500,128000,0.0,0.00%,130200,129175,127783,144258,185551,19171809
2014/12/02,126000,129500,125500,128000,▲2000,＋1.59%,131600,128725,128167,144579,234210,19168044
2014/12/01,132500,133000,126000,126000,▼8000,－5.97%,132000,128525,128592,144913,422926,19135932
2014/11/28,134500,135500,132500,134000,▼1000,－0.74%,133300,128350,129058,145267,145403,19139994
2014/11/27,138000,141000,135000,135000,0.0,0.00%,132700,127950,129350,145467,738275,19163617
2014/11/26,131000,136000,131000,135000,▲5000,＋3.85%,131700,127250,129625,145604,363903,19007486
2014/11/25,133000,133000,129500,130000,▼2500,－1.89%,129900,126625,129825,145742,329476,18884654
2014/11/24,132500,134500,132000,132500,▲1500,＋1.15%,129300,126000,130108,145942,224885,18920299
2014/11/21,130500,132000,129500,131000,▲1000,＋0.77%,128500,125200,130367,146129,178757,18876556
2014/11/20,125500,130000,125500,130000,▲4000,＋3.17%,128100,124475,130650,146296,298197,18867577
2014/11/19,127500,129000,124500,126000,▼1000,－0.79%,128000,123775,130983,146483,245275,18782615
2014/11/18,128500,129500,126000,127000,▼1500,－1.17%,128400,123300,131417,146725,216731,18800447
2014/11/17,128500,128500,126000,128500,▼500,－0.39%,128400,122575,131867,146958,213336,18780748
2014/11/14,130500,131000,127000,129000,▼500,－0.39%,128300,121925,132233,147188,262531,18734908
2014/11/13,128500,130000,128000,129500,▲1500,＋1.17%,128000,120750,132583,147417,172435,18757637
2014/11/12,127500,129500,127000,128000,▲1000,＋0.79%,126800,119450,132858,147617,184895,18726558
2014/11/11,129000,129500,126500,127000,▼1000,－0.78%,125000,118450,133192,147821,190407,18734309
2014/11/10,128000,131000,126500,128000,▲500,＋0.39%,124400,117800,133550,148038,353911,18709211
2014/11/07,124000,128000,124000,127500,▲4000,＋3.24%,123300,117175,133892,148229,315230,18672781
2014/11/06,120000,124000,119500,123500,▲4500,＋3.78%,123000,116650,134358,148392,298316,18594458
2014/11/05,123000,125000,118500,119000,▼5000,－4.03%,122500,116450,134892,148583,289985,18592750
2014/11/04,123000,127000,122000,124000,▲1500,＋1.22%,123200,116500,135592,148842,322413,18620740
2014/11/03,126000,128500,122000,122500,▼3500,－2.78%,121900,116100,136225,149042,368619,18575022
2014/10/31,122500,126500,121500,126000,▲5000,＋4.13%,120700,116025,136875,149258,437912,18534990
2014/10/30,122500,127500,117000,121000,▼1500,－1.22%,118800,115850,137450,149458,646016,18492804
2014/10/29,118000,124000,117500,122500,▲5000,＋4.26%,117800,115925,138092,149708,425085,18465501
2014/10/28,120000,123000,117000,117500,▲1000,＋0.86%,116600,116000,138683,149946,428711,18389109
2014/10/27,117500,118000,115000,116500,0.0,0.00%,115600,116625,139342,150217,294796,18412219
2014/10/24,117000,118500,114500,116500,▲500,＋0.43%,115400,117375,140092,150496,368193,18367575
2014/10/23,116000,119500,115000,116000,▼500,－0.43%,113200,118250,140917,150813,439089,18363951
2014/10/22,116000,117500,114000,116500,▲4000,＋3.56%,110700,119800,141742,151158,385220,18336651
2014/10/21,116000,117000,111000,112500,▼3000,－2.60%,109000,121300,142592,151504,605483,18250310
2014/10/20,108500,116500,108500,115500,▲10000,＋9.48%,109300,123075,143483,151875,810021,18154682
2014/10/17,105000,107500,104000,105500,▲2000,＋1.93%,109300,124825,144392,152233,467783,17990907
2014/10/16,106500,107500,102000,103500,▼4500,－4.17%,111600,127100,145475,152667,1089281,17898597
2014/10/15,114500,116500,107000,108000,▼6000,－5.26%,114800,129225,146600,153133,561419,17672378
2014/10/14,115000,116000,113000,114000,▼1500,－1.30%,117200,131100,147683,153529,378536,17621812
2014/10/13,115000,117500,114000,115500,▼1500,－1.28%,117600,132750,148650,153888,248533,17679197
2014/10/10,118500,119500,116000,117000,▼2500,－2.09%,118700,134425,149517,154242,228143,17682230
2014/10/08,118000,120000,117500,119500,▼500,－0.42%,119800,136175,150342,154575,377497,17682642
2014/10/07,117000,121000,117000,120000,▲4000,＋3.45%,120400,137725,151083,154904,387950,17807819
2014/10/06,122000,122500,115500,116000,▼5000,－4.13%,121200,139275,151883,155229,649075,17725607
2014/10/02,122000,123500,120500,121000,▼1500,－1.22%,124000,141150,152758,155588,349373,17850633
2014/10/01,122500,126500,122000,122500,0.0,0.00%,126100,142800,153600,155888,384896,17893848
2014/09/30,123500,125500,122500,122500,▼1500,－1.21%,128400,144250,154408,156163,467678,17872186
2014/09/29,129500,130000,123000,124000,▼6000,－4.62%,133300,145700,155175,156442,856947,17978750
2014/09/26,130000,133500,129500,130000,▼1500,－1.14%,137800,146850,155908,156713,508493,18084699
2014/09/25,135000,135500,130000,131500,▼2500,－1.87%,141400,147700,156442,156971,646841,18177963
2014/09/24,145500,146000,133500,134000,▼13000,－8.84%,145200,148525,156950,157133,1481657,18193600
2014/09/23,146000,148000,145500,147000,▲500,＋0.34%,148600,149225,157400,157279,181751,18331306
2014/09/22,148500,149500,146000,146500,▼1500,－1.01%,148400,149375,157708,157321,183696,18365012
2014/09/19,151000,152000,148000,148000,▼2500,－1.66%,148200,149650,158083,157392,237283,18377892
2014/09/18,151500,152500,150500,150500,▼500,－0.33%,148000,149950,158425,157429,197454,18377546
2014/09/17,149500,151500,149000,151000,▲5000,＋3.42%,147700,149950,158675,157438,269805,18343719
2014/09/16,146000,147500,145000,146000,▲500,＋0.34%,147900,149900,158983,157413,183065,18310927
2014/09/15,146500,147000,145000,145500,▼1500,－1.02%,148800,149900,159333,157450,213920,18290092
2014/09/12,149000,150000,146000,147000,▼2000,－1.34%,149900,150025,159700,157492,295360,18282743
2014/09/11,151000,152000,149000,149000,▼3000,－1.97%,151200,150100,160050,157521,225506,18335192
2014/09/05,151000,152000,149000,152000,▲1500,＋1.00%,152200,150075,160292,157533,212976,18377870
2014/09/04,152000,152500,150000,150500,▼500,－0.33%,152100,150250,160508,157538,150813,18360337
2014/09/03,153500,154000,149500,151000,▼2500,－1.63%,152300,150500,160733,157554,262100,18339782
2014/09/02,154000,155000,152500,153500,▼500,－0.32%,151500,151000,160992,157596,172438,18296588
2014/09/01,153500,155500,153000,154000,▲2500,＋1.65%,150200,151425,161233,157571,314910,18293703
2014/08/29,152000,153000,150500,151500,0.0,0.00%,149000,151800,161475,157563,236930,18224044
2014/08/28,147500,152500,147000,151500,▲4500,＋3.06%,148300,152250,161583,157592,322486,18203554
2014/08/27,147000,148500,146000,147000,0.0,0.00%,148000,152650,161583,157592,190233,18194135
2014/08/26,149000,149500,146500,147000,▼1000,－0.68%,149000,153200,161658,157617,185164,18190148
2014/08/25,146500,149000,146000,148000,0.0,0.00%,150400,153700,161775,157646,161305,18180392
2014/08/22,151000,152000,147000,148000,▼2000,－1.33%,150900,154375,161892,157658,342167,18154028
2014/08/21,152000,152500,149000,150000,▼2000,－1.32%,151300,155275,161942,157713,212428,18156368
2014/08/20,154500,155000,151500,152000,▼2000,－1.30%,150500,156050,161983,157763,256024,18098211
2014/08/19,152500,154000,151500,154000,▲3500,＋2.33%,149700,156825,162033,157788,255021,18064828
2014/08/18,152000,153500,150000,150500,▲500,＋0.33%,148600,157425,162050,157779,260839,18031247
2014/08/14,146500,150500,146000,150000,▲4000,＋2.74%,148200,158400,162142,157833,274757,18052530
2014/08/13,148000,149000,144500,146000,▼2000,－1.35%,149300,159425,162250,157896,387851,18014891
2014/08/12,149000,150500,147500,148000,▼500,－0.34%,151200,160675,162375,157983,229661,17985063
2014/08/11,150000,151500,147000,148500,0.0,0.00%,153800,161925,162450,158038,447066,17843047
2014/08/08,155000,156000,148000,148500,▼7000,－4.50%,156500,163100,162525,158071,692362,17846499
2014/08/07,155500,156500,154000,155500,0.0,0.00%,159100,164050,162567,158108,238087,17988451
2014/08/06,161000,161500,154500,155500,▼5500,－3.42%,160100,164600,162425,158033,580195,18014440
2014/08/05,162000,163500,160500,161000,▼1000,－0.62%,160900,165025,162275,157971,218918,18035183
2014/08/04,163000,164000,161000,162000,▲500,＋0.31%,160300,165375,162092,157846,203960,18008191
2014/08/01,158500,161500,158000,161500,▲1000,＋0.62%,159300,165700,161858,157713,270721,18016246
2014/07/31,159000,162000,158500,160500,▲1000,＋0.63%,159300,166200,161642,157583,327731,17933120
2014/07/30,158500,161500,157500,159500,▲1500,＋0.95%,160400,166725,161467,157429,422528,17887428
2014/07/29,158500,160000,157000,158000,▲1000,＋0.64%,161600,167175,161325,157288,372668,17899143
2014/07/28,161000,161500,157000,157000,▼4500,－2.79%,163500,167675,161208,157129,594645,17916988
2014/07/25,166500,167000,160000,161500,▼4500,－2.71%,165300,167925,161092,156996,633939,17946355
2014/07/24,165000,167000,165000,166000,▲500,＋0.30%,167000,167950,160900,156846,232395,17986371
2014/07/23,168000,168500,165000,165500,▼2000,－1.19%,167900,167700,160708,156675,252870,17927286
2014/07/22,166500,168000,165500,167500,▲1500,＋0.90%,169000,167700,160575,156488,189869,17921572
2014/07/21,171500,172000,165500,166000,▼4000,－2.35%,170100,167775,160417,156346,333316,17896021
2014/07/18,169000,171000,168500,170000,▼500,－0.29%,171300,167900,160267,156238,246160,17886053
2014/07/17,172000,174000,170500,170500,▼500,－0.29%,170800,167675,160075,156125,255411,17845185
2014/07/16,174500,175000,170500,171000,▼2000,－1.16%,170000,167625,159858,155996,320673,17822120
2014/07/15,171000,176500,169500,173000,▲1000,＋0.58%,168600,167425,159667,155863,936651,17741180
2014/07/14,168500,172000,168000,172000,▲4500,＋2.69%,167600,167150,159375,155733,497523,11675075
2014/07/11,165500,168000,164500,167500,▲1000,＋0.60%,166900,166950,159125,155604,191828,11693532
2014/07/10,164500,167500,164000,166500,▲2500,＋1.52%,167700,166750,158967,155529,178073,11656969
2014/07/09,166500,167000,164000,164000,▼4000,－2.38%,168600,166675,158808,155417,204137,11613072
2014/07/08,167500,168500,163500,168000,▼500,－0.30%,169500,166675,158725,155308,354158,11581118
2014/07/07,171000,171000,166500,168500,▼3000,－1.75%,169500,166600,158575,155179,251582,11618344
2014/07/04,171000,171500,169000,171500,▲500,＋0.29%,168200,166575,158417,155013,221615,11646657
2014/07/03,169500,171000,168000,171000,▲2500,＋1.48%,166300,166425,158175,154838,368571,11612536
2014/07/02,169500,170000,167500,168500,▲500,＋0.30%,164300,165775,157917,154671,271032,11541019
2014/07/01,161500,168500,161000,168000,▲6000,＋3.70%,163700,164925,157708,154500,497128,11514680
2014/06/30,162000,162500,161000,162000,0.0,0.00%,163900,164100,157517,154379,174690,11441355
2014/06/27,161000,162500,159000,162000,▲1000,＋0.62%,165200,163700,157500,154342,255888,11429926
2014/06/26,165500,166000,159000,161000,▼4500,－2.72%,165900,163350,157317,154342,791291,11436127
2014/06/25,168500,168500,164500,165500,▼3500,－2.07%,167600,162850,157158,154350,275106,11418345
2014/06/24,168000,170000,166500,169000,▲500,＋0.30%,167900,162200,156933,154304,223602,11481054
2014/06/23,166000,169000,165500,168500,▲3000,＋1.81%,167600,161500,156700,154238,275841,11432229
2014/06/20,169500,169500,165000,165500,▼4000,－2.36%,167500,160825,156433,154196,320666,11330092
2014/06/19,167500,171500,166000,169500,▲2500,＋1.50%,167100,160350,156200,154167,465531,11302588
2014/06/18,167500,168000,165500,167000,▼500,－0.30%,166200,159700,155842,154117,266101,11159108
2014/06/17,169000,170000,167000,167500,▼500,－0.30%,165600,159025,155567,154092,391094,11052665
2014/06/16,164500,168500,162500,168000,▲4500,＋2.75%,165400,158275,155283,154075,446589,11030367
2014/06/13,164000,165500,162500,163500,▼1500,－0.91%,165400,157525,154992,154050,279592,10981935
2014/06/12,164000,165500,162500,165000,▲1000,＋0.61%,166400,156900,154775,154088,329163,10915328
2014/06/11,166000,166000,162500,164000,▼2500,－1.50%,165000,156000,154567,154083,401470,10766911
2014/06/10,166500,167000,162000,166500,▼1500,－0.89%,162500,155125,154375,154092,516832,10732303
2014/06/09,170500,173500,164000,168000,▼500,－0.30%,159500,154300,154200,154079,935676,10804076
2014/06/05,162500,168500,161500,168500,▲10500,＋6.65%,156700,153300,153908,154071,3456535,10882521
2014/06/03,160000,160500,155000,158000,▲6500,＋4.29%,154000,152300,153650,154042,1166851,10915930
2014/06/02,151500,152500,151000,151500,0.0,0.00%,152600,151900,153600,154133,103802,11216205
2014/05/30,154000,154000,151500,151500,▼2500,－1.62%,152800,151875,153600,154283,145376,11226374
2014/05/29,154000,155500,153000,154000,▼1000,－0.65%,153500,151850,153575,154433,136297,11263269
2014/05/28,151500,155000,151000,155000,▲4000,＋2.65%,153700,151650,153517,154600,273462,11276030
2014/05/27,153000,153500,150500,151000,▼1500,－0.98%,153900,151400,153425,154771,244588,11326374
2014/05/26,154500,155000,151500,152500,▼2500,－1.61%,155000,151575,153483,154958,169547,11383591
