[일시]남양유업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1991/11/12,18421,18421,17607,17607,▼814,－4.42%,17302,15612,14822,14771,3570,N/A
1991/11/11,18421,18421,18421,18421,▲814,＋4.62%,16996,15434,14773,14735,2740,N/A
1991/11/09,17607,17607,17607,17607,▲814,＋4.85%,16528,15215,14710,14695,500,N/A
1991/11/08,16080,16793,16080,16793,▲712,＋4.43%,16223,15037,14661,14658,3090,N/A
1991/11/07,16080,16080,16080,16080,0.0,0.00%,15918,14900,14625,14628,0,N/A
1991/11/06,16080,16080,16080,16080,0.0,0.00%,15755,14798,14601,14605,0,N/A
1991/11/05,16080,16080,16080,16080,0.0,0.00%,15592,14706,14578,14580,0,N/A
1991/11/04,15266,16080,15266,16080,▲814,＋5.33%,15307,14615,14554,14561,1010,N/A
1991/11/02,15266,15266,15266,15266,0.0,0.00%,15022,14523,14532,14541,0,N/A
1991/11/01,15266,15266,15266,15266,0.0,0.00%,14900,14472,14523,14528,0,N/A
1991/10/31,15266,15266,15266,15266,▲611,＋4.17%,14778,14421,14515,14516,10,N/A
1991/10/30,14656,14656,14656,14656,0.0,0.00%,14656,14371,14506,14503,0,N/A
1991/10/29,14656,14656,14656,14656,0.0,0.00%,14656,14350,14508,14495,0,N/A
1991/10/28,14656,14656,14656,14656,0.0,0.00%,14656,14330,14510,14489,0,N/A
1991/10/26,14656,14656,14656,14656,0.0,0.00%,14635,14310,14511,14483,0,N/A
1991/10/25,14656,14656,14656,14656,0.0,0.00%,14615,14289,14513,14477,0,N/A
1991/10/24,14656,14656,14656,14656,0.0,0.00%,14493,14269,14515,14472,0,N/A
1991/10/23,14656,14656,14656,14656,▲102,＋0.70%,14371,14248,14516,14466,210,N/A
1991/10/22,14554,14554,14554,14554,0.0,0.00%,14248,14228,14518,14460,0,N/A
1991/10/21,14554,14554,14554,14554,▲509,＋3.62%,14147,14213,14522,14455,2760,N/A
1991/10/19,14045,14045,14045,14045,0.0,0.00%,14045,14198,14525,14449,0,N/A
1991/10/18,14045,14045,14045,14045,0.0,0.00%,14086,14228,14537,14449,0,N/A
1991/10/17,14045,14045,14045,14045,0.0,0.00%,14126,14259,14549,14447,0,N/A
1991/10/16,14045,14045,14045,14045,0.0,0.00%,14167,14289,14561,14448,0,N/A
1991/10/15,14045,14045,14045,14045,▼204,－1.43%,14208,14320,14572,14451,0,N/A
1991/10/14,14248,14248,14248,14248,0.0,0.00%,14248,14350,14584,14459,0,N/A
1991/10/12,14248,14248,14248,14248,0.0,0.00%,14248,14371,14593,14465,0,N/A
1991/10/11,14248,14248,14248,14248,0.0,0.00%,14248,14391,14601,14471,0,N/A
1991/10/10,14248,14248,14248,14248,0.0,0.00%,14248,14411,14610,14483,0,N/A
1991/10/09,14248,14248,14248,14248,0.0,0.00%,14248,14432,14618,14496,0,N/A
1991/10/08,14248,14248,14248,14248,0.0,0.00%,14248,14452,14627,14509,0,N/A
1991/10/07,14248,14248,14248,14248,0.0,0.00%,14248,14472,14635,14526,50,N/A
1991/10/05,14248,14248,14248,14248,0.0,0.00%,14248,14493,14644,14543,0,N/A
1991/10/04,14248,14248,14248,14248,0.0,0.00%,14248,14513,14652,14560,0,N/A
1991/10/02,14248,14248,14248,14248,0.0,0.00%,14248,14533,14661,14577,10,N/A
1991/10/01,14248,14248,14248,14248,0.0,0.00%,14248,14554,14669,14594,0,N/A
1991/09/30,14248,14248,14248,14248,0.0,0.00%,14330,14574,14681,14611,0,N/A
1991/09/28,14248,14248,14248,14248,0.0,0.00%,14411,14594,14693,14628,0,N/A
1991/09/27,14248,14248,14248,14248,0.0,0.00%,14493,14615,14708,14645,0,N/A
1991/09/26,14248,14248,14248,14248,▼407,－2.78%,14574,14635,14723,14661,0,N/A
1991/09/25,14656,14656,14656,14656,0.0,0.00%,14656,14656,14742,14678,0,N/A
1991/09/24,14656,14656,14656,14656,0.0,0.00%,14656,14656,14754,14692,0,N/A
1991/09/20,14656,14656,14656,14656,0.0,0.00%,14656,14656,14766,14706,0,N/A
1991/09/19,14656,14656,14656,14656,0.0,0.00%,14656,14656,14767,14719,0,N/A
1991/09/18,14656,14656,14656,14656,0.0,0.00%,14656,14656,14769,14733,0,N/A
1991/09/17,14656,14656,14656,14656,0.0,0.00%,14656,14656,14771,14746,0,N/A
1991/09/16,14656,14656,14656,14656,0.0,0.00%,14656,14656,14773,14760,0,N/A
1991/09/14,14656,14656,14656,14656,0.0,0.00%,14656,14656,14774,14773,0,N/A
1991/09/13,14656,14656,14656,14656,0.0,0.00%,14656,14661,14776,14787,0,N/A
1991/09/12,14656,14656,14656,14656,0.0,0.00%,14656,14666,14778,14805,0,N/A
1991/09/11,14656,14656,14656,14656,0.0,0.00%,14656,14671,14779,14823,0,N/A
1991/09/10,14656,14656,14656,14656,0.0,0.00%,14656,14676,14781,14840,0,N/A
1991/09/09,14656,14656,14656,14656,0.0,0.00%,14656,14681,14783,14860,0,N/A
1991/09/07,14656,14656,14656,14656,0.0,0.00%,14656,14686,14784,14881,0,N/A
1991/09/06,14656,14656,14656,14656,0.0,0.00%,14656,14691,14784,14902,0,N/A
1991/09/05,14656,14656,14656,14656,0.0,0.00%,14656,14696,14781,14926,0,N/A
1991/09/04,14656,14656,14656,14656,0.0,0.00%,14656,14701,14778,14952,0,N/A
1991/09/03,14656,14656,14656,14656,0.0,0.00%,14656,14706,14766,14980,0,N/A
1991/09/02,14656,14656,14656,14656,0.0,0.00%,14656,14712,14754,15008,0,N/A
1991/08/31,14656,14656,14656,14656,0.0,0.00%,14656,14717,14742,15036,0,N/A
1991/08/30,14656,14656,14656,14656,0.0,0.00%,14656,14722,14720,15064,0,N/A
1991/08/29,14656,14656,14656,14656,0.0,0.00%,14656,14727,14698,15088,0,N/A
1991/08/28,14656,14656,14656,14656,0.0,0.00%,14656,14732,14679,15112,0,N/A
1991/08/27,14656,14656,14656,14656,0.0,0.00%,14676,14737,14656,15136,0,N/A
1991/08/26,14656,14656,14656,14656,0.0,0.00%,14696,14742,14632,15159,200,N/A
1991/08/24,14656,14656,14656,14656,0.0,0.00%,14717,14747,14608,15183,0,N/A
1991/08/23,14656,14656,14656,14656,▼102,－0.69%,14737,14752,14583,15214,490,N/A
1991/08/22,14757,14757,14757,14757,0.0,0.00%,14757,14757,14567,15245,250,N/A
1991/08/21,14757,14757,14757,14757,0.0,0.00%,14757,14757,14550,15277,0,N/A
1991/08/20,14757,14757,14757,14757,0.0,0.00%,14757,14757,14533,15307,0,N/A
1991/08/19,14757,14757,14757,14757,0.0,0.00%,14757,14757,14516,15337,540,N/A
1991/08/17,14757,14757,14757,14757,0.0,0.00%,14757,14757,14499,15364,50,N/A
1991/08/16,14757,14757,14757,14757,0.0,0.00%,14757,14757,14483,15391,0,N/A
1991/08/14,14757,14757,14757,14757,0.0,0.00%,14757,14757,14469,15418,220,N/A
1991/08/13,14757,14757,14757,14757,0.0,0.00%,14757,14757,14455,15445,0,N/A
1991/08/12,14757,14757,14757,14757,0.0,0.00%,14757,14757,14442,15472,0,N/A
1991/08/10,14757,14757,14757,14757,0.0,0.00%,14757,14767,14428,15499,0,N/A
1991/08/09,14757,14757,14757,14757,0.0,0.00%,14757,14778,14415,15527,0,N/A
1991/08/08,14757,14757,14757,14757,0.0,0.00%,14757,14798,14401,15560,0,N/A
1991/08/07,14757,14757,14757,14757,0.0,0.00%,14757,14818,14388,15594,1000,N/A
1991/08/06,14757,14757,14757,14757,0.0,0.00%,14757,14849,14374,15628,0,N/A
1991/08/05,14757,14757,14757,14757,0.0,0.00%,14757,14879,14360,15662,40,N/A
1991/08/03,14757,14757,14757,14757,0.0,0.00%,14757,14910,14345,15696,0,N/A
1991/08/02,14757,14757,14757,14757,0.0,0.00%,14757,14910,14335,15730,120,N/A
1991/08/01,14757,14757,14757,14757,0.0,0.00%,14757,14910,14330,15764,0,N/A
1991/07/31,14757,14757,14757,14757,0.0,0.00%,14757,14910,14333,15798,290,N/A
1991/07/30,14757,14757,14757,14757,0.0,0.00%,14757,14910,14337,15832,20,N/A
1991/07/29,14757,14757,14757,14757,0.0,0.00%,14757,14910,14340,15866,0,N/A
1991/07/27,14757,14757,14757,14757,0.0,0.00%,14757,14910,14357,15901,20,N/A
1991/07/26,14757,14757,14757,14757,0.0,0.00%,14757,14910,14374,15937,0,N/A
1991/07/25,14757,14757,14757,14757,0.0,0.00%,14757,14910,14391,15973,0,N/A
1991/07/24,14757,14757,14757,14757,0.0,0.00%,14798,14910,14416,16008,0,N/A
1991/07/23,14757,14757,14757,14757,0.0,0.00%,14839,14910,14442,16044,0,N/A
1991/07/22,14757,14757,14757,14757,0.0,0.00%,14920,14910,14467,16080,0,N/A
1991/07/20,14757,14757,14757,14757,▼204,－1.36%,15002,14905,14493,16112,80,N/A
1991/07/19,14961,14961,14961,14961,0.0,0.00%,15124,14890,14518,16144,0,N/A
1991/07/18,14961,14961,14961,14961,▼204,－1.34%,15205,14864,14540,16175,0,N/A
1991/07/16,15164,15164,15164,15164,0.0,0.00%,15287,14813,14562,16207,0,N/A
1991/07/15,15164,15164,15164,15164,▼204,－1.32%,15205,14752,14581,16237,0,N/A
1991/07/13,15368,15368,15368,15368,0.0,0.00%,15124,14691,14600,16262,0,N/A
1991/07/12,15368,15368,15368,15368,0.0,0.00%,15002,14589,14615,16278,0,N/A
1991/07/11,14757,15368,14757,15368,▲611,＋4.14%,14879,14488,14630,16294,50,N/A
1991/07/10,14757,14757,14757,14757,0.0,0.00%,14757,14396,14645,16310,200,N/A
1991/07/09,14757,14757,14757,14757,0.0,0.00%,14757,14320,14671,16336,0,N/A
1991/07/08,14757,14757,14757,14757,0.0,0.00%,14757,14243,14696,16361,200,N/A
1991/07/06,14757,14757,14757,14757,0.0,0.00%,14757,14167,14722,16387,310,N/A
1991/07/05,14757,14757,14757,14757,0.0,0.00%,14757,14086,14747,16412,0,N/A
1991/07/04,14757,14757,14757,14757,0.0,0.00%,14757,14035,14773,16437,70,N/A
1991/07/03,14757,14757,14757,14757,0.0,0.00%,14757,13984,14798,16463,0,N/A
1991/07/02,14757,14757,14757,14757,0.0,0.00%,14737,13933,14832,16488,0,N/A
1991/07/01,14757,14757,14757,14757,0.0,0.00%,14676,13882,14866,16514,0,N/A
1991/06/29,14757,14757,14757,14757,0.0,0.00%,14615,13831,14900,16543,10,N/A
1991/06/28,14757,14757,14757,14757,▲102,＋0.69%,14452,13780,14937,16571,10,N/A
1991/06/27,14656,14656,14656,14656,▲204,＋1.41%,14289,13740,14978,16594,40,N/A
1991/06/26,14452,14452,14452,14452,0.0,0.00%,14147,13704,15020,16616,0,N/A
1991/06/25,14452,14452,14452,14452,▲509,＋3.65%,13923,13679,15071,16641,0,N/A
1991/06/24,13943,13943,13943,13943,0.0,0.00%,13699,13653,15127,16666,0,N/A
1991/06/22,13943,13943,13943,13943,0.0,0.00%,13617,13653,15195,16694,0,N/A
1991/06/21,13943,13943,13943,13943,▲611,＋4.58%,13475,13653,15263,16723,0,N/A
1991/06/19,13332,13332,13332,13332,0.0,0.00%,13332,13653,15331,16752,0,N/A
1991/06/18,13332,13332,13332,13332,▼204,－1.50%,13312,13684,15409,16793,20,N/A
1991/06/17,13536,13536,13536,13536,▲305,＋2.31%,13271,13714,15478,16834,0,N/A
1991/06/15,13231,13231,13231,13231,0.0,0.00%,13312,13729,15544,16874,0,N/A
1991/06/14,13231,13231,13231,13231,0.0,0.00%,13414,13775,15616,16917,0,N/A
1991/06/13,13231,13231,13231,13231,▲102,＋0.78%,13516,13836,15687,16959,0,N/A
1991/06/12,13129,13129,13129,13129,▼611,－4.44%,13617,13923,15758,17006,10,N/A
1991/06/11,13740,13740,13740,13740,0.0,0.00%,13740,14014,15845,17053,0,N/A
1991/06/10,13740,13740,13740,13740,0.0,0.00%,13740,14075,15923,17096,0,N/A
1991/06/08,13740,13740,13740,13740,0.0,0.00%,13780,14177,16004,17138,0,N/A
1991/06/07,13740,13740,13740,13740,0.0,0.00%,13821,14279,16080,17180,0,N/A
1991/06/05,13740,13740,13740,13740,0.0,0.00%,13862,14381,16157,17225,80,N/A
1991/06/04,13740,13740,13740,13740,▼204,－1.46%,13902,14508,16228,17270,0,N/A
1991/06/03,13943,13943,13943,13943,0.0,0.00%,13943,14635,16299,17315,0,N/A
1991/06/01,13943,13943,13943,13943,0.0,0.00%,13943,14752,16367,17359,0,N/A
1991/05/31,13943,13943,13943,13943,0.0,0.00%,13943,14869,16435,17402,0,N/A
1991/05/30,13943,13943,13943,13943,0.0,0.00%,13943,14986,16503,17445,0,N/A
1991/05/29,13943,13943,13943,13943,0.0,0.00%,13943,15103,16571,17488,0,N/A
1991/05/28,13943,13943,13943,13943,0.0,0.00%,13923,15220,16638,17532,0,N/A
1991/05/27,13943,13943,13943,13943,0.0,0.00%,13963,15337,16720,17576,0,N/A
1991/05/25,13943,13943,13943,13943,0.0,0.00%,14065,15454,16801,17621,0,N/A
1991/05/24,13943,13943,13943,13943,▲102,＋0.74%,14269,15572,16883,17670,0,N/A
1991/05/23,13841,13841,13841,13841,▼305,－2.16%,14472,15689,16964,17723,500,N/A
1991/05/22,14147,14147,14147,14147,▼305,－2.11%,14696,15811,17047,17777,890,N/A
1991/05/20,14757,14757,14452,14452,▼509,－3.40%,15022,15918,17125,17824,650,N/A
1991/05/18,14961,14961,14961,14961,0.0,0.00%,15287,16009,17198,17865,0,N/A
1991/05/17,14961,14961,14961,14961,0.0,0.00%,15449,16075,17263,17901,30,N/A
1991/05/16,14961,14961,14961,14961,▼814,－5.16%,15714,16141,17327,17938,20,N/A
1991/05/15,15775,15775,15775,15775,0.0,0.00%,15979,16208,17392,17974,0,N/A
1991/05/14,15775,15775,15775,15775,0.0,0.00%,16080,16233,17446,18006,0,N/A
1991/05/13,15775,15775,15775,15775,▼509,－3.13%,16182,16284,17500,18039,0,N/A
1991/05/11,16284,16284,16284,16284,0.0,0.00%,16284,16335,17554,18072,0,N/A
1991/05/10,16284,16284,16284,16284,0.0,0.00%,16284,16360,17600,18099,0,N/A
1991/05/09,16284,16284,16284,16284,0.0,0.00%,16284,16396,17646,18124,0,N/A
1991/05/08,16284,16284,16284,16284,0.0,0.00%,16284,16442,17692,18148,0,N/A
1991/05/07,16284,16284,16284,16284,0.0,0.00%,16284,16487,17731,18168,0,N/A
1991/05/06,16284,16284,16284,16284,0.0,0.00%,16284,16549,17770,18192,0,N/A
1991/05/04,16284,16284,16284,16284,0.0,0.00%,16284,16625,17809,18219,0,N/A
1991/05/03,16284,16284,16284,16284,0.0,0.00%,16284,16711,17851,18245,0,N/A
1991/05/02,16284,16284,16284,16284,0.0,0.00%,16284,16798,17894,18271,0,N/A
1991/05/01,16284,16284,16284,16284,0.0,0.00%,16284,16884,17924,18295,0,N/A
1991/04/30,16284,16284,16284,16284,0.0,0.00%,16284,16971,17941,18319,10,N/A
1991/04/29,16284,16284,16284,16284,0.0,0.00%,16284,17032,17958,18342,0,N/A
1991/04/27,16284,16284,16284,16284,0.0,0.00%,16284,17093,17975,18366,0,N/A
1991/04/26,16284,16284,16284,16284,0.0,0.00%,16284,17154,18001,18390,0,N/A
1991/04/25,16284,16284,16284,16284,0.0,0.00%,16386,17215,18026,18414,0,N/A
1991/04/24,16284,16284,16284,16284,0.0,0.00%,16487,17276,18051,18437,0,N/A
1991/04/23,16284,16284,16284,16284,0.0,0.00%,16589,17378,18077,18464,0,N/A
1991/04/22,16284,16284,16284,16284,▼509,－3.03%,16732,17485,18102,18492,0,N/A
1991/04/20,16793,16793,16793,16793,0.0,0.00%,16915,17602,18128,18523,0,N/A
1991/04/19,16793,16793,16793,16793,0.0,0.00%,16996,17678,18145,18549,0,N/A
1991/04/18,16793,16793,16793,16793,▼204,－1.20%,17139,17755,18162,18571,0,N/A
1991/04/17,16996,16996,16996,16996,▼204,－1.18%,17342,17816,18185,18593,380,N/A
1991/04/16,17200,17200,17200,17200,0.0,0.00%,17546,17867,18206,18610,110,N/A
1991/04/15,17200,17200,17200,17200,▼305,－1.74%,17709,17907,18209,18620,90,N/A
1991/04/13,17505,17505,17505,17505,▼305,－1.71%,17872,17948,18213,18629,0,N/A
1991/04/12,17811,17811,17811,17811,▼204,－1.13%,17973,17973,18211,18635,0,N/A
1991/04/11,18014,18014,18014,18014,0.0,0.00%,17912,17984,18204,18637,0,N/A
1991/04/10,18014,18014,18014,18014,0.0,0.00%,17811,17984,18194,18638,0,N/A
1991/04/09,18014,18014,18014,18014,0.0,0.00%,17709,18024,18184,18639,0,N/A
1991/04/08,18014,18014,18014,18014,▲509,＋2.91%,17607,18065,18174,18640,50,N/A
1991/04/06,17505,17505,17505,17505,0.0,0.00%,17505,18106,18177,18638,0,N/A
1991/04/04,17505,17505,17505,17505,0.0,0.00%,17668,18172,18191,18645,0,N/A
1991/04/03,17505,17505,17505,17505,0.0,0.00%,17851,18238,18204,18656,0,N/A
1991/04/02,17505,17505,17505,17505,0.0,0.00%,18075,18304,18218,18667,0,N/A
1991/04/01,17505,17505,17505,17505,▼814,－4.44%,18238,18370,18231,18676,40,N/A
1991/03/30,18319,18319,18319,18319,▼102,－0.55%,18401,18436,18253,18688,0,N/A
1991/03/29,18421,18421,18421,18421,▼204,－1.09%,18340,18462,18262,18690,0,N/A
1991/03/28,18625,18625,18625,18625,▲305,＋1.67%,18258,18482,18269,18692,1000,N/A
1991/03/27,18319,18319,18319,18319,0.0,0.00%,18136,18503,18272,18699,0,N/A
1991/03/25,18319,18319,18319,18319,▲305,＋1.69%,18075,18538,18280,18716,1000,N/A
1991/03/23,18014,18014,18014,18014,0.0,0.00%,18014,18574,18294,18728,0,N/A
1991/03/22,18014,18014,18014,18014,0.0,0.00%,18014,18625,18313,18738,0,N/A
1991/03/21,18014,18014,18014,18014,0.0,0.00%,18014,18676,18331,18747,0,N/A
1991/03/20,18014,18014,18014,18014,0.0,0.00%,18177,18727,18350,18756,0,N/A
1991/03/19,18014,18014,18014,18014,0.0,0.00%,18340,18757,18369,18767,0,N/A
1991/03/18,18014,18014,18014,18014,0.0,0.00%,18503,18788,18387,18778,0,N/A
1991/03/16,18014,18014,18014,18014,▼814,－4.32%,18665,18818,18406,18789,10,N/A
1991/03/15,18828,18828,18828,18828,0.0,0.00%,18828,18859,18425,18800,1000,N/A
1991/03/14,18828,18828,18828,18828,0.0,0.00%,18828,18859,18431,18804,0,N/A
1991/03/13,18828,18828,18828,18828,0.0,0.00%,18828,18823,18440,18808,0,N/A
1991/03/12,18828,18828,18828,18828,0.0,0.00%,18828,18747,18457,18812,0,N/A
1991/03/11,18828,18828,18828,18828,0.0,0.00%,18828,18671,18482,18816,0,N/A
1991/03/09,18828,18828,18828,18828,0.0,0.00%,18828,18594,18506,18822,0,N/A
1991/03/08,18828,18828,18828,18828,0.0,0.00%,18869,18543,18523,18828,0,N/A
1991/03/07,18828,18828,18828,18828,0.0,0.00%,18910,18492,18531,18834,0,N/A
1991/03/06,18828,18828,18828,18828,0.0,0.00%,18950,18442,18540,18840,0,N/A
1991/03/05,18828,18828,18828,18828,▼204,－1.07%,18991,18391,18548,18845,0,N/A
1991/03/04,19032,19032,19032,19032,0.0,0.00%,19032,18340,18557,18850,0,N/A
1991/03/02,19032,19032,19032,19032,0.0,0.00%,19032,18279,18567,18852,0,N/A
1991/02/28,19032,19032,19032,19032,0.0,0.00%,18950,18218,18577,18855,0,N/A
1991/02/27,19032,19032,19032,19032,0.0,0.00%,18869,18157,18589,18857,0,N/A
1991/02/26,19032,19032,19032,19032,0.0,0.00%,18788,18116,18598,18861,0,N/A
1991/02/25,18319,19032,18319,19032,▲407,＋2.19%,18747,18075,18601,18864,50,N/A
1991/02/23,18625,18625,18625,18625,0.0,0.00%,18706,17994,18604,18867,0,N/A
1991/02/22,18625,18625,18625,18625,0.0,0.00%,18604,17933,18604,18874,0,N/A
1991/02/21,18625,18625,18625,18625,▼204,－1.08%,18340,17872,18615,18880,0,N/A
1991/02/20,18828,18828,18828,18828,0.0,0.00%,18075,17811,18628,18886,0,N/A
1991/02/19,18828,18828,18828,18828,▲712,＋3.93%,17770,17739,18638,18890,10,N/A
1991/02/18,18116,18116,18116,18116,▲814,＋4.71%,17566,17668,18649,18899,10,N/A
1991/02/13,17302,17302,17302,17302,0.0,0.00%,17505,17632,18665,18913,0,N/A
1991/02/12,17302,17302,17302,17302,0.0,0.00%,17607,17678,18696,18934,0,N/A
1991/02/11,17302,17302,17302,17302,▼509,－2.86%,17709,17729,18727,18956,0,N/A
1991/02/09,17811,17811,17811,17811,0.0,0.00%,17811,17780,18757,18977,0,N/A
1991/02/08,17811,17811,17811,17811,0.0,0.00%,17811,17805,18779,18994,0,N/A
1991/02/07,17811,17811,17811,17811,0.0,0.00%,17811,17831,18801,19011,0,N/A
1991/02/06,17811,17811,17811,17811,0.0,0.00%,17811,17882,18823,19029,0,N/A
1991/02/05,17811,17811,17811,17811,0.0,0.00%,17892,17933,18850,19047,0,N/A
1991/02/04,17811,17811,17811,17811,0.0,0.00%,17973,17984,18883,19065,0,N/A
1991/02/02,17811,17811,17811,17811,0.0,0.00%,17892,18034,18918,19090,10,N/A
1991/02/01,17811,17811,17811,17811,▼407,－2.23%,17811,18085,18954,19111,0,N/A
1991/01/31,18218,18218,18218,18218,0.0,0.00%,17729,18152,18981,19132,0,N/A
1991/01/30,18218,18218,18218,18218,▲814,＋4.68%,17566,18197,19000,19153,20,N/A
1991/01/29,17403,17403,17403,17403,0.0,0.00%,17403,18243,19015,19183,0,N/A
1991/01/28,17403,17403,17403,17403,0.0,0.00%,17403,18330,19030,19219,0,N/A
1991/01/26,17403,17403,17403,17403,0.0,0.00%,17403,18416,19045,19248,0,N/A
1991/01/25,17403,17403,17403,17403,0.0,0.00%,17566,18503,19059,19270,0,N/A
1991/01/24,17403,17403,17403,17403,0.0,0.00%,17749,18589,19071,19291,0,N/A
1991/01/23,17403,17403,17403,17403,0.0,0.00%,17933,18676,19083,19315,0,N/A
1991/01/22,17403,17403,17403,17403,▼814,－4.47%,18116,18767,19095,19340,0,N/A
1991/01/21,18218,18218,18218,18218,▼102,－0.56%,18299,18864,19106,19363,0,N/A
1991/01/19,18319,18319,18319,18319,0.0,0.00%,18421,18945,19100,19383,0,N/A
1991/01/18,18319,18319,18319,18319,0.0,0.00%,18523,19047,19100,19401,0,N/A
1991/01/17,18319,18319,18319,18319,0.0,0.00%,18625,19144,19108,19419,0,N/A
1991/01/16,18319,18319,18319,18319,▼509,－2.70%,18727,19220,19117,19436,0,N/A
1991/01/15,18828,18828,18828,18828,0.0,0.00%,18828,19271,19122,19448,0,N/A
1991/01/14,18828,18828,18828,18828,0.0,0.00%,18889,19296,19122,19458,0,N/A
1991/01/12,18828,18828,18828,18828,0.0,0.00%,18950,19322,19118,19475,0,N/A
1991/01/11,18828,18828,18828,18828,0.0,0.00%,19012,19347,19115,19492,40,N/A
1991/01/10,18828,18828,18828,18828,▼305,－1.60%,19073,19388,19125,19508,1890,N/A
1991/01/09,19134,19134,19134,19134,0.0,0.00%,19134,19429,19152,19519,0,N/A
1991/01/08,19134,19134,19134,19134,0.0,0.00%,19134,19459,19162,19527,0,N/A
1991/01/07,19134,19134,19134,19134,0.0,0.00%,19134,19480,19162,19536,10,N/A
1991/01/05,19134,19134,19134,19134,0.0,0.00%,19134,19485,19162,19542,0,N/A
1991/01/04,19134,19134,19134,19134,0.0,0.00%,19154,19490,19162,19549,0,N/A
1991/01/03,19134,19134,19134,19134,0.0,0.00%,19195,19464,19166,19551,0,N/A
1990/12/26,19134,19134,19134,19134,0.0,0.00%,19337,19469,19169,19561,2500,N/A
1990/12/24,19134,19134,19134,19134,▼102,－0.53%,19581,19485,19173,19571,20,N/A
1990/12/22,18625,19235,18625,19235,▼102,－0.53%,19805,19500,19176,19581,50,N/A
1990/12/21,19337,19337,19337,19337,▼509,－2.56%,19927,19510,19176,19591,0,N/A
1990/12/20,19846,19846,19846,19846,▼509,－2.50%,19927,19500,19176,19599,0,N/A
1990/12/19,20355,20355,19439,20355,▲102,＋0.50%,19826,19464,19168,19603,250,N/A
1990/12/18,19032,20253,19032,20253,▲407,＋2.05%,19622,19403,19151,19603,350,N/A
1990/12/17,18625,19846,18625,19846,▲509,＋2.63%,19439,19347,19139,19604,130,N/A
1990/12/15,19337,19337,19337,19337,0.0,0.00%,19398,19312,19134,19609,0,N/A
1990/12/14,18625,19337,18625,19337,0.0,0.00%,19459,19302,19137,19617,1400,N/A
1990/12/13,19337,19337,19337,19337,0.0,0.00%,19541,19291,19140,19626,20,N/A
1990/12/12,19744,19744,19337,19337,▼305,－1.55%,19581,19296,19142,19634,1010,N/A
1990/12/11,19643,19643,19643,19643,0.0,0.00%,19561,19317,19142,19643,0,N/A
1990/12/10,19643,19643,19643,19643,▼102,－0.52%,19480,19332,19137,19652,10,N/A
1990/12/08,19744,19744,19744,19744,▲204,＋1.04%,19276,19347,19132,19661,10,N/A
1990/12/07,19541,19541,19541,19541,▲305,＋1.59%,19174,19332,19125,19671,10,N/A
1990/12/06,19235,19235,19235,19235,0.0,0.00%,19154,19322,19123,19683,0,N/A
1990/12/05,17912,19235,17912,19235,▲611,＋3.28%,19195,19317,19127,19698,20,N/A
1990/12/04,18625,18625,18625,18625,▼611,－3.17%,19235,19271,19130,19712,130,N/A
1990/12/03,19235,19235,19235,19235,▼204,－1.05%,19337,19256,19144,19732,0,N/A
1990/12/01,19439,19439,19439,19439,0.0,0.00%,19317,19205,19146,19746,0,N/A
1990/11/30,19439,19439,19439,19439,0.0,0.00%,19256,19139,19144,19759,0,N/A
1990/11/29,19439,19439,19439,19439,▲305,＋1.60%,19195,19073,19142,19771,10,N/A
1990/11/28,19134,19134,19134,19134,0.0,0.00%,19134,19006,19149,19784,0,N/A
1990/11/27,19134,19134,19134,19134,0.0,0.00%,19134,18956,19161,19806,10,N/A
1990/11/26,19134,19134,19134,19134,0.0,0.00%,19134,18889,19173,19820,0,N/A
1990/11/24,19134,19134,19134,19134,0.0,0.00%,19195,18849,19185,19833,0,N/A
1990/11/23,19134,19134,19134,19134,0.0,0.00%,19317,18833,19196,19847,0,N/A
1990/11/22,19134,19134,19134,19134,0.0,0.00%,19480,18818,19208,19860,0,N/A
1990/11/21,19134,19134,19134,19134,▼305,－1.57%,19643,18793,19220,19874,10,N/A
1990/11/20,19439,19439,19439,19439,▼305,－1.55%,19704,18777,19235,19888,0,N/A
1990/11/19,19744,19744,19744,19744,▼204,－1.02%,19683,18737,19244,19899,10,N/A
1990/11/17,19134,19948,19134,19948,0.0,0.00%,19561,18681,19247,19907,20,N/A
1990/11/16,19948,19948,19948,19948,▲509,＋2.62%,19235,18655,19261,19914,10,N/A
1990/11/15,18523,19439,18523,19439,▲102,＋0.53%,18910,18681,19268,19921,100,N/A
1990/11/14,19337,19337,19337,19337,▲204,＋1.06%,18665,18696,19283,19932,10,N/A
1990/11/13,19134,19134,19134,19134,▲814,＋4.44%,18421,18686,19307,19944,10,N/A
1990/11/12,18319,18319,18319,18319,0.0,0.00%,18218,18686,19351,19957,0,N/A
1990/11/10,18319,18319,18319,18319,▲102,＋0.56%,18177,18727,19408,19978,0,N/A
1990/11/09,18218,18218,18218,18218,▲102,＋0.56%,18136,18777,19451,20006,0,N/A
1990/11/08,18116,18116,18116,18116,0.0,0.00%,18055,18833,19481,20028,110,N/A
1990/11/07,18116,18116,18116,18116,0.0,0.00%,18096,18894,19510,20051,0,N/A
1990/11/06,18116,18116,18116,18116,0.0,0.00%,18238,18956,19548,20074,130,N/A
1990/11/05,18116,18116,18116,18116,▲305,＋1.71%,18380,19012,19585,20094,110,N/A
1990/11/03,17811,17811,17607,17811,▼509,－2.78%,18482,19073,19619,20112,360,N/A
